date_,adj close_timken.ns,close_timken.ns,high_timken.ns,low_timken.ns,open_timken.ns,volume_timken.ns
2024-01-16,3342.3642578125,3379.050048828125,3413.64990234375,3339.199951171875,3339.199951171875,37368
2024-01-17,3355.37158203125,3392.199951171875,3404.0,3307.0,3356.0,37088
2024-01-18,3254.824951171875,3290.550048828125,3379.89990234375,3266.5,3361.39990234375,19584
2024-01-19,3374.7587890625,3411.800048828125,3453.300048828125,3282.050048828125,3325.0,82076
2024-01-23,3276.635498046875,3312.60009765625,3439.949951171875,3291.5,3439.949951171875,26628
2024-01-24,3319.811767578125,3356.25,3428.85009765625,3250.0,3301.0,59190
2024-01-25,3264.073486328125,3299.89990234375,3434.0,3271.5,3355.0,42372
2024-01-29,3256.506591796875,3292.25,3340.0,3271.0,3300.0,30196
2024-01-30,3285.785400390625,3321.85009765625,3402.949951171875,3281.0,3302.10009765625,42769
2024-01-31,3350.920166015625,3387.699951171875,3400.0,3325.699951171875,3328.85009765625,69665
2024-02-01,3295.775390625,3331.949951171875,3410.0,3318.0,3397.800048828125,15287
2024-02-02,3279.899658203125,3315.89990234375,3359.0,3291.949951171875,3331.0,144274
2024-02-05,3264.9140625,3300.75,3339.89990234375,3289.699951171875,3313.0,69348
2024-02-06,3164.466796875,3199.199951171875,3355.0,3190.0,3290.0,102048
2024-02-07,3039.142333984375,3072.5,3171.300048828125,3051.050048828125,3051.050048828125,57731
2024-02-08,2929.347412109375,2961.5,3099.89990234375,2950.050048828125,3099.89990234375,41738
2024-02-09,2866.239990234375,2897.699951171875,2977.050048828125,2875.0,2977.050048828125,166214
2024-02-12,2789.43310546875,2820.050048828125,2969.0,2811.0,2910.0,82025
2024-02-13,2778.107421875,2808.60009765625,2887.5,2791.0,2820.050048828125,38833
2024-02-14,2800.659912109375,2831.39990234375,2844.800048828125,2799.85009765625,2808.89990234375,24769
2024-02-15,2843.044677734375,2874.25,2955.050048828125,2839.89990234375,2845.550048828125,204661
2024-02-16,2800.06640625,2830.800048828125,2884.60009765625,2820.0,2884.60009765625,140131
2024-02-19,2794.08203125,2824.75,2876.949951171875,2810.0,2839.199951171875,34564
2024-02-20,2774.2001953125,2804.64990234375,2828.949951171875,2795.0,2824.800048828125,192335
2024-02-21,2781.22314453125,2811.75,2868.699951171875,2800.0,2819.39990234375,43181
2024-02-22,2779.047119140625,2809.550048828125,2834.949951171875,2781.75,2825.64990234375,53919
2024-02-23,2793.04345703125,2823.699951171875,2837.0,2809.050048828125,2815.10009765625,36022
2024-02-26,2692.29931640625,2721.85009765625,2838.60009765625,2696.0,2837.800048828125,118735
2024-02-27,2668.41162109375,2697.699951171875,2800.0,2667.60009765625,2772.949951171875,194717
2024-02-28,2718.115966796875,2747.949951171875,2793.0,2705.89990234375,2705.89990234375,145259
2024-02-29,2692.052001953125,2721.60009765625,2758.949951171875,2700.60009765625,2756.14990234375,49158
2024-03-01,2679.341552734375,2708.75,2799.0,2704.0,2735.0,60408
2024-03-04,2670.48876953125,2699.800048828125,2765.300048828125,2682.0,2759.14990234375,66880
2024-03-05,2620.4873046875,2649.25,2732.0,2642.5,2714.0,39255
2024-03-06,2604.76025390625,2633.35009765625,2668.64990234375,2570.199951171875,2663.199951171875,65638
2024-03-07,2569.645751953125,2597.85009765625,2653.10009765625,2591.89990234375,2647.199951171875,62930
2024-03-11,2537.6962890625,2565.550048828125,2632.949951171875,2554.0,2632.199951171875,54686
2024-03-12,2514.5009765625,2542.10009765625,2600.0,2524.5,2579.10009765625,137252
2024-03-13,2546.153564453125,2574.10009765625,2630.0,2528.0,2555.5,220233
2024-03-14,2660.696044921875,2689.89990234375,2695.0,2563.550048828125,2581.800048828125,119841
2024-03-15,2653.77197265625,2682.89990234375,2740.0,2639.25,2690.0,161260
2024-03-18,2756.0,2786.25,2825.949951171875,2691.0,2702.0,228845
2024-03-19,2783.15185546875,2813.699951171875,2821.35009765625,2747.949951171875,2795.0,378459
2024-03-20,2772.024169921875,2802.449951171875,2825.0,2772.0,2814.949951171875,22583
2024-03-21,2819.156982421875,2850.10009765625,2865.0,2787.0,2811.0,38027
2024-03-22,2862.679443359375,2894.10009765625,2910.449951171875,2841.0,2850.0,84335
2024-03-26,2785.921630859375,2816.5,2897.0,2800.10009765625,2897.0,76300
2024-03-27,2784.7841796875,2815.35009765625,2832.0,2787.949951171875,2832.0,42587
2024-03-28,2828.454833984375,2859.5,2868.0,2815.199951171875,2829.449951171875,26848
2024-04-01,2882.956787109375,2914.60009765625,2937.60009765625,2833.5,2874.0,38199
2024-04-02,2899.42578125,2931.25,2954.0,2898.050048828125,2924.0,213990
2024-04-03,2950.564453125,2982.949951171875,2992.050048828125,2913.89990234375,2930.0,133875
2024-04-04,2918.516357421875,2950.550048828125,2990.64990234375,2925.0,2975.0,94213
2024-04-05,2928.803466796875,2960.949951171875,2976.0,2911.0,2950.0,22146
2024-04-08,2881.324462890625,2912.949951171875,2993.64990234375,2885.449951171875,2976.5,16247
2024-04-09,2824.003662109375,2855.0,2928.0,2841.800048828125,2928.0,33053
2024-04-10,2842.550048828125,2873.75,2895.0,2855.300048828125,2866.0,21699
2024-04-12,2908.179931640625,2940.10009765625,2949.0,2864.949951171875,2865.0,62949
2024-04-15,2885.083251953125,2916.75,2959.0,2851.0,2890.0,35620
2024-04-16,2898.090576171875,2929.89990234375,2989.89990234375,2892.050048828125,2905.0,51199
2024-04-18,3011.4462890625,3044.5,3163.89990234375,2940.39990234375,2962.0,211988
2024-04-19,3010.25927734375,3043.300048828125,3245.0,3011.35009765625,3050.0,563952
2024-04-22,3002.445068359375,3035.39990234375,3150.0,3020.10009765625,3050.0,105272
2024-04-23,3087.4619140625,3121.35009765625,3185.050048828125,3033.0,3041.800048828125,101488
2024-04-24,3135.8310546875,3170.25,3178.699951171875,3083.949951171875,3143.800048828125,46883
2024-04-25,3151.509033203125,3186.10009765625,3199.949951171875,3151.550048828125,3180.0,71471
2024-04-26,3166.59375,3201.35009765625,3224.89990234375,3169.89990234375,3180.0,24197
2024-04-29,3165.3076171875,3200.050048828125,3214.89990234375,3150.0,3201.5,27844
2024-04-30,3304.183349609375,3340.449951171875,3354.0,3184.60009765625,3200.85009765625,79816
2024-05-02,3320.80078125,3357.25,3377.0,3288.0,3350.0,103248
2024-05-03,3353.09619140625,3389.89990234375,3410.0,3300.050048828125,3300.050048828125,169137
2024-05-06,3373.027587890625,3410.050048828125,3450.0,3380.0,3405.0,61861
2024-05-07,3362.245849609375,3399.14990234375,3425.0,3362.449951171875,3400.0,148832
2024-05-08,3316.696044921875,3353.10009765625,3399.14990234375,3322.050048828125,3399.14990234375,27975
2024-05-09,3420.011962890625,3457.550048828125,3578.0,3266.25,3374.0,644750
2024-05-10,3363.7294921875,3400.64990234375,3502.949951171875,3351.14990234375,3472.0,127495
2024-05-13,3462.24853515625,3500.25,3519.0,3393.85009765625,3420.0,144377
2024-05-14,3692.174560546875,3732.699951171875,3760.0,3510.0,3510.0,460055
2024-05-15,3929.321533203125,3972.449951171875,4019.949951171875,3676.35009765625,3699.0,474385
2024-05-16,4155.98388671875,4201.60009765625,4288.7998046875,4010.0,4010.0,624812
2024-05-17,4169.63427734375,4215.39990234375,4288.0,4122.64990234375,4209.9501953125,74676
2024-05-21,3890.349609375,3933.050048828125,4181.0498046875,3919.10009765625,4157.75,104444
2024-05-22,3902.4169921875,3945.25,4038.89990234375,3912.550048828125,3940.0,178771
2024-05-23,3812.504150390625,3854.35009765625,3978.449951171875,3821.60009765625,3974.0,119102
2024-05-24,4095.300048828125,4140.25,4348.39990234375,3860.949951171875,3861.0,841715
2024-05-27,3908.59912109375,3951.5,4173.4501953125,3927.75,4110.0498046875,261387
2024-05-28,4020.026123046875,4064.14990234375,4258.7001953125,4031.300048828125,4109.9501953125,1155685
2024-05-29,3901.279541015625,3944.10009765625,4120.0,3911.10009765625,4032.550048828125,300539
2024-05-30,3954.396484375,3997.800048828125,4044.0,3925.050048828125,3970.0,279659
2024-05-31,3910.577392578125,3953.5,4019.699951171875,3919.0,4002.550048828125,121840
2024-06-03,4037.138427734375,4081.449951171875,4174.7001953125,3972.050048828125,4079.89990234375,175235
2024-06-04,3834.95751953125,3877.050048828125,4083.0,3731.300048828125,4081.0,158725
2024-06-05,3842.178466796875,3884.35009765625,3948.0,3738.949951171875,3885.0,69439
2024-06-06,4084.814697265625,4129.64990234375,4200.0,3891.64990234375,3949.89990234375,200662
