date_,adj close_zfcvindia.ns,close_zfcvindia.ns,high_zfcvindia.ns,low_zfcvindia.ns,open_zfcvindia.ns,volume_zfcvindia.ns
2025-01-08,11442.984375,11459.2998046875,11649.0,11433.7998046875,11649.0,9911
2025-01-09,11437.94140625,11454.25,11542.25,11406.0,11406.0,13482
2025-01-10,11372.7841796875,11389.0,11530.900390625,11268.0498046875,11433.0,6969
2025-01-13,11114.5029296875,11130.349609375,11373.9501953125,11083.849609375,11265.0,28140
2025-01-14,11304.931640625,11321.0498046875,11400.0,11027.0498046875,11134.0498046875,7224
2025-01-15,11450.7236328125,11467.0498046875,11500.0,11211.0,11299.9501953125,35522
2025-01-16,11500.951171875,11517.349609375,11574.5498046875,11395.25,11455.5498046875,4228
2025-01-17,11256.900390625,11272.9501953125,11510.7001953125,11180.0,11453.7998046875,3553
2025-01-20,10982.541015625,10998.2001953125,11342.900390625,10941.0,11336.0498046875,11911
2025-01-21,10982.1416015625,10997.7998046875,11088.0,10898.2001953125,11005.0,7370
2025-01-22,10681.1201171875,10696.349609375,11001.4501953125,10612.0,11000.0,27358
2025-01-23,10527.689453125,10542.7001953125,10850.0,10488.5498046875,10749.0,14832
2025-01-24,10109.3857421875,10123.7998046875,10675.0,10092.099609375,10625.0,40667
2025-01-27,9849.8564453125,9863.900390625,10247.7998046875,9561.0,10155.5,90371
2025-01-28,10117.32421875,10131.75,10249.25,9722.0,9875.2998046875,29189
2025-01-29,10752.9677734375,10768.2998046875,10988.7998046875,10131.0498046875,10199.900390625,13889
2025-01-30,10769.3447265625,10784.7001953125,11037.5498046875,10634.4501953125,10750.0,10672
2025-01-31,11018.2900390625,11034.0,11111.0,10521.2001953125,10714.7001953125,42186
2025-02-01,10990.0302734375,11005.7001953125,11098.5498046875,10760.4501953125,10989.7998046875,2402
2025-02-03,10968.91015625,10984.5498046875,11094.7001953125,10853.4501953125,10871.9501953125,11798
2025-02-04,10970.2587890625,10985.900390625,11235.0,10884.7001953125,10984.5498046875,11253
2025-02-05,10788.716796875,10804.099609375,10977.4501953125,10758.0,10951.7998046875,20179
2025-02-06,10842.6396484375,10858.099609375,10940.0,10719.9501953125,10863.0,3322
2025-02-07,11850.8037109375,11867.7001953125,11979.0,11075.0,11438.7998046875,164828
2025-02-10,11722.037109375,11738.75,11971.400390625,11512.599609375,11550.0,30564
2025-02-11,11212.4638671875,11228.4501953125,11714.599609375,11072.0,11558.400390625,23147
2025-02-12,10973.8037109375,10989.4501953125,11470.0,10869.0498046875,11100.0,37118
2025-02-13,10838.3466796875,10853.7998046875,11140.849609375,10735.849609375,11022.9501953125,48207
2025-02-14,10715.123046875,10730.400390625,10895.0,10538.2001953125,10852.0,19919
2025-02-17,10864.9091796875,10880.400390625,10990.0,10410.7001953125,10560.0,13246
2025-02-18,10022.3603515625,10036.650390625,10931.2998046875,9900.0,10931.2998046875,69662
2025-02-19,10758.4599609375,10773.7998046875,11007.0,10036.650390625,10145.0,40451
2025-02-20,10987.18359375,11002.849609375,11055.0498046875,10515.0498046875,10650.0,26968
2025-02-21,10792.162109375,10807.5498046875,11125.0,10762.0498046875,11060.5498046875,6607
2025-02-24,10795.1083984375,10810.5,11017.400390625,10590.0498046875,10800.0,9109
2025-02-25,10894.765625,10910.2998046875,10990.0,10712.599609375,10834.0,6550
2025-02-27,10919.5302734375,10935.099609375,10984.9501953125,10717.9501953125,10910.2998046875,8496
2025-02-28,10926.3212890625,10941.900390625,11029.4501953125,10602.5,10833.2998046875,28465
2025-03-03,10680.671875,10695.900390625,10885.0,10523.75,10800.0,7680
2025-03-04,10744.0302734375,10759.349609375,10945.0,10425.0,10450.0,7292
2025-03-05,10914.4384765625,10930.0,11000.0,10679.5498046875,10798.7001953125,7819
2025-03-06,11232.1357421875,11248.150390625,11348.0,10936.849609375,11000.0,16381
2025-03-07,11400.6953125,11416.9501953125,11500.0,11175.0498046875,11315.7001953125,15191
2025-03-10,11269.83203125,11285.900390625,11626.0498046875,11250.0,11388.0,9880
2025-03-11,11216.4580078125,11232.4501953125,11289.150390625,11025.099609375,11251.0,6033
2025-03-12,11383.2197265625,11399.4501953125,11442.2001953125,11215.0498046875,11256.5,6278
2025-03-13,11866.130859375,11883.0498046875,12049.7998046875,11257.7001953125,11398.0,18799
2025-03-17,12085.767578125,12103.0,12175.0,11700.0,11700.0,11473
2025-03-18,12085.767578125,12103.0,12103.0,12103.0,12103.0,0
2025-03-19,12072.63671875,12089.849609375,12400.0,12001.0,12400.0,6847
2025-03-20,11852.6005859375,11869.5,12254.9501953125,11840.0,12089.849609375,8394
2025-03-21,11966.6875,11983.75,12050.0,11847.4501953125,11855.0,7293
2025-03-24,12032.494140625,12049.650390625,12263.0,12000.0498046875,12081.0,14308
2025-03-25,11980.119140625,11997.2001953125,12200.4501953125,11900.099609375,12116.9501953125,13201
2025-03-26,12671.083984375,12689.150390625,12850.0,12100.0,12100.0,143145
2025-03-27,12636.9326171875,12654.9501953125,12885.0,12374.4501953125,12821.0,62872
2025-03-28,12975.0498046875,12993.5498046875,13565.400390625,12600.0,12600.0,62717
2025-04-01,13081.998046875,13100.650390625,13300.0498046875,12782.2998046875,12798.650390625,22034
2025-04-02,13229.337890625,13248.2001953125,13306.9501953125,12800.0498046875,12950.0,14592
2025-04-03,13120.193359375,13138.900390625,13240.599609375,12875.0498046875,13053.0,14746
2025-04-04,13117.5966796875,13136.2998046875,13250.0,12630.0498046875,13199.9501953125,11928
2025-04-07,12749.771484375,12767.9501953125,12900.0,12025.0,12025.0,17376
2025-04-08,12706.482421875,12724.599609375,13098.150390625,12649.9501953125,13000.0,7467
2025-04-09,12057.0087890625,12074.2001953125,12831.9501953125,12009.400390625,12700.0,13418
2025-04-11,12431.4755859375,12449.2001953125,12665.4501953125,12264.0498046875,12295.0,13656
2025-04-15,13185.2001953125,13204.0,13289.0,12417.0,12449.0,11435
2025-04-16,13468.7958984375,13488.0,13594.0,13146.0,13247.0,11459
2025-04-17,13282.0625,13301.0,13669.0,13151.0,13500.0,9396
2025-04-21,13026.4267578125,13045.0,13537.0,12977.0,13485.0,8088
2025-04-22,12959.5224609375,12978.0,13470.0,12905.0,13045.0,20460
2025-04-23,12880.634765625,12899.0,12980.0,12638.0,12901.0,13311
2025-04-24,13071.3623046875,13090.0,13261.0,12899.0,12899.0,6911
2025-04-25,12593.044921875,12611.0,13187.0,12484.0,13165.0,10359
2025-04-28,12568.080078125,12586.0,12790.0,12523.0,12600.0,4809
2025-04-29,12421.2900390625,12439.0,12719.0,12402.0,12714.0,6359
2025-04-30,12509.1640625,12527.0,12700.0,12340.0,12510.0,20778
2025-05-02,12113.728515625,12131.0,12600.0,12102.0,12460.0,7042
2025-05-05,12118.720703125,12136.0,12287.0,12082.0,12240.0,5341
2025-05-06,12046.8232421875,12064.0,12304.0,12004.0,12250.0,6161
2025-05-07,12407.3095703125,12425.0,12481.0,12000.0,12001.0,6226
2025-05-08,12614.0146484375,12632.0,12760.0,12301.0,12301.0,9645
