date_,adj close_navinfluor.ns,close_navinfluor.ns,high_navinfluor.ns,low_navinfluor.ns,open_navinfluor.ns,volume_navinfluor.ns
2024-07-04,3637.797607421875,3659.14990234375,3700.0,3588.5,3649.800048828125,334561
2024-07-05,3651.19482421875,3665.60009765625,3722.85009765625,3626.0,3659.14990234375,199447
2024-07-08,3649.15283203125,3663.550048828125,3715.800048828125,3621.10009765625,3665.60009765625,121947
2024-07-09,3677.342041015625,3691.85009765625,3728.0,3667.0,3700.0,298779
2024-07-10,3660.109619140625,3674.550048828125,3720.0,3609.0,3709.949951171875,231028
2024-07-11,3631.6220703125,3645.949951171875,3688.949951171875,3635.35009765625,3674.550048828125,87835
2024-07-12,3642.827880859375,3657.199951171875,3716.949951171875,3633.10009765625,3646.550048828125,120592
2024-07-15,3645.716552734375,3660.10009765625,3690.85009765625,3631.800048828125,3636.0,59153
2024-07-16,3650.94580078125,3665.35009765625,3742.949951171875,3655.800048828125,3685.0,300978
2024-07-18,3646.61279296875,3661.0,3696.199951171875,3626.949951171875,3679.0,290141
2024-07-19,3531.16845703125,3545.10009765625,3669.949951171875,3535.0,3658.0,134381
2024-07-22,3576.589111328125,3590.699951171875,3615.0,3494.0,3508.199951171875,152745
2024-07-23,3543.021728515625,3557.0,3607.75,3424.89990234375,3590.699951171875,123236
2024-07-24,3517.671875,3531.550048828125,3568.800048828125,3518.60009765625,3550.0,188739
2024-07-25,3500.439697265625,3514.25,3527.050048828125,3451.14990234375,3517.0,245304
2024-07-26,3516.67578125,3530.550048828125,3570.800048828125,3498.050048828125,3527.0,158228
2024-07-29,3556.767578125,3570.800048828125,3605.949951171875,3515.0,3553.0,255792
2024-07-30,3756.330078125,3771.14990234375,3799.0,3588.800048828125,3588.800048828125,741208
2024-07-31,3786.012939453125,3800.949951171875,3820.949951171875,3627.0,3759.949951171875,983055
2024-08-01,3671.7138671875,3686.199951171875,3790.0,3660.35009765625,3790.0,355652
2024-08-02,3592.0283203125,3606.199951171875,3699.0,3588.0,3641.0,266577
2024-08-05,3442.368896484375,3455.949951171875,3584.85009765625,3450.60009765625,3515.0,186557
2024-08-06,3452.37939453125,3466.0,3591.949951171875,3451.60009765625,3476.5,285809
2024-08-07,3587.695556640625,3601.85009765625,3620.0,3502.0,3515.0,246049
2024-08-08,3535.501220703125,3549.449951171875,3644.0,3537.25,3585.0,94435
2024-08-09,3536.24853515625,3550.199951171875,3630.0,3535.0,3592.0,86254
2024-08-12,3453.27587890625,3466.89990234375,3550.0,3452.0,3532.14990234375,155475
2024-08-13,3264.172119140625,3277.050048828125,3466.89990234375,3262.14990234375,3450.0,449800
2024-08-14,3224.876953125,3237.60009765625,3309.14990234375,3226.39990234375,3277.050048828125,340278
2024-08-16,3311.833740234375,3324.89990234375,3332.85009765625,3246.85009765625,3250.0,156142
2024-08-19,3268.355224609375,3281.25,3350.85009765625,3272.25,3325.0,237931
2024-08-20,3276.32373046875,3289.25,3308.64990234375,3262.199951171875,3299.89990234375,91501
2024-08-21,3289.671142578125,3302.64990234375,3355.39990234375,3295.949951171875,3299.89990234375,276233
2024-08-22,3321.495849609375,3334.60009765625,3384.39990234375,3312.14990234375,3312.14990234375,205883
2024-08-23,3279.26220703125,3292.199951171875,3340.0,3276.60009765625,3340.0,116336
2024-08-26,3292.460205078125,3305.449951171875,3318.949951171875,3290.0,3290.0,122169
2024-08-27,3277.51904296875,3290.449951171875,3360.0,3275.5,3305.449951171875,266780
2024-08-28,3277.46923828125,3290.39990234375,3308.0,3263.0,3300.0,208936
2024-08-29,3266.811279296875,3279.699951171875,3299.0,3250.0,3290.949951171875,86797
2024-08-30,3285.437744140625,3298.39990234375,3322.949951171875,3278.10009765625,3310.199951171875,143368
2024-09-02,3283.04736328125,3296.0,3341.0,3284.0,3300.75,114522
2024-09-03,3315.071044921875,3328.14990234375,3347.35009765625,3288.0,3288.0,107633
2024-09-04,3323.53759765625,3336.64990234375,3359.0,3304.25,3320.0,87645
2024-09-05,3335.191650390625,3348.35009765625,3375.0,3330.25,3350.0,83812
2024-09-06,3285.388427734375,3298.35009765625,3377.949951171875,3290.0,3354.550048828125,174090
2024-09-09,3338.279541015625,3351.449951171875,3358.75,3217.60009765625,3300.0,114550
2024-09-10,3351.975341796875,3365.199951171875,3411.39990234375,3333.14990234375,3333.14990234375,124014
2024-09-11,3289.222900390625,3302.199951171875,3384.0,3297.0,3376.10009765625,135118
2024-09-12,3265.666015625,3278.550048828125,3331.949951171875,3256.85009765625,3325.0,201149
2024-09-13,3256.552001953125,3269.39990234375,3316.89990234375,3262.35009765625,3295.0,218548
2024-09-16,3260.78515625,3273.64990234375,3302.0,3261.60009765625,3289.89990234375,98504
2024-09-17,3246.84033203125,3259.64990234375,3295.0,3247.25,3282.0,159586
2024-09-18,3200.67236328125,3213.300048828125,3276.85009765625,3191.0,3259.64990234375,164839
2024-09-19,3232.49658203125,3245.25,3263.85009765625,3160.39990234375,3230.0,356393
2024-09-20,3291.713134765625,3304.699951171875,3332.949951171875,3247.050048828125,3265.0,219300
2024-09-23,3353.66845703125,3366.89990234375,3379.5,3297.39990234375,3308.0,150812
2024-09-24,3369.75537109375,3383.050048828125,3421.0,3366.949951171875,3380.0,175787
2024-09-25,3366.26904296875,3379.550048828125,3408.699951171875,3356.10009765625,3389.949951171875,94054
2024-09-26,3370.00439453125,3383.300048828125,3390.0,3332.0,3379.550048828125,75857
2024-09-27,3415.773681640625,3429.25,3474.0,3385.0,3405.0,197341
2024-09-30,3427.826171875,3441.35009765625,3477.0,3390.85009765625,3475.0,172555
2024-10-01,3588.2431640625,3602.39990234375,3612.85009765625,3433.60009765625,3445.0,403892
2024-10-03,3446.65185546875,3460.25,3604.75,3427.050048828125,3566.0,457118
2024-10-04,3405.91259765625,3419.35009765625,3489.949951171875,3405.0,3433.0,138117
2024-10-07,3308.048828125,3321.10009765625,3445.800048828125,3308.050048828125,3419.949951171875,82660
2024-10-08,3330.759033203125,3343.89990234375,3374.75,3308.10009765625,3321.10009765625,46394
2024-10-09,3351.427490234375,3364.64990234375,3403.0,3333.550048828125,3357.0,64554
2024-10-10,3377.225830078125,3390.550048828125,3435.0,3369.0,3369.0,80486
2024-10-11,3372.394775390625,3385.699951171875,3429.39990234375,3372.85009765625,3398.0,234791
2024-10-14,3339.425048828125,3352.60009765625,3416.35009765625,3311.75,3401.25,302222
2024-10-15,3346.098876953125,3359.300048828125,3385.25,3319.5,3350.0,396102
2024-10-16,3447.64794921875,3461.25,3478.5,3341.5,3359.0,286789
2024-10-17,3316.913818359375,3330.0,3495.85009765625,3302.0,3460.0,231234
2024-10-18,3362.38427734375,3375.64990234375,3384.0,3282.949951171875,3329.0,199530
2024-10-21,3297.7890625,3310.800048828125,3395.64990234375,3287.0,3395.0,187400
2024-10-22,3208.342041015625,3221.0,3329.0,3203.39990234375,3310.0,309824
2024-10-23,3294.452392578125,3307.449951171875,3387.949951171875,3181.300048828125,3204.0,196614
2024-10-24,3398.093505859375,3411.5,3545.0,3368.0,3368.0,1122637
2024-10-25,3288.77490234375,3301.75,3460.0,3277.300048828125,3416.5,234141
2024-10-28,3369.157470703125,3382.449951171875,3400.0,3289.699951171875,3302.0,82763
2024-10-29,3322.691162109375,3335.800048828125,3408.85009765625,3291.10009765625,3382.449951171875,92570
2024-10-30,3321.495849609375,3334.60009765625,3372.949951171875,3308.75,3330.0,76519
2024-10-31,3316.764404296875,3329.85009765625,3348.449951171875,3280.050048828125,3340.449951171875,136983
2024-11-01,3345.94921875,3359.14990234375,3390.0,3337.0,3379.0,13038
2024-11-04,3304.313720703125,3317.35009765625,3340.949951171875,3266.64990234375,3330.050048828125,67333
2024-11-05,3362.33447265625,3375.60009765625,3385.89990234375,3278.85009765625,3317.39990234375,84009
2024-11-06,3482.062255859375,3495.800048828125,3518.199951171875,3361.050048828125,3375.60009765625,185776
2024-11-07,3531.987060546875,3540.85009765625,3560.25,3449.89990234375,3450.0,251994
2024-11-08,3534.480712890625,3543.35009765625,3557.949951171875,3499.050048828125,3529.14990234375,204063
2024-11-11,3452.735595703125,3461.39990234375,3539.0,3447.0,3528.0,53500
2024-11-12,3313.734375,3322.050048828125,3492.10009765625,3306.0,3469.89990234375,60245
2024-11-13,3259.62060546875,3267.800048828125,3320.35009765625,3253.85009765625,3319.0,126831
2024-11-14,3301.61474609375,3309.89990234375,3344.89990234375,3204.60009765625,3270.0,63191
2024-11-18,3251.590576171875,3259.75,3317.10009765625,3224.550048828125,3310.0,75198
2024-11-19,3329.6943359375,3338.050048828125,3393.64990234375,3265.050048828125,3275.0,125094
2024-11-21,3254.28369140625,3262.449951171875,3337.85009765625,3250.10009765625,3325.0,86698
2024-11-22,3318.572265625,3326.89990234375,3334.25,3258.050048828125,3260.10009765625,82728
2024-11-25,3422.36181640625,3430.949951171875,3453.550048828125,3342.699951171875,3349.89990234375,151165
2024-11-26,3443.259521484375,3451.89990234375,3466.199951171875,3402.050048828125,3440.75,61888
2024-11-27,3489.742919921875,3498.5,3510.14990234375,3421.60009765625,3482.949951171875,86627
2024-11-28,3459.867919921875,3468.550048828125,3535.39990234375,3452.35009765625,3505.0,74236
2024-11-29,3499.119384765625,3507.89990234375,3520.0,3453.25,3470.0,85469
2024-12-02,3574.031494140625,3583.0,3602.0,3480.0,3480.0,146051
2024-12-03,3577.871826171875,3586.85009765625,3610.0,3549.10009765625,3610.0,86740
2024-12-04,3583.656982421875,3592.64990234375,3616.0,3568.35009765625,3585.89990234375,74134
2024-12-05,3587.946533203125,3596.949951171875,3636.0,3563.199951171875,3617.0,121634
2024-12-06,3546.8994140625,3555.800048828125,3644.89990234375,3547.10009765625,3611.800048828125,87813
2024-12-09,3524.25634765625,3533.10009765625,3579.949951171875,3524.75,3555.0,88735
2024-12-10,3638.3701171875,3647.5,3663.949951171875,3414.449951171875,3546.0,246107
2024-12-11,3584.10595703125,3593.10009765625,3669.39990234375,3588.0,3669.39990234375,83644
2024-12-12,3565.203369140625,3574.14990234375,3625.39990234375,3554.0,3612.39990234375,55015
2024-12-13,3548.695068359375,3557.60009765625,3579.14990234375,3480.14990234375,3579.14990234375,119782
2024-12-16,3502.810302734375,3511.60009765625,3581.85009765625,3483.89990234375,3539.0,144750
2024-12-17,3457.822998046875,3466.5,3529.75,3448.14990234375,3520.0,129290
2024-12-18,3459.11962890625,3467.800048828125,3502.75,3450.300048828125,3467.050048828125,69498
2024-12-19,3380.267578125,3388.75,3450.0,3385.550048828125,3450.0,46059
2024-12-20,3297.5751953125,3305.85009765625,3418.39990234375,3292.64990234375,3417.0,84513
2024-12-23,3307.30078125,3315.60009765625,3344.699951171875,3263.800048828125,3290.10009765625,106283
2024-12-24,3368.546875,3377.0,3420.0,3315.0,3316.0,183863
2024-12-26,3317.973876953125,3326.300048828125,3384.800048828125,3299.25,3372.0,175779
2024-12-27,3304.35791015625,3312.64990234375,3367.64990234375,3295.60009765625,3326.300048828125,225643
2024-12-30,3209.446044921875,3217.5,3319.0,3210.050048828125,3312.64990234375,111594
2024-12-31,3237.675537109375,3245.800048828125,3261.89990234375,3180.0,3217.949951171875,222385
2025-01-01,3272.0390625,3280.25,3291.10009765625,3202.14990234375,3246.300048828125,153236
2025-01-02,3293.435302734375,3301.699951171875,3309.89990234375,3239.64990234375,3282.550048828125,143643
2025-01-03,3351.240234375,3359.64990234375,3369.0,3288.10009765625,3301.699951171875,88157
2025-01-06,3338.522216796875,3346.89990234375,3384.949951171875,3319.050048828125,3375.0,114664
2025-01-07,3469.593505859375,3478.300048828125,3507.199951171875,3333.75,3350.0,292488
2025-01-08,3484.406005859375,3493.14990234375,3518.199951171875,3427.199951171875,3480.0,149010
2025-01-09,3814.9765625,3824.550048828125,4017.10009765625,3590.300048828125,3590.300048828125,3487405
2025-01-10,3621.861328125,3630.949951171875,3747.199951171875,3591.10009765625,3650.0,784351
2025-01-13,3608.794189453125,3617.85009765625,3673.89990234375,3580.64990234375,3624.89990234375,654796
2025-01-14,3622.75927734375,3631.85009765625,3672.0,3570.050048828125,3619.550048828125,145782
2025-01-15,3705.102294921875,3714.39990234375,3739.89990234375,3590.10009765625,3631.85009765625,250630
2025-01-16,3758.169189453125,3767.60009765625,3790.949951171875,3716.300048828125,3739.39990234375,176708
2025-01-17,3745.70068359375,3755.10009765625,3822.14990234375,3720.0,3779.60009765625,102757
2025-01-20,3767.6953125,3777.14990234375,3795.10009765625,3704.449951171875,3795.10009765625,99349
2025-01-21,3787.49560546875,3797.0,3851.0,3756.35009765625,3798.0,487645
2025-01-22,3678.1201171875,3687.35009765625,3814.64990234375,3611.199951171875,3814.64990234375,201921
2025-01-23,3763.007080078125,3772.449951171875,3792.0,3601.699951171875,3687.10009765625,91974
2025-01-24,3700.164794921875,3709.449951171875,3772.050048828125,3690.10009765625,3763.050048828125,65845
2025-01-27,3595.17822265625,3604.199951171875,3684.800048828125,3577.39990234375,3684.75,69312
2025-01-28,3553.43310546875,3562.35009765625,3620.25,3524.64990234375,3600.0,77697
2025-01-29,3730.837646484375,3740.199951171875,3774.800048828125,3502.0,3502.0,195692
2025-01-30,3898.46728515625,3908.25,3930.0,3746.699951171875,3776.0,403921
2025-01-31,4138.3154296875,4148.7001953125,4299.0498046875,4066.0,4195.35009765625,2487440
2025-02-01,4122.30517578125,4132.64990234375,4184.0,4038.64990234375,4121.0,179862
2025-02-03,4162.5546875,4173.0,4253.89990234375,4059.5,4132.0,484432
2025-02-04,4195.521484375,4206.0498046875,4214.9501953125,4085.0,4175.0,192534
2025-02-05,4241.8056640625,4252.4501953125,4266.0,4171.0498046875,4230.0,174008
2025-02-06,4236.76806640625,4247.39990234375,4289.0,4222.2998046875,4277.0,127885
2025-02-07,4210.88330078125,4221.4501953125,4270.0,4164.25,4164.25,209986
2025-02-10,4198.21484375,4208.75,4250.5,4159.5498046875,4221.4501953125,194503
2025-02-11,4054.325927734375,4064.5,4216.2001953125,4052.0,4208.75,183277
2025-02-12,4090.784423828125,4101.0498046875,4135.0,3930.949951171875,4000.0,298036
2025-02-13,4098.166015625,4108.4501953125,4160.0,4021.35009765625,4150.0,254086
2025-02-14,4006.04736328125,4016.10009765625,4108.4501953125,3959.89990234375,4100.10009765625,194278
2025-02-17,4097.81689453125,4108.10009765625,4124.0498046875,3955.5,4016.10009765625,256946
2025-02-18,4074.82470703125,4085.050048828125,4162.9501953125,4055.10009765625,4148.10009765625,291049
2025-02-19,4033.927490234375,4044.050048828125,4088.800048828125,4018.050048828125,4044.25,166712
2025-02-20,4035.423583984375,4045.550048828125,4107.85009765625,4022.10009765625,4044.550048828125,144501
2025-02-21,4023.802490234375,4033.89990234375,4060.0,3940.300048828125,4024.0,158392
2025-02-24,3901.31005859375,3911.10009765625,4018.0,3897.64990234375,3986.35009765625,92708
2025-02-25,3800.064208984375,3809.60009765625,3959.75,3792.449951171875,3915.10009765625,163002
2025-02-27,3764.25390625,3773.699951171875,3900.0,3605.0,3780.0,365198
2025-02-28,3752.832763671875,3762.25,3814.75,3624.75,3773.699951171875,126348
2025-03-03,3817.27099609375,3826.85009765625,3858.75,3566.0,3750.0,289860
2025-03-04,3890.587158203125,3900.35009765625,3910.0,3728.35009765625,3810.0,80965
2025-03-05,4045.59814453125,4055.75,4063.85009765625,3880.0,3880.0,118051
2025-03-06,4110.18603515625,4120.5,4136.5498046875,4065.0,4075.0,124932
2025-03-07,4067.393310546875,4077.60009765625,4195.0,4063.550048828125,4149.0,76960
2025-03-10,4070.2861328125,4080.5,4249.0,4050.0,4115.2998046875,202492
2025-03-11,4112.13134765625,4122.4501953125,4170.0,3975.0,4080.5,111902
2025-03-12,4097.6171875,4107.89990234375,4190.0,4084.0,4170.0,66835
2025-03-13,4116.56982421875,4126.89990234375,4153.64990234375,4022.85009765625,4124.0,71524
2025-03-17,4128.140625,4138.5,4200.39990234375,4060.60009765625,4129.5,90146
2025-03-18,4128.140625,4138.5,4138.5,4138.5,4138.5,0
2025-03-19,4062.206298828125,4072.39990234375,4145.5,4015.0,4145.0,113928
2025-03-20,4158.01611328125,4168.4501953125,4187.5,4044.050048828125,4072.5,117476
2025-03-21,4236.0703125,4246.7001953125,4288.0,4164.2001953125,4170.0,182555
2025-03-24,4186.39453125,4196.89990234375,4310.85009765625,4184.0,4275.0,114781
2025-03-25,4195.9208984375,4206.4501953125,4240.0,4120.0,4198.0,115109
2025-03-26,4185.6962890625,4196.2001953125,4260.35009765625,4180.85009765625,4224.0,218241
2025-03-27,4204.6494140625,4215.2001953125,4267.0,4164.9501953125,4166.2001953125,63404
2025-03-28,4200.3095703125,4210.85009765625,4381.0,4180.14990234375,4253.10009765625,187128
2025-04-01,4187.7412109375,4198.25,4244.39990234375,4180.0498046875,4204.0,75004
2025-04-02,4236.1201171875,4246.75,4259.0,4125.14990234375,4180.0,84544
2025-04-03,4182.9033203125,4193.39990234375,4337.4501953125,3955.0,4247.60009765625,526968
2025-04-04,4060.959228515625,4071.14990234375,4199.9501953125,4031.10009765625,4170.0,222093
2025-04-07,3870.138427734375,3879.85009765625,3917.949951171875,3670.60009765625,3700.0,165150
2025-04-08,3838.966552734375,3848.60009765625,3970.199951171875,3725.0,3910.0,298834
2025-04-09,3969.439208984375,3979.39990234375,4000.64990234375,3842.39990234375,3873.550048828125,118907
2025-04-11,4089.138671875,4099.39990234375,4190.0,3959.449951171875,4010.0,179175
2025-04-15,4166.44482421875,4176.89990234375,4244.89990234375,4110.0,4116.7998046875,172555
2025-04-16,4260.20947265625,4270.89990234375,4290.0,4170.0,4192.39990234375,148210
2025-04-17,4234.7734375,4245.39990234375,4314.7998046875,4220.0,4286.60009765625,85788
