date_,adj close_sardaen.ns,close_sardaen.ns,high_sardaen.ns,low_sardaen.ns,open_sardaen.ns,volume_sardaen.ns
2024-05-10,267.5045471191406,268.95001220703125,271.45001220703125,256.1499938964844,261.0,675018
2024-05-13,272.22900390625,273.70001220703125,276.0,258.0,271.5,788150
2024-05-14,264.4211730957031,265.8500061035156,274.95001220703125,264.20001220703125,274.0,432034
2024-05-15,265.2666320800781,266.70001220703125,272.95001220703125,264.0,267.1000061035156,536115
2024-05-16,261.63623046875,263.04998779296875,270.0,262.0,266.25,309572
2024-05-17,265.7142028808594,267.1499938964844,271.6000061035156,263.6000061035156,263.79998779296875,411967
2024-05-21,267.1066589355469,268.54998779296875,278.79998779296875,264.5,270.95001220703125,694916
2024-05-22,269.7921447753906,271.25,274.8999938964844,264.0,268.6499938964844,795515
2024-05-23,266.4104309082031,267.8500061035156,273.5,265.75,271.25,445362
2024-05-24,262.68060302734375,264.1000061035156,272.6000061035156,262.79998779296875,268.6000061035156,276587
2024-05-27,239.95339965820312,241.25,255.10000610351562,235.0,255.10000610351562,1440519
2024-05-28,233.9359130859375,235.1999969482422,250.0,233.0500030517578,242.9499969482422,506556
2024-05-29,230.2558135986328,231.5,238.6999969482422,229.85000610351562,234.0,444732
2024-05-30,218.966796875,220.14999389648438,232.3000030517578,215.39999389648438,230.3000030517578,831384
2024-05-31,222.7463836669922,223.9499969482422,229.39999389648438,218.75,222.14999389648438,498080
2024-06-03,227.96815490722656,229.1999969482422,235.0500030517578,225.60000610351562,235.0,511388
2024-06-04,212.6011962890625,213.75,230.0,201.0,230.0,690078
2024-06-05,224.6361846923828,225.85000610351562,228.0,202.85000610351562,214.5,441179
2024-06-06,216.92782592773438,218.10000610351562,230.0,215.9499969482422,229.89999389648438,1074926
2024-06-07,219.56358337402344,220.75,226.0,217.8000030517578,219.6999969482422,841254
2024-06-10,226.6453094482422,227.8699951171875,232.0,220.75,220.75,551605
2024-06-11,224.29800415039062,225.50999450683594,230.11000061035156,224.00999450683594,228.39999389648438,435102
2024-06-12,227.530517578125,228.75999450683594,230.8000030517578,226.47999572753906,226.49000549316406,277651
2024-06-13,235.78591918945312,237.05999755859375,238.5,228.72000122070312,229.5500030517578,582951
2024-06-14,234.78134155273438,236.0500030517578,242.39999389648438,235.10000610351562,239.0,446700
2024-06-18,230.37515258789062,231.6199951171875,239.25,230.00999450683594,237.42999267578125,366329
2024-06-19,226.38670349121094,227.61000061035156,232.7899932861328,226.02000427246094,231.6199951171875,359152
2024-06-20,228.59478759765625,229.8300018310547,234.58999633789062,226.75,227.61000061035156,375595
2024-06-21,225.1334991455078,226.35000610351562,233.33999633789062,225.14999389648438,232.0,352547
2024-06-24,232.74237060546875,234.0,234.61000061035156,224.5,226.0,367185
2024-06-25,232.19532775878906,233.4499969482422,237.49000549316406,231.00999450683594,235.0,467225
2024-06-26,233.77676391601562,235.0399932861328,235.89999389648438,230.5,233.5,256294
2024-06-27,229.88780212402344,231.1300048828125,238.0,230.6999969482422,238.0,245580
2024-06-28,231.3300018310547,232.5800018310547,234.99000549316406,229.5,232.8000030517578,314165
2024-07-01,230.5840301513672,231.8300018310547,234.72999572753906,229.9199981689453,230.0,222031
2024-07-02,230.9918212890625,232.24000549316406,241.08999633789062,231.22000122070312,233.19000244140625,387838
2024-07-03,234.453125,235.72000122070312,236.5,231.0,233.75999450683594,230450
2024-07-04,240.13243103027344,241.42999267578125,245.0,234.2100067138672,236.97999572753906,593408
2024-07-05,244.6679229736328,245.99000549316406,251.0,237.0,242.5,743460
2024-07-08,245.43377685546875,246.75999450683594,257.32000732421875,244.39999389648438,246.89999389648438,792166
2024-07-09,267.0867919921875,268.5299987792969,277.739990234375,249.14999389648438,249.14999389648438,3878048
2024-07-10,271.4432373046875,272.9100036621094,277.0,254.5,269.95001220703125,1615643
2024-07-11,279.2411193847656,280.75,290.0,268.0899963378906,271.0,2809438
2024-07-12,272.537353515625,274.010009765625,282.8500061035156,270.80999755859375,282.0,1065409
2024-07-15,269.7424621582031,271.20001220703125,279.0,266.0199890136719,274.3999938964844,539399
2024-07-16,284.0550842285156,285.5899963378906,293.0,270.6300048828125,270.6300048828125,1896434
2024-07-18,278.4255065917969,279.92999267578125,299.0,275.25,296.0,1936876
2024-07-19,270.010986328125,271.4700012207031,281.4200134277344,268.94000244140625,280.7900085449219,590886
2024-07-22,272.13946533203125,273.6099853515625,279.0,266.1700134277344,269.0,545531
2024-07-23,268.09136962890625,269.5400085449219,273.510009765625,252.5500030517578,273.0,545066
2024-07-24,271.0155944824219,272.4800109863281,275.989990234375,270.0400085449219,270.67999267578125,261941
2024-07-25,271.8808898925781,273.3500061035156,284.0,268.25,270.1000061035156,615476
2024-07-26,273.5717468261719,275.04998779296875,281.0,273.1000061035156,277.0,576907
2024-07-29,277.2419128417969,278.739990234375,280.0,274.010009765625,278.70001220703125,318310
2024-07-30,276.3666076660156,277.8599853515625,282.3900146484375,275.6000061035156,278.7300109863281,346064
2024-07-31,268.2206726074219,269.6700134277344,281.5899963378906,268.5,276.1499938964844,497823
2024-08-01,269.54351806640625,271.0,274.8500061035156,265.45001220703125,271.6000061035156,946078
2024-08-02,258.005859375,259.3999938964844,271.25,256.79998779296875,269.6000061035156,497337
2024-08-05,247.51255798339844,248.85000610351562,274.70001220703125,247.3000030517578,257.8999938964844,1610134
2024-08-06,246.07034301757812,247.39999389648438,261.1000061035156,245.0,253.0500030517578,483621
2024-08-07,275.9588623046875,277.45001220703125,283.45001220703125,245.39999389648438,250.6999969482422,2037507
2024-08-08,282.4736328125,284.0,291.0,268.54998779296875,281.0,975023
2024-08-09,275.859375,277.3500061035156,290.70001220703125,275.95001220703125,289.6499938964844,525433
2024-08-12,276.1577453613281,277.6499938964844,284.0,271.20001220703125,276.95001220703125,915622
2024-08-13,298.13897705078125,299.75,307.54998779296875,279.75,279.75,5687336
2024-08-14,324.69549560546875,326.45001220703125,336.0,306.0,307.95001220703125,9727850
2024-08-16,335.3379821777344,337.1499938964844,338.8999938964844,315.29998779296875,329.0,4057594
2024-08-19,335.13909912109375,336.95001220703125,349.0,329.70001220703125,340.29998779296875,3089002
2024-08-20,328.4750671386719,330.25,337.0,325.95001220703125,336.0,1202566
2024-08-21,343.29498291015625,345.1499938964844,347.79998779296875,327.3999938964844,328.95001220703125,3318990
2024-08-22,345.68206787109375,347.54998779296875,356.75,344.25,349.79998779296875,1188438
2024-08-23,345.333984375,347.20001220703125,351.25,340.20001220703125,349.45001220703125,1123871
2024-08-26,347.3232421875,349.20001220703125,352.0,342.1000061035156,349.0,575329
2024-08-27,347.6216125488281,349.5,368.8999938964844,347.29998779296875,352.0,2204653
2024-08-28,346.5274963378906,348.3999938964844,355.8999938964844,345.6000061035156,349.95001220703125,558433
2024-08-29,345.5826416015625,347.45001220703125,356.5,342.1499938964844,348.3999938964844,402794
2024-08-30,350.7696228027344,351.6499938964844,358.0,346.5,350.70001220703125,426835
2024-09-02,343.7372741699219,344.6000061035156,353.3999938964844,342.20001220703125,352.04998779296875,427699
2024-09-03,344.68487548828125,345.54998779296875,352.45001220703125,342.5,346.6499938964844,621515
2024-09-04,354.360595703125,355.25,358.45001220703125,341.29998779296875,343.79998779296875,945431
2024-09-05,357.30322265625,358.20001220703125,363.79998779296875,353.1499938964844,355.6499938964844,739798
2024-09-06,354.9591064453125,355.8500061035156,359.8999938964844,347.1000061035156,358.20001220703125,545793
2024-09-09,353.1636047363281,354.04998779296875,364.0,348.8500061035156,356.8999938964844,661750
2024-09-10,367.4278259277344,368.3500061035156,369.95001220703125,353.0,354.04998779296875,718791
2024-09-11,367.02880859375,367.95001220703125,376.95001220703125,363.25,370.0,607996
2024-09-12,375.9065246582031,376.8500061035156,378.20001220703125,369.0,371.79998779296875,627712
2024-09-13,381.64215087890625,382.6000061035156,392.95001220703125,375.79998779296875,378.1499938964844,864178
2024-09-16,390.4700012207031,391.45001220703125,394.0,384.1000061035156,384.70001220703125,355043
2024-09-17,405.88128662109375,406.8999938964844,410.0,385.1000061035156,393.5,1191210
2024-09-18,422.240234375,423.29998779296875,426.5,408.0,413.3999938964844,983996
2024-09-19,412.7640075683594,413.79998779296875,427.70001220703125,398.95001220703125,426.79998779296875,912419
2024-09-20,417.15301513671875,418.20001220703125,421.8999938964844,410.5,415.8999938964844,506008
2024-09-23,431.6167297363281,432.70001220703125,436.6000061035156,418.04998779296875,418.3999938964844,769563
2024-09-24,441.3423156738281,442.45001220703125,446.95001220703125,429.0,432.70001220703125,750627
2024-09-25,452.3646240234375,453.5,466.6499938964844,450.1000061035156,451.25,1442436
2024-09-26,438.1004333496094,439.20001220703125,460.1499938964844,430.29998779296875,458.6000061035156,786648
2024-09-27,438.1004333496094,439.20001220703125,446.8500061035156,433.54998779296875,439.20001220703125,477541
2024-09-30,441.89093017578125,443.0,455.0,441.04998779296875,443.0,676769
2024-10-01,450.1202697753906,451.25,456.5,433.20001220703125,444.0,796892
2024-10-03,490.7183837890625,491.95001220703125,496.0,440.54998779296875,450.0,4154821
2024-10-04,478.997802734375,480.20001220703125,499.25,474.8999938964844,494.95001220703125,1779914
2024-10-07,457.9007263183594,459.04998779296875,483.8999938964844,445.5,482.5,1331979
2024-10-08,478.84814453125,480.04998779296875,485.79998779296875,443.95001220703125,457.0,1029380
2024-10-09,495.9552307128906,497.20001220703125,518.2999877929688,481.8999938964844,484.8999938964844,1945026
2024-10-10,497.0025939941406,498.25,508.0,493.1000061035156,503.0,793877
2024-10-11,498.24945068359375,499.5,505.0,487.29998779296875,497.3500061035156,527842
2024-10-14,510.9176940917969,512.2000122070312,514.9000244140625,496.6000061035156,499.0,578799
2024-10-15,510.3690490722656,511.6499938964844,525.0,504.8999938964844,517.4000244140625,508375
2024-10-16,505.9800720214844,507.25,511.0,500.3500061035156,511.0,323782
2024-10-17,497.2021179199219,498.45001220703125,510.29998779296875,491.1000061035156,508.3999938964844,348954
2024-10-18,505.3316955566406,506.6000061035156,509.20001220703125,484.1000061035156,495.0,339099
2024-10-21,489.1722412109375,490.3999938964844,513.75,485.1000061035156,511.0,303927
2024-10-22,461.8907165527344,463.04998779296875,488.3999938964844,460.54998779296875,484.95001220703125,568004
2024-10-23,470.9679260253906,472.1499938964844,476.0,452.1499938964844,460.0,501716
2024-10-24,459.94561767578125,461.1000061035156,478.20001220703125,459.04998779296875,473.95001220703125,259487
2024-10-25,461.2423400878906,462.3999938964844,465.6000061035156,445.3500061035156,461.1000061035156,581339
2024-10-28,464.1849670410156,465.3500061035156,468.75,448.79998779296875,460.0,340682
2024-10-29,475.75592041015625,476.95001220703125,486.45001220703125,462.04998779296875,465.8500061035156,416626
2024-10-30,436.304931640625,437.3999938964844,482.0,412.1499938964844,480.6499938964844,2090952
2024-10-31,453.0628967285156,454.20001220703125,456.0,432.20001220703125,437.3999938964844,1208992
2024-11-01,454.30975341796875,455.45001220703125,463.0,451.29998779296875,457.8999938964844,83086
2024-11-04,431.6167297363281,432.70001220703125,451.0,429.0,451.0,470598
2024-11-05,444.1352844238281,445.25,447.6499938964844,428.6000061035156,430.0,370147
2024-11-06,450.56915283203125,451.70001220703125,461.6499938964844,444.70001220703125,447.8500061035156,505909
2024-11-07,467.6263122558594,468.79998779296875,471.79998779296875,446.6000061035156,451.0,590068
2024-11-08,461.2423400878906,462.3999938964844,472.3500061035156,458.0,470.3999938964844,537397
2024-11-11,458.69873046875,459.8500061035156,469.3999938964844,455.29998779296875,458.04998779296875,276802
2024-11-12,445.1327819824219,446.25,465.0,444.29998779296875,461.6000061035156,241095
2024-11-13,423.58685302734375,424.6499938964844,448.54998779296875,421.75,447.0,453415
2024-11-14,427.22772216796875,428.29998779296875,440.29998779296875,425.0,425.0,287222
2024-11-18,421.6417541503906,422.70001220703125,435.6499938964844,417.45001220703125,430.25,349213
2024-11-19,409.27276611328125,410.29998779296875,428.3999938964844,407.1499938964844,428.3999938964844,335473
2024-11-21,416.005859375,417.04998779296875,424.0,403.0,409.8999938964844,494422
2024-11-22,412.9635314941406,414.0,421.8999938964844,409.1499938964844,414.0,216761
2024-11-25,438.1004333496094,439.20001220703125,445.0,425.0,425.0,595548
2024-11-26,430.4197082519531,431.5,450.6000061035156,430.1000061035156,445.3999938964844,341277
2024-11-27,431.5169677734375,432.6000061035156,439.0,426.04998779296875,430.04998779296875,152496
2024-11-28,431.267578125,432.3500061035156,447.95001220703125,431.04998779296875,439.1000061035156,316906
2024-11-29,445.8808898925781,447.0,454.8500061035156,424.20001220703125,432.79998779296875,620713
2024-12-02,456.2049865722656,457.3500061035156,460.0,438.95001220703125,445.79998779296875,313709
2024-12-03,460.5440979003906,461.70001220703125,475.25,457.3500061035156,459.0,409172
2024-12-04,478.997802734375,480.20001220703125,492.45001220703125,457.6499938964844,464.79998779296875,869909
2024-12-05,476.8531494140625,478.04998779296875,489.79998779296875,473.1000061035156,482.79998779296875,426947
2024-12-06,471.3170471191406,472.5,494.0,469.1000061035156,475.1499938964844,679517
2024-12-09,480.4940490722656,481.70001220703125,488.70001220703125,469.70001220703125,471.70001220703125,502887
2024-12-10,486.2795104980469,487.5,500.95001220703125,478.79998779296875,481.8999938964844,624142
2024-12-11,492.563720703125,493.79998779296875,498.45001220703125,485.6499938964844,488.8999938964844,908978
2024-12-12,477.40179443359375,478.6000061035156,497.6000061035156,477.0,494.8999938964844,391370
2024-12-13,476.9529113769531,478.1499938964844,483.1499938964844,467.29998779296875,478.29998779296875,302103
2024-12-16,480.79327392578125,482.0,485.0,472.70001220703125,482.6499938964844,306409
2024-12-17,475.75592041015625,476.95001220703125,485.3500061035156,474.54998779296875,484.0,178944
2024-12-18,472.8631591796875,474.04998779296875,483.3999938964844,468.0,476.6000061035156,216096
2024-12-19,478.6985168457031,479.8999938964844,481.8500061035156,461.0,465.0,303556
2024-12-20,468.42431640625,469.6000061035156,494.54998779296875,461.1000061035156,482.8999938964844,619841
2024-12-23,472.46417236328125,473.6499938964844,477.8500061035156,459.04998779296875,467.04998779296875,326709
2024-12-24,476.6037902832031,477.79998779296875,484.8999938964844,472.70001220703125,473.0,174430
2024-12-26,487.5263671875,488.75,517.0,479.45001220703125,479.45001220703125,2582388
2024-12-27,477.1025390625,478.29998779296875,491.70001220703125,472.3500061035156,489.95001220703125,439471
2024-12-30,483.2371520996094,484.45001220703125,488.8500061035156,474.04998779296875,480.45001220703125,315766
2024-12-31,481.441650390625,482.6499938964844,490.95001220703125,478.25,483.8999938964844,393961
2025-01-01,481.14239501953125,482.3500061035156,505.20001220703125,480.3500061035156,482.70001220703125,558480
2025-01-02,477.9504089355469,479.1499938964844,490.25,477.1000061035156,483.70001220703125,352543
2025-01-03,479.9454040527344,481.1499938964844,486.45001220703125,477.1000061035156,480.70001220703125,259692
2025-01-06,466.7784729003906,467.95001220703125,494.20001220703125,463.5,485.54998779296875,661584
2025-01-07,483.5364074707031,484.75,490.0,465.1499938964844,467.8999938964844,369238
2025-01-08,477.2022705078125,478.3999938964844,494.25,473.1499938964844,489.8999938964844,287762
2025-01-09,470.5190734863281,471.70001220703125,483.6000061035156,468.29998779296875,478.3999938964844,220293
2025-01-10,469.4716796875,470.6499938964844,478.0,462.25,471.70001220703125,325200
2025-01-13,429.8211975097656,430.8999938964844,480.54998779296875,424.1000061035156,460.0,752473
2025-01-14,422.4397277832031,423.5,438.20001220703125,418.0,431.8999938964844,866964
2025-01-15,425.0830993652344,426.1499938964844,435.70001220703125,423.6000061035156,425.0,457037
2025-01-16,425.93096923828125,427.0,437.25,423.6000061035156,432.3500061035156,564633
2025-01-17,425.7813415527344,426.8500061035156,431.6499938964844,424.0,425.0,160161
2025-01-20,435.3573303222656,436.45001220703125,439.70001220703125,424.29998779296875,427.0,293581
2025-01-21,436.25506591796875,437.3500061035156,445.0,430.95001220703125,439.54998779296875,468535
2025-01-22,439.24755859375,440.3500061035156,443.6000061035156,426.29998779296875,437.0,317207
2025-01-23,443.03802490234375,444.1499938964844,455.0,438.29998779296875,441.70001220703125,322315
2025-01-24,430.1204833984375,431.20001220703125,449.0,428.1000061035156,447.95001220703125,217164
2025-01-27,426.18035888671875,427.25,435.0,407.04998779296875,425.25,374962
2025-01-28,422.78887939453125,423.8500061035156,432.95001220703125,400.6000061035156,424.0,567349
2025-01-29,448.6240234375,449.75,455.5,424.0,424.1499938964844,253614
2025-01-30,459.2972412109375,460.45001220703125,463.6499938964844,448.20001220703125,449.1000061035156,254085
2025-01-31,472.01531982421875,473.20001220703125,475.0,461.5,461.5,479835
2025-02-01,464.48419189453125,465.6499938964844,475.0,455.5,469.29998779296875,199172
2025-02-03,444.9332580566406,446.04998779296875,460.0,443.95001220703125,459.04998779296875,267398
2025-02-04,449.7212829589844,450.8500061035156,465.1000061035156,447.1000061035156,448.20001220703125,370323
2025-02-05,458.8982238769531,460.04998779296875,466.45001220703125,453.04998779296875,454.70001220703125,236406
2025-02-06,458.4992370605469,459.6499938964844,481.0,457.3999938964844,468.0,560420
2025-02-07,465.08270263671875,466.25,475.0,451.79998779296875,455.0,487485
2025-02-10,462.04034423828125,463.20001220703125,491.0,458.1499938964844,490.0,862833
2025-02-11,445.5317687988281,446.6499938964844,458.0,427.6000061035156,453.3500061035156,758034
2025-02-12,440.69390869140625,441.79998779296875,449.70001220703125,431.8999938964844,439.95001220703125,606055
2025-02-13,460.09521484375,461.25,463.79998779296875,441.79998779296875,441.79998779296875,648051
2025-02-14,456.9032287597656,458.04998779296875,468.20001220703125,441.0,460.0,433459
2025-02-17,479.4466552734375,480.6499938964844,485.20001220703125,443.3999938964844,458.04998779296875,613864
2025-02-18,470.71856689453125,471.8999938964844,485.0,466.3999938964844,484.3999938964844,533826
2025-02-19,481.04266357421875,482.25,487.95001220703125,464.1499938964844,471.79998779296875,747288
2025-02-20,486.17974853515625,487.3999938964844,500.79998779296875,478.04998779296875,483.3999938964844,1170940
2025-02-21,488.42413330078125,489.6499938964844,500.5,483.20001220703125,486.0,683007
2025-02-24,473.6112976074219,474.79998779296875,489.6499938964844,451.1000061035156,489.6499938964844,610486
2025-02-25,474.1599426269531,475.3500061035156,486.75,468.0,468.0,397888
2025-02-27,465.5814514160156,466.75,482.8999938964844,455.04998779296875,477.0,442699
2025-02-28,452.41448974609375,453.54998779296875,460.54998779296875,441.6000061035156,459.0,614361
2025-03-03,448.27490234375,449.3999938964844,459.3999938964844,437.0,459.3500061035156,405432
2025-03-04,453.1127624511719,454.25,457.5,442.54998779296875,443.6499938964844,389310
2025-03-05,464.48419189453125,465.6499938964844,473.5,454.04998779296875,454.04998779296875,468097
2025-03-06,474.70855712890625,475.8999938964844,486.3999938964844,468.45001220703125,468.5,889349
2025-03-07,469.87066650390625,471.04998779296875,486.5,467.1000061035156,477.0,570471
2025-03-10,501.29180908203125,502.54998779296875,514.8499755859375,473.0,473.0,5921793
2025-03-11,526.1295166015625,527.4500122070312,535.0,483.0,490.3999938964844,4226707
2025-03-12,537.15185546875,538.5,539.9500122070312,523.3499755859375,531.0,2176263
2025-03-13,539.6954345703125,541.0499877929688,549.5,533.5999755859375,540.0499877929688,2029635
2025-03-17,536.50341796875,537.8499755859375,549.9000244140625,526.25,545.0999755859375,1417261
2025-03-18,536.50341796875,537.8499755859375,537.8499755859375,537.8499755859375,537.8499755859375,0
2025-03-19,538.0994873046875,539.4500122070312,563.4500122070312,533.2999877929688,560.9500122070312,1162134
2025-03-20,540.3936767578125,541.75,549.7000122070312,528.25,541.4500122070312,838503
2025-03-21,544.1841430664062,545.5499877929688,552.8499755859375,527.1500244140625,542.5999755859375,4636524
2025-03-24,533.5608520507812,534.9000244140625,555.9000244140625,532.0,549.7999877929688,832492
2025-03-25,482.9378967285156,484.1499938964844,537.6500244140625,475.20001220703125,535.2999877929688,1875010
2025-03-26,483.3368835449219,484.54998779296875,489.8500061035156,463.8999938964844,479.0,1399722
2025-03-27,505.28179931640625,506.54998779296875,510.79998779296875,482.25,486.0,1835751
2025-03-28,512.6134643554688,513.9000244140625,533.0,510.0,510.0,1177876
2025-04-01,526.7279663085938,528.0499877929688,539.9500122070312,515.0499877929688,516.0,974282
2025-04-02,535.3563232421875,536.7000122070312,544.1500244140625,518.4500122070312,527.1500244140625,1043430
2025-04-03,527.5758666992188,528.9000244140625,539.5,522.3499755859375,529.0,461307
2025-04-04,494.50885009765625,495.75,527.3499755859375,487.54998779296875,526.7999877929688,864244
2025-04-07,454.708740234375,455.8500061035156,460.0,396.6000061035156,396.6000061035156,2040016
2025-04-08,437.90093994140625,439.0,476.8999938964844,436.6499938964844,476.8999938964844,1206153
2025-04-09,417.552001953125,418.6000061035156,442.0,414.3999938964844,441.0,1047409
2025-04-11,466.47918701171875,467.6499938964844,484.0,425.54998779296875,433.04998779296875,17316130
2025-04-15,484.38427734375,485.6000061035156,504.5,473.8999938964844,477.5,6847178
