date_,adj close_gail.ns,close_gail.ns,high_gail.ns,low_gail.ns,open_gail.ns,volume_gail.ns
2024-07-15,227.2091827392578,237.16000366210938,238.0,228.08999633789062,229.60000610351562,32695974
2024-07-16,223.61651611328125,233.41000366210938,239.11000061035156,233.0,238.1999969482422,19213934
2024-07-18,219.25743103027344,228.86000061035156,233.8699951171875,227.75999450683594,233.50999450683594,14554717
2024-07-19,210.53924560546875,219.75999450683594,228.86000061035156,219.02000427246094,228.86000061035156,17266945
2024-07-22,213.5187530517578,222.8699951171875,226.4499969482422,216.16000366210938,217.8000030517578,14249258
2024-07-23,210.5679931640625,219.7899932861328,225.89999389648438,209.14999389648438,225.89999389648438,18437981
2024-07-24,214.2852020263672,223.6699981689453,225.0,218.10000610351562,219.0,10123727
2024-07-25,218.8167266845703,228.39999389648438,229.7899932861328,218.97000122070312,222.0,21033610
2024-07-26,220.96273803710938,230.63999938964844,232.6199951171875,229.24000549316406,230.0,16686103
2024-07-29,222.14112854003906,231.8699951171875,234.1699981689453,230.0,231.5,12472241
2024-07-30,223.9422607421875,233.75,236.39999389648438,231.89999389648438,233.6999969482422,18713036
2024-07-31,230.85931396484375,240.97000122070312,246.3000030517578,238.4600067138672,241.0,87632493
2024-08-01,228.97198486328125,239.0,243.9499969482422,237.1199951171875,242.9499969482422,21967072
2024-08-02,227.06546020507812,237.00999450683594,239.5,232.10000610351562,236.38999938964844,14930829
2024-08-05,215.14743041992188,224.57000732421875,230.77999877929688,221.0,230.0,18627263
2024-08-06,214.02651977539062,223.39999389648438,230.55999755859375,222.39999389648438,225.99000549316406,14389267
2024-08-07,223.72190856933594,233.52000427246094,234.0800018310547,225.60000610351562,227.11000061035156,16963242
2024-08-08,217.7724609375,227.30999755859375,232.22999572753906,226.6699981689453,232.0,13656192
2024-08-09,217.8395233154297,227.3800048828125,231.6999969482422,227.0,231.6999969482422,9460718
2024-08-12,222.1698760986328,231.89999389648438,234.89999389648438,225.36000061035156,226.47999572753906,20362324
2024-08-13,217.62876892089844,227.16000366210938,234.10000610351562,226.10000610351562,233.2899932861328,12565171
2024-08-14,217.1497344970703,226.66000366210938,229.8699951171875,225.07000732421875,228.3000030517578,12489039
2024-08-16,222.79261779785156,232.5500030517578,233.0,226.63999938964844,228.27999877929688,10347738
2024-08-19,228.9049072265625,238.92999267578125,239.60000610351562,233.52999877929688,234.0,19004338
2024-08-20,226.78762817382812,236.72000122070312,241.64999389648438,236.1199951171875,240.0,13957013
2024-08-21,226.24154663085938,236.14999389648438,238.7899932861328,235.35000610351562,238.0,7715949
2024-08-22,224.2488250732422,234.07000732421875,237.5,233.5,237.14999389648438,10788298
2024-08-23,219.8418426513672,229.47000122070312,235.2899932861328,228.85000610351562,234.60000610351562,11234936
2024-08-26,225.3793182373047,235.25,235.89999389648438,229.85000610351562,231.1999969482422,13276274
2024-08-27,226.59603881835938,236.52000427246094,237.8000030517578,234.10000610351562,235.0,11974901
2024-08-28,225.590087890625,235.47000122070312,238.0,234.16000366210938,237.5,11745870
2024-08-29,222.17945861816406,231.91000366210938,235.17999267578125,228.69000244140625,234.0500030517578,14620812
2024-08-30,227.71694946289062,237.69000244140625,239.3300018310547,232.50999450683594,232.50999450683594,23605945
2024-09-02,224.23924255371094,234.05999755859375,240.2899932861328,233.3800048828125,238.64999389648438,11344611
2024-09-03,222.7734375,232.52999877929688,235.77000427246094,231.14999389648438,235.0,11468711
2024-09-04,220.32086181640625,229.97000122070312,231.44000244140625,227.97000122070312,229.08999633789062,10067531
2024-09-05,218.54847717285156,228.1199951171875,231.8000030517578,226.91000366210938,231.6999969482422,12026014
2024-09-06,213.4708709716797,222.82000732421875,228.4199981689453,221.9499969482422,227.89999389648438,12081433
2024-09-09,208.61358642578125,217.75,223.0,215.8000030517578,222.10000610351562,11247785
2024-09-10,210.7021026611328,219.92999267578125,221.83999633789062,217.58999633789062,219.39999389648438,10945760
2024-09-11,208.07708740234375,217.19000244140625,221.25999450683594,215.0,220.0800018310547,12709020
2024-09-12,211.38232421875,220.63999938964844,220.97000122070312,217.61000061035156,218.1999969482422,9267929
2024-09-13,209.68658447265625,218.8699951171875,221.74000549316406,218.19000244140625,220.63999938964844,8023988
2024-09-16,208.6902313232422,217.8300018310547,220.5500030517578,217.0,220.0,6528370
2024-09-17,210.510498046875,219.72999572753906,221.4499969482422,217.8699951171875,218.67999267578125,7453731
2024-09-18,208.79562377929688,217.94000244140625,221.13999938964844,216.02000427246094,219.72000122070312,9639142
2024-09-19,202.07015991210938,210.9199981689453,219.4499969482422,208.6199951171875,219.0,22834523
2024-09-20,203.2581329345703,212.16000366210938,214.24000549316406,209.8699951171875,211.9199981689453,29582243
2024-09-23,211.08534240722656,220.3300018310547,220.9499969482422,211.6300048828125,213.0,17538036
2024-09-24,213.33673095703125,222.67999267578125,223.6999969482422,219.58999633789062,220.1999969482422,13952725
2024-09-25,216.1246337890625,225.58999633789062,226.0,222.05999755859375,222.63999938964844,14897710
2024-09-26,220.89569091796875,230.57000732421875,231.11000061035156,224.8699951171875,226.9499969482422,25633119
2024-09-27,227.03672790527344,236.97999572753906,237.89999389648438,232.0,234.0,31529491
2024-09-30,230.2078399658203,240.2899932861328,245.0,230.64999389648438,234.0,29251437
2024-10-01,229.7000732421875,239.75999450683594,244.5,239.00999450683594,240.1999969482422,14256684
2024-10-03,230.21742248535156,240.3000030517578,243.99000549316406,232.13999938964844,232.13999938964844,22452808
2024-10-04,220.5316162109375,230.19000244140625,241.99000549316406,229.24000549316406,241.4499969482422,20561689
2024-10-07,214.5438690185547,223.94000244140625,234.25,222.0500030517578,232.0,15437600
2024-10-08,215.31988525390625,224.75,227.36000061035156,221.0800018310547,222.22000122070312,9387045
2024-10-09,213.22177124023438,222.55999755859375,226.6300048828125,222.14999389648438,225.25,9953771
2024-10-10,216.1533660888672,225.6199951171875,229.47000122070312,223.5800018310547,224.0,10108642
2024-10-11,219.77476501464844,229.39999389648438,230.5,225.4199981689453,226.0,12660791
2024-10-14,220.99148559570312,230.6699981689453,231.60000610351562,227.14999389648438,229.39999389648438,12947771
2024-10-15,221.52798461914062,231.22999572753906,233.89999389648438,228.32000732421875,230.1300048828125,16946397
2024-10-16,222.13156127929688,231.86000061035156,234.5,229.7100067138672,230.52999877929688,14363208
2024-10-17,212.70443725585938,222.02000427246094,230.1300048828125,220.88999938964844,229.35000610351562,15315848
2024-10-18,212.13916015625,221.42999267578125,222.17999267578125,217.35000610351562,222.0,10150771
2024-10-21,210.43385314941406,219.64999389648438,223.5500030517578,218.60000610351562,223.0,8211751
2024-10-22,203.22938537597656,212.1300048828125,219.5399932861328,211.35000610351562,218.2100067138672,12878742
2024-10-23,202.59707641601562,211.47000122070312,215.33999633789062,208.10000610351562,210.72000122070312,7866079
2024-10-24,201.61029052734375,210.44000244140625,213.69000244140625,210.0,211.25,6846772
2024-10-25,197.43324279785156,206.0800018310547,211.10000610351562,202.44000244140625,210.5,10268644
2024-10-28,198.1709442138672,206.85000610351562,209.27999877929688,203.57000732421875,205.0,12266987
2024-10-29,196.51351928710938,205.1199951171875,207.5500030517578,200.19000244140625,205.64999389648438,12717208
2024-10-30,195.1818389892578,203.72999572753906,206.85000610351562,202.3300018310547,204.16000366210938,8970199
2024-10-31,191.59877014160156,199.99000549316406,203.9600067138672,199.50999450683594,203.0,12812568
2024-11-01,191.7616424560547,200.16000366210938,201.89999389648438,198.0500030517578,199.99000549316406,2606575
2024-11-04,187.95822143554688,196.19000244140625,200.30999755859375,194.75999450683594,200.1699981689453,10478575
2024-11-05,188.16897583007812,196.41000366210938,196.99000549316406,191.6999969482422,195.8000030517578,17109329
2024-11-06,200.15408325195312,208.9199981689453,209.99000549316406,201.0,201.0,40549292
2024-11-07,201.6007080078125,210.42999267578125,216.47000122070312,208.0,209.3000030517578,21951907
2024-11-08,195.60337829589844,204.1699981689453,210.0,203.82000732421875,210.0,13570458
2024-11-11,194.4154052734375,202.92999267578125,206.1999969482422,201.8000030517578,202.0,8551604
2024-11-12,186.0037841796875,194.14999389648438,205.1999969482422,193.5,203.0,17295996
2024-11-13,181.52017211914062,189.47000122070312,194.6999969482422,188.9499969482422,193.89999389648438,12112022
2024-11-14,180.96450805664062,188.88999938964844,192.0,187.92999267578125,189.50999450683594,12252336
2024-11-18,177.6784210205078,185.4600067138672,190.85000610351562,184.6199951171875,190.0,14792702
2024-11-19,178.84722900390625,186.67999267578125,189.5,185.63999938964844,185.63999938964844,9668218
2024-11-21,180.39926147460938,188.3000030517578,190.25,180.4199981689453,187.11000061035156,17368997
2024-11-22,184.52841186523438,192.61000061035156,193.6199951171875,188.16000366210938,189.58999633789062,8159852
2024-11-25,190.83233642578125,199.19000244140625,201.1999969482422,196.8300018310547,197.39999389648438,21024516
2024-11-26,185.83135986328125,193.97000122070312,199.9199981689453,193.02000427246094,199.19000244140625,10102404
2024-11-27,186.7031707763672,194.8800048828125,195.5,192.5,194.60000610351562,8033396
2024-11-28,188.44680786132812,196.6999969482422,199.25,193.64999389648438,194.89999389648438,15723274
2024-11-29,191.0910186767578,199.4600067138672,200.55999755859375,196.4499969482422,197.6999969482422,12489971
2024-12-02,190.20960998535156,198.5399932861328,199.1999969482422,197.0,198.39999389648438,8234055
2024-12-03,191.59877014160156,199.99000549316406,201.19000244140625,199.0,199.5,8800984
2024-12-04,198.05596923828125,206.72999572753906,208.02999877929688,201.3699951171875,201.60000610351562,14841619
2024-12-05,200.10617065429688,208.8699951171875,209.6999969482422,205.5500030517578,208.4499969482422,12412144
2024-12-06,201.58157348632812,210.41000366210938,213.39999389648438,208.50999450683594,208.8699951171875,14026104
2024-12-09,199.91456604003906,208.6699981689453,211.89999389648438,208.2100067138672,210.39999389648438,7980018
2024-12-10,198.83197021484375,207.5399932861328,209.94000244140625,206.8800048828125,208.8000030517578,7239820
2024-12-11,197.1841583251953,205.82000732421875,207.82000732421875,205.0,206.5,6858258
2024-12-12,196.6093292236328,205.22000122070312,207.60000610351562,204.41000366210938,205.3000030517578,5419304
2024-12-13,196.302734375,204.89999389648438,205.60000610351562,199.83999633789062,205.0,4879404
2024-12-16,195.26806640625,203.82000732421875,205.0,201.3699951171875,204.75,10337056
2024-12-17,191.19639587402344,199.57000732421875,205.0,198.11000061035156,203.0,10164638
2024-12-18,185.41940307617188,193.5399932861328,199.36000061035156,193.0,198.0,13124279
2024-12-19,185.49603271484375,193.6199951171875,197.0,188.72999572753906,189.10000610351562,13972934
2024-12-20,184.34637451171875,192.4199981689453,199.77999877929688,191.72000122070312,194.00999450683594,25818265
2024-12-23,185.83135986328125,193.97000122070312,198.19000244140625,191.6300048828125,194.1999969482422,20954043
2024-12-24,189.74974060058594,198.05999755859375,201.49000549316406,193.86000061035156,193.97000122070312,22726193
2024-12-26,189.33778381347656,197.6300048828125,200.7100067138672,196.5,198.60000610351562,9338804
2024-12-27,184.42303466796875,192.5,197.72999572753906,192.11000061035156,196.99000549316406,8010778
2024-12-30,180.82080078125,188.74000549316406,193.82000732421875,187.5,193.0,24223648
2024-12-31,182.96681213378906,190.97999572753906,192.13999938964844,187.35000610351562,188.35000610351562,8397949
2025-01-01,183.0721893310547,191.08999633789062,191.60000610351562,189.02999877929688,191.02999877929688,3721986
2025-01-02,183.08177185058594,191.10000610351562,191.8800048828125,187.55999755859375,191.0,9157431
2025-01-03,183.0721893310547,191.08999633789062,193.75999450683594,189.74000549316406,191.69000244140625,16593190
2025-01-06,176.92156982421875,184.6699981689453,191.39999389648438,183.8000030517578,191.38999938964844,20865981
2025-01-07,178.2532501220703,186.05999755859375,189.27999877929688,183.9600067138672,186.30999755859375,14521936
2025-01-08,182.58360290527344,190.5800018310547,191.6699981689453,186.99000549316406,187.0,14658568
2025-01-09,175.34080505371094,183.02000427246094,190.8699951171875,182.3300018310547,190.39999389648438,14447702
2025-01-10,172.04513549804688,179.5800018310547,184.8699951171875,177.75,183.5,11987426
2025-01-13,164.9268798828125,172.14999389648438,178.75999450683594,171.64999389648438,175.17999267578125,12564130
2025-01-14,168.5770263671875,175.9600067138672,178.1999969482422,173.10000610351562,173.19000244140625,16272268
2025-01-15,170.4739532470703,177.94000244140625,179.99000549316406,175.77000427246094,177.14999389648438,11373283
2025-01-16,172.94569396972656,180.52000427246094,182.3000030517578,178.0500030517578,181.9499969482422,6929944
2025-01-17,173.35765075683594,180.9499969482422,182.7899932861328,179.44000244140625,179.60000610351562,5519645
2025-01-20,174.42108154296875,182.05999755859375,182.89999389648438,179.1199951171875,180.9499969482422,5329580
2025-01-21,172.36129760742188,179.91000366210938,183.60000610351562,179.3000030517578,181.80999755859375,6654450
2025-01-22,169.05604553222656,176.4600067138672,180.6199951171875,172.25,179.27000427246094,9583003
2025-01-23,172.1217803955078,179.66000366210938,180.2899932861328,175.1999969482422,175.1999969482422,7865833
2025-01-24,168.46205139160156,175.83999633789062,180.08999633789062,175.33999633789062,178.80999755859375,6235286
2025-01-27,160.61569213867188,167.64999389648438,174.10000610351562,166.6999969482422,173.0,22215768
2025-01-28,159.1594696044922,166.1300048828125,170.19000244140625,163.35000610351562,166.75,18592348
2025-01-29,158.28765869140625,165.22000122070312,168.1999969482422,164.41000366210938,166.35000610351562,16409375
2025-01-30,160.09835815429688,167.11000061035156,172.99000549316406,165.35000610351562,165.35000610351562,30173614
2025-01-31,169.68833923339844,177.1199951171875,178.8699951171875,167.14999389648438,169.25,36650691
2025-02-01,168.2321319580078,175.60000610351562,180.5,174.5,178.94000244140625,14451252
2025-02-03,167.02499389648438,174.33999633789062,177.17999267578125,173.07000732421875,176.0,17456702
2025-02-04,170.5314178466797,178.0,178.4499969482422,175.0,176.0,12517209
2025-02-05,171.96849060058594,179.5,180.94000244140625,178.35000610351562,180.11000061035156,12940845
2025-02-06,170.92422485351562,178.41000366210938,180.8699951171875,176.5,180.0,14963364
2025-02-07,170.06915283203125,171.0500030517578,173.39999389648438,170.10000610351562,171.0,12418542
2025-02-10,167.13607788085938,168.10000610351562,171.63999938964844,167.5,171.0500030517578,11546697
2025-02-11,160.76283264160156,161.69000244140625,167.72999572753906,160.72999572753906,167.10000610351562,19520499
2025-02-12,158.84388732910156,159.75999450683594,161.14999389648438,155.50999450683594,160.10000610351562,20114096
2025-02-13,161.39915466308594,162.3300018310547,164.7899932861328,159.35000610351562,159.35000610351562,12193757
2025-02-14,161.359375,162.2899932861328,165.3000030517578,160.75,162.50999450683594,18449659
2025-02-17,159.2515411376953,160.1699981689453,161.4199981689453,157.75999450683594,160.30999755859375,14124277
2025-02-18,163.12918090820312,164.07000732421875,164.75,157.60000610351562,160.1699981689453,13591407
2025-02-19,162.59226989746094,163.52999877929688,164.75999450683594,161.64999389648438,162.2100067138672,9842304
2025-02-20,166.18157958984375,167.13999938964844,167.42999267578125,161.61000061035156,162.10000610351562,10110659
2025-02-21,163.2683868408203,164.2100067138672,168.49000549316406,163.08999633789062,166.89999389648438,10215346
2025-02-24,163.63626098632812,164.5800018310547,165.69000244140625,160.6999969482422,161.5,7411226
2025-02-25,159.8182830810547,160.74000549316406,165.55999755859375,160.5,164.0,6520927
2025-02-27,158.4561309814453,159.3699951171875,161.94000244140625,157.47000122070312,160.0,8836252
2025-02-28,155.1452178955078,156.0399932861328,158.99000549316406,153.64999389648438,158.99000549316406,24910367
2025-03-03,153.16664123535156,154.0500030517578,159.0,153.30999755859375,156.0399932861328,21947511
2025-03-04,152.29168701171875,153.1699981689453,153.89999389648438,150.52000427246094,153.0,11758879
2025-03-05,158.0385284423828,158.9499969482422,159.25,153.35000610351562,153.5,11875941
2025-03-06,160.53414916992188,161.4600067138672,162.6199951171875,159.00999450683594,160.6999969482422,9112943
2025-03-07,157.23318481445312,158.13999938964844,161.94000244140625,157.39999389648438,161.41000366210938,12554271
2025-03-10,154.25038146972656,155.13999938964844,160.25,154.1999969482422,158.0,12901373
2025-03-11,155.8809814453125,156.77999877929688,157.3000030517578,153.0,154.4499969482422,8510794
2025-03-12,158.287109375,159.1999969482422,161.64999389648438,157.3000030517578,157.39999389648438,12855790
2025-03-13,157.05422973632812,157.9600067138672,161.3000030517578,157.7100067138672,159.4600067138672,9241718
2025-03-17,155.68212890625,156.5800018310547,159.1999969482422,156.41000366210938,157.88999938964844,9745451
2025-03-18,155.68212890625,156.5800018310547,156.5800018310547,156.5800018310547,156.5800018310547,0
2025-03-19,165.0083465576172,165.9600067138672,166.6199951171875,162.6199951171875,163.0,11002564
2025-03-20,167.4940185546875,168.4600067138672,169.3800048828125,164.64999389648438,167.07000732421875,10268944
2025-03-21,174.0462188720703,175.0500030517578,177.3300018310547,168.39999389648438,168.4499969482422,33864565
2025-03-24,180.24049377441406,181.27999877929688,186.39999389648438,178.1999969482422,178.75999450683594,33972530
