date_,adj close_gail.ns,close_gail.ns,high_gail.ns,low_gail.ns,open_gail.ns,volume_gail.ns
2024-01-16,155.05445861816406,166.89999389648438,168.1999969482422,162.85000610351562,165.35000610351562,33401828
2024-01-17,152.4532012939453,164.10000610351562,169.0,163.60000610351562,165.5,31113706
2024-01-18,151.94223022460938,163.5500030517578,165.14999389648438,157.75,164.10000610351562,20299367
2024-01-19,156.3551025390625,168.3000030517578,169.1999969482422,164.39999389648438,165.0500030517578,21251240
2024-01-23,146.04290771484375,157.1999969482422,168.3000030517578,155.75,168.0,30341132
2024-01-24,152.8712615966797,164.5500030517578,165.10000610351562,156.1999969482422,158.6999969482422,18968981
2024-01-25,153.66091918945312,165.39999389648438,167.14999389648438,164.5500030517578,166.0,16725897
2024-01-29,159.56024169921875,171.75,174.6999969482422,165.5,167.9499969482422,58433818
2024-01-30,159.79251098632812,172.0,177.0,171.5,175.0,57303068
2024-01-31,160.34991455078125,172.60000610351562,174.5,170.35000610351562,173.0,29140358
2024-02-01,161.37184143066406,173.6999969482422,175.5,171.3000030517578,174.0,31663125
2024-02-02,165.27374267578125,177.89999389648438,180.0,175.10000610351562,175.89999389648438,41748419
2024-02-05,168.71115112304688,181.60000610351562,186.5,177.9499969482422,180.0,57505480
2024-02-06,173.93247985839844,181.5500030517578,183.0,175.6999969482422,178.5,33761541
2024-02-07,171.44155883789062,178.9499969482422,185.39999389648438,178.25,182.75,31684715
2024-02-08,172.16009521484375,179.6999969482422,182.1999969482422,178.0,180.9499969482422,19018617
2024-02-09,165.8370361328125,173.10000610351562,180.10000610351562,168.14999389648438,179.89999389648438,36193339
2024-02-12,161.7174530029297,168.8000030517578,174.6999969482422,167.5,173.10000610351562,18334992
2024-02-13,163.20240783691406,170.35000610351562,172.3000030517578,166.35000610351562,169.3000030517578,13204257
2024-02-14,168.8548583984375,176.25,176.75,167.25,169.0,15132347
2024-02-15,176.51919555664062,184.25,186.5,175.64999389648438,177.0,43688826
2024-02-16,174.9384307861328,182.60000610351562,185.64999389648438,181.75,185.39999389648438,19961823
2024-02-19,176.13597106933594,183.85000610351562,187.85000610351562,182.14999389648438,183.0,19606057
2024-02-20,176.27967834472656,184.0,186.0,182.5500030517578,183.5,11867776
2024-02-21,172.73492431640625,180.3000030517578,185.4499969482422,179.3000030517578,184.6999969482422,13671880
2024-02-22,174.6031036376953,182.25,183.1999969482422,177.6999969482422,181.0,11766044
2024-02-23,172.35169982910156,179.89999389648438,183.10000610351562,179.10000610351562,183.0,8219010
2024-02-26,174.45941162109375,182.10000610351562,183.5,177.6999969482422,180.0,14909208
2024-02-27,172.92652893066406,180.5,183.25,178.85000610351562,182.0,9486385
2024-02-28,171.8247833251953,179.35000610351562,181.8000030517578,176.64999389648438,180.85000610351562,12659946
2024-02-29,174.6031036376953,182.25,183.89999389648438,176.3000030517578,178.75,19475687
2024-03-01,176.42337036132812,184.14999389648438,185.9499969482422,182.1999969482422,184.9499969482422,17823470
2024-03-04,182.84226989746094,190.85000610351562,192.89999389648438,185.0,186.0,52923468
2024-03-05,185.95590209960938,194.10000610351562,196.35000610351562,191.3000030517578,192.5,26849239
2024-03-06,182.45904541015625,190.4499969482422,194.10000610351562,185.64999389648438,194.0500030517578,20285523
2024-03-07,180.63877868652344,188.5500030517578,192.4499969482422,187.60000610351562,191.14999389648438,7718111
2024-03-11,175.5611572265625,183.25,188.0,181.9499969482422,188.0,14087639
2024-03-12,172.35169982910156,179.89999389648438,184.60000610351562,178.6999969482422,183.25,16435560
2024-03-13,161.6216278076172,168.6999969482422,180.14999389648438,166.3000030517578,179.89999389648438,22832224
2024-03-14,168.71115112304688,176.10000610351562,176.60000610351562,166.0500030517578,168.0,22996586
2024-03-15,166.50765991210938,173.8000030517578,176.64999389648438,165.5500030517578,176.60000610351562,42241333
2024-03-18,168.51954650878906,175.89999389648438,178.0,173.14999389648438,174.5,10899780
2024-03-19,165.6933135986328,172.9499969482422,176.5,172.39999389648438,175.85000610351562,9713217
2024-03-20,166.6992645263672,174.0,174.85000610351562,168.6999969482422,173.0,8692031
2024-03-21,167.7052001953125,175.0500030517578,177.3000030517578,173.8000030517578,175.10000610351562,13773426
2024-03-22,166.79507446289062,174.10000610351562,176.0,172.8000030517578,175.0,12396239
2024-03-26,172.92652893066406,180.5,181.25,172.0500030517578,174.10000610351562,22741278
2024-03-27,172.73492431640625,180.3000030517578,183.6999969482422,179.64999389648438,182.85000610351562,13833150
2024-03-28,173.45346069335938,181.0500030517578,182.39999389648438,179.64999389648438,181.35000610351562,10519502
2024-04-01,174.69891357421875,182.35000610351562,184.5,180.6999969482422,181.39999389648438,8712471
2024-04-02,175.6090545654297,183.3000030517578,184.3000030517578,177.5,183.0,17194544
2024-04-03,181.1656951904297,189.10000610351562,191.75,182.39999389648438,184.0,40868454
2024-04-04,178.67477416992188,186.5,190.4499969482422,184.85000610351562,190.4499969482422,16507602
2024-04-05,182.7464599609375,190.75,191.4499969482422,184.3000030517578,186.1999969482422,15022150
2024-04-08,192.32687377929688,200.75,201.85000610351562,191.0500030517578,191.0500030517578,56272730
2024-04-09,195.29681396484375,203.85000610351562,206.89999389648438,200.4499969482422,203.0,37997348
2024-04-10,193.71603393554688,202.1999969482422,209.89999389648438,201.60000610351562,204.5,27923078
2024-04-12,192.6621856689453,201.10000610351562,205.0,199.35000610351562,204.0,30179782
2024-04-15,195.15309143066406,203.6999969482422,208.60000610351562,196.60000610351562,197.0,44962181
2024-04-16,197.212890625,205.85000610351562,210.10000610351562,201.10000610351562,203.0,31636637
2024-04-18,195.0093994140625,203.5500030517578,213.64999389648438,202.25,208.0,30645258
2024-04-19,193.4765167236328,201.9499969482422,204.0,197.25,203.0,22533995
2024-04-22,190.41079711914062,198.75,204.5,195.9499969482422,204.5,36002648
2024-04-23,191.2730255126953,199.64999389648438,202.5500030517578,198.5,201.0,13558545
2024-04-24,198.69784545898438,207.39999389648438,208.8000030517578,199.1999969482422,200.89999389648438,31299709
2024-04-25,199.27267456054688,208.0,209.0,206.10000610351562,207.3000030517578,12365830
2024-04-26,199.32058715820312,208.0500030517578,211.6999969482422,207.3000030517578,208.89999389648438,13324638
2024-04-29,200.7576446533203,209.5500030517578,211.10000610351562,207.5500030517578,208.89999389648438,10194865
2024-04-30,200.3265380859375,209.10000610351562,212.25,208.64999389648438,209.9499969482422,17217978
2024-05-02,196.4464569091797,205.0500030517578,210.14999389648438,201.6999969482422,209.0,17430514
2024-05-03,195.24891662597656,203.8000030517578,208.5,200.64999389648438,207.0,15781876
2024-05-06,189.5006561279297,197.8000030517578,204.5,196.10000610351562,204.5,25048200
2024-05-07,184.66253662109375,192.75,198.85000610351562,191.5500030517578,198.25,15026421
2024-05-08,192.71009826660156,201.14999389648438,201.75,193.8000030517578,195.0,23505647
2024-05-09,185.18946838378906,193.3000030517578,203.3000030517578,192.39999389648438,201.85000610351562,19166975
2024-05-10,184.470947265625,192.5500030517578,196.5,189.1999969482422,195.0,14080312
2024-05-13,184.85414123535156,192.9499969482422,193.6999969482422,187.35000610351562,192.5500030517578,12436159
2024-05-14,191.65625,200.0500030517578,200.89999389648438,193.1999969482422,193.4499969482422,15962440
2024-05-15,192.32687377929688,200.75,202.85000610351562,198.5,201.10000610351562,12338883
2024-05-16,187.24925231933594,195.4499969482422,202.75,191.0,201.5500030517578,32045529
2024-05-17,195.34469604492188,203.89999389648438,205.3000030517578,195.14999389648438,195.89999389648438,30620083
2024-05-21,195.63211059570312,204.1999969482422,211.3000030517578,203.75,208.6999969482422,34640241
2024-05-22,192.32687377929688,200.75,206.60000610351562,198.25,206.60000610351562,36029532
2024-05-23,192.03945922851562,200.4499969482422,203.25,199.5500030517578,202.0,30667689
2024-05-24,195.87164306640625,204.4499969482422,206.85000610351562,199.14999389648438,201.0,23963389
2024-05-27,193.95553588867188,202.4499969482422,207.14999389648438,200.5,206.75,15755998
2024-05-28,192.08737182617188,200.5,203.5500030517578,198.39999389648438,203.39999389648438,11658134
2024-05-29,192.2789764404297,200.6999969482422,201.3000030517578,198.0500030517578,198.5,11373374
2024-05-30,191.03350830078125,199.39999389648438,203.14999389648438,197.89999389648438,201.0,16892576
2024-05-31,195.72793579101562,204.3000030517578,205.14999389648438,200.0,200.85000610351562,45410243
2024-06-03,221.11602783203125,230.8000030517578,233.1999969482422,211.14999389648438,217.0,106239940
2024-06-04,182.31533813476562,190.3000030517578,230.4499969482422,173.5,230.4499969482422,144638353
2024-06-05,186.9618377685547,195.14999389648438,198.3000030517578,182.9499969482422,198.10000610351562,49797002
2024-06-06,199.17686462402344,207.89999389648438,210.85000610351562,199.10000610351562,201.0,41316996
2024-06-07,203.7754669189453,212.6999969482422,214.39999389648438,207.89999389648438,211.1999969482422,31816743
2024-06-10,199.44512939453125,208.17999267578125,217.69000244140625,205.88999938964844,214.39999389648438,38291847
2024-06-11,203.9287567138672,212.86000061035156,214.25,205.92999267578125,208.1999969482422,58491135
2024-06-12,207.8184051513672,216.9199981689453,220.25,214.44000244140625,216.0,37632644
2024-06-13,210.6063232421875,219.8300018310547,220.1999969482422,214.27000427246094,219.0500030517578,26308017
2024-06-14,212.52239990234375,221.8300018310547,225.5,219.11000061035156,219.89999389648438,32311984
2024-06-18,212.93435668945312,222.25999450683594,224.39999389648438,220.14999389648438,223.8000030517578,18556534
2024-06-19,207.20526123046875,216.27999877929688,222.85000610351562,215.6999969482422,222.25999450683594,20546373
2024-06-20,209.4279327392578,218.60000610351562,221.5,215.16000366210938,217.89999389648438,18495221
2024-06-21,205.74903869628906,214.75999450683594,219.8000030517578,214.0,219.8000030517578,16928662
2024-06-24,203.72756958007812,212.64999389648438,213.3300018310547,208.5500030517578,212.89999389648438,23293709
2024-06-25,204.2065887451172,213.14999389648438,215.5,211.61000061035156,214.3000030517578,12615853
2024-06-26,204.47483825683594,213.42999267578125,215.16000366210938,209.52999877929688,211.6999969482422,18166674
2024-06-27,208.80519104003906,217.9499969482422,218.4600067138672,213.4499969482422,214.5,24218669
2024-06-28,210.3380584716797,219.5500030517578,223.14999389648438,217.89999389648438,218.3000030517578,25103775
2024-07-01,213.2122039794922,222.5500030517578,224.0,219.5500030517578,220.25,20094833
2024-07-02,212.36911010742188,221.6699981689453,226.0,219.8000030517578,223.64999389648438,23734457
2024-07-03,210.90330505371094,220.13999938964844,222.85000610351562,219.14999389648438,222.0,11406984
2024-07-04,209.96441650390625,219.16000366210938,221.7899932861328,217.27999877929688,221.0,15067769
2024-07-05,213.60498046875,222.9600067138672,223.9499969482422,217.5399932861328,219.14999389648438,20660843
2024-07-08,220.8190460205078,230.49000549316406,231.44000244140625,221.27000427246094,223.5,28199193
2024-07-09,219.49693298339844,229.11000061035156,234.10000610351562,228.0,232.8699951171875,24236853
2024-07-10,219.6118927001953,229.22999572753906,231.75,219.86000061035156,229.8800048828125,18643698
2024-07-11,219.77476501464844,229.39999389648438,230.75,226.0,229.89999389648438,15939530
2024-07-12,219.11373901367188,228.7100067138672,233.8000030517578,224.6999969482422,229.6999969482422,26631708
