date_,adj close_anantraj.ns,close_anantraj.ns,high_anantraj.ns,low_anantraj.ns,open_anantraj.ns,volume_anantraj.ns
2024-04-15,331.6192321777344,332.5,334.8999938964844,321.04998779296875,329.95001220703125,1339530
2024-04-16,332.2176818847656,333.1000061035156,336.5,328.6499938964844,330.0,852537
2024-04-18,333.2648620605469,334.1499938964844,343.6499938964844,332.1499938964844,338.5,802186
2024-04-19,339.4484558105469,340.3500061035156,343.0,325.45001220703125,329.8999938964844,1124178
2024-04-22,350.36944580078125,351.29998779296875,355.0,344.0,344.95001220703125,1570594
2024-04-23,359.09625244140625,360.04998779296875,371.5,353.04998779296875,355.0,3338245
2024-04-24,363.1355285644531,364.1000061035156,368.0,358.29998779296875,364.0,5436571
2024-04-25,358.447998046875,359.3999938964844,375.0,357.54998779296875,370.1499938964844,5142031
2024-04-26,363.1853942871094,364.1499938964844,372.0,360.29998779296875,365.0,3085151
2024-04-29,366.6761474609375,367.6499938964844,368.5,358.5,365.1000061035156,2725855
2024-04-30,361.938720703125,362.8999938964844,368.0,361.0,366.95001220703125,764092
2024-05-02,358.6474914550781,359.6000061035156,364.0,355.0,363.0,983838
2024-05-03,356.5031433105469,357.45001220703125,362.70001220703125,352.0,360.95001220703125,924590
2024-05-06,365.9281311035156,366.8999938964844,369.0,356.5,362.6000061035156,3060172
2024-05-07,357.7997131347656,358.75,371.0,353.04998779296875,368.70001220703125,1673100
2024-05-08,358.24853515625,359.20001220703125,363.70001220703125,350.0,357.95001220703125,966391
2024-05-09,364.8310241699219,365.79998779296875,377.29998779296875,365.0,368.1000061035156,6020903
2024-05-10,367.82305908203125,368.79998779296875,374.0,359.20001220703125,368.0,1923800
2024-05-13,371.8125,372.79998779296875,378.0,362.54998779296875,369.0,7043458
2024-05-14,373.0093078613281,374.0,382.0,371.3500061035156,376.5,2402907
2024-05-15,380.8385314941406,381.8500061035156,383.0,373.04998779296875,375.0,2082810
2024-05-16,375.103759765625,376.1000061035156,384.70001220703125,372.79998779296875,383.8500061035156,1137607
2024-05-17,384.5286865234375,385.54998779296875,388.0,374.25,377.5,1625196
2024-05-21,386.87249755859375,387.8999938964844,392.3999938964844,383.70001220703125,388.3999938964844,1808090
2024-05-22,386.97222900390625,388.0,389.79998779296875,380.25,388.6000061035156,2227605
2024-05-23,383.58123779296875,384.6000061035156,390.0,382.70001220703125,389.0,606005
2024-05-24,379.4422302246094,380.45001220703125,387.70001220703125,379.0,385.0,445648
2024-05-27,381.1377258300781,382.1499938964844,387.20001220703125,378.04998779296875,383.29998779296875,1828957
2024-05-28,374.904296875,375.8999938964844,382.0,372.0,382.0,890716
2024-05-29,373.158935546875,374.1499938964844,378.0,367.6000061035156,373.8999938964844,536702
2024-05-30,369.4687194824219,370.45001220703125,375.0,369.1499938964844,374.1000061035156,436395
2024-05-31,384.4788513183594,385.5,387.0,370.04998779296875,372.45001220703125,2161562
2024-06-03,397.8433837890625,398.8999938964844,408.3999938964844,392.95001220703125,406.0,1910120
2024-06-04,334.1624755859375,335.04998779296875,396.8999938964844,319.1499938964844,396.8999938964844,4359100
2024-06-05,354.1593933105469,355.1000061035156,356.0,324.0,345.0,1671712
2024-06-06,377.1483154296875,378.1499938964844,381.3999938964844,359.04998779296875,359.04998779296875,1701467
2024-06-07,389.814697265625,390.8500061035156,393.20001220703125,377.0,378.1499938964844,1173438
2024-06-10,398.9404296875,400.0,406.95001220703125,391.04998779296875,392.79998779296875,2179677
2024-06-11,422.42803955078125,423.54998779296875,426.54998779296875,403.1000061035156,404.0,2415313
2024-06-12,419.635498046875,420.75,432.0,418.45001220703125,427.5,2543339
2024-06-13,413.451904296875,414.54998779296875,424.8999938964844,411.5,422.04998779296875,1029398
2024-06-14,423.37554931640625,424.5,426.70001220703125,414.54998779296875,414.54998779296875,1190208
2024-06-18,441.67694091796875,442.8500061035156,449.3999938964844,428.75,430.0,2497944
2024-06-19,440.7294616699219,441.8999938964844,453.0,430.3999938964844,445.0,1857054
2024-06-20,438.635009765625,439.79998779296875,447.0,438.1499938964844,443.70001220703125,848966
2024-06-21,439.53265380859375,440.70001220703125,447.0,436.8500061035156,440.95001220703125,1145180
2024-06-24,448.0101318359375,449.20001220703125,451.0,430.6000061035156,439.0,1359421
2024-06-25,440.8790588378906,442.04998779296875,450.0,440.3999938964844,449.6000061035156,1900391
2024-06-26,438.98406982421875,440.1499938964844,449.0,436.0,445.8999938964844,1202205
2024-06-27,436.291259765625,437.45001220703125,446.0,433.1499938964844,442.0,578268
2024-06-28,428.5617980957031,429.70001220703125,440.20001220703125,428.45001220703125,440.0,592473
2024-07-01,442.4748229980469,443.6499938964844,446.6000061035156,430.6000061035156,434.0,803862
2024-07-02,480.3243103027344,481.6000061035156,489.0,456.3500061035156,462.0,7648494
2024-07-03,486.1089172363281,487.3999938964844,495.0,483.6000061035156,485.8999938964844,1613782
2024-07-04,489.30047607421875,490.6000061035156,498.0,479.1499938964844,488.95001220703125,1801620
2024-07-05,513.18701171875,514.5499877929688,520.0,490.0,490.0,2881369
2024-07-08,542.8582153320312,544.2999877929688,552.0,525.8499755859375,530.0499877929688,3245519
2024-07-09,525.3048095703125,526.7000122070312,548.5,521.0,548.5,1421076
2024-07-10,503.5127258300781,504.8500061035156,529.75,502.20001220703125,528.0499877929688,2216893
2024-07-11,502.6649475097656,504.0,517.0,502.04998779296875,509.0,1272525
2024-07-12,495.80322265625,496.3999938964844,508.3500061035156,492.54998779296875,506.5,652523
2024-07-15,486.76409912109375,487.3500061035156,500.0,484.8500061035156,500.0,980778
2024-07-16,482.369384765625,482.95001220703125,493.20001220703125,481.0,488.0,899514
2024-07-18,478.47406005859375,479.04998779296875,486.25,473.70001220703125,482.95001220703125,1011349
2024-07-19,480.1221008300781,480.70001220703125,495.5,468.04998779296875,478.75,1920723
2024-07-22,509.3369445800781,509.95001220703125,540.75,496.6000061035156,510.0,7913285
2024-07-23,514.6804809570312,515.2999877929688,526.0,480.0,521.0,3325756
2024-07-24,517.7767944335938,518.4000244140625,535.0,510.8999938964844,516.7999877929688,1806932
2024-07-25,514.0313110351562,514.6500244140625,518.9500122070312,506.20001220703125,513.9000244140625,872704
2024-07-26,536.6041259765625,537.25,542.5,510.29998779296875,516.0,2045349
2024-07-29,557.12939453125,557.7999877929688,565.0,540.7000122070312,561.4000244140625,3894743
2024-07-30,558.4277954101562,559.0999755859375,560.8499755859375,548.2000122070312,557.7999877929688,1100756
2024-07-31,554.4326171875,555.0999755859375,562.0999755859375,550.3499755859375,562.0999755859375,790958
2024-08-01,532.5589599609375,533.2000122070312,559.5,529.6500244140625,550.0,1119041
2024-08-02,520.873046875,521.5,528.9500122070312,515.5499877929688,525.0,1185201
2024-08-05,499.6485900878906,500.25,518.9500122070312,497.0,501.0,1956390
2024-08-06,498.6497802734375,499.25,520.2999877929688,493.79998779296875,500.0,1307091
2024-08-07,509.03729248046875,509.6499938964844,515.25,503.0,511.6499938964844,873894
2024-08-08,519.175048828125,519.7999877929688,532.4500122070312,510.6499938964844,510.75,1204913
2024-08-09,519.175048828125,519.7999877929688,544.9500122070312,515.0499877929688,544.9500122070312,1276048
2024-08-12,513.6317749023438,514.25,528.6500244140625,511.29998779296875,516.0,742381
2024-08-13,506.9397888183594,507.54998779296875,522.4500122070312,506.0,516.2000122070312,807329
2024-08-14,518.625732421875,519.25,523.5999755859375,500.0,510.6499938964844,1893925
2024-08-16,585.4453125,586.1500244140625,604.4000244140625,522.5,523.9000244140625,6890740
2024-08-19,606.5199584960938,607.25,613.7999877929688,586.25,590.0,3938774
2024-08-20,592.83642578125,593.5499877929688,607.25,590.4500122070312,607.25,961378
2024-08-21,593.6354370117188,594.3499755859375,616.0,588.75,598.0,1648849
2024-08-22,584.54638671875,585.25,606.0,583.7999877929688,598.0999755859375,1431756
2024-08-23,585.4453125,586.1500244140625,603.9500122070312,582.25,587.0499877929688,1782972
2024-08-26,611.064453125,611.7999877929688,636.8499755859375,587.2999877929688,591.7000122070312,3281098
2024-08-27,606.4201049804688,607.1500244140625,627.9500122070312,602.0999755859375,615.0,1025832
2024-08-28,608.5175170898438,609.25,619.0,598.8499755859375,609.0999755859375,1498738
2024-08-29,599.4784545898438,600.2000122070312,614.0999755859375,593.3499755859375,610.5,1238789
2024-08-30,595.18359375,595.9000244140625,610.5,592.0,603.0,1299491
2024-09-02,592.6366577148438,593.3499755859375,606.7000122070312,591.2000122070312,599.7999877929688,731708
2024-09-03,603.6734008789062,604.4000244140625,610.9500122070312,593.0,595.2000122070312,1048805
2024-09-04,611.0145263671875,611.75,615.9500122070312,595.0999755859375,598.8499755859375,1165960
2024-09-05,623.7492065429688,624.5,629.5,612.5,615.0,1568744
2024-09-06,612.66259765625,613.4000244140625,628.7999877929688,609.0,628.7999877929688,1015420
2024-09-09,607.8682861328125,608.5999755859375,615.4000244140625,594.0999755859375,615.4000244140625,841009
2024-09-10,608.8171997070312,609.5499877929688,625.0,605.0,611.5,1359182
2024-09-11,619.15478515625,619.9000244140625,635.0,601.5499877929688,611.2000122070312,1472445
2024-09-12,636.6337280273438,637.4000244140625,650.0,622.0,627.9000244140625,2218597
2024-09-13,645.0735473632812,645.8499755859375,660.0,632.8499755859375,641.9000244140625,1364312
2024-09-16,646.9712524414062,647.75,659.9500122070312,640.75,650.0,990183
2024-09-17,648.8190307617188,649.5999755859375,663.0,643.7999877929688,647.75,1209920
2024-09-18,663.001953125,663.7999877929688,680.0,647.3499755859375,649.5,2628639
2024-09-19,678.2835693359375,679.0999755859375,685.0,651.0499877929688,677.0,1677286
2024-09-20,721.98095703125,722.8499755859375,749.0,684.0499877929688,684.75,12652411
2024-09-23,740.5086669921875,741.4000244140625,748.0,718.3499755859375,729.9500122070312,3673355
2024-09-24,719.0345458984375,719.9000244140625,746.0,718.0,743.2999877929688,1178551
2024-09-25,722.2806396484375,723.1500244140625,731.0,705.5499877929688,720.25,1175370
2024-09-26,728.7728271484375,729.6500244140625,734.0,703.6500244140625,725.3499755859375,948837
2024-09-27,720.6824951171875,721.5499877929688,726.3499755859375,712.0,726.3499755859375,1089264
2024-09-30,703.5531616210938,704.4000244140625,714.0,696.0,714.0,798574
2024-10-01,726.7252197265625,727.5999755859375,734.0,701.75,704.75,911726
2024-10-03,700.8064575195312,701.6500244140625,725.5,700.0,714.8499755859375,894039
2024-10-04,720.18310546875,721.0499877929688,728.0,670.9000244140625,701.5499877929688,1613663
2024-10-07,663.7510375976562,664.5499877929688,747.7999877929688,656.0499877929688,736.2000122070312,3041207
2024-10-08,727.5243530273438,728.4000244140625,740.0,653.5,664.5499877929688,2529489
2024-10-09,737.7620239257812,738.6500244140625,745.75,719.2000122070312,735.7999877929688,1291075
2024-10-10,754.3919677734375,755.2999877929688,762.0,740.0499877929688,744.0,1274664
2024-10-11,749.298095703125,750.2000122070312,767.0,741.7999877929688,756.2999877929688,715069
2024-10-14,764.4798583984375,765.4000244140625,769.7999877929688,741.9000244140625,749.9500122070312,659909
2024-10-15,776.265625,777.2000122070312,783.0,754.7000122070312,768.0499877929688,857615
2024-10-16,778.3131713867188,779.25,796.25,765.0999755859375,781.5,958010
2024-10-17,764.2301635742188,765.1500244140625,783.0999755859375,762.4500122070312,783.0,694271
2024-10-18,766.1278076171875,767.0499877929688,771.75,735.0,763.3499755859375,768711
2024-10-21,733.3173217773438,734.2000122070312,776.3499755859375,725.5499877929688,770.8499755859375,576162
2024-10-22,688.2216186523438,689.0499877929688,743.0999755859375,680.25,731.9000244140625,1477548
2024-10-23,689.52001953125,690.3499755859375,726.9000244140625,678.5499877929688,699.9500122070312,1356155
2024-10-24,689.6199340820312,690.4500122070312,699.9000244140625,680.5,692.0,651845
2024-10-25,659.8057861328125,660.5999755859375,695.4500122070312,644.0,691.0,1445881
2024-10-28,680.3311157226562,681.1500244140625,686.2999877929688,635.0999755859375,663.9000244140625,1231958
2024-10-29,682.5284423828125,683.3499755859375,704.7000122070312,667.0499877929688,701.9500122070312,1081936
2024-10-30,691.9171752929688,692.75,699.0,683.0,687.4000244140625,484206
2024-10-31,739.9093627929688,740.7999877929688,748.9500122070312,695.0,695.0,2365311
2024-11-01,756.2896728515625,757.2000122070312,768.0,748.0,748.0,418727
2024-11-04,726.1759033203125,727.0499877929688,759.2999877929688,716.0999755859375,757.2000122070312,875707
2024-11-05,748.5989379882812,749.5,757.9000244140625,715.0499877929688,725.5,894580
2024-11-06,765.2788696289062,766.2000122070312,770.0,741.0,757.4500122070312,869363
2024-11-07,747.2005615234375,748.0999755859375,779.7000122070312,744.9500122070312,769.7000122070312,660914
2024-11-08,735.0153198242188,735.9000244140625,753.0,732.5,752.5999755859375,434158
2024-11-11,732.1187744140625,733.0,750.0,719.0499877929688,728.9500122070312,589877
2024-11-12,729.1723022460938,730.0499877929688,741.7999877929688,725.0999755859375,735.9500122070312,391162
2024-11-13,673.3894653320312,674.2000122070312,728.0,670.0499877929688,715.1500244140625,1598955
2024-11-14,674.088623046875,674.9000244140625,694.9500122070312,663.0,674.2000122070312,810485
2024-11-18,650.91650390625,651.7000122070312,681.0,650.0,678.0,940076
2024-11-19,652.6644287109375,653.4500122070312,693.5499877929688,648.5499877929688,659.9500122070312,1054520
2024-11-21,671.6915283203125,672.5,679.3499755859375,650.9000244140625,655.0,597989
2024-11-22,675.8365478515625,676.6500244140625,681.9500122070312,666.7999877929688,679.6500244140625,835027
2024-11-25,672.2408447265625,673.0499877929688,699.0,667.3499755859375,690.0499877929688,786465
2024-11-26,661.2540283203125,662.0499877929688,679.7999877929688,657.5499877929688,679.7999877929688,955929
2024-11-27,670.6427612304688,671.4500122070312,675.9000244140625,656.9500122070312,664.0,529707
2024-11-28,666.9472045898438,667.75,680.0,658.0,672.0,1181883
2024-11-29,672.640380859375,673.4500122070312,679.5,660.0499877929688,669.7000122070312,1357675
2024-12-02,709.6458129882812,710.5,714.6500244140625,674.25,679.4500122070312,1764989
2024-12-03,714.7896728515625,715.6500244140625,729.9500122070312,707.0499877929688,719.7000122070312,1211813
2024-12-04,721.3817138671875,722.25,730.0,712.4500122070312,718.3499755859375,881403
2024-12-05,729.0724487304688,729.9500122070312,737.2000122070312,717.2000122070312,725.9500122070312,1135756
2024-12-06,739.210205078125,740.0999755859375,746.5499877929688,724.0,730.0499877929688,1311030
2024-12-09,739.2601928710938,740.1500244140625,742.9000244140625,732.8499755859375,742.9000244140625,620508
2024-12-10,737.0628051757812,737.9500122070312,758.4000244140625,733.4000244140625,747.0,899909
2024-12-11,726.1759033203125,727.0499877929688,739.7999877929688,725.0,739.0,432530
2024-12-12,751.8949584960938,752.7999877929688,758.2000122070312,724.75,728.5,1635707
2024-12-13,758.5369873046875,759.4500122070312,764.1500244140625,733.4000244140625,750.0,915682
2024-12-16,786.2536010742188,787.2000122070312,790.0,758.0499877929688,759.4500122070312,1608452
2024-12-17,805.130859375,806.0999755859375,844.0,791.0499877929688,793.5999755859375,5968706
2024-12-18,799.1380615234375,800.0999755859375,811.5999755859375,786.0499877929688,805.0,1184390
2024-12-19,836.6430053710938,837.6500244140625,840.9000244140625,772.7999877929688,780.0,2090072
2024-12-20,846.2813720703125,847.2999877929688,874.0,831.9000244140625,850.0,4394440
2024-12-23,829.8511352539062,830.8499755859375,874.0,827.0499877929688,858.8499755859375,2125672
2024-12-24,820.1128540039062,821.0999755859375,839.2000122070312,816.3499755859375,835.0999755859375,652188
2024-12-26,817.91552734375,818.9000244140625,832.0499877929688,802.1500244140625,824.0,685239
2024-12-27,823.1591796875,824.1500244140625,831.25,816.3499755859375,822.9000244140625,579854
2024-12-30,843.434814453125,844.4500122070312,880.0,812.0,827.2999877929688,979487
2024-12-31,854.3216552734375,855.3499755859375,864.0,828.0,850.0,1145593
2025-01-01,855.1207275390625,856.1500244140625,865.0,850.1500244140625,858.0,509196
2025-01-02,868.3547973632812,869.4000244140625,892.9000244140625,852.1500244140625,858.5,2056138
2025-01-03,878.0430908203125,879.0999755859375,889.9000244140625,868.0999755859375,870.4000244140625,955371
2025-01-06,855.1207275390625,856.1500244140625,880.25,851.0,879.0999755859375,1118027
2025-01-07,883.5864868164062,884.6500244140625,889.5999755859375,849.0499877929688,853.2999877929688,1292689
2025-01-08,934.4252319335938,935.5499877929688,947.9000244140625,885.0,890.0,6513726
2025-01-09,904.0618286132812,905.1500244140625,936.0,896.5,935.5499877929688,1544009
2025-01-10,884.0858764648438,885.1500244140625,920.0,871.6500244140625,898.7999877929688,2547175
2025-01-13,824.0081787109375,825.0,882.2000122070312,816.0499877929688,879.0999755859375,1715104
2025-01-14,828.9022827148438,829.9000244140625,844.9000244140625,807.0,830.0,1505754
2025-01-15,894.1737060546875,895.25,899.9500122070312,815.5,835.5499877929688,3276535
2025-01-16,886.1334228515625,887.2000122070312,912.4000244140625,882.7999877929688,896.9000244140625,1865621
2025-01-17,898.4185791015625,899.5,906.9000244140625,876.4000244140625,887.7000122070312,1359901
2025-01-20,918.494384765625,919.5999755859375,924.5,888.2000122070312,907.0,1398925
2025-01-21,864.6592407226562,865.7000122070312,928.0,861.0,926.0,1931163
2025-01-22,835.5941772460938,836.5999755859375,865.9500122070312,818.6500244140625,865.0,1922885
2025-01-23,848.4786987304688,849.5,871.9500122070312,825.2000122070312,833.9500122070312,1067571
2025-01-24,809.0261840820312,810.0,855.9500122070312,803.3499755859375,851.4000244140625,1207696
2025-01-27,667.2967529296875,668.0999755859375,797.3499755859375,657.25,797.0,8554691
2025-01-28,533.857421875,534.5,652.7000122070312,534.5,604.4000244140625,12067018
2025-01-29,587.2431640625,587.9500122070312,587.9500122070312,542.6500244140625,567.0,10539773
2025-01-30,560.72509765625,561.4000244140625,622.0,551.0499877929688,600.0,6707318
2025-01-31,597.5806884765625,598.2999877929688,612.0,555.0,565.75,3416949
2025-02-01,637.6325073242188,638.4000244140625,645.0,601.0,604.7000122070312,2983714
2025-02-03,589.490478515625,590.2000122070312,635.0,576.0999755859375,635.0,4118191
2025-02-04,570.8628540039062,571.5499877929688,613.8499755859375,568.75,605.2000122070312,1981898
2025-02-05,583.6474609375,584.3499755859375,599.0,574.7999877929688,584.0,1915624
2025-02-06,595.4832153320312,596.2000122070312,619.2000122070312,583.2000122070312,587.9500122070312,3580793
2025-02-07,617.7564086914062,618.5,622.0,581.4000244140625,597.5,3020669
2025-02-10,632.1890869140625,632.9500122070312,639.0,610.4500122070312,623.0,3128769
2025-02-11,589.8400268554688,590.5499877929688,633.5999755859375,583.0499877929688,632.9500122070312,2490765
2025-02-12,579.2528076171875,579.9500122070312,587.5499877929688,551.5499877929688,583.75,3510799
2025-02-13,596.8815307617188,597.5999755859375,609.5,573.5499877929688,582.0,2269493
2025-02-14,554.7822265625,555.4500122070312,601.0,543.0,597.75,1919557
2025-02-17,518.4259643554688,519.0499877929688,557.7000122070312,512.3499755859375,534.0499877929688,4256149
2025-02-18,509.98614501953125,510.6000061035156,536.9000244140625,493.0,529.8499755859375,3846200
2025-02-19,539.6005249023438,540.25,553.2999877929688,500.0,507.0,2453127
2025-02-20,542.34716796875,543.0,547.7999877929688,525.0499877929688,538.7999877929688,1632841
2025-02-21,515.928955078125,516.5499877929688,554.8499755859375,512.0,543.0999755859375,2111232
2025-02-24,513.7816162109375,514.4000244140625,521.6500244140625,493.45001220703125,508.8500061035156,1423969
2025-02-25,508.338134765625,508.95001220703125,522.9000244140625,504.95001220703125,513.3499755859375,1079305
2025-02-27,482.3194274902344,482.8999938964844,514.7000122070312,475.6000061035156,509.79998779296875,1690256
2025-02-28,462.69305419921875,463.25,482.0,454.25,474.0,2238300
2025-03-03,449.7586364746094,450.29998779296875,472.20001220703125,418.75,467.25,4376232
2025-03-04,449.60882568359375,450.1499938964844,471.70001220703125,440.0,440.0,3352056
2025-03-05,462.7430114746094,463.29998779296875,472.0,451.04998779296875,451.04998779296875,1609782
2025-03-06,463.6419372558594,464.20001220703125,477.5,461.1000061035156,468.0,1462116
2025-03-07,500.5974426269531,501.20001220703125,508.8500061035156,461.3500061035156,464.20001220703125,4493921
2025-03-10,485.5655212402344,486.1499938964844,515.0,481.3500061035156,505.79998779296875,2559664
2025-03-11,512.1834716796875,512.7999877929688,516.0,461.45001220703125,476.6000061035156,3398076
2025-03-12,496.802001953125,497.3999938964844,518.0,490.45001220703125,513.9500122070312,1776489
2025-03-13,489.9602355957031,490.54998779296875,505.8999938964844,483.5,496.75,1315715
2025-03-17,490.2099304199219,490.79998779296875,498.0,485.0,494.6000061035156,1007855
2025-03-18,490.2099304199219,490.79998779296875,490.79998779296875,490.79998779296875,490.79998779296875,0
2025-03-19,523.0704345703125,523.7000122070312,527.5,510.04998779296875,513.0,2055195
2025-03-20,520.0241088867188,520.6500244140625,534.9000244140625,516.5999755859375,525.5999755859375,1471803
2025-03-21,539.7003784179688,540.3499755859375,554.0,516.0999755859375,518.5,2487287
2025-03-24,539.001220703125,539.6500244140625,558.0499877929688,536.0,549.7999877929688,2721699
2025-03-25,521.9217529296875,522.5499877929688,546.25,515.0,545.0,2105346
2025-03-26,497.6510009765625,498.25,526.8499755859375,496.6499938964844,521.9500122070312,2373823
2025-03-27,509.237060546875,509.8500061035156,515.2000122070312,487.0,500.0,2503230
2025-03-28,491.0090026855469,491.6000061035156,514.0,486.0,509.20001220703125,1786809
2025-04-01,476.776123046875,477.3500061035156,492.95001220703125,475.25,486.6499938964844,991467
2025-04-02,486.0150146484375,486.6000061035156,493.6000061035156,467.29998779296875,480.0,1952257
2025-04-03,483.7677001953125,484.3500061035156,493.29998779296875,477.29998779296875,478.0,1263225
2025-04-04,455.951171875,456.5,485.5,449.1499938964844,483.8500061035156,1890634
2025-04-07,416.0991516113281,416.6000061035156,427.3999938964844,376.1499938964844,376.1499938964844,2960128
2025-04-08,434.6268310546875,435.1499938964844,440.8500061035156,422.0,439.95001220703125,1504794
2025-04-09,414.9006042480469,415.3999938964844,433.3999938964844,412.6000061035156,433.25,1347287
2025-04-11,438.6719970703125,439.20001220703125,446.54998779296875,427.04998779296875,443.0,2491644
2025-04-15,475.877197265625,476.45001220703125,481.79998779296875,447.0,450.0,7384243
2025-04-16,469.4349670410156,470.0,482.8999938964844,466.70001220703125,478.5,1737447
2025-04-17,471.2827453613281,471.8500061035156,475.6499938964844,463.5,469.20001220703125,1517550
2025-04-21,493.006591796875,493.6000061035156,507.3500061035156,464.79998779296875,475.3999938964844,6998235
2025-04-22,505.092041015625,505.70001220703125,525.0,503.0,519.7999877929688,10477936
