date_,adj close_tataelxsi.ns,close_tataelxsi.ns,high_tataelxsi.ns,low_tataelxsi.ns,open_tataelxsi.ns,volume_tataelxsi.ns
2025-05-07,5693.5927734375,5758.0,5775.0,5575.0,5589.0,132215
2025-05-08,5647.61279296875,5711.5,5933.0,5656.5,5758.0,235617
2025-05-09,5673.81640625,5738.0,5775.0,5400.0,5400.0,311908
2025-05-12,6031.76708984375,6100.0,6120.0,5794.0,5851.5,462268
2025-05-13,5919.04248046875,5986.0,6124.5,5973.0,6109.5,222313
2025-05-14,6032.26171875,6100.5,6134.0,5981.0,6040.5,419269
2025-05-15,6111.36669921875,6180.5,6210.0,6061.5,6100.5,257339
2025-05-16,6142.51416015625,6212.0,6228.0,6165.0,6219.5,140760
2025-05-19,6175.1455078125,6245.0,6275.5,6175.5,6229.5,145251
2025-05-20,6126.19873046875,6195.5,6319.5,6170.0,6309.0,250930
2025-05-21,6115.32177734375,6184.5,6216.5,6126.0,6195.5,105149
2025-05-22,6133.12060546875,6202.5,6215.0,6135.0,6180.0,104618
2025-05-23,6220.13623046875,6290.5,6304.5,6202.5,6210.0,158757
2025-05-26,6359.55908203125,6431.5,6453.5,6278.0,6300.0,211742
2025-05-27,6338.2998046875,6410.0,6470.0,6365.0,6445.0,148800
2025-05-28,6398.6171875,6471.0,6500.0,6354.5,6420.0,175553
2025-05-29,6426.79833984375,6499.5,6535.0,6421.0,6475.0,171811
2025-05-30,6367.4697265625,6439.5,6520.0,6395.5,6512.5,209158
2025-06-02,6345.22119140625,6417.0,6469.0,6357.5,6412.5,114010
2025-06-03,6335.3330078125,6407.0,6436.5,6359.5,6417.0,127200
2025-06-04,6375.38037109375,6447.5,6464.0,6371.5,6418.0,81617
2025-06-05,6418.88818359375,6491.5,6500.0,6446.0,6467.0,91106
2025-06-06,6400.5947265625,6473.0,6520.0,6430.5,6520.0,71389
2025-06-09,6557.32177734375,6631.5,6643.0,6500.0,6505.5,161923
2025-06-10,6630.0,6705.0,6735.0,6651.5,6680.0,223010
2025-06-11,6624.5,6624.5,6680.0,6590.0,6670.0,167351
2025-06-12,6473.5,6473.5,6647.0,6426.0,6647.0,173877
2025-06-13,6392.5,6392.5,6459.5,6299.5,6300.0,90117
2025-06-16,6377.0,6377.0,6420.0,6229.0,6361.0,121345
2025-06-17,6418.0,6418.0,6450.0,6362.0,6377.0,112049
2025-06-18,6449.5,6449.5,6470.0,6350.0,6419.0,98354
2025-06-19,6220.0,6220.0,6487.0,6208.0,6485.5,202630
2025-06-20,6319.0,6319.0,6335.0,6200.5,6246.0,189963
2025-06-23,6313.0,6313.0,6345.0,6164.5,6221.0,107858
2025-06-24,6266.0,6266.0,6410.0,6204.0,6410.0,203298
2025-06-25,6266.5,6266.5,6302.5,6210.5,6266.0,134175
2025-06-26,6274.5,6274.5,6295.0,6201.0,6275.0,126030
2025-06-27,6345.0,6345.0,6380.0,6282.0,6295.0,191698
2025-06-30,6310.0,6310.0,6376.5,6282.0,6358.5,95468
2025-07-01,6208.5,6208.5,6343.0,6130.5,6330.0,243499
2025-07-02,6185.0,6185.0,6208.0,6062.5,6208.0,262330
2025-07-03,6215.0,6215.0,6260.0,6159.0,6160.0,126180
2025-07-04,6209.0,6209.0,6244.0,6151.0,6230.0,97329
2025-07-07,6175.0,6175.0,6210.0,6155.5,6209.0,150035
2025-07-08,6171.5,6171.5,6195.5,6092.0,6187.5,169573
2025-07-09,6152.0,6152.0,6187.5,6110.5,6171.5,126766
2025-07-10,6137.5,6137.5,6174.0,6052.5,6130.0,218296
2025-07-11,6066.0,6066.0,6084.5,5660.0,5666.0,1578498
2025-07-14,6179.0,6179.0,6202.5,6002.0,6026.0,423728
2025-07-15,6380.0,6380.0,6425.0,6180.0,6185.0,770631
2025-07-16,6311.0,6311.0,6439.5,6296.0,6439.5,160852
2025-07-17,6196.5,6196.5,6321.5,6184.0,6313.0,151809
2025-07-18,6166.0,6166.0,6225.0,6125.0,6196.5,148243
2025-07-21,6198.5,6198.5,6234.5,6124.5,6166.0,94884
2025-07-22,6210.0,6210.0,6229.0,6175.0,6208.0,117799
2025-07-23,6235.5,6235.5,6259.0,6190.0,6210.0,98161
2025-07-24,6226.0,6226.0,6259.5,6176.5,6235.5,99684
2025-07-25,6062.0,6062.0,6257.0,6031.0,6226.0,102809
2025-07-28,6035.5,6035.5,6131.5,6016.5,6090.0,157018
2025-07-29,6090.5,6090.5,6106.5,5977.5,6009.5,108186
2025-07-30,6101.0,6101.0,6169.5,6062.0,6070.0,95734
2025-07-31,6093.5,6093.5,6138.5,6001.0,6084.0,138299
2025-08-01,6054.5,6054.5,6087.5,6021.0,6087.5,126921
2025-08-04,6031.0,6031.0,6078.0,5973.0,6022.0,145412
2025-08-05,5961.5,5961.5,6055.0,5941.5,6036.0,86273
2025-08-06,5816.0,5816.0,5972.0,5800.0,5968.5,120782
2025-08-07,5865.0,5865.0,5892.0,5733.0,5805.0,107906
2025-08-08,5759.5,5759.5,5871.0,5735.0,5850.0,66575
2025-08-11,5676.5,5676.5,5769.5,5665.0,5759.5,101170
2025-08-12,5617.5,5617.5,5730.0,5611.0,5683.0,92704
2025-08-13,5671.0,5671.0,5733.0,5581.5,5639.5,114397
2025-08-14,5681.5,5681.5,5767.5,5665.0,5694.5,88786
2025-08-18,5677.5,5677.5,5800.0,5663.5,5725.0,120374
2025-08-19,5726.5,5726.5,5744.0,5617.0,5692.0,90475
2025-08-20,5745.5,5745.5,5824.5,5690.5,5744.5,136215
2025-08-21,5659.0,5659.0,5770.0,5650.0,5760.0,124725
2025-08-22,5579.5,5579.5,5659.0,5555.5,5659.0,163567
2025-08-25,5546.5,5546.5,5638.0,5525.5,5600.0,149309
2025-08-26,5478.5,5478.5,5579.5,5455.0,5540.0,156243
2025-08-28,5338.0,5338.0,5490.0,5320.0,5490.0,146049
2025-08-29,5234.0,5234.0,5343.0,5221.0,5338.0,201277
2025-09-01,5357.0,5357.0,5384.0,5251.0,5274.5,162133
2025-09-02,5425.5,5425.5,5439.0,5304.5,5395.0,162068
2025-09-03,5427.5,5427.5,5474.5,5394.0,5449.0,102124
2025-09-04,5428.0,5428.0,5493.0,5366.5,5473.0,149976
2025-09-05,5451.0,5451.0,5486.5,5360.0,5438.0,129172
2025-09-08,5469.5,5469.5,5500.0,5448.5,5480.0,67959
2025-09-09,5553.5,5553.5,5681.5,5475.5,5489.0,401718
2025-09-10,5843.5,5843.5,5860.0,5590.0,5590.0,596016
2025-09-11,5752.5,5752.5,5850.0,5746.0,5843.5,133727
2025-09-12,5721.5,5721.5,5786.0,5661.0,5752.5,141104
2025-09-15,5685.0,5685.0,5749.5,5660.0,5721.5,108324
2025-09-16,5707.0,5707.0,5722.0,5640.0,5707.0,114558
2025-09-17,5683.0,5683.0,5768.0,5664.0,5722.0,126105
2025-09-18,5733.5,5733.5,5782.0,5691.0,5710.0,164737
2025-09-19,5722.5,5722.5,5753.0,5690.0,5735.0,155191
2025-09-22,5607.0,5607.0,5699.5,5565.0,5699.5,188343
2025-09-23,5555.5,5555.5,5640.0,5501.0,5595.0,136231
2025-09-24,5504.5,5504.5,5581.0,5492.0,5570.0,136459
2025-09-25,5461.5,5461.5,5549.5,5430.0,5500.0,135297
2025-09-26,5303.0,5303.0,5460.0,5295.0,5451.0,155688
2025-09-29,5301.0,5301.0,5369.5,5258.5,5303.0,131890
2025-09-30,5227.0,5227.0,5322.0,5210.0,5315.0,270642
2025-10-01,5226.0,5226.0,5266.5,5176.0,5266.5,172390
2025-10-03,5355.5,5355.5,5369.0,5190.0,5222.5,170657
2025-10-06,5394.0,5394.0,5435.0,5297.5,5389.5,163367
2025-10-07,5389.5,5389.5,5427.5,5313.5,5420.0,158874
2025-10-08,5460.0,5460.0,5553.0,5346.5,5389.5,378764
2025-10-09,5573.0,5573.0,5604.0,5433.0,5460.0,361874
2025-10-10,5407.5,5407.5,5622.0,5400.0,5549.5,791616
2025-10-13,5352.0,5352.0,5390.5,5295.0,5369.5,232299
2025-10-14,5335.0,5335.0,5410.0,5312.5,5370.0,174112
2025-10-15,5367.5,5367.5,5382.5,5320.5,5335.0,141704
2025-10-16,5403.5,5403.5,5430.0,5355.0,5388.0,122296
2025-10-17,5369.5,5369.5,5420.0,5335.5,5403.5,193891
2025-10-20,5397.5,5397.5,5425.0,5351.5,5369.5,91698
2025-10-21,5354.5,5354.5,5445.0,5270.0,5424.5,46044
2025-10-23,5471.0,5471.0,5490.0,5364.5,5401.5,289323
2025-10-24,5544.0,5544.0,5569.0,5462.0,5499.5,216677
2025-10-27,5585.5,5585.5,5625.0,5520.0,5549.0,212923
2025-10-28,5545.0,5545.0,5600.0,5521.5,5600.0,138538
2025-10-29,5538.5,5538.5,5574.5,5492.0,5556.5,81128
2025-10-30,5539.5,5539.5,5587.0,5502.5,5555.0,123485
2025-10-31,5454.5,5454.5,5539.5,5412.5,5539.5,87662
2025-11-03,5434.0,5434.0,5455.0,5394.5,5453.0,67952
2025-11-04,5381.0,5381.0,5464.0,5360.0,5440.0,89899
2025-11-05,5381.0,5381.0,5381.0,5381.0,5381.0,0
2025-11-06,5242.5,5242.5,5379.5,5221.0,5379.5,222332
2025-11-07,5180.0,5180.0,5213.0,5126.5,5213.0,172150
2025-11-10,5207.0,5207.0,5249.0,5151.0,5180.0,110874
2025-11-11,5283.5,5283.5,5306.5,5174.0,5206.5,102792
2025-11-12,5388.0,5388.0,5480.0,5269.0,5283.5,208841
2025-11-13,5307.5,5307.5,5422.5,5300.0,5408.5,72589
2025-11-14,5266.5,5266.5,5306.5,5234.5,5300.0,125968
2025-11-17,5303.0,5303.0,5312.0,5200.0,5266.5,135921
2025-11-18,5277.0,5277.0,5349.0,5260.0,5302.0,134520
2025-11-19,5347.5,5347.5,5385.0,5251.5,5270.0,137005
2025-11-20,5366.5,5366.5,5399.0,5336.0,5399.0,161695
2025-11-21,5320.5,5320.5,5366.5,5300.0,5324.0,162673
2025-11-24,5231.0,5231.0,5405.0,5129.0,5326.0,5075701
2025-11-25,5164.0,5164.0,5213.0,5150.0,5165.0,188860
2025-11-26,5229.5,5229.5,5244.0,5125.0,5174.5,169001
2025-11-27,5197.0,5197.0,5261.5,5165.0,5231.5,106818
2025-11-28,5158.5,5158.5,5206.0,5150.0,5205.5,136784
2025-12-01,5123.0,5123.0,5194.0,5106.0,5183.5,110148
2025-12-02,5127.0,5127.0,5166.5,5097.0,5123.0,227935
2025-12-03,5174.5,5174.5,5229.0,5130.0,5130.0,289306
2025-12-04,5216.5,5216.5,5258.0,5170.5,5171.5,273807
2025-12-05,5217.5,5217.5,5269.0,5196.0,5220.0,262396
2025-12-08,5034.5,5034.5,5229.5,5008.0,5217.5,242850
2025-12-09,4979.5,4979.5,5035.0,4948.0,5034.0,146223
2025-12-10,4863.0,4863.0,5003.0,4855.0,5002.5,183782
2025-12-11,5016.5,5016.5,5026.5,4864.0,4895.0,139396
2025-12-12,5030.5,5030.5,5040.0,4988.5,5026.5,82176
2025-12-15,5048.5,5048.5,5126.0,5016.0,5045.5,114281
2025-12-16,4998.0,4998.0,5044.0,4980.0,5044.0,66003
2025-12-17,4968.5,4968.5,5052.5,4950.5,5000.0,72380
2025-12-18,5013.5,5013.5,5049.5,4934.5,4980.0,105540
2025-12-19,5413.5,5413.5,5450.0,5062.0,5116.0,1773370
2025-12-22,5458.5,5458.5,5506.5,5397.5,5410.5,455234
2025-12-23,5429.0,5429.0,5483.5,5402.5,5440.0,159234
2025-12-24,5387.5,5387.5,5435.0,5363.0,5429.5,96729
2025-12-25,5387.5,5387.5,5387.5,5387.5,5387.5,0
2025-12-26,5348.0,5348.0,5425.0,5335.0,5370.0,84561
2025-12-29,5315.5,5315.5,5369.5,5279.5,5349.0,96723
2025-12-30,5193.0,5193.0,5342.0,5175.5,5318.0,141898
2025-12-31,5240.5,5240.5,5264.0,5180.0,5193.0,82797
2026-01-01,5211.5,5211.5,5253.0,5185.0,5250.0,45872
2026-01-02,5337.5,5337.5,5377.5,5197.5,5211.5,126422
2026-01-05,5363.5,5363.5,5398.0,5292.5,5368.5,150166
2026-01-06,5345.0,5345.0,5392.5,5309.5,5350.0,92573
2026-01-07,5853.0,5853.0,5923.0,5336.0,5340.0,2893997
2026-01-08,5716.5,5716.5,5950.0,5645.5,5853.0,1039700
2026-01-09,5691.0,5691.0,5836.5,5646.0,5662.0,533373
2026-01-12,5693.5,5693.5,5762.5,5582.5,5650.0,301050
2026-01-13,5793.0,5793.0,5824.0,5681.0,5744.0,384976
2026-01-14,5505.0,5505.0,5766.0,5467.0,5700.0,922269
2026-01-15,5505.0,5505.0,5505.0,5505.0,5505.0,0
2026-01-16,5605.5,5605.5,5693.0,5480.0,5505.0,595759
