date_,adj close_tataelxsi.ns,close_tataelxsi.ns,high_tataelxsi.ns,low_tataelxsi.ns,open_tataelxsi.ns,volume_tataelxsi.ns
2024-06-13,7081.13623046875,7231.0498046875,7291.0498046875,7140.0,7151.0,162140
2024-06-14,7117.3203125,7268.0,7375.0,7201.89990234375,7260.0,168944
2024-06-18,7138.5703125,7289.7001953125,7362.5,7275.0,7327.25,94020
2024-06-19,7094.60107421875,7244.7998046875,7316.64990234375,7202.7998046875,7290.0,58610
2024-06-20,7080.646484375,7230.5498046875,7269.85009765625,7192.10009765625,7244.0498046875,68329
2024-06-21,6972.9765625,7120.60009765625,7357.9501953125,7077.10009765625,7260.0,173733
2024-06-24,7100.37890625,7250.7001953125,7349.7998046875,7131.0,7161.89990234375,152443
2024-06-25,7026.5634765625,7106.0498046875,7228.7998046875,7100.0,7200.0,153628
2024-06-26,7010.59423828125,7089.89990234375,7150.0,7075.0,7106.0498046875,67695
2024-06-27,6919.27734375,6997.5498046875,7099.0,6966.0,7095.0498046875,235708
2024-06-28,6923.08447265625,7001.39990234375,7045.9501953125,6990.0,7045.9501953125,104106
2024-07-01,6993.83447265625,7072.9501953125,7088.89990234375,6980.0,7001.39990234375,93997
2024-07-02,6978.80419921875,7057.75,7117.5,7030.4501953125,7100.0,69081
2024-07-03,7016.7744140625,7096.14990234375,7114.7001953125,7044.85009765625,7071.7998046875,86404
2024-07-04,6996.70166015625,7075.85009765625,7127.75,7070.0,7114.0,65868
2024-07-05,6975.541015625,7054.4501953125,7106.39990234375,7025.0,7075.85009765625,90055
2024-07-08,6948.39794921875,7027.0,7095.9501953125,7012.39990234375,7061.0,84065
2024-07-09,6938.31201171875,7016.7998046875,7027.0,6971.14990234375,7012.0,137764
2024-07-10,7039.81396484375,7119.4501953125,7175.0,7045.0,7075.0,225270
2024-07-11,6879.6259765625,6957.4501953125,7037.89990234375,6931.35009765625,7021.0,355671
2024-07-12,6986.5166015625,7065.5498046875,7134.7001953125,6950.0498046875,6960.0,271006
2024-07-15,6939.30078125,7017.7998046875,7103.7998046875,7004.0,7079.0,84637
2024-07-16,6919.92041015625,6998.2001953125,7043.9501953125,6985.0,7017.7998046875,86895
2024-07-18,6955.71533203125,7034.39990234375,7050.0,6942.0,6998.0,108684
2024-07-19,6902.46728515625,6980.5498046875,7074.89990234375,6945.0,7050.0,81910
2024-07-22,6886.35009765625,6964.25,6978.9501953125,6903.0,6978.9501953125,80518
2024-07-23,6915.91552734375,6994.14990234375,7069.14990234375,6900.0,6924.2998046875,114304
2024-07-24,6860.44287109375,6938.0498046875,7019.0,6925.0,6950.0,72490
2024-07-25,6792.85791015625,6869.7001953125,6936.64990234375,6852.0,6906.0,117635
2024-07-26,6883.7294921875,6961.60009765625,6974.9501953125,6871.0,6871.0,68837
2024-07-29,6852.68115234375,6930.2001953125,7010.0,6921.0,6975.0,64690
2024-07-30,6848.13232421875,6925.60009765625,6955.0,6916.0,6935.0,49770
2024-07-31,6906.37353515625,6984.5,6990.0,6925.0,6925.0,82695
2024-08-01,6865.28857421875,6942.9501953125,7011.85009765625,6919.35009765625,7000.0,55665
2024-08-02,6833.74462890625,6911.0498046875,6940.0,6890.0498046875,6918.0,51480
2024-08-05,6701.9853515625,6777.7998046875,6870.0,6730.0,6831.2001953125,105442
2024-08-06,6621.1005859375,6696.0,6888.5,6666.0,6777.7998046875,96655
2024-08-07,6767.89013671875,6844.4501953125,6879.9501953125,6716.0,6750.0,66125
2024-08-08,6743.21923828125,6819.5,6864.0,6780.0,6844.4501953125,43024
2024-08-09,6798.83984375,6875.75,6899.89990234375,6795.0,6879.0,47694
2024-08-12,6757.9521484375,6834.39990234375,6888.0,6790.10009765625,6875.75,58216
2024-08-13,6715.0380859375,6791.0,6834.39990234375,6724.64990234375,6834.39990234375,60349
2024-08-14,6751.376953125,6827.75,6840.0,6731.0,6798.0,51721
2024-08-16,6723.5908203125,6799.64990234375,6875.0,6756.0,6827.89990234375,63779
2024-08-19,6850.01123046875,6927.5,6971.0,6780.0,6799.64990234375,117580
2024-08-20,6851.84033203125,6929.35009765625,6980.0,6901.0,6927.5,75961
2024-08-21,6849.02197265625,6926.5,6992.9501953125,6895.0,6930.0,61677
2024-08-22,6885.80615234375,6963.7001953125,7040.0,6920.0,6947.7001953125,94274
2024-08-23,7008.86376953125,7088.14990234375,7139.0,6930.10009765625,6975.0,197126
2024-08-26,7597.109375,7683.0498046875,7940.0,7103.0,7149.0,1291665
2024-08-27,8871.048828125,8971.400390625,9080.0,7750.0,7800.0,5503022
2024-08-28,8135.4697265625,8227.5,8900.0,8177.0,8900.0,2848938
2024-08-29,7833.83203125,7922.4501953125,8227.0,7861.0,8178.0,1187989
2024-08-30,7911.20654296875,8000.7001953125,8345.0,7951.2001953125,7960.0498046875,1267303
2024-09-02,7708.697265625,7795.89990234375,8050.0,7770.0,8009.0,404577
2024-09-03,7779.34814453125,7867.35009765625,7979.0,7770.0,7808.9501953125,319607
2024-09-04,7661.9755859375,7748.64990234375,7812.89990234375,7720.0,7720.0,156852
2024-09-05,7640.6171875,7727.0498046875,7864.0,7706.2001953125,7788.10009765625,137503
2024-09-06,7504.556640625,7589.4501953125,7857.4501953125,7567.10009765625,7730.0,230086
2024-09-09,7751.3642578125,7839.0498046875,7980.0,7490.0,7590.0,704407
2024-09-10,7762.884765625,7850.7001953125,8024.0,7830.89990234375,7879.9501953125,358444
2024-09-11,7630.77880859375,7717.10009765625,7881.5498046875,7700.0,7880.0,153919
2024-09-12,7701.28125,7788.39990234375,7870.0,7752.0,7757.39990234375,152510
2024-09-13,7628.603515625,7714.89990234375,7830.0,7695.0,7825.0,121235
2024-09-16,7602.74609375,7688.75,7768.0,7677.0,7750.0,98044
2024-09-17,7621.38525390625,7707.60009765625,7784.60009765625,7651.0498046875,7688.75,127522
2024-09-18,7554.046875,7639.5,7719.9501953125,7620.0,7708.0,85829
2024-09-19,7438.998046875,7523.14990234375,7757.0,7496.7001953125,7682.0,129289
2024-09-20,7771.48681640625,7859.39990234375,7939.0,7560.39990234375,7570.0,377846
2024-09-23,7745.38232421875,7833.0,7978.0,7802.2998046875,7885.0498046875,231866
2024-09-24,7831.65625,7920.25,7962.0,7789.0,7850.0,176369
2024-09-25,7741.52587890625,7829.10009765625,7950.0,7800.0,7950.0,114985
2024-09-26,7746.66748046875,7834.2998046875,7924.7998046875,7800.0,7827.0,113372
2024-09-27,7724.02392578125,7811.39990234375,8142.14990234375,7600.0,7860.0,470425
2024-09-30,7638.046875,7724.4501953125,7799.0,7691.0,7780.0,130533
2024-10-01,7678.39013671875,7765.25,7807.9501953125,7725.0,7725.0,90103
2024-10-03,7505.00146484375,7589.89990234375,7733.0,7570.0,7689.0498046875,127058
2024-10-04,7491.35595703125,7576.10009765625,7628.89990234375,7451.0,7589.0,129147
2024-10-07,7347.53271484375,7430.64990234375,7627.9501953125,7352.0,7580.0,137781
2024-10-08,7465.64697265625,7550.10009765625,7599.0,7380.0,7430.0,113271
2024-10-09,7529.12841796875,7614.2998046875,7775.0,7540.35009765625,7584.0,162611
2024-10-10,7672.50634765625,7759.2998046875,8027.0,7627.0,7627.0,679383
2024-10-11,7589.2978515625,7675.14990234375,7985.0,7655.2001953125,7800.0,531591
2024-10-14,7488.78515625,7573.5,7749.0,7560.10009765625,7728.39990234375,142578
2024-10-15,7385.552734375,7469.10009765625,7631.35009765625,7455.0,7575.0,158563
2024-10-16,7317.72021484375,7400.5,7548.89990234375,7370.0,7450.0,133627
2024-10-17,7282.71630859375,7365.10009765625,7548.0,7330.64990234375,7420.39990234375,167307
2024-10-18,7246.7236328125,7328.7001953125,7362.0498046875,7275.0,7360.0,72674
2024-10-21,7326.3232421875,7409.2001953125,7485.0,7290.89990234375,7365.0,160306
2024-10-22,7046.78515625,7126.5,7435.0,7101.0498046875,7410.0,121709
2024-10-23,7136.4208984375,7217.14990234375,7271.0,7017.7998046875,7137.9501953125,170785
2024-10-24,6888.4755859375,6966.39990234375,7247.7001953125,6950.0,7247.7001953125,178050
2024-10-25,6912.45458984375,6990.64990234375,7048.4501953125,6870.60009765625,6990.0,142390
2024-10-28,6981.02880859375,7060.0,7133.0,7007.0,7068.0,97684
2024-10-29,6960.21435546875,7038.9501953125,7089.0,6969.0,7080.0,73770
2024-10-30,7021.5703125,7101.0,7131.39990234375,6969.0,7030.0,73886
2024-10-31,6943.3056640625,7021.85009765625,7101.0,7000.0,7100.0,52624
2024-11-01,7027.99755859375,7107.5,7134.0,7030.0,7069.0,19781
2024-11-04,6956.40771484375,7035.10009765625,7146.9501953125,6969.0,7146.9501953125,62065
2024-11-05,6952.94677734375,7031.60009765625,7078.85009765625,6993.0,7040.0,48917
2024-11-06,7151.451171875,7232.35009765625,7265.0,7029.9501953125,7030.0,106190
2024-11-07,7084.80517578125,7164.9501953125,7390.0,7136.64990234375,7349.25,121246
2024-11-08,6863.162109375,6940.7998046875,7238.5498046875,6821.64990234375,7159.35009765625,126103
2024-11-11,6451.9140625,6524.89990234375,7011.0498046875,6494.0,6940.7998046875,498013
2024-11-12,6561.27734375,6635.5,6694.9501953125,6483.2998046875,6560.0,387058
2024-11-13,6345.517578125,6417.2998046875,6719.89990234375,6379.60009765625,6630.0,328149
2024-11-14,6303.24609375,6374.5498046875,6511.0,6338.2001953125,6445.2998046875,241446
2024-11-18,6383.78515625,6456.0,6565.0,6286.0,6405.0498046875,251620
2024-11-19,6475.74462890625,6549.0,6598.0,6473.85009765625,6492.2001953125,118483
2024-11-21,6423.4365234375,6496.10009765625,6617.2001953125,6458.0,6555.0,112613
2024-11-22,6512.77587890625,6586.4501953125,6620.0,6497.60009765625,6500.0498046875,107055
2024-11-25,6715.43310546875,6791.39990234375,6875.0,6610.14990234375,6690.0,275298
2024-11-26,6638.65185546875,6713.75,6879.0,6689.0,6848.0,93554
2024-11-27,6679.4404296875,6755.0,6830.9501953125,6670.0,6736.0,112698
2024-11-28,6681.41796875,6757.0,6803.5498046875,6706.0,6748.0,81096
2024-11-29,6596.1328125,6670.75,6779.2998046875,6654.2998046875,6769.89990234375,144216
2024-12-02,6637.861328125,6712.9501953125,6775.0,6613.0,6670.75,101706
2024-12-03,7019.1474609375,7098.5498046875,7178.0,6740.0,6750.0498046875,1080035
2024-12-04,7059.09619140625,7138.9501953125,7199.0,7060.39990234375,7124.25,248591
2024-12-05,7285.33642578125,7367.75,7474.0,7151.0,7200.0,548868
2024-12-06,7313.7158203125,7396.4501953125,7429.0,7324.4501953125,7385.5498046875,169740
2024-12-09,7273.7177734375,7356.0,7460.0,7320.0,7400.0,130211
2024-12-10,7320.34033203125,7403.14990234375,7417.14990234375,7325.0,7325.0,164865
2024-12-11,7268.0322265625,7350.25,7415.0,7326.64990234375,7410.0,117885
2024-12-12,7237.82421875,7319.7001953125,7448.9501953125,7286.5,7360.0498046875,236072
2024-12-13,7282.02392578125,7364.39990234375,7414.0,7211.9501953125,7314.0,170937
2024-12-16,7274.70654296875,7357.0,7424.35009765625,7317.35009765625,7372.5,76612
2024-12-17,7192.2890625,7273.64990234375,7400.0,7232.60009765625,7352.0,135615
2024-12-18,7149.6708984375,7230.5498046875,7363.5,7214.5498046875,7265.0,159943
2024-12-19,7154.36767578125,7235.2998046875,7308.39990234375,7095.0498046875,7150.0,134846
2024-12-20,6844.17724609375,6921.60009765625,7325.0,6900.0,7301.0498046875,258016
2024-12-23,6823.56005859375,6900.75,7037.7001953125,6825.0,7037.7001953125,113431
2024-12-24,6781.041015625,6857.75,7015.0,6828.0498046875,6930.0,150784
2024-12-26,6819.0615234375,6896.2001953125,6918.5,6764.39990234375,6865.0,122161
2024-12-27,6809.3212890625,6886.35009765625,6974.7998046875,6831.0,6920.0,89937
2024-12-30,6848.08251953125,6925.5498046875,6965.7001953125,6814.0498046875,6881.0,112066
2024-12-31,6720.525390625,6796.5498046875,6925.5498046875,6724.10009765625,6906.2998046875,104133
2025-01-01,6668.31640625,6743.75,6840.0,6711.60009765625,6810.5,91883
2025-01-02,6630.2470703125,6705.25,6779.9501953125,6508.2001953125,6743.75,381285
2025-01-03,6573.1923828125,6647.5498046875,6759.7998046875,6607.0,6710.0,227250
2025-01-06,6413.89453125,6486.4501953125,6710.89990234375,6470.14990234375,6690.0,175457
2025-01-07,6469.16943359375,6542.35009765625,6577.75,6422.5,6540.0,208512
2025-01-08,6401.08935546875,6473.5,6591.85009765625,6338.0,6575.0,380865
2025-01-09,6367.9150390625,6439.9501953125,6635.0,6425.0,6525.0,346979
2025-01-10,5933.47900390625,6000.60009765625,6200.0,5921.0,5950.0,1431569
2025-01-13,5875.13916015625,5941.60009765625,6088.9501953125,5920.0,5975.0,368080
2025-01-14,6016.73681640625,6084.7998046875,6125.0,5959.89990234375,5959.89990234375,230728
2025-01-15,6047.3408203125,6115.75,6135.0498046875,6026.60009765625,6093.89990234375,119683
2025-01-16,6115.07470703125,6184.25,6245.2001953125,6130.0,6140.0,144322
2025-01-17,6142.61328125,6212.10009765625,6250.85009765625,6150.0,6190.0,131996
2025-01-20,6130.45068359375,6199.7998046875,6229.0498046875,6121.4501953125,6218.0,91944
2025-01-21,6085.11376953125,6153.9501953125,6275.0,6140.0,6220.2001953125,87671
2025-01-22,6098.36376953125,6167.35009765625,6178.0,6060.7001953125,6170.0,124965
2025-01-23,6282.876953125,6353.9501953125,6425.0,6150.0,6167.5,221641
2025-01-24,6301.4169921875,6372.7001953125,6392.9501953125,6290.0,6353.9501953125,108179
2025-01-27,6087.18994140625,6156.0498046875,6327.5498046875,6128.14990234375,6319.9501953125,161634
2025-01-28,6056.8828125,6125.39990234375,6203.89990234375,6078.0498046875,6150.0,148138
2025-01-29,6104.791015625,6173.85009765625,6221.9501953125,6094.9501953125,6129.2001953125,143522
2025-01-30,6067.06787109375,6135.7001953125,6215.9501953125,6090.0,6195.0,138349
2025-01-31,6265.12744140625,6336.0,6350.0,6130.10009765625,6145.0,122121
2025-02-01,6309.87109375,6381.25,6400.0,6269.0498046875,6370.0,80662
2025-02-03,6324.70361328125,6396.25,6420.0,6250.7001953125,6330.0,71348
2025-02-04,6299.8349609375,6371.10009765625,6467.0,6312.64990234375,6415.0,87790
2025-02-05,6313.0849609375,6384.5,6443.9501953125,6345.0498046875,6371.10009765625,66079
2025-02-06,6350.06640625,6421.89990234375,6478.14990234375,6372.0498046875,6400.0,82289
2025-02-07,6364.60205078125,6436.60009765625,6455.25,6332.0498046875,6421.89990234375,64931
2025-02-10,6306.06396484375,6377.39990234375,6425.0,6335.25,6415.0,60322
2025-02-11,6048.330078125,6116.75,6399.9501953125,6100.0,6399.9501953125,100616
2025-02-12,6085.21240234375,6154.0498046875,6170.0,6032.5,6110.0,130838
2025-02-13,6065.73291015625,6134.35009765625,6199.9501953125,6082.0,6199.9501953125,135495
2025-02-14,6104.939453125,6174.0,6225.0,6081.0498046875,6145.0498046875,130626
2025-02-17,6078.09326171875,6146.85009765625,6176.35009765625,6042.85009765625,6156.0,73576
2025-02-18,6029.24609375,6097.4501953125,6175.64990234375,6045.0498046875,6146.85009765625,72228
2025-02-19,5950.2890625,6017.60009765625,6130.7998046875,5967.14990234375,6120.0,159802
2025-02-20,5956.27099609375,6023.64990234375,6080.0,5980.60009765625,6024.0,79633
2025-02-21,5893.7783203125,5960.4501953125,6080.25,5931.0498046875,6024.7998046875,101884
2025-02-24,5786.34326171875,5851.7998046875,5960.4501953125,5782.0,5960.4501953125,151226
2025-02-25,5631.93994140625,5695.64990234375,5877.7001953125,5675.0,5851.7998046875,162406
2025-02-27,5500.92236328125,5563.14990234375,5721.5498046875,5513.4501953125,5695.64990234375,182977
2025-02-28,5350.5732421875,5411.10009765625,5563.0,5302.5498046875,5514.10009765625,337674
2025-03-03,5395.06982421875,5456.10009765625,5477.0,5362.85009765625,5416.0498046875,162308
2025-03-04,5328.76953125,5389.0498046875,5481.0,5350.0,5443.0,141837
2025-03-05,5491.28125,5553.39990234375,5569.0,5400.14990234375,5410.0,141754
2025-03-06,5575.2314453125,5638.2998046875,5694.35009765625,5603.0,5647.0,107832
2025-03-07,5561.23974609375,5624.14990234375,5689.0,5601.0,5688.0,110794
2025-03-10,5441.939453125,5503.5,5689.0,5465.0,5659.0,106381
2025-03-11,5359.4228515625,5420.0498046875,5480.0,5389.9501953125,5453.0498046875,96855
2025-03-12,5244.52294921875,5303.85009765625,5450.0,5242.0,5421.0498046875,171254
2025-03-13,5178.17333984375,5236.75,5373.9501953125,5225.0,5310.89990234375,126288
2025-03-17,5116.5703125,5174.4501953125,5283.2998046875,5157.7001953125,5236.75,139134
2025-03-18,5116.5703125,5174.4501953125,5174.4501953125,5174.4501953125,5174.4501953125,0
2025-03-19,5306.27392578125,5366.2998046875,5390.89990234375,5225.0,5269.0,183836
2025-03-20,5317.20068359375,5377.35009765625,5498.9501953125,5359.60009765625,5400.0,139775
2025-03-21,5401.84326171875,5462.9501953125,5512.0,5322.0,5395.0,252810
2025-03-24,5566.97509765625,5629.9501953125,5664.7998046875,5403.64990234375,5470.0,291530
2025-03-25,5435.462890625,5496.9501953125,5742.9501953125,5479.0,5700.0,331857
2025-03-26,5504.72900390625,5567.0,5625.0,5474.89990234375,5520.0,218301
2025-03-27,5357.19775390625,5417.7998046875,5582.14990234375,5400.0,5500.0,356071
2025-03-28,5156.27099609375,5214.60009765625,5437.0498046875,5200.0,5398.0498046875,529718
2025-04-01,5012.89306640625,5069.60009765625,5199.0,5042.0,5195.60009765625,424060
2025-04-02,5171.44970703125,5229.9501953125,5238.2001953125,5044.35009765625,5092.14990234375,278492
2025-04-03,5136.296875,5194.39990234375,5244.5498046875,5111.4501953125,5180.0,306377
2025-04-04,5000.087890625,5056.64990234375,5183.25,5004.35009765625,5180.0,323433
2025-04-07,4754.515625,4808.2998046875,4900.0,4700.0,4790.0,345270
2025-04-08,4814.93212890625,4869.39990234375,5014.25,4760.0,4910.0498046875,246320
2025-04-09,4702.5537109375,4755.75,4870.0,4729.0498046875,4857.0,206934
2025-04-11,4698.89453125,4752.0498046875,4897.0,4709.0,4762.0,308561
2025-04-15,4875.84326171875,4931.0,4973.5,4801.0,4849.0,334703
2025-04-16,4873.86572265625,4929.0,4948.0,4853.0,4948.0,333482
2025-04-17,4845.6845703125,4900.5,4936.0,4826.5,4906.0,363566
2025-04-21,5282.24609375,5342.0,5396.5,4805.0,4805.0,2852407
2025-04-22,5418.7021484375,5480.0,5495.5,5268.5,5335.0,888502
2025-04-23,5601.138671875,5664.5,5678.5,5465.0,5480.0,820053
2025-04-24,5851.80322265625,5918.0,5940.0,5664.0,5678.0,1253303
2025-04-25,5549.72021484375,5612.5,5958.0,5593.0,5949.5,610205
2025-04-28,5625.36474609375,5689.0,5708.0,5568.0,5612.5,332068
2025-04-29,5699.525390625,5764.0,5817.0,5702.5,5702.5,246518
2025-04-30,5701.50341796875,5766.0,5800.0,5655.0,5765.0,216288
2025-05-02,5754.8994140625,5820.0,5879.0,5727.5,5750.0,203862
2025-05-05,5751.9326171875,5817.0,5857.0,5785.0,5845.0,118811
2025-05-06,5636.24169921875,5700.0,5857.5,5680.0,5830.0,148067
