date_,adj close_aartiind.ns,close_aartiind.ns,high_aartiind.ns,low_aartiind.ns,open_aartiind.ns,volume_aartiind.ns
2024-02-23,671.5337524414062,674.2999877929688,689.5,671.0,685.5,898099
2024-02-26,669.5917358398438,672.3499755859375,680.7000122070312,665.0999755859375,674.0,950605
2024-02-27,667.05224609375,669.7999877929688,679.3499755859375,667.0,679.0999755859375,983657
2024-02-28,645.839599609375,648.5,676.0,646.0,670.9500122070312,1059763
2024-02-29,653.259033203125,655.9500122070312,661.0,642.8499755859375,650.0,1873884
2024-03-01,670.4880981445312,673.25,678.3499755859375,663.0499877929688,665.0,1012427
2024-03-04,659.3837890625,662.0999755859375,678.0,660.5499877929688,675.2999877929688,502329
2024-03-05,659.333984375,662.0499877929688,672.8499755859375,661.0,668.0,656542
2024-03-06,650.868896484375,653.5499877929688,662.0,638.25,657.5,1118093
2024-03-07,662.6703491210938,665.4000244140625,670.75,648.1500244140625,649.0,1128494
2024-03-11,652.1635131835938,654.8499755859375,667.0,648.4500122070312,665.3499755859375,1074397
2024-03-12,644.1963500976562,646.8499755859375,659.75,644.5499877929688,655.0,674779
2024-03-13,617.3569946289062,619.9000244140625,653.5,610.7999877929688,646.8499755859375,1701165
2024-03-14,643.2503051757812,645.9000244140625,648.1500244140625,606.5499877929688,616.0,1433487
2024-03-15,632.29541015625,634.9000244140625,646.9000244140625,628.5,646.9000244140625,1032743
2024-03-18,642.7025146484375,645.3499755859375,648.9500122070312,633.0499877929688,633.0499877929688,649209
2024-03-19,633.1419067382812,635.75,646.3499755859375,632.2999877929688,644.9500122070312,561993
2024-03-20,632.4945068359375,635.0999755859375,645.75,632.7000122070312,636.0,769372
2024-03-21,645.839599609375,648.5,650.9000244140625,640.0,640.0,681214
2024-03-22,652.6116943359375,655.2999877929688,658.5499877929688,645.2000122070312,649.2000122070312,795732
2024-03-26,653.8067626953125,656.5,661.9500122070312,645.0,645.0,627104
2024-03-27,655.5496215820312,658.25,661.0,653.5,655.0999755859375,1501801
2024-03-28,662.8196411132812,665.5499877929688,670.5,653.0,655.2000122070312,1404932
2024-04-01,683.4844970703125,686.2999877929688,689.7000122070312,666.1500244140625,667.0,1001515
2024-04-02,681.3433837890625,684.1500244140625,695.0,682.0499877929688,686.2999877929688,985122
2024-04-03,691.1032104492188,693.9500122070312,700.0,678.0,683.6500244140625,896998
2024-04-04,689.01171875,691.8499755859375,701.9000244140625,686.0,693.9500122070312,726041
2024-04-05,693.5928955078125,696.4500122070312,700.0,683.6500244140625,690.5,630068
2024-04-08,701.9086303710938,704.7999877929688,710.7000122070312,687.0,695.7999877929688,1460778
2024-04-09,696.82958984375,699.7000122070312,717.25,697.2000122070312,711.2000122070312,1399551
2024-04-10,733.2296142578125,736.25,744.9500122070312,699.9500122070312,700.0,5200846
2024-04-12,747.8693237304688,750.9500122070312,753.9000244140625,731.1500244140625,732.2000122070312,2320206
2024-04-15,732.333251953125,735.3499755859375,745.5,723.0499877929688,740.0,1362609
2024-04-16,745.7778930664062,748.8499755859375,760.4000244140625,725.0999755859375,729.9500122070312,2288854
2024-04-18,722.2747192382812,725.25,762.7999877929688,721.9000244140625,754.9500122070312,1402884
2024-04-19,720.3327026367188,723.2999877929688,729.7000122070312,709.2999877929688,718.9500122070312,1183477
2024-04-22,717.2454833984375,720.2000122070312,735.1500244140625,718.9000244140625,727.9000244140625,661930
2024-04-23,737.9103393554688,740.9500122070312,749.7999877929688,722.0499877929688,724.7999877929688,2578469
2024-04-24,744.8319091796875,747.9000244140625,756.5,741.0,746.9500122070312,1359240
2024-04-25,750.5582885742188,753.6500244140625,755.0,737.4500122070312,742.0499877929688,991553
2024-04-26,744.881591796875,747.9500122070312,760.0,742.7999877929688,754.0,1232740
2024-04-29,752.3010864257812,755.4000244140625,769.25,746.0499877929688,747.9500122070312,1624050
2024-04-30,738.7070922851562,741.75,759.5999755859375,739.0,756.0,791976
2024-05-02,739.7029418945312,742.75,746.25,735.7999877929688,741.7000122070312,883662
2024-05-03,736.46630859375,739.5,755.0,733.4000244140625,748.0499877929688,863447
2024-05-06,746.7240600585938,749.7999877929688,753.75,738.4000244140625,739.5,943844
2024-05-07,713.6104125976562,716.5499877929688,747.5999755859375,709.2000122070312,745.9500122070312,1417014
2024-05-08,703.2531127929688,706.1500244140625,722.5,703.3499755859375,714.0,806959
2024-05-09,662.4213256835938,665.1500244140625,709.9500122070312,663.2999877929688,706.1500244140625,2329816
2024-05-10,669.8905639648438,672.6500244140625,678.2999877929688,651.9000244140625,670.0,1616321
2024-05-13,666.2057495117188,668.9500122070312,678.2000122070312,648.6500244140625,672.6500244140625,1709168
2024-05-14,650.3211669921875,653.0,674.7000122070312,650.0999755859375,674.7000122070312,1627043
2024-05-15,619.3487548828125,621.9000244140625,652.4500122070312,620.0999755859375,650.0,4043426
2024-05-16,625.7722778320312,628.3499755859375,634.5,604.0499877929688,604.0499877929688,3574857
2024-05-17,625.7224731445312,628.2999877929688,634.3499755859375,618.6500244140625,629.7999877929688,1844569
2024-05-21,623.1829833984375,625.75,633.7999877929688,624.4500122070312,632.0,1021519
2024-05-22,627.6146850585938,630.2000122070312,633.75,623.0999755859375,626.25,640224
2024-05-23,624.3779907226562,626.9500122070312,632.9500122070312,624.0,631.5,825973
2024-05-24,618.5022583007812,621.0499877929688,656.0,618.9500122070312,636.0,4959870
2024-05-27,614.0206909179688,616.5499877929688,625.7999877929688,613.4000244140625,622.0,1435172
2024-05-28,626.8179931640625,629.4000244140625,632.5,617.5,618.0499877929688,2383852
2024-05-29,625.4237060546875,628.0,633.6500244140625,622.0999755859375,629.5,1003667
2024-05-30,608.543212890625,611.0499877929688,627.9500122070312,608.9500122070312,627.9500122070312,937460
2024-05-31,609.1408081054688,611.6500244140625,619.7999877929688,610.0,619.25,1333174
2024-06-03,622.6849975585938,625.25,638.0,615.25,638.0,1454778
2024-06-04,596.144287109375,598.5999755859375,625.0,563.0,625.0,1876722
2024-06-05,626.3698120117188,628.9500122070312,633.8499755859375,597.6500244140625,602.0,1373864
2024-06-06,635.5321044921875,638.1500244140625,643.7999877929688,626.0,630.2999877929688,1017793
2024-06-07,631.94677734375,634.5499877929688,641.0,627.0,627.0,972936
2024-06-10,661.3258056640625,664.0499877929688,672.7999877929688,634.5499877929688,647.0,2859566
2024-06-11,655.4002075195312,658.0999755859375,668.75,656.0,667.4000244140625,2036599
2024-06-12,662.9193115234375,665.6500244140625,670.0999755859375,657.5,662.0,1125368
2024-06-13,672.4798583984375,675.25,677.9500122070312,665.0499877929688,670.0,1310157
2024-06-14,672.9778442382812,675.75,679.4500122070312,671.4500122070312,679.2999877929688,1044209
2024-06-18,687.6174926757812,690.4500122070312,692.0,675.0,680.0,1358816
2024-06-19,682.4886474609375,685.2999877929688,696.0,679.0,692.0,844308
2024-06-20,709.5770874023438,712.5,718.7999877929688,679.9000244140625,684.0499877929688,3755446
2024-06-21,705.394287109375,708.2999877929688,716.2999877929688,702.75,713.9500122070312,1219834
2024-06-24,703.053955078125,705.9500122070312,713.5499877929688,689.6500244140625,701.5999755859375,1201227
2024-06-25,692.3480224609375,695.2000122070312,708.9000244140625,693.7999877929688,703.5999755859375,669349
2024-06-26,691.70068359375,694.5499877929688,702.5499877929688,691.25,695.0,1726546
2024-06-27,684.380859375,687.2000122070312,694.5499877929688,677.6500244140625,694.5499877929688,1394427
2024-06-28,683.4347534179688,686.25,696.9000244140625,684.2999877929688,689.0,847254
2024-07-01,701.9584350585938,704.8499755859375,707.2999877929688,683.0999755859375,685.5,913003
2024-07-02,708.0831909179688,711.0,722.6500244140625,704.0999755859375,712.0,2614716
2024-07-03,711.4692993164062,714.4000244140625,718.8499755859375,706.4000244140625,714.0,829572
2024-07-04,715.502685546875,718.4500122070312,728.0,706.5,715.1500244140625,1087271
2024-07-05,718.9384765625,721.9000244140625,728.9000244140625,716.1500244140625,718.4000244140625,696843
2024-07-08,705.493896484375,708.4000244140625,725.75,703.7999877929688,721.9000244140625,816240
2024-07-09,702.4065551757812,705.2999877929688,712.7999877929688,701.5999755859375,708.4000244140625,691412
2024-07-10,697.725830078125,700.5999755859375,707.5499877929688,680.0,705.2999877929688,733573
2024-07-11,698.9707641601562,701.8499755859375,707.0499877929688,694.2999877929688,707.0,359209
2024-07-12,703.2033081054688,706.0999755859375,711.1500244140625,700.6500244140625,702.0,593000
2024-07-15,706.58935546875,709.5,714.7999877929688,700.3499755859375,706.0,560693
2024-07-16,701.3609008789062,704.25,712.1500244140625,702.9000244140625,710.0,386208
2024-07-18,701.2612915039062,704.1500244140625,706.0,691.8499755859375,703.0,830786
2024-07-19,668.5958251953125,671.3499755859375,705.7999877929688,669.0499877929688,703.7000122070312,780377
2024-07-22,694.7880249023438,697.6500244140625,699.7000122070312,660.0999755859375,660.0999755859375,1018872
2024-07-23,684.0820922851562,686.9000244140625,698.5999755859375,630.0,697.0,1418925
2024-07-24,688.4141845703125,691.25,696.6500244140625,682.8499755859375,685.5499877929688,447717
2024-07-25,688.0657348632812,690.9000244140625,693.9000244140625,682.3499755859375,687.0,447192
2024-07-26,705.5690307617188,707.4500122070312,713.5499877929688,691.0,696.9000244140625,975697
2024-07-29,713.8967895507812,715.7999877929688,724.7999877929688,707.0,707.4500122070312,1157342
2024-07-30,740.8250122070312,742.7999877929688,746.7000122070312,709.5,715.0999755859375,2926303
2024-07-31,746.85888671875,748.8499755859375,754.0,736.8499755859375,743.0,1569283
2024-08-01,739.5284423828125,741.5,757.0,733.5499877929688,755.9500122070312,1171604
2024-08-02,736.4367065429688,738.4000244140625,748.7000122070312,728.5499877929688,733.9500122070312,921991
2024-08-05,704.7212524414062,706.5999755859375,737.9500122070312,701.0,721.0,1423238
2024-08-06,716.8389282226562,718.75,737.5999755859375,710.0,713.2999877929688,1623141
2024-08-07,752.1448364257812,754.1500244140625,756.0,721.5999755859375,730.0,1639495
2024-08-08,745.7119750976562,747.7000122070312,765.5,745.0,750.0499877929688,1661511
2024-08-09,746.41015625,748.4000244140625,762.5,742.5,755.0,1199159
2024-08-12,732.6967163085938,734.6500244140625,765.0,731.4000244140625,765.0,3524787
2024-08-13,619.4984741210938,621.1500244140625,716.0,605.75,716.0,20852416
2024-08-14,597.4073486328125,599.0,625.5,593.0499877929688,623.9500122070312,9203573
2024-08-16,601.6460571289062,603.25,612.1500244140625,594.0999755859375,602.0,3247090
2024-08-19,615.858154296875,617.5,624.9000244140625,604.0,606.1500244140625,2670270
2024-08-20,619.747802734375,621.4000244140625,625.8499755859375,612.7999877929688,619.0,2003091
2024-08-21,620.1965942382812,621.8499755859375,629.0,620.0,620.0999755859375,1765596
2024-08-22,623.5377197265625,625.2000122070312,632.0,620.0999755859375,627.0499877929688,1780432
2024-08-23,619.1493530273438,620.7999877929688,627.0,617.5499877929688,625.2000122070312,1272130
2024-08-26,625.1832885742188,626.8499755859375,630.9000244140625,618.1500244140625,624.5,1562473
2024-08-27,638.497802734375,640.2000122070312,644.2999877929688,629.2000122070312,633.0,2997055
2024-08-28,639.0463256835938,640.75,648.9000244140625,629.75,643.0,3084530
2024-08-29,627.0283813476562,628.7000122070312,640.8499755859375,622.2999877929688,640.8499755859375,1466232
2024-08-30,625.3827514648438,627.0499877929688,633.7000122070312,626.0999755859375,629.2000122070312,880958
2024-09-02,625.2332153320312,626.9000244140625,636.0,625.25,627.0499877929688,957281
2024-09-03,621.4432373046875,623.0999755859375,632.5999755859375,622.2000122070312,627.0,1528248
2024-09-04,607.9791259765625,609.5999755859375,621.0,594.4500122070312,612.0,2723971
2024-09-05,615.4093627929688,617.0499877929688,621.9500122070312,611.9500122070312,615.2000122070312,1936676
2024-09-06,602.992431640625,604.5999755859375,617.9000244140625,602.9500122070312,617.25,1687045
2024-09-09,589.4784545898438,591.0499877929688,604.4000244140625,587.2999877929688,604.0,2054466
2024-09-10,594.2158203125,595.7999877929688,601.9500122070312,590.0,593.0,1927427
2024-09-11,569.1327514648438,570.6500244140625,596.5,570.0,594.0,3639285
2024-09-12,566.5396118164062,568.0499877929688,576.3499755859375,566.0,573.5,2076282
2024-09-13,567.4871215820312,569.0,577.75,568.0,570.9500122070312,1223737
2024-09-16,570.4791259765625,572.0,574.2000122070312,568.5499877929688,571.0,880891
2024-09-17,562.1014404296875,563.5999755859375,573.9500122070312,560.4000244140625,573.9500122070312,1714367
2024-09-18,559.7577514648438,561.25,567.2999877929688,560.2000122070312,565.0,1084342
2024-09-19,564.7444458007812,566.25,570.5999755859375,559.0,561.6500244140625,2903901
2024-09-20,572.2743530273438,573.7999877929688,575.7999877929688,567.0,570.0,1123268
2024-09-23,573.4213256835938,574.9500122070312,578.4000244140625,570.2000122070312,577.0,1270240
2024-09-24,587.0349731445312,588.5999755859375,591.0499877929688,573.5499877929688,576.0,2847427
2024-09-25,585.389404296875,586.9500122070312,589.4000244140625,578.75,587.8499755859375,1620084
2024-09-26,580.9013671875,582.4500122070312,588.7999877929688,575.75,586.0,1272151
2024-09-27,581.848876953125,583.4000244140625,593.8499755859375,581.7000122070312,582.4500122070312,1825558
2024-09-30,581.4000244140625,582.9500122070312,587.75,579.0999755859375,583.4000244140625,1045014
2024-10-01,585.4392700195312,587.0,592.7999877929688,580.0,581.0499877929688,1183148
2024-10-03,561.154052734375,562.6500244140625,585.6500244140625,561.2999877929688,579.6500244140625,1985700
2024-10-04,549.6846313476562,551.1500244140625,565.25,549.0,561.5499877929688,2028215
2024-10-07,529.5382690429688,530.9500122070312,557.75,528.0499877929688,552.9000244140625,2140767
2024-10-08,536.419921875,537.8499755859375,541.2000122070312,526.25,526.3499755859375,995912
2024-10-09,528.6905517578125,530.0999755859375,543.7000122070312,529.2999877929688,542.0,1676338
2024-10-10,525.5489501953125,526.9500122070312,535.0,524.6500244140625,533.25,1139134
2024-10-11,527.79296875,529.2000122070312,531.9000244140625,526.0,528.0,730587
2024-10-14,531.8820190429688,533.2999877929688,536.7000122070312,527.7000122070312,531.0,708388
2024-10-15,537.56689453125,539.0,541.6500244140625,534.4000244140625,535.0,838947
2024-10-16,532.7297973632812,534.1500244140625,539.9000244140625,530.0499877929688,539.0,974494
2024-10-17,519.465087890625,520.8499755859375,537.4500122070312,519.2000122070312,536.0,1001847
2024-10-18,522.8560791015625,524.25,526.4500122070312,509.04998779296875,520.7999877929688,1760604
2024-10-21,508.893310546875,510.25,526.75,506.20001220703125,524.25,887540
2024-10-22,487.15130615234375,488.45001220703125,510.95001220703125,485.0,510.0,1913360
2024-10-23,491.63934326171875,492.95001220703125,500.70001220703125,482.0,490.0,973995
2024-10-24,503.5076904296875,504.8500061035156,507.8500061035156,490.8500061035156,497.0,856122
2024-10-25,487.3009033203125,488.6000061035156,507.20001220703125,480.3999938964844,505.0,1281829
2024-10-28,509.2424011230469,510.6000061035156,512.9500122070312,483.8999938964844,490.0,1480286
2024-10-29,513.4810791015625,514.8499755859375,519.7999877929688,504.25,512.0,1305318
2024-10-30,511.18719482421875,512.5499877929688,519.75,510.04998779296875,514.8499755859375,846325
2024-10-31,509.5415954589844,510.8999938964844,514.7999877929688,504.5,512.0,1019663
2024-11-01,524.3521118164062,525.75,528.3499755859375,512.0,512.5999755859375,1024045
2024-11-04,503.7071533203125,505.04998779296875,529.5,497.04998779296875,529.5,2703248
2024-11-05,509.4418640136719,510.79998779296875,513.25,501.6000061035156,505.0,1483256
2024-11-06,520.0635375976562,521.4500122070312,522.4500122070312,510.29998779296875,514.0,1055915
2024-11-07,513.6805419921875,515.0499877929688,525.4500122070312,512.4500122070312,522.0,892080
2024-11-08,473.1386413574219,474.3999938964844,519.0,472.5,518.0,8788529
2024-11-11,438.5807800292969,439.75,458.0,427.0,454.95001220703125,23768273
2024-11-12,444.066162109375,445.25,449.1499938964844,440.0,442.04998779296875,3393998
2024-11-13,427.5102844238281,428.6499938964844,446.0,426.20001220703125,446.0,2078650
2024-11-14,437.0847473144531,438.25,440.5,427.45001220703125,429.0,1303934
2024-11-18,430.1033630371094,431.25,439.0,429.5,439.0,1246002
2024-11-19,433.74365234375,434.8999938964844,441.95001220703125,431.0,433.0,965128
2024-11-21,424.4684143066406,425.6000061035156,433.0,423.0,432.0,1070614
2024-11-22,429.7044372558594,430.8500061035156,433.0,422.6000061035156,426.20001220703125,1013966
2024-11-25,436.7356872558594,437.8999938964844,441.5,434.75,435.70001220703125,1097493
2024-11-26,450.1499328613281,451.3500061035156,452.3999938964844,438.20001220703125,440.8999938964844,1987288
2024-11-27,451.54620361328125,452.75,458.0,447.54998779296875,452.8999938964844,2084239
2024-11-28,447.1579284667969,448.3500061035156,459.75,445.8500061035156,453.5,1150900
2024-11-29,447.1080322265625,448.29998779296875,451.95001220703125,445.20001220703125,447.20001220703125,600989
2024-12-02,442.7696228027344,443.95001220703125,448.0,440.20001220703125,448.0,1934835
2024-12-03,443.91656494140625,445.1000061035156,449.6499938964844,443.95001220703125,445.0,986176
2024-12-04,445.9112243652344,447.1000061035156,453.3500061035156,444.1000061035156,447.0,1171294
2024-12-05,447.8061828613281,449.0,451.3500061035156,441.8999938964844,450.0,1806969
2024-12-06,450.3992614746094,451.6000061035156,453.3999938964844,448.04998779296875,449.79998779296875,1245036
2024-12-09,447.207763671875,448.3999938964844,454.75,445.70001220703125,452.0,1785516
2024-12-10,446.409912109375,447.6000061035156,456.5,446.54998779296875,450.0,1746995
2024-12-11,445.4125671386719,446.6000061035156,452.25,446.0,449.70001220703125,712245
2024-12-12,436.5362243652344,437.70001220703125,448.95001220703125,436.3999938964844,447.0,1077646
2024-12-13,436.0375671386719,437.20001220703125,438.3500061035156,427.75,437.5,1089499
2024-12-16,437.2343444824219,438.3999938964844,442.6000061035156,433.29998779296875,439.6000061035156,860325
2024-12-17,428.0089416503906,429.1499938964844,439.79998779296875,428.0,438.3999938964844,1066205
2024-12-18,420.5787658691406,421.70001220703125,430.79998779296875,420.5,430.79998779296875,964910
2024-12-19,414.395263671875,415.5,418.04998779296875,413.25,415.0,1006346
2024-12-20,402.7762451171875,403.8500061035156,423.45001220703125,402.1000061035156,417.70001220703125,2108623
2024-12-23,408.41119384765625,409.5,410.8999938964844,403.04998779296875,405.95001220703125,1374736
2024-12-24,414.2955017089844,415.3999938964844,417.45001220703125,407.54998779296875,410.0,1372535
2024-12-26,412.1512451171875,413.25,416.75,408.1499938964844,415.5,1254637
2024-12-27,410.15655517578125,411.25,418.75,410.0,413.25,852460
2024-12-30,409.0096130371094,410.1000061035156,413.75,407.0,411.45001220703125,1295793
2024-12-31,408.959716796875,410.04998779296875,413.5,406.0,410.1000061035156,854965
2025-01-01,414.99365234375,416.1000061035156,418.3999938964844,409.20001220703125,410.3500061035156,861021
2025-01-02,414.1459045410156,415.25,418.5,407.0,416.1499938964844,1248680
2025-01-03,418.9830322265625,420.1000061035156,424.3999938964844,415.20001220703125,415.95001220703125,1275032
2025-01-06,402.7762451171875,403.8500061035156,421.0,402.0,421.0,1215415
2025-01-07,404.2722473144531,405.3500061035156,414.25,404.79998779296875,406.0,1170873
2025-01-08,396.79217529296875,397.8500061035156,407.3500061035156,390.25,405.5,2674511
2025-01-09,412.30084228515625,413.3999938964844,417.3500061035156,397.8500061035156,398.54998779296875,7735966
2025-01-10,420.6286315917969,421.75,432.0,397.04998779296875,413.3999938964844,6109270
2025-01-13,408.3613586425781,409.45001220703125,434.8500061035156,407.54998779296875,415.0,5697469
2025-01-14,408.2615966796875,409.3500061035156,416.75,403.25,410.45001220703125,1807357
2025-01-15,428.60736083984375,429.75,432.0,411.70001220703125,411.70001220703125,3320720
2025-01-16,437.58343505859375,438.75,440.79998779296875,431.3500061035156,433.0,2213536
2025-01-17,441.52294921875,442.70001220703125,444.3999938964844,435.6499938964844,436.8999938964844,1304832
2025-01-20,447.9557800292969,449.1499938964844,450.6000061035156,443.04998779296875,446.3999938964844,2686026
2025-01-21,451.84539794921875,453.04998779296875,466.3999938964844,450.45001220703125,451.8500061035156,8709687
2025-01-22,439.6778564453125,440.8500061035156,456.25,428.1499938964844,455.79998779296875,3307939
2025-01-23,447.2576599121094,448.45001220703125,452.0,436.04998779296875,440.54998779296875,1474236
2025-01-24,437.88262939453125,439.04998779296875,452.95001220703125,436.1000061035156,450.0,1822249
2025-01-27,417.7363586425781,418.8500061035156,435.0,415.3999938964844,435.0,1679630
2025-01-28,409.3088073730469,410.3999938964844,422.0,406.95001220703125,418.8500061035156,2052054
2025-01-29,426.76226806640625,427.8999938964844,429.6000061035156,408.54998779296875,412.0,3564254
2025-01-30,436.8354187011719,438.0,441.95001220703125,428.3999938964844,431.79998779296875,2179795
2025-01-31,443.51763916015625,444.70001220703125,451.8500061035156,438.6000061035156,450.0,2624458
2025-02-01,458.4278564453125,459.6499938964844,463.8500061035156,439.1000061035156,447.70001220703125,2427806
2025-02-03,451.3966064453125,452.6000061035156,468.3999938964844,428.5,445.04998779296875,6114774
2025-02-04,454.7875671386719,456.0,462.0,451.45001220703125,454.0,1514067
2025-02-05,464.51165771484375,465.75,468.54998779296875,452.54998779296875,455.0,1555472
2025-02-06,468.70050048828125,469.95001220703125,477.75,466.95001220703125,468.8999938964844,3927656
2025-02-07,464.1625671386719,465.3999938964844,471.6000061035156,460.8999938964844,469.95001220703125,928326
2025-02-10,454.3387451171875,455.54998779296875,467.8500061035156,451.6499938964844,466.8999938964844,821435
2025-02-11,438.6805114746094,439.8500061035156,457.29998779296875,437.20001220703125,456.0,1055552
2025-02-12,441.0741271972656,442.25,447.75,424.25,439.8500061035156,1708158
2025-02-13,431.3002014160156,432.45001220703125,445.3500061035156,431.0,442.04998779296875,879597
2025-02-14,413.8467102050781,414.95001220703125,432.8999938964844,409.79998779296875,431.25,1422199
2025-02-17,417.18780517578125,418.29998779296875,422.3500061035156,405.0,409.3500061035156,1055177
2025-02-18,408.81011962890625,409.8999938964844,418.54998779296875,404.1499938964844,418.29998779296875,868811
2025-02-19,415.54217529296875,416.6499938964844,419.5,406.3999938964844,408.95001220703125,651103
2025-02-20,421.825439453125,422.95001220703125,424.8500061035156,412.3500061035156,414.5,594697
2025-02-21,411.5528259277344,412.6499938964844,427.1000061035156,411.0,421.0,768124
2025-02-24,405.1698303222656,406.25,411.95001220703125,402.79998779296875,411.95001220703125,941556
2025-02-25,401.130615234375,402.20001220703125,410.3999938964844,401.04998779296875,406.0,911831
2025-02-27,394.7975158691406,395.8500061035156,404.5,392.3999938964844,402.20001220703125,1108424
2025-02-28,375.0002746582031,376.0,392.79998779296875,374.45001220703125,392.0,2310606
2025-03-03,380.48565673828125,381.5,383.0,364.1499938964844,377.0,1581657
2025-03-04,380.9344787597656,381.95001220703125,390.6000061035156,374.5,376.0,952392
2025-03-05,400.88128662109375,401.95001220703125,402.5,382.3999938964844,382.8999938964844,1134502
2025-03-06,409.8074645996094,410.8999938964844,412.3500061035156,402.0,402.04998779296875,1165670
2025-03-07,405.2196960449219,406.29998779296875,413.54998779296875,405.04998779296875,409.0,727563
2025-03-10,389.96038818359375,391.0,414.3999938964844,389.1000061035156,406.29998779296875,1199199
2025-03-11,391.6059875488281,392.6499938964844,398.45001220703125,384.0,391.5,1338571
2025-03-12,390.7084045410156,391.75,397.3999938964844,384.70001220703125,394.0,835049
2025-03-13,381.7323303222656,382.75,393.79998779296875,382.1000061035156,392.0,674427
2025-03-17,383.6771545410156,384.70001220703125,388.20001220703125,382.25,385.0,821154
2025-03-18,383.6771545410156,384.70001220703125,384.70001220703125,384.70001220703125,384.70001220703125,0
2025-03-19,398.2882080078125,399.3500061035156,402.5,389.29998779296875,391.5,1344897
2025-03-20,398.1884460449219,399.25,405.0,396.20001220703125,405.0,1067701
2025-03-21,406.16717529296875,407.25,409.45001220703125,398.3500061035156,400.04998779296875,1851839
2025-03-24,407.3141174316406,408.3999938964844,412.20001220703125,406.29998779296875,410.3999938964844,1314862
2025-03-25,396.842041015625,397.8999938964844,412.1000061035156,396.54998779296875,411.29998779296875,1933568
2025-03-26,388.4145202636719,389.45001220703125,398.8999938964844,388.1499938964844,398.04998779296875,1191290
2025-03-27,394.44842529296875,395.5,397.5,385.20001220703125,386.0,1907764
2025-03-28,389.7110595703125,390.75,407.70001220703125,388.5,395.0,1488982
2025-04-01,390.1099853515625,391.1499938964844,397.45001220703125,388.04998779296875,391.25,888899
2025-04-02,399.73431396484375,400.79998779296875,401.79998779296875,382.79998779296875,392.0,1021388
2025-04-03,397.3905944824219,398.45001220703125,404.25,389.0,394.0,1284877
2025-04-04,373.0554504394531,374.04998779296875,400.3500061035156,372.0,398.45001220703125,2290992
2025-04-07,354.1558532714844,355.1000061035156,360.75,344.20001220703125,357.54998779296875,2097108
2025-04-08,363.03216552734375,364.0,368.0,355.5,364.8999938964844,1039376
2025-04-09,356.7987976074219,357.75,364.5,354.20001220703125,364.0,655151
2025-04-11,381.9317932128906,382.95001220703125,387.1000061035156,362.79998779296875,367.04998779296875,2925148
2025-04-15,397.2908630371094,398.3500061035156,401.5,386.1000061035156,387.8999938964844,2101013
2025-04-16,403.12530517578125,404.20001220703125,407.79998779296875,396.04998779296875,399.0,1527743
2025-04-17,398.6871337890625,399.75,405.8999938964844,398.29998779296875,402.95001220703125,1260779
2025-04-21,420.5289001464844,421.6499938964844,426.5,399.04998779296875,401.1000061035156,3765360
2025-04-22,432.99566650390625,434.1499938964844,444.79998779296875,421.95001220703125,427.0,5603403
2025-04-23,431.6991271972656,432.8500061035156,446.0,428.0,436.3500061035156,1894189
