date_,adj close_unionbank.ns,close_unionbank.ns,high_unionbank.ns,low_unionbank.ns,open_unionbank.ns,volume_unionbank.ns
2024-04-02,147.7569122314453,156.8000030517578,158.1999969482422,155.60000610351562,156.60000610351562,8622393
2024-04-03,148.4165496826172,157.5,158.1999969482422,155.0,157.0,13943614
2024-04-04,149.92428588867188,159.10000610351562,160.14999389648438,157.10000610351562,159.14999389648438,15754706
2024-04-05,150.96083068847656,160.1999969482422,163.1999969482422,158.10000610351562,159.14999389648438,19219975
2024-04-08,146.0607452392578,155.0,159.39999389648438,154.10000610351562,158.0,17595394
2024-04-09,142.71546936035156,151.4499969482422,156.5,151.0,155.89999389648438,15084804
2024-04-10,142.1971893310547,150.89999389648438,152.1999969482422,149.85000610351562,151.85000610351562,17948422
2024-04-12,140.59523010253906,149.1999969482422,153.35000610351562,149.0,151.0,16088871
2024-04-15,136.92015075683594,145.3000030517578,147.1999969482422,143.39999389648438,145.0,15095810
2024-04-16,134.98837280273438,143.25,146.5,142.85000610351562,144.14999389648438,11737571
2024-04-18,134.32876586914062,142.5500030517578,146.89999389648438,141.35000610351562,144.3000030517578,11659346
2024-04-19,132.58544921875,140.6999969482422,141.75,138.10000610351562,140.60000610351562,16570593
2024-04-22,141.9145050048828,150.60000610351562,152.0,142.6999969482422,142.6999969482422,27745626
2024-04-23,138.42787170410156,146.89999389648438,152.10000610351562,146.1999969482422,151.64999389648438,18952074
2024-04-24,138.61634826660156,147.10000610351562,148.9499969482422,146.5,148.3000030517578,8377083
2024-04-25,141.34909057617188,150.0,151.0,146.75,147.5,17834511
2024-04-26,142.1971893310547,150.89999389648438,153.3000030517578,150.3000030517578,151.5,14002368
2024-04-29,147.70980834960938,156.75,157.0,151.85000610351562,152.0,23970707
2024-04-30,145.30685424804688,154.1999969482422,157.0,153.25,157.0,16033285
2024-05-02,145.7309112548828,154.64999389648438,155.6999969482422,153.8000030517578,155.0,8371301
2024-05-03,143.7049102783203,152.5,156.0,149.4499969482422,155.60000610351562,13310526
2024-05-06,139.18174743652344,147.6999969482422,154.1999969482422,145.0,154.0,17264861
2024-05-07,133.62200927734375,141.8000030517578,150.0,140.8000030517578,150.0,20164121
2024-05-08,135.78936767578125,144.10000610351562,145.8000030517578,140.85000610351562,142.5,16847052
2024-05-09,133.90472412109375,142.10000610351562,147.10000610351562,140.8000030517578,145.0,14936492
2024-05-10,133.81048583984375,142.0,143.9499969482422,137.5500030517578,143.1999969482422,16412431
2024-05-13,128.533447265625,136.39999389648438,139.39999389648438,130.35000610351562,138.9499969482422,33666442
2024-05-14,125.9420394897461,133.64999389648438,137.9499969482422,133.39999389648438,137.85000610351562,17206316
2024-05-15,130.93637084960938,138.9499969482422,140.60000610351562,134.8000030517578,135.10000610351562,19140585
2024-05-16,132.58544921875,140.6999969482422,143.35000610351562,138.85000610351562,139.8000030517578,16210090
2024-05-17,131.1248321533203,139.14999389648438,141.14999389648438,139.0,140.6999969482422,11480094
2024-05-21,134.51722717285156,142.75,143.75,139.25,141.39999389648438,16455024
2024-05-22,139.65289306640625,148.1999969482422,149.5500030517578,143.5,143.89999389648438,29496408
2024-05-23,143.7991485595703,152.60000610351562,153.0,148.9499969482422,149.0,18477670
2024-05-24,147.47422790527344,156.5,157.0,151.1999969482422,152.0,31907317
2024-05-27,150.77236938476562,160.0,161.8000030517578,156.14999389648438,157.1999969482422,26988783
2024-05-28,148.79347229003906,157.89999389648438,160.39999389648438,151.0,159.1999969482422,23175943
2024-05-29,146.0607452392578,155.0,158.75,154.5,155.85000610351562,11401297
2024-05-30,143.7991485595703,152.60000610351562,156.6999969482422,151.75,154.75,11542863
2024-05-31,150.91371154785156,160.14999389648438,161.60000610351562,149.0,153.1999969482422,76445028
2024-06-03,160.19564819335938,170.0,172.5,163.89999389648438,168.0,37182648
2024-06-04,130.98350524902344,139.0,169.89999389648438,136.0,169.89999389648438,58454122
2024-06-05,132.82102966308594,140.9499969482422,143.6999969482422,129.5500030517578,142.0500030517578,39006751
2024-06-06,136.21340942382812,144.5500030517578,149.89999389648438,143.0500030517578,144.75,23237245
2024-06-07,138.0038299560547,146.4499969482422,150.75,145.64999389648438,147.0,17894835
2024-06-10,138.72943115234375,147.22000122070312,151.0,146.5,148.0,16860939
2024-06-11,137.86248779296875,146.3000030517578,148.3000030517578,145.3000030517578,148.14999389648438,16386567
2024-06-12,138.8802032470703,147.3800048828125,148.8000030517578,146.58999633789062,147.0,16530250
2024-06-13,137.8059539794922,146.24000549316406,149.13999938964844,145.75999450683594,148.80999755859375,10014371
2024-06-14,139.04039001464844,147.5500030517578,147.85000610351562,144.85000610351562,146.5399932861328,8892430
2024-06-18,138.56924438476562,147.0500030517578,148.6199951171875,146.35000610351562,148.60000610351562,8014001
2024-06-19,138.7576904296875,147.25,149.10000610351562,145.3000030517578,147.64999389648438,9434557
2024-06-20,137.49497985839844,145.91000366210938,148.94000244140625,145.0,147.85000610351562,11132479
2024-06-21,138.465576171875,146.94000244140625,147.49000549316406,144.75,147.39999389648438,12066820
2024-06-24,133.32989501953125,141.49000549316406,145.0,141.00999450683594,142.10000610351562,19720757
2024-06-25,132.12371826171875,140.2100067138672,143.25,139.5,142.5,14819259
2024-06-26,132.36871337890625,140.47000122070312,141.41000366210938,138.85000610351562,140.60000610351562,17100052
2024-06-27,130.40866088867188,138.38999938964844,140.47000122070312,137.25,140.47000122070312,15516200
2024-06-28,128.8067169189453,136.69000244140625,141.3000030517578,136.3800048828125,138.89999389648438,17791152
2024-07-01,127.59111022949219,135.39999389648438,137.39999389648438,135.0,137.38999938964844,15752734
2024-07-02,126.37551879882812,134.11000061035156,136.9499969482422,133.5,135.89999389648438,13862976
2024-07-03,128.3261260986328,136.17999267578125,136.89999389648438,134.5500030517578,135.0500030517578,11382619
2024-07-04,128.09054565429688,135.92999267578125,137.25999450683594,134.89999389648438,137.0500030517578,9703546
2024-07-05,127.9020767211914,135.72999572753906,137.1999969482422,135.1999969482422,135.5,9751722
2024-07-08,125.55569458007812,133.24000549316406,135.8000030517578,133.0,135.0,10139728
2024-07-09,131.71852111816406,139.77999877929688,140.7899932861328,133.61000061035156,133.8699951171875,24150550
2024-07-10,130.3898162841797,138.3699951171875,141.07000732421875,135.85000610351562,140.3000030517578,10287227
2024-07-11,128.89154052734375,136.77999877929688,139.4499969482422,136.0,139.3000030517578,9215193
2024-07-12,128.26016235351562,136.11000061035156,139.0500030517578,135.8000030517578,136.5,9543098
2024-07-15,131.15310668945312,139.17999267578125,141.0,135.39999389648438,136.5,22327366
2024-07-16,131.59600830078125,139.64999389648438,142.74000549316406,139.00999450683594,140.17999267578125,13617156
2024-07-18,131.73736572265625,139.8000030517578,141.8000030517578,139.0399932861328,140.0,14015928
2024-07-19,131.2053680419922,135.64999389648438,137.39999389648438,135.10000610351562,137.0,9426470
2024-07-22,131.7083282470703,136.1699981689453,138.9600067138672,133.50999450683594,134.64999389648438,12569391
2024-07-23,130.31552124023438,134.72999572753906,137.17999267578125,129.10000610351562,136.97999572753906,12529462
2024-07-24,130.11241149902344,134.52000427246094,136.35000610351562,133.4499969482422,134.00999450683594,8709147
2024-07-25,127.70398712158203,132.02999877929688,133.8800048828125,131.66000366210938,133.8800048828125,9428228
2024-07-26,128.51646423339844,132.8699951171875,133.35000610351562,130.82000732421875,132.3000030517578,8580365
2024-07-29,132.375732421875,136.86000061035156,137.1199951171875,134.25,134.25,15178338
2024-07-30,130.47994995117188,134.89999389648438,137.4600067138672,134.64999389648438,136.5,11787457
2024-07-31,130.3832244873047,134.8000030517578,135.5,134.11000061035156,135.25,7821311
2024-08-01,130.82815551757812,135.25999450683594,136.08999633789062,134.39999389648438,135.69000244140625,7500594
2024-08-02,128.9033660888672,133.27000427246094,134.39999389648438,131.7899932861328,134.3000030517578,8343959
2024-08-05,121.61041259765625,125.7300033569336,129.83999633789062,125.18000030517578,129.5,22510832
2024-08-06,118.70870971679688,122.7300033569336,128.5,122.05999755859375,127.0,10663265
2024-08-07,118.16705322265625,122.16999816894531,125.44000244140625,120.83999633789062,125.0,17701548
2024-08-08,116.45504760742188,120.4000015258789,124.75,120.0999984741211,122.80000305175781,12293949
2024-08-09,118.98919677734375,123.0199966430664,123.37000274658203,121.2300033569336,122.3499984741211,10893251
2024-08-12,117.58670806884766,121.56999969482422,122.87999725341797,120.30999755859375,122.51000213623047,12166477
2024-08-13,115.45880126953125,119.37000274658203,122.33000183105469,119.0199966430664,122.0,12424537
2024-08-14,112.87627410888672,116.69999694824219,119.91999816894531,116.30000305175781,119.5,14750576
2024-08-16,113.67908477783203,117.52999877929688,118.94000244140625,116.69999694824219,117.73999786376953,8032926
2024-08-19,116.2519302368164,120.19000244140625,121.19000244140625,118.20999908447266,118.51000213623047,8738303
2024-08-20,121.44597625732422,125.55999755859375,127.0,120.0199966430664,121.41999816894531,18480067
2024-08-21,120.76891326904297,124.86000061035156,126.25,124.05000305175781,126.0,6350192
2024-08-22,123.49651336669922,127.68000030517578,128.0,124.87000274658203,125.4000015258789,10170504
2024-08-23,122.91617584228516,127.08000183105469,128.02000427246094,125.87000274658203,127.69999694824219,7380835
2024-08-26,120.47874450683594,124.55999755859375,127.75,124.19999694824219,127.0999984741211,9410059
2024-08-27,120.44972229003906,124.52999877929688,125.37000274658203,123.9000015258789,124.80000305175781,5719506
2024-08-28,119.29871368408203,123.33999633789062,125.25,122.91000366210938,124.58999633789062,6711889
2024-08-29,119.19232177734375,123.2300033569336,123.79000091552734,121.4000015258789,123.33999633789062,9647527
2024-08-30,117.55769348144531,121.54000091552734,125.38999938964844,121.0999984741211,123.8499984741211,13015776
2024-09-02,118.40885925292969,122.41999816894531,123.4000015258789,120.51000213623047,122.48999786376953,9080218
2024-09-03,118.52493286132812,122.54000091552734,123.44999694824219,121.4800033569336,122.94999694824219,8543755
2024-09-04,118.06065368652344,122.05999755859375,122.6500015258789,120.0,120.0,7475894
2024-09-05,118.95051574707031,122.9800033569336,123.62000274658203,122.0,122.9800033569336,5827144
2024-09-06,117.22882843017578,121.19999694824219,123.51000213623047,120.51000213623047,122.94999694824219,7379080
2024-09-09,116.1455307006836,120.08000183105469,120.9000015258789,117.11000061035156,120.51000213623047,12913331
2024-09-10,117.20948791503906,121.18000030517578,123.0,120.68000030517578,121.55000305175781,6293832
2024-09-11,113.70809936523438,117.55999755859375,121.27999877929688,117.25,121.0,6913248
2024-09-12,114.33679962158203,118.20999908447266,121.4000015258789,117.80000305175781,119.19000244140625,7510455
2024-09-13,116.2519302368164,120.19000244140625,121.75,118.0,118.98999786376953,11548234
2024-09-16,119.1729736328125,123.20999908447266,127.30000305175781,121.69999694824219,122.80000305175781,27066741
2024-09-17,120.06282806396484,124.12999725341797,124.4800033569336,121.83000183105469,123.22000122070312,9509474
2024-09-18,118.9601821899414,122.98999786376953,124.30000305175781,122.29000091552734,124.0,6371039
2024-09-19,118.60231018066406,122.62000274658203,123.88999938964844,119.30000305175781,123.3499984741211,9388649
2024-09-20,119.3857650756836,123.43000030517578,125.5,122.80000305175781,122.80000305175781,14117339
2024-09-23,123.1966781616211,127.37000274658203,127.94999694824219,122.5199966430664,124.4000015258789,16543781
2024-09-24,123.12896728515625,127.30000305175781,128.5,126.55999755859375,128.10000610351562,10044990
2024-09-25,122.83879852294922,127.0,129.0,125.66999816894531,129.0,9163939
2024-09-26,122.80010223388672,126.95999908447266,127.55000305175781,124.62000274658203,126.5,8084395
2024-09-27,119.46315002441406,123.51000213623047,127.55000305175781,121.47000122070312,127.4000015258789,31323568
2024-09-30,118.74739074707031,122.7699966430664,123.9000015258789,122.19999694824219,123.19999694824219,12931210
2024-10-01,117.8672103881836,121.86000061035156,123.63999938964844,121.5,122.55999755859375,4801876
2024-10-03,115.08158111572266,118.9800033569336,121.22000122070312,118.7300033569336,120.0,10929576
2024-10-04,114.96550750732422,118.86000061035156,120.86000061035156,116.7300033569336,118.5,13145222
2024-10-07,110.30343627929688,114.04000091552734,120.19000244140625,112.58999633789062,119.44999694824219,13576169
2024-10-08,110.806396484375,114.55999755859375,114.9000015258789,112.9000015258789,113.51000213623047,7239203
2024-10-09,111.03853607177734,114.80000305175781,117.73999786376953,114.55999755859375,115.4000015258789,6626406
2024-10-10,110.27442169189453,114.01000213623047,116.23999786376953,113.70999908447266,115.30000305175781,4773755
2024-10-11,110.38081359863281,114.12000274658203,114.6500015258789,113.25,114.05000305175781,5448535
2024-10-14,110.3131103515625,114.05000305175781,116.44999694824219,113.33999633789062,114.44999694824219,10010655
2024-10-15,109.48128509521484,113.19000244140625,115.37999725341797,112.19999694824219,114.5999984741211,9770330
2024-10-16,108.29158782958984,111.95999908447266,114.3499984741211,111.72000122070312,113.18000030517578,9657072
2024-10-17,107.87567138671875,111.52999877929688,113.83000183105469,110.69999694824219,112.45999908447266,10159094
2024-10-18,108.5430679321289,112.22000122070312,114.2699966430664,110.2699966430664,111.16000366210938,11285455
2024-10-21,108.00141906738281,111.66000366210938,114.11000061035156,111.19999694824219,112.6500015258789,8437712
2024-10-22,105.66070556640625,109.23999786376953,113.19999694824219,108.30999755859375,113.19999694824219,17168854
2024-10-23,105.76710510253906,109.3499984741211,111.43000030517578,106.9000015258789,109.5,12706619
2024-10-24,106.6569595336914,110.2699966430664,111.77999877929688,108.0999984741211,109.3499984741211,8549338
2024-10-25,104.69347381591797,108.23999786376953,110.7699966430664,106.68000030517578,110.44999694824219,8890099
2024-10-28,109.1717758178711,112.87000274658203,113.47000122070312,108.16000366210938,108.79000091552734,10326648
2024-10-29,112.13150787353516,115.93000030517578,116.19999694824219,111.56999969482422,112.87000274658203,9796225
2024-10-30,112.85693359375,116.68000030517578,118.69999694824219,114.88999938964844,115.93000030517578,9785179
2024-10-31,113.33087921142578,117.16999816894531,118.19999694824219,115.62000274658203,116.41999816894531,5161468
2024-11-01,113.98859405517578,117.8499984741211,118.0999984741211,117.5999984741211,118.0,1174904
2024-11-04,112.17019653320312,115.97000122070312,118.69999694824219,113.16000366210938,118.69999694824219,10185394
2024-11-05,113.53399658203125,117.37999725341797,118.4000015258789,114.88999938964844,115.94000244140625,7204485
2024-11-06,116.85160827636719,120.80999755859375,121.63999938964844,117.72000122070312,118.16999816894531,11111457
2024-11-07,116.13585662841797,120.06999969482422,122.41000366210938,119.8499984741211,120.80999755859375,6601342
2024-11-08,113.6694107055664,117.5199966430664,120.69999694824219,116.63999938964844,120.62000274658203,7220742
2024-11-11,115.24600219726562,119.1500015258789,119.63999938964844,116.05000305175781,117.5,7359808
2024-11-12,115.10092163085938,119.0,120.63999938964844,117.80000305175781,119.16000366210938,7092442
2024-11-13,111.870361328125,115.66000366210938,117.8499984741211,114.70999908447266,117.5999984741211,8694315
2024-11-14,110.16802215576172,113.9000015258789,117.63999938964844,113.25,115.66000366210938,6290516
2024-11-18,111.40608215332031,115.18000030517578,116.0,112.0,114.0,6674880
2024-11-19,112.21855926513672,116.0199966430664,117.79000091552734,115.0999984741211,115.18000030517578,5367834
2024-11-21,111.44477081298828,115.22000122070312,115.83000183105469,112.33999633789062,115.5,9168096
2024-11-22,111.27066802978516,115.04000091552734,116.88999938964844,114.80999755859375,115.27999877929688,7863396
2024-11-25,115.86503601074219,119.79000091552734,121.33999633789062,117.08999633789062,117.08999633789062,17624755
2024-11-26,117.42228698730469,121.4000015258789,121.6500015258789,119.36000061035156,119.9000015258789,6930332
2024-11-27,118.8537826538086,122.87999725341797,123.5,120.23999786376953,122.44000244140625,7535056
2024-11-28,117.7027816772461,121.69000244140625,124.18000030517578,121.05000305175781,122.94999694824219,11913462
2024-11-29,117.63507843017578,121.62000274658203,126.19999694824219,121.05000305175781,122.69999694824219,23869952
2024-12-02,115.8070068359375,119.7300033569336,122.25,119.41000366210938,122.0,9218004
2024-12-03,121.92959594726562,126.05999755859375,126.5,120.56999969482422,120.8499984741211,28256395
2024-12-04,124.1252212524414,128.3300018310547,128.99000549316406,125.5,126.69999694824219,21643686
2024-12-05,123.61258697509766,127.80000305175781,129.27000427246094,126.01000213623047,128.99000549316406,10374429
2024-12-06,124.68621826171875,128.91000366210938,130.89999389648438,126.77999877929688,128.3000030517578,15783081
2024-12-09,125.02474212646484,129.25999450683594,130.61000061035156,128.00999450683594,128.24000549316406,11039235
2024-12-10,125.23753356933594,129.47999572753906,130.8000030517578,128.8699951171875,129.25999450683594,10584386
2024-12-11,124.95703887939453,129.19000244140625,129.99000549316406,128.10000610351562,129.5,8160003
2024-12-12,124.6572036743164,128.8800048828125,129.77000427246094,128.22000122070312,129.0,6457421
2024-12-13,123.08060455322266,127.25,129.0,123.83999633789062,128.5500030517578,10915461
2024-12-16,124.6765365600586,128.89999389648438,129.39999389648438,126.80000305175781,127.30999755859375,8082405
2024-12-17,120.98170471191406,125.08000183105469,129.25,124.4800033569336,128.47999572753906,8041026
2024-12-18,118.8441162109375,122.87000274658203,125.36000061035156,122.5,124.87999725341797,8626232
2024-12-19,117.03538513183594,121.0,122.4000015258789,119.11000061035156,119.98999786376953,8500346
2024-12-20,112.95365905761719,116.77999877929688,121.62999725341797,116.0999984741211,120.69999694824219,12508798
2024-12-23,115.34272766113281,119.25,119.62999725341797,115.8499984741211,117.19000244140625,10487387
2024-12-24,114.28844451904297,118.16000366210938,119.58999633789062,117.0,118.7300033569336,5092612
2024-12-26,115.14928436279297,119.05000305175781,120.56999969482422,118.19999694824219,118.19999694824219,6728140
2024-12-27,114.00794982910156,117.87000274658203,119.52999877929688,117.5999984741211,118.80000305175781,2936157
2024-12-30,115.03321075439453,118.93000030517578,121.33000183105469,117.13999938964844,117.8499984741211,34622127
2024-12-31,116.42603302001953,120.37000274658203,120.81999969482422,117.41999816894531,117.9800033569336,7304645
2025-01-01,119.02788543701172,123.05999755859375,124.08000183105469,119.44999694824219,120.0,8788317
2025-01-02,117.43196105957031,121.41000366210938,123.80000305175781,118.0999984741211,123.6500015258789,14864682
2025-01-03,119.99512481689453,124.05999755859375,126.8499984741211,122.23999786376953,122.5999984741211,17615033
2025-01-06,110.9611587524414,114.72000122070312,123.80999755859375,113.70999908447266,123.80999755859375,52447693
2025-01-07,109.11373138427734,112.80999755859375,115.80000305175781,112.55999755859375,114.73999786376953,15013620
2025-01-08,107.47911071777344,111.12000274658203,113.41000366210938,110.25,113.0,11406449
2025-01-09,104.51937103271484,108.05999755859375,111.69999694824219,107.7699966430664,111.2300033569336,10705000
2025-01-10,100.224853515625,103.62000274658203,108.05000305175781,103.0999984741211,107.11000061035156,19105349
2025-01-13,97.93250274658203,101.25,104.58999633789062,100.80999755859375,102.4000015258789,18743777
2025-01-14,100.6697769165039,104.08000183105469,104.87000274658203,101.70999908447266,101.75,17767397
2025-01-15,102.6139144897461,106.08999633789062,107.0,104.25,105.0999984741211,12714514
2025-01-16,106.3281021118164,109.93000030517578,111.38999938964844,107.55999755859375,108.0,19433784
2025-01-17,105.13839721679688,108.69999694824219,109.58000183105469,108.0,109.0999984741211,6345591
2025-01-20,107.97239685058594,111.62999725341797,112.44999694824219,108.70999908447266,109.5,12915935
2025-01-21,105.94120788574219,109.52999877929688,112.5999984741211,109.0999984741211,112.5,8077443
2025-01-22,106.39580535888672,110.0,110.63999938964844,107.95999908447266,109.93000030517578,9893570
2025-01-23,106.10563659667969,109.69999694824219,110.5999984741211,108.58000183105469,109.70999908447266,5207678
2025-01-24,103.7842788696289,107.30000305175781,110.0,106.5,109.91999816894531,5216313
2025-01-27,102.13030242919922,105.58999633789062,106.9800033569336,104.47000122070312,106.75,8933863
2025-01-28,106.94712829589844,110.56999969482422,113.13999938964844,108.01000213623047,109.11000061035156,44234897
2025-01-29,108.85258483886719,112.54000091552734,113.73999786376953,110.29000091552734,112.0,11886270
2025-01-30,107.41140747070312,111.05000305175781,113.72000122070312,110.80999755859375,112.55000305175781,7962048
2025-01-31,111.70592498779297,115.48999786376953,115.80000305175781,111.0999984741211,111.3499984741211,12849018
2025-02-01,108.755859375,112.44000244140625,116.79000091552734,111.19999694824219,115.80000305175781,8892952
2025-02-03,105.57366180419922,109.1500015258789,111.51000213623047,108.37000274658203,111.20999908447266,7636353
2025-02-04,110.14867401123047,113.87999725341797,114.0999984741211,110.27999877929688,110.44999694824219,10610648
2025-02-05,115.31371307373047,119.22000122070312,120.0,116.12999725341797,116.55000305175781,32829349
2025-02-06,115.45880126953125,119.37000274658203,121.0,118.37000274658203,121.0,10048273
2025-02-07,113.98859405517578,117.8499984741211,121.87000274658203,117.48999786376953,119.0,14207366
2025-02-10,111.0868911743164,114.8499984741211,118.05000305175781,114.29000091552734,117.8499984741211,5737779
2025-02-11,106.98582458496094,110.61000061035156,115.97000122070312,110.05000305175781,115.0,13399832
2025-02-12,111.21263885498047,114.9800033569336,115.38999938964844,109.30000305175781,111.4000015258789,20452128
2025-02-13,109.31684875488281,113.0199966430664,115.80000305175781,112.5999984741211,115.19999694824219,7964717
2025-02-14,105.85415649414062,109.44000244140625,114.0,108.20999908447266,113.51000213623047,8407342
2025-02-17,105.43824768066406,109.01000213623047,109.7699966430664,106.62999725341797,109.7699966430664,7460353
2025-02-18,106.13465881347656,109.7300033569336,109.98999786376953,106.69000244140625,108.5,9400830
2025-02-19,111.15460205078125,114.91999816894531,115.30000305175781,107.86000061035156,109.38999938964844,14871033
2025-02-20,113.24382781982422,117.08000183105469,118.0,113.26000213623047,114.0,11571444
2025-02-21,111.88970184326172,115.68000030517578,117.6500015258789,114.5,116.25,11773517
2025-02-24,113.45661926269531,117.30000305175781,117.66999816894531,114.01000213623047,114.5999984741211,7889355
2025-02-25,112.4797134399414,116.29000091552734,118.0,115.01000213623047,117.76000213623047,7251739
2025-02-27,111.35771942138672,115.12999725341797,117.69999694824219,114.30000305175781,116.75,8237385
2025-02-28,108.427001953125,112.0999984741211,114.55000305175781,110.0199966430664,114.29000091552734,15250390
2025-03-03,105.49627685546875,109.06999969482422,113.37000274658203,107.91000366210938,112.0999984741211,7583589
2025-03-04,108.97832489013672,112.66999816894531,113.9000015258789,107.5999984741211,108.0,14949162
2025-03-05,112.17019653320312,115.97000122070312,116.87999725341797,112.45999908447266,112.66999816894531,11020030
2025-03-06,113.0697250366211,116.9000015258789,118.25,116.44999694824219,117.91000366210938,5960499
2025-03-07,113.92089080810547,117.77999877929688,118.0,116.48999786376953,116.80000305175781,6559818
2025-03-10,110.43885040283203,114.18000030517578,118.76000213623047,112.8499984741211,117.41000366210938,7313320
2025-03-11,111.0868911743164,114.8499984741211,115.38999938964844,112.4000015258789,113.16999816894531,6465246
2025-03-12,109.87785339355469,113.5999984741211,115.69999694824219,112.61000061035156,115.69999694824219,6991957
2025-03-13,109.97457122802734,113.69999694824219,115.4000015258789,112.98999786376953,114.0,5896494
2025-03-17,108.85258483886719,112.54000091552734,114.69999694824219,112.16999816894531,114.36000061035156,4665767
2025-03-18,108.85258483886719,112.54000091552734,112.54000091552734,112.54000091552734,112.54000091552734,0
2025-03-19,115.75863647460938,119.68000030517578,120.0999984741211,117.72000122070312,118.0,8683377
