date_,adj close_hindalco.ns,close_hindalco.ns,high_hindalco.ns,low_hindalco.ns,open_hindalco.ns,volume_hindalco.ns
2024-05-09,611.3859252929688,619.4000244140625,637.75,615.0,634.0,6588118
2024-05-10,617.5056762695312,625.5999755859375,629.5499877929688,618.0,620.0999755859375,4364788
2024-05-13,625.303466796875,633.5,636.1500244140625,614.2999877929688,625.0999755859375,3582386
2024-05-14,638.2833251953125,646.6500244140625,649.5,638.2000122070312,644.3499755859375,8339846
2024-05-15,645.2421264648438,653.7000122070312,659.0,648.7000122070312,653.0,6764257
2024-05-16,644.8966064453125,653.3499755859375,666.0,643.25,660.0,8781056
2024-05-17,646.969482421875,655.4500122070312,658.7999877929688,650.4000244140625,653.0,5026205
2024-05-21,684.6258544921875,693.5999755859375,695.4000244140625,663.2000122070312,666.2999877929688,15976672
2024-05-22,675.6929931640625,684.5499877929688,698.7000122070312,677.4000244140625,698.5499877929688,8004434
2024-05-23,668.043212890625,676.7999877929688,678.5499877929688,665.9500122070312,675.1500244140625,9749101
2024-05-24,664.5391845703125,673.25,690.4500122070312,671.0499877929688,679.25,15930052
2024-05-27,669.0796508789062,677.8499755859375,689.5,675.5,685.0499877929688,10475785
2024-05-28,672.4849853515625,681.2999877929688,698.0,678.3499755859375,682.0,12925385
2024-05-29,696.1744995117188,705.2999877929688,713.5,682.2999877929688,695.0,22684652
2024-05-30,686.1558227539062,695.1500244140625,713.0499877929688,693.3499755859375,704.8499755859375,10361716
2024-05-31,680.4308471679688,689.3499755859375,703.4500122070312,684.3499755859375,698.9000244140625,13620282
2024-06-03,686.9454956054688,695.9500122070312,715.25,692.7999877929688,715.0,7081956
2024-06-04,640.6522827148438,649.0499877929688,697.0,594.25,697.0,24250212
2024-06-05,686.2545166015625,695.25,700.6500244140625,607.0,627.0,25836374
2024-06-06,668.7341918945312,677.5,695.0,673.0,695.0,10420244
2024-06-07,671.5473022460938,680.3499755859375,687.0,672.4500122070312,677.5,7172942
2024-06-10,667.6484375,676.4000244140625,684.8499755859375,673.0499877929688,677.0499877929688,4054802
2024-06-11,664.2430419921875,672.9500122070312,681.25,672.0499877929688,680.0,5157918
2024-06-12,665.1807861328125,673.9000244140625,683.0,671.8499755859375,674.0,10783822
2024-06-13,671.8927612304688,680.7000122070312,684.6500244140625,676.0499877929688,678.0,9555904
2024-06-14,674.7552490234375,683.5999755859375,690.0,677.4000244140625,690.0,8326865
2024-06-18,669.968017578125,678.75,688.0,677.0,683.5999755859375,4013739
2024-06-19,653.82958984375,662.4000244140625,682.0,660.4000244140625,680.0499877929688,4770356
2024-06-20,667.7471313476562,676.5,684.3499755859375,661.75,665.0,6646966
2024-06-21,675.6436157226562,684.5,691.2000122070312,677.0,680.0,11973903
2024-06-24,676.3839111328125,685.25,687.7000122070312,675.0999755859375,679.5999755859375,8014595
2024-06-25,676.630615234375,685.5,696.0,680.9000244140625,688.7999877929688,5778636
2024-06-26,665.970458984375,674.7000122070312,683.5499877929688,671.3499755859375,683.5499877929688,6069407
2024-06-27,676.3839111328125,685.25,687.7000122070312,672.0999755859375,678.0,7135387
2024-06-28,684.5764770507812,693.5499877929688,697.5,686.0,690.25,6101211
2024-07-01,680.9243774414062,689.8499755859375,701.8499755859375,688.4000244140625,699.0,4870114
2024-07-02,685.760986328125,694.75,703.2999877929688,688.4000244140625,689.9000244140625,5482768
2024-07-03,682.7011108398438,691.6500244140625,703.0,683.4000244140625,698.9000244140625,5875690
2024-07-04,682.8984985351562,691.8499755859375,705.75,690.5499877929688,697.7000122070312,5924057
2024-07-05,690.1040649414062,699.1500244140625,702.5,693.5,694.0,5174673
2024-07-08,688.1793212890625,697.2000122070312,705.9000244140625,691.6500244140625,703.6500244140625,2636146
2024-07-09,697.8524780273438,707.0,710.6500244140625,695.5499877929688,702.0,5507357
2024-07-10,684.3297119140625,693.2999877929688,712.0999755859375,685.2999877929688,708.0,5327276
2024-07-11,687.2908935546875,696.2999877929688,702.0,692.0,702.0,6856272
2024-07-12,683.0958862304688,692.0499877929688,702.4500122070312,686.0999755859375,697.5,3839953
2024-07-15,691.041748046875,700.0999755859375,701.5999755859375,688.4500122070312,692.0499877929688,2848268
2024-07-16,681.862060546875,690.7999877929688,703.1500244140625,689.0,700.2999877929688,4570179
2024-07-18,681.0231323242188,689.9500122070312,695.8499755859375,684.0999755859375,686.0,7841505
2024-07-19,654.4217529296875,663.0,685.7000122070312,658.6500244140625,683.9000244140625,6207375
2024-07-22,663.6014404296875,672.2999877929688,675.0,650.8499755859375,655.0,3291634
2024-07-23,645.044677734375,653.5,673.2000122070312,638.7000122070312,672.2999877929688,9602846
2024-07-24,643.1692504882812,651.5999755859375,656.6500244140625,645.0,653.0,2610134
2024-07-25,638.1845703125,646.5499877929688,649.0,633.2999877929688,641.9500122070312,6171776
2024-07-26,658.9622192382812,667.5999755859375,668.5,655.0,660.0,4730539
2024-07-29,658.221923828125,666.8499755859375,676.75,665.0,676.75,6032470
2024-07-30,651.9541015625,660.5,665.0,654.5999755859375,665.0,6714850
2024-07-31,660.9363403320312,669.5999755859375,674.0,664.25,667.0,8551592
2024-08-01,664.7859497070312,673.5,690.9000244140625,667.3499755859375,680.0,8831127
2024-08-02,639.6651611328125,648.0499877929688,665.5999755859375,646.5499877929688,659.7999877929688,6717210
2024-08-05,606.3518676757812,614.2999877929688,633.8499755859375,609.25,628.0499877929688,13451475
2024-08-06,602.4036254882812,610.2999877929688,629.0,608.0,625.0,7063441
2024-08-07,615.6303100585938,623.7000122070312,629.4500122070312,616.75,625.0,4839670
2024-08-08,606.1051025390625,614.0499877929688,631.0,613.0,625.0,5396272
2024-08-09,618.365234375,622.9000244140625,626.5,614.7999877929688,622.0,3629264
2024-08-12,624.7682495117188,629.3499755859375,634.4000244140625,616.5,619.0,3586449
2024-08-13,616.8761596679688,621.4000244140625,634.4000244140625,619.2000122070312,634.4000244140625,6793767
2024-08-14,616.92578125,621.4500122070312,633.9500122070312,611.5999755859375,626.8499755859375,8646288
2024-08-16,629.5333251953125,634.1500244140625,642.0,630.2000122070312,633.9500122070312,6566337
2024-08-19,654.053466796875,658.8499755859375,660.2999877929688,636.5,636.5,9510274
2024-08-20,668.001220703125,672.9000244140625,674.2999877929688,661.0499877929688,663.0,10295836
2024-08-21,680.6087036132812,685.5999755859375,696.5999755859375,667.7999877929688,668.9000244140625,7815238
2024-08-22,680.55908203125,685.5499877929688,692.0,677.2000122070312,691.5,6188728
2024-08-23,680.1123657226562,685.0999755859375,694.7000122070312,677.7999877929688,690.0499877929688,7774920
2024-08-26,706.6676025390625,711.8499755859375,712.9000244140625,689.5,694.4000244140625,11517668
2024-08-27,698.37841796875,703.5,712.9500122070312,702.75,711.9000244140625,6465241
2024-08-28,699.9171752929688,705.0499877929688,710.7000122070312,701.1500244140625,706.0,3599946
2024-08-29,695.4002685546875,700.5,702.3499755859375,691.4000244140625,697.6500244140625,5728640
2024-08-30,696.2440795898438,701.3499755859375,708.5,695.0999755859375,699.0,7404373
2024-09-02,678.921142578125,683.9000244140625,706.7000122070312,683.2000122070312,706.7000122070312,6186645
2024-09-03,673.9575805664062,678.9000244140625,692.7000122070312,677.5499877929688,687.6500244140625,4457291
2024-09-04,661.9456176757812,666.7999877929688,673.7999877929688,661.25,666.6500244140625,5816848
2024-09-05,665.0726928710938,669.9500122070312,672.4000244140625,667.25,670.0,3749608
2024-09-06,662.243408203125,667.0999755859375,677.0,665.4500122070312,668.25,6311131
2024-09-09,653.7556762695312,658.5499877929688,664.0,651.0,664.0,5144488
2024-09-10,654.6987915039062,659.5,666.7999877929688,653.7000122070312,664.9000244140625,3304741
2024-09-11,642.9846801757812,647.7000122070312,658.5999755859375,645.4000244140625,658.5999755859375,3825823
2024-09-12,671.2772216796875,676.2000122070312,677.9000244140625,651.5,658.0,8594764
2024-09-13,668.3486938476562,673.25,686.4000244140625,670.5999755859375,686.0,5977861
2024-09-16,680.1620483398438,685.1500244140625,687.5499877929688,676.5499877929688,680.0999755859375,4258546
2024-09-17,678.0277099609375,683.0,692.0,681.0999755859375,689.0,3395470
2024-09-18,680.2612915039062,685.25,687.9500122070312,673.3499755859375,685.0,3404940
2024-09-19,679.2189331054688,684.2000122070312,690.8499755859375,668.2000122070312,690.0,5134590
2024-09-20,689.3447265625,694.4000244140625,698.7999877929688,688.75,692.0999755859375,9753966
2024-09-23,685.522705078125,690.5499877929688,698.0,687.9500122070312,695.5,2808114
2024-09-24,712.6239624023438,717.8499755859375,719.7000122070312,693.0,697.5999755859375,15201960
2024-09-25,713.2196044921875,718.4500122070312,730.9000244140625,715.5499877929688,725.0,9525319
2024-09-26,729.3016967773438,734.6500244140625,736.1500244140625,710.7000122070312,718.4500122070312,10573166
2024-09-27,741.710693359375,747.1500244140625,757.7000122070312,742.0999755859375,746.9500122070312,12936973
2024-09-30,750.6947631835938,756.2000122070312,764.4500122070312,749.4500122070312,750.0,8566640
2024-10-01,756.0057983398438,761.5499877929688,765.5,745.2000122070312,755.0,4402151
2024-10-03,741.6610107421875,747.0999755859375,772.6500244140625,744.7000122070312,750.0,5649089
2024-10-04,742.4552001953125,747.9000244140625,757.5499877929688,740.0499877929688,742.6500244140625,4624509
2024-10-07,725.9760131835938,731.2999877929688,753.0,722.5,753.0,5862059
2024-10-08,716.5452270507812,721.7999877929688,732.0,708.0,723.5,5418558
2024-10-09,722.2533569335938,727.5499877929688,735.75,710.0,710.0,3733320
2024-10-10,724.83447265625,730.1500244140625,738.2000122070312,726.2999877929688,731.9000244140625,3890250
2024-10-11,741.9091796875,747.3499755859375,749.9500122070312,733.0499877929688,736.0,5224383
2024-10-14,737.5908813476562,743.0,755.0,739.4500122070312,746.0,2540789
2024-10-15,721.65771484375,726.9500122070312,750.0,720.6500244140625,746.0,3056619
2024-10-16,727.762939453125,733.0999755859375,738.9000244140625,726.0499877929688,728.5,3207796
2024-10-17,729.4505615234375,734.7999877929688,747.2999877929688,732.3499755859375,741.0999755859375,6213860
2024-10-18,748.0144653320312,753.5,756.4500122070312,725.0499877929688,734.7999877929688,5474367
2024-10-21,734.215576171875,739.5999755859375,765.4500122070312,737.0,760.0,2981749
2024-10-22,715.0064697265625,720.25,745.7999877929688,718.2999877929688,733.0,5672302
2024-10-23,711.87939453125,717.0999755859375,731.1500244140625,713.2999877929688,716.0,6522834
2024-10-24,685.671630859375,690.7000122070312,715.0,666.75,715.0,14909729
2024-10-25,673.8086547851562,678.75,694.9000244140625,668.4500122070312,694.5,4091651
2024-10-28,687.8556518554688,692.9000244140625,697.0,680.7999877929688,681.0,2587719
2024-10-29,688.5504760742188,693.5999755859375,696.2000122070312,676.4500122070312,692.9000244140625,4293867
2024-10-30,683.3883666992188,688.4000244140625,698.7999877929688,685.4000244140625,690.9500122070312,3284187
2024-10-31,681.0554809570312,686.0499877929688,689.5499877929688,679.25,686.8499755859375,4478581
2024-11-01,685.8701782226562,690.9000244140625,693.9000244140625,687.2000122070312,687.5,472898
2024-11-04,669.3909912109375,674.2999877929688,689.9000244140625,661.5999755859375,689.0,5245661
2024-11-05,692.4717407226562,697.5499877929688,701.4500122070312,674.7999877929688,675.5999755859375,4931994
2024-11-06,703.0442504882812,708.2000122070312,714.25,687.8499755859375,706.0,5500043
2024-11-07,643.3817138671875,648.0999755859375,687.7000122070312,646.2999877929688,682.0,26671445
2024-11-08,645.7146606445312,650.4500122070312,660.4500122070312,647.0,654.75,7886228
2024-11-11,650.5789794921875,655.3499755859375,657.5999755859375,638.7000122070312,647.4500122070312,4933389
2024-11-12,646.9059448242188,651.6500244140625,673.5,648.1500244140625,668.0,12009560
2024-11-13,622.0382690429688,626.5999755859375,649.9000244140625,622.5499877929688,648.0,7867492
2024-11-14,622.7827758789062,627.3499755859375,636.4500122070312,625.1500244140625,630.0,6937416
2024-11-18,646.3102416992188,651.0499877929688,663.0999755859375,639.9000244140625,641.9000244140625,13618683
2024-11-19,635.3406982421875,640.0,655.5499877929688,637.6500244140625,651.0999755859375,5015887
2024-11-21,643.3320922851562,648.0499877929688,653.9000244140625,634.2999877929688,641.0,7910597
2024-11-22,647.3526000976562,652.0999755859375,657.2999877929688,647.4000244140625,652.9500122070312,3586402
2024-11-25,655.0462036132812,659.8499755859375,663.0,654.4500122070312,660.0999755859375,5760810
2024-11-26,661.2506713867188,666.0999755859375,670.25,659.25,662.9000244140625,3604133
2024-11-27,656.287109375,661.0999755859375,669.7999877929688,660.1500244140625,667.2000122070312,2910507
2024-11-28,645.51611328125,650.25,663.1500244140625,647.5999755859375,661.0,4686850
2024-11-29,651.4227905273438,656.2000122070312,658.5999755859375,649.0999755859375,652.5,3412007
2024-12-02,657.7761840820312,662.5999755859375,663.4000244140625,653.0499877929688,656.2000122070312,2174126
2024-12-03,662.6901245117188,667.5499877929688,669.5999755859375,657.0,665.4000244140625,3306465
2024-12-04,658.222900390625,663.0499877929688,671.25,659.6500244140625,667.5499877929688,2785457
2024-12-05,665.9661254882812,670.8499755859375,673.9500122070312,658.7000122070312,664.0,5156111
2024-12-06,665.271240234375,670.1500244140625,676.5,667.25,673.4500122070312,2723680
2024-12-09,666.0158081054688,670.9000244140625,672.5,654.25,666.9500122070312,5079369
2024-12-10,664.0303344726562,668.9000244140625,676.0,664.7000122070312,675.0,3950822
2024-12-11,665.6187133789062,670.5,679.7999877929688,668.0499877929688,671.0,3418716
2024-12-12,663.831787109375,668.7000122070312,679.7999877929688,662.0,675.0,6585440
2024-12-13,657.27978515625,662.0999755859375,665.5499877929688,648.0,663.0,4198819
2024-12-16,648.742431640625,653.5,666.5999755859375,652.0499877929688,661.2999877929688,2619582
2024-12-17,634.7947387695312,639.4500122070312,653.5999755859375,637.0999755859375,649.5,4800541
2024-12-18,628.3916625976562,633.0,642.0499877929688,628.25,641.9500122070312,3753662
2024-12-19,624.7682495117188,629.3499755859375,633.25,614.0999755859375,620.5999755859375,5198027
2024-12-20,618.1170654296875,622.6500244140625,640.5999755859375,620.7000122070312,629.3499755859375,5964142
2024-12-23,629.5333251953125,634.1500244140625,635.9000244140625,625.5499877929688,625.5499877929688,2921238
2024-12-24,622.882080078125,627.4500122070312,638.0999755859375,625.75,635.0,4830151
2024-12-26,624.172607421875,628.75,633.4500122070312,626.75,630.0,4476967
2024-12-27,612.9052734375,617.4000244140625,632.8499755859375,615.7000122070312,628.75,3391148
2024-12-30,596.723876953125,601.0999755859375,620.2999877929688,599.1500244140625,615.4000244140625,8023050
2024-12-31,598.0640869140625,602.4500122070312,605.9000244140625,597.4500122070312,601.4000244140625,3807525
2025-01-01,588.6332397460938,592.9500122070312,603.75,587.5,601.5,9217246
2025-01-02,594.6392211914062,599.0,600.5499877929688,588.5999755859375,594.9000244140625,8525001
2025-01-03,586.8463745117188,591.1500244140625,599.75,590.0,599.0,6291674
2025-01-06,569.9204711914062,574.0999755859375,593.8499755859375,571.5999755859375,592.5999755859375,11202314
2025-01-07,580.2447509765625,584.5,588.4000244140625,572.0499877929688,573.0499877929688,5379682
2025-01-08,582.379150390625,586.6500244140625,587.5999755859375,577.4500122070312,582.75,4077369
2025-01-09,584.960205078125,589.25,596.8499755859375,578.6500244140625,580.0,7595188
2025-01-10,570.2679443359375,574.4500122070312,589.25,571.5999755859375,586.0,10613705
2025-01-13,559.6458129882812,563.75,573.9500122070312,562.0,571.5999755859375,7689295
2025-01-14,586.5982055664062,590.9000244140625,591.9500122070312,568.3499755859375,569.9000244140625,8506497
2025-01-15,587.243408203125,591.5499877929688,596.2000122070312,586.5499877929688,594.0,4390121
2025-01-16,598.2129516601562,602.5999755859375,607.0,590.5499877929688,596.0,4959410
2025-01-17,612.5081787109375,617.0,619.0,603.7000122070312,603.8499755859375,6414327
2025-01-20,613.6498413085938,618.1500244140625,621.9500122070312,612.25,617.0499877929688,2995173
2025-01-21,610.4730834960938,614.9500122070312,628.3499755859375,613.4500122070312,626.0499877929688,3529837
2025-01-22,608.9840087890625,613.4500122070312,615.4000244140625,605.3499755859375,615.0,4426051
2025-01-23,603.8218994140625,608.25,616.2000122070312,607.2000122070312,611.0,6826419
2025-01-24,602.4817504882812,606.9000244140625,615.3499755859375,599.9000244140625,608.7000122070312,4608870
2025-01-27,582.6273193359375,586.9000244140625,601.5999755859375,585.3499755859375,600.0499877929688,2919161
2025-01-28,569.6723022460938,573.8499755859375,591.6500244140625,568.2999877929688,590.0999755859375,6250865
2025-01-29,579.84765625,584.0999755859375,587.8499755859375,571.5999755859375,576.5,4618198
2025-01-30,583.5703735351562,587.8499755859375,601.8499755859375,581.7000122070312,586.9000244140625,4604752
2025-01-31,589.973388671875,594.2999877929688,596.4000244140625,584.2999877929688,590.0,3750965
2025-02-01,582.1806030273438,586.4500122070312,595.4000244140625,582.0,594.0,1740719
2025-02-03,569.870849609375,574.0499877929688,576.5999755859375,557.5999755859375,575.0,8169543
2025-02-04,579.6987915039062,583.9500122070312,595.9000244140625,580.2000122070312,580.5,5318376
2025-02-05,596.2275390625,600.5999755859375,604.5,584.5,584.5,3974704
2025-02-06,591.1150512695312,595.4500122070312,606.7999877929688,591.25,601.0499877929688,3571342
2025-02-07,602.9780883789062,607.4000244140625,610.5999755859375,594.0,595.4500122070312,4687823
2025-02-10,591.6610717773438,596.0,606.0999755859375,589.5,605.0,3434505
2025-02-11,591.5121459960938,595.8499755859375,607.0,591.6500244140625,594.0499877929688,5303293
2025-02-12,594.5399780273438,598.9000244140625,604.9500122070312,586.3499755859375,599.0499877929688,3764143
2025-02-13,598.1137084960938,602.5,607.9500122070312,590.0999755859375,596.0499877929688,4415122
2025-02-14,601.7868041992188,606.2000122070312,616.0,595.0499877929688,609.0,11475440
2025-02-17,606.4028930664062,610.8499755859375,611.9000244140625,589.6500244140625,606.2000122070312,4470099
2025-02-18,606.9985961914062,611.4500122070312,613.7000122070312,601.7000122070312,609.0,2956837
2025-02-19,621.740478515625,626.2999877929688,628.3499755859375,606.5499877929688,607.0,6101855
2025-02-20,634.1494750976562,638.7999877929688,644.2000122070312,625.0,627.0,6904537
2025-02-21,648.7920532226562,653.5499877929688,656.2000122070312,637.9500122070312,639.2000122070312,7490723
2025-02-24,637.2269287109375,641.9000244140625,647.9000244140625,636.25,642.0,5931712
2025-02-25,614.9403686523438,619.4500122070312,638.4500122070312,617.0999755859375,636.0,10249548
2025-02-27,627.349365234375,631.9500122070312,633.9000244140625,619.5,625.0999755859375,7263151
2025-02-28,629.7318115234375,634.3499755859375,636.5999755859375,619.4500122070312,630.0,13041185
2025-03-03,631.9158325195312,636.5499877929688,643.5,620.7000122070312,634.4500122070312,5368388
2025-03-04,636.978759765625,641.6500244140625,643.8499755859375,624.0999755859375,628.0,4430660
2025-03-05,652.5643920898438,657.3499755859375,662.5,638.0,638.0,7876653
2025-03-06,676.9853515625,681.9500122070312,687.5999755859375,661.8499755859375,664.9500122070312,10993614
2025-03-07,686.31689453125,691.3499755859375,694.5999755859375,678.5999755859375,678.5999755859375,8142832
2025-03-10,684.1329345703125,689.1500244140625,709.2999877929688,686.5,689.7999877929688,10707412
2025-03-11,690.4367065429688,695.5,699.0,676.7999877929688,684.0,5262297
2025-03-12,684.8278198242188,689.8499755859375,702.0,683.7999877929688,700.0,5219333
2025-03-13,672.4187622070312,677.3499755859375,692.9500122070312,673.25,690.2000122070312,4877884
2025-03-17,675.7940673828125,680.75,687.5,677.8499755859375,678.25,4033068
2025-03-18,675.7940673828125,680.75,680.75,680.75,680.75,0
2025-03-19,693.4644775390625,698.5499877929688,703.0,690.5,703.0,5462686
2025-03-20,700.8106079101562,705.9500122070312,709.8499755859375,697.5999755859375,702.5,4670064
2025-03-21,690.2877807617188,695.3499755859375,715.0,694.2000122070312,715.0,7595841
2025-03-24,696.3930053710938,701.5,705.75,695.0999755859375,704.8499755859375,4296847
2025-03-25,688.401611328125,693.4500122070312,704.3499755859375,683.25,700.4500122070312,4552278
2025-03-26,686.2672729492188,691.2999877929688,702.4000244140625,690.5,695.0,3646226
2025-03-27,688.3023071289062,693.3499755859375,697.9000244140625,689.2000122070312,690.9500122070312,5002247
2025-03-28,677.481689453125,682.4500122070312,697.4500122070312,679.2999877929688,690.5,4362212
2025-04-01,658.9178466796875,663.75,683.0999755859375,661.9500122070312,672.0,5131883
2025-04-02,656.3864135742188,661.2000122070312,669.0,652.75,668.7000122070312,8357384
2025-04-03,647.898681640625,652.6500244140625,658.0,647.5999755859375,658.0,5646497
2025-04-04,595.5823364257812,599.9500122070312,645.0,596.5499877929688,645.0,9393865
2025-04-07,557.7100219726562,561.7999877929688,570.0,546.4500122070312,559.0,13117998
2025-04-08,564.2123413085938,568.3499755859375,584.3499755859375,555.9500122070312,575.0,8831753
2025-04-09,559.89404296875,564.0,567.75,552.2000122070312,567.75,7009318
2025-04-11,595.9297485351562,600.2999877929688,607.9500122070312,576.0999755859375,585.0,12562852
2025-04-15,613.103759765625,617.5999755859375,619.2999877929688,606.3499755859375,613.0,4871858
2025-04-16,605.4598999023438,609.9000244140625,619.3499755859375,602.0,618.1500244140625,4447732
