date_,adj close_ushamart.ns,close_ushamart.ns,high_ushamart.ns,low_ushamart.ns,open_ushamart.ns,volume_ushamart.ns
2024-12-12,395.3877258300781,398.54998779296875,408.29998779296875,397.29998779296875,406.8999938964844,362033
2024-12-13,392.70916748046875,395.8500061035156,399.54998779296875,391.1000061035156,398.45001220703125,257602
2024-12-16,381.94525146484375,385.0,401.0,383.04998779296875,396.29998779296875,564042
2024-12-17,385.0206604003906,388.1000061035156,394.79998779296875,383.5,388.0,413449
2024-12-18,375.69525146484375,378.70001220703125,389.04998779296875,375.95001220703125,388.1000061035156,449877
2024-12-19,372.0741882324219,375.04998779296875,378.1499938964844,370.04998779296875,372.0,379129
2024-12-20,368.89959716796875,371.8500061035156,383.6000061035156,369.45001220703125,376.20001220703125,923654
2024-12-23,369.9412536621094,372.8999938964844,378.1499938964844,365.8500061035156,375.0,423885
2024-12-24,371.18133544921875,374.1499938964844,379.95001220703125,370.1000061035156,374.3999938964844,641386
2024-12-26,359.5245666503906,362.3999938964844,379.0,361.0,374.5,378334
2024-12-27,380.60595703125,383.6499938964844,393.5,363.0,364.6000061035156,6295356
2024-12-30,374.9015808105469,377.8999938964844,387.79998779296875,371.3999938964844,385.95001220703125,1201653
2024-12-31,373.31427001953125,376.29998779296875,378.95001220703125,372.25,377.0,292298
2025-01-01,380.7547607421875,383.79998779296875,388.1000061035156,376.04998779296875,378.0,382882
2025-01-02,376.0920715332031,379.1000061035156,392.5,377.6000061035156,388.0,270004
2025-01-03,364.6336975097656,367.54998779296875,382.5,366.1000061035156,379.79998779296875,579432
2025-01-06,365.1793518066406,368.1000061035156,371.0,354.1499938964844,367.54998779296875,1416950
2025-01-07,376.7864990234375,379.79998779296875,381.5,368.1000061035156,368.95001220703125,1228919
2025-01-08,366.5186462402344,369.45001220703125,381.0,368.25,379.5,376001
2025-01-09,358.8797302246094,361.75,373.20001220703125,360.0,371.95001220703125,224670
2025-01-10,342.1634216308594,344.8999938964844,361.6000061035156,343.25,361.6000061035156,466865
2025-01-13,339.43524169921875,342.1499938964844,348.8999938964844,331.04998779296875,332.0,1215991
2025-01-14,351.0920104980469,353.8999938964844,359.8999938964844,340.5,343.0,485328
2025-01-15,345.23883056640625,348.0,355.6499938964844,345.0,354.5,992373
2025-01-16,355.1098937988281,357.95001220703125,362.1000061035156,351.29998779296875,354.45001220703125,335176
2025-01-17,347.52056884765625,350.29998779296875,360.3999938964844,348.79998779296875,356.5,378051
2025-01-20,355.30828857421875,358.1499938964844,362.75,349.29998779296875,352.0,329904
2025-01-21,355.5563049316406,358.3999938964844,363.25,350.20001220703125,360.45001220703125,507336
2025-01-22,343.40350341796875,346.1499938964844,360.8999938964844,340.04998779296875,354.5,336009
2025-01-23,334.8717346191406,337.54998779296875,350.6499938964844,336.45001220703125,345.8500061035156,398690
2025-01-24,332.4411926269531,335.1000061035156,343.1499938964844,331.6000061035156,339.8999938964844,320276
2025-01-27,319.941162109375,322.5,330.5,318.5,328.3999938964844,376340
2025-01-28,328.5721435546875,331.20001220703125,333.0,314.95001220703125,322.5,542507
2025-01-29,338.2447814941406,340.95001220703125,355.95001220703125,329.6000061035156,329.6499938964844,1340369
2025-01-30,347.6694030761719,350.45001220703125,352.95001220703125,329.79998779296875,331.3500061035156,967106
2025-01-31,339.1872253417969,341.8999938964844,349.95001220703125,321.75,347.20001220703125,2545800
2025-02-01,338.095947265625,340.79998779296875,347.1000061035156,332.20001220703125,344.0,910467
2025-02-03,319.4947204589844,322.04998779296875,340.1000061035156,319.5,338.0,611207
2025-02-04,317.2625732421875,319.79998779296875,329.3500061035156,317.5,329.0,547303
2025-02-05,328.17529296875,330.79998779296875,333.0,319.6000061035156,320.0,784780
2025-02-06,322.7685546875,325.3500061035156,333.8999938964844,322.8999938964844,330.8500061035156,305544
2025-02-07,325.3479309082031,327.95001220703125,330.45001220703125,319.29998779296875,325.5,333211
2025-02-10,310.4173278808594,312.8999938964844,330.04998779296875,311.0,327.95001220703125,531035
2025-02-11,295.7347717285156,298.1000061035156,314.8999938964844,294.29998779296875,312.8999938964844,755425
2025-02-12,296.92523193359375,299.29998779296875,302.75,286.29998779296875,298.0,685347
2025-02-13,299.60382080078125,302.0,307.45001220703125,297.29998779296875,300.0,393191
2025-02-14,300.1990661621094,302.6000061035156,305.5,292.25,302.0,521592
2025-02-17,302.7784423828125,305.20001220703125,306.6499938964844,288.54998779296875,301.20001220703125,719669
2025-02-18,289.7327575683594,292.04998779296875,302.29998779296875,278.54998779296875,295.1499938964844,2238445
2025-02-19,287.99664306640625,290.29998779296875,297.25,284.1499938964844,291.1000061035156,1485381
2025-02-20,297.6692810058594,300.04998779296875,302.0,282.70001220703125,285.0,1090530
2025-02-21,303.0760498046875,305.5,315.0,299.20001220703125,301.25,1157355
2025-02-24,305.85382080078125,308.29998779296875,314.1000061035156,297.6000061035156,302.8500061035156,706650
2025-02-25,290.0799865722656,292.3999938964844,310.0,285.5,307.0,469528
2025-02-27,292.163330078125,294.5,296.20001220703125,289.0,292.95001220703125,525518
2025-02-28,293.4034118652344,295.75,298.79998779296875,286.5,293.6499938964844,794676
2025-03-03,298.0661315917969,300.45001220703125,303.5,286.0,296.95001220703125,690227
2025-03-04,309.5740661621094,312.04998779296875,317.20001220703125,294.45001220703125,295.0,620226
2025-03-05,318.5026550292969,321.04998779296875,323.45001220703125,309.0,315.0,457303
2025-03-06,328.4729309082031,331.1000061035156,334.95001220703125,321.0,324.1000061035156,472529
2025-03-07,330.2586364746094,332.8999938964844,340.04998779296875,328.5,333.0,554184
2025-03-10,320.0899658203125,322.6499938964844,334.0,321.1000061035156,332.79998779296875,288023
2025-03-11,316.3697204589844,318.8999938964844,326.5,315.0,319.0,336907
2025-03-12,313.1455078125,315.6499938964844,321.95001220703125,314.1000061035156,321.5,249893
2025-03-13,303.57208251953125,306.0,318.70001220703125,305.0,318.70001220703125,380839
2025-03-17,304.0185241699219,306.45001220703125,310.75,303.8999938964844,306.1000061035156,362995
2025-03-18,304.0185241699219,306.45001220703125,306.45001220703125,306.45001220703125,306.45001220703125,0
2025-03-19,322.6197509765625,325.20001220703125,330.0,316.75,322.8999938964844,982375
2025-03-20,325.54632568359375,328.1499938964844,333.0,322.25,325.04998779296875,609619
2025-03-21,337.2030944824219,339.8999938964844,343.0,326.3999938964844,328.1499938964844,914717
2025-03-24,336.955078125,339.6499938964844,344.8500061035156,333.3999938964844,342.8500061035156,820111
2025-03-25,335.3677673339844,338.04998779296875,344.45001220703125,336.0,344.45001220703125,499599
2025-03-26,344.6435852050781,347.3999938964844,349.0,335.29998779296875,338.20001220703125,741820
2025-03-27,338.59197998046875,341.29998779296875,349.95001220703125,336.04998779296875,347.3999938964844,695173
2025-03-28,334.67333984375,337.3500061035156,345.8999938964844,334.5,341.75,264868
2025-04-01,331.34991455078125,334.0,341.8500061035156,330.1499938964844,338.95001220703125,1339766
2025-04-02,330.1098327636719,332.75,338.25,329.1499938964844,337.25,158820
2025-04-03,327.6296691894531,330.25,338.0,329.04998779296875,331.8999938964844,1952752
2025-04-04,321.3796691894531,323.95001220703125,330.0,315.20001220703125,329.75,323642
2025-04-07,297.9669189453125,300.3500061035156,305.8999938964844,294.0,300.0,490527
2025-04-08,297.5700988769531,299.95001220703125,312.1000061035156,295.45001220703125,306.25,604041
2025-04-09,295.78436279296875,298.1499938964844,302.0,295.25,300.1499938964844,153713
2025-04-11,303.6712951660156,306.1000061035156,309.3999938964844,302.20001220703125,304.25,450194
2025-04-15,310.7149658203125,313.20001220703125,315.95001220703125,308.70001220703125,314.8999938964844,353174
2025-04-16,318.0562438964844,320.6000061035156,324.8999938964844,311.1499938964844,314.45001220703125,435407
2025-04-17,308.68121337890625,311.1499938964844,320.5,309.8999938964844,319.8999938964844,1045212
