date_,adj close_ushamart.ns,close_ushamart.ns,high_ushamart.ns,low_ushamart.ns,open_ushamart.ns,volume_ushamart.ns
2024-01-16,311.5135803222656,316.5,320.0,308.0,310.3500061035156,1093309
2024-01-17,303.83648681640625,308.70001220703125,319.3500061035156,308.0,315.0,726507
2024-01-18,303.6888122558594,308.54998779296875,312.75,300.79998779296875,308.70001220703125,568078
2024-01-19,335.1354675292969,340.5,347.6000061035156,310.20001220703125,311.0,5058063
2024-01-23,337.10394287109375,342.5,369.8999938964844,335.8999938964844,351.95001220703125,3621676
2024-01-24,351.6215515136719,357.25,360.0,339.3999938964844,342.5,1599922
2024-01-25,347.9306640625,353.5,367.75,351.29998779296875,360.5,773000
2024-01-29,346.2082214355469,351.75,357.75,347.04998779296875,356.5,521924
2024-01-30,344.6826477050781,350.20001220703125,355.0,346.04998779296875,353.6000061035156,1839037
2024-01-31,365.99151611328125,371.8500061035156,375.8999938964844,350.25,350.25,2889848
2024-02-01,355.16485595703125,360.8500061035156,379.8999938964844,358.0,375.0,926751
2024-02-02,353.54083251953125,359.20001220703125,367.1000061035156,353.8500061035156,363.0,676004
2024-02-05,354.37744140625,360.04998779296875,368.0,355.04998779296875,359.8500061035156,608874
2024-02-06,339.8598327636719,345.29998779296875,373.75,338.45001220703125,360.5,2306503
2024-02-07,335.4799499511719,340.8500061035156,350.1000061035156,338.95001220703125,348.25,538740
2024-02-08,343.3046875,348.79998779296875,354.1499938964844,342.0,344.0,806447
2024-02-09,327.01544189453125,332.25,351.8500061035156,323.70001220703125,350.6000061035156,911636
2024-02-12,317.22216796875,322.29998779296875,334.79998779296875,313.54998779296875,334.0,1083203
2024-02-13,327.6551818847656,332.8999938964844,334.75,308.8500061035156,322.0,381974
2024-02-14,316.434814453125,321.5,332.95001220703125,320.1000061035156,332.95001220703125,551732
2024-02-15,315.1552734375,320.20001220703125,329.45001220703125,317.95001220703125,325.79998779296875,378603
2024-02-16,310.9230041503906,315.8999938964844,323.3500061035156,314.0,322.3500061035156,808277
2024-02-19,313.7281188964844,318.75,325.3500061035156,315.04998779296875,316.70001220703125,463385
2024-02-20,307.7242431640625,312.6499938964844,320.5,311.04998779296875,318.5,648980
2024-02-21,300.58843994140625,305.3999938964844,313.79998779296875,304.20001220703125,313.1499938964844,728538
2024-02-22,298.4231262207031,303.20001220703125,307.79998779296875,299.8999938964844,307.79998779296875,880302
2024-02-23,328.196533203125,333.45001220703125,338.5,306.0,306.6000061035156,5366453
2024-02-26,315.2044677734375,320.25,332.0,313.70001220703125,330.20001220703125,1628133
2024-02-27,317.66510009765625,322.75,327.3999938964844,320.29998779296875,323.0,1223335
2024-02-28,310.08642578125,315.04998779296875,324.6000061035156,311.1499938964844,323.29998779296875,1513381
2024-02-29,323.8658142089844,329.04998779296875,335.0,308.1499938964844,315.1000061035156,1210676
2024-03-01,317.123779296875,322.20001220703125,329.04998779296875,319.5,325.3999938964844,516316
2024-03-04,313.8265380859375,318.8500061035156,329.8999938964844,316.5,328.25,555373
2024-03-05,308.46240234375,313.3999938964844,317.95001220703125,309.95001220703125,316.0,2202253
2024-03-06,302.7537841796875,307.6000061035156,319.95001220703125,303.0,315.3999938964844,1757531
2024-03-07,303.3443298339844,308.20001220703125,313.70001220703125,305.04998779296875,313.70001220703125,363376
2024-03-11,301.2774353027344,306.1000061035156,312.8999938964844,303.79998779296875,308.20001220703125,1161070
2024-03-12,291.5334167480469,296.20001220703125,307.70001220703125,290.3999938964844,305.0,757106
2024-03-13,273.07879638671875,277.45001220703125,299.1000061035156,273.95001220703125,299.1000061035156,1484204
2024-03-14,283.75787353515625,288.29998779296875,295.0,273.04998779296875,279.04998779296875,771331
2024-03-15,278.93505859375,283.3999938964844,292.6000061035156,275.6000061035156,288.04998779296875,1507246
2024-03-18,281.8385925292969,286.3500061035156,289.0,277.3500061035156,287.1000061035156,1547526
2024-03-19,280.5098571777344,285.0,297.3999938964844,282.95001220703125,288.25,840661
2024-03-20,279.0334777832031,283.5,288.45001220703125,281.6000061035156,286.5,461489
2024-03-21,288.9743347167969,293.6000061035156,296.0,285.0,285.3999938964844,665424
2024-03-22,294.3877258300781,299.1000061035156,302.25,292.54998779296875,295.8500061035156,581624
2024-03-26,306.64154052734375,311.54998779296875,313.45001220703125,298.3500061035156,298.3500061035156,725797
2024-03-27,309.98797607421875,314.95001220703125,317.5,309.5,311.1000061035156,972531
2024-03-28,313.2359924316406,318.25,325.0,314.1499938964844,315.95001220703125,753209
2024-04-01,327.9996643066406,333.25,335.25,319.0,319.0,881998
2024-04-02,339.7614440917969,345.20001220703125,347.0,335.0,335.0,1077698
2024-04-03,329.9681701660156,335.25,346.45001220703125,333.0,344.79998779296875,636739
2024-04-04,333.6590881347656,339.0,341.04998779296875,329.54998779296875,335.75,554698
2024-04-05,330.41107177734375,335.70001220703125,343.70001220703125,334.75,340.95001220703125,377396
2024-04-08,336.80865478515625,342.20001220703125,351.8999938964844,335.75,338.6000061035156,1106484
2024-04-09,335.4799499511719,340.8500061035156,345.0,335.1000061035156,345.0,574829
2024-04-10,334.4464416503906,339.79998779296875,345.75,337.54998779296875,340.8500061035156,284510
2024-04-12,338.5310974121094,343.95001220703125,348.0,335.0,335.0,2764283
2024-04-15,330.9031982421875,336.20001220703125,339.0,325.45001220703125,338.6499938964844,658755
2024-04-16,342.025146484375,347.5,348.75,331.5,335.0,646943
2024-04-18,358.56048583984375,364.29998779296875,369.0,348.0,349.0,2906747
2024-04-19,356.19830322265625,361.8999938964844,369.8999938964844,352.79998779296875,357.6000061035156,1254318
2024-04-22,362.59588623046875,368.3999938964844,374.0,364.3999938964844,367.1499938964844,977473
2024-04-23,355.21405029296875,360.8999938964844,369.1499938964844,357.54998779296875,367.70001220703125,584215
2024-04-24,355.7061767578125,361.3999938964844,367.3999938964844,359.0,363.6499938964844,527594
2024-04-25,358.31439208984375,364.04998779296875,371.0,358.5,364.70001220703125,503060
2024-04-26,362.6943054199219,368.5,371.0,360.0,363.0,754739
2024-04-29,351.9660339355469,357.6000061035156,366.3999938964844,343.1499938964844,356.5,2584578
2024-04-30,371.1095886230469,377.04998779296875,394.5,355.5,355.5,10236771
2024-05-02,367.02496337890625,372.8999938964844,378.45001220703125,367.0,374.8500061035156,1356955
2024-05-03,365.4009704589844,371.25,374.8999938964844,365.1000061035156,374.45001220703125,898568
2024-05-06,358.75732421875,364.5,371.25,350.04998779296875,370.45001220703125,1275368
2024-05-07,356.14910888671875,361.8500061035156,364.20001220703125,353.70001220703125,363.20001220703125,1105160
2024-05-08,344.584228515625,350.1000061035156,362.0,347.3500061035156,362.0,875284
2024-05-09,328.9839172363281,334.25,356.54998779296875,332.1499938964844,351.0,1260013
2024-05-10,336.3657531738281,341.75,344.45001220703125,334.25,337.70001220703125,445020
2024-05-13,331.10003662109375,336.3999938964844,342.54998779296875,330.20001220703125,341.75,664113
2024-05-14,338.5802917480469,344.0,349.0,336.45001220703125,336.45001220703125,529663
2024-05-15,330.75555419921875,336.04998779296875,348.70001220703125,333.54998779296875,346.8999938964844,599052
2024-05-16,328.5409851074219,333.79998779296875,340.79998779296875,331.1000061035156,339.8999938964844,452524
2024-05-17,347.0448303222656,352.6000061035156,355.6000061035156,333.54998779296875,335.45001220703125,1166964
2024-05-21,337.5960693359375,343.0,358.0,339.79998779296875,358.0,601034
2024-05-22,347.14324951171875,352.70001220703125,365.79998779296875,336.5,340.0,1985403
2024-05-23,352.9502868652344,358.6000061035156,360.5,350.54998779296875,350.54998779296875,458472
2024-05-24,349.8499450683594,355.45001220703125,359.6000061035156,352.75,359.0,323627
2024-05-27,345.7652893066406,351.29998779296875,357.95001220703125,347.04998779296875,355.45001220703125,413919
2024-05-28,349.3578186035156,354.95001220703125,372.0,351.29998779296875,354.1000061035156,2297534
2024-05-29,356.54278564453125,362.25,364.0,349.54998779296875,353.0,641226
2024-05-30,351.47393798828125,357.1000061035156,366.0,354.8500061035156,364.0,546629
2024-05-31,358.90496826171875,364.6499938964844,367.8500061035156,354.29998779296875,357.1000061035156,1215491
2024-06-03,355.8537902832031,361.54998779296875,382.75,358.8500061035156,382.75,890647
2024-06-04,329.4268493652344,334.70001220703125,363.0,312.25,363.0,1852220
2024-06-05,334.79095458984375,340.1499938964844,347.70001220703125,325.29998779296875,335.0,1006628
2024-06-06,351.6215515136719,357.25,359.3999938964844,341.29998779296875,342.5,616338
2024-06-07,357.37939453125,363.1000061035156,367.20001220703125,353.0,357.25,631888
2024-06-10,363.6785583496094,369.5,371.3500061035156,362.1000061035156,366.5,1034935
2024-06-11,366.0899963378906,371.95001220703125,378.6000061035156,369.75,370.0,929779
2024-06-12,372.2906799316406,378.25,380.0,372.0,374.95001220703125,901964
2024-06-13,408.2648620605469,414.79998779296875,423.95001220703125,375.0,382.0,8848710
2024-06-14,395.76495361328125,402.1000061035156,414.8999938964844,400.20001220703125,411.0,1772804
2024-06-18,390.2039794921875,396.45001220703125,404.79998779296875,392.1499938964844,404.79998779296875,1165318
2024-06-19,382.9205627441406,389.04998779296875,402.0,386.0,397.8999938964844,1032229
2024-06-20,386.4146423339844,392.6000061035156,399.8999938964844,383.1499938964844,391.04998779296875,1455901
2024-06-21,398.6684875488281,405.04998779296875,410.0,392.79998779296875,398.1000061035156,2081720
2024-06-24,391.1390075683594,397.3999938964844,409.8999938964844,395.0,405.0,1487365
2024-06-25,387.39886474609375,393.6000061035156,400.0,388.20001220703125,398.95001220703125,735101
2024-06-26,381.05047607421875,387.1499938964844,394.79998779296875,385.3500061035156,393.0,398855
2024-06-27,372.8812561035156,378.8500061035156,392.79998779296875,376.5,387.1499938964844,530659
2024-06-28,381.73944091796875,387.8500061035156,391.75,380.6499938964844,380.6499938964844,600823
2024-07-01,395.8634033203125,402.20001220703125,406.0,384.45001220703125,387.8500061035156,848284
2024-07-02,396.3062744140625,402.6499938964844,408.3999938964844,395.5,406.0,925177
2024-07-03,397.14288330078125,403.5,408.3999938964844,397.75,402.1000061035156,652351
2024-07-04,402.9991760253906,409.45001220703125,412.0,402.95001220703125,410.0,1116013
2024-07-05,404.7215881347656,411.20001220703125,427.79998779296875,405.04998779296875,412.0,1665898
2024-07-08,400.48931884765625,406.8999938964844,414.95001220703125,401.29998779296875,413.0,513530
2024-07-09,385.28277587890625,391.45001220703125,407.04998779296875,388.04998779296875,405.0,1813521
2024-07-10,382.9205627441406,389.04998779296875,394.8999938964844,377.1499938964844,391.45001220703125,1230711
2024-07-11,381.4441833496094,387.54998779296875,391.95001220703125,379.0,387.8999938964844,1094077
2024-07-12,377.2611389160156,383.29998779296875,394.0,380.54998779296875,392.0,785249
2024-07-15,381.6902160644531,387.79998779296875,390.6000061035156,380.29998779296875,384.79998779296875,482053
2024-07-16,385.72564697265625,391.8999938964844,394.0,386.0,390.45001220703125,934425
2024-07-18,377.6056213378906,383.6499938964844,392.5,381.04998779296875,392.5,395033
2024-07-19,363.7770080566406,369.6000061035156,385.20001220703125,366.45001220703125,383.20001220703125,785803
2024-07-22,360.7750244140625,366.54998779296875,373.8999938964844,362.25,368.0,533040
2024-07-23,355.90301513671875,361.6000061035156,371.95001220703125,350.25,369.95001220703125,1225727
2024-07-24,355.95220947265625,361.6499938964844,374.1499938964844,359.1000061035156,361.5,762679
2024-07-25,358.21600341796875,363.95001220703125,369.8999938964844,355.5,360.8500061035156,473697
2024-07-26,366.729736328125,372.6000061035156,375.3999938964844,358.3999938964844,365.0,1290310
2024-07-29,365.105712890625,370.95001220703125,379.8999938964844,365.6499938964844,375.45001220703125,1168328
2024-07-30,370.420654296875,376.3500061035156,379.3500061035156,368.0,374.20001220703125,966329
2024-07-31,373.76708984375,379.75,383.95001220703125,370.1000061035156,379.79998779296875,782349
2024-08-01,374.94818115234375,380.95001220703125,387.0,378.79998779296875,379.75,685053
2024-08-02,364.1214599609375,369.95001220703125,379.3999938964844,368.0,377.3999938964844,721449
2024-08-05,343.3539123535156,348.8500061035156,364.79998779296875,345.70001220703125,364.79998779296875,995901
2024-08-06,345.4868469238281,348.25,359.20001220703125,342.0,351.54998779296875,789727
2024-08-07,350.0999450683594,352.8999938964844,356.8999938964844,346.25,350.0,577510
2024-08-08,348.36383056640625,351.1499938964844,358.70001220703125,344.45001220703125,348.0,547915
2024-08-09,344.4451904296875,347.20001220703125,362.95001220703125,345.45001220703125,356.0,463994
2024-08-12,333.33404541015625,336.0,349.29998779296875,334.1000061035156,345.29998779296875,1299368
2024-08-13,327.38165283203125,330.0,348.95001220703125,314.95001220703125,336.25,1447417
2024-08-14,332.8876037597656,335.54998779296875,344.0,327.1499938964844,330.0,1719556
2024-08-16,324.3062438964844,326.8999938964844,340.70001220703125,325.6000061035156,338.04998779296875,1032706
2024-08-19,316.8657531738281,319.3999938964844,328.5,318.0,327.0,1793425
2024-08-20,335.3677673339844,338.04998779296875,346.3999938964844,320.54998779296875,321.1499938964844,4417162
2024-08-21,329.564208984375,332.20001220703125,340.6499938964844,330.70001220703125,339.0,666761
2024-08-22,334.127685546875,336.79998779296875,343.6000061035156,330.5,332.20001220703125,853698
2024-08-23,330.20904541015625,332.8500061035156,336.6000061035156,329.0,334.1000061035156,904910
2024-08-26,333.830078125,336.5,337.0,330.04998779296875,332.0,1534049
2024-08-27,340.3777160644531,343.1000061035156,344.6499938964844,333.6000061035156,336.5,953818
2024-08-28,338.98883056640625,341.70001220703125,347.20001220703125,337.1499938964844,340.0,639967
2024-08-29,334.2268981933594,336.8999938964844,342.0,332.0,341.54998779296875,722396
2024-08-30,328.720947265625,331.3500061035156,338.6000061035156,330.29998779296875,336.5,632666
2024-09-02,332.0939636230469,334.75,336.54998779296875,326.95001220703125,332.0,830786
2024-09-03,331.2507019042969,333.8999938964844,341.0,332.0,334.0,1023367
2024-09-04,338.4927978515625,341.20001220703125,344.8999938964844,331.0,331.0,1542113
2024-09-05,337.3518981933594,340.04998779296875,344.5,336.25,341.0,1286882
2024-09-06,348.1654357910156,350.95001220703125,354.8999938964844,335.3500061035156,341.75,2935488
2024-09-09,360.41741943359375,363.29998779296875,364.8999938964844,346.25,354.95001220703125,2816910
2024-09-10,363.592041015625,366.5,367.75,356.1000061035156,364.0,1197193
2024-09-11,356.6475830078125,359.5,371.70001220703125,357.3999938964844,366.95001220703125,637513
2024-09-12,355.4075012207031,358.25,361.6499938964844,352.29998779296875,359.29998779296875,493975
2024-09-13,356.99481201171875,359.8500061035156,365.04998779296875,356.75,359.79998779296875,410330
2024-09-16,352.3817138671875,355.20001220703125,365.1000061035156,352.75,359.8500061035156,838421
2024-09-17,353.4233703613281,356.25,360.0,353.75,355.20001220703125,561261
2024-09-18,344.6435852050781,347.3999938964844,355.0,345.6000061035156,355.0,608920
2024-09-19,335.3677673339844,338.04998779296875,350.3500061035156,334.70001220703125,347.29998779296875,529473
2024-09-20,342.3122253417969,345.04998779296875,356.95001220703125,340.54998779296875,342.29998779296875,1474790
2024-09-23,348.85986328125,351.6499938964844,356.8500061035156,343.25,347.0,1155172
2024-09-24,348.8102722167969,351.6000061035156,355.54998779296875,348.3500061035156,353.04998779296875,306275
2024-09-25,354.01861572265625,356.8500061035156,358.79998779296875,350.79998779296875,351.6000061035156,748737
2024-09-26,348.90948486328125,351.70001220703125,360.8999938964844,350.0,359.0,423873
2024-09-27,352.1336975097656,354.95001220703125,357.29998779296875,349.29998779296875,353.95001220703125,452801
2024-09-30,354.6634521484375,357.5,360.8999938964844,349.0,357.95001220703125,498311
2024-10-01,363.93927001953125,366.8500061035156,369.6000061035156,357.0,360.0,1063308
2024-10-03,353.4233703613281,356.25,367.25,354.0,362.95001220703125,500712
2024-10-04,346.08209228515625,348.8500061035156,360.20001220703125,346.0,354.25,530507
2024-10-07,336.45904541015625,339.1499938964844,354.79998779296875,335.6499938964844,350.1000061035156,665423
2024-10-08,342.8082580566406,345.54998779296875,347.5,334.3999938964844,339.1499938964844,408822
2024-10-09,340.3280944824219,343.04998779296875,351.45001220703125,340.1000061035156,347.3999938964844,382261
2024-10-10,364.23687744140625,367.1499938964844,370.0,343.8999938964844,344.0,1763615
2024-10-11,418.7508850097656,422.1000061035156,433.79998779296875,365.0,365.45001220703125,44646845
2024-10-14,426.7370300292969,430.1499938964844,433.0,404.04998779296875,413.3999938964844,15316416
2024-10-15,437.3521423339844,440.8500061035156,451.0,418.04998779296875,421.8500061035156,12273228
2024-10-16,433.3838806152344,436.8500061035156,443.75,427.54998779296875,443.0,2125414
2024-10-17,415.6258850097656,418.95001220703125,439.3999938964844,416.1000061035156,438.25,1449606
2024-10-18,425.5961608886719,429.0,431.5,411.04998779296875,420.95001220703125,1734058
2024-10-21,416.022705078125,419.3500061035156,437.79998779296875,406.54998779296875,432.8999938964844,1927937
2024-10-22,390.87384033203125,394.0,418.0,390.0,418.0,1030914
2024-10-23,387.6496276855469,390.75,408.0,388.04998779296875,392.95001220703125,1121904
2024-10-24,392.70916748046875,395.8500061035156,406.0,391.29998779296875,393.45001220703125,871420
2024-10-25,381.3500061035156,384.3999938964844,400.6499938964844,380.1499938964844,397.95001220703125,914074
2024-10-28,406.6476745605469,409.8999938964844,425.3999938964844,381.3500061035156,387.8500061035156,4417471
2024-10-29,411.1615905761719,414.45001220703125,422.29998779296875,402.54998779296875,412.29998779296875,1400269
2024-10-30,411.6080017089844,414.8999938964844,428.1499938964844,413.1000061035156,414.8999938964844,844621
2024-10-31,421.5286560058594,424.8999938964844,426.79998779296875,410.5,415.5,819923
2024-11-01,424.7528991699219,428.1499938964844,432.3999938964844,423.54998779296875,426.79998779296875,287667
2024-11-04,409.7726745605469,413.04998779296875,429.70001220703125,409.1000061035156,428.0,664413
2024-11-05,418.2548522949219,421.6000061035156,423.8999938964844,406.54998779296875,409.8500061035156,886195
2024-11-06,417.1139831542969,420.45001220703125,423.6499938964844,415.0,423.0,647899
2024-11-07,413.39373779296875,416.70001220703125,437.70001220703125,408.54998779296875,410.0,2618285
2024-11-08,394.14764404296875,397.29998779296875,420.8999938964844,395.1000061035156,420.0,1074692
2024-11-11,389.7825622558594,392.8999938964844,402.29998779296875,391.04998779296875,397.79998779296875,532654
2024-11-12,381.5484313964844,384.6000061035156,398.79998779296875,382.8999938964844,392.6499938964844,559273
2024-11-13,364.9809265136719,367.8999938964844,384.29998779296875,363.70001220703125,384.29998779296875,1251190
2024-11-14,377.778564453125,380.79998779296875,388.6499938964844,370.8500061035156,372.3500061035156,1180997
2024-11-18,381.3500061035156,384.3999938964844,389.70001220703125,374.95001220703125,379.8999938964844,711460
2024-11-19,392.16351318359375,395.29998779296875,402.45001220703125,387.0,389.25,712745
2024-11-21,390.8242492675781,393.95001220703125,396.95001220703125,387.0,396.3999938964844,374068
2024-11-22,389.7825622558594,392.8999938964844,399.3999938964844,390.1000061035156,399.3999938964844,416213
2024-11-25,381.64764404296875,384.70001220703125,407.0,380.20001220703125,400.1000061035156,1104019
2024-11-26,377.778564453125,380.79998779296875,388.3999938964844,377.20001220703125,383.5,632544
2024-11-27,386.90557861328125,390.0,392.8500061035156,380.1000061035156,384.75,554838
2024-11-28,376.340087890625,379.3500061035156,391.6000061035156,377.0,389.79998779296875,562035
2024-11-29,376.5881042480469,379.6000061035156,384.6000061035156,374.0,382.70001220703125,469007
2024-12-02,377.3817443847656,380.3999938964844,385.0,376.1000061035156,380.29998779296875,381729
2024-12-03,390.6258239746094,393.75,395.0,380.8999938964844,380.8999938964844,936867
2024-12-04,400.5960693359375,403.79998779296875,406.0,392.95001220703125,395.1000061035156,1213171
2024-12-05,401.6873474121094,404.8999938964844,415.8999938964844,402.1000061035156,411.04998779296875,1022491
2024-12-06,404.3659362792969,407.6000061035156,410.0,402.8500061035156,407.5,484072
2024-12-09,406.1516418457031,409.3999938964844,414.8500061035156,406.1499938964844,407.6000061035156,476984
2024-12-10,407.59014892578125,410.8500061035156,424.3999938964844,405.79998779296875,409.45001220703125,959661
2024-12-11,404.1675109863281,407.3999938964844,414.3999938964844,402.54998779296875,413.45001220703125,343180
