date_,adj close_craftsman.ns,close_craftsman.ns,high_craftsman.ns,low_craftsman.ns,open_craftsman.ns,volume_craftsman.ns
2025-04-28,4744.1015625,4748.10009765625,4820.0,4663.2998046875,4707.89990234375,13678
2025-04-29,4876.9892578125,4881.10009765625,4955.0,4762.89990234375,4800.0,44294
2025-04-30,4601.42138671875,4605.2998046875,4861.0,4590.2001953125,4861.0,30167
2025-05-02,4628.8984375,4632.7998046875,4688.0,4550.10009765625,4550.10009765625,14596
2025-05-05,4804.9501953125,4809.0,4833.2998046875,4586.0,4614.0,13758
2025-05-06,4760.087890625,4764.10009765625,4823.5,4693.39990234375,4821.0,13112
2025-05-07,4640.18896484375,4644.10009765625,4799.5,4605.0,4650.0,119490
2025-05-08,4573.24560546875,4577.10009765625,4690.0,4520.0,4681.2998046875,19734
2025-05-09,4863.40087890625,4867.5,4949.0,4419.89990234375,4420.0,281307
2025-05-12,5027.16259765625,5031.39990234375,5279.5,4910.0,4920.0,141381
2025-05-13,5151.85791015625,5156.2001953125,5238.0,5013.10009765625,5080.0,75392
2025-05-14,5331.20654296875,5335.7001953125,5490.0,5157.0,5157.0,150035
2025-05-15,5337.60107421875,5342.10009765625,5480.0,5300.0,5356.60009765625,98832
2025-05-16,5245.17919921875,5249.60009765625,5410.0,5230.10009765625,5300.0,31927
2025-05-19,5307.5263671875,5312.0,5438.2001953125,5249.60009765625,5249.60009765625,32798
2025-05-20,5246.47802734375,5250.89990234375,5429.2001953125,5228.10009765625,5313.0,38441
2025-05-21,5294.23779296875,5298.7001953125,5439.0,5242.10009765625,5296.60009765625,51479
2025-05-22,5535.833984375,5540.5,5666.0,5299.2001953125,5350.0,210743
2025-05-23,5493.0703125,5497.7001953125,5690.2001953125,5455.60009765625,5550.0,88055
2025-05-26,5467.9912109375,5472.60009765625,5563.0,5407.60009765625,5561.0,25537
2025-05-27,5707.3896484375,5712.2001953125,5738.0,5464.60009765625,5495.0,94989
2025-05-28,5684.6083984375,5689.39990234375,5842.2998046875,5670.0,5675.0,95301
2025-05-29,5596.38330078125,5601.10009765625,5787.5,5582.89990234375,5749.89990234375,43811
2025-05-30,5599.68017578125,5604.39990234375,5680.0,5570.10009765625,5645.89990234375,20421
2025-06-02,5582.79443359375,5587.5,5670.0,5565.5,5632.0,27113
2025-06-03,5509.3564453125,5514.0,5608.0,5427.5,5569.0,77191
2025-06-04,5517.84912109375,5522.5,5583.0,5493.0,5520.0,47287
2025-06-05,5501.86279296875,5506.5,5698.0,5477.5,5571.5,98868
2025-06-06,5599.7802734375,5604.5,5695.5,5501.5,5533.0,67420
2025-06-09,5547.82373046875,5552.5,5749.5,5530.5,5629.5,27702
2025-06-10,5467.89111328125,5472.5,5614.5,5460.0,5580.0,22046
2025-06-11,5389.45751953125,5394.0,5519.0,5363.0,5510.0,24576
2025-06-12,5254.5712890625,5259.0,5429.5,5238.0,5398.0,23063
2025-06-13,5297.03515625,5301.5,5319.5,5190.0,5259.0,15290
2025-06-16,5256.06982421875,5260.5,5299.0,5152.5,5299.0,72912
2025-06-17,5285.04541015625,5289.5,5425.0,5254.0,5269.5,50090
2025-06-18,5241.08251953125,5245.5,5350.0,5225.5,5350.0,27063
2025-06-19,5186.62841796875,5191.0,5287.5,5176.0,5279.0,19023
2025-06-20,5155.654296875,5160.0,5249.0,5110.0,5230.0,52916
2025-06-23,5266.56103515625,5271.0,5295.0,5100.0,5100.0,59961
2025-06-24,5242.5810546875,5247.0,5319.0,5194.0,5300.0,27579
2025-06-25,5460.89697265625,5465.5,5494.5,5216.5,5247.0,230437
2025-06-26,5467.3916015625,5472.0,5580.0,5425.0,5468.5,50772
2025-06-27,5489.87255859375,5494.5,5520.0,5382.5,5498.5,27099
2025-06-30,5565.80859375,5570.5,5595.5,5477.0,5538.5,94452
2025-07-01,5696.19873046875,5701.0,5820.0,5523.0,5597.0,94421
2025-07-02,5742.65966796875,5747.5,5779.5,5660.5,5706.5,35323
2025-07-03,5748.1552734375,5753.0,5798.0,5729.5,5765.0,12958
2025-07-04,5898.02880859375,5903.0,6368.5,5730.0,5730.0,342426
2025-07-07,5871.05126953125,5876.0,5928.0,5855.5,5906.5,42576
2025-07-08,5838.5791015625,5843.5,5922.5,5785.0,5893.0,95542
2025-07-09,5984.4560546875,5989.5,6025.5,5831.5,5835.0,66838
2025-07-10,5947.4873046875,5952.5,6067.5,5914.0,5980.0,17887
2025-07-11,5932.0,5937.0,6021.5,5894.0,5940.0,10768
2025-07-14,5955.0,5955.0,5973.0,5900.0,5948.0,7330
2025-07-15,6129.0,6129.0,6174.0,5963.0,5970.0,46875
2025-07-16,6201.0,6201.0,6230.0,6100.0,6100.0,33371
2025-07-17,6490.5,6490.5,6533.5,6201.5,6250.0,195827
2025-07-18,6402.5,6402.5,6510.5,6345.5,6500.0,64594
2025-07-21,6532.0,6532.0,6554.0,6414.0,6435.0,77096
2025-07-22,6555.5,6555.5,6688.0,6520.5,6585.0,87516
2025-07-23,6405.5,6405.5,6619.5,6370.0,6575.0,32889
2025-07-24,6336.0,6336.0,6456.5,6283.5,6406.5,21793
2025-07-25,6276.5,6276.5,6379.0,6190.0,6371.5,23018
2025-07-28,6236.0,6236.0,6380.0,6210.5,6276.5,17540
2025-07-29,6448.0,6448.0,6500.0,5954.0,6200.5,118747
2025-07-30,6863.5,6863.5,7067.0,6466.0,6494.0,509760
2025-07-31,6752.0,6752.0,6881.0,6606.5,6825.0,54212
2025-08-01,6465.0,6465.0,6675.0,6417.0,6674.0,55890
2025-08-04,6628.0,6628.0,6650.0,6405.5,6433.0,38577
2025-08-05,6457.5,6457.5,6687.0,6401.0,6649.0,36047
2025-08-06,6347.5,6347.5,6506.5,6255.0,6471.0,36006
2025-08-07,6399.0,6399.0,6440.0,6277.5,6300.0,24727
2025-08-08,6520.0,6520.0,6598.0,6380.5,6460.5,22558
2025-08-11,6859.0,6859.0,7020.0,6505.0,6611.0,95962
2025-08-12,6881.0,6881.0,6950.0,6750.5,6910.0,60841
2025-08-13,7013.5,7013.5,7066.0,6881.0,6912.0,32866
2025-08-14,7093.0,7093.0,7248.5,6890.0,6995.5,45640
2025-08-18,6882.5,6882.5,7123.0,6710.5,7123.0,54888
2025-08-19,6876.0,6876.0,6971.5,6793.5,6917.0,86965
2025-08-20,6892.0,6892.0,6944.5,6780.5,6857.0,19561
2025-08-21,6898.5,6898.5,6905.0,6784.0,6892.0,18209
2025-08-22,6823.0,6823.0,6938.0,6800.0,6938.0,11136
2025-08-25,6839.0,6839.0,6900.0,6803.5,6825.0,10168
2025-08-26,7158.0,7158.0,7254.5,6755.0,6839.0,193047
2025-08-28,6966.5,6966.5,7106.0,6890.5,7100.0,45338
2025-08-29,6912.5,6912.5,6956.0,6860.0,6942.5,30750
2025-09-01,7159.5,7159.5,7200.0,6852.5,6955.0,25319
2025-09-02,6967.0,6967.0,7195.5,6915.0,7195.5,39185
2025-09-03,6897.5,6897.5,6960.0,6850.0,6960.0,21594
2025-09-04,6835.5,6835.5,7090.0,6790.0,7090.0,18622
2025-09-05,6894.0,6894.0,6934.0,6766.5,6847.0,17983
2025-09-08,6837.0,6837.0,6930.0,6810.5,6892.0,15166
2025-09-09,6773.5,6773.5,6880.0,6750.0,6859.5,7024
2025-09-10,6657.5,6657.5,6866.0,6556.0,6800.5,24790
2025-09-11,6777.5,6777.5,6865.0,6657.5,6657.5,19456
2025-09-12,6693.5,6693.5,6825.0,6675.5,6825.0,9297
2025-09-15,6590.0,6590.0,6688.0,6525.5,6688.0,53848
2025-09-16,6748.5,6748.5,6765.0,6590.0,6590.0,17260
2025-09-17,6801.5,6801.5,6900.0,6752.0,6769.5,26672
2025-09-18,6772.5,6772.5,6825.0,6751.5,6825.0,6215
2025-09-19,6777.0,6777.0,6850.0,6705.0,6775.0,25568
2025-09-22,6776.5,6776.5,6817.5,6733.0,6779.5,8949
2025-09-23,6804.5,6804.5,6880.0,6779.0,6800.0,18221
2025-09-24,6826.0,6826.0,6845.0,6660.0,6825.0,14930
2025-09-25,6762.0,6762.0,6839.0,6704.0,6839.0,8285
2025-09-26,6779.5,6779.5,6824.5,6555.0,6755.0,17972
2025-09-29,6719.0,6719.0,6825.0,6662.0,6779.0,21982
2025-09-30,6793.5,6793.5,6800.0,6598.0,6701.0,17510
2025-10-01,6716.5,6716.5,6800.0,6662.0,6795.0,10964
2025-10-03,6773.5,6773.5,6800.0,6669.5,6747.0,7130
2025-10-06,6788.5,6788.5,6875.5,6750.0,6750.0,11941
2025-10-07,6686.5,6686.5,6807.5,6662.5,6783.0,8881
2025-10-08,6634.0,6634.0,6735.0,6597.5,6675.0,8252
2025-10-09,6589.5,6589.5,6642.0,6565.0,6634.0,23099
2025-10-10,6548.0,6548.0,6672.5,6480.0,6602.0,26064
2025-10-13,6484.0,6484.0,6548.0,6431.0,6470.0,22085
2025-10-14,6476.0,6476.0,6597.0,6433.0,6542.0,25667
2025-10-15,6424.0,6424.0,6509.0,6401.5,6476.5,55260
2025-10-16,6800.5,6800.5,6875.0,6423.0,6480.0,299643
2025-10-17,6739.5,6739.5,6775.0,6645.5,6750.5,29402
2025-10-20,6693.5,6693.5,6753.5,6651.0,6730.0,12914
2025-10-21,6726.0,6726.0,6800.0,6640.5,6800.0,1799
2025-10-23,6668.5,6668.5,6750.0,6600.5,6750.0,9917
2025-10-24,6519.0,6519.0,6689.5,6499.5,6630.0,13227
2025-10-27,6480.5,6480.5,6565.5,6455.0,6524.0,9295
2025-10-28,6447.0,6447.0,6563.0,6425.0,6466.0,10741
2025-10-29,6471.5,6471.5,6526.0,6324.0,6453.0,24381
2025-10-30,6654.0,6654.0,6709.0,6402.0,6499.0,31451
2025-10-31,6680.0,6680.0,6800.0,6620.0,6654.0,31673
2025-11-03,6793.5,6793.5,6890.0,6729.0,6780.0,82286
2025-11-04,6827.5,6827.5,6960.0,6778.5,6800.0,75136
2025-11-05,6827.5,6827.5,6827.5,6827.5,6827.5,0
2025-11-06,6772.5,6772.5,6850.0,6724.0,6850.0,26840
2025-11-07,6770.5,6770.5,6800.0,6610.5,6772.5,28375
2025-11-10,6789.5,6789.5,7019.5,6610.0,7019.5,104344
2025-11-11,7175.5,7175.5,7378.5,6785.0,6785.0,450473
2025-11-12,7072.0,7072.0,7175.5,6978.0,7175.5,63020
2025-11-13,6830.5,6830.5,7090.5,6790.0,7090.0,75163
2025-11-14,6746.0,6746.0,6840.0,6688.5,6825.5,26197
2025-11-17,6784.0,6784.0,6820.0,6750.0,6760.0,20613
2025-11-18,6707.0,6707.0,6834.0,6660.0,6834.0,13994
2025-11-19,6776.5,6776.5,6805.0,6704.0,6747.5,16599
2025-11-20,6770.0,6770.0,6805.0,6700.0,6776.5,11914
2025-11-21,6744.0,6744.0,6790.5,6632.0,6737.5,25265
2025-11-24,6660.0,6660.0,6759.0,6530.0,6744.0,44563
2025-11-25,7021.0,7021.0,7179.5,6630.0,6630.0,440301
2025-11-26,7101.0,7101.0,7135.0,6945.5,7000.0,90347
2025-11-27,7050.0,7050.0,7105.0,6962.0,7101.0,19658
2025-11-28,7024.5,7024.5,7125.0,6937.5,7085.0,49323
2025-12-01,7044.0,7044.0,7100.0,6966.5,7053.0,21648
2025-12-02,6955.0,6955.0,7088.5,6882.0,7071.5,24311
2025-12-03,7053.5,7053.5,7159.5,6830.5,6960.0,49146
2025-12-04,7038.5,7038.5,7100.0,6985.0,7053.5,23366
2025-12-05,7102.5,7102.5,7110.5,7025.5,7035.0,35753
2025-12-08,6909.0,6909.0,7150.0,6876.5,7150.0,33936
2025-12-09,7076.0,7076.0,7100.0,6723.0,6865.0,25464
2025-12-10,6972.0,6972.0,7086.0,6925.0,7076.0,14380
2025-12-11,7031.0,7031.0,7109.0,6911.0,6968.0,21548
2025-12-12,7016.0,7016.0,7105.0,6982.0,7051.0,21045
2025-12-15,7090.5,7090.5,7140.5,7029.5,7068.0,41417
2025-12-16,7039.0,7039.0,7100.0,7010.0,7085.0,20479
2025-12-17,7014.5,7014.5,7065.0,6936.5,7050.5,14534
2025-12-18,7071.5,7071.5,7100.0,6878.0,7050.0,18576
2025-12-19,7042.5,7042.5,7105.0,7002.0,7076.0,23667
2025-12-22,7051.0,7051.0,7230.0,7011.0,7100.0,52702
2025-12-23,7089.0,7089.0,7125.0,7020.0,7078.5,30809
2025-12-24,7056.0,7056.0,7165.0,7002.5,7032.0,74883
2025-12-25,7056.0,7056.0,7056.0,7056.0,7056.0,0
2025-12-26,7379.5,7379.5,7444.0,6941.5,7000.5,115817
2025-12-29,7031.5,7031.5,7537.0,6970.0,7537.0,84257
2025-12-30,7156.0,7156.0,7234.0,6855.0,6979.5,73181
2025-12-31,7689.5,7689.5,7837.0,7167.0,7200.0,433578
2026-01-01,7722.5,7722.5,7761.5,7459.0,7600.0,108494
2026-01-02,8013.5,8013.5,8050.0,7617.0,7701.0,88550
2026-01-05,8002.0,8002.0,8035.5,7904.5,8013.0,50086
2026-01-06,8021.5,8021.5,8069.0,7914.0,7990.0,47112
2026-01-07,7806.0,7806.0,8001.0,7770.0,7978.0,30622
2026-01-08,7667.0,7667.0,7889.0,7632.0,7780.5,22679
2026-01-09,7621.0,7621.0,7839.0,7540.0,7667.0,33844
2026-01-12,7495.5,7495.5,7589.0,7334.0,7589.0,33837
2026-01-13,7686.5,7686.5,7733.5,7439.0,7522.0,25796
2026-01-14,7850.0,7850.0,7867.0,7610.0,7660.0,87690
2026-01-16,7768.0,7768.0,7870.0,7733.5,7850.0,15481
