date_,adj close_manappuram.ns,close_manappuram.ns,high_manappuram.ns,low_manappuram.ns,open_manappuram.ns,volume_manappuram.ns
2024-02-22,176.94082641601562,182.0,182.9499969482422,178.0500030517578,179.0,5292295
2024-02-23,178.20472717285156,183.3000030517578,184.4499969482422,181.14999389648438,182.8000030517578,3910411
2024-02-26,176.8436279296875,181.89999389648438,185.85000610351562,181.5,182.89999389648438,3346654
2024-02-27,174.12144470214844,179.10000610351562,182.85000610351562,178.39999389648438,181.89999389648438,3123068
2024-02-28,167.75355529785156,172.5500030517578,180.4499969482422,170.89999389648438,179.4499969482422,6548313
2024-02-29,171.3020782470703,176.1999969482422,177.39999389648438,170.64999389648438,172.5500030517578,7210514
2024-03-01,174.94781494140625,179.9499969482422,180.9499969482422,176.9499969482422,177.5,4689421
2024-03-04,178.83665466308594,183.9499969482422,184.9499969482422,181.4499969482422,181.89999389648438,3562857
2024-03-05,181.121337890625,186.3000030517578,199.0,185.64999389648438,187.5,44509735
2024-03-06,169.0659942626953,173.89999389648438,187.1999969482422,168.6999969482422,186.60000610351562,24223520
2024-03-07,167.6077117919922,172.39999389648438,176.25,171.25,175.0,6763355
2024-03-11,164.54525756835938,169.25,174.14999389648438,168.14999389648438,173.75,5104807
2024-03-12,164.83694458007812,169.5500030517578,172.4499969482422,164.5,169.39999389648438,7354749
2024-03-13,155.84405517578125,160.3000030517578,171.9499969482422,158.3000030517578,169.5500030517578,8355287
2024-03-14,161.0939178466797,165.6999969482422,168.10000610351562,158.4499969482422,161.8000030517578,6839038
2024-03-15,161.14254760742188,165.75,167.35000610351562,161.64999389648438,166.0,6798662
2024-03-18,162.69805908203125,167.35000610351562,169.64999389648438,165.8000030517578,167.5,3811180
2024-03-19,161.72586059570312,166.35000610351562,167.75,163.8000030517578,165.6999969482422,2745241
2024-03-20,161.8717041015625,166.5,171.85000610351562,166.1999969482422,167.0,11032952
2024-03-21,167.8021697998047,172.60000610351562,173.10000610351562,169.0,169.10000610351562,5764213
2024-03-22,168.09378051757812,172.89999389648438,173.8000030517578,170.75,173.0,4884795
2024-03-26,170.37847900390625,175.25,176.89999389648438,172.5500030517578,173.0,5411168
2024-03-27,169.40628051757812,174.25,176.5,173.60000610351562,176.0,4065345
2024-03-28,168.33685302734375,173.14999389648438,175.25,172.64999389648438,174.25,4247363
2024-04-01,176.8436279296875,181.89999389648438,182.85000610351562,175.0,175.0500030517578,10779557
2024-04-02,178.7394256591797,183.85000610351562,185.3000030517578,181.5,182.60000610351562,6195032
2024-04-03,188.65589904785156,194.0500030517578,195.39999389648438,181.60000610351562,184.0,17738172
2024-04-04,188.21839904785156,193.60000610351562,202.4499969482422,193.0,196.5,19262205
2024-04-05,186.56564331054688,191.89999389648438,195.5,188.75,195.5,6068492
2024-04-08,189.38504028320312,194.8000030517578,197.0,192.75,194.1999969482422,8287962
2024-04-09,190.45445251464844,195.89999389648438,197.25,194.85000610351562,195.9499969482422,4525153
2024-04-10,189.77391052246094,195.1999969482422,197.0,193.5500030517578,197.0,2831096
2024-04-12,190.45445251464844,195.89999389648438,201.89999389648438,194.0,195.3000030517578,8365378
2024-04-15,183.89210510253906,189.14999389648438,193.0,184.35000610351562,190.1999969482422,6836767
2024-04-16,183.60043334960938,188.85000610351562,192.35000610351562,187.1999969482422,189.1999969482422,4079717
2024-04-18,183.69764709472656,188.9499969482422,195.5,188.1999969482422,191.0,6878764
2024-04-19,182.91986083984375,188.14999389648438,189.9499969482422,184.6999969482422,188.5500030517578,4275915
2024-04-22,185.69065856933594,191.0,191.75,186.4499969482422,189.9499969482422,6120411
2024-04-23,184.96148681640625,190.25,191.64999389648438,187.8000030517578,191.0,3428627
2024-04-24,187.10035705566406,192.4499969482422,194.0,191.14999389648438,192.14999389648438,4107916
2024-04-25,188.94752502441406,194.35000610351562,195.0,191.0,191.9499969482422,3526184
2024-04-26,189.7252960205078,195.14999389648438,200.0,194.10000610351562,194.35000610351562,5624726
2024-04-29,191.42665100097656,196.89999389648438,197.8000030517578,194.0,196.9499969482422,3682078
2024-04-30,194.58631896972656,200.14999389648438,207.3000030517578,195.60000610351562,197.0,13862220
2024-05-02,195.31546020507812,200.89999389648438,203.0,199.1999969482422,201.1999969482422,4509861
2024-05-03,191.52389526367188,197.0,206.4499969482422,195.6999969482422,201.39999389648438,9007588
2024-05-06,187.1975860595703,192.5500030517578,198.5,192.0,198.10000610351562,4439170
2024-05-07,180.4893798828125,185.64999389648438,193.8000030517578,184.75,193.0,6017024
2024-05-08,174.99642944335938,180.0,187.64999389648438,177.64999389648438,185.9499969482422,7396614
2024-05-09,161.191162109375,165.8000030517578,174.8000030517578,165.0500030517578,171.60000610351562,27835757
2024-05-10,169.64932250976562,174.5,174.9499969482422,167.5500030517578,167.5500030517578,15815293
2024-05-13,168.72573852539062,173.5500030517578,175.25,170.1999969482422,174.5,7451346
2024-05-14,170.9132080078125,175.8000030517578,178.39999389648438,174.0500030517578,175.0,4470546
2024-05-15,174.55894470214844,179.5500030517578,181.5,176.5,177.3000030517578,6621968
2024-05-16,179.95468139648438,185.10000610351562,185.89999389648438,180.75,180.89999389648438,11335527
2024-05-17,178.5449676513672,183.64999389648438,188.35000610351562,182.35000610351562,185.8000030517578,10027295
2024-05-21,175.04502868652344,180.0500030517578,183.60000610351562,179.64999389648438,183.5,5382020
2024-05-22,173.58676147460938,178.5500030517578,181.60000610351562,177.10000610351562,181.4499969482422,4116765
2024-05-23,173.58676147460938,178.5500030517578,180.0,173.5,178.39999389648438,7633796
2024-05-24,175.38531494140625,180.39999389648438,181.89999389648438,177.35000610351562,179.35000610351562,9065936
2024-05-27,170.9132080078125,175.8000030517578,180.3000030517578,173.85000610351562,180.3000030517578,11757128
2024-05-28,168.48268127441406,173.3000030517578,177.1999969482422,172.0,177.1999969482422,7509805
2024-05-29,167.0243682861328,171.8000030517578,175.25,170.4499969482422,173.25,9106515
2024-05-30,163.28138732910156,167.9499969482422,172.35000610351562,166.60000610351562,171.85000610351562,7013272
2024-05-31,163.96192932128906,168.64999389648438,171.10000610351562,167.6999969482422,169.14999389648438,10386401
2024-06-03,168.62852478027344,173.4499969482422,175.60000610351562,172.5500030517578,174.1999969482422,8868927
2024-06-04,155.4551544189453,159.89999389648438,174.60000610351562,156.10000610351562,174.60000610351562,15887533
2024-06-05,164.8470458984375,168.5,170.25,160.85000610351562,164.0,7547946
2024-06-06,173.89649963378906,177.75,178.8000030517578,170.0,170.0,10796788
2024-06-07,175.07049560546875,178.9499969482422,179.8000030517578,176.5,178.5,9440315
2024-06-10,173.7693328857422,177.6199951171875,180.02000427246094,177.0,177.99000549316406,10639531
2024-06-11,177.4771728515625,181.41000366210938,183.89999389648438,176.9499969482422,177.0,11885080
2024-06-12,180.6860809326172,184.69000244140625,185.0,181.16000366210938,182.85000610351562,10824354
2024-06-13,182.72097778320312,186.77000427246094,188.14999389648438,185.5500030517578,185.5500030517578,10656672
2024-06-14,181.35128784179688,185.3699951171875,187.6999969482422,184.85000610351562,186.80999755859375,5815330
2024-06-18,187.58322143554688,191.74000549316406,193.1999969482422,184.39999389648438,186.39999389648438,12322616
2024-06-19,186.1352996826172,190.25999450683594,193.3000030517578,187.5,193.0,6889943
2024-06-20,188.6691436767578,192.85000610351562,195.1999969482422,190.25999450683594,191.0,6148102
2024-06-21,186.67337036132812,190.80999755859375,194.1999969482422,189.9499969482422,192.85000610351562,8248579
2024-06-24,189.46160888671875,193.66000366210938,194.0,187.1999969482422,190.8000030517578,5151354
2024-06-25,188.9137420654297,193.10000610351562,194.80999755859375,189.89999389648438,194.0,4201051
2024-06-26,192.01502990722656,196.27000427246094,199.8000030517578,194.07000732421875,196.14999389648438,10180463
2024-06-27,206.39633178710938,210.97000122070312,214.0,195.83999633789062,196.8000030517578,49586221
2024-06-28,203.3928680419922,207.89999389648438,212.89999389648438,206.61000061035156,212.60000610351562,8479232
2024-07-01,207.14964294433594,211.74000549316406,214.6300048828125,209.60000610351562,210.0500030517578,9882930
2024-07-02,201.74929809570312,206.22000122070312,212.1999969482422,204.89999389648438,212.0500030517578,7216481
2024-07-03,203.83311462402344,208.35000610351562,210.1999969482422,206.0800018310547,208.64999389648438,3497993
2024-07-04,203.89183044433594,208.41000366210938,209.9499969482422,207.42999267578125,209.0,3328690
2024-07-05,205.36907958984375,209.9199981689453,211.1999969482422,205.25,208.41000366210938,4868313
2024-07-08,202.1699676513672,206.64999389648438,209.67999267578125,205.8000030517578,209.0,5520460
2024-07-09,202.10150146484375,206.5800018310547,208.0,205.64999389648438,207.0,4194979
2024-07-10,207.90293884277344,212.50999450683594,216.0,204.66000366210938,207.9499969482422,25732067
2024-07-11,208.14752197265625,212.75999450683594,217.5,211.5500030517578,213.89999389648438,8249713
2024-07-12,219.3688507080078,224.22999572753906,225.38999938964844,211.6300048828125,214.39999389648438,25223156
2024-07-15,217.25570678710938,222.07000732421875,229.75,221.57000732421875,225.0,11997713
2024-07-16,215.84689331054688,220.6300048828125,223.89999389648438,219.17999267578125,222.1999969482422,9638065
2024-07-18,223.3701934814453,228.32000732421875,229.39999389648438,222.3000030517578,226.0,22158543
2024-07-19,211.8847198486328,216.5800018310547,230.39999389648438,216.0,230.39999389648438,7745716
2024-07-22,210.60311889648438,215.27000427246094,217.39999389648438,213.50999450683594,216.5800018310547,3737967
2024-07-23,198.3349609375,202.72999572753906,217.97000122070312,200.5,217.97000122070312,15468823
2024-07-24,205.9854278564453,210.5500030517578,213.35000610351562,201.05999755859375,202.60000610351562,12089115
2024-07-25,200.23289489746094,204.6699981689453,209.5,203.5,209.5,12420845
2024-07-26,208.37254333496094,212.99000549316406,214.0500030517578,204.80999755859375,204.80999755859375,22979017
2024-07-29,208.59754943847656,213.22000122070312,216.3000030517578,211.10000610351562,212.08999633789062,6548122
2024-07-30,209.3117218017578,213.9499969482422,216.91000366210938,211.75999450683594,213.22000122070312,4092374
2024-07-31,209.3606414794922,214.0,215.0399932861328,212.5,214.00999450683594,2378843
2024-08-01,209.04757690429688,213.67999267578125,217.61000061035156,211.4499969482422,216.1999969482422,5403469
2024-08-02,205.1538543701172,209.6999969482422,213.0800018310547,207.0,210.64999389648438,4357379
2024-08-05,195.1358642578125,199.4600067138672,207.94000244140625,196.94000244140625,205.0,8198743
2024-08-06,192.5531005859375,196.82000732421875,206.6300048828125,196.0,204.6999969482422,6445740
2024-08-07,196.07505798339844,200.4199981689453,202.22999572753906,195.36000061035156,201.19000244140625,5428856
2024-08-08,194.00100708007812,198.3000030517578,201.58999633789062,197.10000610351562,200.89999389648438,4437078
2024-08-09,200.33074951171875,204.77000427246094,206.3800048828125,200.50999450683594,202.0,6684219
2024-08-12,205.36907958984375,209.9199981689453,210.50999450683594,201.83999633789062,202.8000030517578,10842055
2024-08-13,202.22869873046875,206.7100067138672,212.94000244140625,203.0,212.1699981689453,9238672
2024-08-14,197.14137268066406,201.50999450683594,208.3000030517578,198.75999450683594,208.0,10704848
2024-08-16,197.40554809570312,201.77999877929688,204.88999938964844,197.50999450683594,204.02000427246094,8024696
2024-08-19,197.83602905273438,202.22000122070312,204.6300048828125,201.60000610351562,203.0,3255428
2024-08-20,203.8624725341797,208.3800048828125,209.2899932861328,200.39999389648438,202.5,6171762
2024-08-21,207.1887664794922,211.77999877929688,213.0500030517578,208.75,210.14999389648438,9325151
2024-08-22,212.09994506835938,216.8000030517578,219.3699951171875,213.75,213.75,16058790
2024-08-23,210.41722106933594,215.0800018310547,220.8000030517578,214.13999938964844,217.00999450683594,6489447
2024-08-26,212.06846618652344,215.75999450683594,216.89999389648438,212.80999755859375,215.99000549316406,3567360
2024-08-27,213.97528076171875,217.6999969482422,220.33999633789062,212.24000549316406,215.0,7825920
2024-08-28,211.17405700683594,214.85000610351562,219.0,213.47000122070312,219.0,5939536
2024-08-29,212.8155059814453,216.52000427246094,219.39999389648438,211.66000366210938,213.52000427246094,14599197
2024-08-30,212.25523376464844,215.9499969482422,222.19000244140625,215.0500030517578,219.0,5115706
2024-09-02,208.88392639160156,212.52000427246094,218.35000610351562,211.8699951171875,218.0,5443751
2024-09-03,209.7587127685547,213.41000366210938,216.0,212.32000732421875,213.0,3428271
2024-09-04,205.90577697753906,209.49000549316406,214.6699981689453,208.5,212.0,5978776
2024-09-05,206.6527557373047,210.25,212.42999267578125,209.36000061035156,210.17999267578125,2497884
2024-09-06,201.69900512695312,205.2100067138672,210.57000732421875,204.17999267578125,209.89999389648438,3694783
2024-09-09,201.18789672851562,204.69000244140625,205.94000244140625,202.75999450683594,205.2100067138672,2445801
2024-09-10,201.20755004882812,204.7100067138672,206.6999969482422,202.80999755859375,205.14999389648438,3229516
2024-09-11,197.95416259765625,201.39999389648438,205.89999389648438,200.52999877929688,205.89999389648438,2640364
2024-09-12,202.1707763671875,205.69000244140625,206.3000030517578,202.0,202.5,4438776
2024-09-13,207.71429443359375,211.3300018310547,216.5,208.10000610351562,210.60000610351562,15503863
2024-09-16,209.8962860107422,213.5500030517578,215.0,210.3699951171875,212.64999389648438,5216472
2024-09-17,207.232666015625,210.83999633789062,213.9199981689453,209.72999572753906,213.9199981689453,4551884
2024-09-18,206.5937957763672,210.19000244140625,212.13999938964844,208.4600067138672,211.0,3224492
2024-09-19,203.29127502441406,206.8300018310547,213.25,202.00999450683594,211.0,5762347
2024-09-20,201.96435546875,205.47999572753906,207.61000061035156,199.0,199.0,6798006
2024-09-23,204.9720001220703,208.5399932861328,209.5,203.22999572753906,204.25999450683594,3988891
2024-09-24,201.1780548095703,204.67999267578125,210.8000030517578,203.5,209.39999389648438,4262080
2024-09-25,198.46527099609375,201.9199981689453,206.3000030517578,201.14999389648438,206.0,7865574
2024-09-26,200.2050018310547,203.69000244140625,204.35000610351562,194.0,201.0,10282450
2024-09-27,199.1729736328125,202.63999938964844,206.25,202.16000366210938,202.50999450683594,3891811
2024-09-30,197.90504455566406,201.35000610351562,204.1999969482422,200.33999633789062,203.85000610351562,2852007
2024-10-01,194.09141540527344,197.47000122070312,198.58999633789062,194.41000366210938,196.91000366210938,11790409
2024-10-03,187.9581756591797,191.22999572753906,196.4499969482422,190.25999450683594,195.05999755859375,9103251
2024-10-04,186.06118774414062,189.3000030517578,194.50999450683594,188.39999389648438,191.49000549316406,8164830
2024-10-07,179.62327575683594,182.75,191.97999572753906,181.6999969482422,189.86000061035156,6503254
2024-10-08,179.7903594970703,182.9199981689453,184.08999633789062,181.10000610351562,183.0,6625092
2024-10-09,187.83041381835938,191.10000610351562,192.35000610351562,184.0,184.85000610351562,7492532
2024-10-10,185.4518280029297,188.67999267578125,193.0,188.25999450683594,192.0,2372996
2024-10-11,182.8569793701172,186.0399932861328,192.6999969482422,185.49000549316406,189.0,2647525
2024-10-14,180.9010467529297,184.0500030517578,187.4199981689453,183.5500030517578,186.05999755859375,3613451
2024-10-15,180.06556701660156,183.1999969482422,186.9499969482422,181.5,184.60000610351562,4814863
2024-10-16,177.02842712402344,180.11000061035156,183.75999450683594,178.80999755859375,183.0,5299423
2024-10-17,174.29600524902344,177.3300018310547,182.25,176.75999450683594,181.5,3637934
2024-10-18,150.6476593017578,153.27000427246094,159.58999633789062,145.4199981689453,159.58999633789062,80781248
2024-10-21,144.38662719726562,146.89999389648438,155.44000244140625,145.5,155.0,30509998
2024-10-22,137.11325073242188,139.5,147.14999389648438,138.35000610351562,146.89999389648438,16118805
2024-10-23,144.14089965820312,146.64999389648438,149.16000366210938,138.35000610351562,140.8000030517578,18673608
2024-10-24,145.66439819335938,148.1999969482422,152.0,145.27000427246094,146.49000549316406,9147933
2024-10-25,142.73538208007812,145.22000122070312,148.6999969482422,141.5,148.1999969482422,8647660
2024-10-28,145.93960571289062,148.47999572753906,150.25,143.5500030517578,146.64999389648438,6922849
2024-10-29,153.22280883789062,155.88999938964844,156.9499969482422,147.3800048828125,149.89999389648438,15974410
2024-10-30,158.53042602539062,161.2899932861328,162.58999633789062,154.0,154.0,12144197
2024-10-31,154.3629913330078,157.0500030517578,159.32000732421875,153.25,158.05999755859375,17687107
2024-11-01,156.9086456298828,159.63999938964844,160.74000549316406,157.27000427246094,159.0,3003570
2024-11-04,150.28399658203125,152.89999389648438,159.72000122070312,150.4499969482422,159.63999938964844,11027524
2024-11-05,156.25994873046875,158.97999572753906,159.72000122070312,151.72000122070312,152.5,13759215
2024-11-06,154.29415893554688,156.97999572753906,160.0,155.0,160.0,15481996
2024-11-07,151.13909912109375,153.77000427246094,156.89999389648438,153.0,156.00999450683594,8356925
2024-11-08,147.79727172851562,150.3699951171875,155.0,149.5,153.60000610351562,7142400
2024-11-11,153.43905639648438,156.11000061035156,157.1199951171875,147.6699981689453,150.3699951171875,13731634
2024-11-12,155.28689575195312,157.99000549316406,160.17999267578125,155.00999450683594,155.5,14722563
2024-11-13,155.39500427246094,158.10000610351562,164.0,156.0,160.0,32876884
2024-11-14,152.96728515625,155.6300048828125,161.9499969482422,155.10000610351562,158.89999389648438,13659158
2024-11-18,152.27481079101562,153.92999267578125,156.36000061035156,151.50999450683594,156.0,9120516
2024-11-19,153.0958709716797,154.75999450683594,159.1999969482422,153.49000549316406,155.0,6435732
2024-11-21,148.67393493652344,150.2899932861328,155.97999572753906,148.67999267578125,155.97999572753906,13873197
2024-11-22,149.92041015625,151.5500030517578,152.22999572753906,149.16000366210938,151.60000610351562,6836059
2024-11-25,148.5453338623047,150.16000366210938,155.39999389648438,149.77000427246094,154.49000549316406,10398837
2024-11-26,153.84771728515625,155.52000427246094,156.05999755859375,150.6699981689453,151.58999633789062,6273828
2024-11-27,153.4124298095703,155.0800018310547,155.8699951171875,153.24000549316406,155.39999389648438,4684799
2024-11-28,155.02491760253906,156.7100067138672,157.89999389648438,154.00999450683594,155.0,6913671
2024-11-29,154.57974243164062,156.25999450683594,157.5,154.5,157.47999572753906,3356222
2024-12-02,154.50059509277344,156.17999267578125,157.19000244140625,154.8699951171875,156.25999450683594,2852630
2024-12-03,162.42446899414062,164.19000244140625,167.63999938964844,157.10000610351562,157.10000610351562,24603991
2024-12-04,167.7664031982422,169.58999633789062,170.6699981689453,163.44000244140625,165.0,13411178
2024-12-05,166.51995849609375,168.3300018310547,170.9499969482422,165.5500030517578,169.86000061035156,8548829
2024-12-06,166.0451202392578,167.85000610351562,169.39999389648438,166.5500030517578,168.35000610351562,5435636
2024-12-09,168.4588623046875,170.2899932861328,172.82000732421875,167.05999755859375,167.83999633789062,8864865
2024-12-10,173.68211364746094,175.57000732421875,176.0500030517578,171.00999450683594,171.00999450683594,9938020
2024-12-11,175.70016479492188,177.61000061035156,178.69000244140625,174.10000610351562,175.22999572753906,6612018
2024-12-12,176.82791137695312,178.75,181.89999389648438,175.55999755859375,178.0,12381550
2024-12-13,180.10232543945312,182.05999755859375,184.6999969482422,171.85000610351562,177.25999450683594,21611511
2024-12-16,183.04039001464844,185.02999877929688,194.69000244140625,180.0500030517578,182.10000610351562,25281936
2024-12-17,179.48898315429688,181.44000244140625,186.25999450683594,180.25,185.05999755859375,8703992
2024-12-18,176.8477020263672,178.77000427246094,183.89999389648438,175.5800018310547,181.44000244140625,9101880
2024-12-19,181.7049102783203,183.67999267578125,184.6999969482422,172.02999877929688,174.0,13567294
2024-12-20,179.08338928222656,181.02999877929688,186.5,180.0,183.67999267578125,12661684
2024-12-23,182.78318786621094,184.77000427246094,188.63999938964844,181.60000610351562,182.00999450683594,9128877
2024-12-24,184.07908630371094,186.0800018310547,188.8800048828125,180.16000366210938,185.64999389648438,16883364
2024-12-26,182.308349609375,184.2899932861328,187.75,176.0,186.3000030517578,33253498
2024-12-27,181.64553833007812,183.6199951171875,184.8800048828125,180.8000030517578,184.0,9480876
2024-12-30,187.04684448242188,189.0800018310547,193.3699951171875,183.5399932861328,184.39999389648438,21784242
2024-12-31,186.42359924316406,188.4499969482422,189.89999389648438,185.30999755859375,188.8000030517578,6864819
2025-01-01,189.51007080078125,191.57000732421875,192.69000244140625,188.0,190.0,7519589
2025-01-02,188.78790283203125,190.83999633789062,192.89999389648438,190.0,192.0,4933872
2025-01-03,185.70144653320312,187.72000122070312,192.1999969482422,186.7100067138672,189.1699981689453,5294741
2025-01-06,177.3423309326172,179.27000427246094,188.69000244140625,178.0,187.72000122070312,9616693
2025-01-07,180.13198852539062,182.08999633789062,184.1999969482422,179.05999755859375,179.99000549316406,4990066
2025-01-08,178.04466247558594,179.97999572753906,184.89999389648438,177.02999877929688,181.99000549316406,5527640
2025-01-09,177.07522583007812,179.0,191.5,178.1999969482422,188.8000030517578,47792528
2025-01-10,178.3810577392578,180.32000732421875,184.5,174.50999450683594,180.0,16739143
2025-01-13,169.6162872314453,171.4600067138672,180.99000549316406,170.05999755859375,177.0800018310547,8391545
2025-01-14,176.78834533691406,178.7100067138672,181.3000030517578,171.4600067138672,173.27999877929688,8125147
2025-01-15,178.0842742919922,180.02000427246094,182.49000549316406,174.50999450683594,180.22000122070312,11625648
2025-01-16,181.22015380859375,183.19000244140625,186.39999389648438,181.27000427246094,181.27000427246094,6479477
2025-01-17,191.6666259765625,193.75,196.8000030517578,182.91000366210938,183.22000122070312,13882949
2025-01-20,191.62705993652344,193.7100067138672,195.83999633789062,192.35000610351562,195.49000549316406,5926744
2025-01-21,190.04425048828125,192.11000061035156,198.89999389648438,189.39999389648438,194.0,12582296
2025-01-22,193.24942016601562,195.35000610351562,196.58999633789062,190.5500030517578,193.0,7504970
2025-01-23,194.73329162597656,196.85000610351562,200.39999389648438,193.0,195.0,9510212
2025-01-24,194.59478759765625,196.7100067138672,199.17999267578125,195.10000610351562,196.38999938964844,4194263
2025-01-27,182.47653198242188,184.4600067138672,194.9499969482422,182.60000610351562,194.9499969482422,9546163
2025-01-28,188.9263916015625,190.97999572753906,193.1300048828125,185.5399932861328,185.5399932861328,11182102
2025-01-29,197.26576232910156,199.41000366210938,201.39999389648438,191.30999755859375,191.6999969482422,23514228
2025-01-30,196.9986572265625,199.13999938964844,202.3000030517578,196.85000610351562,200.0500030517578,9755228
2025-01-31,193.92210388183594,196.02999877929688,200.3800048828125,195.24000549316406,199.99000549316406,4757247
2025-02-01,195.67308044433594,197.8000030517578,202.0,191.97000122070312,196.10000610351562,5095099
2025-02-03,193.64511108398438,195.75,197.88999938964844,193.39999389648438,196.85000610351562,3605096
2025-02-04,203.32984924316406,205.5399932861328,206.14999389648438,196.49000549316406,196.5,10989201
2025-02-05,203.54747009277344,205.75999450683594,207.5,203.8300018310547,205.50999450683594,5194531
2025-02-06,203.87393188476562,206.08999633789062,206.88999938964844,203.2100067138672,204.82000732421875,4122578
2025-02-07,206.39649963378906,208.63999938964844,210.0,200.00999450683594,205.97999572753906,14717042
2025-02-10,202.51866149902344,204.72000122070312,209.35000610351562,201.50999450683594,209.0,5377184
2025-02-11,195.3762969970703,197.5,205.85000610351562,196.11000061035156,205.5,4575291
2025-02-12,189.36167907714844,191.4199981689453,197.38999938964844,183.61000061035156,197.38999938964844,11552557
2025-02-13,191.97328186035156,194.05999755859375,199.99000549316406,192.10000610351562,193.5,11114475
2025-02-14,176.234375,178.14999389648438,190.60000610351562,168.8300018310547,188.0,39509965
2025-02-17,191.21156311035156,193.2899932861328,194.3000030517578,183.05999755859375,185.0,52038173
2025-02-18,187.2941436767578,189.3300018310547,194.8000030517578,188.55999755859375,191.6300048828125,9901583
2025-02-19,200.5797119140625,202.75999450683594,206.67999267578125,187.25,188.2100067138672,32402820
2025-02-20,203.2210235595703,205.42999267578125,207.0,194.5500030517578,201.75999450683594,21573205
2025-02-21,200.12942504882812,201.32000732421875,205.42999267578125,198.99000549316406,203.75,9179356
2025-02-24,202.82339477539062,204.02999877929688,209.0,203.10000610351562,203.89999389648438,28459396
2025-02-25,203.72801208496094,204.94000244140625,207.39999389648438,202.8800048828125,205.0,10367351
2025-02-27,207.0283660888672,208.25999450683594,213.9499969482422,203.64999389648438,206.5,39704890
2025-02-28,199.7715606689453,200.9600067138672,206.0,195.60000610351562,205.0,34821415
2025-03-03,197.92254638671875,199.10000610351562,203.2899932861328,194.50999450683594,201.0,15537465
2025-03-04,196.4115447998047,197.5800018310547,200.0,194.67999267578125,197.0,7783910
2025-03-05,202.4754638671875,203.67999267578125,204.3699951171875,198.0,198.8000030517578,7824656
2025-03-06,202.33628845214844,203.5399932861328,206.3000030517578,202.10000610351562,204.5,4510884
2025-03-07,207.1575927734375,208.38999938964844,209.0,201.86000061035156,202.0,10246224
2025-03-10,204.12564086914062,205.33999633789062,212.39999389648438,203.60000610351562,207.6999969482422,7943715
2025-03-11,200.22882080078125,201.4199981689453,205.77999877929688,200.0,201.0,4859573
2025-03-12,205.23904418945312,206.4600067138672,207.49000549316406,198.0,201.00999450683594,5934804
2025-03-13,206.90908813476562,208.13999938964844,208.89999389648438,204.11000061035156,205.88999938964844,6670814
2025-03-17,208.38034057617188,209.6199951171875,210.9499969482422,204.10000610351562,206.64999389648438,17869967
2025-03-18,208.38034057617188,209.6199951171875,209.6199951171875,209.6199951171875,209.6199951171875,0
2025-03-19,212.65489196777344,213.9199981689453,214.5,210.50999450683594,210.50999450683594,10093996
2025-03-20,216.21372985839844,217.5,219.89999389648438,211.85000610351562,217.0,36158880
2025-03-21,232.7752227783203,234.16000366210938,247.60000610351562,219.72999572753906,226.0,146360729
2025-03-24,238.9584197998047,240.3800048828125,243.75,236.25,236.3000030517578,28419220
