date_,adj close_ofss.ns,close_ofss.ns,high_ofss.ns,low_ofss.ns,open_ofss.ns,volume_ofss.ns
2025-04-28,8353.5458984375,8755.0,8833.0,8480.0,8770.0,255169
2025-04-29,8432.2626953125,8837.5,8899.5,8750.0,8830.0,146372
2025-04-30,8321.58203125,8721.5,8895.0,8660.0,8840.0,146668
2025-05-02,8278.16796875,8676.0,8883.5,8650.5,8800.0,150654
2025-05-05,8238.5712890625,8634.5,8801.0,8570.0,8800.0,156874
2025-05-06,7999.5576171875,8384.0,8780.0,8361.5,8693.5,167625
2025-05-07,8140.2939453125,8531.5,8544.0,8238.0,8261.5,173152
2025-05-08,8031.48095703125,8156.0,8397.5,8091.0,8320.0,190579
2025-05-09,7871.4619140625,7993.5,8115.0,7933.5,7950.0,108057
2025-05-12,8580.9619140625,8714.0,8744.5,8179.0,8239.5,268271
2025-05-13,8348.564453125,8478.0,8674.0,8456.0,8671.0,139262
2025-05-14,8374.16796875,8504.0,8583.5,8409.5,8520.5,102099
2025-05-15,8420.4501953125,8551.0,8575.0,8440.0,8560.0,88914
2025-05-16,8563.728515625,8696.5,8730.0,8508.0,8585.0,123530
2025-05-19,8489.3818359375,8621.0,8745.0,8600.5,8745.0,80085
2025-05-20,8307.6982421875,8436.5,8740.0,8414.5,8688.0,117869
2025-05-21,8255.5078125,8383.5,8499.5,8309.0,8491.5,81061
2025-05-22,8167.3740234375,8294.0,8339.5,8196.5,8305.5,123383
2025-05-23,8238.7666015625,8366.5,8548.0,8306.0,8306.0,122684
2025-05-26,8322.4697265625,8451.5,8485.0,8369.0,8370.0,50840
2025-05-27,8274.2177734375,8402.5,8498.0,8365.0,8470.0,95286
2025-05-28,8385.984375,8516.0,8608.5,8435.0,8477.5,136774
2025-05-29,8369.736328125,8499.5,8661.0,8478.5,8600.0,129537
2025-05-30,8333.3017578125,8462.5,8590.0,8418.0,8530.0,159983
2025-06-02,8268.30859375,8396.5,8449.0,8325.5,8449.0,76519
2025-06-03,8241.7216796875,8369.5,8470.0,8267.0,8412.0,98051
2025-06-04,8533.2021484375,8665.5,8741.5,8391.0,8414.0,334256
2025-06-05,8606.564453125,8740.0,8885.0,8643.0,8680.0,224359
2025-06-06,8651.8623046875,8786.0,8810.0,8666.5,8776.5,95387
2025-06-09,9021.6298828125,9161.5,9200.0,8829.5,8849.5,313597
2025-06-10,9347.083984375,9492.0,9520.0,9150.0,9200.0,393134
2025-06-11,9285.5380859375,9429.5,9617.0,9301.0,9547.5,261322
2025-06-12,9263.3818359375,9407.0,9569.5,9313.5,9545.0,229439
2025-06-13,9333.7900390625,9478.5,9685.0,9223.0,9299.0,302596
2025-06-16,9535.16796875,9683.0,9732.0,9413.5,9504.5,236103
2025-06-17,9583.912109375,9732.5,9775.0,9632.0,9700.0,165669
2025-06-18,9508.580078125,9656.0,9766.5,9600.0,9739.0,110969
2025-06-19,9184.6025390625,9327.0,9669.0,9300.0,9660.0,165782
2025-06-20,9252.056640625,9395.5,9448.5,9298.0,9374.0,147147
2025-06-23,9020.15234375,9160.0,9349.5,9131.0,9349.5,158976
2025-06-24,9017.1982421875,9157.0,9297.0,9140.5,9255.0,145896
2025-06-25,9037.3857421875,9177.5,9339.0,9164.0,9227.0,120007
2025-06-26,8935.9580078125,9074.5,9230.0,8990.0,9230.0,149946
2025-06-27,8853.732421875,8991.0,9208.0,8941.0,9094.5,562109
2025-06-30,8848.80859375,8986.0,9090.0,8930.0,9089.5,138155
2025-07-01,8820.744140625,8957.5,9148.0,8922.0,9060.0,140579
2025-07-02,8805.97265625,8942.5,9075.5,8850.0,8957.5,155550
2025-07-03,8892.1376953125,9030.0,9120.0,8959.5,8960.0,114608
2025-07-04,8969.9306640625,9109.0,9124.0,8960.0,9089.0,96079
2025-07-07,8867.5185546875,9005.0,9099.5,8992.0,9099.5,61737
2025-07-08,8868.99609375,9006.5,9072.5,8912.5,9000.5,82817
2025-07-09,8802.0341796875,8938.5,9029.5,8910.0,9028.0,60569
2025-07-10,8643.0,8777.0,8946.5,8714.0,8906.5,146167
2025-07-11,8504.15234375,8636.0,8866.0,8531.5,8708.0,183731
2025-07-14,8600.1640625,8733.5,8759.5,8505.5,8640.0,113607
2025-07-15,8641.0302734375,8775.0,8864.0,8685.0,8725.0,75259
2025-07-16,8679.927734375,8814.5,8858.0,8740.0,8775.0,76256
2025-07-17,8611.48828125,8745.0,8893.0,8734.5,8855.0,69691
2025-07-18,8656.2939453125,8790.5,8844.5,8691.5,8777.0,92192
2025-07-21,8686.328125,8821.0,8865.0,8663.0,8790.0,62012
2025-07-22,8574.560546875,8707.5,8860.0,8675.0,8841.5,69573
2025-07-23,8644.9697265625,8779.0,8815.0,8663.5,8735.0,79754
2025-07-24,8802.5263671875,8939.0,8987.0,8758.0,8947.5,475675
2025-07-25,8477.564453125,8609.0,9034.5,8575.0,8950.0,173750
2025-07-28,8548.4658203125,8681.0,8769.5,8509.0,8645.0,147286
2025-07-29,8532.2177734375,8664.5,8720.0,8580.0,8681.0,67051
2025-07-30,8439.16015625,8570.0,8699.5,8542.5,8699.0,72342
2025-07-31,8345.6103515625,8475.0,8569.5,8445.5,8500.0,150964
2025-08-01,8250.583984375,8378.5,8492.5,8340.0,8475.0,124824
2025-08-04,8438.66796875,8569.5,8590.0,8319.5,8355.5,77907
2025-08-05,8444.083984375,8575.0,8607.5,8487.5,8585.0,49503
2025-08-06,8386.9697265625,8517.0,8599.5,8420.5,8576.0,81885
2025-08-07,8440.6376953125,8571.5,8590.0,8430.5,8475.0,65889
2025-08-08,8295.3896484375,8424.0,8627.5,8387.5,8627.5,47453
2025-08-11,8275.2021484375,8403.5,8459.0,8363.0,8409.0,28768
2025-08-12,8383.5224609375,8513.5,8639.0,8409.0,8411.0,102518
2025-08-13,8463.2861328125,8594.5,8617.0,8465.5,8588.0,70550
2025-08-14,8455.408203125,8586.5,8718.5,8570.0,8585.0,83210
2025-08-18,8421.927734375,8552.5,8665.5,8517.0,8660.0,39039
2025-08-19,8465.748046875,8597.0,8636.0,8491.0,8619.0,53315
2025-08-20,8629.2138671875,8763.0,8848.0,8550.0,8550.0,146307
2025-08-21,8566.1904296875,8699.0,8860.0,8681.0,8810.0,100872
2025-08-22,8492.3359375,8624.0,8744.0,8610.0,8744.0,34763
2025-08-25,8616.904296875,8750.5,8932.0,8670.5,8670.5,203962
2025-08-26,8400.263671875,8530.5,8759.5,8505.0,8720.5,80298
2025-08-28,8242.7060546875,8370.5,8565.5,8335.5,8540.0,101080
2025-08-29,8166.88134765625,8293.5,8455.0,8274.0,8310.5,79570
2025-09-01,8343.1484375,8472.5,8514.0,8325.0,8331.0,138605
2025-09-02,8347.087890625,8476.5,8542.0,8390.0,8480.0,65922
2025-09-03,8284.064453125,8412.5,8546.5,8380.5,8500.0,102667
2025-09-04,8166.88134765625,8293.5,8518.0,8270.5,8475.0,119181
2025-09-05,8153.58740234375,8280.0,8395.0,8141.5,8347.0,84450
2025-09-08,8173.77490234375,8300.5,8398.0,8266.5,8340.0,62155
2025-09-09,8284.556640625,8413.0,8428.0,8330.0,8359.5,80671
2025-09-10,9123.056640625,9264.5,9301.0,8820.0,8913.0,1529853
2025-09-11,8997.99609375,9137.5,9950.0,9044.0,9950.0,1573471
2025-09-12,8841.916015625,8979.0,9187.0,8926.0,9160.0,368777
2025-09-15,8833.5458984375,8970.5,9000.0,8866.0,8975.0,120921
2025-09-16,9002.919921875,9142.5,9169.0,8968.5,8971.0,162517
2025-09-17,8985.6865234375,9125.0,9210.0,9101.5,9165.0,115640
2025-09-18,9034.923828125,9175.0,9200.0,9055.0,9149.0,108710
2025-09-19,8880.3203125,9018.0,9215.0,9001.5,9195.0,193760
2025-09-22,8918.232421875,9056.5,9115.5,8860.5,8900.0,145431
2025-09-23,8965.0078125,9104.0,9211.5,9035.0,9098.0,130689
2025-09-24,8923.15625,9061.5,9108.0,8955.0,9088.0,122602
2025-09-25,8772.984375,8909.0,9124.5,8884.5,9061.5,89964
2025-09-26,8385.0,8515.0,8909.0,8500.0,8888.0,133987
2025-09-29,8324.4384765625,8453.5,8598.5,8425.5,8570.5,108039
2025-09-30,8274.7099609375,8403.0,8510.5,8310.0,8461.0,111001
2025-10-01,8590.80859375,8724.0,8755.0,8377.0,8400.0,176760
2025-10-03,8825.17578125,8962.0,8984.0,8641.0,8724.0,209851
2025-10-06,8954.66796875,9093.5,9110.0,8900.0,8939.0,110924
2025-10-07,9190.0185546875,9332.5,9365.0,9083.5,9090.0,204283
2025-10-08,9049.2021484375,9189.5,9315.0,9103.0,9270.0,165216
2025-10-09,9169.33984375,9311.5,9382.0,9184.5,9220.0,187532
2025-10-10,9072.34375,9213.0,9380.0,9181.0,9380.0,133863
2025-10-13,9056.587890625,9197.0,9274.0,9076.5,9190.0,215451
2025-10-14,8813.3583984375,8950.0,9280.0,8921.0,9197.5,134209
2025-10-15,8623.3056640625,8757.0,9073.0,8730.5,8974.5,152247
2025-10-16,8662.2021484375,8796.5,8848.0,8752.0,8790.5,103843
2025-10-17,8646.4462890625,8780.5,8837.0,8721.0,8810.5,121533
2025-10-20,8454.423828125,8585.5,8754.0,8550.0,8745.0,225848
2025-10-21,8488.888671875,8620.5,8670.0,8601.0,8620.0,15929
2025-10-23,8401.740234375,8532.0,8740.0,8520.5,8730.5,209610
2025-10-24,8434.236328125,8565.0,8609.5,8505.0,8570.0,108451
2025-10-27,8562.744140625,8695.5,8714.5,8580.0,8639.0,203519
2025-10-28,8470.1796875,8601.5,8720.0,8521.0,8720.0,148260
2025-10-29,8527.2939453125,8659.5,8706.5,8610.0,8621.0,91011
2025-10-30,8481.01171875,8612.5,8695.0,8591.0,8665.0,75010
2025-10-31,8385.0,8515.0,8637.0,8500.0,8633.5,111369
2025-11-03,8407.0,8407.0,8470.0,8310.0,8459.0,155670
2025-11-04,8325.0,8325.0,8425.0,8290.0,8420.0,85461
2025-11-05,8325.0,8325.0,8325.0,8325.0,8325.0,0
2025-11-06,8212.5,8212.5,8357.5,8199.5,8325.5,76986
2025-11-07,8076.5,8076.5,8210.0,8036.0,8210.0,91422
2025-11-10,8176.5,8176.5,8254.5,8087.0,8141.5,78362
2025-11-11,8242.0,8242.0,8264.0,8168.5,8176.5,74067
2025-11-12,8394.0,8394.0,8430.0,8271.5,8300.0,104111
2025-11-13,8303.5,8303.5,8410.0,8286.5,8380.5,57121
2025-11-14,8223.5,8223.5,8296.0,8159.0,8296.0,71224
2025-11-17,8286.5,8286.5,8349.0,8240.0,8276.5,63753
2025-11-18,8177.5,8177.5,8290.0,8157.5,8282.0,63320
2025-11-19,8333.0,8333.0,8372.0,8165.0,8189.0,144973
2025-11-20,8372.5,8372.5,8514.5,8345.0,8400.0,133670
2025-11-21,8169.5,8169.5,8371.5,8150.0,8330.5,84765
2025-11-24,8146.5,8146.5,8275.0,8113.0,8175.0,272790
2025-11-25,8084.0,8084.0,8222.0,8060.0,8200.0,79913
2025-11-26,8177.5,8177.5,8220.0,8076.0,8120.0,167920
2025-11-27,8150.5,8150.5,8276.0,8115.0,8199.0,197830
2025-11-28,8107.0,8107.0,8265.0,8087.5,8122.5,91091
2025-12-01,8149.5,8149.5,8190.0,8110.0,8149.5,82563
2025-12-02,8099.0,8099.0,8196.5,8065.0,8149.5,93379
2025-12-03,8075.5,8075.5,8190.0,8042.5,8124.0,120259
2025-12-04,8191.5,8191.5,8225.0,8058.5,8091.0,76182
2025-12-05,8219.0,8219.0,8279.0,8158.0,8220.0,89963
2025-12-08,8026.0,8026.0,8264.0,7879.0,8255.0,149195
2025-12-09,8062.0,8062.0,8088.5,7915.5,7970.5,82888
2025-12-10,7870.0,7870.0,8117.0,7832.0,8064.0,106562
2025-12-11,8005.0,8005.0,8036.5,7524.5,7712.5,264718
2025-12-12,7990.0,7990.0,8023.5,7891.5,7975.5,96155
2025-12-15,7967.5,7967.5,8010.0,7933.5,7995.0,49684
2025-12-16,7828.5,7828.5,7958.5,7785.0,7949.0,107137
2025-12-17,7712.5,7712.5,7861.5,7667.5,7800.0,81864
2025-12-18,7662.5,7662.5,7763.0,7595.5,7668.0,119072
2025-12-19,7823.5,7823.5,7843.5,7640.0,7720.0,102445
2025-12-22,7860.5,7860.5,7930.5,7813.5,7900.0,78936
2025-12-23,7817.0,7817.0,7896.0,7755.0,7896.0,101671
2025-12-24,7782.0,7782.0,7851.0,7764.0,7820.0,54134
2025-12-26,7777.0,7777.0,7800.5,7726.5,7750.0,89564
2025-12-29,7691.0,7691.0,7790.0,7624.5,7780.5,122553
2025-12-30,7626.5,7626.5,7717.5,7601.0,7660.0,139152
2025-12-31,7687.0,7687.0,7715.0,7611.0,7659.5,54251
2026-01-01,7687.5,7687.5,7714.0,7642.0,7699.5,48035
2026-01-02,7731.5,7731.5,7741.0,7655.0,7686.0,54875
2026-01-05,7677.0,7677.0,7743.5,7630.0,7735.0,104098
2026-01-06,7593.0,7593.0,7701.0,7574.5,7641.0,160627
2026-01-07,7832.5,7832.5,7841.0,7553.5,7582.5,123199
2026-01-08,7594.0,7594.0,7869.0,7570.0,7833.0,151580
2026-01-09,7597.5,7597.5,7644.5,7521.0,7594.0,123509
2026-01-12,7584.0,7584.0,7603.5,7454.5,7599.0,85550
2026-01-13,7696.0,7696.0,7705.5,7582.0,7609.5,105308
2026-01-14,7531.0,7531.0,7700.5,7510.0,7700.5,100564
2026-01-16,7959.5,7959.5,8011.0,7546.5,7584.5,381617
