date_,adj close_sammaancap.ns,close_sammaancap.ns,high_sammaancap.ns,low_sammaancap.ns,open_sammaancap.ns,volume_sammaancap.ns
2024-05-13,151.50979614257812,153.4499969482422,155.6999969482422,150.60000610351562,154.89999389648438,4762261
2024-05-14,156.84153747558594,158.85000610351562,159.4499969482422,153.60000610351562,154.3000030517578,4434054
2024-05-15,158.47067260742188,160.5,163.39999389648438,158.35000610351562,159.39999389648438,5127826
2024-05-16,160.59347534179688,162.64999389648438,164.4499969482422,161.5,161.5,4366588
2024-05-17,160.24790954589844,162.3000030517578,164.85000610351562,161.89999389648438,163.0,3284606
2024-05-21,160.98843383789062,163.0500030517578,165.14999389648438,161.14999389648438,163.0,4770569
2024-05-22,164.44418334960938,166.5500030517578,169.39999389648438,162.10000610351562,163.85000610351562,8443389
2024-05-23,164.88848876953125,167.0,169.39999389648438,166.39999389648438,167.35000610351562,3925158
2024-05-24,163.11123657226562,165.1999969482422,168.35000610351562,164.39999389648438,167.0,3651644
2024-05-27,166.51760864257812,168.64999389648438,171.89999389648438,167.75,171.39999389648438,9876804
2024-05-28,162.66693115234375,164.75,169.5,164.0,169.10000610351562,4139645
2024-05-29,161.87704467773438,163.9499969482422,165.64999389648438,163.0,163.89999389648438,2766904
2024-05-30,155.01492309570312,157.0,163.60000610351562,155.6999969482422,163.5500030517578,6765313
2024-05-31,155.50860595703125,157.5,159.5,157.0500030517578,157.89999389648438,3615777
2024-06-03,158.12509155273438,160.14999389648438,164.3000030517578,158.5500030517578,163.8000030517578,5934354
2024-06-04,143.56158447265625,145.39999389648438,159.85000610351562,131.64999389648438,159.75,11419270
2024-06-05,150.769287109375,152.6999969482422,152.9499969482422,142.75,148.39999389648438,6428449
2024-06-06,156.3478546142578,158.35000610351562,158.89999389648438,153.5,153.5,4543699
2024-06-07,157.82888793945312,159.85000610351562,160.5,156.75,158.8000030517578,4141363
2024-06-10,159.3296661376953,161.3699951171875,163.3000030517578,160.5,160.64999389648438,3839209
2024-06-11,162.0745086669922,164.14999389648438,165.39999389648438,161.1699981689453,162.19000244140625,5184964
2024-06-12,168.43309020996094,170.58999633789062,172.5500030517578,163.89999389648438,164.5,9123172
2024-06-13,169.7265167236328,171.89999389648438,175.8000030517578,170.9199981689453,172.5,8997752
2024-06-14,170.1807098388672,172.36000061035156,174.63999938964844,170.39999389648438,172.8000030517578,4551039
2024-06-18,172.56024169921875,174.77000427246094,179.7100067138672,171.77000427246094,173.8000030517578,14245280
2024-06-19,171.5235137939453,173.72000122070312,175.60000610351562,170.82000732421875,175.60000610351562,6143154
2024-06-20,176.3516845703125,178.61000061035156,183.3000030517578,173.16000366210938,174.0,18245751
2024-06-21,175.3050994873047,177.5500030517578,181.32000732421875,176.74000549316406,179.5,10897130
2024-06-24,172.47137451171875,174.67999267578125,177.52999877929688,173.77000427246094,176.1999969482422,5031977
2024-06-25,171.41490173339844,173.61000061035156,175.72000122070312,172.32000732421875,175.60000610351562,5769065
2024-06-26,168.13687133789062,170.2899932861328,178.1999969482422,169.89999389648438,173.89999389648438,6876691
2024-06-27,164.25657653808594,166.36000061035156,172.0,165.4499969482422,170.6999969482422,5922253
2024-06-28,164.41455078125,166.52000427246094,169.97999572753906,165.75,167.1999969482422,6564736
2024-07-01,167.2778778076172,169.4199981689453,171.5,166.1300048828125,167.5,5641425
2024-07-02,165.46115112304688,167.5800018310547,170.89999389648438,166.8000030517578,170.10000610351562,4863232
2024-07-03,167.56422424316406,169.7100067138672,172.3000030517578,167.36000061035156,168.75,6145478
2024-07-04,168.97613525390625,171.13999938964844,174.8000030517578,170.0500030517578,170.5,6415202
2024-07-05,168.5614471435547,170.72000122070312,176.5,169.50999450683594,170.0,9139750
2024-07-08,165.75735473632812,167.8800048828125,171.85000610351562,167.5,171.64999389648438,4698446
2024-07-09,168.82803344726562,170.99000549316406,175.17999267578125,168.61000061035156,168.85000610351562,10175591
2024-07-10,165.3525390625,167.47000122070312,172.13999938964844,165.10000610351562,171.85000610351562,6393238
2024-07-11,166.7743377685547,168.91000366210938,171.89999389648438,168.42999267578125,168.5,4239165
2024-07-12,165.87583923339844,168.0,170.25,167.47000122070312,169.85000610351562,4085271
2024-07-15,164.82923889160156,166.94000244140625,169.5,166.39999389648438,169.5,4368249
2024-07-16,165.8067169189453,167.92999267578125,172.36000061035156,166.61000061035156,166.94000244140625,15456183
2024-07-18,167.18902587890625,169.3300018310547,174.25,168.5,168.5399932861328,15340092
2024-07-19,163.2198486328125,165.30999755859375,170.8800048828125,164.6699981689453,170.0,9456787
2024-07-22,165.1748046875,167.2899932861328,169.33999633789062,163.5500030517578,165.0500030517578,3637478
2024-07-23,162.24237060546875,164.32000732421875,169.16000366210938,160.6999969482422,168.0,5374128
2024-07-24,164.00973510742188,166.11000061035156,169.6300048828125,163.8699951171875,164.32000732421875,4726642
2024-07-25,162.32135009765625,164.39999389648438,168.74000549316406,164.00999450683594,165.0,4986459
2024-07-26,164.73049926757812,166.83999633789062,167.99000549316406,165.00999450683594,165.60000610351562,2393031
2024-07-29,167.0310516357422,169.1699981689453,171.39999389648438,167.6999969482422,167.6999969482422,4699289
2024-07-30,174.13014221191406,176.36000061035156,177.25,168.80999755859375,169.4499969482422,11554301
2024-07-31,172.0665740966797,174.27000427246094,178.75,173.63999938964844,177.25,5361702
2024-08-01,168.07763671875,170.22999572753906,175.25,169.89999389648438,175.25,3228875
2024-08-02,164.2467041015625,166.35000610351562,168.8800048828125,164.60000610351562,168.25,4253405
2024-08-05,156.1108856201172,158.11000061035156,163.85000610351562,156.97999572753906,162.00999450683594,5932555
2024-08-06,152.94146728515625,154.89999389648438,163.0500030517578,154.10000610351562,160.0,4300990
2024-08-07,158.5299072265625,160.55999755859375,161.10000610351562,155.89999389648438,158.0,3290503
2024-08-08,158.17445373535156,160.1999969482422,162.3699951171875,159.1999969482422,161.3000030517578,2464642
2024-08-09,158.1942138671875,160.22000122070312,163.0,159.10000610351562,161.60000610351562,2119759
2024-08-12,158.273193359375,160.3000030517578,161.02999877929688,157.11000061035156,160.0,2641187
2024-08-13,153.40553283691406,155.3699951171875,162.8000030517578,155.0,162.0500030517578,4916746
2024-08-14,150.82852172851562,152.75999450683594,159.2899932861328,152.00999450683594,156.89999389648438,6093501
2024-08-16,151.4011993408203,153.33999633789062,157.25,153.0,154.39999389648438,3251237
2024-08-19,159.44815063476562,161.49000549316406,163.35000610351562,153.8000030517578,154.1999969482422,8422158
2024-08-20,168.40347290039062,170.55999755859375,173.39999389648438,161.1699981689453,162.5,19134016
2024-08-21,172.2936553955078,174.5,176.0,170.8800048828125,170.88999938964844,12501035
2024-08-22,174.40660095214844,176.63999938964844,179.3000030517578,174.64999389648438,176.0,8810552
2024-08-23,168.34422302246094,170.5,177.3000030517578,169.5500030517578,176.63999938964844,7105442
2024-08-26,165.40191650390625,167.52000427246094,170.8000030517578,165.5,170.11000061035156,5287138
2024-08-27,165.29330444335938,167.41000366210938,168.60000610351562,165.85000610351562,168.25,4166955
2024-08-28,162.18312072753906,164.25999450683594,168.69000244140625,163.22000122070312,168.25,3887359
2024-08-29,160.5243682861328,162.5800018310547,165.4499969482422,160.8000030517578,164.6999969482422,3427735
2024-08-30,159.74435424804688,161.7899932861328,164.89999389648438,161.10000610351562,163.39999389648438,3239660
2024-09-02,158.9051055908203,160.94000244140625,162.99000549316406,158.75,162.60000610351562,4339688
2024-09-03,158.63851928710938,160.6699981689453,164.60000610351562,160.0,161.35000610351562,4793532
2024-09-04,157.759765625,159.77999877929688,163.4499969482422,158.8000030517578,159.0,5577480
2024-09-05,165.19456481933594,167.30999755859375,168.00999450683594,160.9499969482422,161.0,8182127
2024-09-06,159.7838592529297,161.8300018310547,167.99000549316406,161.02000427246094,167.99000549316406,5145067
2024-09-09,158.1645965576172,160.19000244140625,161.82000732421875,157.50999450683594,161.5,4434292
2024-09-10,160.30714416503906,162.36000061035156,163.8000030517578,160.6999969482422,160.6999969482422,3175642
2024-09-11,155.0050506591797,156.99000549316406,163.14999389648438,156.39999389648438,160.39999389648438,5454872
2024-09-12,158.97421264648438,161.00999450683594,161.69000244140625,156.3699951171875,158.55999755859375,5674413
2024-09-13,166.28065490722656,168.41000366210938,173.1199951171875,160.75,161.99000549316406,19634376
2024-09-16,161.52159118652344,163.58999633789062,171.0,163.25,169.8000030517578,6894987
2024-09-17,162.21273803710938,164.2899932861328,166.32000732421875,162.55999755859375,164.10000610351562,6246845
2024-09-18,159.4975128173828,161.5399932861328,165.0,160.5,165.0,4224837
2024-09-19,156.17999267578125,158.17999267578125,163.44000244140625,156.41000366210938,162.39999389648438,6240007
2024-09-20,163.44000244140625,163.44000244140625,164.00999450683594,158.0,158.17999267578125,6075696
2024-09-23,165.25999450683594,165.25999450683594,168.60000610351562,164.0500030517578,165.0,7453975
2024-09-24,171.1300048828125,171.1300048828125,172.6999969482422,164.8000030517578,165.30999755859375,12791569
2024-09-25,171.52999877929688,171.52999877929688,172.4499969482422,168.58999633789062,171.1300048828125,7968136
2024-09-26,167.19000244140625,167.19000244140625,174.0,166.5500030517578,172.5,6823424
2024-09-27,166.8699951171875,166.8699951171875,168.10000610351562,165.1999969482422,167.5,4570888
2024-09-30,162.88999938964844,162.88999938964844,165.83999633789062,161.47999572753906,165.0,8285406
2024-10-01,162.11000061035156,162.11000061035156,164.33999633789062,161.8000030517578,163.10000610351562,3192516
2024-10-03,159.47999572753906,159.47999572753906,160.89999389648438,158.1999969482422,160.0,6472880
2024-10-04,157.50999450683594,157.50999450683594,161.0399932861328,156.0,160.0,4979699
2024-10-07,148.8000030517578,148.8000030517578,159.39999389648438,147.1199951171875,158.75,9410911
2024-10-08,150.3800048828125,150.3800048828125,151.6300048828125,146.4600067138672,148.8000030517578,5688563
2024-10-09,151.14999389648438,151.14999389648438,156.0500030517578,150.5,151.39999389648438,4134915
2024-10-10,152.6199951171875,152.6199951171875,155.08999633789062,151.60000610351562,152.60000610351562,3882555
2024-10-11,154.00999450683594,154.00999450683594,154.94000244140625,152.0,153.5,3562732
2024-10-14,150.97000122070312,150.97000122070312,154.32000732421875,150.41000366210938,154.0,3329890
2024-10-15,148.39999389648438,148.39999389648438,151.88999938964844,147.8000030517578,151.39999389648438,4481488
2024-10-16,146.74000549316406,146.74000549316406,149.11000061035156,146.1999969482422,148.2100067138672,4628210
2024-10-17,140.82000732421875,140.82000732421875,148.25,139.6699981689453,147.2100067138672,7802755
2024-10-18,144.1199951171875,144.1199951171875,144.67999267578125,136.57000732421875,140.0,10540814
2024-10-21,142.17999267578125,142.17999267578125,145.39999389648438,141.2100067138672,144.9499969482422,4619835
2024-10-22,133.14999389648438,133.14999389648438,142.74000549316406,132.3000030517578,142.10000610351562,7419161
2024-10-23,138.97999572753906,138.97999572753906,140.6999969482422,131.1300048828125,133.99000549316406,8819353
2024-10-24,139.1300048828125,139.1300048828125,142.36000061035156,137.25999450683594,140.3000030517578,3859068
2024-10-25,135.0,135.0,140.49000549316406,134.00999450683594,140.0,4942431
2024-10-28,140.2899932861328,140.2899932861328,141.8800048828125,134.3300018310547,136.0,4659089
2024-10-29,143.1999969482422,143.1999969482422,143.91000366210938,139.5,139.5,4790596
2024-10-30,145.63999938964844,145.63999938964844,146.3699951171875,142.0,143.1999969482422,3370976
2024-10-31,144.22000122070312,144.22000122070312,146.41000366210938,143.1699981689453,145.0,2330188
2024-11-01,145.25,145.25,145.89999389648438,144.19000244140625,144.22000122070312,538893
2024-11-04,142.0,142.0,145.4499969482422,139.77999877929688,145.38999938964844,2964101
2024-11-05,143.47999572753906,143.47999572753906,143.9499969482422,141.0,141.10000610351562,2511442
2024-11-06,148.72000122070312,148.72000122070312,149.05999755859375,143.63999938964844,143.63999938964844,3882756
2024-11-07,144.9499969482422,144.9499969482422,149.97999572753906,144.4199981689453,149.0,3418436
2024-11-08,143.4600067138672,143.4600067138672,145.30999755859375,141.82000732421875,145.0,2677460
2024-11-11,140.42999267578125,140.42999267578125,142.77000427246094,138.5,142.75,4755673
2024-11-12,138.35000610351562,138.35000610351562,143.5500030517578,137.5,141.0,2846088
2024-11-13,133.74000549316406,133.74000549316406,139.2899932861328,133.11000061035156,138.7899932861328,5759495
2024-11-14,134.8699951171875,134.8699951171875,138.14999389648438,133.10000610351562,133.10000610351562,3803932
2024-11-18,144.58999633789062,144.58999633789062,145.9499969482422,130.69000244140625,131.00999450683594,16177210
2024-11-19,150.6300048828125,150.6300048828125,153.5,143.11000061035156,143.11000061035156,12715536
2024-11-21,159.6999969482422,159.6999969482422,161.8800048828125,147.75999450683594,148.88999938964844,17635987
2024-11-22,155.7899932861328,155.7899932861328,161.6199951171875,155.19000244140625,161.39999389648438,6943026
2024-11-25,161.8300018310547,161.8300018310547,164.47999572753906,157.83999633789062,158.89999389648438,12995962
2024-11-26,160.6999969482422,160.6999969482422,163.1999969482422,158.9600067138672,161.0,5550689
2024-11-27,164.3699951171875,164.3699951171875,166.6999969482422,160.9199981689453,161.19000244140625,7800500
2024-11-28,167.13999938964844,167.13999938964844,169.35000610351562,163.80999755859375,165.19000244140625,10582246
2024-11-29,167.8699951171875,167.8699951171875,169.75,165.5,168.0,8628416
2024-12-02,166.6699981689453,166.6699981689453,168.0,163.25999450683594,166.25,6996548
2024-12-03,167.6699981689453,167.6699981689453,170.25,165.0500030517578,166.97000122070312,6562514
2024-12-04,166.7899932861328,166.7899932861328,169.8000030517578,165.5,168.64999389648438,5287792
2024-12-05,162.75,162.75,167.32000732421875,161.19000244140625,167.3000030517578,6289533
2024-12-06,161.02000427246094,161.02000427246094,166.39999389648438,160.0,163.5,7100114
2024-12-09,167.72999572753906,167.72999572753906,168.6999969482422,160.5,162.1999969482422,15521205
2024-12-10,165.75999450683594,165.75999450683594,170.11000061035156,165.10000610351562,169.0,5302434
2024-12-11,167.86000061035156,167.86000061035156,168.8000030517578,164.27999877929688,166.0,6581587
2024-12-12,162.36000061035156,162.36000061035156,169.49000549316406,161.91000366210938,168.89999389648438,8374794
2024-12-13,159.05999755859375,159.05999755859375,163.3000030517578,156.5,162.88999938964844,6476227
2024-12-16,159.80999755859375,159.80999755859375,164.9499969482422,159.3000030517578,159.6999969482422,6977948
2024-12-17,156.72000122070312,156.72000122070312,161.0,154.5800018310547,161.0,7741139
2024-12-18,154.92999267578125,154.92999267578125,158.24000549316406,154.02999877929688,157.00999450683594,4049120
2024-12-19,154.14999389648438,154.14999389648438,154.88999938964844,150.5,150.5,3665945
2024-12-20,151.8699951171875,151.8699951171875,158.5,150.11000061035156,155.0,18045173
2024-12-23,149.41000366210938,149.41000366210938,155.00999450683594,148.39999389648438,155.0,3624910
2024-12-24,149.97999572753906,149.97999572753906,151.0,149.39999389648438,150.0500030517578,2814619
2024-12-26,154.0800018310547,154.0800018310547,154.8000030517578,149.97999572753906,151.25,3904492
2024-12-27,153.92999267578125,153.92999267578125,156.89999389648438,153.10000610351562,154.14999389648438,3164451
2024-12-30,149.72999572753906,149.72999572753906,154.55999755859375,148.4199981689453,154.47999572753906,2947186
2024-12-31,151.07000732421875,151.07000732421875,151.33999633789062,149.10000610351562,149.60000610351562,2081030
2025-01-01,152.97999572753906,152.97999572753906,153.5500030517578,150.75999450683594,151.0,1806501
2025-01-02,162.7899932861328,162.7899932861328,163.6999969482422,153.66000366210938,155.5,18059873
2025-01-03,163.22999572753906,163.22999572753906,165.24000549316406,161.10000610351562,162.10000610351562,7764290
2025-01-06,157.27999877929688,157.27999877929688,163.7899932861328,155.05999755859375,163.7899932861328,7183545
2025-01-07,159.58999633789062,159.58999633789062,161.3000030517578,157.9499969482422,159.0399932861328,5411161
2025-01-08,159.14999389648438,159.14999389648438,161.36000061035156,156.2899932861328,161.0,4590369
2025-01-09,156.00999450683594,156.00999450683594,159.27000427246094,153.36000061035156,159.14999389648438,4750347
2025-01-10,149.7100067138672,149.7100067138672,155.52000427246094,148.14999389648438,155.0,5374255
2025-01-13,141.57000732421875,141.57000732421875,150.67999267578125,139.39999389648438,149.69000244140625,7639874
2025-01-14,142.94000244140625,142.94000244140625,144.63999938964844,141.72999572753906,142.0,5402611
2025-01-15,142.7100067138672,142.7100067138672,146.00999450683594,141.8000030517578,144.39999389648438,3448244
2025-01-16,155.00999450683594,155.00999450683594,155.99000549316406,144.0,144.0,9222705
2025-01-17,159.1699981689453,159.1699981689453,160.25,152.47000122070312,152.99000549316406,7723327
2025-01-20,157.63999938964844,157.63999938964844,160.0,156.22000122070312,159.25,2805977
2025-01-21,160.91000366210938,160.91000366210938,164.3000030517578,157.5500030517578,157.64999389648438,9664303
2025-01-22,161.7100067138672,161.7100067138672,163.89999389648438,158.57000732421875,162.52000427246094,10655660
2025-01-23,157.19000244140625,157.19000244140625,159.1199951171875,154.7100067138672,158.9499969482422,7940315
2025-01-24,154.86000061035156,154.86000061035156,159.82000732421875,154.0,159.8000030517578,8105927
2025-01-27,143.2899932861328,143.2899932861328,153.75,142.0500030517578,153.75,9610285
2025-01-28,146.5800018310547,146.5800018310547,148.8300018310547,140.55999755859375,145.5399932861328,8618313
2025-01-29,145.94000244140625,145.94000244140625,148.0,144.58999633789062,147.10000610351562,4369677
2025-01-30,140.8699951171875,140.8699951171875,146.67999267578125,140.10000610351562,146.0,6136766
2025-01-31,140.6999969482422,140.6999969482422,142.22999572753906,139.1999969482422,141.5,5808661
2025-02-01,142.77000427246094,142.77000427246094,146.13999938964844,141.49000549316406,141.5,3569804
2025-02-03,137.6300048828125,137.6300048828125,141.0,136.47999572753906,141.0,4335548
2025-02-04,141.2899932861328,141.2899932861328,142.0,136.66000366210938,140.08999633789062,7359868
2025-02-05,140.88999938964844,140.88999938964844,144.99000549316406,140.2100067138672,141.5,7708153
2025-02-06,147.86000061035156,147.86000061035156,149.8000030517578,141.47000122070312,142.0,8000023
2025-02-07,149.24000549316406,149.24000549316406,152.60000610351562,145.7100067138672,148.0,7419598
2025-02-10,143.08999633789062,143.08999633789062,149.85000610351562,142.14999389648438,149.1999969482422,4713666
2025-02-11,136.22999572753906,136.22999572753906,143.27000427246094,133.60000610351562,143.0,6569901
2025-02-12,125.31999969482422,125.31999969482422,136.60000610351562,120.19999694824219,136.60000610351562,19913320
2025-02-13,125.31999969482422,125.31999969482422,130.08999633789062,124.5,126.25,8110445
2025-02-14,122.19000244140625,122.19000244140625,126.94999694824219,118.52999877929688,126.0999984741211,13062718
2025-02-17,121.43000030517578,121.43000030517578,125.7699966430664,119.5999984741211,122.19000244140625,11736949
2025-02-18,117.93000030517578,117.93000030517578,123.19000244140625,115.11000061035156,122.0,6823503
2025-02-19,122.75,122.75,123.79000091552734,116.87999725341797,118.06999969482422,7267169
2025-02-20,121.4800033569336,121.4800033569336,124.73999786376953,121.05999755859375,122.0,5498523
2025-02-21,119.33000183105469,119.33000183105469,124.37000274658203,117.80000305175781,121.4800033569336,8635899
2025-02-24,116.58999633789062,116.58999633789062,119.83999633789062,115.80999755859375,119.33999633789062,6858958
2025-02-25,113.6500015258789,113.6500015258789,118.5,113.0,116.0999984741211,5654325
2025-02-27,112.23999786376953,112.23999786376953,115.69999694824219,111.5,114.06999969482422,8941345
2025-02-28,110.4000015258789,110.4000015258789,111.93000030517578,105.61000061035156,111.0,10745880
2025-03-03,108.91999816894531,108.91999816894531,112.37999725341797,103.8499984741211,111.04000091552734,9161270
2025-03-04,113.61000061035156,113.61000061035156,114.55000305175781,107.55999755859375,108.5,7647264
2025-03-05,117.08999633789062,117.08999633789062,118.19999694824219,113.9000015258789,113.9000015258789,6702385
2025-03-06,115.70999908447266,115.70999908447266,121.05000305175781,115.0,117.9000015258789,12433140
2025-03-07,116.83999633789062,116.83999633789062,119.5999984741211,115.05000305175781,115.1500015258789,10533999
2025-03-10,111.66999816894531,111.66999816894531,117.5999984741211,111.0999984741211,117.0,8299205
2025-03-11,110.12999725341797,110.12999725341797,111.83999633789062,108.4000015258789,110.44000244140625,9173133
2025-03-12,108.77999877929688,108.77999877929688,112.8499984741211,108.37000274658203,110.69999694824219,9778862
2025-03-13,107.56999969482422,107.56999969482422,110.6500015258789,107.2699966430664,109.01000213623047,7083673
2025-03-17,105.11000061035156,105.11000061035156,109.44000244140625,104.72000122070312,108.25,9990309
2025-03-18,105.11000061035156,105.11000061035156,105.11000061035156,105.11000061035156,105.11000061035156,0
2025-03-19,112.81999969482422,112.81999969482422,114.19999694824219,110.36000061035156,110.5,9918244
2025-03-20,110.51000213623047,110.51000213623047,115.5999984741211,110.19999694824219,114.9000015258789,8126669
