date_,adj close_torntpower.ns,close_torntpower.ns,high_torntpower.ns,low_torntpower.ns,open_torntpower.ns,volume_torntpower.ns
2024-02-14,1100.660400390625,1130.800048828125,1162.949951171875,1056.949951171875,1117.0,809686
2024-02-15,1176.24072265625,1208.449951171875,1236.949951171875,1134.0,1134.0,2399731
2024-02-16,1153.678466796875,1173.5,1219.0,1162.300048828125,1211.0,1637423
2024-02-19,1160.510986328125,1180.449951171875,1201.25,1170.0999755859375,1177.0999755859375,379899
2024-02-20,1130.9686279296875,1150.4000244140625,1234.0,1131.0,1204.050048828125,1537362
2024-02-21,1105.70263671875,1124.699951171875,1160.0,1120.0,1156.199951171875,697562
2024-02-22,1100.3447265625,1119.25,1146.300048828125,1111.199951171875,1127.449951171875,519833
2024-02-23,1106.8824462890625,1125.9000244140625,1153.0,1114.8499755859375,1128.0,1239321
2024-02-26,1097.2479248046875,1116.0999755859375,1151.0,1102.4000244140625,1129.300048828125,920294
2024-02-27,1131.7059326171875,1151.1500244140625,1167.0,1114.5,1119.4000244140625,1206377
2024-02-28,1098.8209228515625,1117.699951171875,1197.0,1085.0,1158.8499755859375,1672445
2024-02-29,1059.64404296875,1077.8499755859375,1127.75,1064.5,1124.5999755859375,6486191
2024-03-01,1097.3955078125,1116.25,1139.0,1087.550048828125,1087.5999755859375,980882
2024-03-04,1126.3480224609375,1145.699951171875,1169.8499755859375,1138.0,1160.5999755859375,1273651
2024-03-05,1125.3648681640625,1144.699951171875,1161.550048828125,1129.25,1145.699951171875,930614
2024-03-06,1142.1268310546875,1161.75,1174.0,1139.5999755859375,1141.949951171875,1017060
2024-03-07,1125.2666015625,1144.5999755859375,1173.4000244140625,1140.0,1161.75,523306
2024-03-11,1139.57080078125,1159.1500244140625,1287.5,1137.0999755859375,1170.0,9547108
2024-03-12,1178.4527587890625,1198.699951171875,1211.699951171875,1144.0,1162.0,3778555
2024-03-13,1116.7626953125,1135.949951171875,1205.8499755859375,1125.0,1205.5,1519388
2024-03-14,1124.6275634765625,1143.949951171875,1151.75,1104.0999755859375,1132.4000244140625,853841
2024-03-15,1136.4248046875,1155.949951171875,1185.0,1115.449951171875,1127.25,787157
2024-03-18,1170.2437744140625,1190.3499755859375,1249.5,1176.0,1189.949951171875,5326912
2024-03-19,1242.64990234375,1264.0,1281.1500244140625,1165.0,1192.199951171875,3474052
2024-03-20,1199.3929443359375,1220.0,1260.0,1187.949951171875,1248.0,2356398
2024-03-21,1223.429931640625,1244.449951171875,1256.0,1217.050048828125,1235.0,944303
2024-03-22,1261.968017578125,1283.6500244140625,1296.699951171875,1226.0,1244.449951171875,1177615
2024-03-26,1381.2681884765625,1405.0,1443.9000244140625,1274.699951171875,1279.699951171875,4289126
2024-03-27,1396.06396484375,1420.050048828125,1514.699951171875,1365.050048828125,1391.949951171875,8682246
2024-03-28,1335.0128173828125,1357.949951171875,1449.0,1331.0999755859375,1420.0,2886474
2024-04-01,1398.47265625,1422.5,1463.0,1386.050048828125,1399.0,3177319
2024-04-02,1440.6971435546875,1465.449951171875,1485.0,1408.3499755859375,1424.0,2261177
2024-04-03,1455.787841796875,1480.800048828125,1498.0,1450.0,1460.050048828125,1586556
2024-04-04,1450.6265869140625,1475.550048828125,1513.800048828125,1457.050048828125,1485.0,1127131
2024-04-05,1465.274658203125,1490.449951171875,1511.0,1467.5,1481.5,1295625
2024-04-08,1541.908203125,1568.4000244140625,1591.4000244140625,1490.0,1504.9000244140625,1647829
2024-04-09,1569.5826416015625,1596.550048828125,1633.0,1551.949951171875,1573.0,2122571
2024-04-10,1544.1202392578125,1570.6500244140625,1599.949951171875,1563.949951171875,1599.5,797678
2024-04-12,1554.2952880859375,1581.0,1615.0,1559.8499755859375,1570.75,703440
2024-04-15,1499.487060546875,1525.25,1556.0,1332.3499755859375,1332.3499755859375,1124183
2024-04-16,1481.5452880859375,1507.0,1576.0999755859375,1497.699951171875,1525.800048828125,766057
2024-04-18,1485.82177734375,1511.3499755859375,1591.5,1480.0,1522.0999755859375,1381297
2024-04-19,1475.7940673828125,1501.1500244140625,1531.8499755859375,1477.0,1512.0,603619
2024-04-22,1451.65869140625,1476.5999755859375,1531.199951171875,1470.050048828125,1519.0,455740
2024-04-23,1479.13671875,1504.550048828125,1555.949951171875,1488.25,1491.0,793375
2024-04-24,1489.5084228515625,1515.0999755859375,1534.4000244140625,1496.0,1516.5,371208
2024-04-25,1484.298095703125,1509.800048828125,1532.6500244140625,1501.0,1522.4000244140625,306326
2024-04-26,1464.6358642578125,1489.800048828125,1519.949951171875,1485.5,1517.949951171875,227797
2024-04-29,1508.97412109375,1534.9000244140625,1557.0,1494.25,1504.699951171875,694049
2024-04-30,1475.744873046875,1501.0999755859375,1575.0,1497.75,1534.9000244140625,1052082
2024-05-02,1480.6112060546875,1506.050048828125,1515.25,1479.5,1507.5,424948
2024-05-03,1459.1795654296875,1484.25,1523.0,1476.3499755859375,1513.0999755859375,462210
2024-05-06,1416.266845703125,1440.5999755859375,1496.3499755859375,1425.0,1484.25,654757
2024-05-07,1349.8087158203125,1373.0,1447.5999755859375,1362.300048828125,1446.0,957140
2024-05-08,1308.4197998046875,1330.9000244140625,1370.0,1325.050048828125,1370.0,814820
2024-05-09,1298.9327392578125,1321.25,1378.300048828125,1303.300048828125,1336.0,819692
2024-05-10,1304.5364990234375,1326.949951171875,1346.449951171875,1299.300048828125,1322.1500244140625,515224
2024-05-13,1292.9359130859375,1315.1500244140625,1336.25,1296.0,1329.5999755859375,399623
2024-05-14,1336.8316650390625,1359.800048828125,1377.0,1316.0,1316.0,629983
2024-05-15,1342.7303466796875,1365.800048828125,1390.800048828125,1357.1500244140625,1368.050048828125,971912
2024-05-16,1316.0880126953125,1338.699951171875,1380.0,1331.3499755859375,1379.0999755859375,574950
2024-05-17,1355.36328125,1378.6500244140625,1397.0,1331.5,1347.8499755859375,950802
2024-05-21,1393.163818359375,1417.0999755859375,1437.9000244140625,1368.0,1392.0,946369
2024-05-22,1358.460205078125,1381.800048828125,1459.0,1370.199951171875,1432.050048828125,871185
2024-05-23,1402.355712890625,1426.449951171875,1449.949951171875,1360.0,1360.0,1656923
2024-05-24,1376.9423828125,1400.5999755859375,1464.0,1380.75,1427.949951171875,1172065
2024-05-27,1374.632080078125,1398.25,1460.1500244140625,1385.0,1425.0,1111590
2024-05-28,1409.9749755859375,1434.199951171875,1458.0,1401.0,1401.800048828125,1290287
2024-05-29,1431.603271484375,1456.199951171875,1473.75,1424.0,1445.949951171875,1794041
2024-05-30,1416.119384765625,1440.449951171875,1476.699951171875,1411.199951171875,1448.8499755859375,1218851
2024-05-31,1476.4332275390625,1501.800048828125,1563.0,1454.0999755859375,1468.0,23992516
2024-06-03,1489.6558837890625,1515.25,1545.0,1499.300048828125,1520.0,785567
2024-06-04,1375.2220458984375,1398.8499755859375,1530.0999755859375,1295.0999755859375,1515.25,889317
2024-06-05,1415.0870361328125,1439.4000244140625,1515.0,1401.050048828125,1405.3499755859375,568094
2024-06-06,1437.2562255859375,1461.949951171875,1478.1500244140625,1441.0999755859375,1453.800048828125,178746
2024-06-07,1472.6973876953125,1498.0,1505.0,1451.25,1465.0,452171
2024-06-10,1505.6314697265625,1531.5,1550.0,1505.0,1513.0,201588
2024-06-11,1554.3936767578125,1581.0999755859375,1585.0,1547.300048828125,1575.0,900866
2024-06-12,1581.8223876953125,1609.0,1614.0,1570.050048828125,1595.0,483154
2024-06-13,1570.8116455078125,1597.800048828125,1633.0999755859375,1575.0,1612.0,402726
2024-06-14,1576.03515625,1599.0999755859375,1604.8499755859375,1576.0,1600.0,410344
2024-06-18,1581.307861328125,1604.449951171875,1609.0,1588.0,1606.1500244140625,249173
2024-06-19,1566.9678955078125,1589.9000244140625,1610.0,1555.0,1605.0,193683
2024-06-20,1573.078369140625,1596.0999755859375,1613.800048828125,1587.8499755859375,1592.0,154930
2024-06-21,1481.7646484375,1503.449951171875,1610.0,1477.0,1595.3499755859375,928189
2024-06-24,1469.494384765625,1491.0,1514.0,1473.449951171875,1503.9000244140625,410511
2024-06-25,1491.0291748046875,1512.8499755859375,1525.449951171875,1491.800048828125,1495.199951171875,212220
2024-06-26,1489.40283203125,1511.199951171875,1523.4000244140625,1487.199951171875,1512.8499755859375,159463
2024-06-27,1497.2874755859375,1519.199951171875,1526.449951171875,1492.800048828125,1516.449951171875,234960
2024-06-28,1476.78759765625,1498.4000244140625,1531.5,1490.0999755859375,1520.0,249494
2024-07-01,1435.442626953125,1456.449951171875,1498.5,1450.0,1490.0999755859375,312165
2024-07-02,1452.690185546875,1473.949951171875,1482.050048828125,1455.0,1465.050048828125,203868
2024-07-03,1475.309326171875,1496.9000244140625,1505.0,1476.3499755859375,1476.3499755859375,211602
2024-07-04,1492.0640869140625,1513.9000244140625,1517.949951171875,1503.0,1505.0,162576
2024-07-05,1487.7275390625,1509.5,1522.0,1490.199951171875,1513.9000244140625,113593
2024-07-08,1452.0496826171875,1473.300048828125,1523.800048828125,1457.25,1518.0,233580
2024-07-09,1496.7454833984375,1518.6500244140625,1549.800048828125,1501.0999755859375,1544.5999755859375,355912
2024-07-10,1522.9619140625,1545.25,1549.949951171875,1500.0,1537.6500244140625,767922
2024-07-11,1508.0303955078125,1530.0999755859375,1548.800048828125,1515.0999755859375,1545.25,146226
2024-07-12,1488.2696533203125,1510.050048828125,1535.0,1500.1500244140625,1522.0999755859375,140951
2024-07-15,1497.533935546875,1519.449951171875,1525.0,1495.6500244140625,1510.050048828125,165401
2024-07-16,1523.257568359375,1545.550048828125,1548.699951171875,1507.050048828125,1518.0,374305
2024-07-18,1520.4486083984375,1542.699951171875,1687.0,1520.0,1551.1500244140625,3254915
2024-07-19,1504.4822998046875,1526.5,1589.5,1507.75,1542.699951171875,476631
2024-07-22,1487.431884765625,1509.199951171875,1548.050048828125,1503.0999755859375,1520.199951171875,231364
2024-07-23,1471.4654541015625,1493.0,1609.199951171875,1456.050048828125,1609.199951171875,577864
2024-07-24,1497.533935546875,1519.449951171875,1549.949951171875,1492.050048828125,1504.949951171875,314215
2024-07-25,1512.8104248046875,1534.949951171875,1543.550048828125,1502.1500244140625,1507.800048828125,159592
2024-07-26,1534.39453125,1556.8499755859375,1574.0,1536.949951171875,1540.300048828125,270472
2024-07-29,1569.234619140625,1592.199951171875,1607.699951171875,1550.050048828125,1569.0,424061
2024-07-30,1578.2034912109375,1601.300048828125,1639.8499755859375,1585.949951171875,1612.0,785634
2024-07-31,1839.5289306640625,1866.449951171875,1908.0,1669.0,1700.0,15274443
2024-08-01,1800.9437255859375,1827.300048828125,1896.0,1800.0,1865.0,3746881
2024-08-02,1824.6468505859375,1851.3499755859375,1875.9000244140625,1786.0,1819.550048828125,1829423
2024-08-05,1737.571044921875,1763.0,1828.949951171875,1743.050048828125,1810.0,1097432
2024-08-06,1742.54833984375,1768.050048828125,1823.949951171875,1750.050048828125,1780.0,868056
2024-08-07,1745.505126953125,1771.050048828125,1828.949951171875,1765.300048828125,1805.0,734738
2024-08-08,1722.196044921875,1747.4000244140625,1823.550048828125,1732.0,1775.0,824083
2024-08-09,1765.6600341796875,1791.5,1850.0,1755.050048828125,1779.0,1710447
2024-08-12,1726.138427734375,1751.4000244140625,1790.1500244140625,1744.3499755859375,1780.0999755859375,538222
2024-08-13,1687.503662109375,1712.199951171875,1774.9000244140625,1703.1500244140625,1760.3499755859375,407712
2024-08-14,1654.388427734375,1678.5999755859375,1722.699951171875,1674.0,1718.5999755859375,307264
2024-08-16,1663.7513427734375,1688.0999755859375,1733.0,1675.0,1694.0,940549
2024-08-19,1648.6722412109375,1672.800048828125,1729.699951171875,1657.0,1695.050048828125,483283
2024-08-20,1771.4256591796875,1797.3499755859375,1813.300048828125,1671.25,1678.9000244140625,1930032
2024-08-21,1698.24658203125,1723.0999755859375,1818.699951171875,1719.0,1805.0,956087
2024-08-22,1674.05078125,1698.550048828125,1740.0,1688.699951171875,1731.1500244140625,479020
2024-08-23,1647.8836669921875,1672.0,1710.0,1665.9000244140625,1704.8499755859375,395370
2024-08-26,1604.17333984375,1627.6500244140625,1686.0,1620.050048828125,1677.0,675850
2024-08-27,1664.4906005859375,1688.8499755859375,1705.9000244140625,1633.0,1633.1500244140625,831236
2024-08-28,1649.411376953125,1673.550048828125,1700.0,1665.949951171875,1694.9000244140625,380258
2024-08-29,1635.416015625,1659.3499755859375,1690.0,1651.0999755859375,1677.800048828125,325729
2024-08-30,1718.3524169921875,1743.5,1770.0,1658.050048828125,1664.9000244140625,1450689
2024-09-02,1740.6756591796875,1766.1500244140625,1775.0,1709.0,1743.5,751347
2024-09-03,1688.14453125,1712.8499755859375,1768.0,1706.5999755859375,1766.1500244140625,623308
2024-09-04,1708.64453125,1733.6500244140625,1741.0,1680.0999755859375,1709.0,826409
2024-09-05,1649.263427734375,1673.4000244140625,1750.0,1662.300048828125,1740.3499755859375,525716
2024-09-06,1670.404052734375,1694.8499755859375,1705.0,1663.0,1677.449951171875,546682
2024-09-09,1646.35595703125,1670.449951171875,1711.949951171875,1659.800048828125,1688.050048828125,633571
2024-09-10,1663.997802734375,1688.3499755859375,1714.0999755859375,1675.5999755859375,1675.949951171875,600504
2024-09-11,1675.7755126953125,1700.300048828125,1714.0,1685.25,1690.0,427830
2024-09-12,1700.9569091796875,1725.8499755859375,1742.0,1707.1500244140625,1709.0,457946
2024-09-13,1737.571044921875,1763.0,1776.0,1718.1500244140625,1725.0,663591
2024-09-16,1755.1143798828125,1780.800048828125,1797.0,1745.050048828125,1769.9000244140625,621144
2024-09-17,1754.375244140625,1780.050048828125,1900.0,1760.0,1808.0,3895585
2024-09-18,1905.0205078125,1932.9000244140625,1969.9000244140625,1803.25,1840.0,6172266
2024-09-19,1815.776611328125,1842.3499755859375,1932.0,1820.0,1932.0,1228563
2024-09-20,1874.615478515625,1902.050048828125,1920.0,1840.0999755859375,1856.3499755859375,1489978
2024-09-23,1835.14306640625,1862.0,1921.0999755859375,1850.0,1909.25,550984
2024-09-24,1887.6744384765625,1915.300048828125,1930.0,1865.0,1866.0,1057400
2024-09-25,1859.6839599609375,1886.9000244140625,1929.949951171875,1867.050048828125,1909.050048828125,564052
2024-09-26,1862.1480712890625,1889.4000244140625,1917.0,1852.6500244140625,1890.0,748505
2024-09-27,1880.2825927734375,1907.800048828125,1957.300048828125,1895.050048828125,1934.949951171875,925681
2024-09-30,1850.9124755859375,1878.0,1949.449951171875,1867.75,1900.0,750958
2024-10-01,1834.847412109375,1861.699951171875,1887.9000244140625,1851.0999755859375,1880.0,479862
2024-10-03,1831.052978515625,1857.8499755859375,1865.0,1830.0,1842.5,295260
2024-10-04,1863.42919921875,1890.699951171875,1900.0,1791.0,1857.9000244140625,545903
2024-10-07,1773.495361328125,1799.449951171875,1900.0,1773.0999755859375,1890.800048828125,499299
2024-10-08,1790.447265625,1816.6500244140625,1821.949951171875,1753.699951171875,1794.5999755859375,508863
2024-10-09,1907.238037109375,1935.1500244140625,1984.699951171875,1886.050048828125,1901.0,4857383
2024-10-10,1857.02294921875,1884.199951171875,1949.800048828125,1866.949951171875,1945.0,569426
2024-10-11,1859.1912841796875,1886.4000244140625,1900.800048828125,1847.1500244140625,1889.0,302649
2024-10-14,1912.2645263671875,1940.25,1978.0,1890.0,1890.0,1521615
2024-10-15,1925.0277099609375,1953.199951171875,1961.449951171875,1928.0,1946.0,393681
2024-10-16,1920.2476806640625,1948.3499755859375,1974.5999755859375,1936.050048828125,1953.199951171875,433097
2024-10-17,1911.821044921875,1939.800048828125,1954.199951171875,1922.0,1950.0,1086885
2024-10-18,1945.1827392578125,1973.6500244140625,1993.0,1905.050048828125,1932.0,739060
2024-10-21,1938.677978515625,1967.050048828125,1991.4000244140625,1950.0,1978.800048828125,424087
2024-10-22,1924.38720703125,1952.550048828125,2037.0,1918.0,1979.0,2101262
2024-10-23,1928.77294921875,1957.0,2023.199951171875,1907.0999755859375,1945.0,1287350
2024-10-24,1926.5059814453125,1954.699951171875,2005.0,1945.0,1952.300048828125,1068959
2024-10-25,1896.0518798828125,1923.800048828125,1997.949951171875,1907.449951171875,1954.699951171875,355939
2024-10-28,1802.66845703125,1829.050048828125,1938.3499755859375,1814.9000244140625,1928.949951171875,549193
2024-10-29,1816.22021484375,1842.800048828125,1864.1500244140625,1828.0,1837.199951171875,296729
2024-10-30,1801.7813720703125,1828.1500244140625,1890.0,1817.699951171875,1847.0,352735
2024-10-31,1795.4736328125,1821.75,1844.0,1802.0,1830.0,259920
2024-11-01,1799.120361328125,1825.449951171875,1843.0,1813.0,1813.449951171875,53939
2024-11-04,1771.7706298828125,1797.699951171875,1833.949951171875,1790.0,1828.449951171875,217523
2024-11-05,1685.2369384765625,1709.9000244140625,1795.8499755859375,1685.0999755859375,1795.0,1112364
2024-11-06,1762.7525634765625,1788.550048828125,1794.949951171875,1710.050048828125,1710.050048828125,773246
2024-11-07,1730.721435546875,1756.050048828125,1798.0,1750.0,1797.449951171875,222251
2024-11-08,1669.6649169921875,1694.0999755859375,1762.0,1688.0,1757.5,439856
2024-11-11,1656.0146484375,1680.25,1720.300048828125,1676.050048828125,1690.0,327203
2024-11-12,1634.775390625,1658.699951171875,1709.5,1640.0,1691.449951171875,262961
2024-11-13,1621.37158203125,1645.0999755859375,1692.0,1634.0,1657.5,289890
2024-11-14,1536.513427734375,1559.0,1638.300048828125,1545.699951171875,1600.0,989846
2024-11-18,1560.265869140625,1583.0999755859375,1597.0,1529.0,1578.5,622083
2024-11-19,1559.5760498046875,1582.4000244140625,1615.4000244140625,1570.0,1590.0,451519
2024-11-21,1559.5267333984375,1582.3499755859375,1592.0,1548.0,1582.0,457053
2024-11-22,1495.5135498046875,1517.4000244140625,1575.4000244140625,1486.550048828125,1570.5,1109742
2024-11-25,1591.114501953125,1614.4000244140625,1674.0,1500.0,1540.0,2466643
2024-11-26,1532.768310546875,1555.199951171875,1617.4000244140625,1545.0,1612.0,543858
2024-11-27,1510.6422119140625,1532.75,1566.8499755859375,1522.25,1560.5,475277
2024-11-28,1486.34765625,1508.0999755859375,1553.0,1502.75,1539.699951171875,370066
2024-11-29,1488.91015625,1510.699951171875,1556.949951171875,1502.199951171875,1510.0,748693
2024-12-02,1563.419921875,1586.300048828125,1619.800048828125,1506.800048828125,1510.699951171875,3316136
2024-12-03,1664.7369384765625,1689.0999755859375,1719.8499755859375,1599.050048828125,1604.4000244140625,2584341
2024-12-04,1643.6949462890625,1667.75,1715.0,1652.25,1715.0,574426
2024-12-05,1640.2454833984375,1664.25,1696.300048828125,1655.25,1675.300048828125,510452
2024-12-06,1624.8704833984375,1648.6500244140625,1704.0,1635.300048828125,1673.5999755859375,1072709
2024-12-09,1622.2093505859375,1645.949951171875,1679.0,1628.8499755859375,1655.0,836072
2024-12-10,1601.167236328125,1624.5999755859375,1654.949951171875,1616.0,1653.699951171875,1358165
2024-12-11,1644.0399169921875,1668.0999755859375,1685.050048828125,1612.050048828125,1624.25,666243
2024-12-12,1663.7513427734375,1688.0999755859375,1713.75,1625.5,1664.3499755859375,1028013
2024-12-13,1645.1240234375,1669.199951171875,1689.0,1652.5999755859375,1675.3499755859375,507777
2024-12-16,1617.7742919921875,1641.449951171875,1670.0,1637.0,1665.0,435840
2024-12-17,1600.7237548828125,1624.1500244140625,1648.699951171875,1610.800048828125,1641.5,409424
2024-12-18,1587.07373046875,1610.300048828125,1630.800048828125,1589.449951171875,1624.949951171875,328753
2024-12-19,1608.4605712890625,1632.0,1636.199951171875,1572.550048828125,1580.0,642274
2024-12-20,1457.864501953125,1479.199951171875,1639.050048828125,1444.449951171875,1631.0999755859375,2952028
2024-12-23,1528.9737548828125,1551.3499755859375,1558.0,1478.9000244140625,1479.199951171875,1534398
2024-12-24,1480.4342041015625,1502.0999755859375,1550.0,1491.1500244140625,1546.0,460805
2024-12-26,1447.072509765625,1468.25,1518.449951171875,1459.050048828125,1513.0,321207
2024-12-27,1430.5147705078125,1451.449951171875,1484.699951171875,1440.300048828125,1475.0999755859375,530465
2024-12-30,1388.972900390625,1409.300048828125,1458.949951171875,1400.0,1451.449951171875,1033835
2024-12-31,1464.5172119140625,1485.949951171875,1498.0,1410.0,1410.0,2012848
2025-01-01,1472.697509765625,1494.25,1521.6500244140625,1472.6500244140625,1484.0,535228
2025-01-02,1516.3092041015625,1538.5,1545.300048828125,1482.949951171875,1500.0,482031
2025-01-03,1491.6204833984375,1513.449951171875,1540.25,1508.0,1521.5,300817
2025-01-06,1450.1278076171875,1471.3499755859375,1516.75,1459.800048828125,1515.050048828125,348138
2025-01-07,1432.5352783203125,1453.5,1494.5999755859375,1447.300048828125,1486.0,316996
2025-01-08,1413.7598876953125,1434.449951171875,1474.0999755859375,1429.949951171875,1466.550048828125,587136
2025-01-09,1394.3934326171875,1414.800048828125,1458.0,1411.0,1437.9000244140625,730612
2025-01-10,1338.6590576171875,1358.25,1424.0,1350.0999755859375,1417.449951171875,521333
2025-01-13,1290.8585205078125,1309.75,1366.0,1301.0,1340.0,449041
2025-01-14,1358.2227783203125,1378.0999755859375,1387.449951171875,1311.0,1311.0,561822
2025-01-15,1400.6025390625,1421.0999755859375,1441.699951171875,1360.4000244140625,1384.4000244140625,688751
2025-01-16,1471.2191162109375,1492.75,1504.0999755859375,1430.0999755859375,1430.199951171875,737681
2025-01-17,1455.6962890625,1477.0,1518.0,1472.300048828125,1490.0,333687
2025-01-20,1461.5604248046875,1482.949951171875,1522.9000244140625,1473.300048828125,1481.199951171875,276280
2025-01-21,1417.20947265625,1437.949951171875,1485.0,1431.050048828125,1483.0,292099
2025-01-22,1369.951171875,1390.0,1449.8499755859375,1374.199951171875,1445.0,354441
2025-01-23,1403.70703125,1424.25,1458.699951171875,1383.550048828125,1391.0,618512
2025-01-24,1448.5015869140625,1469.699951171875,1488.699951171875,1382.0999755859375,1425.800048828125,1031287
2025-01-27,1434.50634765625,1455.5,1462.300048828125,1411.1500244140625,1450.0,473572
2025-01-28,1445.0028076171875,1466.1500244140625,1491.949951171875,1429.1500244140625,1447.449951171875,372243
2025-01-29,1453.7744140625,1475.050048828125,1493.800048828125,1460.0,1461.0,375289
2025-01-30,1432.3873291015625,1453.3499755859375,1485.0,1441.5,1465.0,168208
2025-01-31,1442.3416748046875,1463.449951171875,1488.550048828125,1442.449951171875,1470.0,432765
2025-02-01,1377.244384765625,1397.4000244140625,1484.550048828125,1388.9000244140625,1466.949951171875,305488
2025-02-03,1324.9102783203125,1344.300048828125,1401.0,1303.8499755859375,1380.0,1066990
2025-02-04,1333.2877197265625,1352.800048828125,1375.5999755859375,1313.0999755859375,1366.0,480098
2025-02-05,1314.413818359375,1333.6500244140625,1450.0,1326.300048828125,1399.0,2640132
2025-02-06,1354.921142578125,1374.75,1382.0,1335.0,1342.199951171875,1165548
2025-02-07,1387.001708984375,1407.300048828125,1409.800048828125,1364.0999755859375,1380.0,721914
2025-02-10,1330.6759033203125,1350.1500244140625,1420.0,1347.0999755859375,1409.0,417977
2025-02-11,1263.853759765625,1282.3499755859375,1358.1500244140625,1274.4000244140625,1353.5,534202
2025-02-12,1264.3023681640625,1268.800048828125,1282.3499755859375,1241.550048828125,1278.0,538656
2025-02-13,1251.2486572265625,1255.699951171875,1279.0,1250.5999755859375,1270.8499755859375,361459
2025-02-14,1233.3125,1237.699951171875,1282.5,1216.75,1270.3499755859375,420303
2025-02-17,1234.9566650390625,1239.3499755859375,1244.0999755859375,1207.25,1237.6500244140625,374969
2025-02-18,1230.7716064453125,1235.1500244140625,1240.0,1208.0,1239.4000244140625,1412340
2025-02-19,1254.238037109375,1258.699951171875,1263.4000244140625,1215.0,1236.25,552892
2025-02-20,1255.483642578125,1259.949951171875,1273.949951171875,1235.0999755859375,1257.949951171875,749886
2025-02-21,1284.7296142578125,1289.300048828125,1294.0,1252.0999755859375,1259.0,479150
2025-02-24,1298.6800537109375,1303.300048828125,1309.0,1254.5,1265.0,451488
2025-02-25,1317.8118896484375,1322.5,1343.550048828125,1286.1500244140625,1300.0999755859375,952901
2025-02-27,1308.046630859375,1312.699951171875,1335.5999755859375,1295.550048828125,1322.5,377025
2025-02-28,1258.4730224609375,1262.949951171875,1301.050048828125,1238.0,1301.050048828125,2361453
2025-03-03,1262.7578125,1267.25,1289.9000244140625,1232.050048828125,1270.300048828125,444579
2025-03-04,1272.1741943359375,1276.699951171875,1283.199951171875,1225.0,1248.5,395698
2025-03-05,1306.601806640625,1311.25,1314.199951171875,1268.0,1268.0,385085
2025-03-06,1322.146484375,1326.8499755859375,1330.800048828125,1301.3499755859375,1311.0,349457
2025-03-07,1327.2781982421875,1332.0,1363.449951171875,1320.1500244140625,1326.0,620985
2025-03-10,1345.06494140625,1349.8499755859375,1391.949951171875,1332.0,1332.0,833274
2025-03-11,1329.619873046875,1334.3499755859375,1353.949951171875,1303.8499755859375,1322.25,439957
2025-03-12,1311.2353515625,1315.9000244140625,1353.550048828125,1302.0,1341.0,239088
2025-03-13,1286.622802734375,1291.199951171875,1329.4000244140625,1282.449951171875,1319.8499755859375,228014
2025-03-17,1306.1534423828125,1310.800048828125,1337.949951171875,1282.5,1292.550048828125,487213
2025-03-18,1306.1534423828125,1310.800048828125,1310.800048828125,1310.800048828125,1310.800048828125,0
2025-03-19,1435.3936767578125,1440.5,1449.9000244140625,1381.949951171875,1391.0,714540
2025-03-20,1463.39404296875,1468.5999755859375,1473.199951171875,1428.050048828125,1440.5,685073
2025-03-21,1493.2379150390625,1498.550048828125,1504.300048828125,1455.050048828125,1464.0,1024148
2025-03-24,1524.676025390625,1530.0999755859375,1547.0,1509.0,1509.0,644359
2025-03-25,1486.8106689453125,1492.0999755859375,1542.9000244140625,1478.4000244140625,1539.0,696251
2025-03-26,1494.5831298828125,1499.9000244140625,1518.9000244140625,1489.050048828125,1493.949951171875,472531
