date_,adj close_sjvn.ns,close_sjvn.ns,high_sjvn.ns,low_sjvn.ns,open_sjvn.ns,volume_sjvn.ns
2024-01-16,96.90531921386719,99.8499984741211,103.69999694824219,97.30000305175781,103.25,67344615
2024-01-17,98.40962219238281,101.4000015258789,104.8499984741211,96.5999984741211,99.0,72622449
2024-01-18,97.6332015991211,100.5999984741211,102.3499984741211,96.69999694824219,101.5,30447421
2024-01-19,102.34017181396484,105.44999694824219,107.30000305175781,101.0999984741211,101.3499984741211,78843768
2024-01-23,100.83588409423828,103.9000015258789,116.5,102.5,112.0,59032672
2024-01-24,109.81309509277344,113.1500015258789,114.0,102.5999984741211,104.6500015258789,61539848
2024-01-25,113.0157699584961,116.44999694824219,118.9000015258789,112.4000015258789,114.0,73902690
2024-01-29,125.38975524902344,129.1999969482422,134.39999389648438,119.19999694824219,120.0,135868902
2024-01-30,124.17662048339844,127.94999694824219,134.6999969482422,126.69999694824219,133.5,54326487
2024-01-31,127.91310119628906,131.8000030517578,132.85000610351562,127.19999694824219,128.60000610351562,43866759
2024-02-01,123.7884292602539,127.55000305175781,132.35000610351562,125.80000305175781,132.35000610351562,40747230
2024-02-02,138.05490112304688,142.25,146.35000610351562,128.5500030517578,128.8000030517578,150820832
2024-02-05,143.92648315429688,148.3000030517578,170.5,135.10000610351562,145.0,238154964
2024-02-06,142.61630249023438,146.9499969482422,159.8000030517578,143.89999389648438,152.0,94207941
2024-02-07,142.56777954101562,146.89999389648438,157.39999389648438,145.60000610351562,148.39999389648438,74842579
2024-02-08,146.2071533203125,150.64999389648438,161.4499969482422,148.14999389648438,155.5500030517578,80234599
2024-02-09,136.40504455566406,140.5500030517578,151.9499969482422,137.5500030517578,151.39999389648438,68554166
2024-02-12,109.13373565673828,112.44999694824219,130.6999969482422,112.44999694824219,125.0,117827264
2024-02-13,104.9605484008789,108.1500015258789,114.0,100.6500015258789,107.25,158431484
2024-02-14,116.99485778808594,120.55000305175781,123.19999694824219,104.3499984741211,106.19999694824219,166998522
2024-02-15,121.26509857177734,124.94999694824219,128.1999969482422,122.69999694824219,123.0,103105342
2024-02-16,116.94633483886719,120.5,125.9000015258789,118.5999984741211,125.4000015258789,55011256
2024-02-19,122.5752944946289,126.30000305175781,128.5,120.94999694824219,121.5,60306871
2024-02-20,119.5181884765625,123.1500015258789,126.30000305175781,121.80000305175781,125.94999694824219,31893112
2024-02-21,118.34259033203125,120.80000305175781,123.0,119.1500015258789,123.0,27013817
2024-02-22,119.12631225585938,121.5999984741211,123.4000015258789,115.69999694824219,121.0,34354009
2024-02-23,117.06903839111328,119.5,122.0999984741211,119.0,122.0,18339054
2024-02-26,117.9017562866211,120.3499984741211,127.6500015258789,118.3499984741211,119.94999694824219,52788418
2024-02-27,119.81208038330078,122.30000305175781,126.9000015258789,121.0,121.30000305175781,26174798
2024-02-28,115.45260620117188,117.8499984741211,124.4000015258789,116.19999694824219,122.9000015258789,29143381
2024-02-29,118.68547821044922,121.1500015258789,122.55000305175781,114.5999984741211,119.0,30018100
2024-03-01,118.73445129394531,121.19999694824219,124.1500015258789,120.8499984741211,122.9000015258789,14130712
2024-03-04,119.81208038330078,122.30000305175781,125.80000305175781,121.75,124.0,24900057
2024-03-05,118.73445129394531,121.19999694824219,123.5999984741211,120.19999694824219,122.0,16109330
2024-03-06,117.02005004882812,119.44999694824219,121.94999694824219,116.80000305175781,121.9000015258789,18223921
2024-03-07,119.714111328125,122.19999694824219,123.69999694824219,118.19999694824219,119.69999694824219,22891665
2024-03-11,117.46090698242188,119.9000015258789,122.9000015258789,119.0999984741211,122.8499984741211,14752739
2024-03-12,110.06449127197266,112.3499984741211,120.0,111.0,120.0,24775563
2024-03-13,99.14130401611328,101.19999694824219,114.3499984741211,98.69999694824219,112.1500015258789,50527598
2024-03-14,116.236328125,118.6500015258789,120.0,98.05000305175781,100.4000015258789,97307324
2024-03-15,122.06529235839844,124.5999984741211,128.0,113.55000305175781,116.80000305175781,119509864
2024-03-18,121.13461303710938,123.6500015258789,130.8000030517578,122.19999694824219,128.0,63037512
2024-03-19,116.13836669921875,118.55000305175781,124.25,118.0,122.19999694824219,30678573
2024-03-20,115.45260620117188,117.8499984741211,120.75,115.25,119.69999694824219,34239826
2024-03-21,118.24462890625,120.69999694824219,124.25,119.1500015258789,119.69999694824219,30305264
2024-03-22,120.39987182617188,122.9000015258789,124.80000305175781,119.80000305175781,120.80000305175781,24076684
2024-03-26,118.93038940429688,121.4000015258789,123.75,120.4000015258789,122.9000015258789,19125648
2024-03-27,120.30191802978516,122.80000305175781,127.1500015258789,121.5,122.0,44973081
2024-03-28,118.93038940429688,121.4000015258789,124.75,121.0,123.9000015258789,18585313
2024-04-01,122.8490219116211,125.4000015258789,126.19999694824219,122.69999694824219,122.69999694824219,19806573
2024-04-02,129.80458068847656,132.5,134.64999389648438,124.0999984741211,125.8499984741211,68386748
2024-04-03,130.63729858398438,133.35000610351562,135.9499969482422,130.8000030517578,132.0,43916185
2024-04-04,129.02085876464844,131.6999969482422,135.75,131.0,134.3000030517578,23550235
2024-04-05,132.6455841064453,135.39999389648438,137.5,128.6999969482422,131.60000610351562,48760930
2024-04-08,132.35169982910156,135.10000610351562,137.10000610351562,133.35000610351562,136.39999389648438,21045516
2024-04-09,128.04119873046875,130.6999969482422,135.6999969482422,130.25,135.6999969482422,20383640
2024-04-10,129.70660400390625,132.39999389648438,133.5500030517578,130.5500030517578,131.0,18015899
2024-04-12,128.1881561279297,130.85000610351562,134.14999389648438,130.1999969482422,131.0,18246054
2024-04-15,121.67342376708984,124.19999694824219,127.25,121.69999694824219,122.1500015258789,41098936
2024-04-16,124.90628814697266,127.5,128.39999389648438,122.55000305175781,123.6500015258789,19899223
2024-04-18,125.34713745117188,127.94999694824219,130.4499969482422,126.30000305175781,128.0,25152210
2024-04-19,121.67342376708984,124.19999694824219,126.6500015258789,122.55000305175781,125.0,23340179
2024-04-22,126.03289794921875,128.64999389648438,129.14999389648438,125.80000305175781,125.94999694824219,15646667
2024-04-23,126.76763153076172,129.39999389648438,131.10000610351562,127.5,129.1999969482422,16476180
2024-04-24,127.0615463256836,129.6999969482422,131.6999969482422,128.85000610351562,130.10000610351562,15583301
2024-04-25,130.24542236328125,132.9499969482422,134.39999389648438,129.4499969482422,130.39999389648438,25448191
2024-04-26,131.86187744140625,134.60000610351562,137.39999389648438,131.75,133.60000610351562,35340965
2024-04-29,134.31101989746094,137.10000610351562,141.3000030517578,135.39999389648438,136.0,29352480
2024-04-30,131.66592407226562,134.39999389648438,139.25,133.89999389648438,137.6999969482422,22527023
2024-05-02,134.36000061035156,137.14999389648438,138.64999389648438,133.64999389648438,135.0,20225776
2024-05-03,132.40066528320312,135.14999389648438,139.75,133.0,137.60000610351562,19293037
2024-05-06,129.75559997558594,132.4499969482422,136.89999389648438,130.5,136.39999389648438,18424655
2024-05-07,124.02460479736328,126.5999984741211,132.64999389648438,125.5999984741211,132.14999389648438,22142878
2024-05-08,125.59205627441406,128.1999969482422,130.1999969482422,125.25,126.8499984741211,14655120
2024-05-09,120.93867492675781,123.44999694824219,129.5500030517578,123.0,128.39999389648438,14126991
2024-05-10,122.65308380126953,125.19999694824219,125.8499984741211,119.8499984741211,124.3499984741211,14316298
2024-05-13,120.98766326904297,123.5,125.3499984741211,120.8499984741211,125.1500015258789,11861165
2024-05-14,127.8942642211914,130.5500030517578,131.39999389648438,124.0,124.0999984741211,17989336
2024-05-15,126.66968536376953,129.3000030517578,131.8000030517578,128.85000610351562,130.85000610351562,10558012
2024-05-16,129.11883544921875,131.8000030517578,133.4499969482422,129.85000610351562,130.14999389648438,14514506
2024-05-17,132.00880432128906,134.75,135.89999389648438,131.3000030517578,132.35000610351562,19367924
2024-05-21,145.13621520996094,148.14999389648438,151.1999969482422,133.5,135.35000610351562,82857438
2024-05-22,143.2258758544922,146.1999969482422,153.0,144.5500030517578,149.0,33312243
2024-05-23,144.40145874023438,147.39999389648438,152.0,144.85000610351562,146.1999969482422,31445912
2024-05-24,141.90335083007812,144.85000610351562,149.75,143.5500030517578,147.39999389648438,15046518
2024-05-27,141.56048583984375,144.5,147.1999969482422,141.9499969482422,145.64999389648438,16544136
2024-05-28,136.17234802246094,139.0,145.4499969482422,137.60000610351562,145.3000030517578,18723285
2024-05-29,136.8581085205078,139.6999969482422,141.5,136.0,139.35000610351562,16472648
2024-05-30,130.98016357421875,133.6999969482422,136.60000610351562,131.5,133.89999389648438,32562990
2024-05-31,136.8581085205078,139.6999969482422,143.5,130.5500030517578,135.5,30917309
2024-06-03,140.23793029785156,143.14999389648438,153.0,141.35000610351562,153.0,47119535
2024-06-04,120.69377136230469,123.19999694824219,143.0,114.55000305175781,143.0,91763944
2024-06-05,123.68173217773438,126.25,128.35000610351562,116.80000305175781,126.94999694824219,26386273
2024-06-06,128.53103637695312,131.1999969482422,133.8000030517578,128.5,128.8000030517578,20232853
2024-06-07,130.63729858398438,133.35000610351562,134.6999969482422,129.10000610351562,131.0,17454204
2024-06-10,129.6968231201172,132.38999938964844,135.39999389648438,131.92999267578125,135.0,14138283
2024-06-11,130.89199829101562,133.61000061035156,135.39999389648438,132.1999969482422,133.5,12882797
2024-06-12,131.40142822265625,134.1300048828125,136.58999633789062,133.5500030517578,134.3000030517578,12171563
2024-06-13,130.41195678710938,133.1199951171875,135.38999938964844,132.44000244140625,135.0,8994923
2024-06-14,132.28311157226562,135.02999877929688,138.85000610351562,131.85000610351562,133.74000549316406,19486439
2024-06-18,131.40142822265625,134.1300048828125,136.24000549316406,133.75,135.5,9005824
2024-06-19,129.22659301757812,131.91000366210938,134.5,130.5,134.0,9063500
2024-06-20,129.5890655517578,132.27999877929688,134.3800048828125,131.22000122070312,132.39999389648438,8799777
2024-06-21,129.25596618652344,131.94000244140625,134.1999969482422,131.25999450683594,132.0,11534887
2024-06-24,128.521240234375,131.19000244140625,132.60000610351562,130.72000122070312,131.94000244140625,6611342
2024-06-25,126.7088623046875,129.33999633789062,132.5,128.69000244140625,131.72999572753906,5687103
2024-06-26,127.03215789794922,129.6699981689453,132.25,128.30999755859375,130.0,10653386
2024-06-27,129.6674346923828,132.36000061035156,133.41000366210938,129.6999969482422,131.0,16665695
2024-06-28,128.95228576660156,131.6300048828125,133.27999877929688,130.5,132.5,9005418
2024-07-01,129.09922790527344,131.77999877929688,132.89999389648438,130.50999450683594,132.4499969482422,8431793
2024-07-02,128.33509826660156,131.0,132.8000030517578,130.50999450683594,132.75,6830983
2024-07-03,133.57627868652344,136.35000610351562,137.0,130.61000061035156,131.3000030517578,37265683
2024-07-04,137.54388427734375,140.39999389648438,142.0,136.35000610351562,136.5,47117085
2024-07-05,139.27786254882812,142.1699981689453,144.1999969482422,139.4499969482422,140.9499969482422,35158182
2024-07-08,140.11058044433594,143.02000427246094,147.5,142.0,143.3000030517578,30388072
2024-07-09,142.40296936035156,145.36000061035156,149.0,143.00999450683594,144.1999969482422,40997969
2024-07-10,139.98321533203125,142.88999938964844,146.8800048828125,136.00999450683594,146.0,31536147
2024-07-11,146.88980102539062,149.94000244140625,151.5500030517578,142.3300018310547,143.35000610351562,60668031
2024-07-12,147.62454223632812,150.69000244140625,157.0,150.0,152.8000030517578,87200911
2024-07-15,150.6516876220703,153.77999877929688,158.0,147.52000427246094,151.5500030517578,62528081
2024-07-16,148.2515411376953,151.3300018310547,156.0,150.5,154.64999389648438,22878049
2024-07-18,143.46099853515625,146.44000244140625,153.39999389648438,144.2100067138672,151.89999389648438,25911911
2024-07-19,138.03369140625,140.89999389648438,147.49000549316406,140.17999267578125,145.0,21169916
2024-07-22,141.24696350097656,144.17999267578125,144.7899932861328,138.1300048828125,139.97999572753906,14036159
2024-07-23,143.6079559326172,146.58999633789062,149.17999267578125,130.10000610351562,145.0,33060907
2024-07-24,141.54087829589844,144.47999572753906,148.25,143.4199981689453,144.3000030517578,14271564
2024-07-25,138.1708526611328,141.0399932861328,143.60000610351562,140.58999633789062,143.0,9982023
2024-07-26,145.09703063964844,148.11000061035156,159.64999389648438,147.5,156.52999877929688,105299846
2024-07-29,147.76170349121094,150.8300018310547,152.25,147.89999389648438,149.39999389648438,25730974
2024-07-30,147.7812957763672,150.85000610351562,151.89999389648438,149.32000732421875,149.88999938964844,15490158
2024-07-31,145.44972229003906,148.47000122070312,153.6999969482422,147.0,151.5,19842731
2024-08-01,143.5295867919922,146.50999450683594,150.0,146.0,149.60000610351562,11503150
2024-08-02,140.88450622558594,143.80999755859375,144.9499969482422,142.25999450683594,143.0,11812640
2024-08-05,136.6621856689453,139.5,142.1999969482422,136.60000610351562,140.0,22974955
2024-08-06,132.84152221679688,135.60000610351562,143.77000427246094,135.0,140.07000732421875,13822499
2024-08-07,137.72999572753906,140.58999633789062,141.4499969482422,136.75,139.0,8869977
2024-08-08,136.99526977539062,139.83999633789062,143.38999938964844,138.36000061035156,140.39999389648438,11181186
2024-08-09,136.48583984375,139.32000732421875,142.75,138.5,141.8000030517578,8861770
2024-08-12,137.69082641601562,140.5500030517578,141.89999389648438,137.0,138.0,12376316
2024-08-13,134.33059692382812,137.1199951171875,143.32000732421875,135.66000366210938,141.00999450683594,9445769
2024-08-14,139.23867797851562,142.1300048828125,148.83999633789062,140.77999877929688,144.1999969482422,77316074
2024-08-16,140.05178833007812,142.9600067138672,144.63999938964844,142.0,144.0,10909616
2024-08-19,138.2786102294922,141.14999389648438,143.75,140.69000244140625,143.75,11478780
2024-08-20,135.6923065185547,138.50999450683594,141.8000030517578,138.14999389648438,141.8000030517578,8504210
2024-08-21,133.7427978515625,136.52000427246094,138.5,136.0,138.0,11552938
2024-08-22,130.5980987548828,133.30999755859375,136.7100067138672,133.0,136.52000427246094,20320367
2024-08-23,130.98997497558594,133.7100067138672,135.89999389648438,131.89999389648438,133.3000030517578,14522068
2024-08-26,130.90179443359375,133.6199951171875,135.25999450683594,133.3000030517578,134.39999389648438,7200371
2024-08-27,130.0102996826172,132.7100067138672,134.5,132.5,133.92999267578125,5502648
