date_,adj close_itc.ns,close_itc.ns,high_itc.ns,low_itc.ns,open_itc.ns,volume_itc.ns
2024-01-16,425.1726989746094,454.7848815917969,457.3847351074219,447.0334167480469,450.4517517089844,12531058
2024-01-17,420.0414733886719,449.2962646484375,459.3105773925781,447.94818115234375,453.9182434082031,11536527
2024-01-18,419.0512390136719,448.237060546875,450.4999084472656,437.693115234375,447.9963073730469,9495938
2024-01-19,424.4525451660156,454.0145263671875,455.45892333984375,449.1036682128906,451.1739501953125,12673308
2024-01-23,413.4698486328125,442.2669677734375,456.18109130859375,439.4745178222656,456.18109130859375,8728196
2024-01-24,417.3408203125,446.4075012207031,450.06658935546875,441.1114807128906,443.03729248046875,22459072
2024-01-25,410.1840515136719,438.7523193359375,447.7074279785156,435.333984375,446.359375,20435547
2024-01-29,404.91778564453125,433.1192626953125,440.2929992675781,430.9045715332031,438.9930725097656,18557346
2024-01-30,394.3402404785156,421.8050231933594,436.8746337890625,421.17913818359375,430.4231262207031,45190319
2024-01-31,397.4910583496094,425.17523193359375,426.0899963378906,422.430908203125,423.6827087402344,20648695
2024-02-01,398.706298828125,426.47515869140625,431.1452941894531,423.0086669921875,425.6085510253906,19903526
2024-02-02,396.1856994628906,423.77899169921875,430.6156921386719,423.2012634277344,428.4972839355469,17816750
2024-02-05,394.3402404785156,421.8050231933594,427.1973571777344,420.36065673828125,425.6085510253906,12505666
2024-02-06,388.35382080078125,415.4016418457031,424.54931640625,413.57208251953125,423.6827087402344,19487043
2024-02-07,388.7138671875,415.78680419921875,418.8681335449219,414.8238830566406,418.8681335449219,13376903
2024-02-08,378.88037109375,399.176513671875,413.1869201660156,393.4471740722656,413.09063720703125,50039587
2024-02-09,379.7486267089844,400.0912780761719,408.4686584472656,393.4471740722656,394.89154052734375,33527317
2024-02-12,371.8428955078125,391.7620544433594,402.4985656738281,390.9917297363281,402.06524658203125,11326971
2024-02-13,371.75152587890625,391.665771484375,395.5655822753906,388.3437194824219,391.8102111816406,16207766
2024-02-14,376.1385498046875,396.28778076171875,396.9618225097656,389.4029235839844,390.943603515625,12618012
2024-02-15,369.1467590332031,388.9214782714844,399.176513671875,388.19927978515625,397.6839904785156,21169031
2024-02-16,369.7865295410156,389.59552001953125,394.3619384765625,384.5883483886719,389.9806823730469,38963810
2024-02-19,374.0364074707031,394.07305908203125,397.4432678222656,389.59552001953125,389.9806823730469,17602580
2024-02-20,371.1574401855469,391.0398864746094,395.22857666015625,389.306640625,395.22857666015625,14626643
2024-02-21,368.64410400390625,388.3918762207031,394.89154052734375,386.4178771972656,391.906494140625,20162369
2024-02-22,378.78900146484375,399.0802307128906,399.7542724609375,388.4881591796875,391.8102111816406,19321180
2024-02-23,376.0014343261719,396.1433410644531,400.4764404296875,395.2767028808594,400.4764404296875,11576964
2024-02-26,373.99072265625,394.0249328613281,397.7321472167969,392.19537353515625,395.8544616699219,8289561
2024-02-27,375.7729187011719,395.902587890625,397.4432678222656,393.3990173339844,394.7952575683594,8083518
2024-02-28,373.16815185546875,393.1582946777344,397.05810546875,391.71392822265625,395.902587890625,8949664
2024-02-29,371.3402099609375,391.2324523925781,395.8063049316406,389.49920654296875,393.83233642578125,15468800
2024-03-01,374.2649230957031,394.31378173828125,397.82843017578125,392.3879699707031,393.7360534667969,12873024
2024-03-04,373.8993225097656,393.9286193847656,397.6358642578125,393.302734375,396.9618225097656,7103794
2024-03-05,371.203125,391.0880126953125,396.1433410644531,388.9696044921875,394.4582214355469,10108373
2024-03-06,372.75689697265625,392.7249755859375,394.7471008300781,385.84014892578125,391.425048828125,11534613
2024-03-07,377.9664306640625,398.2135925292969,399.5616760253906,388.68072509765625,392.7249755859375,23907135
2024-03-11,374.17352294921875,394.2174987792969,402.7874450683594,392.8694152832031,401.34307861328125,18298683
2024-03-12,369.6494140625,389.4510803222656,391.425048828125,384.5401916503906,391.425048828125,36226074
2024-03-13,386.1006164550781,406.7835388183594,421.7568664550781,405.5317687988281,418.8681335449219,105525827
2024-03-14,383.54156494140625,404.0873718261719,409.7204284667969,402.4985656738281,406.3020935058594,31949569
2024-03-15,383.03887939453125,403.5577697753906,412.6573181152344,399.8505554199219,401.7282409667969,76074975
2024-03-18,381.5308532714844,401.9689636230469,405.09844970703125,401.4393615722656,403.46148681640625,16547358
2024-03-19,374.31060791015625,394.3619384765625,403.9910888671875,393.54345703125,402.4985656738281,21803126
2024-03-20,379.93145751953125,400.28387451171875,401.1986389160156,394.3619384765625,394.7952575683594,20364534
2024-03-21,385.0038757324219,405.6280517578125,406.3502197265625,400.76531982421875,403.46148681640625,19968509
2024-03-22,391.7214660644531,412.7054748535156,413.7165222167969,405.6280517578125,405.6280517578125,40358503
2024-03-26,390.85321044921875,411.79071044921875,413.2832336425781,409.7685852050781,409.7685852050781,10669833
2024-03-27,391.1730651855469,412.1277160644531,412.9943542480469,410.63519287109375,411.164794921875,12698464
2024-03-28,391.49298095703125,412.4647521972656,417.1830139160156,411.164794921875,412.1277160644531,29009002
2024-04-01,389.9849548339844,410.8759460449219,415.3534851074219,409.9611511230469,413.1869201660156,9743648
2024-04-02,389.20806884765625,410.0574645996094,412.8017578125,408.85382080078125,412.8017578125,9194659
2024-04-03,388.614013671875,409.4315490722656,412.8980712890625,405.3873291015625,410.201904296875,13152268
2024-04-04,386.37481689453125,407.0724182128906,411.5018310546875,404.328125,409.7685852050781,19065447
2024-04-05,390.7618103027344,411.6944274902344,415.6905212402344,404.3762512207031,406.8316955566406,16768902
2024-04-08,392.1784362792969,413.1869201660156,415.4016418457031,411.8869934082031,412.4165954589844,8844633
2024-04-09,389.6650390625,410.5389099121094,415.4979248046875,409.7685852050781,414.48687744140625,6967273
2024-04-10,399.35302734375,420.7458190917969,421.5643005371094,409.9611511230469,412.4165954589844,14547618
2024-04-12,393.0923767089844,414.14984130859375,419.59033203125,412.4165954589844,418.8681335449219,18785009
2024-04-15,389.2537536621094,410.1055908203125,413.2350769042969,407.21685791015625,412.1277160644531,9083087
2024-04-16,389.2537536621094,410.1055908203125,411.164794921875,407.5057373046875,407.5538635253906,10357752
2024-04-18,382.8103942871094,403.3170471191406,411.0685119628906,402.16156005859375,410.201904296875,22133191
2024-04-19,388.2027587890625,408.9982604980469,410.442626953125,400.57275390625,402.4985656738281,17221280
2024-04-22,388.7054443359375,409.5278625488281,411.7425537109375,407.6501770019531,411.164794921875,7386048
2024-04-23,392.26983642578125,413.2832336425781,414.5350036621094,409.33526611328125,409.5278625488281,12484384
2024-04-24,391.99566650390625,412.9943542480469,414.8238830566406,412.4165954589844,413.33135986328125,6070285
2024-04-25,399.9013671875,421.3235778808594,422.0457458496094,413.09063720703125,415.0164794921875,30337038
2024-04-26,402.14056396484375,423.6827087402344,426.8603210449219,420.2162170410156,422.96051025390625,15342965
2024-04-29,400.4954528808594,421.949462890625,426.0418395996094,418.48297119140625,425.6085510253906,12075706
2024-04-30,398.1648254394531,419.4940185546875,424.1641540527344,418.96441650390625,423.6345520019531,12528665
2024-05-02,401.2265930175781,422.71978759765625,426.186279296875,418.72369384765625,419.8310546875,24123523
2024-05-03,398.89599609375,420.26434326171875,423.7308654785156,415.3534851074219,423.7308654785156,23786388
2024-05-06,397.3423156738281,418.6274108886719,424.11602783203125,417.2793273925781,421.7568664550781,10753860
2024-05-07,402.4604187011719,424.01971435546875,429.460205078125,419.0606994628906,420.6976623535156,26969062
2024-05-08,403.0545349121094,424.6456298828125,428.2084045410156,421.949462890625,424.8863525390625,10916481
2024-05-09,388.5226135253906,409.33526611328125,425.1270751953125,407.6501770019531,423.7308654785156,24314298
2024-05-10,396.0627136230469,417.2793273925781,420.1680603027344,410.683349609375,410.683349609375,14524604
2024-05-13,394.6918029785156,415.8349609375,419.30145263671875,413.57208251953125,417.1830139160156,7584217
2024-05-14,392.726806640625,413.7646789550781,417.2311706542969,412.6573181152344,414.5350036621094,11423749
2024-05-15,390.99029541015625,411.9351501464844,417.1830139160156,410.924072265625,414.7757263183594,7856433
2024-05-16,394.32623291015625,415.44976806640625,416.55712890625,407.21685791015625,414.0535583496094,23911954
2024-05-17,398.7589416503906,420.11993408203125,421.2754211425781,412.9943542480469,416.36456298828125,11894830
2024-05-21,397.3879699707031,418.675537109375,420.8902587890625,417.1348876953125,419.8310546875,11175153
2024-05-22,402.0491638183594,423.58642578125,425.5603942871094,419.2532958984375,421.1309814453125,11036895
2024-05-23,403.3743896484375,424.9826354980469,428.4010009765625,420.36065673828125,425.0307922363281,27244733
2024-05-24,398.6675109863281,420.02362060546875,426.0418395996094,419.1570129394531,424.6456298828125,13252938
2024-05-27,394.3719177246094,415.4979248046875,422.6235046386719,414.72760009765625,422.5272216796875,12282545
2024-05-28,392.0870666503906,413.09063720703125,416.4608459472656,412.3684387207031,416.07568359375,9668761
2024-05-29,393.8692626953125,414.96832275390625,416.36456298828125,409.7204284667969,409.7204284667969,10832067
2024-05-30,387.3801574707031,408.1316223144531,414.96832275390625,406.687255859375,412.60919189453125,21314885
2024-05-31,389.7564392089844,410.63519287109375,413.6202392578125,408.51678466796875,410.924072265625,29300711
2024-06-03,393.3208923339844,414.39056396484375,418.7718505859375,412.7536315917969,417.90521240234375,16116836
2024-06-04,386.4690856933594,399.8023986816406,410.49078369140625,387.910400390625,410.201904296875,47791986
2024-06-05,400.52423095703125,414.3424377441406,419.8310546875,402.5467224121094,406.3502197265625,28197030
2024-06-06,405.27130126953125,419.2532958984375,421.4679870605469,415.1127624511719,419.8310546875,32318523
2024-06-07,408.7618103027344,422.8642272949219,425.2715148925781,415.1127624511719,415.4016418457031,29543660
2024-06-10,406.6675109863281,420.6976623535156,424.6456298828125,419.6866149902344,423.6827087402344,11872688
2024-06-11,403.0373840332031,416.9422912597656,421.5643005371094,416.2201232910156,420.7939758300781,13158571
2024-06-12,402.3858337402344,416.26824951171875,418.2903747558594,414.2461242675781,414.5831604003906,10751658
2024-06-13,400.52423095703125,414.3424377441406,420.6976623535156,413.8128356933594,420.6976623535156,9641349
2024-06-14,401.3154296875,415.1609191894531,415.8830871582031,413.1387939453125,415.0164794921875,9572809
2024-06-18,399.08148193359375,412.84991455078125,418.0978088378906,412.3203125,416.9422912597656,14641141
2024-06-19,394.3343811035156,407.9390563964844,414.7757263183594,407.3612976074219,414.0535583496094,11329972
2024-06-20,394.00860595703125,407.6020202636719,410.683349609375,405.8687744140625,408.32421875,15147549
2024-06-21,390.56463623046875,404.03924560546875,409.5278625488281,403.0281677246094,409.2389831542969,26176371
2024-06-24,394.00860595703125,407.6020202636719,408.2279052734375,404.4244079589844,404.4244079589844,9723008
2024-06-25,394.00860595703125,407.6020202636719,408.27606201171875,404.1836853027344,407.3131408691406,10655609
2024-06-26,394.6136169433594,408.2279052734375,410.5870666503906,406.39837646484375,407.3131408691406,11511714
2024-06-27,396.1494445800781,409.8167419433594,411.4055480957031,405.4836120605469,408.2279052734375,38438054
2024-06-28,395.4978942871094,409.1427001953125,412.1277160644531,407.79461669921875,409.7204284667969,18554411
2024-07-01,399.3607482910156,413.1387939453125,414.2942810058594,408.9019470214844,410.49078369140625,13391362
2024-07-02,396.0563659667969,409.7204284667969,414.679443359375,406.87982177734375,414.0535583496094,11177863
2024-07-03,398.6626281738281,412.4165954589844,413.7165222167969,409.7204284667969,410.2981872558594,7435499
2024-07-04,399.3607482910156,413.1387939453125,415.4979248046875,411.21295166015625,414.0535583496094,9478861
2024-07-05,403.6424255371094,417.5682067871094,417.90521240234375,411.7425537109375,413.09063720703125,13427543
2024-07-08,412.9039001464844,427.1492004394531,428.06396484375,417.5682067871094,419.0125732421875,21311436
2024-07-09,421.2811279296875,435.8154296875,438.1264343261719,427.53436279296875,431.0008544921875,27489709
2024-07-10,420.210693359375,434.7080993652344,438.4634704589844,429.941650390625,436.8746337890625,12065662
2024-07-11,426.9124755859375,441.6410827636719,442.4595642089844,432.06005859375,433.3118591308594,19556596
2024-07-12,427.2848205566406,442.0262451171875,446.07049560546875,438.9449157714844,441.6410827636719,19693114
2024-07-15,431.3337707519531,446.2149353027344,449.1518249511719,440.2448425292969,442.0262451171875,16876907
2024-07-16,433.3349914550781,448.2851867675781,449.4407043457031,444.2890930175781,446.2630615234375,13497253
2024-07-18,437.70977783203125,452.8108825683594,453.4367980957031,445.49273681640625,445.82977294921875,21907158
2024-07-19,441.7121887207031,456.951416015625,461.62158203125,451.9924011230469,453.5330810546875,25939326
2024-07-22,434.26580810546875,449.24810791015625,461.6697082519531,448.5740661621094,456.99957275390625,18762384
2024-07-23,458.140869140625,473.9468688964844,478.95404052734375,449.1036682128906,449.24810791015625,56125835
2024-07-24,459.86285400390625,475.728271484375,491.7126770019531,472.4543762207031,477.60595703125,43693692
2024-07-25,456.04656982421875,471.78033447265625,477.60595703125,466.6768798828125,471.8284606933594,18567567
2024-07-26,467.4489440917969,483.5760498046875,487.6202697753906,469.32489013671875,475.728271484375,21534703
2024-07-29,461.7244873046875,477.65411376953125,487.4277038574219,475.728271484375,486.753662109375,12978187
2024-07-30,456.0000305175781,471.732177734375,479.3392028808594,470.5285339355469,477.89483642578125,13891052
2024-07-31,461.07293701171875,476.9800720214844,479.483642578125,472.3099365234375,474.1876220703125,11982586
2024-08-01,459.537109375,475.3912658691406,478.3281555175781,472.74322509765625,477.55780029296875,12114803
2024-08-02,455.25543212890625,470.96185302734375,480.9280090332031,466.8213195800781,466.8213195800781,22141163
2024-08-05,452.3699035644531,467.976806640625,473.65802001953125,461.7659912109375,462.2474670410156,25022076
2024-08-06,452.649169921875,468.26568603515625,473.4654235839844,466.09912109375,468.217529296875,14251363
2024-08-07,458.5597229003906,474.38018798828125,477.2207946777344,469.9989318847656,471.8284606933594,11320399
2024-08-08,460.514404296875,476.4023132324219,479.53179931640625,474.2357482910156,475.6801452636719,21349889
2024-08-09,461.5848693847656,477.5096740722656,479.53179931640625,474.8135070800781,479.53179931640625,9556181
2024-08-12,460.37481689453125,476.25787353515625,481.4576110839844,473.7543029785156,473.7543029785156,9425644
2024-08-13,456.0931091308594,471.8284606933594,479.3873596191406,470.14337158203125,477.55780029296875,8056478
2024-08-14,458.140869140625,473.9468688964844,480.4947204589844,471.732177734375,473.7061462402344,9609981
2024-08-16,467.8677673339844,484.00933837890625,485.5018615722656,474.38018798828125,476.1615905761719,13643352
2024-08-19,466.7508239746094,482.8538513183594,490.4127197265625,481.07244873046875,486.0314636230469,10591508
2024-08-20,464.2841796875,480.3021240234375,484.7315368652344,479.242919921875,482.4205322265625,6888634
2024-08-21,470.427490234375,486.6573791503906,490.1238708496094,480.5428466796875,481.4576110839844,8801221
2024-08-22,469.63629150390625,485.8388977050781,489.64239501953125,482.8538513183594,489.0165100097656,8686423
2024-08-23,470.7998352050781,487.04254150390625,488.1498718261719,481.40948486328125,486.3203430175781,8195369
2024-08-26,470.70672607421875,486.94622802734375,489.16094970703125,483.3834533691406,487.235107421875,8126402
2024-08-27,465.9596252441406,482.0353698730469,488.7757873535156,481.4576110839844,488.7276306152344,8260450
2024-08-28,462.88800048828125,478.8577575683594,483.6723327636719,478.0874328613281,481.8427734375,8081932
2024-08-29,470.14825439453125,486.3684997558594,488.8720703125,478.9058837890625,479.53179931640625,19389694
2024-08-30,467.169677734375,483.28717041015625,490.268310546875,481.65020751953125,483.3352966308594,15523349
2024-09-02,474.7557067871094,491.1349182128906,493.8792419433594,484.63525390625,485.3092956542969,16497266
2024-09-03,474.1506652832031,490.509033203125,496.8161315917969,489.0646667480469,491.1349182128906,12481552
2024-09-04,471.311767578125,487.5721435546875,491.1349182128906,481.40948486328125,481.4576110839844,8739052
2024-09-05,475.8261413574219,492.2422790527344,492.91632080078125,488.2461853027344,489.4979553222656,11318636
2024-09-06,466.9835205078125,483.0945739746094,493.0126037597656,478.71331787109375,493.0126037597656,14245025
2024-09-09,476.33807373046875,492.7718811035156,493.63848876953125,481.7946472167969,483.3834533691406,14265060
2024-09-10,478.06005859375,494.55328369140625,495.9013366699219,489.88311767578125,492.91632080078125,11332248
2024-09-11,478.7581481933594,495.27545166015625,500.2344665527344,492.9644470214844,493.97552490234375,15497555
2024-09-12,483.5517883300781,500.2344665527344,501.1973876953125,489.6905517578125,495.9976501464844,19085324
2024-09-13,478.2927551269531,494.79400634765625,500.7159118652344,493.0126037597656,500.2344665527344,9165077
2024-09-16,475.7330627441406,492.14599609375,497.8271789550781,490.79791259765625,496.7679748535156,7821668
2024-09-17,472.6148681640625,488.92022705078125,494.505126953125,487.475830078125,492.09783935546875,10889862
2024-09-18,472.2425231933594,488.5350341796875,493.39776611328125,486.3684997558594,489.0165100097656,5638729
2024-09-19,473.08026123046875,489.40167236328125,495.7087707519531,488.6794738769531,491.0867614746094,14461616
2024-09-20,478.8046875,495.3236083984375,498.1642150878906,489.16094970703125,493.0126037597656,24725118
2024-09-23,481.1782531738281,497.7790222167969,500.1863098144531,494.55328369140625,496.33465576171875,8105508
2024-09-24,479.59588623046875,496.14208984375,498.5975036621094,495.0828857421875,497.8271789550781,7015487
2024-09-25,481.7367248535156,498.3567810058594,500.0419006347656,493.3014831542969,496.3828125,8802667
2024-09-26,486.576904296875,503.36395263671875,504.3268737792969,497.8271789550781,498.45306396484375,16086557
2024-09-27,486.53033447265625,503.3157958984375,508.90069580078125,500.9566650390625,500.9566650390625,17916386
2024-09-30,482.29522705078125,498.9345397949219,504.90460205078125,494.986572265625,501.2936706542969,10936940
2024-10-01,480.48016357421875,497.0568542480469,500.4751892089844,494.9384460449219,498.9345397949219,5285319
2024-10-03,477.2688903808594,493.73480224609375,496.57537841796875,489.2572326660156,489.6905517578125,16481353
2024-10-04,468.70550537109375,484.8759765625,498.1642150878906,482.95013427734375,491.0867614746094,18930962
2024-10-07,474.89532470703125,491.27935791015625,495.85321044921875,487.9573059082031,488.1980285644531,17114457
2024-10-08,472.801025390625,489.11279296875,493.5422058105469,487.235107421875,491.0867614746094,9868331
2024-10-09,457.67547607421875,473.4654235839844,490.8941955566406,472.3580627441406,490.8941955566406,24874940
2024-10-10,458.00128173828125,473.8024597167969,477.2689514160156,471.2988586425781,476.9800720214844,13292273
2024-10-11,454.41766357421875,470.09521484375,475.6319885253906,469.32489013671875,474.71722412109375,14949380
2024-10-14,462.56219482421875,478.5207214355469,480.4947204589844,470.5285339355469,472.7913818359375,6970606
2024-10-15,464.0514831542969,480.0614013671875,480.8798828125,476.1615905761719,479.53179931640625,8347216
2024-10-16,459.0716857910156,474.9097900390625,480.35028076171875,474.09130859375,477.60595703125,6939430
2024-10-17,455.0692443847656,470.7692565917969,476.6430358886719,469.90264892578125,476.6430358886719,7669729
2024-10-18,453.021484375,468.6508483886719,473.32098388671875,460.6586608886719,470.62481689453125,22616838
2024-10-21,450.1825256347656,465.7139587402344,469.5174865722656,459.6475830078125,468.6508483886719,7680088
2024-10-22,448.4605407714844,463.93255615234375,470.2878112792969,462.9696350097656,465.7139587402344,12772970
2024-10-23,447.11090087890625,462.5363464355469,465.3769226074219,461.7178649902344,463.1622314453125,10553961
2024-10-24,439.0594177246094,454.2071228027344,464.51031494140625,452.5701599121094,464.1251525878906,13596626
2024-10-25,448.9259338378906,464.4140319824219,475.19866943359375,456.6144104003906,458.1550598144531,32154050
2024-10-28,450.6479187011719,466.1954040527344,467.8805236816406,458.34765625,464.0769958496094,8946214
2024-10-29,454.1849670410156,469.8544921875,471.0581359863281,463.45111083984375,467.0138854980469,7131161
2024-10-30,457.5358581542969,473.32098388671875,474.95794677734375,468.458251953125,469.8544921875,6640080
2024-10-31,454.9761657714844,470.6729736328125,474.71722412109375,466.7250061035156,473.7543029785156,8111694
