date_,adj close_chalet.ns,close_chalet.ns,high_chalet.ns,low_chalet.ns,open_chalet.ns,volume_chalet.ns
2024-04-16,849.30908203125,850.25,862.7999877929688,843.0,854.3499755859375,94410
2024-04-18,844.8140869140625,845.75,853.1500244140625,832.5999755859375,850.25,184406
2024-04-19,878.6765747070312,879.6500244140625,887.7000122070312,813.0,830.0,688087
2024-04-22,886.5678100585938,887.5499877929688,900.9000244140625,868.75,886.5,210645
2024-04-23,885.7686767578125,886.75,896.4500122070312,870.0499877929688,896.4500122070312,118889
2024-04-24,882.921875,883.9000244140625,894.0,876.0999755859375,883.5499877929688,155766
2024-04-25,893.1605224609375,894.1500244140625,930.3499755859375,879.3499755859375,879.4000244140625,193701
2024-04-26,882.8219604492188,883.7999877929688,901.3499755859375,865.0,898.6500244140625,126212
2024-04-29,870.4856567382812,871.4500122070312,892.5999755859375,866.2999877929688,886.7999877929688,83083
2024-04-30,863.9429321289062,864.9000244140625,879.4000244140625,861.0,873.7999877929688,60833
2024-05-02,878.6265869140625,879.5999755859375,892.75,851.0,873.4000244140625,122020
2024-05-03,867.1393432617188,868.0999755859375,892.0,858.9500122070312,890.9500122070312,84205
2024-05-06,861.745361328125,862.7000122070312,879.0999755859375,851.1500244140625,873.75,61962
2024-05-07,876.5289306640625,877.5,918.0499877929688,856.25,862.0999755859375,1049660
2024-05-08,867.4889526367188,868.4500122070312,885.9500122070312,862.0,875.2999877929688,84651
2024-05-09,828.4321899414062,829.3499755859375,874.0999755859375,822.25,867.0,132384
2024-05-10,831.2291259765625,832.1500244140625,849.7999877929688,800.0499877929688,830.5499877929688,222108
2024-05-13,811.6508178710938,812.5499877929688,842.5499877929688,806.0,833.8499755859375,201891
2024-05-14,787.6773681640625,788.5499877929688,851.4500122070312,777.0,829.8499755859375,1123548
2024-05-15,778.0380859375,778.9000244140625,789.0,741.0499877929688,789.0,1382994
2024-05-16,788.32666015625,789.2000122070312,798.2000122070312,767.5999755859375,781.9000244140625,311006
2024-05-17,784.2811889648438,785.1500244140625,797.0999755859375,781.25,790.0,162676
2024-05-21,766.2510986328125,767.0999755859375,799.0,762.0,786.0,209910
2024-05-22,766.6007080078125,767.4500122070312,779.6500244140625,759.0499877929688,770.0,110404
2024-05-23,778.8870849609375,779.75,782.5999755859375,767.4500122070312,767.4500122070312,85589
2024-05-24,770.0469360351562,770.9000244140625,788.9500122070312,763.0499877929688,769.0,165265
2024-05-27,776.7894897460938,777.6500244140625,785.5,766.0999755859375,770.9000244140625,113573
2024-05-28,764.902587890625,765.75,785.4500122070312,760.1500244140625,779.4500122070312,84822
2024-05-29,764.3032836914062,765.1500244140625,777.9500122070312,755.25,766.0,288493
2024-05-30,759.05908203125,759.9000244140625,770.0,754.0,770.0,89888
2024-05-31,783.531982421875,784.4000244140625,799.0,764.9500122070312,765.0,699286
2024-06-03,783.78173828125,784.6500244140625,818.0,752.9500122070312,818.0,280914
2024-06-04,746.9724731445312,747.7999877929688,798.9500122070312,670.0,790.0,327289
2024-06-05,769.4974975585938,770.3499755859375,774.9500122070312,723.7999877929688,762.8499755859375,99979
2024-06-06,777.5885620117188,778.4500122070312,791.0,767.5499877929688,770.3499755859375,120070
2024-06-07,820.4410400390625,821.3499755859375,827.0,776.9000244140625,778.4500122070312,233425
2024-06-10,838.5210571289062,839.4500122070312,849.8499755859375,810.0,832.0,239973
2024-06-11,838.9705810546875,839.9000244140625,862.0,831.0999755859375,839.0,170727
2024-06-12,840.3190307617188,841.25,857.9500122070312,835.4000244140625,839.7999877929688,62123
2024-06-13,824.2868041992188,825.2000122070312,854.5,823.1500244140625,844.0,76681
2024-06-14,825.4855346679688,826.4000244140625,864.7999877929688,819.9000244140625,830.0,376544
2024-06-18,817.344482421875,818.25,843.9500122070312,808.9000244140625,830.0,145098
2024-06-19,801.56201171875,802.4500122070312,820.0,796.8499755859375,814.0,246927
2024-06-20,822.3389892578125,823.25,830.3499755859375,800.5,802.4500122070312,87303
2024-06-21,834.425537109375,835.3499755859375,854.5999755859375,803.0,829.7000122070312,487169
2024-06-24,841.2180786132812,842.1500244140625,870.0,834.5,848.7999877929688,221720
2024-06-25,829.5809326171875,830.5,848.9000244140625,825.5499877929688,848.9000244140625,52473
2024-06-26,813.0492553710938,813.9500122070312,833.9500122070312,809.2000122070312,830.5499877929688,56675
2024-06-27,806.0570068359375,806.9500122070312,832.0,801.4000244140625,814.0499877929688,81814
2024-06-28,802.4609985351562,803.3499755859375,820.0,800.0999755859375,807.4500122070312,56614
2024-07-01,860.3967895507812,861.3499755859375,874.9000244140625,803.25,804.4500122070312,263497
2024-07-02,848.0604858398438,849.0,909.9000244140625,842.0,869.0,1064844
2024-07-03,856.80078125,857.75,862.0,846.6500244140625,850.5999755859375,85578
2024-07-04,850.5577392578125,851.5,858.0,841.9500122070312,855.0,219912
2024-07-05,848.8096313476562,849.75,858.0,844.0,852.5,53904
2024-07-08,843.7652587890625,844.7000122070312,870.0,841.6500244140625,861.1500244140625,47827
2024-07-09,841.9672241210938,842.9000244140625,864.7000122070312,840.0,848.75,178361
2024-07-10,840.5188598632812,841.4500122070312,850.5,831.0499877929688,843.0,47928
2024-07-11,835.3245849609375,836.25,853.6500244140625,831.5,843.0,40285
2024-07-12,821.2901611328125,822.2000122070312,840.4000244140625,820.5499877929688,838.0,50860
2024-07-15,791.1734619140625,792.0499877929688,832.7999877929688,783.0,824.25,291088
2024-07-16,779.7861328125,780.6500244140625,803.7999877929688,772.0,795.9000244140625,285248
2024-07-18,769.4974975585938,770.3499755859375,784.4000244140625,760.25,784.4000244140625,314896
2024-07-19,764.6029663085938,765.4500122070312,777.4000244140625,754.0499877929688,765.0499877929688,98778
2024-07-22,810.901611328125,811.7999877929688,826.0,753.6500244140625,765.0,687490
2024-07-23,804.6585693359375,805.5499877929688,824.0,784.75,824.0,104663
2024-07-24,856.6509399414062,857.5999755859375,865.3499755859375,798.25,815.0,301747
2024-07-25,827.18359375,828.0999755859375,845.1500244140625,824.0499877929688,843.5499877929688,92199
2024-07-26,834.225830078125,835.1500244140625,840.3499755859375,811.0499877929688,825.0,147972
2024-07-29,825.3855590820312,826.2999877929688,856.0,823.1500244140625,840.5,99208
2024-07-30,851.306884765625,852.25,869.4000244140625,831.0,831.0,471077
2024-07-31,842.6165161132812,843.5499877929688,861.4500122070312,840.0999755859375,852.0,42375
2024-08-01,832.1281127929688,833.0499877929688,849.3499755859375,829.1500244140625,843.0499877929688,41233
2024-08-02,821.7896118164062,822.7000122070312,838.7999877929688,815.4000244140625,829.9500122070312,46544
2024-08-05,801.5120849609375,802.4000244140625,819.5,791.5499877929688,801.0,96805
2024-08-06,777.18896484375,778.0499877929688,817.0,775.0999755859375,795.0,83463
2024-08-07,800.86279296875,801.75,809.4000244140625,779.9500122070312,788.75,49138
2024-08-08,788.426513671875,789.2999877929688,806.7000122070312,783.5,800.0,37211
2024-08-09,785.1301879882812,786.0,815.1500244140625,782.0999755859375,794.1500244140625,25343
2024-08-12,788.1768188476562,789.0499877929688,798.8499755859375,775.0,787.0999755859375,39531
2024-08-13,771.4953002929688,772.3499755859375,797.4500122070312,770.0,790.5499877929688,64068
2024-08-14,765.6018676757812,766.4500122070312,782.9000244140625,761.0,776.7000122070312,31190
2024-08-16,779.4864501953125,780.3499755859375,793.2999877929688,763.5,763.5,79607
2024-08-19,775.2911376953125,776.1500244140625,820.0,765.4500122070312,820.0,171543
2024-08-20,766.7006225585938,767.5499877929688,780.0999755859375,765.0,778.9500122070312,93597
2024-08-21,773.34326171875,774.2000122070312,776.0,763.2000122070312,767.5499877929688,29565
2024-08-22,793.5708618164062,794.4500122070312,797.9000244140625,774.4500122070312,774.4500122070312,127491
2024-08-23,795.9681396484375,796.8499755859375,804.9500122070312,789.5499877929688,792.8499755859375,68445
2024-08-26,823.437744140625,824.3499755859375,828.9500122070312,794.0499877929688,800.0499877929688,138853
2024-08-27,812.7496337890625,813.6500244140625,832.0,804.0499877929688,830.0,95918
2024-08-28,809.5032348632812,810.4000244140625,824.5,803.2000122070312,818.0999755859375,108375
2024-08-29,801.0126342773438,801.9000244140625,845.0,797.0,800.0,455191
2024-08-30,834.225830078125,835.1500244140625,840.0,802.0,802.0,134910
2024-09-02,854.8030395507812,855.75,881.7999877929688,830.0,856.0,909609
2024-09-03,875.0805053710938,876.0499877929688,879.0,853.2000122070312,855.0,249602
2024-09-04,876.9784545898438,877.9500122070312,899.9000244140625,864.0999755859375,867.0,295107
2024-09-05,898.8541870117188,899.8499755859375,924.0,871.0499877929688,875.4000244140625,793717
2024-09-06,884.4202270507812,885.4000244140625,917.75,882.4000244140625,900.0,249722
2024-09-09,880.8241577148438,881.7999877929688,917.7000122070312,874.8499755859375,886.75,487451
2024-09-10,898.6044311523438,899.5999755859375,904.4000244140625,880.3499755859375,881.7999877929688,185328
2024-09-11,881.2237548828125,882.2000122070312,912.0,878.0,901.25,134869
2024-09-12,894.4591064453125,895.4500122070312,900.1500244140625,872.0,887.9000244140625,85709
2024-09-13,887.017333984375,888.0,909.7000122070312,882.5499877929688,900.0,136909
2024-09-16,880.6743774414062,881.6500244140625,919.0,876.7000122070312,888.0,223465
2024-09-17,879.7254028320312,880.7000122070312,891.9500122070312,872.4000244140625,883.6500244140625,69093
2024-09-18,857.5999145507812,858.5499877929688,899.7000122070312,851.9500122070312,881.0,92254
2024-09-19,880.3746337890625,881.3499755859375,888.5,845.7999877929688,868.0,121467
2024-09-20,886.068359375,887.0499877929688,894.3499755859375,870.0499877929688,885.4500122070312,61541
2024-09-23,887.5167846679688,888.5,894.4500122070312,879.9500122070312,892.9500122070312,63667
2024-09-24,913.8375854492188,914.8499755859375,937.0,878.5,890.0,669186
2024-09-25,894.4591064453125,895.4500122070312,935.7000122070312,885.5499877929688,918.9500122070312,296980
2024-09-26,879.0261840820312,880.0,891.8499755859375,863.0499877929688,891.8499755859375,335908
2024-09-27,889.3646850585938,890.3499755859375,899.0,878.5999755859375,878.5999755859375,173361
2024-09-30,878.8763427734375,879.8499755859375,901.0,875.5499877929688,892.0,210142
2024-10-01,864.1426391601562,865.0999755859375,891.5,862.0,871.5499877929688,141845
2024-10-03,859.74755859375,860.7000122070312,883.7999877929688,852.9500122070312,864.2000122070312,147377
2024-10-04,861.1459350585938,862.0999755859375,883.9000244140625,851.3499755859375,855.1500244140625,123137
2024-10-07,829.630859375,830.5499877929688,866.75,826.0,860.0499877929688,146742
2024-10-08,884.6199340820312,885.5999755859375,896.5,815.1500244140625,836.7999877929688,204603
2024-10-09,889.6144409179688,890.5999755859375,913.0,863.2999877929688,882.0499877929688,216871
2024-10-10,882.921875,883.9000244140625,896.4500122070312,875.0999755859375,891.5,95778
2024-10-11,889.01513671875,890.0,894.2000122070312,873.5999755859375,885.9000244140625,53116
2024-10-14,886.1182861328125,887.0999755859375,904.0,878.3499755859375,890.0,64618
2024-10-15,898.8042602539062,899.7999877929688,909.0,883.5999755859375,887.4500122070312,237948
2024-10-16,887.81640625,888.7999877929688,899.7999877929688,881.0499877929688,899.4000244140625,52393
2024-10-17,861.84521484375,862.7999877929688,894.9000244140625,859.0,888.7999877929688,84095
2024-10-18,872.2836303710938,873.25,879.9500122070312,839.9500122070312,861.0,89355
2024-10-21,865.591064453125,866.5499877929688,877.9500122070312,862.0999755859375,873.5499877929688,39330
2024-10-22,854.103759765625,855.0499877929688,888.9000244140625,832.0,866.7000122070312,228908
2024-10-23,835.4244384765625,836.3499755859375,856.25,821.0,855.0499877929688,164470
2024-10-24,835.5243530273438,836.4500122070312,864.4000244140625,830.0,840.5,125979
2024-10-25,843.71533203125,844.6500244140625,898.0,803.4000244140625,827.0,2752083
2024-10-28,832.8273315429688,833.75,863.0499877929688,820.0,845.2000122070312,256796
2024-10-29,830.1802368164062,831.0999755859375,848.0,821.0,846.3499755859375,90687
2024-10-30,839.5199584960938,840.4500122070312,845.0,825.5,827.9500122070312,101986
2024-10-31,869.936279296875,870.9000244140625,909.7000122070312,836.5999755859375,838.4500122070312,968740
2024-11-01,894.4091796875,895.4000244140625,907.8499755859375,880.0,905.0,69996
2024-11-04,865.9906005859375,866.9500122070312,899.2000122070312,856.0,895.4000244140625,85796
2024-11-05,860.696533203125,861.6500244140625,879.0,848.0999755859375,861.0,94439
2024-11-06,872.2337036132812,873.2000122070312,884.5499877929688,860.0,861.6500244140625,115529
2024-11-07,880.224853515625,881.2000122070312,884.7999877929688,868.0,878.0,48224
2024-11-08,891.0628051757812,892.0499877929688,908.0,876.5,884.9500122070312,326398
2024-11-11,884.8696899414062,885.8499755859375,947.0,871.5499877929688,892.0499877929688,877793
2024-11-12,857.6498413085938,858.5999755859375,886.4500122070312,855.5,875.0,117135
2024-11-13,817.6441650390625,818.5499877929688,858.0,813.0,851.2000122070312,166205
2024-11-14,843.2158813476562,844.1500244140625,866.0,810.7999877929688,814.0,86110
2024-11-18,843.3157348632812,844.25,855.2000122070312,831.0499877929688,841.4000244140625,76102
2024-11-19,837.9716796875,838.9000244140625,858.0,831.9500122070312,838.0,99639
2024-11-21,841.1680908203125,842.0999755859375,846.4500122070312,832.1500244140625,838.9000244140625,56681
2024-11-22,841.1680908203125,842.0999755859375,851.2000122070312,834.5,837.0,103442
2024-11-25,896.606689453125,897.5999755859375,927.0,847.3499755859375,847.3499755859375,2441698
2024-11-26,891.0628051757812,892.0499877929688,899.2000122070312,876.5499877929688,895.1500244140625,138508
2024-11-27,877.7276000976562,878.7000122070312,903.0,876.0,899.8499755859375,87260
2024-11-28,892.411376953125,893.4000244140625,910.9500122070312,878.5,884.5499877929688,226784
2024-11-29,889.114990234375,890.0999755859375,914.0,885.5,891.5,133397
2024-12-02,877.627685546875,878.5999755859375,898.1500244140625,877.2000122070312,890.0,223707
2024-12-03,888.9152221679688,889.9000244140625,901.5999755859375,877.0,887.4000244140625,336402
2024-12-04,891.8619384765625,892.8499755859375,919.0,889.0999755859375,889.9500122070312,610891
2024-12-05,892.760986328125,893.75,907.5,886.5999755859375,899.5,138915
2024-12-06,897.0062255859375,898.0,910.8499755859375,892.0999755859375,895.9000244140625,586144
2024-12-09,927.5224609375,928.5499877929688,972.0,890.6500244140625,898.0,2063359
2024-12-10,920.7799072265625,921.7999877929688,939.0,905.5499877929688,935.0499877929688,453709
2024-12-11,926.0740356445312,927.0999755859375,939.9000244140625,913.5499877929688,923.7999877929688,406059
2024-12-12,1015.8745727539062,1017.0,1045.0,927.0999755859375,927.0999755859375,6402769
2024-12-13,1006.4349975585938,1007.5499877929688,1052.449951171875,959.25,1009.6500244140625,4105622
2024-12-16,974.8699951171875,975.9500122070312,1044.9000244140625,971.0,1007.5499877929688,1326353
2024-12-17,995.64697265625,996.75,1007.7999877929688,968.5499877929688,976.5,750547
2024-12-18,999.8922729492188,1001.0,1012.0,981.2999877929688,1001.0,366651
2024-12-19,1006.4349975585938,1007.5499877929688,1020.4500122070312,982.0999755859375,989.9500122070312,340987
2024-12-20,975.6192016601562,976.7000122070312,1010.3499755859375,968.1500244140625,1004.0999755859375,359199
2024-12-23,960.7855834960938,961.8499755859375,992.4500122070312,926.0,980.0,653105
2024-12-24,979.2151489257812,980.2999877929688,985.0,950.3499755859375,965.9500122070312,282715
2024-12-26,974.120849609375,975.2000122070312,987.5499877929688,961.0,981.0,192015
2024-12-27,988.0054321289062,989.0999755859375,1020.0,955.7000122070312,985.0,995193
2024-12-30,980.1141967773438,981.2000122070312,997.4500122070312,977.5499877929688,989.0999755859375,305276
2024-12-31,973.1219482421875,974.2000122070312,992.5499877929688,952.9500122070312,986.0,501806
2025-01-01,1013.5771484375,1014.7000122070312,1022.0,973.5499877929688,975.0,465915
2025-01-02,1008.3329467773438,1009.4500122070312,1050.0999755859375,1003.0,1015.9500122070312,723479
2025-01-03,991.6514282226562,992.75,1016.9500122070312,988.0,1013.7000122070312,164252
2025-01-06,954.1429443359375,955.2000122070312,1003.9000244140625,950.1500244140625,1000.6500244140625,346110
2025-01-07,956.6901245117188,957.75,967.5,943.0,957.9500122070312,267665
2025-01-08,939.20947265625,940.25,962.0999755859375,937.0,958.0,135512
2025-01-09,918.2327270507812,919.25,949.0499877929688,914.4500122070312,939.0,153364
2025-01-10,891.562255859375,892.5499877929688,920.7000122070312,872.4500122070312,914.0,460769
2025-01-13,861.0460815429688,862.0,882.9500122070312,848.4500122070312,865.0,296307
2025-01-14,847.3612670898438,848.2999877929688,873.5999755859375,844.0,859.0,237449
2025-01-15,841.3678588867188,842.2999877929688,874.9500122070312,836.5499877929688,859.5999755859375,188392
2025-01-16,820.1414184570312,821.0499877929688,855.0499877929688,816.6500244140625,848.9000244140625,250900
2025-01-17,814.9471435546875,815.8499755859375,832.5,811.0,825.0,154335
2025-01-20,809.4033203125,810.2999877929688,829.9000244140625,795.9500122070312,827.0,275061
2025-01-21,783.9814453125,784.8499755859375,814.4000244140625,774.1500244140625,810.8499755859375,245674
2025-01-22,779.4864501953125,780.3499755859375,785.0,768.3499755859375,781.0499877929688,517678
2025-01-23,779.9859008789062,780.8499755859375,797.9500122070312,770.8499755859375,775.5999755859375,126878
2025-01-24,762.8548583984375,763.7000122070312,784.0999755859375,749.0,781.9000244140625,252299
2025-01-27,734.0368041992188,734.8499755859375,757.7000122070312,718.0499877929688,750.0499877929688,331243
2025-01-28,729.8914184570312,730.7000122070312,746.0,706.0,737.5499877929688,362440
2025-01-29,763.5541381835938,764.4000244140625,771.9500122070312,731.2000122070312,731.2000122070312,531992
2025-01-30,752.5162963867188,753.3499755859375,778.0,741.5499877929688,778.0,881240
2025-01-31,770.0968627929688,770.9500122070312,778.0,745.2999877929688,747.0,492873
2025-02-01,779.6862182617188,780.5499877929688,784.75,754.0,772.0,154689
2025-02-03,798.8150634765625,799.7000122070312,843.0,770.0499877929688,782.4000244140625,1755614
2025-02-04,796.0181884765625,796.9000244140625,822.9500122070312,790.2000122070312,810.0,256878
2025-02-05,775.6406860351562,776.5,799.9000244140625,771.75,796.9000244140625,479832
2025-02-06,746.7227172851562,747.5499877929688,780.6500244140625,736.7000122070312,771.6500244140625,471683
2025-02-07,737.4330444335938,738.25,759.0,733.0499877929688,750.0,298499
2025-02-10,727.0945434570312,727.9000244140625,746.5,710.1500244140625,746.5,232082
2025-02-11,698.5760498046875,699.3499755859375,740.2000122070312,690.0,730.0,193492
2025-02-12,679.0477294921875,679.7999877929688,704.2999877929688,676.0,700.0,316555
2025-02-13,673.953369140625,674.7000122070312,702.9000244140625,670.4500122070312,685.0,152412
2025-02-14,692.8824462890625,693.6500244140625,703.9500122070312,662.2000122070312,673.0,779489
2025-02-17,674.1031494140625,674.8499755859375,695.5999755859375,660.7999877929688,680.0499877929688,524024
2025-02-18,667.3107299804688,668.0499877929688,678.8499755859375,634.0499877929688,675.2999877929688,404688
2025-02-19,700.9235229492188,701.7000122070312,706.2999877929688,658.6500244140625,666.9000244140625,258336
2025-02-20,710.9623413085938,711.75,714.5,689.5499877929688,701.7000122070312,230734
2025-02-21,717.4052124023438,718.2000122070312,724.7999877929688,698.2000122070312,712.3499755859375,164595
2025-02-24,709.4140625,710.2000122070312,717.7999877929688,694.0,708.0,541302
2025-02-25,717.8047485351562,718.5999755859375,726.0,696.9000244140625,703.7000122070312,747477
2025-02-27,731.53955078125,732.3499755859375,744.5,720.0,720.0,358895
2025-02-28,736.234375,737.0499877929688,761.0,695.0,726.2000122070312,1100294
2025-03-03,748.6705932617188,749.5,761.0,709.0,743.0,293961
2025-03-04,746.423095703125,747.25,751.4000244140625,719.5,740.0,149326
2025-03-05,771.4453735351562,772.2999877929688,773.9500122070312,736.5499877929688,747.0,221006
2025-03-06,777.2388916015625,778.0999755859375,782.7999877929688,764.25,779.9000244140625,183837
2025-03-07,789.4254150390625,790.2999877929688,794.0,766.0499877929688,770.0,210808
2025-03-10,792.4720458984375,793.3499755859375,819.9000244140625,771.5499877929688,790.2999877929688,735163
2025-03-11,771.7949829101562,772.6500244140625,787.5499877929688,760.7000122070312,781.0,193272
2025-03-12,779.6362915039062,780.5,789.9000244140625,762.0,776.0999755859375,196267
2025-03-13,766.4508666992188,767.2999877929688,784.2999877929688,761.2000122070312,780.5,151774
2025-03-17,761.0068969726562,761.8499755859375,778.9500122070312,754.0,766.0,339843
2025-03-18,761.0068969726562,761.8499755859375,761.8499755859375,761.8499755859375,761.8499755859375,0
2025-03-19,793.0714111328125,793.9500122070312,807.9500122070312,763.0,763.0,612364
2025-03-20,803.6097412109375,804.5,808.8499755859375,789.0,793.9500122070312,123468
2025-03-21,814.9471435546875,815.8499755859375,825.9000244140625,797.0999755859375,807.9000244140625,156939
2025-03-24,863.24365234375,864.2000122070312,879.7000122070312,818.3499755859375,824.0,587471
2025-03-25,865.7409057617188,866.7000122070312,883.2999877929688,850.2000122070312,878.0,340258
2025-03-26,844.0648803710938,845.0,877.5,837.7999877929688,873.1500244140625,130548
2025-03-27,838.6708374023438,839.5999755859375,877.0,835.2999877929688,845.0,377702
2025-03-28,818.543212890625,819.4500122070312,853.0,814.0,840.0,141241
2025-04-01,845.81298828125,846.75,859.0,815.7999877929688,819.9000244140625,141456
2025-04-02,863.343505859375,864.2999877929688,870.2000122070312,832.5,846.75,209514
2025-04-03,871.884033203125,872.8499755859375,876.7000122070312,856.4000244140625,863.0,108167
2025-04-04,826.134765625,827.0499877929688,870.2000122070312,813.0999755859375,860.0499877929688,140270
2025-04-07,809.9526977539062,810.8499755859375,822.0,753.5999755859375,756.9500122070312,262127
2025-04-08,824.0870361328125,825.0,833.9500122070312,810.0,816.9500122070312,75337
2025-04-09,798.6651611328125,799.5499877929688,822.9000244140625,792.2999877929688,817.5,68511
2025-04-11,818.8927612304688,819.7999877929688,828.5,798.0499877929688,805.9500122070312,178534
2025-04-15,829.880615234375,830.7999877929688,846.0,822.1500244140625,825.3499755859375,160147
2025-04-16,822.2391357421875,823.1500244140625,835.0,819.0,828.5,63406
2025-04-17,810.5021362304688,811.4000244140625,830.0999755859375,803.2999877929688,818.0,113019
2025-04-21,827.8328857421875,828.75,834.9000244140625,812.0,817.2000122070312,101793
2025-04-22,828.132568359375,829.0499877929688,835.0,819.0499877929688,835.0,69054
2025-04-23,817.8938598632812,818.7999877929688,833.9500122070312,813.0999755859375,828.0,78471
2025-04-24,823.2879638671875,824.2000122070312,831.4500122070312,819.0,822.2000122070312,60348
2025-04-25,824.6364135742188,825.5499877929688,829.0,801.9000244140625,824.2000122070312,141183
2025-04-28,812.0004272460938,812.9000244140625,862.3499755859375,802.25,818.0499877929688,420386
