date_,adj close_aptus.ns,close_aptus.ns,high_aptus.ns,low_aptus.ns,open_aptus.ns,volume_aptus.ns
2024-05-22,300.6331787109375,306.95001220703125,309.8999938964844,304.20001220703125,306.04998779296875,2181807
2024-05-23,300.58416748046875,306.8999938964844,310.70001220703125,304.0,306.8999938964844,601191
2024-05-24,303.32659912109375,309.70001220703125,317.3999938964844,302.54998779296875,306.95001220703125,1327562
2024-05-27,302.83685302734375,309.20001220703125,315.6499938964844,306.95001220703125,310.0,427463
2024-05-28,298.4294738769531,304.70001220703125,312.0,303.5,312.0,354953
2024-05-29,298.23358154296875,304.5,308.45001220703125,301.25,304.6000061035156,237384
2024-05-30,294.1199951171875,300.29998779296875,308.70001220703125,298.0,304.0,475939
2024-05-31,293.63031005859375,299.79998779296875,303.04998779296875,298.29998779296875,300.0,234363
2024-06-03,305.13848876953125,311.54998779296875,317.75,306.3500061035156,306.3999938964844,1536585
2024-06-04,294.5118103027344,300.70001220703125,310.70001220703125,286.25,310.70001220703125,1168038
2024-06-05,296.27471923828125,302.5,306.45001220703125,293.5,300.70001220703125,366835
2024-06-06,305.2854309082031,311.70001220703125,319.5,305.54998779296875,305.70001220703125,766621
2024-06-07,311.70062255859375,318.25,321.3999938964844,308.95001220703125,311.70001220703125,1215375
2024-06-10,311.3088684082031,317.8500061035156,326.8500061035156,316.8999938964844,319.75,605458
2024-06-11,313.316650390625,319.8999938964844,325.79998779296875,316.95001220703125,322.0,1694312
2024-06-12,333.1009521484375,340.1000061035156,342.0,319.3999938964844,320.8999938964844,2571713
2024-06-13,337.31243896484375,344.3999938964844,346.3500061035156,338.1499938964844,343.3999938964844,946887
2024-06-14,342.5033874511719,349.70001220703125,353.25,344.29998779296875,346.1000061035156,3154337
2024-06-18,336.5289306640625,343.6000061035156,350.0,341.5,350.0,421150
2024-06-19,340.4955749511719,347.6499938964844,355.5,339.29998779296875,343.6000061035156,1395076
2024-06-20,339.22235107421875,346.3500061035156,350.25,342.1000061035156,348.6000061035156,389689
2024-06-21,331.1421203613281,338.1000061035156,348.1000061035156,337.0,346.79998779296875,355848
2024-06-24,333.00299072265625,340.0,341.0,332.29998779296875,336.0,332736
2024-06-25,328.9384460449219,335.8500061035156,342.95001220703125,324.0,340.5,362313
2024-06-26,323.7474670410156,330.54998779296875,336.70001220703125,329.1499938964844,336.0,457010
2024-06-27,318.06683349609375,324.75,334.45001220703125,322.0,330.0,518799
2024-06-28,323.1598205566406,329.95001220703125,332.04998779296875,325.25,326.3999938964844,340719
2024-07-01,337.1655578613281,344.25,349.79998779296875,335.0,336.8999938964844,887079
2024-07-02,328.8404846191406,335.75,347.75,334.3999938964844,345.79998779296875,282991
2024-07-03,336.3330383300781,343.3999938964844,346.3500061035156,337.70001220703125,337.70001220703125,296608
2024-07-04,337.01861572265625,344.1000061035156,350.0,341.25,345.0,496267
2024-07-05,333.0519714355469,340.04998779296875,345.1499938964844,337.8500061035156,345.0,279917
2024-07-08,327.7141418457031,334.6000061035156,342.20001220703125,333.04998779296875,340.0,290472
2024-07-09,321.8376159667969,328.6000061035156,338.70001220703125,327.0,335.6000061035156,474086
2024-07-10,317.3812561035156,324.04998779296875,330.04998779296875,318.6000061035156,328.8999938964844,442776
2024-07-11,323.1598205566406,329.95001220703125,338.8500061035156,325.0,325.0,1076964
2024-07-12,321.3968811035156,328.1499938964844,335.54998779296875,323.95001220703125,332.5,397765
2024-07-15,318.6545104980469,325.3500061035156,328.95001220703125,322.54998779296875,328.1499938964844,192276
2024-07-16,318.1158142089844,324.79998779296875,327.95001220703125,322.5,326.70001220703125,413888
2024-07-18,316.5487365722656,323.20001220703125,328.75,319.75,325.0,487133
2024-07-19,314.1001892089844,320.70001220703125,326.1000061035156,317.20001220703125,324.8999938964844,414841
2024-07-22,319.1441955566406,325.8500061035156,326.5,317.1000061035156,317.1000061035156,467069
2024-07-23,313.41461181640625,320.0,359.45001220703125,311.0,329.95001220703125,2094617
2024-07-24,313.5125427246094,320.1000061035156,325.45001220703125,317.54998779296875,323.0,356133
2024-07-25,314.4919738769531,321.1000061035156,324.75,319.3500061035156,320.1000061035156,242658
2024-07-26,313.2676696777344,319.8500061035156,327.45001220703125,318.8999938964844,322.70001220703125,348251
2024-07-29,312.33721923828125,318.8999938964844,323.5,317.25,320.45001220703125,375511
2024-07-30,310.28045654296875,316.79998779296875,321.0,315.0,320.0,414894
2024-07-31,309.3989562988281,315.8999938964844,320.70001220703125,315.5,319.8999938964844,470961
2024-08-01,308.3216247558594,314.79998779296875,323.5,310.04998779296875,317.8500061035156,891920
2024-08-02,310.0845642089844,316.6000061035156,320.8999938964844,314.1000061035156,319.95001220703125,711060
2024-08-05,304.1590576171875,310.54998779296875,317.3999938964844,307.75,312.04998779296875,1143846
2024-08-06,304.5018310546875,310.8999938964844,317.95001220703125,310.0,313.3500061035156,1031680
2024-08-07,302.445068359375,308.79998779296875,315.6000061035156,307.0,315.0,364027
2024-08-08,303.0327453613281,309.3999938964844,312.70001220703125,307.25,310.8999938964844,477441
2024-08-09,302.0043640136719,308.3500061035156,313.0,308.0,311.0,553734
2024-08-12,299.75164794921875,306.04998779296875,309.70001220703125,304.1499938964844,308.95001220703125,340551
2024-08-13,299.06610107421875,305.3500061035156,310.6499938964844,305.0,309.0,294834
2024-08-14,294.3158874511719,300.5,307.8999938964844,299.5,307.8999938964844,400084
2024-08-16,296.3236999511719,302.54998779296875,304.5,300.25,301.79998779296875,273977
2024-08-19,298.6253356933594,304.8999938964844,309.1499938964844,303.5,305.5,414696
2024-08-20,301.12286376953125,307.45001220703125,309.0,303.54998779296875,306.95001220703125,377851
2024-08-21,307.6360168457031,314.1000061035156,319.0,307.79998779296875,309.79998779296875,606757
2024-08-22,309.3500061035156,315.8500061035156,317.20001220703125,308.79998779296875,315.8999938964844,818746
2024-08-23,303.7673034667969,310.1499938964844,317.25,309.0,317.0,375486
2024-08-26,305.5302734375,311.95001220703125,315.5,306.95001220703125,308.0,633614
2024-08-27,300.927001953125,307.25,316.0,304.95001220703125,314.95001220703125,1343772
2024-08-28,311.5537109375,318.1000061035156,318.8999938964844,308.1000061035156,308.1000061035156,861942
2024-08-29,315.76519775390625,322.3999938964844,332.95001220703125,317.79998779296875,321.95001220703125,2067984
2024-08-30,321.2010192871094,327.95001220703125,334.79998779296875,317.25,322.3999938964844,1781243
2024-09-02,314.8836975097656,321.5,335.8999938964844,318.6000061035156,333.0,737814
2024-09-03,314.7368469238281,321.3500061035156,324.8999938964844,318.6499938964844,321.5,367066
2024-09-04,316.6956787109375,323.3500061035156,327.0,318.25,321.45001220703125,636188
2024-09-05,321.0540466308594,327.79998779296875,330.70001220703125,319.6499938964844,325.1000061035156,1719201
2024-09-06,319.97674560546875,326.70001220703125,333.8500061035156,322.54998779296875,329.45001220703125,950784
2024-09-09,309.69281005859375,316.20001220703125,328.04998779296875,312.04998779296875,327.70001220703125,690236
2024-09-10,315.8631591796875,322.5,324.79998779296875,315.6000061035156,316.20001220703125,436835
2024-09-11,314.981689453125,321.6000061035156,325.0,319.04998779296875,324.79998779296875,316960
2024-09-12,316.98944091796875,323.6499938964844,324.5,319.1000061035156,322.0,422065
2024-09-13,329.0853271484375,336.0,342.29998779296875,324.0,328.0,2377347
2024-09-16,325.363525390625,332.20001220703125,344.5,330.54998779296875,339.45001220703125,892995
2024-09-17,326.9305725097656,333.79998779296875,336.8500061035156,326.3500061035156,332.5,520714
2024-09-18,331.7297668457031,338.70001220703125,341.70001220703125,333.79998779296875,333.79998779296875,1072240
2024-09-19,340.10382080078125,347.25,348.0,337.04998779296875,341.54998779296875,1946651
2024-09-20,353.7667236328125,361.20001220703125,364.3999938964844,347.25,349.0,3119490
2024-09-23,363.56097412109375,371.20001220703125,375.0,359.20001220703125,363.54998779296875,2683951
2024-09-24,354.7951354980469,362.25,378.79998779296875,360.25,374.0,1343795
2024-09-25,360.4757385253906,368.04998779296875,369.45001220703125,360.6000061035156,362.5,724622
2024-09-26,353.0811462402344,360.5,372.0,359.04998779296875,370.0,681414
2024-09-27,356.9498596191406,364.45001220703125,367.45001220703125,360.0,362.0,607680
2024-09-30,350.2408142089844,357.6000061035156,368.1499938964844,353.6000061035156,364.0,389693
2024-10-01,344.75604248046875,352.0,355.0,346.0,353.79998779296875,810732
2024-10-03,333.4437561035156,340.45001220703125,347.95001220703125,338.1499938964844,347.95001220703125,779706
2024-10-04,352.1017150878906,359.5,362.0,339.0,340.0,4312612
2024-10-07,362.1407775878906,369.75,381.45001220703125,355.5,356.04998779296875,4043162
2024-10-08,370.85760498046875,378.6499938964844,384.0,363.0,369.0,2369907
2024-10-09,370.7596740722656,378.54998779296875,393.3500061035156,375.3999938964844,378.0,3128454
2024-10-10,358.1251220703125,365.6499938964844,378.8500061035156,364.20001220703125,378.70001220703125,593637
2024-10-11,353.37493896484375,360.79998779296875,368.29998779296875,360.0,362.0,429998
2024-10-14,381.6312561035156,389.6499938964844,401.6499938964844,365.0,367.0,18934208
2024-10-15,374.87322998046875,382.75,388.0,379.0,388.0,1963671
2024-10-16,372.228759765625,380.04998779296875,383.8500061035156,371.5,382.0,1344764
2024-10-17,379.18267822265625,387.1499938964844,392.04998779296875,374.0,380.5,1989147
2024-10-18,366.5481872558594,374.25,382.95001220703125,371.0,382.0,1127600
2024-10-21,355.5296936035156,363.0,384.20001220703125,360.04998779296875,380.0,1276364
2024-10-22,344.2663269042969,351.5,368.0,347.3999938964844,363.8999938964844,1054678
2024-10-23,348.13507080078125,355.45001220703125,364.0,350.6000061035156,352.5,942162
2024-10-24,344.6581115722656,351.8999938964844,358.20001220703125,349.54998779296875,356.29998779296875,519287
2024-10-25,330.8482360839844,337.79998779296875,355.1499938964844,335.5,353.8999938964844,787629
2024-10-28,332.7581481933594,339.75,343.70001220703125,337.25,342.8500061035156,656903
2024-10-29,337.6552734375,344.75,348.8999938964844,336.3500061035156,343.70001220703125,1171013
2024-10-30,341.3770446777344,348.54998779296875,354.95001220703125,340.04998779296875,340.04998779296875,1237672
2024-10-31,348.37994384765625,355.70001220703125,359.0,346.70001220703125,350.0,593263
2024-11-01,344.2663269042969,351.5,358.70001220703125,349.5,356.0,225126
2024-11-04,344.85400390625,352.1000061035156,354.20001220703125,345.1000061035156,354.0,498004
2024-11-05,337.0675964355469,344.1499938964844,359.45001220703125,341.1000061035156,351.1499938964844,1770665
2024-11-06,333.88446044921875,340.8999938964844,354.75,338.8999938964844,349.0,1005381
2024-11-07,336.8717346191406,343.95001220703125,348.8500061035156,342.04998779296875,342.75,455622
2024-11-08,331.3379821777344,338.29998779296875,346.95001220703125,336.29998779296875,346.95001220703125,325365
2024-11-11,325.75531005859375,332.6000061035156,338.8999938964844,330.45001220703125,338.8999938964844,343055
2024-11-12,320.7112731933594,327.45001220703125,336.20001220703125,326.1499938964844,332.6000061035156,326192
2024-11-13,310.62322998046875,317.1499938964844,328.25,315.04998779296875,325.04998779296875,854049
2024-11-14,312.2495422363281,316.79998779296875,323.3500061035156,314.25,318.0,478334
2024-11-18,311.4117736816406,315.95001220703125,317.8999938964844,310.04998779296875,316.0,274731
2024-11-19,309.194091796875,313.70001220703125,319.3500061035156,311.20001220703125,317.04998779296875,353844
2024-11-21,312.8409423828125,317.3999938964844,319.04998779296875,311.95001220703125,314.04998779296875,412840
2024-11-22,310.8696594238281,315.3999938964844,319.3999938964844,314.1499938964844,318.8500061035156,180709
2024-11-25,307.17352294921875,311.6499938964844,321.5,308.75,319.1000061035156,851432
2024-11-26,305.4979553222656,309.95001220703125,323.8500061035156,308.1499938964844,313.79998779296875,6099783
2024-11-27,311.8060302734375,316.3500061035156,317.5,311.20001220703125,311.29998779296875,671783
2024-11-28,312.3974304199219,316.95001220703125,324.54998779296875,316.0,318.8999938964844,1438153
2024-11-29,315.4035949707031,320.0,322.75,316.20001220703125,318.29998779296875,493307
2024-12-02,315.15716552734375,319.75,322.29998779296875,314.29998779296875,321.5,1068335
2024-12-03,317.76910400390625,322.3999938964844,327.70001220703125,318.75,320.8999938964844,539653
2024-12-04,318.2619323730469,322.8999938964844,325.6000061035156,320.3999938964844,323.8500061035156,822222
2024-12-05,316.832763671875,321.45001220703125,326.0,320.54998779296875,324.54998779296875,623172
2024-12-06,320.62744140625,325.29998779296875,327.6499938964844,320.20001220703125,322.3999938964844,428925
2024-12-09,316.24139404296875,320.8500061035156,329.5,319.25,326.75,657145
2024-12-10,310.22900390625,314.75,318.79998779296875,312.25,317.3500061035156,633342
2024-12-11,307.3706359863281,311.8500061035156,315.95001220703125,311.0,315.0,448264
2024-12-12,304.8572692871094,309.29998779296875,312.8500061035156,308.54998779296875,312.0,437382
2024-12-13,303.6745300292969,308.1000061035156,311.8500061035156,307.5,308.3999938964844,942780
2024-12-16,305.6457824707031,310.1000061035156,312.20001220703125,305.3500061035156,305.3500061035156,387404
2024-12-17,306.2864685058594,310.75,313.45001220703125,306.0,311.8999938964844,1819375
2024-12-18,303.3788146972656,307.79998779296875,312.04998779296875,307.0,311.0,1036831
2024-12-19,304.0195007324219,308.45001220703125,310.20001220703125,301.25,303.8999938964844,691494
2024-12-20,299.1898498535156,303.54998779296875,311.25,301.25,308.45001220703125,847833
2024-12-23,307.32135009765625,311.79998779296875,313.25,306.1000061035156,308.95001220703125,1299046
2024-12-24,300.2740783691406,304.6499938964844,312.70001220703125,303.3500061035156,312.04998779296875,3003581
2024-12-26,298.1056823730469,302.45001220703125,307.45001220703125,301.1000061035156,305.45001220703125,1050165
2024-12-27,297.5635681152344,301.8999938964844,305.79998779296875,301.0,303.0,693738
2024-12-30,286.96795654296875,291.1499938964844,304.45001220703125,289.3500061035156,302.1499938964844,1044886
2024-12-31,285.29241943359375,289.45001220703125,295.75,288.20001220703125,292.6499938964844,1015477
2025-01-01,287.31292724609375,291.5,293.8999938964844,288.5,291.54998779296875,273047
2025-01-02,295.4444580078125,299.75,301.0,291.8999938964844,291.8999938964844,1791061
2025-01-03,292.6353759765625,296.8999938964844,301.25,296.3999938964844,299.45001220703125,645223
2025-01-06,283.3211669921875,287.45001220703125,298.3999938964844,286.0,297.0,755535
2025-01-07,289.727783203125,293.95001220703125,294.95001220703125,288.04998779296875,290.0,423587
2025-01-08,286.869384765625,291.04998779296875,295.5,288.54998779296875,294.45001220703125,461691
2025-01-09,283.71539306640625,287.8500061035156,291.0,287.1499938964844,291.0,248094
2025-01-10,277.75225830078125,281.79998779296875,287.8500061035156,279.20001220703125,287.79998779296875,365756
2025-01-13,267.0581359863281,270.95001220703125,280.5,268.3999938964844,278.04998779296875,648273
2025-01-14,270.9513854980469,274.8999938964844,278.25,273.25,273.25,289504
2025-01-15,273.0212097167969,277.0,283.75,270.1499938964844,279.8500061035156,4517206
2025-01-16,287.9043273925781,292.1000061035156,293.0,280.29998779296875,280.3999938964844,542771
2025-01-17,287.0665588378906,291.25,297.95001220703125,289.3999938964844,295.0,695414
2025-01-20,287.9043273925781,292.1000061035156,293.8500061035156,289.0,292.79998779296875,175670
2025-01-21,284.7502746582031,288.8999938964844,294.6499938964844,287.6000061035156,292.1000061035156,229711
2025-01-22,274.15472412109375,278.1499938964844,288.45001220703125,275.54998779296875,288.0,425949
2025-01-23,282.13836669921875,286.25,287.75,275.1000061035156,278.45001220703125,362379
2025-01-24,277.94940185546875,282.0,289.1000061035156,280.04998779296875,283.20001220703125,283007
2025-01-27,268.0930480957031,272.0,281.95001220703125,270.0,281.0,729178
2025-01-28,273.41546630859375,277.3999938964844,279.79998779296875,267.95001220703125,271.6000061035156,433816
2025-01-29,284.4546203613281,288.6000061035156,291.5,277.54998779296875,278.0,211134
2025-01-30,292.6353759765625,296.8999938964844,298.0,288.70001220703125,290.70001220703125,516345
2025-01-31,298.64776611328125,303.0,304.04998779296875,291.75,298.8500061035156,937265
2025-02-01,312.54522705078125,317.1000061035156,319.8999938964844,301.1000061035156,307.45001220703125,1068232
2025-02-03,310.5246887207031,315.04998779296875,317.8500061035156,309.20001220703125,313.0,384655
2025-02-04,316.832763671875,321.45001220703125,322.20001220703125,311.20001220703125,316.1000061035156,622350
2025-02-05,318.902587890625,323.54998779296875,324.8999938964844,318.04998779296875,323.0,458823
2025-02-06,323.3872375488281,328.1000061035156,328.79998779296875,318.04998779296875,323.54998779296875,709660
2025-02-07,323.3379211425781,328.04998779296875,331.70001220703125,322.29998779296875,330.0,1311775
2025-02-10,316.88201904296875,321.5,323.3500061035156,316.1499938964844,321.0,782938
2025-02-11,314.1715393066406,318.75,320.20001220703125,305.6000061035156,317.54998779296875,789497
2025-02-12,303.8223571777344,308.25,321.0,303.70001220703125,320.0,398945
2025-02-13,302.98455810546875,307.3999938964844,313.75,301.8500061035156,310.3500061035156,335910
2025-02-14,294.3602294921875,298.6499938964844,306.79998779296875,295.5,305.1000061035156,462819
2025-02-17,297.95782470703125,302.29998779296875,304.6000061035156,290.3999938964844,290.3999938964844,453979
2025-02-18,301.80181884765625,306.20001220703125,307.95001220703125,295.5,303.95001220703125,209610
2025-02-19,298.2042236328125,302.54998779296875,306.20001220703125,299.6000061035156,306.20001220703125,809635
2025-02-20,297.021484375,301.3500061035156,303.8500061035156,299.0,302.0,233843
2025-02-21,297.366455078125,301.70001220703125,304.79998779296875,299.0,301.0,416441
2025-02-24,295.8387145996094,300.1499938964844,303.95001220703125,297.04998779296875,298.70001220703125,287164
2025-02-25,300.07696533203125,304.45001220703125,309.45001220703125,295.54998779296875,297.1000061035156,293823
2025-02-27,295.7401428222656,300.04998779296875,307.3999938964844,299.45001220703125,305.0,196275
2025-02-28,303.1324157714844,307.54998779296875,312.5,299.0,299.0,427569
2025-03-03,307.2720642089844,311.75,315.75,297.04998779296875,308.95001220703125,441976
2025-03-04,298.84490966796875,303.20001220703125,312.20001220703125,301.25,309.1000061035156,242753
2025-03-05,300.6190490722656,305.0,306.29998779296875,300.54998779296875,300.6000061035156,288862
2025-03-06,300.2740783691406,304.6499938964844,307.45001220703125,303.8999938964844,305.04998779296875,169051
2025-03-07,298.9434509277344,303.29998779296875,306.5,300.70001220703125,306.5,359959
2025-03-10,300.4219055175781,304.79998779296875,307.45001220703125,300.54998779296875,300.54998779296875,268772
2025-03-11,300.816162109375,305.20001220703125,309.8999938964844,299.54998779296875,302.0,607987
2025-03-12,295.69085693359375,300.0,305.20001220703125,299.5,305.20001220703125,327530
2025-03-13,291.8468933105469,296.1000061035156,301.6499938964844,295.0,301.0,466058
2025-03-17,285.6866455078125,289.8500061035156,297.8500061035156,288.70001220703125,297.0,251933
2025-03-18,285.6866455078125,289.8500061035156,289.8500061035156,289.8500061035156,289.8500061035156,0
2025-03-19,296.8243408203125,301.1499938964844,304.5,299.0,302.95001220703125,467091
2025-03-20,291.7483215332031,296.0,303.6499938964844,295.3999938964844,302.04998779296875,424211
2025-03-21,299.73199462890625,304.1000061035156,305.6499938964844,295.29998779296875,297.1000061035156,729955
2025-03-24,300.22479248046875,304.6000061035156,310.95001220703125,301.25,301.25,580152
2025-03-25,299.0419921875,303.3999938964844,315.70001220703125,300.04998779296875,310.0,352750
2025-03-26,295.05023193359375,299.3500061035156,304.70001220703125,297.79998779296875,302.1000061035156,214071
2025-03-27,294.5574035644531,298.8500061035156,301.8500061035156,296.95001220703125,297.1000061035156,374934
2025-03-28,290.5162658691406,294.75,302.95001220703125,292.0,298.95001220703125,298763
2025-04-01,295.0994873046875,299.3999938964844,299.8500061035156,293.1499938964844,294.8999938964844,173839
2025-04-02,297.5143127441406,301.8500061035156,303.45001220703125,291.04998779296875,302.0,293451
2025-04-03,297.6621398925781,302.0,302.5,298.0,298.0,299596
2025-04-04,295.2966003417969,299.6000061035156,303.3500061035156,294.8500061035156,302.0,378932
2025-04-07,290.1712951660156,294.3999938964844,296.3999938964844,280.04998779296875,280.04998779296875,414484
2025-04-08,301.2104187011719,305.6000061035156,307.8999938964844,294.8999938964844,298.0,535501
2025-04-09,295.39520263671875,299.70001220703125,306.0,299.0,305.6000061035156,216659
2025-04-11,298.1056823730469,302.45001220703125,306.20001220703125,296.1499938964844,305.0,429882
2025-04-15,307.0256652832031,311.5,313.3999938964844,303.79998779296875,306.95001220703125,518194
2025-04-16,315.35430908203125,319.95001220703125,321.3999938964844,310.1000061035156,311.5,594352
