date_,adj close_honaut.ns,close_honaut.ns,high_honaut.ns,low_honaut.ns,open_honaut.ns,volume_honaut.ns
2025-06-05,38992.30078125,39100.0,39500.0,38915.0,39445.0,7300
2025-06-06,38962.3828125,39070.0,39745.0,38950.0,39745.0,5750
2025-06-09,38902.55078125,39010.0,39545.0,38855.0,39100.0,7476
2025-06-10,38872.6328125,38980.0,39385.0,38895.0,38895.0,5398
2025-06-11,38752.9609375,38860.0,39230.0,38700.0,39230.0,5828
2025-06-12,38000.04296875,38105.0,39185.0,37780.0,38800.0,4579
2025-06-13,38015.0,38120.0,38420.0,37700.0,38100.0,2869
2025-06-16,38100.0,38100.0,38370.0,37700.0,38120.0,2922
2025-06-17,38005.0,38005.0,38375.0,37800.0,38375.0,2224
2025-06-18,37720.0,37720.0,38250.0,37590.0,38250.0,1348
2025-06-19,37545.0,37545.0,37880.0,37490.0,37690.0,3607
2025-06-20,37510.0,37510.0,37880.0,37330.0,37595.0,12818
2025-06-23,37785.0,37785.0,38005.0,37500.0,37500.0,4338
2025-06-24,38425.0,38425.0,38645.0,37880.0,37880.0,2482
2025-06-25,38760.0,38760.0,38850.0,38205.0,38600.0,1636
2025-06-26,38650.0,38650.0,38980.0,38430.0,38980.0,1701
2025-06-27,39680.0,39680.0,39775.0,38650.0,38900.0,4423
2025-06-30,39355.0,39355.0,39770.0,39190.0,39770.0,3574
2025-07-01,38875.0,38875.0,39540.0,38500.0,39355.0,8920
2025-07-02,38815.0,38815.0,39085.0,38500.0,38995.0,3561
2025-07-03,41200.0,41200.0,41450.0,38970.0,38970.0,28911
2025-07-04,40980.0,40980.0,41290.0,40550.0,41290.0,7725
2025-07-07,40710.0,40710.0,41200.0,40555.0,41200.0,7036
2025-07-08,40870.0,40870.0,41145.0,40735.0,41050.0,6586
2025-07-09,40510.0,40510.0,40995.0,40250.0,40800.0,3674
2025-07-10,40635.0,40635.0,40860.0,40250.0,40860.0,6260
2025-07-11,40320.0,40320.0,40950.0,40250.0,40360.0,3365
2025-07-14,40555.0,40555.0,40760.0,40300.0,40600.0,1464
2025-07-15,40730.0,40730.0,41075.0,40380.0,40930.0,5509
2025-07-16,40470.0,40470.0,40955.0,40380.0,40710.0,3673
2025-07-17,40595.0,40595.0,40810.0,40465.0,40805.0,1233
2025-07-18,40470.0,40470.0,40880.0,40210.0,40600.0,2083
2025-07-21,40535.0,40535.0,40875.0,40040.0,40875.0,3232
2025-07-22,40655.0,40655.0,40900.0,40280.0,40535.0,1317
2025-07-23,40530.0,40530.0,40870.0,40210.0,40655.0,2097
2025-07-24,39805.0,39805.0,40895.0,39600.0,40895.0,13128
2025-07-25,39700.0,39700.0,40045.0,39135.0,40000.0,4177
2025-07-28,38180.0,38180.0,39855.0,38100.0,39500.0,3576
2025-07-29,38275.0,38275.0,38515.0,37565.0,38180.0,3551
2025-07-30,38655.0,38655.0,38935.0,38280.0,38280.0,1901
2025-07-31,38770.0,38770.0,38990.0,37995.0,38350.0,1899
2025-08-01,38725.0,38725.0,39235.0,38505.0,38700.0,2734
2025-08-04,38175.0,38175.0,38300.0,37010.0,37955.0,7333
2025-08-05,37525.0,37525.0,38490.0,37410.0,38490.0,4687
2025-08-06,37010.0,37010.0,37995.0,36700.0,37995.0,2558
2025-08-07,36845.0,36845.0,37010.0,36365.0,37000.0,2266
2025-08-08,36205.0,36205.0,36880.0,36025.0,36845.0,1554
2025-08-11,35915.0,35915.0,36420.0,35725.0,36205.0,2460
2025-08-12,35585.0,35585.0,36195.0,35300.0,36005.0,2866
2025-08-13,36855.0,36855.0,36975.0,35575.0,35765.0,2215
2025-08-14,37060.0,37060.0,37440.0,36475.0,36475.0,3028
2025-08-18,37595.0,37595.0,37950.0,36660.0,37500.0,2185
2025-08-19,38095.0,38095.0,38350.0,37430.0,38200.0,4473
2025-08-20,38185.0,38185.0,38390.0,38005.0,38095.0,2274
2025-08-21,37935.0,37935.0,38545.0,37725.0,38185.0,2147
2025-08-22,38090.0,38090.0,38340.0,37800.0,38270.0,1842
2025-08-25,38160.0,38160.0,38810.0,37905.0,37910.0,2938
2025-08-26,37890.0,37890.0,38420.0,37740.0,38160.0,2293
2025-08-28,39015.0,39015.0,39200.0,37705.0,37985.0,8770
2025-08-29,38740.0,38740.0,39330.0,38520.0,39100.0,3358
2025-09-01,38385.0,38385.0,39045.0,38100.0,38995.0,2120
2025-09-02,37660.0,37660.0,38575.0,37555.0,38575.0,3654
2025-09-03,36755.0,36755.0,37935.0,36655.0,37660.0,6864
2025-09-04,36110.0,36110.0,37255.0,36000.0,37255.0,4099
2025-09-05,35400.0,35400.0,36520.0,35300.0,36490.0,4262
2025-09-08,35990.0,35990.0,36390.0,35330.0,35850.0,5805
2025-09-09,35690.0,35690.0,36295.0,35550.0,36100.0,3270
2025-09-10,36325.0,36325.0,36585.0,35985.0,36250.0,3541
2025-09-11,36695.0,36695.0,37000.0,36445.0,36480.0,3602
2025-09-12,37240.0,37240.0,37535.0,36825.0,36950.0,4736
2025-09-15,36815.0,36815.0,37600.0,36630.0,37240.0,3053
2025-09-16,36915.0,36915.0,37245.0,36695.0,36815.0,2612
2025-09-17,37305.0,37305.0,37400.0,36980.0,37335.0,2191
2025-09-18,37600.0,37600.0,37900.0,37360.0,37605.0,2247
2025-09-19,37215.0,37215.0,37890.0,37000.0,37820.0,3872
2025-09-22,36930.0,36930.0,37635.0,36860.0,37450.0,2584
2025-09-23,36805.0,36805.0,37280.0,36530.0,37245.0,2275
2025-09-24,36570.0,36570.0,37030.0,36500.0,36805.0,2390
2025-09-25,36575.0,36575.0,37140.0,36450.0,36570.0,2154
2025-09-26,36100.0,36100.0,36770.0,35900.0,36675.0,2573
2025-09-29,36080.0,36080.0,36495.0,35595.0,36250.0,4677
2025-09-30,36095.0,36095.0,36320.0,35865.0,36320.0,1386
2025-10-01,35970.0,35970.0,36540.0,35900.0,36390.0,3786
2025-10-03,35710.0,35710.0,36400.0,35520.0,36400.0,3931
2025-10-06,35500.0,35500.0,36065.0,35405.0,35845.0,6116
2025-10-07,35715.0,35715.0,36315.0,35505.0,35510.0,17695
2025-10-08,36175.0,36175.0,37110.0,35710.0,35715.0,9576
2025-10-09,36240.0,36240.0,36585.0,36025.0,36190.0,5513
2025-10-10,36475.0,36475.0,36635.0,36055.0,36635.0,2169
2025-10-13,36155.0,36155.0,36640.0,36035.0,36355.0,2520
2025-10-14,36090.0,36090.0,36500.0,35890.0,36470.0,1798
2025-10-15,36155.0,36155.0,36450.0,35920.0,36450.0,1833
2025-10-16,36090.0,36090.0,36450.0,36000.0,36450.0,1851
2025-10-17,36310.0,36310.0,36460.0,36040.0,36090.0,2139
2025-10-20,36345.0,36345.0,36495.0,36175.0,36310.0,1661
2025-10-21,36460.0,36460.0,36550.0,36345.0,36345.0,237
2025-10-23,36325.0,36325.0,36525.0,36030.0,36465.0,3157
2025-10-24,36680.0,36680.0,36750.0,36200.0,36325.0,5693
2025-10-27,37010.0,37010.0,37255.0,36885.0,37110.0,2438
2025-10-28,36935.0,36935.0,37200.0,36700.0,37200.0,3970
2025-10-29,37395.0,37395.0,37530.0,36685.0,37095.0,2995
2025-10-30,36870.0,36870.0,37500.0,36680.0,37315.0,2416
2025-10-31,36495.0,36495.0,37235.0,36395.0,36870.0,1898
2025-11-03,36615.0,36615.0,37050.0,36375.0,36670.0,1432
2025-11-04,36745.0,36745.0,37690.0,36570.0,36995.0,15548
2025-11-05,36745.0,36745.0,36745.0,36745.0,36745.0,0
2025-11-06,36240.0,36240.0,37225.0,35640.0,37225.0,11235
2025-11-07,36070.0,36070.0,36405.0,35930.0,36400.0,12510
2025-11-10,36015.0,36015.0,36495.0,35905.0,36495.0,2163
2025-11-11,35505.0,35505.0,36100.0,35435.0,36020.0,9836
2025-11-12,35495.0,35495.0,35875.0,35420.0,35510.0,2876
2025-11-13,35515.0,35515.0,35895.0,35295.0,35500.0,3695
2025-11-14,35530.0,35530.0,35630.0,35345.0,35515.0,2037
2025-11-17,35450.0,35450.0,35595.0,35335.0,35485.0,2140
2025-11-18,34830.0,34830.0,35480.0,34505.0,34505.0,5890
2025-11-19,34795.0,34795.0,35170.0,34650.0,35170.0,2846
2025-11-20,34685.0,34685.0,35150.0,34615.0,34950.0,4665
2025-11-21,34135.0,34135.0,34695.0,34055.0,34500.0,3325
2025-11-24,36265.0,36265.0,37750.0,34150.0,34305.0,111025
2025-11-25,34955.0,34955.0,36040.0,34865.0,35800.0,10787
2025-11-26,35745.0,35745.0,36000.0,34700.0,34955.0,5403
2025-11-27,35505.0,35505.0,36000.0,35365.0,36000.0,1969
2025-11-28,35395.0,35395.0,35585.0,35100.0,35550.0,1373
2025-12-01,35510.0,35510.0,36595.0,35305.0,35305.0,7826
2025-12-02,35275.0,35275.0,35705.0,35005.0,35510.0,2305
2025-12-03,34990.0,34990.0,35320.0,34920.0,35275.0,1634
2025-12-04,34850.0,34850.0,35430.0,34700.0,35000.0,1531
2025-12-05,34895.0,34895.0,35050.0,34600.0,34995.0,1945
2025-12-08,34250.0,34250.0,34955.0,34050.0,34705.0,18429
2025-12-09,34190.0,34190.0,34525.0,34100.0,34250.0,2974
2025-12-10,34065.0,34065.0,34570.0,34010.0,34205.0,1673
2025-12-11,33845.0,33845.0,34325.0,33740.0,34065.0,3131
2025-12-12,33895.0,33895.0,34145.0,33800.0,34000.0,101347
2025-12-15,34065.0,34065.0,34340.0,33725.0,33795.0,2035
2025-12-16,34010.0,34010.0,34260.0,33820.0,33895.0,3249
2025-12-17,33840.0,33840.0,34010.0,33500.0,34010.0,1829
2025-12-18,33625.0,33625.0,33875.0,33530.0,33840.0,2098
2025-12-19,33785.0,33785.0,34000.0,33655.0,33730.0,2101
2025-12-22,33600.0,33600.0,34000.0,33530.0,33785.0,2196
2025-12-23,33355.0,33355.0,33865.0,33280.0,33700.0,2335
2025-12-24,33230.0,33230.0,33510.0,33155.0,33350.0,1963
2025-12-26,33005.0,33005.0,33375.0,32540.0,33230.0,2603
2025-12-29,32990.0,32990.0,33170.0,32820.0,33000.0,3456
2025-12-30,32995.0,32995.0,33045.0,32840.0,32845.0,1602
2025-12-31,32805.0,32805.0,33100.0,32675.0,33100.0,6356
2026-01-01,33050.0,33050.0,33150.0,32865.0,32990.0,32244
2026-01-02,33625.0,33625.0,33700.0,33150.0,33230.0,2889
2026-01-05,34330.0,34330.0,34995.0,33645.0,33645.0,8892
2026-01-06,34175.0,34175.0,34465.0,34000.0,34160.0,3763
2026-01-07,34100.0,34100.0,34265.0,33925.0,34195.0,53964
2026-01-08,33730.0,33730.0,34300.0,33605.0,34275.0,1707
2026-01-09,33500.0,33500.0,33800.0,33150.0,33500.0,2813
2026-01-12,33165.0,33165.0,33445.0,32990.0,33370.0,2288
2026-01-13,33270.0,33270.0,33600.0,33100.0,33600.0,1291
2026-01-14,33550.0,33550.0,33645.0,33165.0,33300.0,1524
2026-01-16,33965.0,33965.0,34300.0,33320.0,33665.0,2828
