date_,adj close_honaut.ns,close_honaut.ns,high_honaut.ns,low_honaut.ns,open_honaut.ns,volume_honaut.ns
2024-04-24,44616.93359375,44823.94921875,45792.44921875,44611.6484375,44896.8984375,2950
2024-04-25,44730.70703125,44938.25,45225.0,44550.0,45019.94921875,2717
2024-04-26,44993.1875,45201.94921875,45790.0,44730.05078125,45290.0,3638
2024-04-29,45011.90234375,45220.75,45718.1015625,44900.05078125,45499.8515625,3158
2024-04-30,44930.08203125,45138.55078125,45380.44921875,42010.1015625,42010.1015625,5056
2024-05-02,44743.19921875,44950.80078125,45555.0,44310.19921875,45454.5,5870
2024-05-03,44094.85546875,44299.44921875,45380.0,43700.0,45380.0,5622
2024-05-06,44052.0,44256.3984375,45500.0,44100.05078125,45500.0,3109
2024-05-07,43934.796875,44138.6484375,44597.8984375,43835.0,44260.0,1819
2024-05-08,43731.890625,43934.80078125,44573.94921875,43500.19921875,44198.6484375,3182
2024-05-09,43055.52734375,43255.30078125,44382.0,43000.19921875,44000.0,2268
2024-05-10,46606.94921875,46823.19921875,47224.6015625,43462.55078125,43554.0,22345
2024-05-13,47059.1015625,47277.44921875,47999.0,46624.94921875,47050.0,10677
2024-05-14,47605.46875,47826.3515625,47990.0,46600.0,47328.8984375,4283
2024-05-15,49057.828125,49285.44921875,50101.0,47315.0,47315.0,16605
2024-05-16,55480.08203125,55737.5,58994.0,46253.19921875,47389.05078125,161644
2024-05-17,52667.62890625,52912.0,55354.55078125,52600.0,53300.0,29100
2024-05-21,53041.54296875,53287.6484375,56499.8984375,52401.0,52401.0,56216
2024-05-22,52741.63671875,52986.3515625,54180.19921875,52656.0,53850.0,4353
2024-05-23,53123.31640625,53369.80078125,54331.80078125,53000.0,53510.0,4436
2024-05-24,51724.703125,51964.69921875,53891.6015625,51600.0,53400.0,3044
2024-05-27,50696.171875,50931.3984375,52631.6015625,50526.0,52100.0,8993
2024-05-28,51657.9140625,51897.6015625,52929.8984375,51301.0,51599.94921875,10031
2024-05-29,51967.37890625,52208.5,53200.0,51337.0,51800.0,6942
2024-05-30,51872.96484375,52113.6484375,53270.0,51900.0,52300.0,5589
2024-05-31,51187.09765625,51424.6015625,52747.30078125,50962.1015625,52666.6484375,4830
2024-06-03,52988.14453125,53234.0,53880.0,52066.0,53880.0,10138
2024-06-04,49566.16796875,49796.1484375,53234.0,48024.55078125,53100.0,6723
2024-06-05,50439.96484375,50674.0,51434.8984375,49514.55078125,50999.94921875,5956
2024-06-06,51789.90234375,52030.19921875,52715.94921875,51024.69921875,51500.0,4172
2024-06-07,52074.08203125,52315.69921875,53579.94921875,52000.05078125,52749.94921875,4986
2024-06-10,52936.328125,53181.94921875,54730.94921875,52258.6015625,52950.0,6532
2024-06-11,53151.58203125,53398.19921875,54000.0,53200.55078125,53600.0,8621
2024-06-12,54263.2265625,54515.0,56350.0,53375.0,53375.0,30151
2024-06-13,54316.23046875,54568.25,55108.55078125,54350.0,54515.0,6546
2024-06-14,57659.26953125,57926.80078125,58500.0,54639.05078125,54900.0,26274
2024-06-18,56705.1484375,56968.25,58699.94921875,56500.0,57926.80078125,8546
2024-06-19,54931.67578125,55186.55078125,58444.0,55011.1015625,57300.0,5284
2024-06-20,55168.2265625,55424.19921875,56767.94921875,55200.0,55357.94921875,5790
2024-06-21,55283.390625,55539.8984375,56978.94921875,55255.0,55621.8984375,8722
2024-06-24,56942.546875,57206.75,57467.3984375,55425.25,55899.8984375,7538
2024-06-25,57636.67578125,57904.1015625,58729.1015625,56900.0,57249.94921875,8582
2024-06-26,57127.63671875,57392.69921875,59994.0,57011.1484375,57985.25,23395
2024-06-27,56814.08984375,57077.69921875,58498.94921875,56722.3515625,57474.5,7391
2024-06-28,56449.28125,56711.19921875,57986.3984375,56201.0,57500.0,11456
2024-07-01,56410.41015625,56672.1484375,57000.0,56200.05078125,56700.0,3549
2024-07-02,56525.625,56787.8984375,57200.0,56251.1015625,57195.0,2364
2024-07-03,56240.69921875,56501.6484375,57383.19921875,56251.0,57350.0,6928
2024-07-04,58357.328125,58628.1015625,59000.0,56484.1484375,56649.0,22289
2024-07-05,57315.11328125,57581.05078125,58600.1484375,57285.0,58600.1015625,4504
2024-07-08,57254.84375,57520.5,58500.0,56411.94921875,58500.0,4047
2024-07-09,56513.43359375,56775.6484375,58280.0,56550.0,58280.0,3849
2024-07-10,56706.6875,56969.80078125,57181.94921875,55303.55078125,56307.6484375,4421
2024-07-11,56755.265625,57018.6015625,57500.0,56650.5,57500.0,2299
2024-07-12,56249.7109375,56510.69921875,57300.0,55907.80078125,57300.0,7283
2024-07-15,55879.921875,56139.19921875,56999.0,55900.0,56540.0,2503
2024-07-16,55986.58203125,56246.3515625,56661.3984375,56001.0,56500.0,2383
2024-07-18,54788.33984375,55042.55078125,56650.0,54812.0,56246.3515625,4186
2024-07-19,53151.484375,53398.1015625,55479.8984375,53003.8515625,55479.8984375,4248
2024-07-22,53846.80859375,54096.6484375,54994.0,52954.1484375,53450.0,4493
2024-07-23,53253.91015625,53501.0,55888.0,53140.80078125,54100.0,10384
2024-07-24,54081.07421875,54230.44921875,55600.0,53502.05078125,53580.0,6092
2024-07-25,53681.4296875,53829.69921875,54994.94921875,53507.44921875,54230.44921875,6347
2024-07-26,54303.76171875,54453.75,55199.8984375,53835.0,54900.0,4741
2024-07-29,53841.734375,53990.44921875,55109.55078125,53600.0,54453.75,4554
2024-07-30,53801.25,53949.8515625,54757.19921875,53501.0,54300.0,7902
2024-07-31,54306.94921875,54456.94921875,56750.0,54100.1015625,54300.0,12169
2024-08-01,53971.92578125,54121.0,55193.6015625,53801.05078125,54990.0,2498
2024-08-02,53778.8125,53927.3515625,54350.0,53534.05078125,53900.0,4137
2024-08-05,52951.1953125,53097.44921875,55408.44921875,52050.5,52900.0,7732
2024-08-06,51017.0859375,51158.0,54000.0,49500.0,54000.0,26187
2024-08-07,51432.19140625,51574.25,51999.0,50944.05078125,51999.0,11857
2024-08-08,51336.35546875,51478.1484375,52392.69921875,51300.0,52076.0,5450
2024-08-09,51808.75390625,51951.8515625,52224.94921875,50750.0,51878.8515625,3120
2024-08-12,50866.85546875,51007.3515625,51900.0,50850.0,51900.0,2256
2024-08-13,51157.09765625,51298.3984375,51728.30078125,51016.05078125,51395.0,1947
2024-08-14,50934.71484375,51075.3984375,51698.94921875,50760.1484375,51550.0,16252
2024-08-16,51242.765625,51384.30078125,52600.0,51048.0,51080.0,6305
2024-08-19,51900.94921875,52044.30078125,52850.0,51616.55078125,51990.0,18290
2024-08-20,51874.46875,52017.75,52944.0,51555.6015625,52044.30078125,15890
2024-08-21,52253.921875,52398.25,53072.3984375,51901.05078125,52300.0,3192
2024-08-22,52068.734375,52212.55078125,52919.94921875,51992.3515625,52398.25,2443
2024-08-23,52130.7109375,52274.69921875,52910.8984375,51632.05078125,52704.69921875,3440
2024-08-26,52065.4921875,52209.30078125,52825.80078125,51840.05078125,52800.0,3146
2024-08-27,52200.0703125,52344.25,52998.94921875,52107.05078125,52209.30078125,4724
2024-08-28,50714.921875,50855.0,52750.0,50700.0,52344.25,9967
2024-08-29,50862.56640625,51003.05078125,51250.0,50501.0,51222.0,4154
2024-08-30,50828.55859375,50968.94921875,51495.0,50800.0,51495.0,1718
2024-09-02,50043.7265625,50181.94921875,51380.0,49900.0,50968.94921875,3801
2024-09-03,50606.671875,50746.44921875,51124.19921875,50298.1015625,50789.0,1888
2024-09-04,50161.55078125,50300.1015625,51000.0,50140.0,50145.0,2108
2024-09-05,49588.9296875,49725.8984375,51068.94921875,49011.1484375,50350.0,9864
2024-09-06,48889.86328125,49024.8984375,50299.0,48826.69921875,50299.0,4546
2024-09-09,49348.05078125,49484.3515625,49880.0,48890.0,49200.0,7612
2024-09-10,50115.328125,50253.75,50800.0,49800.0,50000.0,9360
2024-09-11,51107.734375,51248.8984375,51388.94921875,49907.1015625,50180.0,3104
2024-09-12,51159.74609375,51301.05078125,51498.0,50652.3515625,51256.0,2082
2024-09-13,50301.1171875,50440.05078125,51600.0,50251.0,51301.05078125,3087
2024-09-16,49440.2421875,49576.80078125,50900.0,49440.05078125,50900.0,16116
2024-09-17,49824.68359375,49962.30078125,50199.94921875,49500.0,49896.80078125,4617
2024-09-18,49506.11328125,49642.8515625,50084.25,49500.0,50024.5,5032
2024-09-19,49484.12109375,49620.80078125,49999.80078125,49051.1015625,49700.0,6088
2024-09-20,49423.4375,49559.94921875,50124.94921875,49151.0,49650.0,19586
2024-09-23,49308.30859375,49444.5,50279.94921875,49175.1484375,50279.94921875,2256
2024-09-24,49680.7265625,49817.94921875,50400.0,49386.44921875,49600.0,3515
2024-09-25,49403.79296875,49540.25,50300.0,49425.0,49840.0,7466
2024-09-26,49072.2109375,49207.75,49990.0,49080.8515625,49785.0,4188
2024-09-27,48706.171875,48840.69921875,49497.19921875,48607.05078125,49267.75,3211
2024-09-30,48844.58984375,48979.5,49480.6015625,48499.94921875,49252.44921875,4665
2024-10-01,49215.7109375,49351.6484375,49650.25,48600.0,48979.5,7278
2024-10-03,48453.51953125,48587.3515625,49351.6484375,48400.05078125,49351.6484375,1980
2024-10-04,48090.171875,48223.0,48869.6015625,47600.0,48644.94921875,4130
2024-10-07,47323.140625,47453.8515625,48567.44921875,46827.94921875,48480.19921875,5089
2024-10-08,48065.5390625,48198.30078125,48393.0,46893.05078125,47358.0,2904
2024-10-09,49280.984375,49417.1015625,49500.0,48273.6484375,48392.8984375,4342
2024-10-10,49982.6953125,50120.75,50549.8984375,49320.6484375,49417.1015625,6179
2024-10-11,50165.08984375,50303.6484375,50507.3515625,49902.0,50507.3515625,1381
2024-10-14,49903.265625,50041.1015625,50580.0,49650.0,50350.0,1781
2024-10-15,49639.69140625,49776.80078125,50595.0,49615.0,50595.0,2457
2024-10-16,49561.85546875,49698.75,49999.8984375,49500.0,49550.0,1091
2024-10-17,49432.61328125,49569.1484375,49850.0,49000.0,49698.75,2159
2024-10-18,51535.10546875,51677.44921875,51850.0,49120.1015625,49600.0,8957
2024-10-21,51436.03125,51578.1015625,51977.6484375,50600.1015625,51677.44921875,3439
2024-10-22,51174.90234375,51316.25,51999.0,51051.05078125,51260.0,5352
2024-10-23,50477.328125,50616.75,51324.0,50100.0,51316.25,3060
2024-10-24,50383.9375,50523.1015625,51522.80078125,50275.05078125,50615.0,3557
2024-10-25,49230.47265625,49366.44921875,50899.80078125,48836.05078125,50560.0,6407
2024-10-28,48705.57421875,48840.1015625,49999.0,48745.05078125,49366.44921875,4034
2024-10-29,48832.37109375,48967.25,49499.94921875,48073.0,48840.1015625,2266
2024-10-30,45068.81640625,45193.30078125,47278.69921875,44500.0,46011.05078125,67637
2024-10-31,45645.2265625,45771.30078125,46714.3515625,45302.30078125,45525.25,29687
2024-11-01,46163.640625,46291.1484375,46599.0,46010.25,46599.0,1331
2024-11-04,45272.75390625,45397.80078125,45999.3984375,45111.1015625,45111.1015625,14994
2024-11-05,44889.11328125,45013.1015625,45692.44921875,44750.0,45692.44921875,5785
2024-11-06,45031.47265625,45155.8515625,45785.44921875,44744.0,45013.1015625,7128
2024-11-07,44252.76953125,44375.0,45530.3984375,44201.0,45200.0,3389
2024-11-08,43640.91015625,43761.44921875,44538.3515625,43600.0,44375.0,3348
2024-11-11,43527.72265625,43647.94921875,44099.94921875,43511.44921875,43819.94921875,2466
2024-11-12,43112.47265625,43231.55078125,43997.05078125,43201.0,43997.05078125,1652
2024-11-13,41872.09765625,41987.75,43605.8515625,41690.1015625,43299.0,5691
2024-11-14,41988.875,42104.8515625,42853.55078125,41812.0,42250.0,2970
2024-11-18,41500.4765625,41615.1015625,42324.94921875,41270.0,42000.1484375,6537
2024-11-19,41885.359375,42001.05078125,42740.94921875,41500.0,41500.0,5390
2024-11-21,41082.17578125,41195.6484375,42326.0,41115.75,42145.0,5820
2024-11-22,40906.7109375,41019.69921875,41498.25,40960.0,41195.6484375,4575
2024-11-25,41298.9296875,41413.0,41977.6015625,41297.75,41300.55078125,3257
2024-11-26,41346.9453125,41461.1484375,41784.6484375,41306.3984375,41555.25,3548
2024-11-27,41296.6875,41410.75,42589.0,41125.05078125,41603.55078125,4507
2024-11-28,40834.1640625,40946.94921875,42690.0,40790.1015625,41410.75,6152
2024-11-29,40722.671875,40835.1484375,41485.44921875,40420.05078125,41003.80078125,6337
2024-12-02,40637.2578125,40749.5,41496.5,40253.05078125,41050.0,9590
2024-12-03,41047.07421875,41160.44921875,42125.30078125,40820.0,41182.0,8015
2024-12-04,40743.015625,40855.55078125,41849.75,40640.0,41438.8984375,5261
2024-12-05,40879.88671875,40992.80078125,41300.0,40500.6015625,41155.8984375,9692
2024-12-06,40475.15625,40586.94921875,41257.6484375,40500.0,41139.0,3782
2024-12-09,40664.28515625,40776.6015625,41220.0,40500.1484375,40924.0,5620
2024-12-10,41276.29296875,41390.30078125,41744.3984375,40920.0,41172.0,6958
2024-12-11,41584.83984375,41699.69921875,41791.44921875,41217.3515625,41390.30078125,3072
2024-12-12,40769.7421875,40882.3515625,41798.8984375,40801.0,41798.8984375,3957
2024-12-13,40590.3359375,40702.44921875,41086.30078125,40500.0,40880.80078125,4473
2024-12-16,40761.515625,40874.1015625,41248.0,40527.6484375,40900.0,3392
2024-12-17,40401.30859375,40512.8984375,41361.6484375,40178.6484375,41029.1015625,9380
2024-12-18,39704.28515625,39813.94921875,40683.0,39666.6015625,40610.0,4239
2024-12-19,40771.98828125,40884.6015625,41625.3984375,39336.6015625,39336.6015625,27279
2024-12-20,40964.65234375,41077.80078125,41499.8984375,40902.69921875,41184.0,16122
2024-12-23,40536.18359375,40648.1484375,41449.0,40262.6484375,41449.0,6056
2024-12-24,40893.0,41005.94921875,41438.94921875,40581.19921875,41000.0,55967
2024-12-26,42111.93359375,42228.25,42555.0,40677.8984375,41006.19921875,12639
2024-12-27,41201.80078125,41315.6015625,42612.1015625,41114.30078125,42270.05078125,10093
2024-12-30,41423.03515625,41537.44921875,42301.0,41069.0,41315.5,7433
2024-12-31,41840.484375,41956.05078125,42239.94921875,41319.44921875,41537.44921875,3096
2025-01-01,42020.5390625,42136.6015625,42469.19921875,41949.94921875,41950.0,3866
2025-01-02,42253.39453125,42370.1015625,42679.94921875,42086.25,42256.25,2719
2025-01-03,42964.1328125,43082.80078125,43732.55078125,42430.0,42454.1484375,5732
2025-01-06,41644.97265625,41760.0,43325.0,41479.3984375,43082.80078125,4182
2025-01-07,42570.06640625,42687.6484375,42998.75,42136.44921875,42136.44921875,3217
2025-01-08,41791.71875,41907.1484375,43200.0,41750.05078125,42567.0,4402
2025-01-09,42035.59375,42151.69921875,42499.94921875,41906.44921875,41910.0,2018
2025-01-10,41226.87890625,41340.75,42573.30078125,41100.1015625,42000.0,4222
2025-01-13,40014.4765625,40125.0,41560.8984375,39834.6484375,41340.75,17227
2025-01-14,40473.359375,40585.1484375,40945.1015625,40185.8984375,40185.8984375,3266
2025-01-15,40773.43359375,40886.05078125,41099.8984375,40385.0,40891.0,1811
2025-01-16,40604.84765625,40717.0,41285.44921875,40600.0,40886.05078125,1922
2025-01-17,40485.17578125,40597.0,40878.94921875,40401.0,40401.0,976
2025-01-20,40432.42578125,40544.1015625,40982.55078125,40451.80078125,40700.44921875,1265
2025-01-21,40219.11328125,40330.19921875,40900.94921875,40200.05078125,40820.94921875,1090
2025-01-22,40384.45703125,40496.0,40798.44921875,40040.0,40430.1015625,1862
2025-01-23,41486.3125,41600.8984375,42065.8984375,40351.30078125,40496.0,3481
2025-01-24,41511.84375,41626.5,42100.0,41539.55078125,42100.0,13465
2025-01-27,39676.55859375,39786.1484375,41421.5,39526.1015625,41005.0,7533
2025-01-28,38916.80859375,39024.30078125,40414.8984375,38401.1015625,40149.0,40284
2025-01-29,39930.3125,40040.6015625,40998.8984375,39174.0,39174.0,4927
2025-01-30,40396.72265625,40508.30078125,41542.55078125,40070.0,40070.0,9884
2025-01-31,40360.76953125,40472.25,40890.0,39904.8984375,40508.30078125,5913
2025-02-01,39277.31640625,39385.80078125,41333.05078125,39200.5,40777.05078125,7425
2025-02-03,38004.87890625,38109.8515625,40068.30078125,38000.0,39385.80078125,9414
2025-02-04,38131.82421875,38237.1484375,38649.80078125,37620.0,38448.0,6574
2025-02-05,38055.33984375,38160.44921875,38750.0,38066.0,38200.0,19888
2025-02-06,38096.27734375,38201.5,38700.0,38000.0,38500.0,2349
2025-02-07,38232.69921875,38338.30078125,38452.80078125,37850.3984375,38399.0,1976
2025-02-10,37037.84765625,37140.1484375,38597.1484375,36511.0,38301.0,7654
2025-02-11,36219.2109375,36319.25,37340.6015625,36101.0,37340.6015625,6763
2025-02-12,34857.37109375,34953.6484375,36852.0,34707.44921875,36600.05078125,14926
2025-02-13,35179.83203125,35277.0,35685.8515625,34950.0,35131.05078125,4649
2025-02-14,34595.39453125,34690.94921875,35774.44921875,34313.0,35379.0,8984
2025-02-17,33740.85546875,33834.05078125,35182.69921875,33750.6015625,34553.0,8108
2025-02-18,33297.58203125,33389.55078125,33979.80078125,33294.1484375,33834.05078125,4452
2025-02-19,33653.59765625,33746.55078125,33960.0,33390.0,33400.0,2813
2025-02-20,33669.40234375,33762.3984375,33997.80078125,33519.0,33600.0,2767
2025-02-21,33720.26171875,33813.3984375,34220.44921875,33455.0,33607.0,2651
2025-02-24,33390.0234375,33482.25,33739.8984375,33232.55078125,33700.0,2223
2025-02-25,33483.0703125,33575.55078125,33792.1015625,33401.0,33649.0,3296
2025-02-27,33778.25390625,33871.55078125,34199.80078125,33401.0,33401.0,5500
2025-02-28,33608.8203125,33701.6484375,34167.8515625,33555.6484375,33555.6484375,3575
2025-03-03,33748.78515625,33842.0,34250.0,33450.1015625,33800.0,4279
2025-03-04,33519.51953125,33612.1015625,34060.75,33409.1484375,33500.0,2536
2025-03-05,34219.78515625,34314.30078125,34642.69921875,33612.1015625,33612.1015625,6496
2025-03-06,35044.05859375,35140.8515625,35290.0,34500.0,34500.0,3452
2025-03-07,35714.15625,35812.80078125,36011.25,35140.8515625,35140.8515625,3734
2025-03-10,34404.421875,34499.44921875,36200.0,34280.05078125,36200.0,3604
2025-03-11,34037.38671875,34131.3984375,34399.80078125,33230.5,34000.0,5037
2025-03-12,34208.06640625,34302.55078125,34500.1015625,33851.30078125,34500.0,1996
2025-03-13,33757.2109375,33850.44921875,34700.0,33725.0,34700.0,2337
2025-03-17,33489.05078125,33581.55078125,34200.0,33501.1484375,33900.0,2940
2025-03-18,33489.05078125,33581.55078125,33581.55078125,33581.55078125,33581.55078125,0
2025-03-19,34465.453125,34560.6484375,34700.0,34120.1015625,34250.0,5787
2025-03-20,33774.06640625,33867.3515625,35475.0,33410.0,34560.0,13989
2025-03-21,33816.59765625,33910.0,34375.0,33800.05078125,34000.0,9168
2025-03-24,33166.9921875,33258.6015625,34485.0,33010.0,33975.0,13517
2025-03-25,32559.869140625,32649.80078125,34164.44921875,31263.19921875,33799.94921875,17160
2025-03-26,33639.78515625,33732.69921875,34099.0,32943.19921875,33200.0,12960
2025-03-27,33721.359375,33814.5,34199.0,33351.0,33732.69921875,8752
2025-03-28,33591.6171875,33684.3984375,34464.8515625,33552.1484375,33814.5,3803
2025-04-01,33623.52734375,33716.3984375,34243.94921875,33400.05078125,33511.0,4163
2025-04-02,34043.51953125,34137.55078125,34387.94921875,33401.0,33639.80078125,15542
2025-04-03,34288.14453125,34382.8515625,34591.1484375,33990.0,33990.0,2589
2025-04-04,33516.67578125,33609.25,34599.94921875,33350.0,34165.0,4265
2025-04-07,32607.337890625,32697.400390625,33204.3515625,31025.0,33000.0,7346
2025-04-08,33468.859375,33561.30078125,33719.8984375,32900.0,32900.0,3686
2025-04-09,33830.20703125,33923.6484375,33993.0,33250.3984375,33376.69921875,2292
2025-04-11,33920.95703125,34014.6484375,34249.94921875,33867.5,34010.0,1859
2025-04-15,34045.96484375,34140.0,34500.0,34000.0,34500.0,2002
2025-04-16,34140.703125,34235.0,34340.0,33950.0,34180.0,2078
2025-04-17,34155.66015625,34250.0,35200.0,33910.0,34450.0,16009
2025-04-21,34569.515625,34665.0,34900.0,34325.0,34745.0,3587
2025-04-22,34220.48046875,34315.0,35065.0,34220.0,34795.0,7095
2025-04-23,34110.78515625,34205.0,34880.0,34040.0,34400.0,8972
2025-04-24,34624.3671875,34720.0,35000.0,34155.0,34155.0,7858
2025-04-25,34399.984375,34495.0,34770.0,33405.0,34600.0,5910
2025-04-28,33836.54296875,33930.0,34440.0,33725.0,34410.0,7014
2025-04-29,34070.89453125,34165.0,34890.0,33930.0,33930.0,5171
2025-04-30,34424.91796875,34520.0,34600.0,33880.0,34265.0,3174
2025-05-02,34584.4765625,34680.0,35000.0,34155.0,34495.0,3879
2025-05-05,34973.40234375,35070.0,35265.0,34675.0,34950.0,5307
2025-05-06,34773.953125,34870.0,35430.0,34670.0,35400.0,2231
2025-05-07,35103.04296875,35200.0,35350.0,34340.0,34340.0,7124
2025-05-08,34848.74609375,34945.0,35890.0,34700.0,35445.0,10077
2025-05-09,34090.83984375,34185.0,35045.0,33910.0,34745.0,3873
2025-05-12,35113.015625,35210.0,35445.0,34670.0,35000.0,5750
2025-05-13,35716.34765625,35815.0,35950.0,35105.0,35210.0,4777
2025-05-14,35980.62109375,36080.0,36600.0,35050.0,36000.0,13697
2025-05-15,37790.62109375,37895.0,38315.0,35925.0,36455.0,13446
2025-05-16,38713.0703125,38820.0,39255.0,37855.0,38250.0,9166
2025-05-19,37975.109375,38080.0,39095.0,37840.0,38810.0,6619
2025-05-20,36898.0859375,37000.0,38295.0,36800.0,38295.0,5651
2025-05-21,37670.94921875,37775.0,37900.0,37050.0,37050.0,3491
2025-05-22,36977.86328125,37080.0,37990.0,37000.0,37775.0,3874
2025-05-23,37207.23046875,37310.0,37600.0,37000.0,37455.0,2584
2025-05-26,37102.51953125,37205.0,37745.0,37100.0,37500.0,3349
2025-05-27,38024.97265625,38130.0,38245.0,37225.0,37260.0,4088
2025-05-28,37815.55078125,37920.0,38630.0,37500.0,38450.0,2564
2025-05-29,38713.0703125,38820.0,39930.0,37895.0,37900.0,9490
2025-05-30,38423.87109375,38530.0,39530.0,38400.0,39000.0,3778
2025-06-02,38962.3828125,39070.0,39495.0,38635.0,38900.0,5218
2025-06-03,38658.22265625,38765.0,39745.0,38640.0,39300.0,3253
2025-06-04,39206.70703125,39315.0,39445.0,38110.0,38850.0,4390
