date_,adj close_kirlosbros.ns,close_kirlosbros.ns,high_kirlosbros.ns,low_kirlosbros.ns,open_kirlosbros.ns,volume_kirlosbros.ns
2024-02-22,919.5139770507812,925.2000122070312,942.75,921.5499877929688,934.0999755859375,30489
2024-02-23,920.8059692382812,926.5,938.7999877929688,923.7000122070312,925.2000122070312,30881
2024-02-26,920.0108642578125,925.7000122070312,940.3499755859375,921.0499877929688,929.75,19533
2024-02-27,921.253173828125,926.9500122070312,938.2999877929688,922.0999755859375,929.4500122070312,19251
2024-02-28,909.02880859375,914.6500244140625,932.7000122070312,907.2000122070312,925.0,50332
2024-02-29,913.998046875,919.6500244140625,929.0,910.2000122070312,913.5,37085
2024-03-01,933.4775390625,939.25,945.0,914.75,924.2999877929688,41063
2024-03-04,992.0653076171875,998.2000122070312,1015.0,926.3499755859375,938.0,142042
2024-03-05,1062.8773193359375,1069.449951171875,1147.1500244140625,989.4500122070312,1001.0,1689840
2024-03-06,1096.22119140625,1103.0,1133.0,1057.050048828125,1087.0,765740
2024-03-07,1082.953369140625,1089.6500244140625,1129.0,1073.0999755859375,1092.0,187409
2024-03-11,1148.100341796875,1155.199951171875,1240.9000244140625,1095.050048828125,1099.6500244140625,1128890
2024-03-12,1131.7515869140625,1138.75,1171.699951171875,1110.050048828125,1158.800048828125,328467
2024-03-13,986.4002685546875,992.5,1179.449951171875,953.7000122070312,1140.0,397424
2024-03-14,1048.3175048828125,1054.800048828125,1081.9000244140625,981.0999755859375,992.25,208248
2024-03-15,1041.21142578125,1047.6500244140625,1075.199951171875,970.7999877929688,1074.0,210874
2024-03-18,1016.2159423828125,1022.5,1065.5,1011.2999877929688,1051.0,73014
2024-03-19,999.0719604492188,1005.25,1050.949951171875,982.25,1026.5,184374
2024-03-20,999.5192260742188,1005.7000122070312,1027.0999755859375,985.25,1012.2000122070312,73917
2024-03-21,1025.359375,1031.699951171875,1046.0,1006.0499877929688,1007.5999755859375,88436
2024-03-22,1059.1007080078125,1065.6500244140625,1097.949951171875,1034.800048828125,1034.800048828125,136620
2024-03-26,1023.2722778320312,1029.5999755859375,1065.0,1023.25,1055.0,90187
2024-03-27,1044.789306640625,1051.25,1104.0,1010.5999755859375,1045.800048828125,134426
2024-03-28,1088.320068359375,1095.050048828125,1138.0,1070.0,1081.449951171875,313254
2024-04-01,1139.3544921875,1146.4000244140625,1169.0,1097.199951171875,1125.050048828125,135779
2024-04-02,1094.6309814453125,1101.4000244140625,1164.4000244140625,1088.1500244140625,1136.9000244140625,110064
2024-04-03,1157.442626953125,1164.5999755859375,1178.0,1101.6500244140625,1102.949951171875,190632
2024-04-04,1167.72900390625,1174.949951171875,1196.0,1140.0999755859375,1170.0,117484
2024-04-05,1148.4979248046875,1155.5999755859375,1188.800048828125,1147.550048828125,1168.6500244140625,63042
2024-04-08,1146.7586669921875,1153.8499755859375,1172.0,1145.050048828125,1160.25,48658
2024-04-09,1163.6541748046875,1170.8499755859375,1207.699951171875,1155.0,1160.25,120608
2024-04-10,1203.805908203125,1211.25,1222.199951171875,1142.5,1175.0,117873
2024-04-12,1132.993896484375,1140.0,1206.25,1128.0,1206.050048828125,235472
2024-04-15,1172.2012939453125,1179.449951171875,1193.3499755859375,1083.550048828125,1117.0,188543
2024-04-16,1200.128662109375,1207.550048828125,1233.949951171875,1160.75,1160.75,133103
2024-04-18,1164.9462890625,1172.1500244140625,1213.449951171875,1164.050048828125,1207.949951171875,67094
2024-04-19,1190.140380859375,1197.5,1207.949951171875,1142.050048828125,1170.0,66334
2024-04-22,1243.8582763671875,1251.550048828125,1264.8499755859375,1194.5999755859375,1197.5,133031
2024-04-23,1261.5487060546875,1269.3499755859375,1289.800048828125,1255.0999755859375,1255.0999755859375,88757
2024-04-24,1307.017578125,1315.0999755859375,1322.449951171875,1248.0,1271.0,132096
2024-04-25,1326.79541015625,1335.0,1353.800048828125,1281.1500244140625,1303.25,226611
2024-04-26,1291.1656494140625,1299.1500244140625,1348.800048828125,1285.800048828125,1346.550048828125,86272
2024-04-29,1293.0540771484375,1301.050048828125,1334.3499755859375,1288.5,1312.949951171875,76388
2024-04-30,1304.68212890625,1312.75,1321.949951171875,1290.050048828125,1301.0,66400
2024-05-02,1351.04541015625,1359.4000244140625,1374.949951171875,1310.0,1324.949951171875,108762
2024-05-03,1385.4825439453125,1394.050048828125,1410.0,1347.0,1362.8499755859375,256043
2024-05-06,1333.4542236328125,1341.699951171875,1414.4000244140625,1322.0,1414.0999755859375,126373
2024-05-07,1306.0238037109375,1314.0999755859375,1364.949951171875,1295.0,1338.050048828125,61126
2024-05-08,1373.15869140625,1381.6500244140625,1401.1500244140625,1312.0999755859375,1322.4000244140625,173290
2024-05-09,1325.45361328125,1333.6500244140625,1430.0,1324.050048828125,1389.800048828125,217126
2024-05-10,1421.7581787109375,1430.550048828125,1457.0,1303.050048828125,1320.050048828125,208603
2024-05-13,1416.0435791015625,1424.800048828125,1449.4000244140625,1381.0,1441.75,117360
2024-05-14,1523.4791259765625,1532.9000244140625,1565.0,1415.75,1432.1500244140625,713934
2024-05-15,1679.216064453125,1689.5999755859375,1783.050048828125,1518.3499755859375,1569.0,1183817
2024-05-16,1851.4510498046875,1862.9000244140625,1924.9000244140625,1726.5999755859375,1750.0,1801176
2024-05-17,1837.8848876953125,1849.25,1894.0,1755.050048828125,1874.0,755110
2024-05-21,1772.837158203125,1783.800048828125,1884.4000244140625,1768.0,1844.0,221504
2024-05-22,1696.807373046875,1707.300048828125,1830.550048828125,1691.0,1820.0,159859
2024-05-23,1678.7689208984375,1689.1500244140625,1728.3499755859375,1627.550048828125,1692.050048828125,200634
2024-05-24,1627.486083984375,1637.550048828125,1718.199951171875,1627.25,1684.800048828125,111762
2024-05-27,1600.65185546875,1610.550048828125,1650.0,1591.25,1637.550048828125,97971
2024-05-28,1612.5782470703125,1622.550048828125,1675.0,1598.1500244140625,1620.0,89198
2024-05-29,1692.9312744140625,1703.4000244140625,1710.0,1595.0,1616.050048828125,106444
2024-05-30,1603.8819580078125,1613.800048828125,1716.0,1605.25,1703.6500244140625,89728
2024-05-31,1708.037841796875,1718.5999755859375,1853.0,1613.5999755859375,1623.300048828125,452366
2024-06-03,1764.1409912109375,1775.050048828125,1848.9000244140625,1683.0,1840.0,190765
2024-06-04,1559.555908203125,1569.199951171875,1771.300048828125,1536.550048828125,1770.0,208691
2024-06-05,1542.16357421875,1551.699951171875,1619.800048828125,1515.25,1569.199951171875,210335
2024-06-06,1695.763671875,1706.25,1745.5,1569.949951171875,1569.949951171875,147675
2024-06-07,1786.55224609375,1797.5999755859375,1830.0,1706.25,1706.25,150980
2024-06-10,1763.2464599609375,1774.1500244140625,1845.0,1760.0999755859375,1845.0,93534
2024-06-11,1813.9329833984375,1825.1500244140625,1832.5,1763.550048828125,1799.800048828125,90544
2024-06-12,1965.694580078125,1977.8499755859375,2069.0,1837.699951171875,1837.699951171875,493123
2024-06-13,1998.2432861328125,2010.5999755859375,2035.199951171875,1945.0,1989.800048828125,133423
2024-06-14,2166.602294921875,2180.0,2198.949951171875,1998.050048828125,2005.0,269308
2024-06-18,2163.719970703125,2177.10009765625,2243.14990234375,2128.10009765625,2198.949951171875,161114
2024-06-19,2112.933837890625,2126.0,2190.0,2065.5,2177.10009765625,115137
2024-06-20,2088.584716796875,2101.5,2134.14990234375,2061.0,2130.64990234375,79714
2024-06-21,2110.200927734375,2123.25,2180.0,2090.800048828125,2097.0,100639
2024-06-24,2152.19140625,2165.5,2247.0,2086.300048828125,2123.25,137387
2024-06-25,2105.828125,2118.85009765625,2183.64990234375,2093.89990234375,2151.050048828125,58466
2024-06-26,2222.55615234375,2236.300048828125,2295.5,2119.0,2150.35009765625,232422
2024-06-27,2168.241943359375,2181.64990234375,2279.0,2161.39990234375,2236.050048828125,81952
2024-06-28,2108.809814453125,2121.85009765625,2214.199951171875,2100.0,2207.10009765625,182126
2024-07-01,2220.86669921875,2234.60009765625,2248.0,2120.050048828125,2148.0,163461
2024-07-02,2285.0693359375,2299.199951171875,2379.949951171875,2259.449951171875,2259.5,246088
2024-07-03,2368.503662109375,2383.14990234375,2420.0,2292.050048828125,2337.89990234375,163511
2024-07-04,2338.787353515625,2353.25,2450.0,2349.0,2401.449951171875,112194
2024-07-05,2587.1513671875,2603.14990234375,2637.949951171875,2355.0,2388.449951171875,294348
2024-07-08,2568.1689453125,2584.050048828125,2684.0,2415.050048828125,2615.0,282983
2024-07-09,2462.27392578125,2477.5,2634.39990234375,2446.5,2628.199951171875,137401
2024-07-10,2327.90478515625,2342.300048828125,2489.89990234375,2295.10009765625,2483.60009765625,176620
2024-07-11,2326.51318359375,2340.89990234375,2375.0,2305.0,2342.300048828125,73146
2024-07-12,2257.04296875,2271.0,2359.300048828125,2263.89990234375,2350.050048828125,60474
2024-07-15,2175.993896484375,2189.449951171875,2280.0,2175.050048828125,2270.050048828125,120458
2024-07-16,2160.837890625,2174.199951171875,2239.0,2164.5,2205.0,93337
2024-07-18,2285.666015625,2299.800048828125,2362.0,2190.10009765625,2190.10009765625,267389
2024-07-19,2178.478515625,2191.949951171875,2365.300048828125,2148.199951171875,2324.199951171875,183422
2024-07-22,2274.435302734375,2288.5,2300.0,2148.300048828125,2200.0,72493
2024-07-23,2205.312744140625,2218.949951171875,2323.550048828125,2156.0,2298.60009765625,141307
2024-07-24,2218.68017578125,2232.39990234375,2319.60009765625,2210.800048828125,2242.300048828125,72621
2024-07-25,2188.466796875,2202.0,2229.75,2180.300048828125,2229.75,77864
2024-07-26,2233.1630859375,2240.85009765625,2259.14990234375,2151.14990234375,2195.0,117535
2024-07-29,2302.175537109375,2310.10009765625,2340.85009765625,2262.699951171875,2266.25,93399
2024-07-30,2303.72021484375,2311.64990234375,2343.85009765625,2303.35009765625,2308.800048828125,37805
2024-07-31,2428.64013671875,2437.0,2486.199951171875,2312.550048828125,2335.0,149791
2024-08-01,2397.198486328125,2405.449951171875,2472.0,2390.0,2437.0,60825
2024-08-02,2237.597900390625,2245.300048828125,2403.85009765625,2203.550048828125,2375.0,170110
2024-08-05,1953.92431640625,1960.6500244140625,2205.300048828125,1955.0,2205.300048828125,335892
2024-08-06,1958.3590087890625,1965.0999755859375,2149.0,1941.5,2010.0,204258
2024-08-07,2038.931640625,2045.949951171875,2099.0,2000.8499755859375,2094.0,74020
2024-08-08,1982.8248291015625,1989.6500244140625,2060.699951171875,1980.199951171875,2056.449951171875,73384
2024-08-09,1973.7559814453125,1980.550048828125,2044.3499755859375,1960.0,2001.949951171875,68295
2024-08-12,1963.341796875,1970.0999755859375,2010.949951171875,1949.050048828125,1950.0999755859375,54744
2024-08-13,1885.9581298828125,1892.449951171875,1996.699951171875,1875.5,1996.699951171875,67815
2024-08-14,1878.38427734375,1884.8499755859375,1911.0,1851.6500244140625,1892.449951171875,43493
2024-08-16,1979.137451171875,1985.949951171875,2043.550048828125,1886.0,1912.0,96654
2024-08-19,1933.8433837890625,1940.5,2037.5999755859375,1937.0,1998.0,76989
2024-08-20,1927.016845703125,1933.6500244140625,1979.449951171875,1922.0,1963.4000244140625,51386
2024-08-21,1937.63037109375,1944.300048828125,1972.5999755859375,1929.949951171875,1944.0,40610
2024-08-22,1910.1748046875,1916.75,1962.0999755859375,1908.0,1944.300048828125,39386
2024-08-23,1900.458251953125,1907.0,1929.0,1897.5,1916.75,45379
2024-08-26,1839.1693115234375,1845.5,1907.0,1810.25,1900.0,277166
2024-08-27,1804.4388427734375,1810.6500244140625,1860.0,1800.0,1855.0,105729
2024-08-28,1754.112060546875,1760.1500244140625,1819.550048828125,1750.0,1815.0,121123
2024-08-29,1741.45556640625,1747.449951171875,1774.3499755859375,1715.8499755859375,1760.0,137504
2024-08-30,1799.4061279296875,1805.5999755859375,1820.0,1695.6500244140625,1751.550048828125,253387
2024-09-02,1706.2767333984375,1712.1500244140625,1816.699951171875,1705.6500244140625,1810.949951171875,157014
2024-09-03,1726.05859375,1732.0,1740.1500244140625,1681.4000244140625,1712.5999755859375,75200
2024-09-04,1685.498291015625,1691.300048828125,1749.800048828125,1688.0,1722.0,102086
2024-09-05,1680.565185546875,1686.3499755859375,1720.0,1675.5999755859375,1701.050048828125,102266
2024-09-06,1641.3502197265625,1647.0,1736.300048828125,1641.0,1696.25,143434
2024-09-09,1645.0872802734375,1650.75,1673.9000244140625,1617.050048828125,1635.0,107723
2024-09-10,1656.2987060546875,1662.0,1687.9000244140625,1636.0,1660.050048828125,73739
2024-09-11,1609.2108154296875,1614.75,1680.0,1605.0,1635.550048828125,85352
2024-09-12,1637.812255859375,1643.449951171875,1655.0,1605.0,1606.300048828125,52827
2024-09-13,1623.212646484375,1628.800048828125,1679.0,1619.1500244140625,1660.449951171875,97292
2024-09-16,1607.8155517578125,1613.3499755859375,1651.449951171875,1609.3499755859375,1651.449951171875,65955
2024-09-17,1608.6129150390625,1614.1500244140625,1629.949951171875,1580.050048828125,1615.0,89385
2024-09-18,1619.375732421875,1624.949951171875,1649.9000244140625,1601.949951171875,1623.0,59193
2024-09-19,1617.133544921875,1622.699951171875,1656.800048828125,1577.3499755859375,1654.0,159325
2024-09-20,1670.350341796875,1676.0999755859375,1719.0,1594.5999755859375,1640.0,338846
2024-09-23,1706.9742431640625,1712.8499755859375,1739.300048828125,1690.0,1709.449951171875,133078
2024-09-24,1684.601318359375,1690.4000244140625,1728.8499755859375,1683.1500244140625,1719.0,53021
2024-09-25,1700.7955322265625,1706.6500244140625,1711.6500244140625,1670.1500244140625,1685.4000244140625,44521
2024-09-26,1683.604736328125,1689.4000244140625,1715.0,1674.0,1714.050048828125,34713
2024-09-27,1743.2493896484375,1749.25,1772.0,1687.25,1695.0,201271
2024-09-30,1847.4407958984375,1853.800048828125,1864.0,1762.0,1762.0,551102
2024-10-01,1816.99560546875,1823.25,1890.0,1781.050048828125,1869.0,233513
2024-10-03,1780.620849609375,1786.75,1869.199951171875,1764.199951171875,1785.0,163313
2024-10-04,1766.1705322265625,1772.25,1817.0,1740.0,1790.0,120650
2024-10-07,1662.7764892578125,1668.5,1825.0,1652.699951171875,1789.0,158619
2024-10-08,1705.3797607421875,1711.25,1727.0,1645.3499755859375,1668.5,135039
2024-10-09,1742.1531982421875,1748.1500244140625,1759.050048828125,1713.0,1728.0999755859375,60038
2024-10-10,1769.8577880859375,1775.949951171875,1785.8499755859375,1731.4000244140625,1761.699951171875,39121
2024-10-11,1764.02783203125,1770.0999755859375,1786.4000244140625,1752.199951171875,1783.0,28233
2024-10-14,1714.84716796875,1720.75,1762.550048828125,1702.0,1762.550048828125,99763
2024-10-15,1748.4814453125,1754.5,1763.800048828125,1695.699951171875,1730.949951171875,78297
2024-10-16,1706.42626953125,1712.300048828125,1761.8499755859375,1696.0999755859375,1745.050048828125,104428
2024-10-17,1784.856201171875,1791.0,1820.199951171875,1684.8499755859375,1712.449951171875,621117
2024-10-18,1849.73291015625,1856.0999755859375,1865.0,1745.3499755859375,1793.0999755859375,275640
2024-10-21,1831.24658203125,1837.550048828125,1879.449951171875,1791.6500244140625,1856.0,149238
2024-10-22,1758.6463623046875,1764.699951171875,1837.800048828125,1743.9000244140625,1837.800048828125,146864
2024-10-23,1727.0052490234375,1732.949951171875,1779.699951171875,1695.0,1741.5999755859375,73761
2024-10-24,1703.4365234375,1709.300048828125,1760.0,1700.0,1735.0,45789
2024-10-25,1621.767578125,1627.3499755859375,1727.1500244140625,1604.0,1714.300048828125,93622
2024-10-28,1738.6153564453125,1744.5999755859375,1750.0,1615.0,1627.3499755859375,162974
2024-10-29,1787.048583984375,1793.199951171875,1900.0,1701.0,1753.8499755859375,973866
2024-10-30,1805.6845703125,1811.9000244140625,1888.0,1781.300048828125,1790.449951171875,331954
2024-10-31,1924.924072265625,1931.550048828125,1944.4000244140625,1810.050048828125,1819.6500244140625,309938
2024-11-01,1992.98974609375,1999.8499755859375,2016.0,1935.5999755859375,1940.0,190292
2024-11-04,1928.063232421875,1934.699951171875,2015.5,1905.050048828125,2015.5,215412
2024-11-05,2037.486572265625,2044.5,2116.0,1934.800048828125,1943.5999755859375,1409639
2024-11-06,2110.136474609375,2117.39990234375,2189.89990234375,2022.449951171875,2060.0,468715
2024-11-07,2100.021240234375,2107.25,2160.0,2089.0,2120.25,225897
2024-11-08,2064.39404296875,2071.5,2145.0,2056.550048828125,2107.5,121623
2024-11-11,2046.9539794921875,2054.0,2118.050048828125,2035.6500244140625,2108.0,208483
2024-11-12,2004.2510986328125,2011.1500244140625,2127.199951171875,1995.0,2080.0,273253
2024-11-13,1926.568359375,1933.199951171875,2038.3499755859375,1924.0,2015.0,158454
2024-11-14,2032.1051025390625,2039.0999755859375,2068.550048828125,1939.050048828125,1956.5,405968
2024-11-18,2017.50537109375,2024.449951171875,2069.0,1960.0,2065.0,198174
2024-11-19,2179.647216796875,2187.14990234375,2222.0,2030.0,2030.0,1126972
2024-11-21,2185.776123046875,2193.300048828125,2264.699951171875,2118.0,2179.050048828125,500435
2024-11-22,2171.674560546875,2179.14990234375,2224.0,2150.10009765625,2214.199951171875,177696
2024-11-25,2210.44140625,2218.050048828125,2309.699951171875,2191.0,2266.0,301717
2024-11-26,2220.755615234375,2228.39990234375,2269.199951171875,2200.050048828125,2240.0,115273
2024-11-27,2345.326904296875,2353.39990234375,2365.0,2224.39990234375,2226.050048828125,487978
2024-11-28,2308.354248046875,2316.300048828125,2374.449951171875,2305.0,2360.0,171309
2024-11-29,2272.0791015625,2279.89990234375,2337.85009765625,2258.050048828125,2328.0,122349
2024-12-02,2327.139404296875,2335.14990234375,2371.0,2260.0,2300.89990234375,219340
2024-12-03,2346.27392578125,2354.35009765625,2398.0,2336.0,2337.5,141597
2024-12-04,2338.052001953125,2346.10009765625,2371.89990234375,2273.0,2334.35009765625,328743
2024-12-05,2293.007080078125,2300.89990234375,2395.0,2290.050048828125,2342.10009765625,198082
2024-12-06,2283.788818359375,2291.64990234375,2328.14990234375,2260.64990234375,2305.949951171875,160897
2024-12-09,2282.642822265625,2290.5,2321.85009765625,2282.0,2296.14990234375,97631
2024-12-10,2316.22705078125,2324.199951171875,2337.050048828125,2292.199951171875,2294.949951171875,112048
2024-12-11,2305.912841796875,2313.85009765625,2348.85009765625,2306.35009765625,2320.050048828125,83324
2024-12-12,2323.6513671875,2331.64990234375,2409.39990234375,2313.85009765625,2322.949951171875,278231
2024-12-13,2271.829833984375,2279.64990234375,2334.5,2216.14990234375,2331.64990234375,187633
2024-12-16,2274.96923828125,2282.800048828125,2325.10009765625,2270.14990234375,2279.64990234375,89898
2024-12-17,2253.842041015625,2261.60009765625,2305.800048828125,2231.050048828125,2290.60009765625,85472
2024-12-18,2234.10986328125,2241.800048828125,2276.5,2230.0,2272.949951171875,63289
2024-12-19,2254.290283203125,2262.050048828125,2288.800048828125,2120.0,2120.0,111497
2024-12-20,2153.686767578125,2161.10009765625,2261.449951171875,2152.0,2249.050048828125,69395
2024-12-23,2014.017333984375,2020.949951171875,2145.0,2001.0,2145.0,294480
2024-12-24,1980.8814697265625,1987.699951171875,2049.0,1980.0,2000.4000244140625,156217
2024-12-26,1981.8779296875,1988.699951171875,2022.449951171875,1965.0,1986.800048828125,85313
2024-12-27,2008.8851318359375,2015.800048828125,2035.4000244140625,1971.050048828125,1998.4000244140625,58348
2024-12-30,2016.957275390625,2023.9000244140625,2037.449951171875,1981.4000244140625,1996.75,93655
2024-12-31,2057.1689453125,2064.25,2136.0,1984.050048828125,2018.1500244140625,206716
2025-01-01,2113.375244140625,2120.64990234375,2128.0,2059.25,2073.550048828125,63613
2025-01-02,2113.87353515625,2121.14990234375,2148.300048828125,2083.300048828125,2129.949951171875,49175
2025-01-03,2065.4404296875,2072.550048828125,2139.5,2056.5,2120.0,72730
2025-01-06,1954.12353515625,1960.8499755859375,2075.0,1951.0,2070.0,106921
2025-01-07,2266.99658203125,2274.800048828125,2298.89990234375,1972.5,1972.5,3154546
2025-01-08,2217.965576171875,2225.60009765625,2338.39990234375,2162.39990234375,2242.85009765625,982655
2025-01-09,2125.134765625,2132.449951171875,2268.0,2115.25,2229.800048828125,215198
2025-01-10,2053.3818359375,2060.449951171875,2131.35009765625,2030.0,2112.449951171875,137046
2025-01-13,1921.0872802734375,1927.699951171875,2149.050048828125,1904.300048828125,2048.5,335851
2025-01-14,1952.0806884765625,1958.800048828125,1982.199951171875,1903.4000244140625,1936.0,139279
2025-01-15,1947.99462890625,1954.699951171875,2044.5,1933.550048828125,1981.050048828125,167837
2025-01-16,1985.5155029296875,1992.3499755859375,2008.949951171875,1961.0999755859375,1965.8499755859375,84073
2025-01-17,1954.1734619140625,1960.9000244140625,2007.6500244140625,1951.75,1980.0,68089
2025-01-20,1965.833251953125,1972.5999755859375,1979.8499755859375,1936.550048828125,1979.8499755859375,56777
2025-01-21,1895.923828125,1902.449951171875,1993.0,1890.050048828125,1967.0,94964
2025-01-22,1913.662841796875,1920.25,1950.25,1821.0,1915.0,167334
2025-01-23,1884.3636474609375,1890.8499755859375,1938.0,1856.0,1900.0,140913
2025-01-24,1788.742919921875,1794.9000244140625,1909.3499755859375,1774.6500244140625,1890.0999755859375,106713
2025-01-27,1849.88232421875,1856.25,1908.0,1702.5,1794.9000244140625,284292
2025-01-28,1748.182373046875,1754.199951171875,1855.25,1668.050048828125,1854.5999755859375,313994
2025-01-29,1789.839111328125,1796.0,1808.800048828125,1734.0,1734.0,129822
2025-01-30,1823.0745849609375,1829.3499755859375,1875.0,1771.050048828125,1781.4000244140625,130438
2025-01-31,1851.4769287109375,1857.8499755859375,1871.0,1796.199951171875,1826.8499755859375,63955
2025-02-01,1946.499755859375,1953.199951171875,1987.9000244140625,1861.0,1900.0,182070
2025-02-03,1906.587158203125,1913.1500244140625,2005.75,1882.800048828125,1970.0,174545
2025-02-04,1833.040283203125,1839.3499755859375,1923.0,1830.300048828125,1915.0,115753
2025-02-05,1933.69384765625,1940.3499755859375,1957.0,1835.0999755859375,1850.0,172349
2025-02-06,1937.58056640625,1944.25,1968.300048828125,1893.0999755859375,1930.0,125192
2025-02-07,1958.757568359375,1965.5,1987.699951171875,1918.0,1944.25,110888
2025-02-10,1907.982421875,1914.550048828125,1969.8499755859375,1886.75,1969.8499755859375,56617
2025-02-11,1866.27587890625,1872.699951171875,1909.4000244140625,1786.949951171875,1889.0,117286
2025-02-12,1802.74462890625,1808.949951171875,1870.6500244140625,1741.5999755859375,1851.0,397166
2025-02-13,1751.52099609375,1757.550048828125,1854.199951171875,1743.0,1820.0,156328
2025-02-14,1709.814453125,1715.699951171875,1768.199951171875,1644.199951171875,1759.0,207833
2025-02-17,1819.8856201171875,1826.1500244140625,1844.0,1670.949951171875,1704.449951171875,765166
2025-02-18,1823.12451171875,1829.4000244140625,1845.0,1765.8499755859375,1810.0,188244
2025-02-19,1778.8768310546875,1785.0,1840.5,1774.9000244140625,1811.800048828125,127730
2025-02-20,1791.084716796875,1797.25,1803.0,1771.0,1775.0,82392
2025-02-21,1744.5450439453125,1750.550048828125,1831.3499755859375,1742.0,1803.949951171875,89844
2025-02-24,1729.596435546875,1735.550048828125,1767.1500244140625,1697.3499755859375,1720.5,102217
2025-02-25,1663.025634765625,1668.75,1759.0,1655.199951171875,1735.550048828125,122989
2025-02-27,1696.1614990234375,1702.0,1814.5999755859375,1662.050048828125,1700.0,1070059
2025-02-28,1590.7742919921875,1596.25,1701.699951171875,1569.0,1679.9000244140625,205870
2025-03-03,1475.62060546875,1480.699951171875,1602.8499755859375,1455.0,1599.300048828125,458965
2025-03-04,1533.7705078125,1539.050048828125,1552.75,1422.3499755859375,1460.0,503012
2025-03-05,1585.442626953125,1590.9000244140625,1605.0,1535.0,1535.0,227016
2025-03-06,1635.3707275390625,1641.0,1651.300048828125,1592.0,1600.800048828125,170559
2025-03-07,1689.9827880859375,1695.800048828125,1720.0,1628.699951171875,1654.199951171875,200694
2025-03-10,1622.66455078125,1628.25,1747.1500244140625,1585.1500244140625,1695.8499755859375,221084
2025-03-11,1572.9854736328125,1578.4000244140625,1628.25,1561.5999755859375,1628.25,188574
2025-03-12,1554.4493408203125,1559.800048828125,1609.0,1536.0,1590.0,155938
2025-03-13,1572.7861328125,1578.199951171875,1596.0,1549.800048828125,1575.4000244140625,105405
2025-03-17,1567.903076171875,1573.300048828125,1605.0,1551.0,1577.800048828125,151758
2025-03-18,1567.903076171875,1573.300048828125,1573.300048828125,1573.300048828125,1573.300048828125,0
2025-03-19,1667.6097412109375,1673.3499755859375,1712.9000244140625,1660.0,1673.0,174840
2025-03-20,1651.913818359375,1657.5999755859375,1708.4000244140625,1631.8499755859375,1675.050048828125,113334
2025-03-21,1727.7030029296875,1733.6500244140625,1770.0999755859375,1636.550048828125,1667.449951171875,1277643
2025-03-24,1787.945556640625,1794.0999755859375,1832.0,1734.050048828125,1734.050048828125,195824
2025-03-25,1762.8818359375,1768.949951171875,1816.4000244140625,1751.5,1794.0999755859375,118010
2025-03-26,1691.1787109375,1697.0,1779.0,1689.0999755859375,1779.0,96351
2025-03-27,1716.9898681640625,1722.9000244140625,1744.050048828125,1682.0,1682.1500244140625,178922
2025-03-28,1706.82470703125,1712.699951171875,1767.4000244140625,1702.9000244140625,1730.0,186093
2025-04-01,1694.1185302734375,1699.949951171875,1714.800048828125,1681.449951171875,1700.0,85651
2025-04-02,1697.1580810546875,1703.0,1729.050048828125,1670.8499755859375,1699.949951171875,115593
2025-04-03,1721.2750244140625,1727.199951171875,1733.199951171875,1686.5,1703.5,83226
