date_,adj close_hdfcamc.ns,close_hdfcamc.ns,high_hdfcamc.ns,low_hdfcamc.ns,open_hdfcamc.ns,volume_hdfcamc.ns
2024-06-26,1984.925048828125,2022.175048828125,2076.27490234375,2015.0250244140625,2064.0,1031658
2024-06-27,1984.7041015625,2021.949951171875,2033.4749755859375,1995.0,2010.75,607586
2024-06-28,1959.8702392578125,1996.6500244140625,2046.199951171875,1991.925048828125,2013.550048828125,545160
2024-07-01,2016.9981689453125,2054.85009765625,2062.449951171875,1991.324951171875,1999.9749755859375,1101036
2024-07-02,2010.249755859375,2047.9749755859375,2057.5,2013.5250244140625,2054.85009765625,895980
2024-07-03,2024.9735107421875,2062.97509765625,2097.97509765625,2037.824951171875,2052.47509765625,955596
2024-07-04,2071.524658203125,2110.39990234375,2124.375,2053.949951171875,2070.97509765625,847864
2024-07-05,2078.346923828125,2117.35009765625,2132.47509765625,2100.625,2114.949951171875,816536
2024-07-08,2041.218505859375,2079.52490234375,2126.10009765625,2051.824951171875,2115.5,1450420
2024-07-09,2054.91162109375,2093.47509765625,2099.949951171875,2065.5,2079.5,566662
2024-07-10,2041.5130615234375,2079.824951171875,2100.0,2025.0,2100.0,644216
2024-07-11,2052.21240234375,2090.72509765625,2099.0,2065.64990234375,2089.5,403540
2024-07-12,2046.0775146484375,2084.47509765625,2100.0,2070.0,2089.52490234375,668850
2024-07-15,2059.549560546875,2098.199951171875,2148.199951171875,2062.5,2085.5,3190482
2024-07-16,2006.2744140625,2043.925048828125,2138.97509765625,2038.0999755859375,2112.0,1636448
2024-07-18,2042.9117431640625,2081.25,2085.60009765625,2030.5,2043.925048828125,1378636
2024-07-19,1995.6241455078125,2033.074951171875,2099.0,2021.0,2083.47509765625,1113458
2024-07-22,1989.906494140625,2027.25,2072.0,1988.875,2020.0,1841682
2024-07-23,1942.00537109375,1978.449951171875,2050.0,1851.7750244140625,2028.0250244140625,3027068
2024-07-24,1992.5076904296875,2029.9000244140625,2042.550048828125,1970.1500244140625,1978.449951171875,1416578
2024-07-25,1991.86962890625,2029.25,2042.6500244140625,2001.125,2022.175048828125,1044172
2024-07-26,2014.740478515625,2052.550048828125,2077.0,2025.0,2029.25,762104
2024-07-29,2034.740234375,2072.925048828125,2108.47509765625,2052.60009765625,2055.0,941626
2024-07-30,2015.0350341796875,2052.85009765625,2088.47509765625,2046.4000244140625,2074.97509765625,1263734
2024-07-31,2019.231201171875,2057.125,2079.875,2050.0,2052.85009765625,1237700
2024-08-01,2052.8994140625,2091.425048828125,2105.97509765625,2060.14990234375,2069.39990234375,994864
2024-08-02,2023.9180908203125,2061.89990234375,2080.0,2050.0,2075.0,1619870
2024-08-05,1977.7103271484375,2014.824951171875,2034.449951171875,1977.7750244140625,2024.9749755859375,1630134
2024-08-06,1955.35498046875,1992.050048828125,2059.60009765625,1980.800048828125,2025.0,1409020
2024-08-07,1997.2437744140625,2034.7249755859375,2047.5250244140625,2010.5,2034.0,915732
2024-08-08,2016.5318603515625,2054.375,2089.925048828125,2027.699951171875,2033.0,772820
2024-08-09,2028.55615234375,2066.625,2094.574951171875,2056.14990234375,2082.875,1489786
2024-08-12,2065.291748046875,2104.050048828125,2108.375,2035.0,2065.02490234375,840346
2024-08-13,2032.875,2071.02490234375,2127.60009765625,2063.074951171875,2105.0,1051192
2024-08-14,2033.88134765625,2072.050048828125,2100.550048828125,2067.199951171875,2096.39990234375,732968
2024-08-16,2069.316162109375,2108.14990234375,2122.425048828125,2081.02490234375,2082.5,940164
2024-08-19,2059.4267578125,2098.074951171875,2121.925048828125,2081.02490234375,2119.35009765625,1768752
2024-08-20,2109.781982421875,2149.375,2158.47509765625,2087.85009765625,2107.35009765625,1905824
2024-08-21,2154.345458984375,2194.77490234375,2197.89990234375,2143.0,2150.5,1658900
2024-08-22,2171.9404296875,2212.699951171875,2219.425048828125,2182.5,2197.52490234375,1683236
2024-08-23,2152.48046875,2192.875,2218.5,2189.02490234375,2210.0,991610
2024-08-26,2162.1982421875,2202.77490234375,2216.925048828125,2182.800048828125,2192.5,1065858
2024-08-27,2212.16064453125,2253.675048828125,2263.97509765625,2192.64990234375,2202.77490234375,1658922
2024-08-28,2196.259033203125,2237.47509765625,2254.97509765625,2230.625,2254.25,277566
2024-08-29,2185.97705078125,2227.0,2246.97509765625,2212.949951171875,2237.47509765625,1017062
2024-08-30,2169.53564453125,2210.25,2239.925048828125,2205.25,2227.0,1232220
2024-09-02,2161.09375,2201.64990234375,2239.800048828125,2196.175048828125,2215.97509765625,448112
2024-09-03,2188.84814453125,2229.925048828125,2234.02490234375,2180.0,2202.050048828125,1030320
2024-09-04,2210.688232421875,2252.175048828125,2257.47509765625,2206.800048828125,2208.0,701830
2024-09-05,2215.59619140625,2257.175048828125,2273.10009765625,2246.125,2257.0,748700
2024-09-06,2168.30859375,2209.0,2269.85009765625,2202.550048828125,2253.0,648946
2024-09-09,2160.161376953125,2200.699951171875,2209.02490234375,2185.0,2209.0,639202
2024-09-10,2147.54833984375,2187.85009765625,2224.199951171875,2161.75,2214.949951171875,1025578
2024-09-11,2160.38232421875,2200.925048828125,2229.47509765625,2188.02490234375,2188.02490234375,555186
2024-09-12,2152.75048828125,2193.14990234375,2216.699951171875,2183.949951171875,2200.925048828125,466108
2024-09-13,2170.468017578125,2211.199951171875,2225.0,2193.324951171875,2202.0,636528
2024-09-16,2175.67041015625,2216.5,2232.300048828125,2198.64990234375,2219.0,764594
2024-09-17,2170.22265625,2210.949951171875,2226.89990234375,2200.0,2219.72509765625,557156
2024-09-18,2175.30224609375,2216.125,2243.0,2196.050048828125,2210.949951171875,380498
2024-09-19,2154.46826171875,2194.89990234375,2243.0,2149.949951171875,2220.0,897240
2024-09-20,2148.82421875,2189.14990234375,2207.47509765625,2180.0,2196.0,1475934
2024-09-23,2165.75634765625,2206.39990234375,2216.5,2165.0,2192.75,831256
2024-09-24,2198.3203125,2239.574951171875,2267.14990234375,2195.0,2211.0,1116268
2024-09-25,2194.418701171875,2235.60009765625,2252.85009765625,2212.52490234375,2244.949951171875,522548
2024-09-26,2222.074462890625,2263.77490234375,2270.5,2208.0,2245.199951171875,536208
2024-09-27,2169.56005859375,2210.27490234375,2262.5,2205.5,2262.5,993054
2024-09-30,2110.0517578125,2149.64990234375,2210.0,2137.77490234375,2210.0,797224
2024-10-01,2142.296630859375,2182.5,2195.35009765625,2150.875,2159.0,671976
2024-10-03,2073.905029296875,2112.824951171875,2175.0,2100.52490234375,2146.0,462290
2024-10-04,2070.8623046875,2109.72509765625,2144.824951171875,2092.324951171875,2112.5,571368
2024-10-07,2028.335205078125,2066.39990234375,2118.97509765625,2051.125,2101.5,966506
2024-10-08,2056.138671875,2094.72509765625,2101.0,2050.0,2050.0,743846
2024-10-09,2144.65234375,2184.89990234375,2194.47509765625,2119.675048828125,2124.949951171875,1384092
2024-10-10,2164.603271484375,2205.22509765625,2221.77490234375,2176.125,2180.25,771062
2024-10-11,2183.71923828125,2224.699951171875,2227.5,2172.5,2205.5,1435862
2024-10-14,2199.743408203125,2241.02490234375,2251.0,2207.0,2238.47509765625,994138
2024-10-15,2235.595947265625,2277.550048828125,2302.125,2232.574951171875,2249.949951171875,3133600
2024-10-16,2369.483154296875,2413.949951171875,2432.0,2280.0,2280.0,6730060
2024-10-17,2320.772216796875,2364.324951171875,2412.02490234375,2345.14990234375,2412.02490234375,1340284
2024-10-18,2311.496337890625,2354.875,2375.10009765625,2302.5,2349.47509765625,687266
2024-10-21,2259.080078125,2301.47509765625,2400.0,2295.02490234375,2370.449951171875,1214348
2024-10-22,2213.87841796875,2255.425048828125,2323.949951171875,2245.27490234375,2301.47509765625,1134084
2024-10-23,2208.0625,2249.5,2284.97509765625,2220.02490234375,2243.5,959870
2024-10-24,2176.382080078125,2217.22509765625,2270.425048828125,2180.77490234375,2249.5,876938
2024-10-25,2131.13134765625,2171.125,2257.699951171875,2152.52490234375,2225.0,1132414
2024-10-28,2128.800048828125,2168.75,2206.64990234375,2152.5,2182.72509765625,805170
2024-10-29,2168.82373046875,2209.52490234375,2217.675048828125,2108.27490234375,2170.0,1342094
2024-10-30,2151.916259765625,2192.300048828125,2219.5,2180.60009765625,2219.5,651610
2024-10-31,2110.12548828125,2149.72509765625,2200.449951171875,2129.25,2200.449951171875,1040584
2024-11-01,2121.60986328125,2161.425048828125,2179.574951171875,2155.0,2170.0,110624
2024-11-04,2102.248291015625,2141.699951171875,2171.02490234375,2113.5,2171.02490234375,1120384
2024-11-05,2107.45068359375,2147.0,2164.0,2091.25,2147.0,1719128
2024-11-06,2207.792724609375,2249.22509765625,2254.5,2150.0,2150.0,1237050
2024-11-07,2216.97021484375,2258.574951171875,2269.5,2229.0,2254.800048828125,553968
2024-11-08,2200.970458984375,2242.27490234375,2276.449951171875,2230.02490234375,2264.5,531956
2024-11-11,2184.038330078125,2225.02490234375,2250.0,2196.324951171875,2242.27490234375,594912
2024-11-12,2158.247314453125,2198.75,2270.0,2190.02490234375,2237.0,955806
2024-11-13,2085.438720703125,2124.574951171875,2186.050048828125,2110.0,2180.47509765625,728754
2024-11-14,2099.966064453125,2139.375,2180.0,2124.02490234375,2124.52490234375,787290
2024-11-18,2052.654052734375,2091.175048828125,2139.375,2083.52490234375,2138.0,1369562
2024-11-19,2056.482177734375,2095.074951171875,2114.5,2075.875,2091.0,910972
2024-11-21,2068.236572265625,2107.050048828125,2118.800048828125,2063.300048828125,2100.0,1747022
2024-11-22,2072.727294921875,2111.625,2120.0,2092.550048828125,2112.300048828125,945050
2024-11-25,2131.72021484375,2171.72509765625,2186.675048828125,2136.10009765625,2152.47509765625,1409054
2024-11-26,2080.187255859375,2119.22509765625,2187.75,2116.0,2187.75,538878
2024-11-27,2081.88037109375,2120.949951171875,2129.199951171875,2100.5,2119.22509765625,591086
2024-11-28,2066.1015625,2104.875,2139.699951171875,2093.5,2129.27490234375,378764
2024-11-29,2063.40234375,2102.125,2117.875,2094.0,2117.0,687334
2024-12-02,2085.88037109375,2125.02490234375,2148.074951171875,2089.824951171875,2097.0,675400
2024-12-03,2089.929443359375,2129.14990234375,2141.800048828125,2120.47509765625,2130.02490234375,739190
2024-12-04,2141.118896484375,2181.300048828125,2185.75,2130.22509765625,2137.0,995192
2024-12-05,2138.370361328125,2178.5,2197.5,2159.02490234375,2197.5,791510
2024-12-06,2141.7568359375,2181.949951171875,2203.5,2173.949951171875,2192.425048828125,410454
2024-12-09,2193.412353515625,2234.574951171875,2255.375,2166.050048828125,2178.02490234375,1193452
2024-12-10,2187.203857421875,2228.25,2240.375,2200.0,2237.85009765625,619290
2024-12-11,2230.074462890625,2271.925048828125,2274.89990234375,2225.699951171875,2234.10009765625,659634
2024-12-12,2229.4609375,2271.300048828125,2289.97509765625,2250.0,2273.5,566166
2024-12-13,2227.62060546875,2269.425048828125,2271.550048828125,2200.0,2269.52490234375,383296
2024-12-16,2216.77392578125,2258.375,2289.0,2247.77490234375,2275.0,367930
2024-12-17,2166.836181640625,2207.5,2254.22509765625,2201.0,2250.0,625680
2024-12-18,2143.842529296875,2184.074951171875,2207.675048828125,2170.0,2205.0,356458
2024-12-19,2156.6279296875,2197.10009765625,2203.5,2136.47509765625,2155.5,789838
2024-12-20,2092.137939453125,2131.39990234375,2217.675048828125,2107.14990234375,2199.5,837392
2024-12-23,2085.68408203125,2124.824951171875,2164.60009765625,2120.0,2137.5,530572
2024-12-24,2069.463623046875,2108.300048828125,2139.14990234375,2105.5,2125.0,225676
2024-12-26,2095.40185546875,2134.72509765625,2148.0,2106.824951171875,2148.0,572788
2024-12-27,2092.285400390625,2131.550048828125,2162.22509765625,2126.47509765625,2135.175048828125,419692
2024-12-30,2093.4140625,2132.699951171875,2149.47509765625,2088.875,2124.5,1026418
2024-12-31,2060.85009765625,2099.52490234375,2127.449951171875,2091.02490234375,2115.0,795528
2025-01-01,2042.936279296875,2081.27490234375,2108.89990234375,2072.550048828125,2099.97509765625,594116
2025-01-02,2101.53662109375,2140.97509765625,2146.27490234375,2080.02490234375,2090.0,607908
2025-01-03,2073.414306640625,2112.324951171875,2155.0,2080.39990234375,2149.0,953024
2025-01-06,2014.6669921875,2052.47509765625,2119.22509765625,2011.0,2100.0,1650778
2025-01-07,1998.3480224609375,2035.8499755859375,2064.949951171875,2031.2249755859375,2045.449951171875,577822
2025-01-08,1993.8082275390625,2031.2249755859375,2040.824951171875,1996.0,2039.824951171875,995150
2025-01-09,1938.8153076171875,1975.199951171875,2039.9749755859375,1971.0,2031.2249755859375,358956
2025-01-10,1886.9879150390625,1922.4000244140625,1989.4749755859375,1916.4749755859375,1979.9749755859375,947064
2025-01-13,1881.9573974609375,1917.2750244140625,1952.4749755859375,1896.0999755859375,1900.0,796840
2025-01-14,1896.926513671875,1932.5250244140625,1973.550048828125,1906.675048828125,1926.175048828125,1325996
2025-01-15,1986.470947265625,2023.75,2057.47509765625,1920.5250244140625,1950.925048828125,3728602
2025-01-16,2007.673095703125,2045.3499755859375,2059.0,2022.5,2023.925048828125,715796
2025-01-17,1978.2994384765625,2015.425048828125,2049.949951171875,2003.0250244140625,2045.0,595028
2025-01-20,1982.986328125,2020.199951171875,2044.9749755859375,2000.300048828125,2019.324951171875,823842
2025-01-21,1977.73486328125,2014.8499755859375,2042.75,2005.875,2021.9749755859375,821218
2025-01-22,1939.158935546875,1975.550048828125,2029.9000244140625,1962.75,2029.9000244140625,1012250
2025-01-23,1963.9927978515625,2000.8499755859375,2016.550048828125,1952.2249755859375,1971.0,597190
2025-01-24,1903.1839599609375,1938.9000244140625,2022.5,1932.1500244140625,2014.449951171875,593050
2025-01-27,1822.8907470703125,1857.0999755859375,1932.0,1850.0,1930.175048828125,1153368
2025-01-28,1810.35107421875,1844.324951171875,1888.175048828125,1830.800048828125,1888.175048828125,717374
2025-01-29,1857.9822998046875,1892.8499755859375,1897.2249755859375,1841.0999755859375,1849.9749755859375,258272
2025-01-30,1849.9578857421875,1884.675048828125,1905.9749755859375,1877.7750244140625,1905.0,811496
2025-01-31,1899.3067626953125,1934.949951171875,2000.0,1877.074951171875,1884.675048828125,718238
2025-02-01,1918.054931640625,1954.050048828125,2003.7750244140625,1885.5,1934.925048828125,502460
2025-02-03,1870.35009765625,1905.449951171875,1950.0,1893.0,1950.0,815874
2025-02-04,1898.546142578125,1934.175048828125,1962.0,1920.0250244140625,1922.4749755859375,1078436
2025-02-05,1959.6494140625,1996.425048828125,2018.9749755859375,1940.0250244140625,1945.0,1567432
2025-02-06,1931.576171875,1967.824951171875,2021.9749755859375,1961.0,2007.4000244140625,549530
2025-02-07,1925.0487060546875,1961.175048828125,1985.0,1920.175048828125,1967.824951171875,495928
2025-02-10,1900.53369140625,1936.199951171875,1977.675048828125,1917.875,1962.0,462162
2025-02-11,1808.289794921875,1842.2249755859375,1935.5,1823.9749755859375,1935.5,1233914
2025-02-12,1817.712890625,1851.824951171875,1883.4749755859375,1781.5250244140625,1842.5,1542350
2025-02-13,1843.332275390625,1877.925048828125,1890.0,1840.5250244140625,1865.7249755859375,890224
2025-02-14,1841.6634521484375,1876.2249755859375,1895.0,1847.5,1882.5,1322252
2025-02-17,1830.915283203125,1865.2750244140625,1897.4749755859375,1826.4000244140625,1872.5,838260
2025-02-18,1834.498046875,1868.925048828125,1878.0,1842.5999755859375,1862.5,921626
2025-02-19,1860.9515380859375,1895.875,1915.9749755859375,1850.550048828125,1865.5,468990
2025-02-20,1904.0675048828125,1939.800048828125,1947.0999755859375,1880.0,1882.5,480598
2025-02-21,1861.6141357421875,1896.550048828125,1964.0,1889.0250244140625,1931.9749755859375,935990
2025-02-24,1856.8779296875,1891.7249755859375,1905.0,1861.175048828125,1893.7249755859375,440498
2025-02-25,1847.9456787109375,1882.625,1918.9749755859375,1870.0,1891.5,434252
2025-02-27,1810.4248046875,1844.4000244140625,1881.425048828125,1823.25,1872.550048828125,1480148
2025-02-28,1780.7320556640625,1814.1500244140625,1838.925048828125,1800.5,1835.5250244140625,1271818
2025-03-03,1822.1300048828125,1856.324951171875,1866.4749755859375,1811.4000244140625,1817.7249755859375,736396
2025-03-04,1813.4676513671875,1847.5,1875.0,1826.800048828125,1840.3499755859375,741638
2025-03-05,1896.558349609375,1932.1500244140625,1940.425048828125,1835.0,1840.0250244140625,997838
2025-03-06,1885.6383056640625,1921.0250244140625,1956.2249755859375,1906.5250244140625,1941.949951171875,862932
2025-03-07,1881.7855224609375,1917.0999755859375,1953.550048828125,1910.2750244140625,1921.0250244140625,712230
2025-03-10,1840.51025390625,1875.050048828125,1928.5999755859375,1866.0999755859375,1913.074951171875,887760
2025-03-11,1854.8411865234375,1889.6500244140625,1897.0,1839.5,1861.0,527654
2025-03-12,1849.1234130859375,1883.824951171875,1907.5,1834.1500244140625,1885.0,599140
2025-03-13,1828.240478515625,1862.550048828125,1886.25,1830.0,1880.0999755859375,859344
2025-03-17,1838.81689453125,1873.324951171875,1896.9749755859375,1859.199951171875,1863.050048828125,484400
2025-03-18,1838.81689453125,1873.324951171875,1873.324951171875,1873.324951171875,1873.324951171875,0
2025-03-19,1951.2568359375,1987.875,1992.550048828125,1900.0,1900.0,813080
2025-03-20,1947.3551025390625,1983.9000244140625,2021.625,1972.574951171875,1997.800048828125,836320
2025-03-21,1960.4837646484375,1997.2750244140625,2037.0,1970.0999755859375,1977.699951171875,1709870
2025-03-24,2012.4583740234375,2050.22509765625,2064.949951171875,1996.25,2005.0,593836
2025-03-25,2018.2740478515625,2056.14990234375,2070.0,2026.125,2065.0,1233648
2025-03-26,1998.1763916015625,2035.675048828125,2094.199951171875,2030.0,2057.5,1112578
