date_,adj close_hdfcamc.ns,close_hdfcamc.ns,high_hdfcamc.ns,low_hdfcamc.ns,open_hdfcamc.ns,volume_hdfcamc.ns
2024-01-16,1656.9478759765625,1718.0,1757.4000244140625,1709.050048828125,1757.4000244140625,1037288
2024-01-17,1607.953125,1667.199951171875,1699.4000244140625,1641.2750244140625,1696.0,770634
2024-01-18,1640.817138671875,1701.2750244140625,1708.300048828125,1628.0,1655.5,1300702
2024-01-19,1677.5390625,1739.3499755859375,1744.5,1700.625,1710.0,803434
2024-01-23,1623.72216796875,1683.550048828125,1731.7750244140625,1666.5,1698.5250244140625,1833300
2024-01-24,1656.8272705078125,1717.875,1722.9749755859375,1664.199951171875,1676.800048828125,803830
2024-01-25,1653.4033203125,1714.324951171875,1747.0,1703.1500244140625,1715.5,650550
2024-01-29,1692.6812744140625,1755.050048828125,1769.5999755859375,1703.1500244140625,1714.0,1409190
2024-01-30,1692.8258056640625,1755.199951171875,1767.0,1739.0,1762.4749755859375,1149726
2024-01-31,1727.112548828125,1790.75,1806.0,1761.550048828125,1764.0,1506634
2024-02-01,1730.222900390625,1793.9749755859375,1800.5999755859375,1767.5250244140625,1790.75,374652
2024-02-02,1720.0478515625,1783.425048828125,1808.300048828125,1775.925048828125,1798.949951171875,429416
2024-02-05,1715.8524169921875,1779.074951171875,1803.0,1756.574951171875,1787.0,1124312
2024-02-06,1747.7279052734375,1812.125,1815.0,1775.5,1785.0,698934
2024-02-07,1756.769775390625,1821.5,1829.925048828125,1805.0,1815.4749755859375,519448
2024-02-08,1756.9385986328125,1821.675048828125,1837.375,1810.5250244140625,1830.0,355616
2024-02-09,1753.70751953125,1818.324951171875,1845.0,1788.8499755859375,1833.9000244140625,511562
2024-02-12,1753.5147705078125,1818.125,1842.425048828125,1787.0999755859375,1821.0,1638454
2024-02-13,1815.505615234375,1882.4000244140625,1889.5,1811.5999755859375,1824.949951171875,1431082
2024-02-14,1821.99169921875,1889.125,1898.6500244140625,1840.5250244140625,1875.0,749592
2024-02-15,1824.2821044921875,1891.5,1909.6500244140625,1862.0,1889.1500244140625,634966
2024-02-16,1868.84033203125,1937.699951171875,1939.9749755859375,1891.5,1907.3499755859375,536504
2024-02-19,1800.8939208984375,1867.25,1944.875,1845.0,1942.5250244140625,2124130
2024-02-20,1820.1832275390625,1887.25,1915.0,1862.574951171875,1873.0,1312970
2024-02-21,1804.197265625,1870.675048828125,1904.9000244140625,1863.0,1890.0,470884
2024-02-22,1824.258056640625,1891.4749755859375,1896.4749755859375,1857.5250244140625,1876.5,406832
2024-02-23,1841.0880126953125,1908.925048828125,1919.1500244140625,1888.0,1892.0,380830
2024-02-26,1871.49267578125,1940.449951171875,1954.9749755859375,1871.25,1909.949951171875,2308838
2024-02-27,1882.5599365234375,1951.925048828125,2033.25,1930.550048828125,1955.5,2879020
2024-02-28,1850.226318359375,1918.4000244140625,1959.4749755859375,1913.5,1951.925048828125,539766
2024-02-29,1809.8153076171875,1876.5,1913.625,1856.125,1907.5,3165748
2024-03-01,1825.1260986328125,1892.375,1904.0,1861.5,1876.5,503454
2024-03-04,1859.7261962890625,1928.25,1938.1500244140625,1885.0,1885.0,1019990
2024-03-05,1829.92431640625,1897.3499755859375,1927.800048828125,1885.0,1926.4749755859375,516942
2024-03-06,1814.6859130859375,1881.550048828125,1907.875,1866.050048828125,1896.3499755859375,345596
2024-03-07,1806.3431396484375,1872.9000244140625,1893.9749755859375,1865.0,1885.0,291510
2024-03-11,1817.0970458984375,1884.050048828125,1917.324951171875,1862.5,1875.0,1111168
2024-03-12,1779.000732421875,1844.550048828125,1885.0,1829.9749755859375,1873.0,786888
2024-03-13,1753.4183349609375,1818.0250244140625,1875.449951171875,1793.0250244140625,1844.550048828125,678648
2024-03-14,1810.803955078125,1877.5250244140625,1889.5,1791.175048828125,1792.5250244140625,620838
2024-03-15,1841.4737548828125,1909.324951171875,1915.7249755859375,1840.0,1875.0,1278930
2024-03-18,1804.197265625,1870.675048828125,1912.3499755859375,1857.7750244140625,1909.9749755859375,1056494
2024-03-19,1767.933349609375,1833.074951171875,1865.0,1823.0,1862.449951171875,764134
2024-03-20,1741.53125,1805.699951171875,1847.824951171875,1793.199951171875,1830.0,465324
2024-03-21,1770.392822265625,1835.625,1841.0,1811.0250244140625,1815.074951171875,417580
2024-03-22,1819.6527099609375,1886.699951171875,1909.5,1834.0,1835.625,1686008
2024-03-26,1837.71240234375,1905.425048828125,1929.0,1873.8499755859375,1887.125,989612
2024-03-27,1830.334228515625,1897.7750244140625,1918.5250244140625,1889.0,1905.300048828125,305874
2024-03-28,1810.345703125,1877.050048828125,1904.875,1872.074951171875,1899.9749755859375,662492
2024-04-01,1825.294921875,1892.550048828125,1912.2249755859375,1886.0,1899.5,1484820
2024-04-02,1811.5994873046875,1878.3499755859375,1906.0,1828.449951171875,1906.0,1434838
2024-04-03,1805.3787841796875,1871.9000244140625,1890.5,1861.0250244140625,1874.9749755859375,360558
2024-04-04,1783.943603515625,1849.675048828125,1879.0,1845.0,1877.0,449102
2024-04-05,1772.056396484375,1837.3499755859375,1852.7249755859375,1830.625,1849.675048828125,511864
2024-04-08,1765.136474609375,1830.175048828125,1843.5,1808.125,1835.4000244140625,1431236
2024-04-09,1786.1376953125,1851.949951171875,1862.9749755859375,1825.5,1835.074951171875,731756
2024-04-10,1787.02978515625,1852.875,1877.7249755859375,1848.875,1859.4749755859375,1052856
2024-04-12,1774.7088623046875,1840.0999755859375,1866.0,1830.0,1852.875,949218
2024-04-15,1758.650390625,1823.449951171875,1852.6500244140625,1798.800048828125,1815.0,1201260
2024-04-16,1798.217529296875,1864.4749755859375,1887.800048828125,1824.925048828125,1824.925048828125,2934572
2024-04-18,1819.17041015625,1886.199951171875,1912.5,1865.0,1867.5250244140625,1205268
2024-04-19,1788.331787109375,1854.2249755859375,1884.0250244140625,1822.5250244140625,1884.0250244140625,973044
2024-04-22,1758.9398193359375,1823.75,1875.5,1812.6500244140625,1865.0,1533888
2024-04-23,1758.095947265625,1822.875,1848.949951171875,1818.0250244140625,1824.9749755859375,659864
2024-04-24,1765.1605224609375,1830.199951171875,1833.4749755859375,1799.074951171875,1823.0,798326
2024-04-25,1778.27734375,1843.800048828125,1852.5,1818.0250244140625,1830.0,675132
2024-04-26,1792.79248046875,1858.8499755859375,1893.0999755859375,1847.5,1847.5,717404
2024-04-29,1818.423095703125,1885.425048828125,1893.0,1854.050048828125,1866.0,637550
2024-04-30,1878.123291015625,1947.324951171875,1971.9749755859375,1890.5,1894.0,3433536
2024-05-02,1899.220947265625,1969.199951171875,1975.050048828125,1946.5,1960.0,468392
2024-05-03,1889.359375,1958.9749755859375,1991.925048828125,1947.9000244140625,1970.0,531308
2024-05-06,1874.771728515625,1943.8499755859375,1974.949951171875,1936.2750244140625,1974.949951171875,447032
2024-05-07,1815.505615234375,1882.4000244140625,1966.0250244140625,1875.300048828125,1943.8499755859375,1028066
2024-05-08,1791.8521728515625,1857.875,1891.9000244140625,1853.5250244140625,1891.9000244140625,453526
2024-05-09,1743.9422607421875,1808.199951171875,1869.2249755859375,1800.949951171875,1864.949951171875,435590
2024-05-10,1755.1302490234375,1819.800048828125,1850.0,1808.199951171875,1813.5,338488
2024-05-13,1771.3089599609375,1836.574951171875,1846.3499755859375,1764.0,1819.800048828125,945940
2024-05-14,1773.599609375,1838.949951171875,1860.949951171875,1821.5999755859375,1842.5,352882
2024-05-15,1814.1795654296875,1881.0250244140625,1884.2249755859375,1838.0999755859375,1839.0,292902
2024-05-16,1858.9786376953125,1927.4749755859375,1930.0,1882.5250244140625,1889.5,519840
2024-05-17,1825.0054931640625,1892.25,1937.425048828125,1887.5250244140625,1927.4749755859375,567618
2024-05-21,1830.7923583984375,1898.25,1905.0,1880.0,1893.300048828125,449644
2024-05-22,1831.9014892578125,1899.4000244140625,1912.5,1883.800048828125,1898.75,495070
2024-05-23,1845.5245361328125,1913.5250244140625,1917.5,1880.7750244140625,1901.7249755859375,345272
2024-05-24,1840.3646240234375,1908.175048828125,1922.5,1901.125,1920.0,308854
2024-05-27,1890.2996826171875,1959.949951171875,2010.0,1896.0,1917.0,2289480
2024-05-28,1934.5203857421875,2005.800048828125,2020.5,1955.824951171875,1962.9749755859375,1694452
2024-05-29,1877.544677734375,1946.7249755859375,1999.425048828125,1940.2750244140625,1990.2750244140625,642100
2024-05-30,1807.765869140625,1874.375,1936.0,1863.0250244140625,1935.5,1215110
2024-05-31,1873.1322021484375,1942.1500244140625,1952.4749755859375,1882.0,1885.0,1269932
2024-06-03,1972.4237060546875,2045.0999755859375,2093.47509765625,2000.0,2000.0,2950286
2024-06-04,1667.267578125,1728.699951171875,2038.9749755859375,1707.7750244140625,2037.5250244140625,3167694
2024-06-05,1786.8609619140625,1852.699951171875,1870.7249755859375,1720.625,1754.0,1916838
2024-06-06,1813.4320068359375,1880.25,1904.5,1850.550048828125,1874.5,903012
2024-06-07,1843.6678466796875,1911.5999755859375,1920.0,1867.7249755859375,1899.449951171875,626870
2024-06-10,1828.0435791015625,1895.4000244140625,1947.5,1870.574951171875,1932.0,1866114
2024-06-11,1840.6058349609375,1908.425048828125,1924.824951171875,1867.5,1905.0,1173968
2024-06-12,1930.9036865234375,2002.050048828125,2014.8499755859375,1908.425048828125,1913.9000244140625,1277902
2024-06-13,1927.06982421875,1998.074951171875,2044.9749755859375,1987.449951171875,2015.0,939574
2024-06-14,1935.8704833984375,2007.199951171875,2012.5,1977.5250244140625,1999.5,788392
2024-06-18,1944.042236328125,1980.5250244140625,1985.5250244140625,1958.0250244140625,1972.5,756348
2024-06-19,1914.226806640625,1950.1500244140625,1995.2249755859375,1942.824951171875,1983.300048828125,337688
2024-06-20,1910.2513427734375,1946.0999755859375,1964.9749755859375,1933.2249755859375,1951.25,397838
2024-06-21,1920.3616943359375,1956.4000244140625,1974.175048828125,1942.5,1957.5,393214
2024-06-24,1947.8948974609375,1984.449951171875,1997.5,1903.0250244140625,1932.5,1162756
2024-06-25,2018.9122314453125,2056.800048828125,2063.949951171875,1992.625,1997.5,2904328
