date_,adj close_pfizer.ns,close_pfizer.ns,high_pfizer.ns,low_pfizer.ns,open_pfizer.ns,volume_pfizer.ns
2024-01-16,4123.86572265625,4268.85009765625,4365.10009765625,4230.14990234375,4342.89990234375,22956
2024-01-17,4108.505859375,4252.9501953125,4328.0,4202.5498046875,4268.85009765625,15084
2024-01-18,4106.138671875,4250.5,4265.0,4190.0498046875,4211.0,16087
2024-01-19,4136.1826171875,4281.60009765625,4294.89990234375,4268.85009765625,4294.89990234375,55932
2024-01-23,4046.437744140625,4188.7001953125,4255.89990234375,4145.10009765625,4227.4501953125,12155
2024-01-24,4085.996826171875,4229.64990234375,4252.5,4153.2001953125,4198.9501953125,10799
2024-01-25,4143.86181640625,4289.5498046875,4301.0,4187.0,4230.0,12725
2024-01-29,4196.17333984375,4343.7001953125,4387.25,4291.0,4291.0,21935
2024-01-30,4194.724609375,4342.2001953125,4370.0,4318.0498046875,4347.25,7581
2024-01-31,4176.17626953125,4323.0,4362.64990234375,4300.0,4341.7001953125,7185
2024-02-01,4422.708984375,4578.2001953125,4698.0,4325.5498046875,4325.5498046875,249930
2024-02-02,4501.6826171875,4659.9501953125,4712.89990234375,4570.0498046875,4646.85009765625,50537
2024-02-05,4546.36181640625,4706.2001953125,4799.0,4654.5498046875,4749.9501953125,41680
2024-02-06,4607.07666015625,4769.0498046875,4839.7998046875,4704.64990234375,4749.0,32514
2024-02-07,4437.923828125,4593.9501953125,4803.85009765625,4575.0,4790.25,31059
2024-02-08,4361.99365234375,4515.35009765625,4637.0,4500.0,4637.0,10495
2024-02-09,4212.6923828125,4360.7998046875,4555.35009765625,4334.7001953125,4549.0,128731
2024-02-12,4212.595703125,4360.7001953125,4571.9501953125,4332.2998046875,4360.0,35414
2024-02-13,4181.82763671875,4328.85009765625,4419.9501953125,4305.0,4401.7001953125,9513
2024-02-14,4352.9609375,4506.0,4524.89990234375,4319.25,4350.0,30478
2024-02-15,4384.4541015625,4538.60009765625,4612.39990234375,4510.0,4585.0,16879
2024-02-16,4432.4169921875,4588.25,4623.0,4481.5,4558.0,16335
2024-02-19,4448.93701171875,4605.35009765625,4695.0,4550.7998046875,4588.25,18292
2024-02-20,4454.6845703125,4611.2998046875,4638.0,4599.2998046875,4606.0498046875,19933
2024-02-21,4357.35595703125,4510.5498046875,4648.9501953125,4476.0,4627.9501953125,17736
2024-02-22,4325.9599609375,4478.0498046875,4555.64990234375,4431.0498046875,4555.64990234375,34710
2024-02-23,4307.267578125,4458.7001953125,4500.0,4445.0,4500.0,12587
2024-02-26,4250.75439453125,4400.2001953125,4498.0,4384.2998046875,4497.7998046875,12626
2024-02-27,4235.2978515625,4384.2001953125,4463.0498046875,4351.60009765625,4400.2001953125,11326
2024-02-28,4405.85107421875,4560.75,4607.25,4376.7001953125,4384.2001953125,46747
2024-02-29,4448.501953125,4604.89990234375,4677.0,4560.75,4585.0,36397
2024-03-01,4434.06005859375,4589.9501953125,4598.0,4545.5,4571.0,9560
2024-03-04,4435.79833984375,4591.75,4637.75,4499.60009765625,4549.9501953125,15716
2024-03-05,4474.150390625,4631.4501953125,4679.60009765625,4580.14990234375,4591.75,19456
2024-03-06,4389.912109375,4544.25,4640.0,4520.0,4631.4501953125,13852
2024-03-07,4373.2958984375,4527.0498046875,4600.0,4500.2001953125,4589.89990234375,34399
2024-03-11,4254.8603515625,4404.4501953125,4549.89990234375,4320.10009765625,4524.9501953125,84424
2024-03-12,4167.38525390625,4313.89990234375,4461.14990234375,4286.0,4448.0,19239
2024-03-13,4122.078125,4267.0,4389.0,4200.10009765625,4314.35009765625,38858
2024-03-14,4109.03662109375,4253.5,4299.0,4210.0,4262.25,11311
2024-03-15,4227.47265625,4376.10009765625,4402.89990234375,4221.10009765625,4285.0498046875,8982
2024-03-18,4191.19775390625,4338.5498046875,4398.7001953125,4299.9501953125,4380.0,5202
2024-03-19,4199.65087890625,4347.2998046875,4379.9501953125,4290.0,4290.0,12124
2024-03-20,4217.66748046875,4365.9501953125,4400.0,4285.25,4347.2998046875,8388
2024-03-21,4199.02294921875,4346.64990234375,4449.9501953125,4300.0,4365.9501953125,7866
2024-03-22,4201.1962890625,4348.89990234375,4363.5,4312.5,4359.64990234375,14023
2024-03-26,4127.05322265625,4272.14990234375,4347.39990234375,3950.0,3950.0,27759
2024-03-27,4061.55615234375,4204.35009765625,5000.0,4081.050048828125,4280.0,102860
2024-03-28,4052.475341796875,4194.9501953125,4674.9501953125,4175.0,4380.0,179513
2024-04-01,4297.26904296875,4448.35009765625,4480.0,4200.0,4200.0,28241
2024-04-02,4209.6494140625,4357.64990234375,4448.14990234375,4316.0,4400.0,35586
2024-04-03,4214.576171875,4362.75,4405.4501953125,4334.7998046875,4384.7001953125,28100
2024-04-04,4180.57177734375,4327.5498046875,4369.60009765625,4308.10009765625,4341.0,83880
2024-04-05,4189.12109375,4336.39990234375,4413.75,4334.0,4340.0,31872
2024-04-08,4149.94873046875,4295.85009765625,4385.0,4263.75,4385.0,35902
2024-04-09,4083.9677734375,4227.5498046875,4324.0,4215.14990234375,4300.0,11429
2024-04-10,4046.72705078125,4189.0,4261.9501953125,4174.0,4242.0,21125
2024-04-12,4016.15234375,4157.35009765625,4233.9501953125,4141.0,4170.0498046875,68878
2024-04-15,3968.33349609375,4107.85009765625,4157.35009765625,4099.89990234375,4150.0,13909
2024-04-16,3974.61279296875,4114.35009765625,4141.89990234375,4085.0,4111.4501953125,14524
2024-04-18,3973.64697265625,4113.35009765625,4148.14990234375,4075.0,4148.14990234375,57239
2024-04-19,3989.9248046875,4130.2001953125,4149.0,4075.10009765625,4113.35009765625,12557
2024-04-22,4002.6279296875,4143.35009765625,4190.25,4098.0498046875,4140.10009765625,17885
2024-04-23,4010.645751953125,4151.64990234375,4190.0,4132.0,4189.0,7554
2024-04-24,4007.79638671875,4148.7001953125,4184.0,4113.0,4180.0,15946
2024-04-25,4002.483154296875,4143.2001953125,4159.9501953125,4095.0,4146.0,12362
2024-04-26,4051.267822265625,4193.7001953125,4215.2001953125,4129.4501953125,4157.0,10907
2024-04-29,4057.546875,4200.2001953125,4253.35009765625,4141.0,4210.0,31628
2024-04-30,4112.611328125,4257.2001953125,4273.5,4200.35009765625,4201.0,25386
2024-05-02,4131.73876953125,4277.0,4326.35009765625,4232.2001953125,4289.60009765625,64280
2024-05-03,4067.8837890625,4210.89990234375,4315.0,4195.0,4289.9501953125,10857
2024-05-06,4125.50732421875,4270.5498046875,4278.0,4175.0498046875,4278.0,15129
2024-05-07,4117.77880859375,4262.5498046875,4299.0,4211.0,4270.0,10886
2024-05-08,4133.8642578125,4279.2001953125,4288.0,4205.10009765625,4262.5498046875,11603
2024-05-09,4158.59423828125,4304.7998046875,4359.89990234375,4242.10009765625,4287.9501953125,14337
2024-05-10,4191.14990234375,4338.5,4370.0,4222.85009765625,4298.0,13575
2024-05-13,4211.87158203125,4359.9501953125,4380.0,4305.9501953125,4329.9501953125,39325
2024-05-14,4180.47509765625,4327.4501953125,4415.89990234375,4301.7998046875,4359.9501953125,22763
2024-05-15,4167.626953125,4314.14990234375,4347.39990234375,4252.0,4327.0,16958
2024-05-16,4188.25146484375,4335.5,4349.64990234375,4288.0,4314.14990234375,14010
2024-05-17,4251.09228515625,4400.5498046875,4409.9501953125,4310.0,4357.0,26090
2024-05-21,4233.70361328125,4382.5498046875,4525.0,4331.0,4500.0,46829
2024-05-22,4342.28662109375,4494.9501953125,4501.0,4383.0,4448.2998046875,45306
2024-05-23,4419.3759765625,4574.75,4680.0,4480.0,4495.0,36048
2024-05-24,4350.642578125,4503.60009765625,4587.4501953125,4488.0,4576.10009765625,31737
2024-05-27,4397.0126953125,4551.60009765625,4584.9501953125,4468.0,4503.60009765625,18901
2024-05-28,4420.05224609375,4575.4501953125,4590.0,4512.85009765625,4574.9501953125,12722
2024-05-29,4465.31103515625,4622.2998046875,4636.9501953125,4539.0498046875,4573.0,16328
2024-05-30,4421.54931640625,4577.0,4622.89990234375,4505.5498046875,4622.2998046875,34624
2024-05-31,4453.18701171875,4609.75,4628.0,4529.2998046875,4533.2998046875,19566
2024-06-03,4587.8525390625,4749.14990234375,4824.9501953125,4696.85009765625,4810.25,49037
2024-06-04,4534.57568359375,4694.0,4820.0,4475.0,4749.14990234375,57373
2024-06-05,4699.091796875,4864.2998046875,4924.0,4680.0,4685.0,42540
2024-06-06,4731.2607421875,4897.60009765625,4959.0498046875,4859.5,4890.0,23257
2024-06-07,4759.4208984375,4926.75,5018.14990234375,4864.10009765625,4897.0,77963
2024-06-10,4760.62841796875,4928.0,4984.9501953125,4874.5498046875,4926.75,53385
2024-06-11,4760.38671875,4927.75,4959.9501953125,4876.0,4928.0,19697
2024-06-12,4736.23583984375,4902.75,4952.0498046875,4850.7998046875,4927.75,37228
2024-06-13,4703.921875,4869.2998046875,4928.64990234375,4854.0,4924.89990234375,7243
2024-06-14,4665.08740234375,4829.10009765625,4899.9501953125,4810.10009765625,4875.0,9661
2024-06-18,4601.376953125,4763.14990234375,4829.10009765625,4735.0,4800.2001953125,27387
2024-06-19,4675.18212890625,4839.5498046875,4895.0,4747.5498046875,4797.0,28411
2024-06-20,4623.9345703125,4786.5,4893.89990234375,4780.0,4883.9501953125,19203
2024-06-21,4455.40869140625,4612.0498046875,4869.9501953125,4563.64990234375,4795.85009765625,279258
2024-06-24,4451.013671875,4607.5,4684.0,4579.85009765625,4614.9501953125,23555
2024-06-25,4448.93701171875,4605.35009765625,4674.0,4585.10009765625,4648.0,17769
2024-06-26,4452.994140625,4609.5498046875,4665.0,4600.0,4610.0,7355
2024-06-27,4371.5087890625,4525.2001953125,4654.85009765625,4501.0,4615.39990234375,39570
2024-06-28,4374.7451171875,4528.5498046875,4623.0,4509.0,4569.0,33030
2024-07-01,4445.990234375,4602.2998046875,4633.75,4543.9501953125,4569.0,15259
2024-07-02,4424.64111328125,4580.2001953125,4646.0,4565.0,4629.0,8284
2024-07-03,4432.900390625,4588.75,4638.0,4548.5,4619.0,12675
2024-07-04,4463.2822265625,4620.2001953125,4659.60009765625,4580.0,4619.0,12961
2024-07-05,4469.2236328125,4626.35009765625,4641.35009765625,4592.5498046875,4625.0,7561
2024-07-08,4433.1416015625,4589.0,4635.75,4575.0498046875,4625.35009765625,7177
2024-07-09,4551.6748046875,4711.7001953125,4750.0,4585.0,4589.0,30704
2024-07-10,4848.34423828125,5018.7998046875,5050.0,4741.60009765625,4741.64990234375,229239
2024-07-11,4783.0888671875,4951.25,5032.85009765625,4908.0,5029.7998046875,31982
2024-07-12,4691.5087890625,4856.4501953125,4995.0,4829.0,4951.25,28498
2024-07-15,4772.46240234375,4940.25,5031.9501953125,4832.14990234375,4870.0498046875,217710
2024-07-16,4834.771484375,5004.75,5035.0,4942.60009765625,4942.60009765625,30341
2024-07-18,4911.37841796875,5084.0498046875,5170.0,5013.2001953125,5019.9501953125,60913
2024-07-19,4887.517578125,5059.35009765625,5117.89990234375,5033.0498046875,5099.9501953125,17009
2024-07-22,4841.0029296875,5011.2001953125,5100.0,4970.0498046875,4972.10009765625,12540
2024-07-23,5015.08251953125,5191.39990234375,5230.0,4980.0,5011.2001953125,56381
2024-07-24,5121.10498046875,5301.14990234375,5344.0,5142.0498046875,5200.0,37538
2024-07-25,5105.64794921875,5285.14990234375,5385.0,5211.0498046875,5298.0498046875,29244
2024-07-26,5065.26806640625,5243.35009765625,5328.0,5230.0,5294.9501953125,11444
2024-07-29,5185.44287109375,5367.75,5436.0,5250.0,5260.0,25170
2024-07-30,5392.126953125,5581.7001953125,5648.7998046875,5504.2001953125,5599.0,182732
2024-07-31,5458.8798828125,5650.7998046875,5675.0,5522.5498046875,5581.0,38553
2024-08-01,5448.78466796875,5640.35009765625,5670.0,5562.0498046875,5630.0498046875,22928
2024-08-02,5466.12451171875,5658.2998046875,5673.9501953125,5551.85009765625,5594.10009765625,11383
2024-08-05,5378.45703125,5567.5498046875,5665.2998046875,5514.35009765625,5600.0,27800
2024-08-06,5596.1533203125,5792.89990234375,6088.9501953125,5547.0,5567.5498046875,151715
2024-08-07,5615.76416015625,5813.2001953125,6022.0,5685.35009765625,5816.5498046875,95300
2024-08-08,5642.18505859375,5840.5498046875,5999.85009765625,5805.89990234375,5813.2001953125,48288
2024-08-09,5652.4736328125,5851.2001953125,5950.4501953125,5833.0,5840.5498046875,17822
2024-08-12,5629.3369140625,5827.25,5928.2998046875,5755.5498046875,5851.2001953125,35506
2024-08-13,5591.2265625,5787.7998046875,5873.35009765625,5757.0498046875,5808.0498046875,35602
2024-08-14,5575.48046875,5771.5,5846.7998046875,5755.5498046875,5775.0,10499
2024-08-16,5652.232421875,5850.9501953125,5948.2998046875,5760.0498046875,5760.0498046875,31119
2024-08-19,5659.23583984375,5858.2001953125,5970.9501953125,5846.0,5900.0,76638
2024-08-20,5701.451171875,5901.89990234375,5922.4501953125,5820.0,5895.0,14500
2024-08-21,5806.8916015625,5975.39990234375,6073.75,5870.25,5870.25,52016
2024-08-22,5754.46337890625,5921.4501953125,6030.0,5904.0,5975.39990234375,106527
2024-08-23,5690.17822265625,5855.2998046875,5995.0,5824.64990234375,5880.0,21015
2024-08-26,5619.91748046875,5783.0,5899.9501953125,5725.0,5855.2998046875,19022
2024-08-27,5701.7431640625,5867.2001953125,6020.0,5771.0,5771.0,186784
2024-08-28,5790.9541015625,5959.0,6000.0498046875,5840.7001953125,5906.7001953125,123474
2024-08-29,5788.67041015625,5956.64990234375,6004.9501953125,5932.85009765625,6000.0,37321
2024-08-30,5894.01318359375,6065.0498046875,6100.0,5920.0498046875,5920.0498046875,36735
2024-09-02,6140.12158203125,6318.2998046875,6451.14990234375,6080.0,6100.0,100866
2024-09-03,5957.1318359375,6130.0,6373.89990234375,6100.0,6341.0498046875,43086
2024-09-04,5985.36279296875,6159.0498046875,6200.0,6050.0498046875,6060.0,205379
2024-09-05,5974.38134765625,6147.75,6270.39990234375,6100.0498046875,6228.0,123739
2024-09-06,5990.36767578125,6164.2001953125,6300.0,6130.0,6174.4501953125,156724
2024-09-09,5972.97216796875,6146.2998046875,6326.14990234375,6122.0498046875,6183.7998046875,33557
2024-09-10,5954.70263671875,6127.5,6290.2998046875,6098.0,6172.0,24602
2024-09-11,5947.31689453125,6119.89990234375,6240.0,6100.0498046875,6160.0,20959
2024-09-12,5942.31201171875,6114.75,6257.89990234375,6095.0,6124.89990234375,20006
2024-09-13,5921.70947265625,6093.5498046875,6179.89990234375,6077.0,6155.14990234375,29865
2024-09-16,5774.19091796875,5941.75,6149.85009765625,5925.0,6095.89990234375,19194
2024-09-17,5755.67822265625,5922.7001953125,6027.5,5907.7998046875,5941.75,14226
2024-09-18,5665.73779296875,5830.14990234375,5983.7001953125,5806.0,5971.2998046875,10692
2024-09-19,5507.47998046875,5667.2998046875,5870.0,5642.0,5810.0,18102
2024-09-20,5303.013671875,5456.89990234375,5748.0,5397.60009765625,5666.0,223043
2024-09-23,5392.0302734375,5548.5,5578.85009765625,5448.0498046875,5527.89990234375,23195
2024-09-24,5320.1171875,5474.5,5569.25,5431.0,5569.0,31950
2024-09-25,5274.4912109375,5427.5498046875,5518.89990234375,5409.0,5518.89990234375,14591
2024-09-26,5263.41259765625,5416.14990234375,5499.0,5380.0,5450.0,19393
2024-09-27,5665.4462890625,5829.85009765625,5885.60009765625,5417.0498046875,5478.9501953125,95880
2024-09-30,5560.68603515625,5722.0498046875,5799.7001953125,5553.0,5775.0,67362
2024-10-01,5405.6357421875,5562.5,5827.85009765625,5536.0,5768.0498046875,40228
2024-10-03,5330.078125,5484.75,5640.0,5424.60009765625,5564.0,61903
2024-10-04,5458.015625,5616.39990234375,5766.0,5560.0,5570.0,186588
2024-10-07,5492.36865234375,5651.75,5696.14990234375,5500.10009765625,5600.0,41805
2024-10-08,5463.11767578125,5621.64990234375,5780.0,5611.2001953125,5680.0,141209
2024-10-09,5544.99169921875,5705.89990234375,5776.89990234375,5656.5498046875,5673.14990234375,38139
2024-10-10,5581.3369140625,5743.2998046875,5839.85009765625,5710.0,5756.0,19166
2024-10-11,5596.3515625,5758.75,5849.4501953125,5656.0498046875,5787.60009765625,17768
2024-10-14,5685.611328125,5850.60009765625,5939.0,5758.75,5758.75,49017
2024-10-15,5601.40478515625,5763.9501953125,6020.0,5745.14990234375,5850.60009765625,47640
2024-10-16,5528.52001953125,5688.9501953125,5933.89990234375,5650.0,5800.39990234375,33123
2024-10-17,5625.1650390625,5788.39990234375,5929.0,5729.9501953125,5738.0498046875,52826
2024-10-18,5513.01953125,5673.0,5798.60009765625,5612.5,5730.0,26145
2024-10-21,5439.98876953125,5597.85009765625,5768.9501953125,5581.35009765625,5764.7001953125,17767
2024-10-22,5348.39697265625,5503.60009765625,5604.2001953125,5420.0498046875,5600.0,33311
