date_,adj close_pfizer.ns,close_pfizer.ns,high_pfizer.ns,low_pfizer.ns,open_pfizer.ns,volume_pfizer.ns
2024-10-23,5346.35595703125,5501.5,5554.35009765625,5366.0,5501.9501953125,17577
2024-10-24,5209.52685546875,5360.7001953125,5512.25,5225.0,5512.25,15422
2024-10-25,5153.84228515625,5303.39990234375,5399.0,5229.7998046875,5399.0,24382
2024-10-28,5119.97509765625,5268.5498046875,5328.0,5187.35009765625,5250.0,24309
2024-10-29,5049.85986328125,5196.39990234375,5343.0,5162.0,5332.2998046875,20558
2024-10-30,4953.79736328125,5097.5498046875,5288.0,5085.0,5249.0,25032
2024-10-31,4954.1376953125,5097.89990234375,5153.64990234375,5052.7001953125,5097.89990234375,20877
2024-11-01,5013.9033203125,5159.39990234375,5180.0,5104.0,5120.0,4214
2024-11-04,5041.939453125,5188.25,5209.0,5036.64990234375,5159.39990234375,61077
2024-11-05,5104.32958984375,5252.4501953125,5272.0,5161.10009765625,5188.85009765625,12943
2024-11-06,5169.24560546875,5319.25,5345.0,5281.7001953125,5299.0,15365
2024-11-07,5196.4072265625,5347.2001953125,5387.85009765625,5297.35009765625,5345.0,14209
2024-11-08,5137.75927734375,5286.85009765625,5385.0,5264.0498046875,5385.0,8574
2024-11-11,5056.56494140625,5203.2998046875,5315.0,5192.5,5300.0,17013
2024-11-12,5136.25244140625,5285.2998046875,5390.0,5218.4501953125,5218.4501953125,16852
2024-11-13,5061.22998046875,5208.10009765625,5285.2998046875,5128.5,5285.2998046875,26794
2024-11-14,5060.1123046875,5206.9501953125,5299.0,5180.0,5205.0,17568
2024-11-18,5039.55859375,5185.7998046875,5222.2001953125,5112.7998046875,5222.2001953125,14307
2024-11-19,5032.51318359375,5178.5498046875,5298.9501953125,5135.0,5185.7998046875,18280
2024-11-21,4986.595703125,5131.2998046875,5210.64990234375,5100.0,5188.64990234375,10111
2024-11-22,5078.28466796875,5225.64990234375,5269.25,5131.35009765625,5161.0,12148
2024-11-25,5110.5,5258.7998046875,5344.10009765625,5225.0,5310.0,14028
2024-11-26,5115.0673828125,5263.5,5291.4501953125,5208.9501953125,5274.2001953125,9658
2024-11-27,5162.63720703125,5312.4501953125,5329.0,5225.0,5225.0,27760
2024-11-28,5156.07763671875,5305.7001953125,5448.0,5258.5498046875,5324.89990234375,12454
2024-11-29,5163.41455078125,5313.25,5337.0,5281.2001953125,5305.0498046875,4521
2024-12-02,5190.33349609375,5340.9501953125,5350.0,5282.10009765625,5314.0,9519
2024-12-03,5218.904296875,5370.35009765625,5417.89990234375,5340.0,5390.0,15159
2024-12-04,5209.9638671875,5361.14990234375,5408.0,5301.0,5400.0,11993
2024-12-05,5139.11962890625,5288.25,5389.89990234375,5280.0,5389.89990234375,25847
2024-12-06,5085.33056640625,5232.89990234375,5277.0,5182.2998046875,5270.0,34940
2024-12-09,4914.58544921875,5057.2001953125,5278.0,5049.14990234375,5278.0,39660
2024-12-10,4909.8720703125,5052.35009765625,5128.75,5040.0,5091.0498046875,22390
2024-12-11,4933.146484375,5076.2998046875,5125.0,5045.0,5050.0,10703
2024-12-12,4939.3662109375,5082.7001953125,5158.0,5060.0,5096.0,13883
2024-12-13,4882.3701171875,5024.0498046875,5098.0,4984.5,5083.0,12669
2024-12-16,4857.443359375,4998.39990234375,5033.2001953125,4900.0498046875,4900.0498046875,12132
2024-12-17,4879.50341796875,5021.10009765625,5046.7001953125,4972.0,5016.10009765625,17077
2024-12-18,4907.05419921875,5049.4501953125,5289.9501953125,4960.0,5065.0,94119
2024-12-19,4871.04833984375,5012.39990234375,5029.9501953125,4975.0,4975.0,9336
2024-12-20,4538.255859375,4669.9501953125,5055.5,4601.0,5012.39990234375,337182
2024-12-23,4696.3193359375,4832.60009765625,4865.0,4695.0498046875,4697.9501953125,41161
2024-12-24,4668.3798828125,4803.85009765625,4876.10009765625,4774.0498046875,4807.0,21473
2024-12-26,4737.7177734375,4875.2001953125,4897.0,4775.0498046875,4800.0,14059
2024-12-27,4736.50341796875,4873.9501953125,4929.5,4808.9501953125,4887.39990234375,8556
2024-12-30,5214.43408203125,5365.75,5469.0,4780.0,4830.0,307747
2024-12-31,5132.56005859375,5281.5,5299.0,5180.0,5290.0498046875,37760
2025-01-01,5157.7783203125,5307.4501953125,5353.0,5173.25,5270.0,30466
2025-01-02,5174.00732421875,5324.14990234375,5353.0,5230.10009765625,5350.0,27605
2025-01-03,5076.0498046875,5223.35009765625,5340.0,5204.9501953125,5324.14990234375,39037
2025-01-06,4984.0693359375,5128.7001953125,5274.75,5108.0,5224.0,28328
2025-01-07,5196.990234375,5347.7998046875,5496.9501953125,5091.2998046875,5133.0,117953
2025-01-08,5230.080078125,5381.85009765625,5544.0,5265.2001953125,5360.0,78281
2025-01-09,5179.74072265625,5330.0498046875,5407.14990234375,5300.0,5398.10009765625,18611
2025-01-10,5106.27294921875,5254.4501953125,5371.89990234375,5200.0,5371.89990234375,12922
2025-01-13,4946.9462890625,5090.5,5291.60009765625,5061.5498046875,5254.4501953125,17531
2025-01-14,4943.83642578125,5087.2998046875,5224.9501953125,4987.2998046875,5155.0,24081
2025-01-15,4821.63232421875,4961.5498046875,5107.14990234375,4941.9501953125,5097.7998046875,47397
2025-01-16,4819.88330078125,4959.75,5029.4501953125,4930.39990234375,4962.0,10776
2025-01-17,4818.2802734375,4958.10009765625,5000.9501953125,4921.0,4965.0,8842
2025-01-20,4794.81103515625,4933.9501953125,4999.4501953125,4907.39990234375,4999.0,23364
2025-01-21,4805.0634765625,4944.5,4984.0498046875,4900.0498046875,4921.0,12861
2025-01-22,4657.35009765625,4792.5,4985.0,4763.14990234375,4934.10009765625,19095
2025-01-23,4649.72119140625,4784.64990234375,4827.9501953125,4770.0,4800.0,14793
2025-01-24,4581.01513671875,4713.9501953125,4811.10009765625,4700.0,4811.10009765625,18427
2025-01-27,4461.9697265625,4591.4501953125,4687.10009765625,4540.10009765625,4676.0498046875,13643
2025-01-28,4298.5615234375,4423.2998046875,4658.5,4413.0498046875,4599.89990234375,22013
2025-01-29,4360.07666015625,4486.60009765625,4521.25,4425.0498046875,4429.89990234375,13923
2025-01-30,4391.70849609375,4519.14990234375,4573.5,4494.60009765625,4550.0,10750
2025-01-31,4410.2216796875,4538.2001953125,4562.85009765625,4450.0498046875,4450.0498046875,13735
2025-02-01,4434.17626953125,4562.85009765625,4594.89990234375,4461.0,4466.0498046875,12138
2025-02-03,4377.13134765625,4504.14990234375,4575.0,4376.0498046875,4575.0,24868
2025-02-04,4300.99072265625,4425.7998046875,4516.39990234375,4411.25,4514.89990234375,16429
2025-02-05,4253.5673828125,4377.0,4469.0,4351.0,4469.0,39060
2025-02-06,4290.447265625,4414.9501953125,4445.9501953125,4370.75,4399.0,26813
2025-02-07,4235.005859375,4357.89990234375,4459.7998046875,4329.35009765625,4459.7998046875,17807
2025-02-10,4128.30224609375,4248.10009765625,4347.0,4230.10009765625,4301.0,16807
2025-02-11,3995.214111328125,4111.14990234375,4278.75,4060.0,4278.75,21760
2025-02-12,4004.348876953125,4120.5498046875,4143.85009765625,4010.550048828125,4126.39990234375,20677
2025-02-13,4051.481201171875,4169.0498046875,4425.4501953125,4089.0,4110.0,116608
2025-02-14,4060.421875,4178.25,4248.7998046875,4062.0,4199.0,23705
2025-02-17,4035.398193359375,4152.5,4193.35009765625,4050.050048828125,4178.25,27337
2025-02-18,4008.625244140625,4124.9501953125,4152.7998046875,4070.5,4129.5,18080
2025-02-19,4014.164306640625,4130.64990234375,4188.0,4075.0,4139.0,13696
2025-02-20,3994.14501953125,4110.0498046875,4151.39990234375,4070.0,4151.35009765625,203656
2025-02-21,3979.616943359375,4095.10009765625,4179.5,4080.39990234375,4137.0,16716
2025-02-24,4074.51318359375,4192.75,4470.0,4095.0,4095.10009765625,1098565
2025-02-25,4008.8193359375,4125.14990234375,4215.89990234375,4106.0498046875,4189.60009765625,46306
2025-02-27,3935.885986328125,4050.10009765625,4140.0,4011.89990234375,4118.7001953125,33270
2025-02-28,3936.517578125,4050.75,4088.800048828125,3910.0,4000.25,52535
2025-03-03,3829.716796875,3940.85009765625,4130.0,3871.10009765625,4130.0,59107
2025-03-04,3873.7392578125,3986.14990234375,4004.0,3865.0,3910.050048828125,31580
2025-03-05,3957.60546875,4072.449951171875,4082.39990234375,3960.199951171875,3970.0,23220
2025-03-06,3995.214111328125,4111.14990234375,4139.0498046875,4067.800048828125,4125.0,15514
2025-03-07,4021.695556640625,4138.39990234375,4163.35009765625,4097.7001953125,4111.14990234375,17450
2025-03-10,4031.365234375,4148.35009765625,4196.0,4090.5,4138.39990234375,30435
2025-03-11,3976.5556640625,4091.949951171875,4141.0498046875,4008.14990234375,4053.64990234375,43080
2025-03-12,3960.6181640625,4075.550048828125,4098.0,4026.0,4055.25,24063
2025-03-13,3950.705810546875,4065.35009765625,4097.64990234375,4035.14990234375,4082.0,36328
2025-03-17,3978.25634765625,4093.699951171875,4128.0,4050.949951171875,4085.64990234375,12510
2025-03-18,3978.25634765625,4093.699951171875,4093.699951171875,4093.699951171875,4093.699951171875,0
2025-03-19,3953.4267578125,4068.14990234375,4124.0,4060.0,4086.14990234375,23066
2025-03-20,3999.2958984375,4115.35009765625,4165.7998046875,4065.050048828125,4072.10009765625,30645
2025-03-21,4000.99658203125,4117.10009765625,4176.5,4093.85009765625,4125.0,39956
2025-03-24,3982.192138671875,4097.75,4193.7998046875,4080.050048828125,4120.0,38368
2025-03-25,3976.75,4092.14990234375,4160.0,4075.0,4160.0,15764
2025-03-26,3897.013916015625,4010.10009765625,4120.0,3997.0,4093.5,30021
2025-03-27,3861.0087890625,3973.050048828125,4031.0,3966.0,4023.0,44601
2025-03-28,3891.57177734375,4004.5,4104.89990234375,3954.64990234375,3970.0,57644
2025-04-01,3922.232177734375,4036.050048828125,4052.550048828125,3980.0,3992.5,15600
2025-04-02,3933.21337890625,4047.35009765625,4058.0,3975.550048828125,4055.0,13775
2025-04-03,3955.12744140625,4069.89990234375,4149.5,4004.050048828125,4100.0,30289
2025-04-04,3904.010986328125,4017.300048828125,4069.85009765625,3955.0,4069.85009765625,26065
2025-04-07,3803.380859375,3913.75,3941.25,3701.0,3701.0,28382
2025-04-08,3910.230224609375,4023.699951171875,4033.0,3894.300048828125,3990.85009765625,21052
2025-04-09,3921.114501953125,4034.89990234375,4075.85009765625,3941.14990234375,4000.0,17883
2025-04-11,3965.185546875,4080.25,4115.60009765625,4001.199951171875,4115.60009765625,19928
2025-04-15,4079.517822265625,4197.89990234375,4229.89990234375,4050.0,4130.0,34401
2025-04-16,4083.3076171875,4201.7998046875,4214.10009765625,4164.0,4204.5,14700
2025-04-17,4046.768310546875,4164.2001953125,4202.89990234375,4151.0,4197.0,17456
2025-04-21,4073.200927734375,4191.39990234375,4199.0,4125.0,4165.0,21385
2025-04-22,4134.521484375,4254.5,4269.2998046875,4163.2001953125,4200.0,22097
2025-04-23,4123.83203125,4243.5,4268.0,4179.60009765625,4267.7998046875,15935
