date_,adj close_eclerx.ns,close_eclerx.ns,high_eclerx.ns,low_eclerx.ns,open_eclerx.ns,volume_eclerx.ns
2024-03-26,2340.408447265625,2341.800048828125,2428.0,2330.14990234375,2403.0,60552
2024-03-27,2385.681396484375,2387.10009765625,2399.0,2342.0,2342.0,26408
2024-03-28,2365.893310546875,2367.300048828125,2414.699951171875,2336.0,2389.449951171875,59087
2024-04-01,2391.827880859375,2393.25,2429.449951171875,2342.39990234375,2350.0,31788
2024-04-02,2379.135498046875,2380.550048828125,2420.0,2370.0,2399.89990234375,26047
2024-04-03,2449.09375,2450.550048828125,2467.949951171875,2375.800048828125,2399.550048828125,66840
2024-04-04,2475.827880859375,2477.300048828125,2549.89990234375,2460.050048828125,2465.199951171875,170742
2024-04-05,2475.37841796875,2476.85009765625,2506.449951171875,2436.64990234375,2499.0,87598
2024-04-08,2476.827392578125,2478.300048828125,2524.449951171875,2454.25,2506.0,127062
2024-04-09,2476.577392578125,2478.050048828125,2498.0,2440.050048828125,2498.0,39977
2024-04-10,2483.97314453125,2485.449951171875,2518.949951171875,2468.64990234375,2475.0,23375
2024-04-12,2435.501708984375,2436.949951171875,2504.699951171875,2427.5,2493.0,35840
2024-04-15,2459.887451171875,2461.35009765625,2474.89990234375,2362.14990234375,2431.0,35880
2024-04-16,2441.29833984375,2442.75,2479.449951171875,2380.0,2451.050048828125,36272
2024-04-18,2448.444091796875,2449.89990234375,2466.0,2437.550048828125,2443.949951171875,21451
2024-04-19,2406.76904296875,2408.199951171875,2442.300048828125,2389.949951171875,2415.0,39748
2024-04-22,2328.615478515625,2330.0,2395.300048828125,2322.949951171875,2350.0,66049
2024-04-23,2351.001953125,2352.39990234375,2364.949951171875,2323.0,2361.0,18900
2024-04-24,2409.66748046875,2411.10009765625,2448.5,2342.300048828125,2360.0,43135
2024-04-25,2453.391357421875,2454.85009765625,2464.800048828125,2371.10009765625,2404.050048828125,28105
2024-04-26,2429.15576171875,2430.60009765625,2469.14990234375,2422.14990234375,2454.85009765625,26369
2024-04-29,2483.07373046875,2484.550048828125,2506.64990234375,2406.75,2421.60009765625,27015
2024-04-30,2462.185791015625,2463.64990234375,2498.0,2445.0,2484.949951171875,22350
2024-05-02,2448.444091796875,2449.89990234375,2485.0,2425.5,2464.0,18687
2024-05-03,2417.462646484375,2418.89990234375,2479.25,2410.0,2449.89990234375,21179
2024-05-06,2369.541015625,2370.949951171875,2470.0,2354.64990234375,2415.800048828125,27594
2024-05-07,2382.283447265625,2383.699951171875,2393.60009765625,2310.0,2360.10009765625,28750
2024-05-08,2373.3388671875,2374.75,2389.75,2315.0,2359.85009765625,15763
2024-05-09,2332.313232421875,2333.699951171875,2404.85009765625,2320.449951171875,2374.75,19137
2024-05-10,2294.23583984375,2295.60009765625,2373.0,2280.300048828125,2369.0,54464
2024-05-13,2174.406982421875,2175.699951171875,2329.0,2151.300048828125,2329.0,133150
2024-05-14,2243.365966796875,2244.699951171875,2280.0,2129.050048828125,2182.0,132654
2024-05-15,2301.081787109375,2302.449951171875,2331.89990234375,2262.10009765625,2264.0,53132
2024-05-16,2400.47265625,2401.89990234375,2414.0,2340.0,2344.949951171875,80758
2024-05-17,2277.44580078125,2278.800048828125,2349.89990234375,2252.0,2340.0,441981
2024-05-21,2342.457275390625,2343.85009765625,2364.5,2305.050048828125,2364.5,66898
2024-05-22,2318.121826171875,2319.5,2353.949951171875,2300.0,2343.85009765625,66055
2024-05-23,2274.79736328125,2276.14990234375,2341.39990234375,2270.050048828125,2330.949951171875,60918
2024-05-24,2242.91650390625,2244.25,2304.699951171875,2242.0,2289.0,63565
2024-05-27,2179.504150390625,2180.800048828125,2268.0,2153.050048828125,2258.0,314062
2024-05-28,2179.60400390625,2180.89990234375,2208.60009765625,2159.25,2193.39990234375,71111
2024-05-29,2213.333984375,2214.64990234375,2220.64990234375,2173.550048828125,2189.85009765625,37507
2024-05-30,2213.73388671875,2215.050048828125,2240.0,2200.0,2214.449951171875,32729
2024-05-31,2192.59619140625,2193.89990234375,2229.699951171875,2184.39990234375,2229.699951171875,40787
2024-06-03,2190.0478515625,2191.35009765625,2245.0,2179.0,2240.0,47585
2024-06-04,2161.964599609375,2163.25,2229.800048828125,2132.199951171875,2197.800048828125,75730
2024-06-05,2127.884765625,2129.14990234375,2185.449951171875,2114.0,2174.0,138583
2024-06-06,2219.73046875,2221.050048828125,2232.0,2150.25,2150.25,84426
2024-06-07,2317.222412109375,2318.60009765625,2340.0,2223.5,2233.0,122147
2024-06-10,2405.2197265625,2406.64990234375,2431.85009765625,2321.0,2342.0,216310
2024-06-11,2401.422119140625,2402.85009765625,2427.14990234375,2370.10009765625,2406.050048828125,73991
2024-06-12,2385.481689453125,2386.89990234375,2414.85009765625,2380.0,2408.0,32923
2024-06-13,2410.716552734375,2412.14990234375,2424.39990234375,2388.0,2398.85009765625,36526
2024-06-14,2378.735595703125,2380.14990234375,2410.75,2378.25,2410.75,36426
2024-06-18,2367.89208984375,2369.300048828125,2449.0,2364.949951171875,2392.199951171875,77198
2024-06-19,2380.7841796875,2382.199951171875,2392.0,2350.0,2376.050048828125,47563
2024-06-20,2373.688720703125,2375.10009765625,2397.0,2338.5,2380.0,125785
2024-06-21,2405.070068359375,2406.5,2512.0,2385.050048828125,2400.0,219206
2024-06-24,2361.046142578125,2362.449951171875,2417.0,2349.5,2406.199951171875,124903
2024-06-25,2364.493896484375,2365.89990234375,2416.64990234375,2358.0,2398.0,106919
2024-06-26,2407.2685546875,2408.699951171875,2433.699951171875,2383.050048828125,2389.39990234375,60205
2024-06-27,2394.37646484375,2395.800048828125,2429.0,2385.10009765625,2420.0,49482
2024-06-28,2417.66259765625,2419.10009765625,2430.800048828125,2405.0,2410.0,33241
2024-07-01,2443.397216796875,2444.85009765625,2453.800048828125,2385.14990234375,2436.0,129155
2024-07-02,2455.739990234375,2457.199951171875,2470.0,2442.050048828125,2455.0,119609
2024-07-03,2517.00341796875,2518.5,2525.0,2451.300048828125,2476.39990234375,160251
2024-07-04,2515.254638671875,2516.75,2563.0,2473.14990234375,2475.14990234375,106289
2024-07-05,2500.163330078125,2501.64990234375,2524.949951171875,2488.550048828125,2516.0,44932
2024-07-08,2499.763671875,2501.25,2519.75,2462.699951171875,2501.64990234375,120345
2024-07-09,2501.312744140625,2502.800048828125,2514.5,2467.14990234375,2484.0,33551
2024-07-10,2538.190673828125,2539.699951171875,2550.0,2440.550048828125,2499.949951171875,61745
2024-07-11,2518.552490234375,2520.050048828125,2548.699951171875,2501.25,2539.699951171875,36667
2024-07-12,2552.582275390625,2554.10009765625,2645.0,2503.699951171875,2520.050048828125,148076
2024-07-15,2526.5478515625,2528.050048828125,2573.0,2509.0,2573.0,36336
2024-07-16,2496.015869140625,2497.5,2530.5,2482.699951171875,2528.050048828125,30622
2024-07-18,2474.728515625,2476.199951171875,2503.64990234375,2441.0,2475.0,63574
2024-07-19,2430.90478515625,2432.35009765625,2511.25,2419.949951171875,2465.14990234375,30636
2024-07-22,2433.103271484375,2434.550048828125,2445.35009765625,2380.0,2390.0,41236
2024-07-23,2380.634765625,2382.050048828125,2444.85009765625,2351.0,2399.0,83667
2024-07-24,2429.6552734375,2431.10009765625,2437.0,2375.0,2383.699951171875,37555
2024-07-25,2391.827880859375,2393.25,2429.0,2374.199951171875,2429.0,38679
2024-07-26,2389.07958984375,2390.5,2417.10009765625,2374.0,2396.0,30459
2024-07-29,2364.14453125,2365.550048828125,2426.35009765625,2355.5,2399.89990234375,136117
2024-07-30,2398.22412109375,2399.64990234375,2414.0,2337.0,2365.25,60913
2024-07-31,2394.12646484375,2395.550048828125,2413.699951171875,2377.10009765625,2413.699951171875,60425
2024-08-01,2441.697998046875,2443.14990234375,2480.0,2395.550048828125,2395.550048828125,55581
2024-08-02,2438.5,2439.949951171875,2451.050048828125,2410.0,2440.0,32620
2024-08-05,2418.4619140625,2419.89990234375,2430.0,2325.85009765625,2400.0,89187
2024-08-06,2484.372802734375,2485.85009765625,2499.949951171875,2411.64990234375,2415.89990234375,153297
2024-08-07,2484.672607421875,2486.14990234375,2523.0,2403.60009765625,2523.0,78237
2024-08-08,2525.748291015625,2527.25,2536.949951171875,2472.60009765625,2495.0,66124
2024-08-09,2479.975341796875,2481.449951171875,2575.0,2436.050048828125,2550.0,77563
2024-08-12,2554.48095703125,2556.0,2565.0,2458.0,2458.0,58918
2024-08-13,2483.173583984375,2484.64990234375,2585.699951171875,2477.10009765625,2570.0,116062
2024-08-14,2400.722412109375,2402.14990234375,2469.949951171875,2371.0,2460.0,34452
2024-08-16,2485.8720703125,2487.35009765625,2509.800048828125,2402.14990234375,2402.14990234375,96577
2024-08-19,2697.09619140625,2698.699951171875,2758.35009765625,2470.199951171875,2470.199951171875,388509
2024-08-20,2687.15234375,2688.75,2733.0,2636.10009765625,2723.0,84293
2024-08-21,2753.113037109375,2754.75,2769.0,2644.75,2707.89990234375,110862
2024-08-22,2680.756103515625,2682.35009765625,2784.0,2660.050048828125,2740.0,47980
2024-08-23,2717.234619140625,2718.85009765625,2729.0,2648.550048828125,2686.0,39722
2024-08-26,2755.161865234375,2756.800048828125,2775.0,2706.5,2749.89990234375,34443
2024-08-27,2807.58056640625,2809.25,2960.949951171875,2732.64990234375,2764.699951171875,547806
2024-08-28,2858.050537109375,2859.75,2926.0,2814.0,2847.85009765625,143258
2024-08-29,2834.564697265625,2836.25,2909.449951171875,2795.449951171875,2870.0,79186
2024-08-30,2902.074462890625,2903.800048828125,2925.0,2817.39990234375,2838.89990234375,66880
2024-09-02,2852.853759765625,2854.550048828125,2995.0,2825.14990234375,2944.0,198869
2024-09-03,2897.927001953125,2899.64990234375,2945.0,2835.60009765625,2872.0,137354
2024-09-04,2868.344482421875,2870.050048828125,2902.550048828125,2848.0,2848.0,68872
2024-09-05,2903.173583984375,2904.89990234375,2923.0,2870.0,2881.85009765625,79727
2024-09-06,2831.8916015625,2832.60009765625,2960.89990234375,2818.0,2910.0,124982
2024-09-09,2775.505615234375,2776.199951171875,2875.10009765625,2692.39990234375,2865.0,67709
2024-09-10,2754.710693359375,2755.39990234375,2794.050048828125,2736.25,2776.199951171875,77001
2024-09-11,2789.30224609375,2790.0,2821.800048828125,2759.60009765625,2800.0,126429
2024-09-12,2794.5009765625,2795.199951171875,2858.699951171875,2755.449951171875,2858.699951171875,58126
2024-09-13,2813.096435546875,2813.800048828125,2864.050048828125,2777.5,2801.10009765625,77308
2024-09-16,2766.85791015625,2767.550048828125,2860.0,2738.0,2800.0,70926
2024-09-17,2709.77197265625,2710.449951171875,2775.0,2700.0,2767.800048828125,90632
2024-09-18,2701.82421875,2702.5,2728.0,2650.0,2708.0,48028
2024-09-19,2707.822509765625,2708.5,2749.0,2685.699951171875,2715.0,59429
2024-09-20,2704.723388671875,2705.39990234375,2742.60009765625,2687.550048828125,2742.60009765625,34778
2024-09-23,2721.269287109375,2721.949951171875,2740.0,2680.0,2705.39990234375,56274
2024-09-24,2724.46826171875,2725.14990234375,2809.35009765625,2707.550048828125,2722.199951171875,71210
2024-09-25,2878.8798828125,2879.60009765625,3118.0,2700.0,2703.35009765625,2440492
2024-09-26,2964.258544921875,2965.0,3020.0,2880.14990234375,2895.949951171875,664606
2024-09-27,2996.550537109375,2997.300048828125,3065.0,2971.14990234375,2984.699951171875,333202
2024-09-30,3007.2978515625,3008.050048828125,3024.949951171875,2910.0,2997.300048828125,138102
2024-10-01,3078.429931640625,3079.199951171875,3099.0,2995.0,3008.0,207288
2024-10-03,3000.54931640625,3001.300048828125,3060.050048828125,2975.050048828125,2977.0,68314
2024-10-04,3020.744384765625,3021.5,3055.0,2909.800048828125,2981.0,103404
2024-10-07,3076.280517578125,3077.050048828125,3217.0,2987.25,3024.0,612816
2024-10-08,3140.414306640625,3141.199951171875,3179.64990234375,2988.89990234375,3036.14990234375,262771
2024-10-09,3119.169677734375,3119.949951171875,3180.0,3106.300048828125,3168.0,114798
2024-10-10,3068.63232421875,3069.39990234375,3146.85009765625,3055.14990234375,3128.5,94325
2024-10-11,3089.777099609375,3090.550048828125,3109.449951171875,3041.0,3069.39990234375,45112
2024-10-14,3051.13671875,3051.89990234375,3108.0,2984.14990234375,3102.10009765625,101753
2024-10-15,3068.482421875,3069.25,3103.0,3005.10009765625,3049.050048828125,82840
2024-10-16,2993.85107421875,2994.60009765625,3057.199951171875,2956.199951171875,3054.89990234375,48645
2024-10-17,3009.04736328125,3009.800048828125,3034.449951171875,2972.949951171875,2994.85009765625,134189
2024-10-18,3003.5986328125,3004.35009765625,3040.89990234375,2934.050048828125,3003.0,45660
2024-10-21,2928.367431640625,2929.10009765625,3012.699951171875,2915.0,3001.0,27355
2024-10-22,2843.78857421875,2844.5,2947.14990234375,2824.75,2942.0,62447
2024-10-23,2839.939453125,2840.64990234375,2890.0,2822.199951171875,2854.0,71811
2024-10-24,2783.3037109375,2784.0,2839.449951171875,2722.550048828125,2829.0,57597
2024-10-25,2772.106689453125,2772.800048828125,2797.949951171875,2707.35009765625,2766.0,84830
2024-10-28,2719.86962890625,2720.550048828125,2786.699951171875,2651.10009765625,2779.0,117405
2024-10-29,2860.184326171875,2860.89990234375,2872.0,2725.800048828125,2728.35009765625,92031
2024-10-30,2984.00341796875,2984.75,3009.0,2850.89990234375,2856.449951171875,87876
2024-10-31,2909.822021484375,2910.550048828125,2999.39990234375,2900.0,2984.75,59119
2024-11-01,2961.059326171875,2961.800048828125,2982.25,2930.0,2950.0,6578
2024-11-04,2997.400146484375,2998.14990234375,3004.39990234375,2901.0,2947.050048828125,74067
2024-11-05,3039.1396484375,3039.89990234375,3094.050048828125,2961.60009765625,3000.0,116310
2024-11-06,3284.028564453125,3284.85009765625,3345.300048828125,2968.60009765625,3150.0,1390879
2024-11-07,3294.52587890625,3295.35009765625,3430.0,3189.449951171875,3239.89990234375,508776
2024-11-08,3239.439697265625,3240.25,3326.35009765625,3220.0,3310.85009765625,133564
2024-11-11,3380.004638671875,3380.85009765625,3410.0,3200.050048828125,3215.0,290581
2024-11-12,3320.869140625,3321.699951171875,3443.0,3300.0,3385.0,199297
2024-11-13,3321.56884765625,3322.39990234375,3387.949951171875,3276.25,3276.25,132151
2024-11-14,3338.664794921875,3339.5,3415.5,3325.0,3370.0,104941
2024-11-18,3128.067626953125,3128.85009765625,3399.0,3113.25,3320.300048828125,163834
2024-11-19,3223.193603515625,3224.0,3324.0,3128.85009765625,3128.85009765625,157270
2024-11-21,3314.02099609375,3314.85009765625,3362.449951171875,3172.64990234375,3224.0,193006
2024-11-22,3266.73291015625,3267.550048828125,3389.85009765625,3247.5,3341.0,114159
2024-11-25,3308.372314453125,3309.199951171875,3368.949951171875,3262.300048828125,3294.0,68451
2024-11-26,3377.655029296875,3378.5,3418.449951171875,3340.0,3342.39990234375,100832
2024-11-27,3461.984130859375,3462.85009765625,3515.85009765625,3363.550048828125,3413.5,296770
2024-11-28,3454.98583984375,3455.85009765625,3526.0,3425.0,3486.949951171875,97376
2024-11-29,3486.427978515625,3487.300048828125,3511.0,3437.35009765625,3470.0,89397
2024-12-02,3541.1640625,3542.050048828125,3558.0,3445.0,3510.0,110456
2024-12-03,3557.31005859375,3558.199951171875,3595.64990234375,3520.050048828125,3542.10009765625,74679
2024-12-04,3610.49658203125,3611.39990234375,3624.800048828125,3537.550048828125,3540.0,81925
2024-12-05,3699.824462890625,3700.75,3711.0,3600.0,3600.0,112151
2024-12-06,3614.94580078125,3615.85009765625,3873.64990234375,3605.0,3724.550048828125,219099
2024-12-09,3677.8798828125,3678.800048828125,3700.0,3615.85009765625,3634.949951171875,62319
2024-12-10,3724.518310546875,3725.449951171875,3750.0,3652.699951171875,3675.10009765625,62102
2024-12-11,3795.8505859375,3796.800048828125,3860.0,3742.89990234375,3845.0,219915
2024-12-12,3833.89111328125,3834.85009765625,3874.5,3783.949951171875,3810.0,90547
2024-12-13,3814.595703125,3815.550048828125,3843.25,3780.050048828125,3829.050048828125,81182
2024-12-16,3832.4912109375,3833.449951171875,3877.0,3820.0,3850.0,127000
2024-12-17,3756.210205078125,3757.14990234375,3853.050048828125,3731.60009765625,3853.050048828125,113641
2024-12-18,3739.0146484375,3739.949951171875,3815.60009765625,3691.050048828125,3770.050048828125,76442
2024-12-19,3737.864990234375,3738.800048828125,3799.0,3703.35009765625,3799.0,127186
2024-12-20,3608.04736328125,3608.949951171875,3765.75,3574.449951171875,3748.800048828125,58201
2024-12-23,3610.99658203125,3611.89990234375,3692.75,3596.199951171875,3637.89990234375,107112
2024-12-24,3624.84326171875,3625.75,3668.0,3523.0,3668.0,73836
2024-12-26,3551.111572265625,3552.0,3629.550048828125,3502.85009765625,3618.10009765625,61044
2024-12-27,3649.187255859375,3650.10009765625,3662.60009765625,3531.199951171875,3549.75,69551
2024-12-30,3501.52392578125,3502.39990234375,3649.14990234375,3440.050048828125,3630.0,158016
2024-12-31,3482.52880859375,3483.39990234375,3518.050048828125,3453.050048828125,3512.5,125717
2025-01-01,3466.182861328125,3467.050048828125,3679.5,3391.14990234375,3557.75,273340
2025-01-02,3516.42041015625,3517.300048828125,3549.0,3470.25,3499.800048828125,136398
2025-01-03,3506.772705078125,3507.64990234375,3568.949951171875,3481.449951171875,3548.800048828125,59463
2025-01-06,3388.15234375,3389.0,3527.25,3361.10009765625,3507.64990234375,65363
2025-01-07,3389.752197265625,3390.60009765625,3430.0,3335.449951171875,3366.0,82893
2025-01-08,3334.665771484375,3335.5,3399.0,3320.050048828125,3357.0,59347
2025-01-09,3268.482421875,3269.300048828125,3331.449951171875,3251.0,3315.0,45112
2025-01-10,3269.132080078125,3269.949951171875,3363.199951171875,3240.0,3269.0,69628
2025-01-13,3202.448974609375,3203.25,3308.39990234375,3150.0,3244.0,82756
2025-01-14,3187.6025390625,3188.39990234375,3315.14990234375,3153.89990234375,3165.0,94788
2025-01-15,3214.046142578125,3214.85009765625,3248.39990234375,3125.89990234375,3230.0,174078
2025-01-16,3266.182861328125,3267.0,3290.0,3214.050048828125,3270.0,33770
2025-01-17,3201.948974609375,3202.75,3269.60009765625,3190.64990234375,3260.0,30454
2025-01-20,3242.588623046875,3243.39990234375,3265.5,3175.64990234375,3202.75,30170
2025-01-21,3242.538818359375,3243.35009765625,3266.25,3191.949951171875,3245.64990234375,57906
2025-01-22,3154.4609375,3155.25,3245.60009765625,3064.89990234375,3230.0,76501
2025-01-23,3176.4052734375,3177.199951171875,3241.0,3119.800048828125,3144.0,103949
2025-01-24,3067.28271484375,3068.050048828125,3225.050048828125,3052.0,3184.699951171875,135497
2025-01-27,2995.05078125,2995.800048828125,3040.0,2923.35009765625,3039.949951171875,75086
2025-01-28,2980.1044921875,2980.85009765625,2995.800048828125,2879.699951171875,2985.0,48528
2025-01-29,3132.266357421875,3133.050048828125,3150.0,2974.949951171875,2975.0,48398
2025-01-30,3003.248779296875,3004.0,3059.39990234375,2931.050048828125,2980.0,185494
2025-01-31,3057.385009765625,3058.14990234375,3074.0,2946.800048828125,3004.449951171875,78320
2025-02-01,3200.49951171875,3201.300048828125,3220.0,3063.0,3063.0,39163
2025-02-03,3211.546630859375,3212.35009765625,3232.35009765625,3080.050048828125,3145.0,118912
2025-02-04,3195.250732421875,3196.050048828125,3257.39990234375,3178.64990234375,3215.0,58406
2025-02-05,3298.1748046875,3299.0,3317.300048828125,3169.199951171875,3194.050048828125,48607
2025-02-06,3179.70458984375,3180.5,3297.5,3138.949951171875,3297.5,138364
2025-02-07,3194.15087890625,3194.949951171875,3265.64990234375,3150.0,3157.0,55283
2025-02-10,3147.062744140625,3147.85009765625,3224.64990234375,3111.0,3221.800048828125,40749
2025-02-11,3037.639892578125,3038.39990234375,3147.89990234375,3007.5,3115.14990234375,37812
2025-02-12,3092.626220703125,3093.39990234375,3246.0,2930.0,3040.0,37174
2025-02-13,3078.77978515625,3079.550048828125,3124.550048828125,3000.0,3090.5,55737
2025-02-14,3099.32470703125,3100.10009765625,3130.0,2951.0,3079.550048828125,57914
2025-02-17,2998.94970703125,2999.699951171875,3150.0,2951.449951171875,3100.199951171875,84690
2025-02-18,3027.142578125,3027.89990234375,3054.75,2950.0,3000.0,54665
2025-02-19,3111.671630859375,3112.449951171875,3132.949951171875,3002.25,3002.25,31607
2025-02-20,3119.819580078125,3120.60009765625,3159.0,3083.10009765625,3150.0,26215
2025-02-21,3118.169921875,3118.949951171875,3225.0,3052.0,3052.0,87957
2025-02-24,3074.5810546875,3075.35009765625,3097.89990234375,3020.0,3093.75,52310
2025-02-25,3018.494873046875,3019.25,3089.85009765625,3001.25,3035.0,38900
2025-02-27,2950.2119140625,2950.949951171875,3037.949951171875,2933.0,3019.0,40418
2025-02-28,2833.191162109375,2833.89990234375,2999.0,2812.14990234375,2950.949951171875,69059
2025-03-03,2621.89404296875,2622.550048828125,2851.75,2610.0,2830.0,118956
2025-03-04,2666.982666015625,2667.64990234375,2681.5,2500.0,2506.699951171875,202928
2025-03-05,2692.026611328125,2692.699951171875,2811.89990234375,2603.0,2603.0,154796
2025-03-06,2786.752685546875,2787.449951171875,2819.0,2669.050048828125,2729.699951171875,76078
2025-03-07,2792.401611328125,2793.10009765625,2851.050048828125,2758.199951171875,2787.0,40159
2025-03-10,2696.12548828125,2696.800048828125,2815.0,2685.800048828125,2765.14990234375,48668
2025-03-11,2591.5517578125,2592.199951171875,2675.800048828125,2554.300048828125,2659.0,63620
2025-03-12,2614.595947265625,2615.25,2678.60009765625,2553.75,2598.699951171875,107857
2025-03-13,2520.519287109375,2521.14990234375,2620.0,2498.14990234375,2571.0,97430
2025-03-17,2511.32177734375,2511.949951171875,2595.300048828125,2500.0,2521.14990234375,50612
2025-03-18,2511.32177734375,2511.949951171875,2511.949951171875,2511.949951171875,2511.949951171875,0
2025-03-19,2583.853515625,2584.5,2637.10009765625,2561.0,2601.64990234375,48353
2025-03-20,2620.14453125,2620.800048828125,2650.199951171875,2592.0,2612.5,37935
2025-03-21,2748.612548828125,2749.300048828125,2772.60009765625,2585.050048828125,2595.0,117567
2025-03-24,2757.510009765625,2758.199951171875,2789.89990234375,2714.85009765625,2735.0,42443
2025-03-25,2768.907470703125,2769.60009765625,2815.0,2725.0,2759.5,146102
2025-03-26,2741.9638671875,2742.64990234375,2799.800048828125,2722.60009765625,2780.0,52778
2025-03-27,2762.458740234375,2763.14990234375,2793.0,2694.449951171875,2742.64990234375,45542
2025-03-28,2776.305419921875,2777.0,2795.0,2724.60009765625,2795.0,54204
2025-04-01,2736.91552734375,2737.60009765625,2795.0,2705.0,2760.0,21958
2025-04-02,2744.71337890625,2745.39990234375,2759.85009765625,2676.39990234375,2737.89990234375,27973
2025-04-03,2780.654541015625,2781.35009765625,2801.35009765625,2695.199951171875,2700.75,27967
2025-04-04,2642.98876953125,2643.64990234375,2798.949951171875,2585.0,2781.64990234375,48093
2025-04-07,2496.12548828125,2496.75,2550.0,2168.0,2168.0,91535
2025-04-08,2501.524169921875,2502.14990234375,2575.0,2443.0,2511.10009765625,49798
2025-04-09,2413.4462890625,2414.050048828125,2479.0,2385.050048828125,2479.0,56761
2025-04-11,2401.59912109375,2402.199951171875,2522.550048828125,2371.10009765625,2500.0,127591
2025-04-15,2505.473388671875,2506.10009765625,2559.0,2420.0,2420.0,59227
2025-04-16,2516.5703125,2517.199951171875,2558.0,2495.0,2540.199951171875,21291
2025-04-17,2502.573974609375,2503.199951171875,2515.0,2478.10009765625,2515.0,23670
