date_,adj close_chamblfert.ns,close_chamblfert.ns,high_chamblfert.ns,low_chamblfert.ns,open_chamblfert.ns,volume_chamblfert.ns
2024-03-19,328.61083984375,340.8999938964844,345.79998779296875,338.0,343.95001220703125,839367
2024-03-20,325.47796630859375,337.6499938964844,343.0,333.8500061035156,339.04998779296875,986823
2024-03-21,331.4544677734375,343.8500061035156,345.0,339.0,339.0,697485
2024-03-22,331.4544677734375,343.8500061035156,346.5,342.79998779296875,343.5,515830
2024-03-26,331.02069091796875,343.3999938964844,347.5,340.1000061035156,343.5,975189
2024-03-27,331.5990905761719,344.0,350.25,342.1499938964844,343.75,1202208
2024-03-28,329.67120361328125,342.0,347.8999938964844,340.95001220703125,346.29998779296875,1412096
2024-04-01,344.5642395019531,357.45001220703125,358.5,343.0,343.0,935237
2024-04-02,348.9983825683594,362.04998779296875,364.5,355.3999938964844,357.45001220703125,1076316
2024-04-03,360.614013671875,374.1000061035156,376.0,358.0,358.0,2582068
2024-04-04,355.9870300292969,369.29998779296875,378.0,368.0,376.0,1196791
2024-04-05,367.0242919921875,380.75,381.95001220703125,369.29998779296875,369.8999938964844,4720050
2024-04-08,363.6986083984375,377.29998779296875,384.0,374.8500061035156,383.3999938964844,1243718
2024-04-09,360.8067932128906,374.29998779296875,382.0,372.0,377.29998779296875,1148808
2024-04-10,367.2652587890625,381.0,386.70001220703125,374.45001220703125,374.79998779296875,2705366
2024-04-12,359.89105224609375,373.3500061035156,380.8500061035156,371.5,379.0,1273107
2024-04-15,352.7095947265625,365.8999938964844,369.8999938964844,357.45001220703125,365.20001220703125,1100255
2024-04-16,360.0356750488281,373.5,376.1499938964844,363.6000061035156,365.6499938964844,1373840
2024-04-18,352.27581787109375,365.45001220703125,376.1499938964844,363.75,375.0,894766
2024-04-19,356.1798095703125,369.5,371.5,355.0,360.25,1238506
2024-04-22,358.9270935058594,372.3500061035156,374.3500061035156,367.25,372.0,633534
2024-04-23,366.6868896484375,380.3999938964844,382.0,369.75,374.29998779296875,1419210
2024-04-24,387.7010498046875,402.20001220703125,406.6000061035156,383.0,384.6000061035156,14988976
2024-04-25,394.1112976074219,408.8500061035156,412.79998779296875,402.20001220703125,404.0,5368467
2024-04-26,407.60662841796875,422.8500061035156,426.95001220703125,411.3500061035156,411.95001220703125,6127647
2024-04-29,411.31781005859375,426.70001220703125,439.0,424.0,426.20001220703125,4754833
2024-04-30,409.1007385253906,424.3999938964844,431.79998779296875,422.1000061035156,426.75,2119086
2024-05-02,400.4251403808594,415.3999938964844,428.6000061035156,415.0,424.3999938964844,1735535
2024-05-03,391.0748596191406,405.70001220703125,417.70001220703125,400.3500061035156,417.70001220703125,2809862
2024-05-06,386.6888732910156,401.1499938964844,414.79998779296875,399.45001220703125,405.70001220703125,2040903
2024-05-07,375.0250549316406,389.04998779296875,402.8999938964844,384.5,402.8999938964844,2062159
2024-05-08,390.1109313964844,404.70001220703125,406.54998779296875,384.5,389.0,3562398
2024-05-09,373.0489501953125,387.0,413.0,385.3500061035156,406.8999938964844,2636899
2024-05-10,379.1700439453125,393.3500061035156,395.0,382.6000061035156,389.1000061035156,1164524
2024-05-13,378.1579284667969,392.29998779296875,396.5,382.29998779296875,391.8500061035156,1392921
2024-05-14,384.3753967285156,398.75,399.8500061035156,388.6499938964844,391.79998779296875,913130
2024-05-15,385.77313232421875,400.20001220703125,408.0,398.54998779296875,401.95001220703125,1409942
2024-05-16,389.29156494140625,403.8500061035156,405.0,397.54998779296875,401.95001220703125,919576
2024-05-17,390.3518981933594,404.95001220703125,408.70001220703125,402.75,406.75,985894
2024-05-21,388.0384216308594,402.54998779296875,405.0,393.54998779296875,399.8999938964844,1244004
2024-05-22,383.2186279296875,397.54998779296875,404.25,396.1499938964844,402.5,939166
2024-05-23,380.9051818847656,395.1499938964844,401.54998779296875,391.5,398.20001220703125,905475
2024-05-24,391.31585693359375,405.95001220703125,412.5,392.25,392.25,3593176
2024-05-27,394.4005126953125,409.1499938964844,416.5,405.95001220703125,406.0,2515608
2024-05-28,391.026611328125,405.6499938964844,415.5,401.3500061035156,411.5,1103735
2024-05-29,389.3397521972656,403.8999938964844,408.79998779296875,400.04998779296875,401.95001220703125,785073
2024-05-30,384.27899169921875,398.6499938964844,405.3999938964844,395.0,402.0,1942596
2024-05-31,375.1214599609375,389.1499938964844,402.6000061035156,387.20001220703125,400.29998779296875,2036222
2024-06-03,392.42437744140625,407.1000061035156,411.0,396.20001220703125,404.0,1587585
2024-06-04,339.26251220703125,351.95001220703125,407.1000061035156,333.3999938964844,407.0,3350553
2024-06-05,376.5191955566406,390.6000061035156,398.3500061035156,352.3500061035156,357.95001220703125,2892490
2024-06-06,387.8456115722656,402.3500061035156,406.45001220703125,390.29998779296875,391.5,1850692
2024-06-07,393.195556640625,407.8999938964844,410.1499938964844,396.54998779296875,402.3500061035156,1377333
2024-06-10,410.2092590332031,425.54998779296875,428.0,406.0,410.0,6070009
2024-06-11,407.9921875,423.25,429.6000061035156,420.5,428.45001220703125,2840002
2024-06-12,412.0889587402344,427.5,432.5,424.3500061035156,426.20001220703125,2396298
2024-06-13,419.17401123046875,434.8500061035156,437.0,424.3500061035156,429.6000061035156,2529158
2024-06-14,411.31781005859375,426.70001220703125,436.8999938964844,426.0,436.8999938964844,1348065
2024-06-18,422.5478515625,438.3500061035156,439.8999938964844,422.5,427.3999938964844,2698236
2024-06-19,450.7916259765625,467.6499938964844,475.8500061035156,448.0,451.8999938964844,22423725
2024-06-20,537.7399291992188,557.8499755859375,561.1500244140625,465.25,470.0,60764962
2024-06-21,498.4589538574219,517.0999755859375,574.3499755859375,515.0999755859375,559.6500244140625,27868970
2024-06-24,502.989501953125,521.7999877929688,537.0,501.04998779296875,503.54998779296875,8967004
2024-06-25,488.43389892578125,506.70001220703125,530.0,504.1000061035156,515.5,5636480
2024-06-26,501.78460693359375,520.5499877929688,525.9000244140625,497.20001220703125,505.79998779296875,6825961
2024-06-27,480.77044677734375,498.75,519.0,494.3500061035156,515.0,4034057
2024-06-28,488.5302429199219,506.79998779296875,513.8499755859375,498.20001220703125,502.3500061035156,5361805
2024-07-01,504.29095458984375,523.1500244140625,526.2999877929688,502.0,507.8500061035156,5006457
2024-07-02,489.7834167480469,508.1000061035156,525.9000244140625,504.20001220703125,525.0,6158511
2024-07-03,496.7720642089844,515.3499755859375,519.7000122070312,508.25,510.79998779296875,3359771
2024-07-04,499.4228820800781,518.0999755859375,525.6500244140625,510.0,516.0,3308605
2024-07-05,498.9891662597656,517.6500244140625,523.8499755859375,514.9500122070312,519.0,2445253
2024-07-08,515.0388793945312,534.2999877929688,535.8499755859375,519.0,522.0,7868256
2024-07-09,494.21759033203125,512.7000122070312,542.7000122070312,507.1499938964844,542.0,9654876
2024-07-10,482.5538330078125,500.6000061035156,513.4500122070312,485.04998779296875,513.0,6395142
2024-07-11,478.50518798828125,496.3999938964844,507.3999938964844,493.1000061035156,503.0,2690880
2024-07-12,486.74700927734375,504.95001220703125,512.9000244140625,492.54998779296875,496.3999938964844,4314361
2024-07-15,489.3978576660156,507.70001220703125,509.6000061035156,494.25,506.0,2251829
2024-07-16,487.1807556152344,505.3999938964844,514.0,502.5,509.0,2616639
2024-07-18,493.2054443359375,511.6499938964844,514.9000244140625,491.1000061035156,505.0,4168152
2024-07-19,473.01068115234375,490.70001220703125,517.4000244140625,487.0,515.5,5173265
2024-07-22,491.422119140625,509.79998779296875,519.2999877929688,478.8500061035156,485.1499938964844,7706321
2024-07-23,468.62469482421875,486.1499938964844,525.9000244140625,462.0,510.8999938964844,10103574
2024-07-24,476.23992919921875,494.04998779296875,499.25,486.3500061035156,490.0,3165242
2024-07-25,469.9260559082031,487.5,493.0,482.0,492.0,2047038
2024-07-26,477.5894470214844,495.45001220703125,500.5,488.20001220703125,489.3999938964844,2306721
2024-07-29,486.1685791015625,504.3500061035156,509.5,496.8999938964844,498.0,2588139
2024-07-30,498.0733947753906,516.7000122070312,521.3499755859375,501.79998779296875,504.79998779296875,4588136
2024-07-31,499.3265075683594,518.0,526.5999755859375,517.0,520.5,4519725
2024-08-01,502.989501953125,521.7999877929688,530.0,515.2000122070312,520.4500122070312,4336360
2024-08-02,506.5079345703125,525.4500122070312,538.5,511.29998779296875,518.0,8034271
2024-08-05,482.7070617675781,497.8999938964844,519.8499755859375,493.6000061035156,515.0,3832213
2024-08-06,476.9871520996094,492.0,516.1500244140625,487.75,509.70001220703125,3946675
2024-08-07,501.418212890625,517.2000122070312,519.4500122070312,497.6499938964844,508.8999938964844,5255234
2024-08-08,497.4917907714844,513.1500244140625,524.0499877929688,500.1000061035156,514.4500122070312,5038380
2024-08-09,506.5564880371094,522.5,527.0,514.1500244140625,518.5,2487754
2024-08-12,511.1614685058594,527.25,536.5,515.7000122070312,522.5,4522224
2024-08-13,474.9512023925781,489.8999938964844,530.5,487.0,529.9000244140625,5056816
2024-08-14,471.21868896484375,486.04998779296875,498.0,481.20001220703125,494.95001220703125,2638323
2024-08-16,476.06610107421875,491.04998779296875,498.45001220703125,488.04998779296875,490.0,1780206
2024-08-19,481.78607177734375,496.95001220703125,499.95001220703125,491.25,492.25,1003411
2024-08-20,489.92974853515625,505.3500061035156,507.0,495.5,500.0,2091365
2024-08-21,507.7682800292969,523.75,525.9500122070312,503.0,505.8500061035156,6071363
2024-08-22,506.1686096191406,522.0999755859375,542.5,520.4000244140625,525.5,8704909
2024-08-23,493.419921875,508.95001220703125,524.0,505.54998779296875,523.25,2985875
2024-08-26,488.91180419921875,504.29998779296875,512.3499755859375,503.0,510.0,1223843
2024-08-27,500.0124206542969,515.75,517.7999877929688,504.0,506.0,2488758
2024-08-28,499.43072509765625,515.1500244140625,525.2000122070312,513.1500244140625,521.3499755859375,2854496
2024-08-29,493.37139892578125,508.8999938964844,516.0,500.6000061035156,515.5,3918028
2024-08-30,504.32666015625,520.2000122070312,528.1500244140625,514.0,515.1500244140625,4524994
2024-09-02,512.712646484375,528.8499755859375,538.0,519.1500244140625,523.0,4475492
2024-09-03,512.324951171875,528.4500122070312,535.0,526.7999877929688,531.5,1297614
2024-09-04,515.0394287109375,531.25,537.0,515.0,520.0,3212660
2024-09-05,498.0249938964844,513.7000122070312,538.0,511.8500061035156,530.0999755859375,3593886
2024-09-06,486.0033264160156,501.29998779296875,513.5,498.0,511.45001220703125,2978243
2024-09-09,488.5724792480469,503.95001220703125,505.25,488.0,499.79998779296875,1771457
2024-09-10,496.13446044921875,511.75,515.75,504.6000061035156,505.0,1657160
2024-09-11,486.9727783203125,502.29998779296875,514.4000244140625,500.0,511.0,1304876
2024-09-12,492.20806884765625,507.70001220703125,511.0,501.25,505.04998779296875,1052408
2024-09-13,492.1595458984375,507.6499938964844,514.4000244140625,505.5,507.3500061035156,879569
2024-09-16,498.8490295410156,514.5499877929688,516.4500122070312,507.8500061035156,510.0,1207659
2024-09-17,503.4540710449219,519.2999877929688,522.7000122070312,512.0999755859375,515.5,2156725
2024-09-18,505.3445739746094,521.25,525.8499755859375,506.04998779296875,520.3499755859375,3900692
2024-09-19,464.2383728027344,478.8500061035156,522.4500122070312,473.75,522.4500122070312,9665743
2024-09-20,466.32275390625,481.0,487.79998779296875,475.45001220703125,481.0,2560440
2024-09-23,476.6962890625,491.70001220703125,494.95001220703125,480.04998779296875,481.0,1846198
2024-09-24,486.05181884765625,501.3500061035156,507.0,488.0,492.0,2478889
2024-09-25,499.9154968261719,515.6500244140625,517.9500122070312,500.04998779296875,500.04998779296875,4297291
2024-09-26,492.5958557128906,508.1000061035156,515.7999877929688,501.79998779296875,515.6500244140625,2283980
2024-09-27,509.2225036621094,525.25,532.9000244140625,510.0,510.75,5752321
2024-09-30,513.29443359375,529.4500122070312,532.2999877929688,519.3499755859375,520.0,2718409
2024-10-01,530.7935791015625,547.5,550.5,531.0,531.0,8640459
2024-10-03,514.9425659179688,531.1500244140625,551.9500122070312,526.25,544.0,3481954
2024-10-04,483.04638671875,498.25,532.7000122070312,495.8999938964844,529.75,5086210
2024-10-07,464.9170227050781,479.54998779296875,504.75,476.25,500.8500061035156,3191949
2024-10-08,480.57421875,495.70001220703125,497.8999938964844,475.8500061035156,480.54998779296875,2215587
2024-10-09,480.2833557128906,495.3999938964844,503.79998779296875,494.0,499.0,1160116
2024-10-10,482.5616760253906,497.75,512.2999877929688,494.95001220703125,499.3500061035156,3975485
2024-10-11,482.31927490234375,497.5,499.70001220703125,492.04998779296875,497.75,1041811
2024-10-14,486.5365905761719,501.8500061035156,506.04998779296875,495.20001220703125,499.70001220703125,1632274
2024-10-15,488.7178955078125,504.1000061035156,505.0,499.3999938964844,505.0,1196573
2024-10-16,486.294189453125,501.6000061035156,503.75,497.0,501.8999938964844,602632
2024-10-17,485.0338134765625,500.29998779296875,503.0,496.5,501.0,1394610
2024-10-18,478.00506591796875,493.04998779296875,499.79998779296875,486.1499938964844,499.79998779296875,929354
2024-10-21,472.3820495605469,487.25,496.0,483.5,493.54998779296875,856848
2024-10-22,466.6136169433594,481.29998779296875,490.8999938964844,477.25,487.0,1396269
2024-10-23,455.51300048828125,469.8500061035156,482.45001220703125,463.6000061035156,480.0,1980429
2024-10-24,457.3550109863281,471.75,479.04998779296875,458.1000061035156,471.0,2374361
2024-10-25,444.7032470703125,458.70001220703125,473.54998779296875,454.20001220703125,471.75,1292155
2024-10-28,431.2273864746094,444.79998779296875,460.95001220703125,443.20001220703125,454.0,3387242
2024-10-29,446.49676513671875,460.54998779296875,461.95001220703125,444.29998779296875,444.79998779296875,2169149
2024-10-30,459.24554443359375,473.70001220703125,484.25,457.3999938964844,460.0,3993686
2024-10-31,468.84344482421875,483.6000061035156,487.70001220703125,468.04998779296875,470.0,1756598
2024-11-01,469.4251403808594,484.20001220703125,485.8999938964844,480.0,480.0,160144
2024-11-04,462.5417785644531,477.1000061035156,484.20001220703125,469.6000061035156,482.0,1009929
2024-11-05,469.32818603515625,484.1000061035156,486.25,469.1000061035156,474.04998779296875,1532392
2024-11-06,488.0392761230469,503.3999938964844,505.0,483.1499938964844,483.1499938964844,2716343
2024-11-07,499.9154968261719,515.6500244140625,531.9500122070312,501.0,510.0,11320922
2024-11-08,467.9223937988281,482.6499938964844,518.0999755859375,481.1499938964844,516.5499877929688,4368692
2024-11-11,465.15936279296875,479.79998779296875,486.3500061035156,473.1499938964844,482.6499938964844,1393645
2024-11-12,469.1827697753906,483.95001220703125,494.75,479.79998779296875,479.95001220703125,2103932
2024-11-13,447.8540954589844,461.95001220703125,482.8999938964844,460.0,482.8999938964844,1399534
2024-11-14,455.51300048828125,469.8500061035156,475.3500061035156,459.6000061035156,463.8500061035156,1751179
2024-11-18,450.1323547363281,464.29998779296875,472.1499938964844,461.8500061035156,470.0,1009886
2024-11-19,454.2485046386719,463.5,472.0,461.5,461.8500061035156,1007123
2024-11-21,446.3101806640625,455.3999938964844,468.6499938964844,454.0,463.25,1917189
2024-11-22,454.738525390625,464.0,465.70001220703125,455.3999938964844,455.3999938964844,2803083
2024-11-25,469.6351623535156,479.20001220703125,481.45001220703125,469.0,469.0,1627603
2024-11-26,470.2231750488281,479.79998779296875,485.5,476.70001220703125,479.20001220703125,1352132
2024-11-27,479.38653564453125,489.1499938964844,491.0,473.75,480.0,1142223
2024-11-28,488.05987548828125,498.0,504.79998779296875,492.04998779296875,495.0,2564877
2024-11-29,505.01458740234375,515.2999877929688,516.5499877929688,497.04998779296875,497.20001220703125,2603863
2024-12-02,514.3250122070312,524.7999877929688,535.8499755859375,515.2999877929688,515.9000244140625,4664532
2024-12-03,514.6189575195312,525.0999755859375,528.9500122070312,522.8499755859375,523.4500122070312,1170884
2024-12-04,523.684326171875,534.3499755859375,538.9500122070312,526.5,527.0,2132871
2024-12-05,534.1217651367188,545.0,547.0,536.5999755859375,538.0,2528573
2024-12-06,531.8187255859375,542.6500244140625,551.0,540.5999755859375,547.6500244140625,1443824
2024-12-09,517.608154296875,528.1500244140625,546.2000122070312,517.25,542.4500122070312,1830719
2024-12-10,526.08544921875,536.7999877929688,537.9000244140625,525.5499877929688,527.0999755859375,1252720
2024-12-11,523.34130859375,534.0,538.7999877929688,532.6500244140625,536.7999877929688,524689
2024-12-12,519.3721923828125,529.9500122070312,533.9500122070312,525.0499877929688,532.5999755859375,597890
2024-12-13,517.3140869140625,527.8499755859375,529.0,518.7000122070312,528.0,1041569
2024-12-16,521.332275390625,531.9500122070312,535.8499755859375,528.5499877929688,528.5999755859375,766368
2024-12-17,519.0291748046875,529.5999755859375,546.5,527.0,541.0,4726427
2024-12-18,513.68798828125,524.1500244140625,532.5499877929688,516.0,527.0499877929688,2456033
2024-12-19,516.8240356445312,527.3499755859375,529.0499877929688,510.0,514.5,1740112
2024-12-20,498.9873352050781,509.1499938964844,531.5499877929688,507.8999938964844,527.0,1215710
2024-12-23,497.61529541015625,507.75,514.9500122070312,504.29998779296875,511.8999938964844,598654
2024-12-24,492.9111022949219,502.95001220703125,513.5,501.5,507.5,597369
2024-12-26,490.4119873046875,500.3999938964844,506.70001220703125,495.20001220703125,503.5,933656
2024-12-27,489.62799072265625,499.6000061035156,505.70001220703125,498.04998779296875,500.8500061035156,881304
2024-12-30,480.5626220703125,490.3500061035156,500.0,489.54998779296875,499.6000061035156,521028
2024-12-31,484.0907287597656,493.95001220703125,496.45001220703125,486.04998779296875,490.1000061035156,551783
2025-01-01,493.5971374511719,503.6499938964844,505.8999938964844,493.0,493.95001220703125,800185
2025-01-02,496.1942138671875,506.29998779296875,509.54998779296875,499.0,507.54998779296875,1020642
2025-01-03,490.31396484375,500.29998779296875,509.3999938964844,499.0,507.0,823194
2025-01-06,470.02716064453125,479.6000061035156,500.95001220703125,477.70001220703125,499.0,880313
2025-01-07,492.1270751953125,502.1499938964844,505.5,480.6499938964844,480.95001220703125,2332248
2025-01-08,490.510009765625,500.5,504.79998779296875,496.0,502.1499938964844,1301289
2025-01-09,482.1796569824219,492.0,510.5,490.04998779296875,499.95001220703125,3436477
2025-01-10,471.7912292480469,481.3999938964844,492.8500061035156,476.20001220703125,492.8500061035156,1059015
2025-01-13,445.33013916015625,454.3999938964844,478.8500061035156,452.3500061035156,478.8500061035156,857709
2025-01-14,465.5679626464844,475.04998779296875,477.20001220703125,457.95001220703125,458.20001220703125,919415
2025-01-15,475.6133728027344,485.29998779296875,488.8999938964844,476.3500061035156,476.95001220703125,1195169
2025-01-16,486.6878356933594,496.6000061035156,498.8500061035156,487.20001220703125,490.0,1009181
2025-01-17,490.85302734375,500.8500061035156,503.8500061035156,492.6499938964844,494.1000061035156,942421
2025-01-20,487.9618835449219,497.8999938964844,503.75,494.0,502.5,551164
2025-01-21,483.1107177734375,492.95001220703125,505.1000061035156,490.95001220703125,499.0,710253
2025-01-22,487.6188659667969,497.54998779296875,499.0,483.95001220703125,494.8999938964844,1971039
2025-01-23,499.13433837890625,509.29998779296875,511.75,491.6000061035156,495.0,2063726
2025-01-24,486.1488037109375,496.04998779296875,514.0,495.0,511.1499938964844,1579796
2025-01-27,469.047119140625,478.6000061035156,491.3999938964844,476.04998779296875,491.0,643360
2025-01-28,458.168701171875,467.5,484.0,462.45001220703125,481.1499938964844,707463
2025-01-29,481.0526428222656,490.8500061035156,492.5,466.75,467.3500061035156,815781
2025-01-30,484.1397399902344,494.0,502.29998779296875,488.29998779296875,491.0,809146
2025-01-31,494.03814697265625,504.1000061035156,507.0,494.0,494.20001220703125,1466408
2025-02-01,481.44464111328125,491.25,513.8499755859375,488.75,508.8999938964844,2268052
2025-02-03,484.874755859375,494.75,496.95001220703125,476.6499938964844,484.0,979805
2025-02-04,502.5154724121094,512.75,514.0,496.45001220703125,497.25,1534812
2025-02-05,507.46466064453125,517.7999877929688,522.4500122070312,513.5,513.5,1342024
2025-02-06,509.4737854003906,519.8499755859375,529.0,514.2999877929688,520.0,3284568
2025-02-07,544.6572265625,555.75,558.0,518.2999877929688,520.4000244140625,10079785
2025-02-10,536.3758544921875,547.2999877929688,560.7000122070312,540.5999755859375,556.0,3171755
2025-02-11,515.9420776367188,526.4500122070312,549.6500244140625,523.2000122070312,547.2000122070312,1529710
2025-02-12,518.7351684570312,529.2999877929688,531.5,506.29998779296875,525.0,1566476
2025-02-13,524.56640625,535.25,545.8499755859375,529.0499877929688,532.2999877929688,1955540
2025-02-14,517.608154296875,528.1500244140625,541.9500122070312,518.5999755859375,538.4000244140625,2029148
2025-02-17,531.9656982421875,542.7999877929688,545.0,514.6500244140625,525.0,2059415
2025-02-18,526.2814331054688,537.0,545.4000244140625,524.5,543.0,1348559
2025-02-19,526.08544921875,536.7999877929688,547.0,530.0,534.0,1752581
2025-02-20,550.1453857421875,561.3499755859375,563.7999877929688,533.2000122070312,536.0,3030714
2025-02-21,539.02197265625,550.0,574.0,544.75,561.3499755859375,3790580
2025-02-24,527.114501953125,537.8499755859375,547.9500122070312,532.5,545.0,1260392
2025-02-25,552.9385375976562,564.2000122070312,566.7000122070312,537.0999755859375,537.5,5212880
2025-02-27,563.2779541015625,574.75,579.0,553.5999755859375,562.7000122070312,5029181
2025-02-28,523.0473022460938,533.7000122070312,568.3499755859375,528.5,565.0999755859375,4746549
2025-03-03,534.4647827148438,545.3499755859375,549.4500122070312,527.4000244140625,537.5,2677631
2025-03-04,525.4974365234375,536.2000122070312,545.0,533.0499877929688,540.0499877929688,1011331
2025-03-05,559.7008056640625,571.0999755859375,573.5499877929688,535.0999755859375,535.0999755859375,2316457
2025-03-06,565.3850708007812,576.9000244140625,588.7999877929688,572.0,580.0,4524906
2025-03-07,559.798828125,571.2000122070312,584.1500244140625,569.4000244140625,575.0,2053973
2025-03-10,562.5919189453125,574.0499877929688,584.5999755859375,570.5,572.6500244140625,1426689
2025-03-11,552.3505249023438,563.5999755859375,573.9500122070312,553.4500122070312,566.25,2215351
2025-03-12,554.0655517578125,565.3499755859375,571.0499877929688,556.0,563.5999755859375,1084149
2025-03-13,545.4412231445312,556.5499877929688,568.9500122070312,550.2999877929688,568.1500244140625,1682015
2025-03-17,567.3451538085938,578.9000244140625,583.5499877929688,557.5499877929688,558.5,3069518
2025-03-18,567.3451538085938,578.9000244140625,578.9000244140625,578.9000244140625,578.9000244140625,0
2025-03-19,575.2344360351562,586.9500122070312,591.3499755859375,563.1500244140625,574.25,2392413
2025-03-20,567.9821166992188,579.5499877929688,589.7999877929688,577.7000122070312,588.0,1536381
2025-03-21,585.1328125,597.0499877929688,598.5499877929688,576.25,579.9000244140625,2513511
2025-03-24,607.134765625,619.5,622.5999755859375,594.5,608.0,2891623
2025-03-25,602.0875244140625,614.3499755859375,622.5999755859375,605.3499755859375,619.5,1746326
2025-03-26,605.7136840820312,618.0499877929688,626.0,609.5999755859375,614.0,1850787
2025-03-27,606.9876708984375,619.3499755859375,631.7000122070312,609.0,615.4500122070312,2493008
2025-03-28,613.0150146484375,625.5,633.0,615.25,621.0,2278165
2025-04-01,608.9968872070312,621.4000244140625,632.75,613.9000244140625,623.5499877929688,1274065
2025-04-02,621.5413208007812,634.2000122070312,637.0,615.2000122070312,620.5,1205225
2025-04-03,616.7391357421875,629.2999877929688,635.5,622.0,628.25,1358788
2025-04-04,612.1329345703125,624.5999755859375,633.0,620.0,625.4500122070312,969377
2025-04-07,600.5684814453125,612.7999877929688,615.1500244140625,577.5999755859375,589.9500122070312,1958919
2025-04-08,619.0422973632812,631.6500244140625,636.0,613.2999877929688,626.7000122070312,1765120
2025-04-09,625.3145141601562,638.0499877929688,642.5,622.2999877929688,630.0,2286845
2025-04-11,632.3707885742188,645.25,654.5499877929688,635.8499755859375,642.5,2467732
2025-04-15,650.7465209960938,664.0,665.8499755859375,641.25,653.8499755859375,2801281
2025-04-16,641.68115234375,654.75,667.4500122070312,645.2999877929688,662.5499877929688,2072690
2025-04-17,660.1549072265625,673.5999755859375,675.0,654.75,654.75,3546717
