date_,adj close_mahseamles.ns,close_mahseamles.ns,high_mahseamles.ns,low_mahseamles.ns,open_mahseamles.ns,volume_mahseamles.ns
2024-01-16,979.4912109375,1011.0999755859375,1021.4000244140625,971.3499755859375,997.9500122070312,316214
2024-01-17,955.9993286132812,986.8499755859375,1018.5999755859375,971.6500244140625,972.2999877929688,188396
2024-01-18,944.6651000976562,975.1500244140625,1001.9000244140625,948.5499877929688,978.0,403565
2024-01-19,953.2384033203125,984.0,999.0,974.5,975.25,243346
2024-01-23,934.6870727539062,964.8499755859375,998.0,951.9500122070312,978.0999755859375,149576
2024-01-24,943.551025390625,974.0,984.0,942.25,964.8499755859375,126843
2024-01-25,963.022705078125,994.0999755859375,1005.0,974.0999755859375,974.1500244140625,158351
2024-01-29,1016.4971313476562,1049.300048828125,1054.5999755859375,1010.0,1010.0,517668
2024-01-30,1022.4546508789062,1055.449951171875,1097.0,1032.300048828125,1081.5,383338
2024-01-31,1019.9845581054688,1052.9000244140625,1084.3499755859375,1045.050048828125,1058.75,515333
2024-02-01,979.2974853515625,1010.9000244140625,1050.0,1001.5,1040.0,176200
2024-02-02,966.3648071289062,997.5499877929688,1024.9000244140625,995.0,1010.8499755859375,146185
2024-02-05,947.4744262695312,978.0499877929688,1007.7000122070312,975.0,992.0,163321
2024-02-06,995.427001953125,1027.550048828125,1030.0,975.0,978.0,258228
2024-02-07,968.1085205078125,999.3499755859375,1049.0,989.5499877929688,1032.800048828125,123161
2024-02-08,979.0068359375,1010.5999755859375,1035.550048828125,993.0499877929688,996.0,177250
2024-02-09,952.7056274414062,983.4500122070312,1027.0,975.25,1026.0999755859375,95360
2024-02-12,902.5250244140625,931.6500244140625,1004.5499877929688,917.0499877929688,983.4000244140625,196074
2024-02-13,935.2683715820312,965.4500122070312,986.25,918.9500122070312,935.8499755859375,100531
2024-02-14,874.3831176757812,902.5999755859375,958.5499877929688,891.0,945.4500122070312,357257
2024-02-15,902.2343139648438,931.3499755859375,939.8499755859375,909.0499877929688,911.9000244140625,203527
2024-02-16,923.1106567382812,952.9000244140625,956.9000244140625,932.2000122070312,938.9000244140625,230421
2024-02-19,916.281005859375,945.8499755859375,979.0,935.0,961.9000244140625,186577
2024-02-20,953.6743774414062,984.4500122070312,988.0,940.0,940.0,444241
2024-02-21,940.4026489257812,970.75,992.0499877929688,954.8499755859375,985.9500122070312,201713
2024-02-22,937.4963989257812,967.75,986.7000122070312,955.75,976.0499877929688,143879
2024-02-23,929.3106079101562,959.2999877929688,974.4500122070312,950.0,972.9000244140625,128384
2024-02-26,923.5465698242188,953.3499755859375,970.0,950.3499755859375,968.4000244140625,124450
2024-02-27,915.4091796875,944.9500122070312,964.9000244140625,940.0,959.9000244140625,147935
2024-02-28,888.2844848632812,916.9500122070312,953.9500122070312,912.0,947.0,148824
2024-02-29,894.3875732421875,923.25,942.0,901.5,910.0,495613
2024-03-01,925.5325317382812,955.4000244140625,962.9000244140625,931.4000244140625,941.0,109802
2024-03-04,937.2542724609375,967.5,972.8499755859375,953.0,957.7000122070312,97853
2024-03-05,935.6558227539062,965.8499755859375,970.0999755859375,952.0,952.0,104942
2024-03-06,925.0965576171875,954.9500122070312,969.9000244140625,927.5999755859375,965.8499755859375,105762
2024-03-07,903.2030639648438,932.3499755859375,984.2999877929688,930.0,959.0,185123
2024-03-11,879.711181640625,908.0999755859375,936.9000244140625,899.0499877929688,936.7999877929688,336584
2024-03-12,858.9318237304688,886.6500244140625,921.7000122070312,880.0,910.8499755859375,217938
2024-03-13,782.5467529296875,807.7999877929688,894.0,782.6500244140625,884.9500122070312,358805
2024-03-14,871.7190551757812,899.8499755859375,920.0,776.5,776.5,497239
2024-03-15,893.22509765625,922.0499877929688,954.0,870.2000122070312,899.8499755859375,1675225
2024-03-18,845.0303344726562,872.2999877929688,907.9000244140625,865.0,903.0499877929688,176264
2024-03-19,827.1087036132812,853.7999877929688,882.0999755859375,850.5,865.0,87337
2024-03-20,807.3948974609375,833.4500122070312,862.9000244140625,828.0,853.2999877929688,92270
2024-03-21,828.0289916992188,854.75,869.9000244140625,842.2000122070312,846.3499755859375,109919
2024-03-22,830.5477294921875,857.3499755859375,867.0,855.0999755859375,864.7999877929688,76150
2024-03-26,821.3931884765625,847.9000244140625,873.4500122070312,835.25,857.9000244140625,104972
2024-03-27,828.561767578125,855.2999877929688,860.6500244140625,829.0499877929688,850.0,248151
2024-03-28,819.6978759765625,846.1500244140625,866.7000122070312,840.0,860.0,102901
2024-04-01,859.222412109375,886.9500122070312,894.0,846.0,846.0,142508
2024-04-02,889.7376708984375,918.4500122070312,924.2000122070312,880.0,886.9500122070312,182942
2024-04-03,890.56103515625,919.2999877929688,938.0,910.0,917.9000244140625,188476
2024-04-04,897.875,926.8499755859375,929.2000122070312,910.0,915.0999755859375,72270
2024-04-05,897.1484375,926.0999755859375,929.75,917.1500244140625,920.0,47716
2024-04-08,871.4768676757812,899.5999755859375,937.75,894.0,928.9500122070312,121850
2024-04-09,872.2518920898438,900.4000244140625,912.9000244140625,882.2000122070312,899.5999755859375,78748
2024-04-10,869.2972412109375,897.3499755859375,917.0,892.0499877929688,900.0,81742
2024-04-12,868.861328125,896.9000244140625,964.4500122070312,887.4000244140625,950.9500122070312,1780260
2024-04-15,857.769287109375,885.4500122070312,903.7999877929688,859.5499877929688,880.0499877929688,186147
2024-04-16,850.8912353515625,878.3499755859375,897.9500122070312,872.7000122070312,879.9000244140625,149092
2024-04-18,836.94140625,863.9500122070312,886.3499755859375,860.1500244140625,883.8499755859375,256608
2024-04-19,837.66796875,864.7000122070312,870.0,842.2000122070312,855.0,84070
2024-04-22,854.6209106445312,882.2000122070312,888.5,866.0,869.9000244140625,138329
2024-04-23,852.0052490234375,879.5,890.4000244140625,875.2000122070312,890.4000244140625,81943
2024-04-24,851.181884765625,878.6500244140625,899.9500122070312,874.2999877929688,885.0,147255
2024-04-25,877.4346313476562,905.75,918.0,879.0,882.0,205037
2024-04-26,860.8207397460938,888.5999755859375,916.4000244140625,883.0,911.0,176640
2024-04-29,870.701904296875,898.7999877929688,914.0,886.6500244140625,901.0,119507
2024-04-30,876.17529296875,904.4500122070312,942.0,896.0999755859375,902.9500122070312,396094
2024-05-02,850.7459106445312,878.2000122070312,913.3499755859375,873.5499877929688,905.9000244140625,271653
2024-05-03,840.6226196289062,867.75,889.8499755859375,859.0,866.0,524518
2024-05-06,848.2271728515625,875.5999755859375,887.9000244140625,858.7000122070312,870.2000122070312,142118
2024-05-07,801.9214477539062,827.7999877929688,882.7999877929688,809.7999877929688,875.5999755859375,519728
2024-05-08,797.46533203125,823.2000122070312,858.7999877929688,815.5999755859375,830.0,347714
2024-05-09,774.942138671875,799.9500122070312,834.5,795.5,827.8499755859375,218426
2024-05-10,770.1469116210938,795.0,819.5999755859375,781.9500122070312,800.4000244140625,268671
2024-05-13,774.5062255859375,799.5,810.0,783.9000244140625,798.5,180188
2024-05-14,777.364013671875,802.4500122070312,815.2999877929688,798.5499877929688,805.0,194613
2024-05-15,779.2530517578125,804.4000244140625,817.0,797.2999877929688,802.1500244140625,169481
2024-05-16,773.1499633789062,798.0999755859375,813.9000244140625,792.3499755859375,811.0,114643
2024-05-17,786.7607421875,812.1500244140625,817.0,797.1500244140625,798.0999755859375,126129
2024-05-21,783.6608276367188,808.9500122070312,840.0,802.2000122070312,837.0,298138
2024-05-22,729.9442749023438,753.5,775.0,744.25,767.7999877929688,754102
2024-05-23,752.4190063476562,776.7000122070312,783.0,753.5499877929688,753.5499877929688,1116191
2024-05-24,739.0504150390625,762.9000244140625,775.9500122070312,759.25,775.0499877929688,259886
2024-05-27,729.5567016601562,753.0999755859375,768.5,750.5499877929688,753.0499877929688,247414
2024-05-28,701.608642578125,724.25,758.0,722.0,758.0,230609
2024-05-29,675.1137084960938,696.9000244140625,729.75,695.0,724.0,589996
2024-05-30,659.6138916015625,680.9000244140625,706.5,677.25,696.0,415892
2024-05-31,634.71728515625,655.2000122070312,691.5499877929688,651.0999755859375,681.2999877929688,809952
2024-06-03,653.3170776367188,674.4000244140625,684.2999877929688,654.2000122070312,674.0,530119
2024-06-04,600.2301635742188,619.5999755859375,680.0,604.0,680.0,497657
2024-06-05,604.1536254882812,623.6500244140625,639.9000244140625,601.75,620.0,324189
2024-06-06,615.97216796875,635.8499755859375,651.0,628.0499877929688,628.9500122070312,431426
2024-06-07,628.5657958984375,648.8499755859375,657.0,635.5499877929688,639.0499877929688,516311
2024-06-10,668.6231079101562,690.2000122070312,708.0,655.0,667.9000244140625,1358595
2024-06-11,656.998291015625,678.2000122070312,699.9500122070312,675.0,696.0,347306
2024-06-12,666.5887451171875,688.0999755859375,692.5,679.0,680.75,233461
2024-06-13,668.235595703125,689.7999877929688,696.0,682.5,691.7999877929688,228026
2024-06-14,666.7825317382812,688.2999877929688,699.8499755859375,686.0499877929688,697.0999755859375,291090
2024-06-18,666.9277954101562,688.4500122070312,695.9000244140625,684.5,694.4000244140625,195165
2024-06-19,655.060791015625,676.2000122070312,694.9500122070312,672.25,691.9500122070312,282072
2024-06-20,663.6341552734375,685.0499877929688,696.7000122070312,671.5,680.0,358543
2024-06-21,664.312255859375,685.75,691.25,675.2999877929688,690.5,213718
2024-06-24,657.482666015625,678.7000122070312,691.0,675.0,680.0,272459
2024-06-25,641.8374633789062,662.5499877929688,692.9000244140625,656.4500122070312,692.2000122070312,458192
2024-06-26,636.073486328125,656.5999755859375,668.3499755859375,653.0,664.9000244140625,282765
2024-06-27,640.9171752929688,661.5999755859375,682.0,655.1500244140625,660.9500122070312,607402
2024-06-28,635.2985229492188,655.7999877929688,679.1500244140625,651.0,679.1500244140625,363928
2024-07-01,636.7031860351562,657.25,667.0,654.2000122070312,663.0,286604
2024-07-02,627.5970458984375,647.8499755859375,675.4000244140625,645.5,657.0,567022
2024-07-03,623.8190307617188,643.9500122070312,656.4500122070312,640.0,648.0999755859375,1028338
2024-07-04,632.0532836914062,652.4500122070312,667.4000244140625,645.3499755859375,647.0999755859375,962087
2024-07-05,632.9251098632812,653.3499755859375,662.9500122070312,647.0,647.0,353845
2024-07-08,618.4425048828125,638.4000244140625,658.0,635.1500244140625,653.3499755859375,561386
2024-07-09,620.5736694335938,640.5999755859375,651.7999877929688,638.4500122070312,646.7000122070312,390860
2024-07-10,624.7392578125,644.9000244140625,649.7999877929688,629.0,645.5,334433
2024-07-11,619.5081176757812,639.5,649.0,636.5499877929688,649.0,204307
2024-07-12,623.0440063476562,643.1500244140625,648.5,640.0499877929688,642.5,243927
2024-07-15,617.0377807617188,636.9500122070312,647.9500122070312,635.5499877929688,647.9500122070312,246597
2024-07-16,636.073486328125,656.5999755859375,667.1500244140625,636.0499877929688,637.0,619256
2024-07-18,629.4376220703125,649.75,662.5,641.8499755859375,660.5,377453
2024-07-19,619.7503051757812,639.75,653.2000122070312,638.0,650.0,309932
2024-07-22,619.9440307617188,639.9500122070312,644.75,627.5,637.9500122070312,212572
2024-07-23,611.5159912109375,631.25,641.9000244140625,613.0,641.7999877929688,453251
2024-07-24,623.3345947265625,643.4500122070312,652.7999877929688,630.7999877929688,634.4500122070312,298166
2024-07-25,618.3455810546875,638.2999877929688,643.0,633.0999755859375,640.0,186931
2024-07-26,632.4892578125,652.9000244140625,657.25,639.7999877929688,641.0,358518
2024-07-29,647.0687255859375,667.9500122070312,675.0,653.25,660.0,577550
2024-07-30,635.104736328125,655.5999755859375,668.0,622.0,631.0,1415342
2024-07-31,629.2923583984375,649.5999755859375,664.0,647.0,660.0,343514
2024-08-01,629.001708984375,649.2999877929688,655.75,640.6500244140625,651.5999755859375,282422
2024-08-02,619.2174682617188,639.2000122070312,648.9500122070312,633.0,643.0499877929688,434166
2024-08-05,598.2442626953125,617.5499877929688,633.0,613.0,633.0,435237
2024-08-06,582.3085327148438,601.0999755859375,628.9500122070312,597.0499877929688,624.25,405741
2024-08-07,585.5538330078125,604.4500122070312,612.7000122070312,601.1500244140625,610.5999755859375,321100
2024-08-08,560.1729125976562,578.25,608.9000244140625,572.5,608.8499755859375,1307273
2024-08-09,561.5291748046875,579.6500244140625,595.0,569.25,583.2000122070312,767184
2024-08-12,575.52734375,594.0999755859375,600.5,576.5499877929688,580.5999755859375,393333
2024-08-13,572.7664794921875,591.25,602.2999877929688,587.1500244140625,601.9500122070312,292068
2024-08-14,567.9873046875,576.4000244140625,588.0,569.7000122070312,586.8499755859375,294257
2024-08-16,588.6807861328125,597.4000244140625,601.0499877929688,574.0499877929688,576.5999755859375,366241
2024-08-19,614.1041870117188,623.2000122070312,632.2000122070312,599.9000244140625,599.9000244140625,759670
2024-08-20,603.0183715820312,611.9500122070312,630.0,608.0,626.6500244140625,511372
2024-08-21,630.3634033203125,639.7000122070312,656.0,614.0499877929688,615.0,1443476
2024-08-22,636.6206665039062,646.0499877929688,651.9500122070312,637.0999755859375,641.0,382190
2024-08-23,646.08056640625,655.6500244140625,659.7999877929688,641.9000244140625,646.9000244140625,410604
2024-08-26,659.925537109375,669.7000122070312,702.9000244140625,655.6500244140625,664.9000244140625,1772053
2024-08-27,681.505859375,691.5999755859375,696.9000244140625,670.5499877929688,674.9500122070312,891579
2024-08-28,677.564208984375,687.5999755859375,698.0,683.0,693.7000122070312,577981
2024-08-29,664.3106079101562,674.1500244140625,692.0999755859375,670.2000122070312,689.8499755859375,944282
2024-08-30,662.0934448242188,671.9000244140625,684.75,670.0499877929688,672.5499877929688,204176
2024-09-02,671.10986328125,681.0499877929688,695.0,674.0999755859375,680.0,491382
2024-09-03,674.0660400390625,684.0499877929688,688.5,677.8499755859375,685.0,226270
2024-09-04,665.3452758789062,675.2000122070312,686.8499755859375,670.0,670.0,317910
2024-09-05,671.5532836914062,681.5,694.5,677.0,684.0,220627
2024-09-06,658.3488159179688,668.0999755859375,684.0,662.5,682.0,282222
2024-09-09,638.6407470703125,648.0999755859375,669.4000244140625,645.0499877929688,668.8499755859375,251846
2024-09-10,659.4820556640625,669.25,674.2000122070312,650.0499877929688,650.0499877929688,261215
2024-09-11,650.3178100585938,659.9500122070312,673.9000244140625,657.75,669.0,386562
2024-09-12,650.1207275390625,659.75,672.0,656.75,671.0,311388
2024-09-13,660.0240478515625,669.7999877929688,683.5999755859375,664.7000122070312,665.5999755859375,364229
2024-09-16,665.4930419921875,675.3499755859375,678.75,671.7999877929688,676.9500122070312,152659
2024-09-17,661.4036254882812,671.2000122070312,679.9500122070312,668.6500244140625,679.9500122070312,107938
2024-09-18,648.8397216796875,658.4500122070312,676.25,651.9500122070312,676.25,181123
2024-09-19,631.9400024414062,641.2999877929688,662.1500244140625,635.0,658.0,282172
2024-09-20,628.5896606445312,637.9000244140625,648.7999877929688,636.2999877929688,641.75,251643
2024-09-23,621.1991577148438,630.4000244140625,642.6500244140625,627.4000244140625,640.0,285491
2024-09-24,633.7630615234375,643.1500244140625,648.5499877929688,631.0,631.0,320136
2024-09-25,638.7393188476562,648.2000122070312,650.0,638.0999755859375,646.0,183126
2024-09-26,634.8469848632812,644.25,649.5,640.0,648.2000122070312,137572
2024-09-27,627.604248046875,636.9000244140625,651.0,633.9000244140625,645.0,229784
2024-09-30,632.9254150390625,642.2999877929688,643.7000122070312,633.1500244140625,636.9000244140625,111017
2024-10-01,635.7830810546875,645.2000122070312,655.7999877929688,643.0,646.9000244140625,153389
2024-10-03,623.5640869140625,632.7999877929688,647.7999877929688,624.0999755859375,644.9500122070312,263764
2024-10-04,623.7119140625,632.9500122070312,647.0,624.1500244140625,632.0,223022
2024-10-07,606.9600219726562,615.9500122070312,640.2000122070312,612.25,635.0,298164
2024-10-08,602.7720336914062,611.7000122070312,632.0,604.7999877929688,610.0,482844
