date_,adj close_mahseamles.ns,close_mahseamles.ns,high_mahseamles.ns,low_mahseamles.ns,open_mahseamles.ns,volume_mahseamles.ns
2024-10-09,606.6644287109375,615.6500244140625,635.0999755859375,614.0,615.7999877929688,332029
2024-10-10,615.2373657226562,624.3499755859375,632.4500122070312,618.7999877929688,622.0,164519
2024-10-11,609.7191162109375,618.75,631.4000244140625,614.7999877929688,624.3499755859375,192394
2024-10-14,604.200927734375,613.1500244140625,624.1500244140625,611.3499755859375,618.9500122070312,125567
2024-10-15,601.6880493164062,610.5999755859375,618.75,608.0,614.0499877929688,167079
2024-10-16,605.8760375976562,614.8499755859375,621.0,610.0999755859375,611.0499877929688,242033
2024-10-17,597.10595703125,605.9500122070312,616.7999877929688,605.0,614.0,144718
2024-10-18,596.2190551757812,605.0499877929688,607.0,592.2999877929688,607.0,201806
2024-10-21,591.0457153320312,599.7999877929688,609.4000244140625,588.75,606.0,250693
2024-10-22,566.8540649414062,575.25,599.75,573.5999755859375,598.0,335802
2024-10-23,571.6332397460938,580.0999755859375,593.0,576.0,576.25,443210
2024-10-24,571.3869018554688,579.8499755859375,594.5,576.7000122070312,578.0999755859375,198158
2024-10-25,561.5328369140625,569.8499755859375,585.9000244140625,566.5,585.9000244140625,444389
2024-10-28,575.8704833984375,584.4000244140625,619.0,570.9000244140625,570.9000244140625,1140940
2024-10-29,601.540283203125,610.4500122070312,614.8499755859375,592.0,592.0,487451
2024-10-30,617.8980102539062,627.0499877929688,636.5499877929688,605.2999877929688,610.0,497536
2024-10-31,616.7155151367188,625.8499755859375,634.0,615.6500244140625,628.0,216863
2024-11-01,629.42724609375,638.75,640.0,627.5,631.0,128076
2024-11-04,610.901611328125,619.9500122070312,640.0,613.2000122070312,639.9500122070312,184431
2024-11-05,634.7484130859375,644.1500244140625,650.0,618.0,619.9000244140625,573706
2024-11-06,642.3853149414062,651.9000244140625,660.0,640.75,644.1500244140625,436005
2024-11-07,644.7994995117188,654.3499755859375,660.0,647.1500244140625,658.0,242306
2024-11-08,626.1261596679688,635.4000244140625,655.9500122070312,632.5,655.0,191470
2024-11-11,608.53662109375,617.5499877929688,634.9500122070312,615.1500244140625,634.9500122070312,258835
2024-11-12,603.609619140625,612.5499877929688,627.7000122070312,608.5,619.6500244140625,187515
2024-11-13,591.1935424804688,599.9500122070312,613.25,598.5,610.75,277924
2024-11-14,598.8304443359375,607.7000122070312,616.5499877929688,598.25,600.0,131608
2024-11-18,601.1461181640625,610.0499877929688,623.5499877929688,598.0499877929688,606.4500122070312,188017
2024-11-19,601.4910278320312,610.4000244140625,623.7000122070312,606.0,612.8499755859375,130981
2024-11-21,619.3760986328125,628.5499877929688,630.3499755859375,611.5499877929688,616.0,407687
2024-11-22,631.6444091796875,641.0,646.9500122070312,630.0,630.0,275159
2024-11-25,645.4893188476562,655.0499877929688,657.4000244140625,645.5499877929688,655.0,343739
2024-11-26,640.5623168945312,650.0499877929688,654.2999877929688,647.0499877929688,654.0499877929688,116581
2024-11-27,632.6790771484375,642.0499877929688,650.3499755859375,638.0,649.9000244140625,112189
2024-11-28,632.5313110351562,641.9000244140625,651.9500122070312,639.0499877929688,642.0499877929688,86220
2024-11-29,632.8761596679688,642.25,646.25,634.9500122070312,644.4000244140625,109414
2024-12-02,631.8414916992188,641.2000122070312,647.0999755859375,636.4500122070312,647.0999755859375,111203
2024-12-03,657.1170654296875,666.8499755859375,672.0,641.4000244140625,641.4000244140625,576514
2024-12-04,656.0823974609375,665.7999877929688,674.5,660.0,670.2000122070312,284446
2024-12-05,731.1210327148438,741.9500122070312,769.0,667.7999877929688,672.7000122070312,14634240
2024-12-06,756.8892822265625,768.0999755859375,779.2999877929688,742.1500244140625,745.0,6358665
2024-12-09,745.2122802734375,756.25,765.4500122070312,745.2999877929688,762.0,864130
2024-12-10,768.4678344726562,779.8499755859375,788.9000244140625,753.7999877929688,756.6500244140625,1804540
2024-12-11,770.58642578125,782.0,814.2999877929688,778.4000244140625,791.0999755859375,1814160
2024-12-12,769.2068481445312,780.5999755859375,813.9500122070312,769.2999877929688,789.0,2178446
2024-12-13,775.4642333984375,786.9500122070312,791.0,765.5,777.9000244140625,631915
2024-12-16,766.7433471679688,778.0999755859375,794.9000244140625,776.5999755859375,791.0,332840
2024-12-17,739.6940307617188,750.6500244140625,779.9500122070312,746.0999755859375,778.2000122070312,462692
2024-12-18,720.1337280273438,730.7999877929688,753.3499755859375,727.0499877929688,749.7000122070312,421493
2024-12-19,734.5699462890625,745.4500122070312,748.8499755859375,722.5,725.0,430485
2024-12-20,699.489501953125,709.8499755859375,745.0,701.6500244140625,745.0,566182
2024-12-23,697.420166015625,707.75,719.3499755859375,699.25,715.0,296929
2024-12-24,701.066162109375,711.4500122070312,716.2000122070312,703.7000122070312,707.0,148953
2024-12-26,694.9074096679688,705.2000122070312,719.5,697.5,716.7999877929688,182468
2024-12-27,685.1026000976562,695.25,707.2999877929688,691.3499755859375,704.0999755859375,164412
2024-12-30,689.1427612304688,699.3499755859375,707.0,688.5499877929688,690.0,227861
2024-12-31,690.7194213867188,700.9500122070312,705.0,688.2999877929688,692.0,185333
2025-01-01,749.1539306640625,760.25,769.2000122070312,697.2999877929688,700.0499877929688,2573566
2025-01-02,739.1520385742188,750.0999755859375,756.7000122070312,741.6500244140625,752.9500122070312,387691
2025-01-03,734.8162841796875,745.7000122070312,757.5499877929688,744.0999755859375,749.7999877929688,280337
2025-01-06,699.9329223632812,710.2999877929688,755.5,705.0,747.7000122070312,462811
2025-01-07,715.2559814453125,725.8499755859375,728.6500244140625,710.0,711.0,229578
2025-01-08,702.100830078125,712.5,728.0999755859375,708.0,726.4000244140625,150383
2025-01-09,683.1317749023438,693.25,716.2999877929688,690.0,711.0,158841
2025-01-10,651.6973266601562,661.3499755859375,693.9000244140625,658.0,692.0,331296
2025-01-13,617.8487548828125,627.0,662.3499755859375,620.8499755859375,652.0,329612
2025-01-14,634.2557373046875,643.6500244140625,649.2999877929688,630.0,632.9000244140625,136526
2025-01-15,638.9856567382812,648.4500122070312,659.0,641.5499877929688,646.75,178260
2025-01-16,643.9619750976562,653.5,659.0999755859375,646.9000244140625,654.5,130217
2025-01-17,634.0093994140625,643.4000244140625,653.7000122070312,641.0499877929688,653.7000122070312,140304
2025-01-20,644.01123046875,653.5499877929688,655.0,634.0999755859375,645.9500122070312,187645
2025-01-21,633.2210083007812,642.5999755859375,664.7999877929688,637.0999755859375,655.5,162734
2025-01-22,619.0805053710938,628.25,645.0999755859375,613.9500122070312,644.4000244140625,204615
2025-01-23,622.7265014648438,631.9500122070312,641.7999877929688,621.6500244140625,626.0,144745
2025-01-24,638.9856567382812,648.4500122070312,658.7999877929688,631.0,631.0,693630
2025-01-27,603.9052124023438,612.8499755859375,641.7000122070312,607.0,641.7000122070312,358205
2025-01-28,596.7117919921875,605.5499877929688,618.2999877929688,580.2000122070312,603.0,505219
2025-01-29,611.8377685546875,620.9000244140625,624.3499755859375,602.1500244140625,605.0,138070
2025-01-30,609.2756958007812,618.2999877929688,639.75,612.0999755859375,621.0,231570
2025-01-31,611.2465209960938,620.2999877929688,624.9500122070312,614.6500244140625,620.9500122070312,168534
2025-02-01,598.7811889648438,607.6500244140625,625.0999755859375,593.7000122070312,619.0,128153
2025-02-03,603.9545288085938,612.9000244140625,622.0,597.7000122070312,600.0,163391
2025-02-04,612.6260986328125,621.7000122070312,629.5,612.8499755859375,615.0,178728
2025-02-05,609.7683715820312,618.7999877929688,635.7999877929688,614.7999877929688,621.0,362637
2025-02-06,644.750244140625,654.2999877929688,660.5,618.9500122070312,621.1500244140625,848304
2025-02-07,631.9400024414062,641.2999877929688,652.9000244140625,635.5499877929688,644.0,213729
2025-02-10,611.2957763671875,620.3499755859375,641.4500122070312,618.2000122070312,638.75,83347
2025-02-11,604.3486938476562,613.2999877929688,624.5999755859375,600.25,617.25,153673
2025-02-12,610.7537841796875,619.7999877929688,625.0,597.0499877929688,613.0,148722
2025-02-13,608.3888549804688,617.4000244140625,623.7999877929688,608.2999877929688,619.5,225688
2025-02-14,601.5895385742188,610.5,621.2999877929688,599.4000244140625,619.1500244140625,352919
2025-02-17,597.10595703125,605.9500122070312,619.0,590.5499877929688,600.5,502539
2025-02-18,594.7902221679688,603.5999755859375,612.9500122070312,595.0,605.9500122070312,320945
2025-02-19,599.3231201171875,608.2000122070312,614.9000244140625,592.0,596.0999755859375,514428
2025-02-20,637.0148315429688,646.4500122070312,657.0,598.2000122070312,602.0999755859375,1811924
2025-02-21,654.3087158203125,664.0,704.7999877929688,642.6500244140625,645.0,1794167
2025-02-24,635.881591796875,645.2999877929688,663.7999877929688,640.1500244140625,650.0,265630
2025-02-25,644.3068237304688,653.8499755859375,675.9000244140625,641.7000122070312,644.3499755859375,671838
2025-02-27,618.0950927734375,627.25,656.3499755859375,623.0,653.8499755859375,227905
2025-02-28,603.85595703125,612.7999877929688,626.2999877929688,605.0999755859375,622.0,211469
2025-03-03,593.706298828125,602.5,618.0,596.5999755859375,611.1500244140625,281954
2025-03-04,618.2921752929688,627.4500122070312,629.75,596.5999755859375,600.0999755859375,296666
2025-03-05,627.35791015625,636.6500244140625,641.9500122070312,627.4500122070312,627.9000244140625,311146
2025-03-06,634.0093994140625,643.4000244140625,651.2999877929688,638.2000122070312,640.9000244140625,272879
2025-03-07,643.9619750976562,653.5,658.5,642.0499877929688,644.0,237919
2025-03-10,629.6243286132812,638.9500122070312,659.4500122070312,632.9500122070312,651.0499877929688,177321
2025-03-11,641.9911499023438,651.5,654.9000244140625,620.9000244140625,630.0499877929688,310217
2025-03-12,642.5823364257812,652.0999755859375,656.0,636.0999755859375,651.0,210387
2025-03-13,651.7466430664062,661.4000244140625,669.0,635.0,656.0,317028
2025-03-17,663.2266235351562,673.0499877929688,677.5,642.5999755859375,667.9500122070312,673364
2025-03-18,663.2266235351562,673.0499877929688,673.0499877929688,673.0499877929688,673.0499877929688,0
2025-03-19,691.2613525390625,701.5,712.2999877929688,693.25,699.0,519076
2025-03-20,710.0825805664062,720.5999755859375,729.0,700.1500244140625,708.4500122070312,474999
2025-03-21,700.4255981445312,710.7999877929688,730.0499877929688,707.1500244140625,721.0,327900
2025-03-24,702.1500854492188,712.5499877929688,726.2999877929688,708.4000244140625,721.0,220230
2025-03-25,686.5806884765625,696.75,719.0,690.0999755859375,718.25,199676
2025-03-26,672.0459594726562,682.0,703.9000244140625,680.3499755859375,696.0,182292
2025-03-27,682.0478515625,692.1500244140625,694.9500122070312,674.5,675.0,221648
2025-03-28,672.7850341796875,682.75,701.7000122070312,681.0,692.1500244140625,118213
2025-04-01,724.3709716796875,735.0999755859375,755.0,682.75,682.75,3962647
2025-04-02,721.0698852539062,731.75,734.5499877929688,701.2000122070312,718.9000244140625,601187
2025-04-03,716.3399658203125,726.9500122070312,740.0,722.4000244140625,722.5499877929688,179218
2025-04-04,688.7978515625,699.0,725.0,693.9000244140625,723.0,434993
2025-04-07,633.0239868164062,642.4000244140625,674.7000122070312,632.5999755859375,650.9500122070312,440856
2025-04-08,650.8598022460938,660.5,672.1500244140625,648.5999755859375,659.0,195786
2025-04-09,622.8250122070312,632.0499877929688,657.25,624.25,655.0499877929688,330900
2025-04-11,654.210205078125,663.9000244140625,668.0,641.7000122070312,644.75,247591
2025-04-15,671.1591186523438,681.0999755859375,685.0,664.4000244140625,666.1500244140625,171993
2025-04-16,678.5496215820312,688.5999755859375,695.5,677.0999755859375,680.0,133204
2025-04-17,689.2905883789062,699.5,708.4000244140625,686.5999755859375,690.0,172281
2025-04-21,695.5478515625,705.8499755859375,714.9500122070312,694.0499877929688,709.0,155051
2025-04-22,690.4730834960938,700.7000122070312,713.2000122070312,697.5,708.8499755859375,120731
2025-04-23,680.4219360351562,690.5,708.6500244140625,685.0,701.2999877929688,134837
2025-04-24,684.8562622070312,695.0,703.8499755859375,687.5,687.5,101365
2025-04-25,662.4382934570312,672.25,702.5999755859375,664.0,697.0,170063
2025-04-28,677.120849609375,687.1500244140625,699.25,663.0,663.0,240441
