date_,adj close_recltd.ns,close_recltd.ns,high_recltd.ns,low_recltd.ns,open_recltd.ns,volume_recltd.ns
2024-01-16,403.1005554199219,437.95001220703125,447.79998779296875,430.8500061035156,442.95001220703125,13609749
2024-01-17,392.4696044921875,426.3999938964844,439.0,424.3500061035156,432.5,7584545
2024-01-18,390.53668212890625,424.29998779296875,429.5,411.6000061035156,424.0,8956008
2024-01-19,415.6643981933594,451.6000061035156,453.8500061035156,429.25,434.0,22121350
2024-01-23,400.1551513671875,434.75,482.0,416.20001220703125,482.0,39365502
2024-01-24,430.29913330078125,467.5,473.25,435.5,439.95001220703125,35198592
2024-01-25,432.7383117675781,470.1499938964844,474.8999938964844,462.54998779296875,474.0,12311262
2024-01-29,459.9368591308594,499.70001220703125,505.6000061035156,472.5,477.20001220703125,27272127
2024-01-30,452.89556884765625,492.04998779296875,511.79998779296875,488.45001220703125,504.0,17607741
2024-01-31,459.3385314941406,499.04998779296875,501.0,484.0,492.04998779296875,11483576
2024-02-01,454.9205627441406,494.25,505.79998779296875,487.45001220703125,503.45001220703125,13618703
2024-02-02,457.3596496582031,496.8999938964844,513.7999877929688,494.0,500.0,14700875
2024-02-05,460.12091064453125,499.8999938964844,510.8500061035156,494.79998779296875,499.5,10632549
2024-02-06,462.9282531738281,502.95001220703125,504.95001220703125,490.6499938964844,502.1499938964844,9819635
2024-02-07,468.496826171875,509.0,511.75,498.20001220703125,499.20001220703125,8628913
2024-02-08,469.2791748046875,509.8500061035156,524.0,505.5,512.5499877929688,13436922
2024-02-09,444.0134582519531,482.3999938964844,505.8500061035156,463.29998779296875,503.0,24572692
2024-02-12,417.45916748046875,453.54998779296875,488.75,449.1000061035156,482.3999938964844,23580970
2024-02-13,427.49188232421875,464.45001220703125,468.25,446.0,449.54998779296875,14626501
2024-02-14,443.27716064453125,481.6000061035156,484.70001220703125,453.1499938964844,457.0,9168453
2024-02-15,444.8879089355469,483.3500061035156,489.3999938964844,479.3500061035156,485.95001220703125,7358984
2024-02-16,435.9597473144531,473.6499938964844,486.95001220703125,468.04998779296875,486.8999938964844,8695716
2024-02-19,430.8514099121094,468.1000061035156,480.6499938964844,466.5,475.0,6309404
2024-02-20,430.02301025390625,467.20001220703125,474.3999938964844,463.0,468.1000061035156,8232269
2024-02-21,417.8733215332031,454.0,473.70001220703125,450.75,467.75,6738300
2024-02-22,424.82257080078125,461.54998779296875,463.6499938964844,441.3500061035156,455.0,9483457
2024-02-23,427.0316162109375,463.95001220703125,468.6499938964844,459.04998779296875,462.1000061035156,7543070
2024-02-26,422.9357604980469,459.5,467.20001220703125,458.54998779296875,463.0,5906306
2024-02-27,407.93280029296875,443.20001220703125,460.04998779296875,436.8500061035156,458.5,11612298
2024-02-28,392.65374755859375,426.6000061035156,446.29998779296875,424.6000061035156,446.04998779296875,10456948
2024-02-29,406.874267578125,442.04998779296875,445.0,424.8500061035156,429.20001220703125,17584650
2024-03-01,423.0737609863281,459.6499938964844,462.5,444.3500061035156,446.3500061035156,9312316
2024-03-04,427.9520568847656,464.95001220703125,469.0,453.0,464.79998779296875,8549034
2024-03-05,427.9520568847656,464.95001220703125,470.0,457.79998779296875,464.0,10459135
2024-03-06,432.2320861816406,469.6000061035156,481.0,463.0,471.0,20162210
2024-03-07,435.2694396972656,472.8999938964844,479.0,470.20001220703125,471.79998779296875,7147710
2024-03-11,445.6242370605469,484.1499938964844,487.3999938964844,470.25,474.45001220703125,15406212
2024-03-12,445.0259704589844,483.5,492.1000061035156,474.8500061035156,484.95001220703125,19398756
2024-03-13,412.81103515625,448.5,485.70001220703125,441.5,483.0,22269570
2024-03-14,427.35382080078125,464.29998779296875,467.70001220703125,443.54998779296875,448.0,14650115
2024-03-15,411.1543273925781,446.70001220703125,466.5,430.3500061035156,464.95001220703125,32430198
2024-03-18,401.5357971191406,436.25,454.70001220703125,433.6499938964844,441.0,9735909
2024-03-19,394.90875244140625,429.04998779296875,438.54998779296875,419.54998779296875,434.1000061035156,20288936
2024-03-20,389.3402099609375,423.0,434.3500061035156,414.54998779296875,432.04998779296875,14832362
2024-03-21,414.4217529296875,450.25,452.45001220703125,430.0,430.0,18429233
2024-03-22,423.48797607421875,460.1000061035156,464.75,444.0,447.95001220703125,12531582
2024-03-26,424.6844787597656,461.3999938964844,462.95001220703125,453.5,455.20001220703125,10475524
2024-03-27,410.141845703125,445.6000061035156,466.54998779296875,440.79998779296875,463.0,28138339
2024-03-28,419.3469543457031,451.0,455.6000061035156,445.0,446.0,12637899
2024-04-01,428.2267150878906,460.54998779296875,468.3500061035156,453.0,453.0,11296547
2024-04-02,431.2486267089844,463.79998779296875,465.8999938964844,452.45001220703125,461.8999938964844,9639474
2024-04-03,440.7792053222656,474.04998779296875,475.20001220703125,459.04998779296875,459.04998779296875,14035202
2024-04-04,440.6397399902344,473.8999938964844,482.3999938964844,469.6499938964844,478.29998779296875,8469182
2024-04-05,438.5012512207031,471.6000061035156,476.8999938964844,465.25,472.8999938964844,7448407
2024-04-08,421.6715393066406,453.5,474.1499938964844,452.6000061035156,472.45001220703125,15289897
2024-04-09,409.9558410644531,440.8999938964844,458.3999938964844,439.70001220703125,458.0,14262840
2024-04-10,416.9759521484375,448.45001220703125,453.3999938964844,442.79998779296875,443.3999938964844,9265502
2024-04-12,408.421630859375,439.25,448.79998779296875,438.25,444.04998779296875,10809891
2024-04-15,398.9840393066406,429.1000061035156,436.45001220703125,422.29998779296875,431.0,9341527
2024-04-16,399.2164611816406,429.3500061035156,432.8500061035156,420.1499938964844,425.0,12115039
2024-04-18,398.56561279296875,428.6499938964844,440.29998779296875,426.04998779296875,431.0,9425546
2024-04-19,395.869140625,425.75,428.54998779296875,414.79998779296875,421.0,7628906
2024-04-22,404.0050048828125,434.5,436.3999938964844,427.3999938964844,427.3999938964844,6226067
2024-04-23,405.2137756347656,435.79998779296875,440.8500061035156,432.20001220703125,437.5,6371166
2024-04-24,408.93304443359375,439.79998779296875,445.3999938964844,435.0,438.45001220703125,7201124
2024-04-25,419.5794677734375,451.25,453.79998779296875,437.95001220703125,438.95001220703125,11531272
2024-04-26,424.92584228515625,457.0,461.75,452.29998779296875,454.6000061035156,10542423
2024-04-29,430.5047302246094,463.0,465.20001220703125,455.1499938964844,461.0,8445427
2024-04-30,471.5561218261719,507.1499938964844,511.6499938964844,463.20001220703125,464.0,72903180
2024-05-02,515.0250244140625,553.9000244140625,557.8499755859375,510.6499938964844,513.0,83160192
2024-05-03,518.6512451171875,557.7999877929688,567.1500244140625,553.3499755859375,558.0,45105471
2024-05-06,480.3429260253906,516.5999755859375,540.2000122070312,481.79998779296875,531.0,73134272
2024-05-07,471.4631652832031,507.04998779296875,527.6500244140625,500.95001220703125,521.9500122070312,34608626
2024-05-08,496.521728515625,534.0,543.4000244140625,505.0,509.0,48742004
2024-05-09,475.41485595703125,511.29998779296875,537.7000122070312,510.0,536.5,19107231
2024-05-10,477.785888671875,513.8499755859375,519.25,497.29998779296875,517.0499877929688,19170559
2024-05-13,481.7842102050781,518.1500244140625,521.0,500.0,514.0,13436096
2024-05-14,485.41046142578125,522.0499877929688,527.4500122070312,513.5999755859375,519.0,11963864
2024-05-15,491.59375,528.7000122070312,535.7000122070312,522.0,523.7999877929688,14366755
2024-05-16,503.1233825683594,541.0999755859375,543.7999877929688,531.0,535.0,15105099
2024-05-17,505.7734680175781,543.9500122070312,547.6500244140625,539.2999877929688,543.0999755859375,7680252
2024-05-21,508.56280517578125,546.9500122070312,553.9000244140625,539.75,544.9500122070312,7571632
2024-05-22,498.5672607421875,536.2000122070312,548.4000244140625,532.0999755859375,548.0,7138229
2024-05-23,499.63653564453125,537.3499755859375,547.25,535.7000122070312,537.0,7812219
2024-05-24,515.1644287109375,554.0499877929688,563.5,537.0,539.0,20225424
2024-05-27,538.3634033203125,579.0,591.4000244140625,555.5999755859375,557.0,28217127
2024-05-28,539.4791870117188,580.2000122070312,583.9000244140625,558.4500122070312,581.0,17209174
2024-05-29,528.832763671875,568.75,582.75,567.0,573.25,15012657
2024-05-30,509.3066711425781,547.75,572.1500244140625,545.0,568.75,11582851
2024-05-31,500.008544921875,537.75,557.9000244140625,525.5999755859375,555.0999755859375,25890354
2024-06-03,562.0736694335938,604.5,607.7999877929688,568.5499877929688,578.0,42463764
2024-06-04,420.4627685546875,452.20001220703125,594.0,446.0,594.0,103902126
2024-06-05,427.25042724609375,459.5,472.0,408.29998779296875,472.0,80984751
2024-06-06,455.7027587890625,490.1000061035156,514.2999877929688,466.20001220703125,469.0,54149649
2024-06-07,461.9325256347656,496.79998779296875,501.70001220703125,478.0,490.1000061035156,32416015
2024-06-10,475.3218994140625,511.20001220703125,521.8499755859375,496.29998779296875,504.0,31958560
2024-06-11,474.7640075683594,510.6000061035156,517.6500244140625,504.1499938964844,512.5499877929688,21774755
2024-06-12,480.2034606933594,516.4500122070312,520.0,506.29998779296875,512.0,17569720
2024-06-13,484.8990173339844,521.5,525.6500244140625,515.2000122070312,520.9000244140625,15418171
2024-06-14,495.2664489746094,532.6500244140625,536.9000244140625,519.5,523.0,15848193
2024-06-18,490.8963317871094,527.9500122070312,536.6500244140625,522.0499877929688,533.0499877929688,12102131
2024-06-19,479.4130554199219,515.5999755859375,529.9500122070312,512.75,529.75,9448370
2024-06-20,471.13775634765625,506.70001220703125,516.0,499.25,516.0,16910479
2024-06-21,474.6710510253906,510.5,522.2999877929688,505.1499938964844,509.5,15471249
2024-06-24,484.8990173339844,521.5,524.0,500.0,507.70001220703125,12996888
2024-06-25,484.9454650878906,521.5499877929688,524.7000122070312,512.0,523.7000122070312,15576222
2024-06-26,479.4130554199219,515.5999755859375,521.0,513.0,520.0,8590831
2024-06-27,488.0138854980469,524.8499755859375,533.0,513.5,515.0,19899609
2024-06-28,493.2240295410156,525.4000244140625,530.4000244140625,521.0,523.0,10184740
2024-07-01,516.9276733398438,550.6500244140625,553.0,526.25,531.0,22872490
2024-07-02,506.17889404296875,539.2000122070312,554.9500122070312,530.5,554.9500122070312,17455154
2024-07-03,527.8641967773438,562.2999877929688,564.2000122070312,549.2999877929688,550.0499877929688,25695583
2024-07-04,540.396728515625,575.6500244140625,581.0,564.0,566.7000122070312,24852433
2024-07-05,544.9027709960938,580.4500122070312,587.0499877929688,572.4000244140625,577.0,14361260
2024-07-08,570.3900146484375,607.5999755859375,615.5499877929688,582.0,582.9500122070312,29744866
2024-07-09,574.4736938476562,611.9500122070312,619.2000122070312,600.7000122070312,610.5,15885713
2024-07-10,591.2774047851562,629.8499755859375,637.2000122070312,602.4000244140625,615.2999877929688,31225972
2024-07-11,606.2506103515625,645.7999877929688,648.0,627.5,632.9500122070312,14945910
2024-07-12,598.318115234375,637.3499755859375,654.0,629.6500244140625,647.5,12973355
2024-07-15,594.9384765625,633.75,644.7000122070312,631.1500244140625,640.0,6897803
2024-07-16,579.8715209960938,617.7000122070312,636.9000244140625,616.5499877929688,634.0,8288646
2024-07-18,572.68994140625,610.0499877929688,620.8499755859375,598.0,617.7000122070312,17723265
2024-07-19,561.7535400390625,598.4000244140625,621.5,596.4000244140625,610.75,13057169
2024-07-22,580.9041137695312,618.7999877929688,620.5999755859375,591.4000244140625,595.0,13035918
2024-07-23,558.7963256835938,595.25,624.0999755859375,566.5499877929688,622.4000244140625,21847141
2024-07-24,567.52685546875,604.5499877929688,616.0,596.2000122070312,598.0,14297279
2024-07-25,570.7655029296875,608.0,610.4000244140625,592.0499877929688,597.0,7184870
2024-07-26,587.5692749023438,625.9000244140625,629.0499877929688,607.5,614.0999755859375,11447407
2024-07-29,605.1240234375,644.5999755859375,646.5,615.5999755859375,620.0,23006702
2024-07-30,602.87109375,642.2000122070312,650.5999755859375,633.3499755859375,643.0,12687462
2024-07-31,604.7955322265625,644.25,648.25,640.5499877929688,641.9500122070312,6874000
2024-08-01,586.9121704101562,625.2000122070312,646.9500122070312,623.9500122070312,640.0,10556749
2024-08-02,573.6287231445312,611.0499877929688,624.5,607.7000122070312,612.7999877929688,12658405
2024-08-05,543.6353759765625,579.0999755859375,597.2000122070312,572.6500244140625,588.0999755859375,19358145
2024-08-06,530.8212890625,565.4500122070312,609.4500122070312,563.5499877929688,590.0,13961254
2024-08-07,554.290283203125,590.4500122070312,593.3499755859375,574.4000244140625,583.7000122070312,13508638
2024-08-08,547.8128662109375,583.5499877929688,594.2000122070312,581.9000244140625,586.0,7233983
2024-08-09,554.2822875976562,586.9000244140625,593.5,585.0999755859375,590.0999755859375,6604483
2024-08-12,546.6322631835938,578.7999877929688,585.3499755859375,574.1500244140625,583.3499755859375,7486860
2024-08-13,537.329833984375,568.9500122070312,582.7000122070312,567.4000244140625,576.0,7635406
2024-08-14,532.37158203125,563.7000122070312,572.9000244140625,560.0499877929688,571.25,4468230
2024-08-16,547.4351196289062,579.6500244140625,581.4500122070312,564.0,572.2000122070312,6950751
2024-08-19,551.82666015625,584.2999877929688,591.2999877929688,580.0,585.4000244140625,6715017
2024-08-20,566.5596923828125,599.9000244140625,601.5,581.5,586.9500122070312,10518490
2024-08-21,561.1764526367188,594.2000122070312,604.9500122070312,592.3499755859375,602.8499755859375,6820599
2024-08-22,562.2625122070312,595.3499755859375,597.9500122070312,591.3499755859375,595.2000122070312,3337019
2024-08-23,554.0933227539062,586.7000122070312,597.0499877929688,585.75,594.0999755859375,4656124
2024-08-26,557.0681762695312,589.8499755859375,598.9000244140625,587.0999755859375,598.0499877929688,7437582
2024-08-27,583.039794921875,617.3499755859375,620.2999877929688,586.5499877929688,590.0,16554285
2024-08-28,584.1731567382812,618.5499877929688,626.25,615.2999877929688,619.5,9811133
2024-08-29,591.4453125,626.25,636.0,619.0999755859375,629.0,15661951
2024-08-30,585.3064575195312,619.75,632.0,618.0,628.2000122070312,8931237
2024-09-02,582.8509521484375,617.1500244140625,622.5,611.2999877929688,619.9000244140625,4617697
2024-09-03,594.4201049804688,629.4000244140625,630.9500122070312,613.2999877929688,618.5,7628972
2024-09-04,589.9342041015625,624.6500244140625,626.0,617.1500244140625,618.0,4002544
2024-09-05,595.553466796875,630.5999755859375,635.4000244140625,625.0999755859375,625.2000122070312,7738087
2024-09-06,573.6900634765625,607.4500122070312,630.9000244140625,604.0,625.6500244140625,8074544
2024-09-09,557.257080078125,590.0499877929688,606.0,580.5499877929688,604.5,11883819
2024-09-10,545.0740356445312,577.1500244140625,596.5499877929688,574.2999877929688,594.0,8925317
2024-09-11,531.4743041992188,562.75,581.1500244140625,559.7000122070312,578.0,7761933
2024-09-12,540.9658203125,572.7999877929688,575.0999755859375,553.7000122070312,566.0,10234653
2024-09-13,536.1492309570312,567.7000122070312,577.0,564.2000122070312,574.0,6979913
2024-09-16,529.5382080078125,560.7000122070312,570.25,557.2000122070312,567.7000122070312,4136798
2024-09-17,514.5691528320312,544.8499755859375,563.0,542.5499877929688,560.7000122070312,11277058
2024-09-18,515.7024536132812,546.0499877929688,563.25,543.0999755859375,555.0,15318568
2024-09-19,500.2611083984375,529.7000122070312,555.0,509.8500061035156,552.0,25364529
2024-09-20,509.94146728515625,539.9500122070312,545.0,527.25,530.0,15317549
2024-09-23,512.3497924804688,542.5,548.9000244140625,535.7000122070312,542.0499877929688,9807891
2024-09-24,517.87451171875,548.3499755859375,550.8499755859375,539.5499877929688,540.0,8069962
2024-09-25,514.758056640625,545.0499877929688,550.25,538.0499877929688,549.4000244140625,5716466
2024-09-26,513.8607788085938,544.0999755859375,546.5,537.9500122070312,543.0999755859375,6013480
2024-09-27,529.0660400390625,560.2000122070312,561.5,545.0,545.7000122070312,13432979
2024-09-30,523.682861328125,554.5,564.4000244140625,550.0999755859375,558.0,9512274
2024-10-01,525.8550415039062,556.7999877929688,569.4500122070312,553.2999877929688,555.0,8117456
2024-10-03,507.8164978027344,537.7000122070312,562.7999877929688,536.0999755859375,551.3499755859375,12464107
2024-10-04,494.9251708984375,524.0499877929688,539.7000122070312,520.5999755859375,535.0,9321624
2024-10-07,472.35345458984375,500.1499938964844,532.3499755859375,494.29998779296875,527.0,16722359
