date_,adj close_recltd.ns,close_recltd.ns,high_recltd.ns,low_recltd.ns,open_recltd.ns,volume_recltd.ns
2024-10-08,495.114013671875,524.25,526.4000244140625,484.1000061035156,499.0,14115751
2024-10-09,502.8111267089844,532.4000244140625,535.8499755859375,526.7000122070312,529.0,7063437
2024-10-10,514.00244140625,544.25,550.3499755859375,534.5999755859375,536.9500122070312,10161095
2024-10-11,508.0054626464844,537.9000244140625,545.2999877929688,534.5499877929688,540.0,4344046
2024-10-14,510.3192443847656,540.3499755859375,544.4500122070312,537.0499877929688,540.0,3672179
2024-10-15,516.8829956054688,547.2999877929688,548.4500122070312,541.6500244140625,544.7999877929688,5661760
2024-10-16,521.4161987304688,552.0999755859375,555.5499877929688,546.0,546.9500122070312,5230563
2024-10-17,512.2080688476562,542.3499755859375,557.5,534.3499755859375,556.0,9728282
2024-10-18,515.8914184570312,546.25,548.5,531.0,538.9000244140625,4184490
2024-10-21,502.9055480957031,532.5,548.75,528.8499755859375,546.2999877929688,4104466
2024-10-22,479.81439208984375,508.04998779296875,532.0,505.29998779296875,531.0,10870662
2024-10-23,477.5950012207031,505.70001220703125,514.7999877929688,494.79998779296875,508.04998779296875,7639646
2024-10-24,492.3279724121094,521.2999877929688,527.5999755859375,506.3999938964844,506.3999938964844,7417598
2024-10-25,479.76715087890625,508.0,528.1500244140625,500.75,522.0,8410014
2024-10-28,494.54736328125,523.6500244140625,532.5499877929688,508.5,511.0,13625032
2024-10-29,517.0719604492188,547.5,549.2999877929688,519.2999877929688,527.0499877929688,13616872
2024-10-30,504.5582580566406,534.25,549.8499755859375,532.0,549.0,8607740
2024-10-31,493.5556640625,522.5999755859375,535.8499755859375,517.0,533.9000244140625,8005076
2024-11-01,497.5223083496094,526.7999877929688,529.1500244140625,524.5499877929688,525.0,985145
2024-11-04,489.54193115234375,518.3499755859375,528.0,506.8500061035156,528.0,6918061
2024-11-05,496.76678466796875,526.0,528.6500244140625,499.6000061035156,516.5,12106685
2024-11-06,503.18890380859375,532.7999877929688,536.4000244140625,526.2999877929688,528.8499755859375,6152359
2024-11-07,499.26953125,528.6500244140625,535.0,524.4000244140625,535.0,5628160
2024-11-08,489.6580810546875,514.5499877929688,526.0,512.25,526.0,7465928
2024-11-11,502.7904052734375,528.3499755859375,541.0,511.3500061035156,515.0,13676304
2024-11-12,489.6105041503906,514.5,534.7000122070312,512.7999877929688,531.0,6039729
2024-11-13,483.85321044921875,508.45001220703125,519.5499877929688,499.3500061035156,515.5,8600781
2024-11-14,478.04827880859375,502.3500061035156,513.7999877929688,500.29998779296875,510.0,7471948
2024-11-18,476.7635803222656,501.0,510.1499938964844,495.5,505.29998779296875,6676581
2024-11-19,491.6089172363281,516.5999755859375,525.7000122070312,508.1499938964844,510.0,10710390
2024-11-21,467.1997985839844,490.95001220703125,514.1500244140625,469.0,512.7999877929688,25802873
2024-11-22,481.7596130371094,506.25,512.0,490.04998779296875,497.79998779296875,16581026
2024-11-25,494.27349853515625,519.4000244140625,534.4000244140625,517.7999877929688,527.0,12550563
2024-11-26,494.89202880859375,520.0499877929688,525.1500244140625,513.0,519.0,5950832
2024-11-27,500.88726806640625,526.3499755859375,528.5499877929688,518.3499755859375,521.5499877929688,4437672
2024-11-28,502.6953430175781,528.25,535.75,524.4000244140625,526.0999755859375,6527682
2024-11-29,506.83489990234375,532.5999755859375,535.4000244140625,525.4000244140625,527.9500122070312,5533795
2024-12-02,506.16876220703125,531.9000244140625,538.0,530.0999755859375,533.0,4645093
2024-12-03,513.5914916992188,539.7000122070312,543.5,532.4000244140625,534.0,7125362
2024-12-04,517.3504028320312,543.6500244140625,555.9000244140625,541.2000122070312,542.9000244140625,9007471
2024-12-05,518.635009765625,545.0,546.8499755859375,538.2000122070312,546.8499755859375,4207860
2024-12-06,532.0529174804688,559.0999755859375,562.5,544.5499877929688,545.5999755859375,10625077
2024-12-09,536.430419921875,563.7000122070312,568.0,556.9500122070312,557.9500122070312,6419159
2024-12-10,542.5684204101562,570.1500244140625,573.2999877929688,562.0,563.0,7525312
2024-12-11,542.187744140625,569.75,572.6500244140625,566.25,570.0,4434214
2024-12-12,532.481201171875,559.5499877929688,571.5,558.5499877929688,569.75,4133386
2024-12-13,530.0069580078125,556.9500122070312,560.4500122070312,542.5,558.9000244140625,4178618
2024-12-16,532.7190551757812,559.7999877929688,563.9500122070312,557.0999755859375,557.75,2395022
2024-12-17,523.9165649414062,550.5499877929688,566.0,547.5999755859375,560.0,4961225
2024-12-18,511.2124328613281,537.2000122070312,550.5,532.25,549.8499755859375,5013701
2024-12-19,503.5041809082031,529.0999755859375,536.0,518.2000122070312,522.2000122070312,4751460
2024-12-20,488.4209899902344,513.25,533.5,510.29998779296875,529.0,7709581
2024-12-23,487.6120910644531,512.4000244140625,521.9000244140625,506.54998779296875,519.0,4380134
2024-12-24,482.8539733886719,507.3999938964844,517.0499877929688,505.6499938964844,512.4500122070312,2702189
2024-12-26,493.98797607421875,519.0999755859375,520.5,507.04998779296875,509.25,4475677
2024-12-27,482.90155029296875,507.45001220703125,520.2999877929688,505.8500061035156,518.0,2951162
2024-12-30,472.4813232421875,496.5,513.2000122070312,492.1499938964844,508.8999938964844,24912615
2024-12-31,476.4781188964844,500.70001220703125,504.1000061035156,495.04998779296875,495.6000061035156,3906855
2025-01-01,481.09344482421875,505.54998779296875,506.79998779296875,499.04998779296875,501.25,3238928
2025-01-02,493.3694152832031,518.4500122070312,521.0499877929688,500.20001220703125,506.0,8546733
2025-01-03,512.0213012695312,538.0499877929688,544.7000122070312,519.8499755859375,522.0499877929688,14567780
2025-01-06,487.75482177734375,512.5499877929688,541.4000244140625,510.04998779296875,541.4000244140625,8631065
2025-01-07,490.5145568847656,515.4500122070312,520.75,507.1499938964844,516.0,4660352
2025-01-08,479.23779296875,503.6000061035156,517.7999877929688,496.3500061035156,516.5,6585994
2025-01-09,467.43768310546875,491.20001220703125,504.75,489.45001220703125,504.04998779296875,4468056
2025-01-10,437.12847900390625,459.3500061035156,492.20001220703125,454.45001220703125,490.1000061035156,14067540
2025-01-13,425.13800048828125,446.75,468.3999938964844,443.6499938964844,452.1000061035156,11872696
2025-01-14,453.11572265625,476.1499938964844,479.20001220703125,449.5,452.0,12167491
2025-01-15,455.4947814941406,478.6499938964844,489.0,474.5,481.04998779296875,7700238
2025-01-16,461.6803283691406,485.1499938964844,492.6499938964844,482.3999938964844,485.0,5120861
2025-01-17,459.0158386230469,482.3500061035156,487.75,476.0,482.0,4195700
2025-01-20,467.00946044921875,490.75,495.6000061035156,478.0,484.0,5000936
2025-01-21,453.4012451171875,476.45001220703125,491.0,474.20001220703125,491.0,5395660
2025-01-22,439.6978454589844,462.04998779296875,479.0,453.20001220703125,479.0,10288459
2025-01-23,441.31561279296875,463.75,467.54998779296875,457.1499938964844,462.04998779296875,5320651
2025-01-24,424.66217041015625,446.25,466.25,445.0,463.75,6738912
2025-01-27,407.7708740234375,428.5,445.95001220703125,426.0,445.95001220703125,7413044
2025-01-28,399.3489685058594,419.6499938964844,441.20001220703125,410.25,440.0,14396638
2025-01-29,413.8136901855469,434.8500061035156,437.20001220703125,420.04998779296875,422.0,5834329
2025-01-30,419.047607421875,440.3500061035156,443.6000061035156,430.1499938964844,433.0,8302923
2025-01-31,428.0880432128906,449.8500061035156,454.6499938964844,434.0,443.0,7224298
2025-02-01,407.15228271484375,427.8500061035156,460.20001220703125,425.3999938964844,455.0,9470953
2025-02-03,385.8835144042969,405.5,427.45001220703125,402.0,427.45001220703125,16185807
2025-02-04,406.6764831542969,427.3500061035156,428.6000061035156,407.0,413.0,11302969
2025-02-05,418.95245361328125,440.25,444.0,428.54998779296875,429.0,9545772
2025-02-06,413.1475524902344,434.1499938964844,446.5,424.70001220703125,444.04998779296875,10865131
2025-02-07,419.85650634765625,441.20001220703125,451.8999938964844,427.1499938964844,430.20001220703125,14726471
2025-02-10,402.9651794433594,423.45001220703125,442.20001220703125,418.25,440.0,10014839
2025-02-11,390.1182556152344,409.95001220703125,425.45001220703125,406.5,425.45001220703125,11422600
2025-02-12,388.3100891113281,408.04998779296875,413.8999938964844,393.0,413.0,13329877
2025-02-13,389.8327331542969,409.6499938964844,420.3999938964844,407.25,409.3999938964844,8280995
2025-02-14,376.65716552734375,391.6499938964844,412.6499938964844,386.8500061035156,405.45001220703125,8558606
2025-02-17,374.204833984375,389.1000061035156,394.20001220703125,375.70001220703125,387.1499938964844,8661753
2025-02-18,370.55029296875,385.29998779296875,393.04998779296875,376.04998779296875,391.04998779296875,8959200
2025-02-19,380.50408935546875,395.6499938964844,397.29998779296875,378.70001220703125,384.5,8706790
2025-02-20,393.77581787109375,409.45001220703125,410.6499938964844,388.3999938964844,393.0,11040968
2025-02-21,388.1016540527344,403.54998779296875,414.0,400.45001220703125,408.0,6099522
2025-02-24,376.705322265625,391.70001220703125,398.95001220703125,389.25,398.95001220703125,4949143
2025-02-25,368.9153747558594,383.6000061035156,394.3999938964844,382.54998779296875,392.0,5352036
2025-02-27,364.0106201171875,378.5,386.3999938964844,377.1000061035156,381.0,4757498
2025-02-28,346.50732421875,360.29998779296875,376.0,357.3500061035156,375.45001220703125,13486063
2025-03-03,363.33740234375,377.79998779296875,380.54998779296875,360.1000061035156,365.04998779296875,12981608
2025-03-04,372.0890197753906,386.8999938964844,391.54998779296875,366.0,373.5,11737034
2025-03-05,386.8033447265625,402.20001220703125,404.0,385.1000061035156,386.0,9788815
2025-03-06,397.3341369628906,413.1499938964844,418.1000061035156,408.0,409.0,11770195
2025-03-07,390.6502380371094,406.20001220703125,415.0,403.6000061035156,412.1000061035156,7026343
2025-03-10,379.109619140625,394.20001220703125,413.20001220703125,392.54998779296875,406.20001220703125,7602276
2025-03-11,387.18804931640625,402.6000061035156,405.0,384.0,388.8999938964844,7841686
2025-03-12,386.8033447265625,402.20001220703125,406.25,394.0,404.1499938964844,5810339
2025-03-13,391.0829772949219,406.6499938964844,411.79998779296875,402.04998779296875,404.29998779296875,7901302
2025-03-17,397.09375,412.8999938964844,414.8999938964844,407.04998779296875,411.0,5584100
2025-03-18,397.09375,412.8999938964844,412.8999938964844,412.8999938964844,412.8999938964844,0
2025-03-19,413.0582580566406,429.5,430.79998779296875,421.5,425.0,8219861
2025-03-20,412.62548828125,429.04998779296875,436.79998779296875,424.5,433.79998779296875,5413493
2025-03-21,412.52935791015625,428.95001220703125,435.8500061035156,424.6000061035156,429.5,9605751
2025-03-24,427.43597412109375,444.45001220703125,447.25,432.1000061035156,433.0,10013355
2025-03-25,425.8010559082031,442.75,450.0,440.0,449.0,15383870
2025-03-26,412.6629333496094,425.6000061035156,443.25,424.1000061035156,439.25,10098135
2025-03-27,420.2258605957031,433.3999938964844,439.8999938964844,423.70001220703125,425.6000061035156,8843621
2025-03-28,416.1535339355469,429.20001220703125,440.0,427.0,433.8999938964844,4744923
2025-04-01,404.2274169921875,416.8999938964844,432.3500061035156,415.04998779296875,425.8500061035156,5586002
2025-04-02,411.64483642578125,424.54998779296875,425.6000061035156,409.5,419.95001220703125,7091444
2025-04-03,412.51751708984375,425.45001220703125,431.54998779296875,417.0,419.0,7494342
2025-04-04,391.13775634765625,403.3999938964844,425.0,401.1000061035156,424.95001220703125,9757931
2025-04-07,372.6668395996094,384.3500061035156,387.0,366.54998779296875,367.95001220703125,20170600
2025-04-08,383.8172912597656,395.8500061035156,402.3500061035156,389.75,390.0,8299658
2025-04-09,377.61181640625,389.45001220703125,397.0,384.5,395.70001220703125,6447517
2025-04-11,390.0227355957031,402.25,405.70001220703125,396.45001220703125,404.95001220703125,9084693
2025-04-15,410.432861328125,423.29998779296875,424.75,407.45001220703125,411.0,7317427
