date_,adj close_niacl.ns,close_niacl.ns,high_niacl.ns,low_niacl.ns,open_niacl.ns,volume_niacl.ns
2024-04-01,235.7415771484375,239.75,241.5,229.8000030517578,229.8000030517578,1659287
2024-04-02,235.98741149902344,240.0,248.0,237.0,241.39999389648438,2162159
2024-04-03,235.151611328125,239.14999389648438,244.89999389648438,235.14999389648438,240.9499969482422,1705845
2024-04-04,234.26666259765625,238.25,245.8000030517578,234.1999969482422,242.5,1524731
2024-04-05,235.151611328125,239.14999389648438,240.39999389648438,236.5500030517578,238.1999969482422,1026782
2024-04-08,231.36599731445312,235.3000030517578,242.4499969482422,234.25,241.64999389648438,936534
2024-04-09,228.61279296875,232.5,239.39999389648438,231.0500030517578,237.1999969482422,953320
2024-04-10,225.07296752929688,228.89999389648438,233.64999389648438,228.0500030517578,233.0500030517578,767269
2024-04-12,220.94320678710938,224.6999969482422,229.85000610351562,223.75,228.3000030517578,830650
2024-04-15,215.141845703125,218.8000030517578,221.9499969482422,212.6999969482422,219.89999389648438,1336300
2024-04-16,217.8458709716797,221.5500030517578,226.0,215.10000610351562,216.85000610351562,1014554
2024-04-18,216.6167755126953,220.3000030517578,227.0,218.89999389648438,222.6999969482422,708574
2024-04-19,215.28933715820312,218.9499969482422,220.5,214.39999389648438,217.0,578213
2024-04-22,217.55088806152344,221.25,223.8000030517578,218.9499969482422,220.0,495100
2024-04-23,220.99237060546875,224.75,227.0,222.0,222.39999389648438,556016
2024-04-24,222.2706298828125,226.0500030517578,228.6999969482422,223.10000610351562,225.85000610351562,905364
2024-04-25,223.10641479492188,226.89999389648438,229.4499969482422,224.0500030517578,226.5,802337
2024-04-26,240.60882568359375,244.6999969482422,249.60000610351562,225.35000610351562,227.75,4983018
2024-04-29,248.72088623046875,252.9499969482422,263.29998779296875,249.5500030517578,249.5500030517578,5823386
2024-04-30,243.01785278320312,247.14999389648438,253.89999389648438,245.5,253.0500030517578,1442497
2024-05-02,235.20077514648438,239.1999969482422,249.10000610351562,237.5,248.89999389648438,1269678
2024-05-03,228.12115478515625,232.0,243.6999969482422,227.5500030517578,240.6999969482422,2465018
2024-05-06,223.9913787841797,227.8000030517578,234.8000030517578,223.3000030517578,234.75,1151637
2024-05-07,218.0425262451172,221.75,227.5,219.1999969482422,227.14999389648438,782492
2024-05-08,219.22247314453125,222.9499969482422,225.6999969482422,219.25,221.8000030517578,633710
2024-05-09,213.71609497070312,217.35000610351562,224.8000030517578,215.89999389648438,224.75,615677
2024-05-10,216.37095642089844,220.0500030517578,221.6999969482422,214.0,219.0,738565
2024-05-13,215.19102478027344,218.85000610351562,221.9499969482422,215.89999389648438,220.0,829362
2024-05-14,222.17230224609375,225.9499969482422,228.64999389648438,219.39999389648438,219.39999389648438,780130
2024-05-15,229.792724609375,233.6999969482422,242.0,225.35000610351562,230.0,2905242
2024-05-16,229.20277404785156,233.10000610351562,236.64999389648438,230.25,235.4499969482422,739629
2024-05-17,228.9569549560547,232.85000610351562,234.0,231.5,232.3000030517578,782299
2024-05-21,227.77699279785156,231.64999389648438,236.9499969482422,229.75,236.8000030517578,1229422
2024-05-22,241.297119140625,245.39999389648438,251.5,233.10000610351562,233.5,11475579
2024-05-23,242.91954040527344,247.0500030517578,257.0,245.39999389648438,250.0,2790234
2024-05-24,234.9549560546875,238.9499969482422,246.9499969482422,238.14999389648438,246.9499969482422,1327551
2024-05-27,229.3502655029297,233.25,239.3000030517578,231.89999389648438,238.9499969482422,1177980
2024-05-28,227.67868041992188,231.5500030517578,235.75,227.0500030517578,234.0,891993
2024-05-29,230.67770385742188,234.60000610351562,236.8000030517578,228.64999389648438,231.0,974840
2024-05-30,224.9746551513672,228.8000030517578,234.5500030517578,227.9499969482422,234.5500030517578,739787
2024-05-31,224.9254913330078,228.75,233.3000030517578,226.5500030517578,229.25,695265
2024-06-03,234.31582641601562,238.3000030517578,242.6999969482422,233.0,240.0,1746530
2024-06-04,196.65615844726562,200.0,238.0,192.4499969482422,238.0,3298040
2024-06-05,205.849853515625,209.35000610351562,211.14999389648438,195.5,205.0,1423360
2024-06-06,213.51942443847656,217.14999389648438,222.3000030517578,213.5500030517578,214.8000030517578,1324272
2024-06-07,217.30506896972656,221.0,223.0,216.8000030517578,218.9499969482422,589130
2024-06-10,235.5744171142578,239.5800018310547,250.0,222.11000061035156,222.8000030517578,6746419
2024-06-11,236.8133544921875,240.83999633789062,247.39999389648438,234.52000427246094,239.8000030517578,2888318
2024-06-12,236.36106872558594,240.3800048828125,242.67999267578125,239.0,240.89999389648438,1079031
2024-06-13,237.72781372070312,241.77000427246094,248.0,239.3000030517578,240.60000610351562,2609499
2024-06-14,240.06800842285156,244.14999389648438,253.5800018310547,242.0500030517578,245.0,3642952
2024-06-18,238.7700958251953,242.8300018310547,244.85000610351562,239.10000610351562,244.14999389648438,1043160
2024-06-19,233.90284729003906,237.8800048828125,243.5,236.47999572753906,241.0,699029
2024-06-20,246.89198303222656,251.08999633789062,254.0,237.30999755859375,237.30999755859375,4530768
2024-06-21,248.3472442626953,252.57000732421875,263.25,250.77999877929688,255.3000030517578,8477299
2024-06-24,241.36595153808594,245.47000122070312,255.0,244.50999450683594,252.57000732421875,2000610
2024-06-25,234.71897888183594,238.7100067138672,247.38999938964844,237.80999755859375,245.5,1368835
2024-06-26,236.09556579589844,240.11000061035156,241.7899932861328,237.6999969482422,239.8000030517578,811473
2024-06-27,228.4456329345703,232.3300018310547,247.9499969482422,231.0,242.0,2403716
2024-06-28,232.9785614013672,236.94000244140625,239.3699951171875,233.02999877929688,235.0,1110003
2024-07-01,241.3856201171875,245.49000549316406,252.0,236.0500030517578,238.0500030517578,3243150
2024-07-02,238.18011474609375,242.22999572753906,249.0,239.2899932861328,248.89999389648438,926296
2024-07-03,241.2086181640625,245.30999755859375,247.0,240.89999389648438,243.0,1056807
2024-07-04,251.56256103515625,255.83999633789062,260.0,241.64999389648438,245.30999755859375,4595397
2024-07-05,269.2616271972656,273.8399963378906,281.29998779296875,256.1300048828125,261.0,15736110
2024-07-08,271.2085266113281,275.82000732421875,290.0,268.5,276.25,7951633
2024-07-09,266.77392578125,271.30999755859375,283.20001220703125,268.6000061035156,277.79998779296875,3590660
2024-07-10,271.49365234375,276.1099853515625,279.6600036621094,261.1499938964844,272.0,3963664
2024-07-11,282.0147705078125,286.80999755859375,292.010009765625,274.57000732421875,277.0,9459235
2024-07-12,283.2242126464844,288.0400085449219,291.8500061035156,284.0,289.1000061035156,3643050
2024-07-15,280.815185546875,285.5899963378906,294.45001220703125,281.5299987792969,290.0,4845103
2024-07-16,285.07281494140625,289.9200134277344,299.2300109863281,286.0,286.0,6609234
2024-07-18,275.75128173828125,280.44000244140625,291.70001220703125,280.0,290.0,2596407
2024-07-19,260.7660827636719,265.20001220703125,280.0,263.20001220703125,280.0,2823102
2024-07-22,266.2921142578125,270.82000732421875,274.3900146484375,260.7799987792969,263.0,1872220
2024-07-23,251.14959716796875,255.4199981689453,271.92999267578125,239.0,270.80999755859375,4793353
2024-07-24,255.93817138671875,260.2900085449219,266.70001220703125,255.4199981689453,255.60000610351562,2128247
2024-07-25,254.11911010742188,258.44000244140625,267.95001220703125,256.92999267578125,259.0,2353290
2024-07-26,286.8525390625,291.7300109863281,310.1099853515625,256.989990234375,260.1499938964844,41638885
2024-07-29,275.59393310546875,280.2799987792969,295.0,276.5,291.0,7017043
2024-07-30,280.8643493652344,285.6400146484375,297.79998779296875,278.5400085449219,280.70001220703125,10491030
2024-07-31,287.9833068847656,292.8800048828125,302.8999938964844,283.54998779296875,286.3900146484375,11568344
2024-08-01,275.171142578125,279.8500061035156,301.95001220703125,278.5,293.3999938964844,7493881
2024-08-02,274.2862243652344,278.95001220703125,282.8500061035156,272.25,275.3999938964844,3440484
2024-08-05,256.7346496582031,261.1000061035156,279.04998779296875,258.79998779296875,279.04998779296875,3566880
2024-08-06,249.45835876464844,253.6999969482422,271.95001220703125,252.3000030517578,265.0,2480222
2024-08-07,258.99615478515625,263.3999938964844,265.29998779296875,254.1999969482422,258.1000061035156,2134032
2024-08-08,255.94798278808594,260.29998779296875,272.79998779296875,258.20001220703125,262.1000061035156,4024254
2024-08-09,247.54095458984375,251.75,264.0,250.10000610351562,264.0,2315643
2024-08-12,242.6245574951172,246.75,253.0,241.5500030517578,251.6999969482422,2990664
2024-08-13,234.80746459960938,238.8000030517578,249.89999389648438,236.35000610351562,248.3000030517578,1456486
2024-08-14,232.9884033203125,236.9499969482422,240.64999389648438,230.1999969482422,240.0,2179151
2024-08-16,234.2174835205078,238.1999969482422,241.4499969482422,236.60000610351562,240.0,1236519
2024-08-19,247.73760986328125,251.9499969482422,253.64999389648438,239.5500030517578,241.5,3646099
2024-08-20,254.47308349609375,258.79998779296875,262.95001220703125,251.10000610351562,253.0,2289265
2024-08-21,268.8289794921875,273.3999938964844,276.3999938964844,258.5,260.95001220703125,6417749
2024-08-22,264.1092529296875,268.6000061035156,274.70001220703125,266.6000061035156,273.5,1576094
2024-08-23,259.83197021484375,264.25,270.95001220703125,263.3999938964844,270.8999938964844,1129762
2024-08-26,260.3236083984375,264.75,267.6000061035156,262.29998779296875,265.45001220703125,911536
2024-08-27,264.55169677734375,269.04998779296875,277.6499938964844,264.79998779296875,266.0,2978559
2024-08-28,265.5841369628906,270.1000061035156,274.6499938964844,266.5,269.04998779296875,2017311
2024-08-29,257.61956787109375,262.0,270.75,261.25,270.5,1140242
2024-08-30,260.42193603515625,264.8500061035156,268.54998779296875,262.20001220703125,264.0,1003907
2024-09-02,260.56939697265625,265.0,271.3500061035156,259.0,265.79998779296875,2178431
2024-09-03,263.17510986328125,267.6499938964844,270.0,262.0,266.54998779296875,1061181
2024-09-04,257.6687316894531,262.04998779296875,266.0,261.0,263.04998779296875,738721
2024-09-05,260.0286560058594,264.45001220703125,266.8999938964844,262.3500061035156,262.5,687608
2024-09-06,247.35372924804688,249.60000610351562,265.3999938964844,246.0,262.5,1763133
2024-09-09,254.73666381835938,257.04998779296875,262.70001220703125,250.5500030517578,255.0,4477489
2024-09-10,245.27261352539062,247.5,257.3999938964844,246.5,257.3999938964844,1716743
2024-09-11,235.61036682128906,237.75,249.5,236.25,249.3000030517578,1168751
2024-09-12,242.44825744628906,244.64999389648438,247.89999389648438,240.1999969482422,241.89999389648438,1332959
2024-09-13,242.3491668701172,244.5500030517578,248.25,243.8000030517578,245.89999389648438,526619
2024-09-16,238.7320098876953,240.89999389648438,245.3000030517578,240.10000610351562,245.3000030517578,511070
2024-09-17,237.98875427246094,240.14999389648438,242.8000030517578,238.5500030517578,241.89999389648438,428265
2024-09-18,231.5968017578125,233.6999969482422,242.64999389648438,232.0,240.14999389648438,1079713
2024-09-19,231.0517578125,233.14999389648438,237.5,226.64999389648438,237.39999389648438,794266
2024-09-20,230.90310668945312,233.0,235.9499969482422,229.1999969482422,234.9499969482422,1176685
2024-09-23,234.47071838378906,236.60000610351562,241.9499969482422,233.8000030517578,234.0500030517578,1086506
2024-09-24,231.9932098388672,234.10000610351562,237.8000030517578,233.0500030517578,237.0,572203
2024-09-25,235.70947265625,237.85000610351562,245.0,231.0,234.10000610351562,3003857
2024-09-26,233.7274627685547,235.85000610351562,240.0,232.5,237.85000610351562,1565796
2024-09-27,231.34906005859375,233.4499969482422,238.1999969482422,232.6999969482422,236.0,638859
2024-09-30,228.3760528564453,230.4499969482422,233.4499969482422,229.3000030517578,232.85000610351562,549820
2024-10-01,229.81300354003906,231.89999389648438,234.1999969482422,230.4499969482422,230.4499969482422,589380
2024-10-03,223.76791381835938,225.8000030517578,231.41000366210938,225.10000610351562,229.60000610351562,457144
2024-10-04,217.66334533691406,219.63999938964844,228.2899932861328,218.6999969482422,225.8000030517578,1080934
2024-10-07,203.30374145507812,205.14999389648438,222.38999938964844,204.22000122070312,220.3000030517578,1959917
2024-10-08,206.67315673828125,208.5500030517578,209.89999389648438,202.00999450683594,205.14999389648438,1480147
2024-10-09,212.3416748046875,214.27000427246094,218.8000030517578,209.8000030517578,209.89999389648438,1399827
2024-10-10,208.97225952148438,210.8699951171875,217.0,210.1999969482422,217.0,842918
2024-10-11,207.79296875,209.67999267578125,213.25,209.2899932861328,210.8699951171875,639868
2024-10-14,214.09573364257812,216.0399932861328,218.7899932861328,209.57000732421875,210.5,1594126
2024-10-15,211.3903045654297,213.30999755859375,220.00999450683594,212.02000427246094,217.49000549316406,588876
2024-10-16,209.94345092773438,211.85000610351562,218.1999969482422,210.5,212.25,1145600
2024-10-17,206.69297790527344,208.57000732421875,214.99000549316406,208.0,213.67999267578125,594079
2024-10-18,207.39657592773438,209.27999877929688,209.7899932861328,203.14999389648438,207.7899932861328,500129
2024-10-21,205.60287475585938,207.47000122070312,215.58999633789062,206.5,211.2899932861328,818163
2024-10-22,192.52166748046875,194.27000427246094,207.67999267578125,192.35000610351562,206.0,1042317
2024-10-23,196.04962158203125,197.8300018310547,201.36000061035156,189.3800048828125,194.3300018310547,935046
2024-10-24,196.3667449951172,198.14999389648438,202.60000610351562,195.85000610351562,197.8300018310547,587616
2024-10-25,188.61712646484375,190.3300018310547,198.6999969482422,187.16000366210938,196.69000244140625,896127
2024-10-28,192.0261688232422,193.77000427246094,196.0,188.83999633789062,190.35000610351562,1257980
2024-10-29,194.7415008544922,196.50999450683594,197.5,190.0,193.9499969482422,713224
2024-10-30,198.26947021484375,200.07000732421875,204.0,195.0,196.0,1052563
2024-10-31,194.1766357421875,195.94000244140625,209.0800018310547,195.10000610351562,208.0,2627311
2024-11-01,197.76405334472656,199.55999755859375,200.6199951171875,196.99000549316406,196.99000549316406,239086
2024-11-04,187.98287963867188,189.69000244140625,199.5,189.00999450683594,199.5,1049346
2024-11-05,188.04234313964844,189.75,190.5,187.50999450683594,190.4499969482422,948087
2024-11-06,191.94688415527344,193.69000244140625,195.22000122070312,189.36000061035156,190.25,1860363
2024-11-07,191.3919219970703,193.1300048828125,197.85000610351562,192.0,194.14999389648438,870260
2024-11-08,183.62246704101562,185.2899932861328,193.97999572753906,184.36000061035156,193.75,1178369
2024-11-11,183.15670776367188,184.82000732421875,189.39999389648438,182.4199981689453,185.25,900080
2024-11-12,179.44046020507812,181.07000732421875,187.88999938964844,179.92999267578125,186.0,678846
2024-11-13,172.6719207763672,174.24000549316406,181.25999450683594,173.7100067138672,179.6999969482422,753985
2024-11-14,174.46563720703125,176.0500030517578,179.49000549316406,174.0,174.24000549316406,778429
2024-11-18,173.61337280273438,175.19000244140625,178.1300048828125,172.13999938964844,176.5,683656
2024-11-19,174.8719482421875,176.4600067138672,180.9600067138672,175.5,176.75,625040
2024-11-21,169.02503967285156,170.55999755859375,177.0,168.8000030517578,176.4600067138672,842244
2024-11-22,173.36563110351562,174.94000244140625,175.8000030517578,169.9600067138672,172.3699951171875,645196
2024-11-25,178.77647399902344,180.39999389648438,182.5,179.0,182.0,703683
2024-11-26,187.52700805664062,189.22999572753906,192.58999633789062,184.5500030517578,186.99000549316406,4702444
2024-11-27,189.27117919921875,190.99000549316406,192.0,188.1300048828125,189.6999969482422,764142
2024-11-28,191.9171600341797,193.66000366210938,197.6999969482422,191.0,191.0,1245853
2024-11-29,192.660400390625,194.41000366210938,200.89999389648438,193.36000061035156,194.0,1668885
2024-12-02,193.6514129638672,195.41000366210938,196.8000030517578,192.11000061035156,194.41000366210938,685148
2024-12-03,195.7126922607422,197.49000549316406,199.39999389648438,196.39999389648438,196.5500030517578,767249
2024-12-04,202.40194702148438,204.24000549316406,207.39999389648438,197.5,198.39999389648438,2323235
2024-12-05,202.84788513183594,204.69000244140625,206.19000244140625,201.10000610351562,204.9499969482422,870693
2024-12-06,204.10646057128906,205.9600067138672,209.5800018310547,204.0,205.3000030517578,828504
2024-12-09,206.3956756591797,208.27000427246094,210.3000030517578,205.25,206.0,683869
2024-12-10,204.5325927734375,206.38999938964844,209.89999389648438,204.25,207.10000610351562,1001275
2024-12-11,208.13983154296875,210.02999877929688,212.6999969482422,204.5,205.1999969482422,2072535
2024-12-12,204.45330810546875,206.30999755859375,211.75,205.10000610351562,211.75,760027
2024-12-13,200.26138305664062,202.0800018310547,206.89999389648438,198.94000244140625,205.0,728605
2024-12-16,211.51914978027344,213.44000244140625,214.8000030517578,203.0,203.0,3370954
2024-12-17,205.9100799560547,207.77999877929688,215.6999969482422,207.0,215.49000549316406,1206805
2024-12-18,205.71188354492188,207.5800018310547,214.75,206.16000366210938,207.7100067138672,1984967
2024-12-19,203.51185607910156,205.36000061035156,207.75,201.5500030517578,203.0,781337
2024-12-20,212.17320251464844,214.10000610351562,221.8000030517578,205.60000610351562,205.6999969482422,14436783
2024-12-23,200.42984008789062,202.25,209.6699981689453,199.5,208.00999450683594,3080164
2024-12-24,196.22799682617188,198.00999450683594,202.22000122070312,197.0,201.0,1158713
2024-12-26,204.7506103515625,206.61000061035156,213.3300018310547,197.00999450683594,199.0,5626807
2024-12-27,205.82089233398438,207.69000244140625,211.50999450683594,204.3300018310547,205.9600067138672,1964176
2024-12-30,197.58567810058594,199.3800048828125,207.66000366210938,198.85000610351562,207.66000366210938,933732
2024-12-31,200.69741821289062,202.52000427246094,207.39999389648438,197.61000061035156,198.5,1652557
2025-01-01,204.8397979736328,206.6999969482422,211.0,202.0,202.0,2059901
2025-01-02,203.1253662109375,204.97000122070312,207.75,203.4199981689453,206.8000030517578,672038
2025-01-03,202.8181610107422,204.66000366210938,209.3000030517578,204.10000610351562,205.0,833090
2025-01-06,192.6901397705078,194.44000244140625,205.0,193.5,205.0,775318
2025-01-07,196.1685333251953,197.9499969482422,200.7899932861328,188.5,195.8000030517578,1396905
2025-01-08,192.7694091796875,194.52000427246094,199.2899932861328,193.6199951171875,197.92999267578125,470073
2025-01-09,193.74058532714844,195.5,199.0,190.52000427246094,195.88999938964844,1730812
2025-01-10,187.0513458251953,188.75,194.9499969482422,187.1999969482422,194.9499969482422,709513
2025-01-13,172.5034637451172,174.07000732421875,187.2899932861328,172.36000061035156,185.0,878880
2025-01-14,189.04324340820312,190.75999450683594,195.99000549316406,175.0,175.0,1525879
2025-01-15,185.89187622070312,187.5800018310547,197.85000610351562,184.60000610351562,197.85000610351562,1356492
2025-01-16,190.03424072265625,191.75999450683594,195.39999389648438,189.39999389648438,189.39999389648438,897256
2025-01-17,191.5405731201172,193.27999877929688,195.08999633789062,189.5500030517578,190.91000366210938,682820
2025-01-20,193.8694305419922,195.6300048828125,196.99000549316406,192.9199981689453,195.89999389648438,558765
2025-01-21,188.92433166503906,190.63999938964844,197.39999389648438,190.1999969482422,195.3000030517578,504716
2025-01-22,184.6035614013672,186.27999877929688,192.8800048828125,183.35000610351562,192.0,422762
2025-01-23,188.71621704101562,190.42999267578125,191.97000122070312,184.27000427246094,186.0,498745
2025-01-24,183.22607421875,184.88999938964844,191.13999938964844,182.5,189.60000610351562,396056
2025-01-27,172.5926513671875,174.16000366210938,183.75,173.3000030517578,183.69000244140625,791857
2025-01-28,168.8169403076172,170.35000610351562,178.58999633789062,167.5,175.1999969482422,1067905
2025-01-29,172.3647003173828,173.92999267578125,177.35000610351562,170.4499969482422,170.4499969482422,616990
2025-01-30,176.1602325439453,177.75999450683594,181.25999450683594,173.25,173.55999755859375,1217078
2025-01-31,180.21343994140625,181.85000610351562,183.49000549316406,176.3000030517578,177.00999450683594,755405
2025-02-01,177.32962036132812,178.94000244140625,193.85000610351562,177.25,182.1999969482422,1444352
2025-02-03,172.3052520751953,173.8699951171875,177.5,172.0,176.5,561665
2025-02-04,175.08995056152344,176.67999267578125,180.00999450683594,174.57000732421875,175.0,686741
2025-02-05,176.43771362304688,178.0399932861328,181.89999389648438,176.92999267578125,177.6999969482422,486899
2025-02-06,176.2296142578125,177.8300018310547,181.33999633789062,176.6999969482422,177.60000610351562,502457
2025-02-07,174.495361328125,176.0800018310547,179.0,173.47000122070312,178.0,436596
2025-02-10,170.09532165527344,171.63999938964844,176.9499969482422,170.6999969482422,176.0800018310547,296587
2025-02-11,162.8610076904297,164.33999633789062,172.5399932861328,163.0,171.99000549316406,427837
2025-02-12,160.68081665039062,162.13999938964844,165.7899932861328,155.1999969482422,165.1999969482422,739586
2025-02-13,160.7006378173828,162.16000366210938,167.85000610351562,161.14999389648438,163.35000610351562,602133
2025-02-14,154.0708465576172,155.47000122070312,164.0,152.6300048828125,163.4600067138672,757832
2025-02-17,151.80145263671875,153.17999267578125,156.3300018310547,150.38999938964844,152.02000427246094,726797
2025-02-18,152.4951629638672,153.8800048828125,155.0,148.52999877929688,153.88999938964844,745444
2025-02-19,156.81591796875,158.24000549316406,159.5800018310547,151.41000366210938,152.91000366210938,426443
2025-02-20,159.59071350097656,161.0399932861328,161.6999969482422,156.89999389648438,157.1199951171875,393602
2025-02-21,158.9663848876953,160.41000366210938,164.5,158.6199951171875,161.7899932861328,426672
2025-02-24,155.1114044189453,156.52000427246094,159.22000122070312,155.2100067138672,158.00999450683594,363728
2025-02-25,154.72491455078125,156.1300048828125,160.0,155.14999389648438,157.5500030517578,375814
2025-02-27,150.04737854003906,151.41000366210938,156.89999389648438,151.0500030517578,156.35000610351562,286754
2025-02-28,140.83108520507812,142.11000061035156,149.82000732421875,141.0,148.60000610351562,984840
2025-03-03,141.62388610839844,142.91000366210938,144.33999633789062,135.60000610351562,142.24000549316406,650434
2025-03-04,142.46621704101562,143.75999450683594,145.5,139.8300018310547,142.25,775543
2025-03-05,147.65907287597656,149.0,149.52000427246094,143.61000061035156,144.0,565593
2025-03-06,148.30320739746094,149.64999389648438,153.24000549316406,148.9499969482422,150.69000244140625,463621
2025-03-07,150.61224365234375,151.97999572753906,154.5,148.1999969482422,151.0,554862
2025-03-10,145.71670532226562,147.0399932861328,153.0,146.55999755859375,152.0,384190
2025-03-11,145.41941833496094,146.74000549316406,148.11000061035156,143.60000610351562,144.60000610351562,303311
2025-03-12,143.26895141601562,144.57000732421875,149.77999877929688,143.80999755859375,148.0,364464
2025-03-13,142.84280395507812,144.13999938964844,147.49000549316406,143.49000549316406,146.00999450683594,429900
2025-03-17,140.88063049316406,142.16000366210938,147.0,141.41000366210938,147.0,572816
2025-03-18,140.88063049316406,142.16000366210938,142.16000366210938,142.16000366210938,142.16000366210938,0
2025-03-19,151.49423217773438,152.8699951171875,154.8000030517578,147.0,147.25,1148388
2025-03-20,151.99966430664062,153.3800048828125,156.0,151.42999267578125,153.1999969482422,661004
2025-03-21,163.55471801757812,165.0399932861328,169.8000030517578,151.92999267578125,151.92999267578125,7124606
2025-03-24,164.08985900878906,165.5800018310547,167.92999267578125,164.16000366210938,166.85000610351562,956892
2025-03-25,159.25376892089844,160.6999969482422,168.0500030517578,159.35000610351562,168.0,1043145
2025-03-26,156.9249267578125,158.35000610351562,170.57000732421875,156.99000549316406,161.69000244140625,2456889
2025-03-27,156.7960968017578,158.22000122070312,161.49000549316406,157.25,159.0,1056817
2025-03-28,153.12939453125,154.52000427246094,162.8000030517578,153.25,162.8000030517578,1033619
2025-04-01,156.56817626953125,157.99000549316406,158.8000030517578,152.89999389648438,153.0,525283
2025-04-02,157.55917358398438,158.99000549316406,159.64999389648438,153.4600067138672,156.75,481727
