date_,adj close_elgiequip.ns,close_elgiequip.ns,high_elgiequip.ns,low_elgiequip.ns,open_elgiequip.ns,volume_elgiequip.ns
2024-02-27,627.5592041015625,631.9500122070312,635.2000122070312,617.0499877929688,622.9500122070312,173157
2024-02-28,626.9136352539062,631.2999877929688,639.0,625.9500122070312,633.8499755859375,94805
2024-02-29,647.5194702148438,652.0499877929688,655.5,615.5499877929688,631.7000122070312,354896
2024-03-01,675.8711547851562,680.5999755859375,696.4500122070312,653.2999877929688,653.4500122070312,1890817
2024-03-04,676.615966796875,681.3499755859375,691.9500122070312,676.75,689.8499755859375,210715
2024-03-05,698.1651611328125,703.0499877929688,713.9000244140625,672.0,672.0,880535
2024-03-06,692.703369140625,697.5499877929688,714.2000122070312,679.0,703.6500244140625,286477
2024-03-07,694.8384399414062,699.7000122070312,707.4500122070312,693.3499755859375,697.5,160652
2024-03-11,679.6943969726562,684.4500122070312,713.4500122070312,671.5499877929688,702.5,215247
2024-03-12,627.4598999023438,631.8499755859375,687.0,625.5499877929688,684.5,614251
2024-03-13,620.4588623046875,624.7999877929688,630.0,602.9500122070312,628.0999755859375,388766
2024-03-14,626.3179321289062,630.7000122070312,642.2999877929688,609.0,621.2999877929688,239080
2024-03-15,629.594970703125,634.0,652.25,618.7999877929688,632.8499755859375,424929
2024-03-18,623.686279296875,628.0499877929688,636.9500122070312,622.5499877929688,630.0,77261
2024-03-19,625.0269165039062,629.4000244140625,633.5499877929688,626.5499877929688,627.0,95589
2024-03-20,593.249267578125,597.4000244140625,630.0,594.0,629.8499755859375,277548
2024-03-21,592.7527465820312,596.9000244140625,617.4000244140625,594.2000122070312,599.9500122070312,199169
2024-03-22,585.4537963867188,589.5499877929688,601.2000122070312,584.0,594.5,349159
2024-03-26,576.4169921875,580.4500122070312,593.0,578.0499877929688,593.0,244293
2024-03-27,575.3743286132812,579.4000244140625,589.5,576.5499877929688,581.5,243548
2024-03-28,597.5194091796875,601.7000122070312,605.0,578.1500244140625,583.75,514956
2024-04-01,587.9860229492188,592.0999755859375,609.9000244140625,589.0,609.9000244140625,242943
2024-04-02,586.0496215820312,590.1500244140625,598.8499755859375,588.0999755859375,597.0999755859375,156932
2024-04-03,584.9076538085938,589.0,595.25,584.7000122070312,591.0,151791
2024-04-04,648.8104858398438,653.3499755859375,666.6500244140625,592.0999755859375,597.8499755859375,5099970
2024-04-05,643.150146484375,647.6500244140625,669.0,634.0,644.9500122070312,940826
2024-04-08,628.3536376953125,632.75,651.2000122070312,630.5,648.9000244140625,233215
2024-04-09,614.4012451171875,618.7000122070312,634.0,616.0999755859375,634.0,228331
2024-04-10,624.2821044921875,628.6500244140625,633.9000244140625,619.0,619.75,149014
2024-04-12,636.0001220703125,640.4500122070312,666.0,631.0,631.5,706356
2024-04-15,625.5730590820312,629.9500122070312,635.5,604.5999755859375,627.0,297816
2024-04-16,617.3804321289062,621.7000122070312,642.0,615.5,635.0,209460
2024-04-18,621.6008911132812,625.9500122070312,641.9500122070312,622.3499755859375,626.0,142217
2024-04-19,619.217529296875,623.5499877929688,633.5,613.0,624.0499877929688,87983
2024-04-22,609.2373657226562,613.5,633.0,610.0499877929688,625.25,171720
2024-04-23,623.537353515625,627.9000244140625,630.7000122070312,611.0499877929688,625.0,281381
2024-04-24,613.0606079101562,617.3499755859375,633.2000122070312,614.5999755859375,630.0,227303
2024-04-25,623.5870361328125,627.9500122070312,630.0,606.0499877929688,613.0,172291
2024-04-26,645.9306640625,650.4500122070312,654.7000122070312,629.5,634.0,454502
2024-04-29,647.37060546875,651.9000244140625,657.7999877929688,644.0,655.0,159085
2024-04-30,646.4271850585938,650.9500122070312,665.25,644.0,653.9500122070312,136728
2024-05-02,653.72607421875,658.2999877929688,667.0,651.0999755859375,654.25,305054
2024-05-03,651.739990234375,656.2999877929688,666.5,651.5999755859375,663.0,1988130
2024-05-06,659.78369140625,664.4000244140625,672.9000244140625,647.5,662.7999877929688,1967781
2024-05-07,640.3695068359375,644.8499755859375,666.5,636.0499877929688,666.5,213122
2024-05-08,640.4688720703125,644.9500122070312,650.0,634.7999877929688,646.0999755859375,63965
2024-05-09,623.4876098632812,627.8499755859375,658.0,624.1500244140625,644.9500122070312,105832
2024-05-10,626.466796875,630.8499755859375,638.7000122070312,616.5499877929688,629.0999755859375,112572
2024-05-13,622.2462768554688,626.5999755859375,642.0,617.0,635.0,118773
2024-05-14,617.2810668945312,621.5999755859375,630.0,620.2000122070312,627.25,76824
2024-05-15,615.79150390625,620.0999755859375,628.5999755859375,619.0,622.25,63005
2024-05-16,619.9126586914062,624.25,627.0,618.5,624.0,110905
2024-05-17,622.891845703125,627.25,634.0,623.8499755859375,630.5,91384
2024-05-21,654.07373046875,658.6500244140625,664.0,627.0499877929688,642.0,279101
2024-05-22,641.1143188476562,645.5999755859375,664.8499755859375,642.1500244140625,659.9000244140625,82433
2024-05-23,643.6962890625,648.2000122070312,654.0,636.2999877929688,646.0499877929688,92458
2024-05-24,642.8025512695312,647.2999877929688,655.5,641.2000122070312,650.0,63131
2024-05-27,647.8671264648438,652.4000244140625,665.5,637.0,647.3499755859375,338960
2024-05-28,610.6773071289062,614.9500122070312,638.0,609.0999755859375,636.0499877929688,474454
2024-05-29,611.422119140625,615.7000122070312,620.4000244140625,606.5999755859375,614.9500122070312,82159
2024-05-30,588.929443359375,593.0499877929688,615.7000122070312,588.0999755859375,615.7000122070312,107165
2024-05-31,606.4568481445312,610.7000122070312,620.0,593.0499877929688,593.0499877929688,364980
2024-06-03,597.6682739257812,601.8499755859375,632.0,599.2999877929688,632.0,123351
2024-06-04,560.6770629882812,564.5999755859375,603.25,540.1500244140625,603.25,248880
2024-06-05,585.5531005859375,589.6500244140625,601.2000122070312,557.0999755859375,574.9500122070312,139987
2024-06-06,605.6624145507812,609.9000244140625,619.0,590.0,590.0,1654805
2024-06-07,595.4338989257812,599.5999755859375,612.0,596.0,609.9000244140625,417367
2024-06-10,604.8182983398438,609.0499877929688,612.9000244140625,599.2999877929688,604.0,144079
2024-06-11,605.513427734375,609.75,615.25,607.3499755859375,611.0999755859375,228511
2024-06-12,600.0516357421875,604.25,617.7999877929688,602.9000244140625,612.5999755859375,242463
2024-06-13,653.2792358398438,657.8499755859375,663.0,605.0,605.0,1694119
2024-06-14,682.9218139648438,687.7000122070312,694.9000244140625,650.0,657.8499755859375,1627027
2024-06-18,691.66064453125,696.5,699.0,677.2999877929688,699.0,711980
2024-06-19,696.1790771484375,701.0499877929688,705.0,685.0,698.4500122070312,366823
2024-06-20,738.681640625,743.8499755859375,750.0,697.5999755859375,701.0499877929688,1807481
2024-06-21,731.1841430664062,736.2999877929688,748.0,730.5,740.0,272210
2024-06-24,763.8555908203125,769.2000122070312,798.9500122070312,735.7999877929688,737.5,1689708
2024-06-25,738.135498046875,743.2999877929688,767.7999877929688,737.9000244140625,764.4000244140625,207269
2024-06-26,719.9130249023438,724.9500122070312,749.1500244140625,722.0,745.0,200276
2024-06-27,711.1741943359375,716.1500244140625,732.0,707.0,725.8499755859375,135532
2024-06-28,713.4581909179688,718.4500122070312,738.0,712.0,716.8499755859375,161459
2024-07-01,727.1126708984375,732.2000122070312,743.2000122070312,718.4500122070312,718.4500122070312,199404
2024-07-02,714.1036376953125,719.0999755859375,738.5999755859375,716.2000122070312,738.5999755859375,79752
2024-07-03,731.9785766601562,737.0999755859375,747.0,722.5499877929688,723.0,193994
2024-07-04,730.0918579101562,735.2000122070312,747.0,728.0499877929688,743.1500244140625,106270
2024-07-05,732.7233276367188,737.8499755859375,740.0,725.0499877929688,734.0,83112
2024-07-08,736.2487182617188,741.4000244140625,744.25,721.5499877929688,737.8499755859375,120011
2024-07-09,719.41650390625,724.4500122070312,762.2000122070312,720.6500244140625,748.0,238088
2024-07-10,709.3369750976562,714.2999877929688,728.3499755859375,702.0499877929688,726.5999755859375,108782
2024-07-11,703.080810546875,708.0,728.8499755859375,684.5,717.2000122070312,650253
2024-07-12,699.5554809570312,704.4500122070312,747.2000122070312,700.0,718.9500122070312,705078
2024-07-15,691.908935546875,696.75,722.0,692.5,722.0,162135
2024-07-16,696.9735107421875,701.8499755859375,714.0,695.1500244140625,701.3499755859375,190784
2024-07-18,675.8711547851562,680.5999755859375,704.5499877929688,678.1500244140625,702.0,152161
2024-07-19,662.66357421875,667.2999877929688,682.0,662.5,682.0,99854
2024-07-22,675.970458984375,680.7000122070312,682.7999877929688,654.0,670.0,99650
2024-07-23,665.1461791992188,669.7999877929688,704.0,651.0,680.7000122070312,2678312
2024-07-24,689.6982421875,692.4500122070312,699.3499755859375,669.75,669.7999877929688,129907
2024-07-25,695.7241821289062,698.5,708.4000244140625,682.5499877929688,684.0,114133
2024-07-26,702.6466064453125,705.4500122070312,720.0,701.0999755859375,704.5999755859375,153247
2024-07-29,710.6148071289062,713.4500122070312,719.2000122070312,708.5499877929688,709.0,110745
2024-07-30,710.0670166015625,712.9000244140625,719.75,704.0499877929688,717.0499877929688,98069
2024-07-31,690.0468139648438,692.7999877929688,723.7999877929688,690.0,716.0,413710
2024-08-01,706.0828857421875,708.9000244140625,738.0,698.8499755859375,698.8499755859375,995718
2024-08-02,685.614501953125,688.3499755859375,699.0,681.0,699.0,230204
2024-08-05,637.8551025390625,640.4000244140625,676.2999877929688,636.0,676.0,227314
2024-08-06,638.2534790039062,640.7999877929688,667.9500122070312,633.9500122070312,649.9500122070312,160729
2024-08-07,637.6060791015625,640.1500244140625,652.0,631.25,652.0,172234
2024-08-08,629.2892456054688,631.7999877929688,648.8499755859375,629.25,641.4000244140625,67054
2024-08-09,627.9944458007812,630.5,638.0499877929688,629.0,636.8499755859375,89568
2024-08-12,618.6317749023438,621.0999755859375,631.7000122070312,619.4500122070312,629.7999877929688,97342
2024-08-13,609.2193603515625,611.6500244140625,624.9500122070312,608.4500122070312,623.6500244140625,110513
2024-08-14,600.1554565429688,602.5499877929688,613.9000244140625,591.5499877929688,610.0,183229
2024-08-16,598.1634521484375,600.5499877929688,611.0,593.0499877929688,607.6500244140625,253396
2024-08-19,630.3848876953125,632.9000244140625,635.3499755859375,603.0,603.7000122070312,471975
2024-08-20,625.65380859375,628.1500244140625,645.0,621.0499877929688,639.7000122070312,123452
2024-08-21,630.8829345703125,633.4000244140625,638.0999755859375,626.0,630.5999755859375,91386
2024-08-22,644.8770751953125,647.4500122070312,709.0,633.4000244140625,633.4000244140625,3482386
2024-08-23,690.0468139648438,692.7999877929688,702.0,642.75,646.7999877929688,1662458
2024-08-26,717.1387329101562,720.0,728.9000244140625,697.0499877929688,699.7999877929688,2051830
2024-08-27,718.7323608398438,721.5999755859375,726.4500122070312,712.4000244140625,718.5499877929688,390093
2024-08-28,719.4295654296875,722.2999877929688,729.9000244140625,714.0,721.5,457930
2024-08-29,710.3657836914062,713.2000122070312,722.0499877929688,708.0999755859375,721.8499755859375,209662
2024-08-30,691.6405029296875,694.4000244140625,716.0999755859375,690.9500122070312,712.0,176662
2024-09-02,700.007080078125,702.7999877929688,707.9500122070312,689.0,700.0,163086
2024-09-03,698.0150146484375,700.7999877929688,709.0,697.0499877929688,706.9500122070312,149021
2024-09-04,695.8237915039062,698.5999755859375,715.0,695.0,699.3499755859375,183097
2024-09-05,704.9374389648438,707.75,726.0,687.0,700.0999755859375,315472
2024-09-06,708.6725463867188,711.5,718.9500122070312,703.0,708.0,179966
2024-09-09,708.6725463867188,711.5,714.5999755859375,687.4000244140625,700.0,187235
2024-09-10,715.9434814453125,718.7999877929688,725.0,711.7999877929688,719.9500122070312,251415
2024-09-11,723.1149291992188,726.0,740.0,716.0,720.0,650928
2024-09-12,726.7005615234375,729.5999755859375,740.0,723.5499877929688,726.0,724663
2024-09-13,717.8857421875,720.75,734.0,717.0,729.0,203898
2024-09-16,720.5750732421875,723.4500122070312,730.7999877929688,719.0,730.0,110093
2024-09-17,734.7186279296875,737.6500244140625,752.9500122070312,723.0,726.5,804095
2024-09-18,728.642822265625,731.5499877929688,744.0,724.5999755859375,741.3499755859375,156924
2024-09-19,733.4735717773438,736.4000244140625,740.0,716.0499877929688,732.7000122070312,237356
2024-09-20,720.9734497070312,723.8499755859375,744.9500122070312,715.5499877929688,740.0,458391
2024-09-23,703.9912109375,706.7999877929688,723.4500122070312,705.0999755859375,720.0,156214
2024-09-24,706.7302856445312,709.5499877929688,710.9000244140625,693.4500122070312,706.3499755859375,170822
2024-09-25,688.6524047851562,691.4000244140625,708.0,690.0,703.0,123535
2024-09-26,683.9710693359375,686.7000122070312,691.4000244140625,678.0499877929688,690.7000122070312,116030
2024-09-27,663.2039184570312,665.8499755859375,697.2999877929688,662.5999755859375,690.1500244140625,252899
2024-09-30,676.9989013671875,679.7000122070312,684.0,665.8499755859375,665.8499755859375,297228
2024-10-01,675.5048828125,678.2000122070312,684.0,672.0,672.0,124996
2024-10-03,676.6004638671875,679.2999877929688,698.9000244140625,672.0,673.0,328919
2024-10-04,677.6961669921875,680.4000244140625,688.75,666.5999755859375,682.7000122070312,116516
2024-10-07,637.9546508789062,640.5,680.0,636.0,680.0,218321
2024-10-08,639.1001586914062,641.6500244140625,646.5,624.7000122070312,643.0,250122
2024-10-09,670.5247192382812,673.2000122070312,695.0,644.5999755859375,644.9000244140625,1289206
2024-10-10,664.548583984375,667.2000122070312,675.4500122070312,663.5999755859375,675.0,83542
2024-10-11,668.9310913085938,671.5999755859375,681.0,658.0,665.0,119806
2024-10-14,666.8394165039062,669.5,673.5499877929688,660.1500244140625,671.5999755859375,58186
2024-10-15,673.0148315429688,675.7000122070312,685.9500122070312,667.8499755859375,669.5,124141
2024-10-16,677.2977294921875,680.0,681.9000244140625,674.2000122070312,674.9500122070312,282641
2024-10-17,661.5107421875,664.1500244140625,681.9500122070312,661.4500122070312,680.0,83602
2024-10-18,656.0325927734375,658.6500244140625,665.8499755859375,649.0,664.0,80856
2024-10-21,645.9229125976562,648.5,661.9500122070312,645.0499877929688,652.0,51227
2024-10-22,618.18359375,620.6500244140625,653.4500122070312,617.0,648.5,138168
2024-10-23,626.1517944335938,628.6500244140625,634.0499877929688,611.5,620.5999755859375,82738
2024-10-24,625.8031616210938,628.2999877929688,632.0,621.4000244140625,628.7000122070312,79939
2024-10-25,594.0299682617188,596.4000244140625,628.7999877929688,593.9500122070312,625.0,159258
2024-10-28,593.282958984375,595.6500244140625,603.2000122070312,588.0499877929688,600.0499877929688,116885
2024-10-29,592.336669921875,594.7000122070312,599.4000244140625,591.0,591.3499755859375,44448
2024-10-30,600.7033081054688,603.0999755859375,613.6500244140625,591.25,595.0499877929688,117630
2024-10-31,659.9170532226562,662.5499877929688,678.0,603.5499877929688,603.5499877929688,864864
2024-11-01,660.2656860351562,662.9000244140625,668.7000122070312,660.0,662.5499877929688,51704
2024-11-04,646.0224609375,648.5999755859375,657.2000122070312,636.0,657.0,92245
2024-11-05,645.6738891601562,648.25,655.7999877929688,638.8499755859375,638.8499755859375,90641
2024-11-06,649.0603637695312,651.6500244140625,655.0499877929688,644.4500122070312,652.0,62103
2024-11-07,648.5623779296875,651.1500244140625,659.9000244140625,650.0,651.6500244140625,49951
2024-11-08,634.2693481445312,636.7999877929688,653.0,634.0999755859375,651.0999755859375,45155
2024-11-11,621.9684448242188,624.4500122070312,635.0,619.9000244140625,633.6500244140625,54098
2024-11-12,600.105712890625,602.5,633.4500122070312,599.75,628.0,155092
2024-11-13,567.7846069335938,570.0499877929688,613.6500244140625,567.0499877929688,610.0,232024
2024-11-14,582.5258178710938,584.8499755859375,590.9500122070312,562.4000244140625,578.7999877929688,304564
2024-11-18,557.5753784179688,559.7999877929688,590.0,557.8499755859375,590.0,172955
2024-11-19,554.4379272460938,556.6500244140625,568.9500122070312,546.7999877929688,565.0,412043
2024-11-21,550.9518432617188,553.1500244140625,571.9000244140625,549.0,551.0499877929688,140326
2024-11-22,557.177001953125,559.4000244140625,567.3499755859375,551.2000122070312,557.9000244140625,142116
2024-11-25,638.2036743164062,640.75,668.0,569.0,569.0,5587413
2024-11-26,651.0524291992188,653.6500244140625,673.9000244140625,630.7999877929688,640.0,1972924
2024-11-27,634.1697998046875,636.7000122070312,645.7999877929688,630.9000244140625,645.0,316884
2024-11-28,631.2813110351562,633.7999877929688,648.7999877929688,631.0,636.7000122070312,173298
2024-11-29,637.3072509765625,639.8499755859375,647.6500244140625,633.0,639.0,110248
2024-12-02,645.2256469726562,647.7999877929688,651.9000244140625,636.2999877929688,647.0,78483
2024-12-03,657.0286254882812,659.6500244140625,666.2000122070312,641.5,647.7999877929688,324378
2024-12-04,654.5385131835938,657.1500244140625,669.0,653.0999755859375,664.9000244140625,157734
2024-12-05,647.9647216796875,650.5499877929688,659.5499877929688,646.5999755859375,657.0499877929688,71418
2024-12-06,640.7933349609375,643.3499755859375,653.2000122070312,640.5,650.5499877929688,75137
2024-12-09,622.8648681640625,625.3499755859375,639.4500122070312,621.7000122070312,639.4500122070312,167134
2024-12-10,619.1297607421875,621.5999755859375,632.0499877929688,620.0499877929688,625.3499755859375,136626
2024-12-11,615.4445190429688,617.9000244140625,629.2000122070312,615.25,629.0,160985
2024-12-12,609.0699462890625,611.5,618.5,609.0,618.5,159944
2024-12-13,601.0519409179688,603.4500122070312,612.0,599.0,610.0,110109
2024-12-16,602.4961547851562,604.9000244140625,626.9500122070312,600.4500122070312,612.9500122070312,249238
2024-12-17,599.557861328125,601.9500122070312,610.1500244140625,600.0,610.1500244140625,96221
2024-12-18,599.557861328125,601.9500122070312,607.0,592.5499877929688,602.0499877929688,86836
2024-12-19,605.7332763671875,608.1500244140625,610.0,590.25,592.7999877929688,91196
2024-12-20,593.6315307617188,596.0,613.5499877929688,590.4000244140625,613.2999877929688,264960
2024-12-23,585.563720703125,587.9000244140625,603.7999877929688,583.0,601.2999877929688,75520
2024-12-24,583.2230224609375,585.5499877929688,590.7999877929688,581.0,586.0,116380
2024-12-26,583.4720458984375,585.7999877929688,591.8499755859375,581.7999877929688,586.2000122070312,68777
2024-12-27,570.772705078125,573.0499877929688,592.25,561.9500122070312,587.0,146094
2024-12-30,560.115234375,562.3499755859375,575.5,560.0,575.2999877929688,114209
2024-12-31,577.4959106445312,579.7999877929688,582.0,560.0499877929688,562.25,109371
2025-01-01,575.10546875,577.4000244140625,584.9500122070312,574.7000122070312,579.7999877929688,75023
2025-01-02,574.2587890625,576.5499877929688,582.1500244140625,567.2999877929688,578.5,126534
2025-01-03,574.30859375,576.5999755859375,587.7000122070312,575.1500244140625,577.9000244140625,219772
2025-01-06,572.4659423828125,574.75,579.7999877929688,568.0999755859375,577.75,128348
2025-01-07,575.0057983398438,577.2999877929688,584.25,566.7000122070312,574.75,129178
2025-01-08,574.408203125,576.7000122070312,581.7000122070312,572.2999877929688,577.2999877929688,73913
2025-01-09,562.3065185546875,564.5499877929688,588.9000244140625,561.25,582.9500122070312,105370
2025-01-10,563.0037231445312,565.25,571.8499755859375,560.0,566.0,88112
2025-01-13,527.246337890625,529.3499755859375,569.0,526.25,562.2999877929688,206887
2025-01-14,531.529296875,533.6500244140625,539.4500122070312,522.2999877929688,535.0499877929688,104206
2025-01-15,522.7144775390625,524.7999877929688,542.6500244140625,512.8499755859375,535.0999755859375,285273
2025-01-16,532.2763671875,534.4000244140625,542.3499755859375,527.0,527.0499877929688,57783
2025-01-17,529.0890502929688,531.2000122070312,536.4000244140625,523.8499755859375,533.5499877929688,75202
2025-01-20,544.8262329101562,547.0,549.9000244140625,530.2000122070312,530.2000122070312,111421
2025-01-21,526.9973754882812,529.0999755859375,551.0499877929688,526.25,550.0,80065
2025-01-22,556.579345703125,558.7999877929688,569.9500122070312,527.0499877929688,533.75,1672223
2025-01-23,546.12109375,548.2999877929688,559.2999877929688,541.4000244140625,541.4000244140625,278840
2025-01-24,538.3023071289062,540.4500122070312,552.2999877929688,531.0,552.2999877929688,66889
2025-01-27,529.2384033203125,531.3499755859375,536.0,522.1500244140625,535.0,107748
2025-01-28,520.523193359375,522.5999755859375,531.2999877929688,514.1500244140625,530.0,162300
2025-01-29,522.7144775390625,524.7999877929688,530.0499877929688,521.1500244140625,522.5999755859375,61256
2025-01-30,528.142822265625,530.25,542.0,525.1500244140625,530.0,90228
2025-01-31,538.75048828125,540.9000244140625,543.5,529.75,530.3499755859375,174495
2025-02-01,533.4714965820312,535.5999755859375,544.6500244140625,528.8499755859375,540.9000244140625,28817
2025-02-03,545.6728515625,547.8499755859375,567.2999877929688,530.0,535.0,849531
2025-02-04,539.09912109375,541.25,554.0,538.0,545.1500244140625,65850
2025-02-05,543.9796752929688,546.1500244140625,551.4000244140625,535.1500244140625,539.75,120639
2025-02-06,559.2188110351562,561.4500122070312,564.0,544.0499877929688,544.75,151366
2025-02-07,556.330322265625,558.5499877929688,565.75,554.8499755859375,561.4500122070312,66936
2025-02-10,544.6768188476562,546.8499755859375,561.6500244140625,544.0,559.0,71939
2025-02-11,534.1189575195312,536.25,539.0,521.4500122070312,536.7000122070312,160139
2025-02-12,548.2127685546875,550.4000244140625,575.0,530.0,530.0,2550492
2025-02-13,524.25830078125,526.3499755859375,553.4500122070312,521.0,553.4500122070312,205473
2025-02-14,489.09857177734375,491.04998779296875,524.0,486.1000061035156,524.0,229678
2025-02-17,483.0228271484375,484.95001220703125,490.45001220703125,467.8999938964844,488.6499938964844,233025
2025-02-18,469.52667236328125,471.3999938964844,488.70001220703125,465.6000061035156,485.29998779296875,92950
2025-02-19,472.8633728027344,474.75,483.20001220703125,456.6499938964844,465.70001220703125,372827
2025-02-20,478.34149169921875,480.25,494.8999938964844,471.6499938964844,475.0,575918
2025-02-21,474.7060241699219,476.6000061035156,491.75,471.1499938964844,482.25,151496
2025-02-24,464.8453674316406,466.70001220703125,475.95001220703125,462.70001220703125,475.1000061035156,111971
2025-02-25,461.6082763671875,463.45001220703125,472.0,460.3500061035156,468.04998779296875,94587
2025-02-27,451.1499938964844,452.95001220703125,464.95001220703125,446.6000061035156,459.0,119261
2025-02-28,426.39874267578125,428.1000061035156,451.0,426.25,447.95001220703125,192770
2025-03-03,418.2811584472656,419.95001220703125,434.45001220703125,412.3999938964844,429.3500061035156,240141
2025-03-04,429.8848571777344,431.6000061035156,438.70001220703125,415.45001220703125,419.1499938964844,279205
2025-03-05,438.35107421875,440.1000061035156,444.04998779296875,431.8999938964844,431.8999938964844,215323
2025-03-06,438.20166015625,439.95001220703125,450.0,438.0,446.0,271442
2025-03-07,453.29144287109375,455.1000061035156,474.0,436.1499938964844,440.95001220703125,886980
2025-03-10,433.76934814453125,435.5,462.1000061035156,432.0,453.0,192389
2025-03-11,430.23345947265625,431.95001220703125,434.0,423.75,429.0,152661
2025-03-12,424.2074890136719,425.8999938964844,438.20001220703125,424.0,433.04998779296875,126514
2025-03-13,441.737548828125,443.5,453.45001220703125,421.25,427.75,1423387
2025-03-17,503.0429382324219,505.04998779296875,526.6500244140625,433.0,440.0,20666875
2025-03-18,503.0429382324219,505.04998779296875,505.04998779296875,505.04998779296875,505.04998779296875,0
2025-03-19,506.280029296875,508.29998779296875,523.0499877929688,501.1000061035156,507.0,2407628
2025-03-20,488.8495788574219,490.79998779296875,512.5999755859375,488.6000061035156,504.79998779296875,1080373
2025-03-21,491.837646484375,493.79998779296875,500.1499938964844,491.0,491.0,644206
2025-03-24,503.39154052734375,505.3999938964844,516.2999877929688,494.8999938964844,494.8999938964844,1302057
2025-03-25,498.16241455078125,500.1499938964844,517.9500122070312,491.79998779296875,508.5,607386
2025-03-26,486.6085205078125,488.54998779296875,505.1499938964844,485.8500061035156,502.95001220703125,228488
2025-03-27,487.8037414550781,489.75,492.45001220703125,478.70001220703125,485.0,393668
2025-03-28,479.7857666015625,481.70001220703125,500.79998779296875,478.6499938964844,489.04998779296875,221542
2025-04-01,476.3494567871094,478.25,486.04998779296875,474.1000061035156,485.70001220703125,142379
2025-04-02,480.6821594238281,482.6000061035156,490.20001220703125,471.29998779296875,479.29998779296875,236100
2025-04-03,478.24188232421875,480.1499938964844,486.45001220703125,475.45001220703125,482.6000061035156,187612
2025-04-04,445.2236328125,447.0,480.1000061035156,441.0,480.1000061035156,316707
2025-04-07,417.78314208984375,419.45001220703125,430.0,402.04998779296875,414.8500061035156,866383
2025-04-08,416.2890930175781,417.95001220703125,440.0,412.29998779296875,430.1000061035156,601220
2025-04-09,400.6016845703125,402.20001220703125,419.95001220703125,401.0,417.04998779296875,359201
2025-04-11,420.4723815917969,422.1499938964844,431.1000061035156,402.29998779296875,421.0,2106845
2025-04-15,449.157958984375,450.95001220703125,458.0,424.0,428.0,3306714
2025-04-16,439.34710693359375,441.1000061035156,456.20001220703125,439.5,450.0,510622
2025-04-17,438.4008483886719,440.1499938964844,449.3999938964844,435.1000061035156,444.0,939809
2025-04-21,452.9926452636719,454.79998779296875,462.70001220703125,437.0,442.20001220703125,1479011
2025-04-22,457.7237548828125,459.54998779296875,467.29998779296875,450.5,454.79998779296875,502222
2025-04-23,472.7139587402344,474.6000061035156,479.79998779296875,460.45001220703125,461.0,716935
2025-04-24,468.9290466308594,470.79998779296875,486.70001220703125,468.20001220703125,478.25,786142
2025-04-25,452.7436218261719,454.54998779296875,475.0,447.20001220703125,475.0,460714
