date_,adj close_pidilitind.ns,close_pidilitind.ns,high_pidilitind.ns,low_pidilitind.ns,open_pidilitind.ns,volume_pidilitind.ns
2024-03-20,1418.9295654296875,1435.9000244140625,1445.4749755859375,1410.199951171875,1442.550048828125,526110
2024-03-21,1433.5545654296875,1450.699951171875,1454.2249755859375,1428.4749755859375,1436.0,708558
2024-03-22,1462.5577392578125,1480.050048828125,1484.675048828125,1452.2249755859375,1453.7249755859375,1246786
2024-03-26,1483.0626220703125,1500.800048828125,1504.9749755859375,1479.925048828125,1490.9000244140625,2070852
2024-03-27,1478.467529296875,1496.1500244140625,1517.4000244140625,1491.25,1515.574951171875,740138
2024-03-28,1489.5350341796875,1507.3499755859375,1518.6500244140625,1482.25,1498.875,1323046
2024-04-01,1507.7423095703125,1525.7750244140625,1537.0,1510.050048828125,1521.449951171875,740830
2024-04-02,1482.1484375,1499.875,1527.5,1495.3499755859375,1525.7750244140625,844190
2024-04-03,1483.7047119140625,1501.449951171875,1509.574951171875,1488.425048828125,1504.949951171875,639838
2024-04-04,1481.1849365234375,1498.9000244140625,1512.25,1496.050048828125,1505.7750244140625,642146
2024-04-05,1482.667236328125,1500.4000244140625,1508.375,1490.25,1498.9000244140625,433824
2024-04-08,1504.1107177734375,1522.0999755859375,1524.5,1490.7249755859375,1500.75,465712
2024-04-09,1489.4610595703125,1507.2750244140625,1527.449951171875,1498.050048828125,1522.2249755859375,251706
2024-04-10,1482.3214111328125,1500.050048828125,1513.699951171875,1499.0,1507.050048828125,293628
2024-04-12,1475.2806396484375,1492.925048828125,1510.5999755859375,1490.0,1500.0,370730
2024-04-15,1424.6116943359375,1441.6500244140625,1475.800048828125,1436.5,1466.0,695148
2024-04-16,1422.536376953125,1439.550048828125,1449.125,1426.5,1440.925048828125,374308
2024-04-18,1418.9295654296875,1435.9000244140625,1460.875,1430.2750244140625,1443.7249755859375,656250
2024-04-19,1398.6224365234375,1415.3499755859375,1430.0,1402.300048828125,1429.5250244140625,1337600
2024-04-22,1431.8994140625,1449.0250244140625,1455.5,1417.5250244140625,1418.5250244140625,455130
2024-04-23,1439.977783203125,1457.199951171875,1462.5,1437.7750244140625,1459.925048828125,759388
2024-04-24,1457.7650146484375,1475.199951171875,1488.449951171875,1463.5,1466.7750244140625,566040
2024-04-25,1442.472900390625,1459.7249755859375,1475.199951171875,1455.199951171875,1475.0,582190
2024-04-26,1473.6253662109375,1491.25,1502.4749755859375,1458.199951171875,1460.0,500256
2024-04-29,1492.697265625,1510.550048828125,1513.0,1492.5999755859375,1495.0,675754
2024-04-30,1506.482421875,1524.5,1540.875,1506.824951171875,1512.574951171875,954296
2024-05-02,1476.3675537109375,1494.0250244140625,1559.0,1482.824951171875,1524.5,1090414
2024-05-03,1458.950927734375,1476.4000244140625,1511.75,1468.5,1504.8499755859375,654750
2024-05-06,1459.1978759765625,1476.6500244140625,1481.7750244140625,1467.050048828125,1470.0999755859375,420464
2024-05-07,1457.69091796875,1475.125,1482.7750244140625,1465.2750244140625,1476.6500244140625,619732
2024-05-08,1390.889892578125,1407.5250244140625,1482.449951171875,1388.5,1467.75,2665086
2024-05-09,1401.908203125,1418.675048828125,1453.5,1407.0,1407.5250244140625,1393488
2024-05-10,1442.719970703125,1459.9749755859375,1468.5,1422.550048828125,1432.9749755859375,1110296
2024-05-13,1465.3988037109375,1482.925048828125,1489.0,1451.5250244140625,1452.125,772476
2024-05-14,1474.242919921875,1491.875,1497.5,1480.5250244140625,1487.9749755859375,550228
2024-05-15,1476.0711669921875,1493.7249755859375,1500.5,1477.5,1492.5,654588
2024-05-16,1491.2149658203125,1509.050048828125,1515.0,1491.8499755859375,1495.125,1204664
2024-05-17,1475.823974609375,1493.4749755859375,1517.3499755859375,1489.0250244140625,1509.050048828125,547086
2024-05-21,1489.8067626953125,1507.625,1518.875,1485.425048828125,1491.550048828125,1457068
2024-05-22,1487.6822509765625,1505.4749755859375,1531.5,1500.0,1514.9000244140625,1344772
2024-05-23,1476.935791015625,1494.5999755859375,1512.9000244140625,1485.1500244140625,1505.0250244140625,535682
2024-05-24,1468.4620361328125,1486.0250244140625,1505.175048828125,1473.0,1501.574951171875,1538750
2024-05-27,1492.104248046875,1509.949951171875,1515.0,1486.0250244140625,1487.324951171875,647032
2024-05-28,1505.914306640625,1523.925048828125,1535.9749755859375,1509.9000244140625,1519.0,826230
2024-05-29,1500.55322265625,1518.5,1525.0,1507.5,1523.7750244140625,539556
2024-05-30,1481.6790771484375,1499.4000244140625,1522.449951171875,1492.5,1514.9000244140625,848622
2024-05-31,1467.2021484375,1484.75,1499.425048828125,1460.0,1499.4000244140625,2474666
2024-06-03,1474.6629638671875,1492.300048828125,1517.5,1477.4000244140625,1517.5,838280
2024-06-04,1513.0042724609375,1531.0999755859375,1543.175048828125,1453.625,1492.5,1426050
2024-06-05,1564.3897705078125,1583.0999755859375,1615.5,1525.0,1532.0,1265760
2024-06-06,1526.3447265625,1544.5999755859375,1582.2750244140625,1542.0,1570.5,797294
2024-06-07,1543.3909912109375,1561.8499755859375,1571.5,1544.699951171875,1555.675048828125,1414472
2024-06-10,1568.2684326171875,1587.0250244140625,1596.5,1556.5,1577.0,774552
2024-06-11,1568.9354248046875,1587.699951171875,1602.5,1580.1500244140625,1587.5,657866
2024-06-12,1521.0579833984375,1539.25,1592.0,1535.7750244140625,1591.375,1374134
2024-06-13,1521.1075439453125,1539.300048828125,1551.800048828125,1532.0250244140625,1550.0,1342674
2024-06-14,1536.5230712890625,1554.9000244140625,1562.425048828125,1544.449951171875,1545.0,732768
2024-06-18,1542.847412109375,1561.300048828125,1569.5,1552.25,1555.0,671824
2024-06-19,1540.1793212890625,1558.5999755859375,1574.0,1550.675048828125,1564.5,618866
2024-06-20,1547.7142333984375,1566.2249755859375,1579.0250244140625,1547.675048828125,1560.0,937412
2024-06-21,1553.643310546875,1572.2249755859375,1576.7249755859375,1557.0250244140625,1575.0,828600
2024-06-24,1535.1890869140625,1553.550048828125,1569.75,1550.0,1569.75,539008
2024-06-25,1550.7529296875,1569.300048828125,1572.9749755859375,1554.050048828125,1554.050048828125,443632
2024-06-26,1568.218994140625,1586.9749755859375,1600.0,1570.4749755859375,1571.324951171875,1042538
2024-06-27,1553.396240234375,1571.9749755859375,1593.800048828125,1566.5,1592.5250244140625,587038
2024-06-28,1560.8076171875,1579.4749755859375,1596.324951171875,1571.9749755859375,1571.9749755859375,575592
2024-07-01,1542.2545166015625,1560.699951171875,1585.9000244140625,1554.0,1577.824951171875,480586
2024-07-02,1524.34375,1542.574951171875,1565.9749755859375,1534.175048828125,1555.0,1238448
2024-07-03,1537.5853271484375,1555.9749755859375,1562.125,1538.425048828125,1547.4749755859375,815704
2024-07-04,1530.396240234375,1548.699951171875,1566.925048828125,1546.125,1554.949951171875,427052
2024-07-05,1531.5574951171875,1549.875,1555.699951171875,1540.0,1548.699951171875,397342
2024-07-08,1516.3641357421875,1534.5,1552.5,1528.0,1549.875,407226
2024-07-09,1538.548828125,1556.949951171875,1560.5,1535.0,1535.0,718064
2024-07-10,1562.1417236328125,1580.824951171875,1600.925048828125,1560.699951171875,1563.5,1274366
2024-07-11,1562.0428466796875,1580.7249755859375,1587.0,1561.675048828125,1582.4749755859375,516284
2024-07-12,1555.224365234375,1573.824951171875,1586.949951171875,1568.324951171875,1580.7249755859375,443820
2024-07-15,1566.761474609375,1585.5,1596.6500244140625,1570.0,1575.0,512136
2024-07-16,1568.8118896484375,1587.574951171875,1597.5,1574.2750244140625,1589.4749755859375,470170
2024-07-18,1577.8291015625,1596.699951171875,1613.5,1575.449951171875,1592.0,821876
2024-07-19,1548.8507080078125,1567.375,1621.5250244140625,1560.7249755859375,1596.699951171875,856470
2024-07-22,1556.55859375,1575.175048828125,1577.5,1553.300048828125,1570.0,404598
2024-07-23,1569.429443359375,1588.199951171875,1600.5,1549.625,1575.175048828125,706202
2024-07-24,1543.85498046875,1554.449951171875,1587.0,1548.625,1582.050048828125,340010
2024-07-25,1544.1778564453125,1554.7750244140625,1557.574951171875,1540.699951171875,1550.5,488454
2024-07-26,1556.9898681640625,1567.675048828125,1574.4749755859375,1555.074951171875,1557.7750244140625,351608
2024-07-29,1565.1837158203125,1575.925048828125,1580.9749755859375,1565.0250244140625,1571.199951171875,337280
2024-07-30,1567.2445068359375,1578.0,1615.0,1570.574951171875,1576.5,854634
2024-07-31,1582.3408203125,1593.199951171875,1607.425048828125,1578.0,1580.0,613010
2024-08-01,1550.0128173828125,1560.6500244140625,1603.425048828125,1557.625,1596.0250244140625,444694
2024-08-02,1556.3443603515625,1567.0250244140625,1577.5,1555.0,1559.949951171875,313198
2024-08-05,1526.00244140625,1536.4749755859375,1568.7249755859375,1531.4000244140625,1550.0,528232
2024-08-06,1517.212890625,1527.625,1566.4749755859375,1521.800048828125,1532.574951171875,426762
2024-08-07,1565.6802978515625,1576.425048828125,1598.0,1528.0,1541.7750244140625,1396638
2024-08-08,1573.3525390625,1584.1500244140625,1639.4749755859375,1575.0,1592.125,2794936
2024-08-09,1555.8973388671875,1566.574951171875,1606.449951171875,1550.0,1603.949951171875,773512
2024-08-12,1515.4996337890625,1525.9000244140625,1565.0,1520.074951171875,1565.0,874924
2024-08-13,1513.1656494140625,1523.550048828125,1534.175048828125,1511.0250244140625,1515.25,363274
2024-08-14,1505.04638671875,1515.375,1530.0,1499.7249755859375,1524.5,426086
2024-08-16,1518.2557373046875,1528.675048828125,1531.0,1512.550048828125,1525.0,477280
2024-08-19,1517.88330078125,1528.300048828125,1544.300048828125,1525.5,1544.0,346330
2024-08-20,1522.774658203125,1533.2249755859375,1541.625,1525.1500244140625,1539.0,388404
2024-08-21,1518.454345703125,1528.875,1542.5,1521.75,1534.2750244140625,375864
2024-08-22,1552.89306640625,1563.550048828125,1571.0,1532.5,1534.5,769968
2024-08-23,1531.8126220703125,1542.324951171875,1567.449951171875,1540.0,1567.449951171875,336940
2024-08-26,1543.7308349609375,1554.324951171875,1555.9749755859375,1530.925048828125,1542.324951171875,244820
2024-08-27,1539.01318359375,1549.574951171875,1557.5,1540.0,1553.9749755859375,258090
2024-08-28,1531.0677490234375,1541.574951171875,1557.5,1535.2750244140625,1557.5,366330
2024-08-29,1529.9256591796875,1540.425048828125,1547.5,1523.5250244140625,1540.050048828125,419584
2024-08-30,1551.0059814453125,1561.6500244140625,1569.25,1535.550048828125,1540.425048828125,956332
2024-09-02,1570.3233642578125,1581.0999755859375,1590.875,1567.800048828125,1575.0,874644
2024-09-03,1575.959716796875,1586.7750244140625,1608.625,1581.175048828125,1583.9749755859375,1208708
2024-09-04,1596.5185546875,1607.4749755859375,1623.300048828125,1586.0,1586.0,1911688
2024-09-05,1593.6632080078125,1604.5999755859375,1612.949951171875,1590.75,1607.4749755859375,1174448
2024-09-06,1605.8297119140625,1616.8499755859375,1629.5,1602.5,1605.0,883120
2024-09-09,1625.8175048828125,1636.9749755859375,1650.699951171875,1610.050048828125,1627.0,1353670
2024-09-10,1604.7122802734375,1615.7249755859375,1644.9749755859375,1613.550048828125,1642.0,552594
2024-09-11,1616.0595703125,1627.1500244140625,1648.375,1624.949951171875,1634.9749755859375,1069618
2024-09-12,1623.68212890625,1634.824951171875,1640.0,1610.5,1625.0,934088
2024-09-13,1643.7197265625,1655.0,1665.5,1620.5,1634.5,1234854
2024-09-16,1641.112548828125,1652.375,1660.0,1639.175048828125,1660.0,738654
2024-09-17,1623.4090576171875,1634.550048828125,1655.5,1631.675048828125,1654.9749755859375,234730
2024-09-18,1585.270751953125,1596.1500244140625,1635.5250244140625,1580.550048828125,1635.0250244140625,423006
2024-09-19,1610.944580078125,1622.0,1624.800048828125,1592.5,1612.5,539508
2024-09-20,1632.3477783203125,1643.550048828125,1649.175048828125,1612.5,1624.5999755859375,1112242
2024-09-23,1636.4447021484375,1647.675048828125,1652.4000244140625,1638.8499755859375,1649.449951171875,327590
2024-09-24,1621.3978271484375,1632.5250244140625,1663.925048828125,1627.0,1647.675048828125,368900
2024-09-25,1617.2513427734375,1628.3499755859375,1635.0,1608.5,1632.5250244140625,292236
2024-09-26,1633.614013671875,1644.824951171875,1651.574951171875,1623.0,1628.3499755859375,892940
2024-09-27,1670.262451171875,1681.7249755859375,1685.25,1637.324951171875,1647.5,1743164
2024-09-30,1668.251220703125,1679.699951171875,1707.5,1675.074951171875,1692.0,1116886
2024-10-01,1658.69189453125,1670.074951171875,1698.199951171875,1665.5999755859375,1693.574951171875,646910
2024-10-03,1638.6544189453125,1649.9000244140625,1662.0,1620.0,1620.0,1188000
2024-10-04,1593.464599609375,1604.4000244140625,1649.5,1596.2249755859375,1635.0,718538
2024-10-07,1565.9036865234375,1576.6500244140625,1613.5,1569.5250244140625,1613.5,497922
2024-10-08,1581.769775390625,1592.625,1595.949951171875,1551.0999755859375,1578.625,950464
2024-10-09,1576.3321533203125,1587.1500244140625,1619.699951171875,1585.0250244140625,1607.175048828125,549608
2024-10-10,1558.1568603515625,1568.8499755859375,1596.0999755859375,1564.0,1590.0,260288
2024-10-11,1544.5006103515625,1555.0999755859375,1579.949951171875,1551.175048828125,1579.949951171875,511880
2024-10-14,1555.0531005859375,1565.7249755859375,1573.9749755859375,1550.1500244140625,1566.5,954998
2024-10-15,1571.0931396484375,1581.875,1608.5,1570.25,1583.0,1551610
2024-10-16,1579.21240234375,1590.050048828125,1595.2249755859375,1570.5250244140625,1585.0,341744
2024-10-17,1566.4747314453125,1577.2249755859375,1602.0,1571.0,1590.0,914226
2024-10-18,1581.1490478515625,1592.0,1652.199951171875,1577.2249755859375,1577.2249755859375,2126268
2024-10-21,1566.0030517578125,1576.75,1602.375,1568.125,1592.0,461032
2024-10-22,1553.0667724609375,1563.7249755859375,1591.7249755859375,1555.0,1577.5,485932
2024-10-23,1534.8170166015625,1545.3499755859375,1577.175048828125,1541.25,1562.0,324994
2024-10-24,1550.136962890625,1560.7750244140625,1610.0,1539.5250244140625,1568.0,2002320
2024-10-25,1578.6412353515625,1589.4749755859375,1606.25,1567.5,1573.199951171875,960150
2024-10-28,1570.0501708984375,1580.824951171875,1604.0,1575.800048828125,1604.0,474894
2024-10-29,1543.9046630859375,1554.5,1586.699951171875,1539.5250244140625,1580.824951171875,822862
2024-10-30,1566.052734375,1576.800048828125,1587.0,1550.5,1566.4749755859375,652364
2024-10-31,1562.2041015625,1572.925048828125,1594.2750244140625,1559.800048828125,1576.800048828125,578654
2024-11-01,1568.610107421875,1579.375,1584.175048828125,1573.0,1574.9749755859375,32000
2024-11-04,1549.640380859375,1560.2750244140625,1584.0,1545.5,1579.375,433304
2024-11-05,1541.69482421875,1552.2750244140625,1571.9749755859375,1540.9000244140625,1557.574951171875,482506
2024-11-06,1579.56005859375,1590.4000244140625,1596.550048828125,1552.2750244140625,1555.0,350574
2024-11-07,1568.4114990234375,1579.175048828125,1610.0,1566.824951171875,1598.5,421758
2024-11-08,1552.19775390625,1562.8499755859375,1587.75,1558.5,1584.175048828125,214736
2024-11-11,1539.261474609375,1549.824951171875,1564.7750244140625,1541.0,1555.625,220322
2024-11-12,1509.788818359375,1520.1500244140625,1560.425048828125,1516.2750244140625,1551.0,402926
2024-11-13,1484.0902099609375,1494.2750244140625,1519.1500244140625,1484.1500244140625,1512.5,386770
2024-11-14,1500.5521240234375,1510.8499755859375,1519.9749755859375,1484.824951171875,1500.0,598780
2024-11-18,1499.3603515625,1509.6500244140625,1537.6500244140625,1503.5250244140625,1537.5,584454
2024-11-19,1490.7196044921875,1500.949951171875,1515.7750244140625,1490.7750244140625,1504.6500244140625,369528
2024-11-21,1459.0123291015625,1469.0250244140625,1510.0,1462.949951171875,1509.5,433346
2024-11-22,1468.19921875,1478.2750244140625,1494.0,1458.449951171875,1465.2750244140625,470010
2024-11-25,1482.923095703125,1493.0999755859375,1515.5250244140625,1481.074951171875,1490.0,1507648
2024-11-26,1495.7601318359375,1506.0250244140625,1514.425048828125,1495.074951171875,1505.0,274090
2024-11-27,1512.4952392578125,1522.875,1532.5,1493.0,1506.0250244140625,373960
2024-11-28,1511.576416015625,1521.949951171875,1531.5,1500.574951171875,1531.5,615122
2024-11-29,1522.6505126953125,1533.0999755859375,1537.425048828125,1515.699951171875,1522.5,443864
2024-12-02,1555.5745849609375,1566.25,1572.375,1528.050048828125,1533.125,406440
2024-12-03,1563.768310546875,1574.5,1582.4749755859375,1542.8499755859375,1566.824951171875,596990
2024-12-04,1591.453369140625,1602.375,1604.2750244140625,1565.375,1574.0,847642
2024-12-05,1585.096923828125,1595.9749755859375,1620.0,1583.0250244140625,1610.0,629424
2024-12-06,1570.34814453125,1581.125,1598.0999755859375,1574.2750244140625,1591.0,345340
2024-12-09,1569.603271484375,1580.375,1584.324951171875,1560.0,1576.5,462080
2024-12-10,1595.6246337890625,1606.574951171875,1609.5,1575.050048828125,1575.5,586344
2024-12-11,1584.7244873046875,1595.5999755859375,1617.425048828125,1588.5,1617.425048828125,381924
2024-12-12,1584.1783447265625,1595.050048828125,1607.5,1580.7750244140625,1596.300048828125,307906
2024-12-13,1581.7449951171875,1592.5999755859375,1599.9749755859375,1567.5250244140625,1591.9000244140625,392084
2024-12-16,1586.04052734375,1596.925048828125,1607.175048828125,1588.5,1600.0,338962
2024-12-17,1530.1739501953125,1540.675048828125,1595.2750244140625,1536.4749755859375,1595.2750244140625,902048
2024-12-18,1518.4046630859375,1528.824951171875,1549.125,1525.5,1541.0,392732
2024-12-19,1484.3135986328125,1494.5,1519.0250244140625,1491.175048828125,1519.0250244140625,491210
2024-12-20,1478.2552490234375,1488.4000244140625,1509.449951171875,1482.9749755859375,1494.949951171875,597916
2024-12-23,1465.8404541015625,1475.9000244140625,1501.925048828125,1472.0,1500.0,758920
2024-12-24,1474.82861328125,1484.949951171875,1494.800048828125,1478.0250244140625,1480.0,639264
2024-12-26,1456.2313232421875,1466.2249755859375,1491.9749755859375,1463.0,1484.949951171875,543386
2024-12-27,1447.267822265625,1457.199951171875,1479.0,1454.675048828125,1467.5250244140625,479502
2024-12-30,1445.35595703125,1455.2750244140625,1473.5,1433.050048828125,1459.9749755859375,2624688
2024-12-31,1442.2274169921875,1452.125,1467.199951171875,1439.5250244140625,1454.675048828125,494348
2025-01-01,1422.090576171875,1431.8499755859375,1462.5,1427.5,1452.125,981050
2025-01-02,1453.35107421875,1463.324951171875,1466.0,1431.5250244140625,1441.699951171875,1176434
2025-01-03,1456.1817626953125,1466.175048828125,1479.800048828125,1454.550048828125,1468.0,1123924
2025-01-06,1437.509765625,1447.375,1473.9749755859375,1435.0,1466.550048828125,891568
2025-01-07,1453.8228759765625,1463.800048828125,1482.199951171875,1447.3499755859375,1447.3499755859375,738948
2025-01-08,1444.0897216796875,1454.0,1474.375,1439.0999755859375,1465.0,851086
2025-01-09,1469.04345703125,1479.125,1484.324951171875,1453.0,1456.324951171875,994948
2025-01-10,1440.787353515625,1450.675048828125,1489.5,1449.5,1479.125,391346
2025-01-13,1388.8189697265625,1398.3499755859375,1439.5,1395.5,1432.5,745352
2025-01-14,1394.9022216796875,1404.4749755859375,1409.8499755859375,1393.175048828125,1400.5,567936
2025-01-15,1391.8233642578125,1401.375,1418.875,1395.5250244140625,1414.300048828125,529870
2025-01-16,1383.0087890625,1392.5,1418.5,1385.925048828125,1412.0,304234
2025-01-17,1397.0872802734375,1406.675048828125,1421.125,1380.050048828125,1385.0250244140625,466682
2025-01-20,1384.37451171875,1393.875,1417.0,1391.7249755859375,1417.0,404924
2025-01-21,1365.4791259765625,1374.8499755859375,1407.4749755859375,1370.0,1400.0,719224
2025-01-22,1367.9869384765625,1377.375,1382.5,1362.550048828125,1378.449951171875,626882
2025-01-23,1444.908935546875,1454.824951171875,1498.5999755859375,1400.4749755859375,1400.4749755859375,4625514
2025-01-24,1417.546875,1427.2750244140625,1471.5,1420.5,1454.824951171875,600300
2025-01-27,1423.7293701171875,1433.5,1442.324951171875,1400.7750244140625,1410.0,659958
2025-01-28,1422.289306640625,1432.050048828125,1443.2249755859375,1426.0250244140625,1433.5250244140625,488532
2025-01-29,1435.6724853515625,1445.5250244140625,1449.0,1425.1500244140625,1442.0,414882
2025-01-30,1433.437744140625,1443.2750244140625,1449.9749755859375,1421.0,1445.5250244140625,395016
2025-01-31,1426.0633544921875,1435.8499755859375,1452.25,1422.5,1443.2249755859375,627482
2025-02-01,1463.5809326171875,1473.625,1504.2750244140625,1430.074951171875,1432.0,329360
2025-02-03,1470.284912109375,1480.375,1486.300048828125,1455.6500244140625,1473.625,494688
2025-02-04,1453.5001220703125,1463.4749755859375,1491.050048828125,1458.125,1485.0,649426
2025-02-05,1434.753662109375,1444.5999755859375,1470.0,1440.574951171875,1460.7750244140625,367530
2025-02-06,1439.8934326171875,1449.7750244140625,1458.925048828125,1436.800048828125,1447.5,367784
2025-02-07,1425.5172119140625,1435.300048828125,1456.7249755859375,1423.300048828125,1450.0,397784
2025-02-10,1424.2508544921875,1434.0250244140625,1465.0,1425.5,1425.5,318192
2025-02-11,1415.8087158203125,1425.5250244140625,1433.949951171875,1414.375,1430.0250244140625,390106
2025-02-12,1404.610595703125,1414.25,1426.550048828125,1401.0,1425.25,252722
2025-02-13,1399.446044921875,1409.050048828125,1425.0,1401.5,1414.0,236320
2025-02-14,1393.53662109375,1403.0999755859375,1414.4749755859375,1388.050048828125,1407.7249755859375,205586
2025-02-17,1381.3701171875,1390.8499755859375,1397.9749755859375,1375.0,1381.5,342438
2025-02-18,1373.8468017578125,1383.2750244140625,1402.449951171875,1379.0,1385.574951171875,464820
2025-02-19,1374.9144287109375,1384.3499755859375,1386.425048828125,1368.199951171875,1381.5,331672
2025-02-20,1401.1343994140625,1410.75,1414.574951171875,1375.0250244140625,1384.3499755859375,1005774
2025-02-21,1388.3223876953125,1397.8499755859375,1415.75,1383.7750244140625,1412.4749755859375,1153982
2025-02-24,1371.4879150390625,1380.9000244140625,1389.0999755859375,1363.5250244140625,1378.5,738772
2025-02-25,1339.0604248046875,1348.25,1382.5,1345.5,1380.5,754522
2025-02-27,1329.4266357421875,1338.550048828125,1358.949951171875,1330.050048828125,1349.625,496562
2025-02-28,1319.8919677734375,1328.949951171875,1338.449951171875,1321.0,1338.449951171875,990394
2025-03-03,1331.5123291015625,1340.6500244140625,1348.449951171875,1311.0999755859375,1328.949951171875,650858
2025-03-04,1340.1280517578125,1349.324951171875,1354.1500244140625,1321.2249755859375,1336.0,698790
2025-03-05,1337.2974853515625,1346.4749755859375,1369.050048828125,1338.699951171875,1346.300048828125,1466732
2025-03-06,1359.69384765625,1369.0250244140625,1376.0,1353.574951171875,1353.574951171875,1148818
2025-03-07,1366.2239990234375,1375.5999755859375,1382.875,1362.5999755859375,1366.5,869066
2025-03-10,1356.937744140625,1366.25,1393.324951171875,1360.0,1375.5999755859375,622806
2025-03-11,1351.87255859375,1361.1500244140625,1369.375,1348.675048828125,1348.675048828125,809256
2025-03-12,1365.280517578125,1374.6500244140625,1380.9749755859375,1358.324951171875,1366.5,711330
2025-03-13,1355.6466064453125,1364.949951171875,1381.625,1360.449951171875,1375.199951171875,698834
2025-03-17,1365.081787109375,1374.449951171875,1380.949951171875,1363.425048828125,1374.675048828125,313582
2025-03-18,1365.081787109375,1374.449951171875,1374.449951171875,1374.449951171875,1374.449951171875,0
2025-03-19,1356.614990234375,1365.925048828125,1379.5,1363.375,1375.0,484702
2025-03-20,1370.147216796875,1379.550048828125,1386.925048828125,1362.9749755859375,1372.0,629482
2025-03-21,1403.120849609375,1412.75,1417.550048828125,1381.25,1381.5999755859375,1400382
