date_,adj close_redington.ns,close_redington.ns,high_redington.ns,low_redington.ns,open_redington.ns,volume_redington.ns
2024-02-29,196.55801391601562,206.75,210.0,200.8000030517578,204.60000610351562,3218170
2024-03-01,200.64602661132812,211.0500030517578,214.5500030517578,207.8000030517578,208.8000030517578,1233928
2024-03-04,198.45941162109375,208.75,210.64999389648438,207.39999389648438,209.9499969482422,508606
2024-03-05,203.26046752929688,213.8000030517578,221.8000030517578,207.0,208.85000610351562,3912390
2024-03-06,194.7991943359375,204.89999389648438,212.8000030517578,202.25,212.35000610351562,1446321
2024-03-07,195.32208251953125,205.4499969482422,210.0,203.14999389648438,204.4499969482422,761531
2024-03-11,187.8115234375,197.5500030517578,207.25,195.0,205.9499969482422,1775098
2024-03-12,189.99815368652344,199.85000610351562,206.0,194.60000610351562,199.3000030517578,3110202
2024-03-13,182.44004821777344,191.89999389648438,201.10000610351562,188.8000030517578,200.4499969482422,1867676
2024-03-14,195.1794891357422,205.3000030517578,207.5,189.0500030517578,191.0,2244467
2024-03-15,201.21644592285156,211.64999389648438,215.9499969482422,202.5,204.89999389648438,5550846
2024-03-18,197.7463836669922,208.0,213.0500030517578,207.0,211.64999389648438,2666481
2024-03-19,192.0421600341797,202.0,209.85000610351562,201.25,209.39999389648438,1116197
2024-03-20,191.32913208007812,201.25,204.0,199.5,204.0,899143
2024-03-21,192.08970642089844,202.0500030517578,204.5,201.3000030517578,202.5,524335
2024-03-22,195.27455139160156,205.39999389648438,207.8000030517578,202.0500030517578,202.9499969482422,1384030
2024-03-26,197.1759490966797,207.39999389648438,218.5,205.10000610351562,205.10000610351562,5579289
2024-03-27,194.7041473388672,204.8000030517578,211.3000030517578,202.60000610351562,209.0,1847702
2024-03-28,198.1741943359375,208.4499969482422,211.35000610351562,205.0,205.0,1308298
2024-04-01,199.6002655029297,209.9499969482422,213.6999969482422,207.35000610351562,209.75,807350
2024-04-02,211.19883728027344,222.14999389648438,226.0,210.0,211.8000030517578,13921768
2024-04-03,211.10377502441406,222.0500030517578,226.9499969482422,221.10000610351562,225.5,3594934
2024-04-04,205.25692749023438,215.89999389648438,223.6999969482422,212.60000610351562,222.85000610351562,3461796
2024-04-05,211.81680297851562,222.8000030517578,225.8000030517578,216.14999389648438,217.1999969482422,4652476
2024-04-08,210.77102661132812,221.6999969482422,229.64999389648438,220.60000610351562,223.89999389648438,3451999
2024-04-09,211.05624389648438,222.0,227.35000610351562,221.0,222.89999389648438,1853565
2024-04-10,209.72525024414062,220.60000610351562,226.0,219.10000610351562,222.89999389648438,1378962
2024-04-12,209.20236206054688,220.0500030517578,225.60000610351562,218.64999389648438,220.1999969482422,1587044
2024-04-15,210.48580932617188,221.39999389648438,225.60000610351562,208.35000610351562,210.0,3059252
2024-04-16,210.96116638183594,221.89999389648438,227.89999389648438,218.5500030517578,219.14999389648438,2335512
2024-04-18,210.53335571289062,221.4499969482422,225.89999389648438,221.0,222.8000030517578,1507072
2024-04-19,208.15658569335938,218.9499969482422,222.60000610351562,215.5,218.60000610351562,1693510
2024-04-22,207.2058868408203,217.9499969482422,223.6999969482422,217.5,221.0,1155512
2024-04-23,207.34849548339844,218.10000610351562,224.8000030517578,217.5,219.6999969482422,1434473
2024-04-24,209.63018798828125,220.5,224.6999969482422,218.10000610351562,219.64999389648438,1812542
2024-04-25,212.57736206054688,223.60000610351562,237.5500030517578,220.85000610351562,220.85000610351562,8055202
2024-04-26,211.6266632080078,222.60000610351562,226.0,222.0500030517578,225.0,1038433
2024-04-29,207.25341796875,218.0,224.64999389648438,217.5,224.35000610351562,1095306
2024-04-30,207.82383728027344,218.60000610351562,220.8000030517578,214.5500030517578,219.60000610351562,2273500
2024-05-02,207.7763214111328,218.5500030517578,221.89999389648438,217.1999969482422,220.0,1780188
2024-05-03,207.58616638183594,218.35000610351562,220.1999969482422,215.10000610351562,219.6999969482422,1847758
2024-05-06,199.55271911621094,209.89999389648438,218.8000030517578,209.14999389648438,217.3000030517578,2431739
2024-05-07,198.50694274902344,208.8000030517578,214.6999969482422,206.35000610351562,212.0,2045061
2024-05-08,195.74989318847656,205.89999389648438,209.4499969482422,204.1999969482422,207.0500030517578,1877215
2024-05-09,192.32737731933594,202.3000030517578,206.89999389648438,202.0,205.89999389648438,943596
2024-05-10,197.41363525390625,207.64999389648438,209.8000030517578,201.0500030517578,202.0,1033556
2024-05-13,200.83616638183594,211.25,212.0,202.64999389648438,206.9499969482422,1561727
2024-05-14,201.9770050048828,212.4499969482422,213.4499969482422,208.14999389648438,211.5,928960
2024-05-15,204.6865234375,215.3000030517578,218.64999389648438,212.4499969482422,212.4499969482422,1149701
2024-05-16,202.88018798828125,213.39999389648438,216.89999389648438,202.6999969482422,205.0,3207719
2024-05-17,200.78863525390625,211.1999969482422,213.25,206.60000610351562,212.0,3229623
2024-05-21,202.11962890625,212.60000610351562,213.89999389648438,206.14999389648438,211.0,1767936
2024-05-22,200.83616638183594,211.25,213.10000610351562,208.4499969482422,212.6999969482422,883317
2024-05-23,198.41188049316406,208.6999969482422,211.8000030517578,208.0,211.1999969482422,631089
2024-05-24,196.17771911621094,206.35000610351562,209.25,205.8000030517578,206.0,760447
2024-05-27,195.46469116210938,205.60000610351562,208.89999389648438,204.64999389648438,206.14999389648438,1013781
2024-05-28,193.80096435546875,203.85000610351562,207.4499969482422,202.75,206.4499969482422,1493610
2024-05-29,188.38194274902344,198.14999389648438,205.75,197.0,202.5,1803236
2024-05-30,187.52630615234375,197.25,199.64999389648438,196.3000030517578,198.0,1379655
2024-05-31,188.38194274902344,198.14999389648438,199.9499969482422,196.64999389648438,198.0500030517578,1445845
2024-06-03,193.94357299804688,204.0,205.5,199.0,201.25,1182833
2024-06-04,187.7639923095703,197.5,205.85000610351562,186.3000030517578,204.0,2416443
2024-06-05,198.69708251953125,209.0,210.0,191.25,195.0,1295538
2024-06-06,195.1319580078125,205.25,209.85000610351562,203.3000030517578,209.0,1332433
2024-06-07,198.50694274902344,208.8000030517578,211.35000610351562,204.25,205.64999389648438,1373282
2024-06-10,206.9586944580078,217.69000244140625,221.9199981689453,209.0,209.89999389648438,6385208
2024-06-11,204.9146728515625,215.5399932861328,218.9499969482422,214.5500030517578,217.0,2200798
2024-06-12,210.77102661132812,221.6999969482422,223.35000610351562,216.11000061035156,218.08999633789062,2488029
2024-06-13,211.11328125,222.05999755859375,224.5,219.10000610351562,224.0,1165197
2024-06-14,205.85589599609375,216.52999877929688,221.99000549316406,213.60000610351562,221.0,3355880
2024-06-18,205.96995544433594,216.64999389648438,218.25,214.3000030517578,217.97999572753906,1474280
2024-06-19,204.2777099609375,214.8699951171875,217.64999389648438,212.1999969482422,217.0,951050
2024-06-20,205.6847686767578,216.35000610351562,217.4499969482422,212.50999450683594,215.83999633789062,1059448
2024-06-21,205.8463897705078,216.52000427246094,218.05999755859375,214.5,217.63999938964844,1430189
2024-06-24,206.0840606689453,216.77000427246094,217.75,213.25,216.97999572753906,1348160
2024-06-25,206.28370666503906,216.97999572753906,219.0,216.5,219.0,1256027
2024-06-26,203.4220733642578,213.97000122070312,219.4499969482422,213.5,216.97999572753906,1210404
2024-06-27,201.1784210205078,211.61000061035156,216.89999389648438,210.02000427246094,214.0,954665
2024-06-28,203.65975952148438,214.22000122070312,215.60000610351562,211.63999938964844,211.63999938964844,950463
2024-07-01,211.76925659179688,222.75,225.0,215.0,215.0,3672329
2024-07-02,207.9474334716797,218.72999572753906,225.89999389648438,218.10000610351562,224.3000030517578,1435038
2024-07-03,209.14532470703125,219.99000549316406,222.83999633789062,219.10000610351562,219.9199981689453,1554058
2024-07-04,209.4780731201172,220.33999633789062,223.38999938964844,219.30999755859375,221.0,2675339
2024-07-05,210.74977111816406,215.44000244140625,218.0,214.5,215.0500030517578,1787086
2024-07-08,205.0369110107422,209.60000610351562,216.0,208.10000610351562,215.69000244140625,1662376
2024-07-09,203.1978302001953,207.72000122070312,212.08999633789062,206.10000610351562,210.64999389648438,1492816
2024-07-10,204.71409606933594,209.27000427246094,210.32000732421875,205.8000030517578,209.0,1267250
2024-07-11,204.723876953125,209.27999877929688,211.0,204.52000427246094,211.0,1630623
2024-07-12,203.56956481933594,208.10000610351562,213.1999969482422,205.72000122070312,209.2899932861328,1519732
2024-07-15,203.62826538085938,208.16000366210938,210.49000549316406,206.25,208.10000610351562,1181004
2024-07-16,203.41305541992188,207.94000244140625,211.36000061035156,207.4499969482422,208.50999450683594,1527116
2024-07-18,201.63265991210938,206.1199951171875,208.8000030517578,205.0,208.0,2094012
2024-07-19,194.697021484375,199.02999877929688,207.92999267578125,198.00999450683594,207.9199981689453,1492584
2024-07-22,197.8762664794922,202.27999877929688,203.33999633789062,195.4600067138672,199.2899932861328,835517
2024-07-23,197.95452880859375,202.36000061035156,206.47999572753906,195.6199951171875,204.0800018310547,1219071
2024-07-24,206.03469848632812,210.6199951171875,211.5,203.39999389648438,203.39999389648438,1302633
2024-07-25,205.66297912597656,210.24000549316406,210.6999969482422,207.11000061035156,207.8300018310547,1206797
2024-07-26,207.89334106445312,212.52000427246094,214.89999389648438,209.10000610351562,209.10000610351562,987606
2024-07-29,208.16725158691406,212.8000030517578,219.49000549316406,211.85000610351562,214.5,1306121
2024-07-30,209.98675537109375,214.66000366210938,217.47999572753906,213.89999389648438,214.0,941657
2024-07-31,207.7074737548828,212.3300018310547,216.86000061035156,211.4600067138672,216.86000061035156,1141145
2024-08-01,198.8936309814453,203.32000732421875,209.9600067138672,202.0500030517578,208.0500030517578,2142202
2024-08-02,198.12081909179688,202.52999877929688,206.19000244140625,202.0,203.0,878390
2024-08-05,186.11795043945312,190.25999450683594,200.0,190.0,200.0,1594996
2024-08-06,186.5777130126953,190.72999572753906,197.30999755859375,189.10000610351562,192.97999572753906,784660
2024-08-07,188.52439880371094,192.72000122070312,194.0,188.6300048828125,193.89999389648438,782965
2024-08-08,184.34735107421875,188.4499969482422,194.8000030517578,187.5500030517578,192.72000122070312,880018
2024-08-09,186.0103302001953,190.14999389648438,191.5,188.64999389648438,190.0,793013
2024-08-12,195.06875610351562,199.41000366210938,203.6999969482422,190.3000030517578,191.0,1554059
2024-08-13,191.11669921875,195.3699951171875,202.94000244140625,194.4499969482422,200.10000610351562,908023
2024-08-14,195.68502807617188,200.0399932861328,201.3000030517578,194.50999450683594,196.0,1381363
2024-08-16,198.3066864013672,202.72000122070312,203.89999389648438,200.39999389648438,200.5500030517578,800253
2024-08-19,199.275146484375,203.7100067138672,204.9499969482422,201.4499969482422,203.5,531771
2024-08-20,204.20541381835938,208.75,209.64999389648438,204.10000610351562,204.89999389648438,1244059
2024-08-21,201.95547485351562,206.4499969482422,208.6999969482422,205.0,208.6999969482422,1038936
2024-08-22,204.81190490722656,209.3699951171875,210.25,205.5,207.0,2135392
2024-08-23,204.4890899658203,209.0399932861328,212.0,208.14999389648438,211.0,1028705
2024-08-26,198.07191467285156,202.47999572753906,209.85000610351562,202.00999450683594,209.10000610351562,935745
2024-08-27,198.58059692382812,203.0,205.14999389648438,201.10000610351562,204.1999969482422,789077
2024-08-28,200.40988159179688,204.8699951171875,207.8000030517578,202.75999450683594,203.05999755859375,1268626
2024-08-29,197.35780334472656,201.75,204.97000122070312,199.91000366210938,204.97000122070312,675587
2024-08-30,197.4556427001953,201.85000610351562,204.99000549316406,201.10000610351562,202.0,642195
2024-09-02,194.60897827148438,198.94000244140625,203.64999389648438,198.44000244140625,202.8000030517578,863700
2024-09-03,196.77085876464844,201.14999389648438,202.25,197.1999969482422,199.60000610351562,1659840
2024-09-04,194.32528686523438,198.64999389648438,200.82000732421875,198.00999450683594,200.0,784868
2024-09-05,194.64810180664062,198.97999572753906,200.44000244140625,198.0,198.85000610351562,343233
2024-09-06,194.19813537597656,198.52000427246094,202.6999969482422,197.14999389648438,197.64999389648438,1424223
2024-09-09,189.8547821044922,194.0800018310547,202.0,191.0,198.52000427246094,1626561
2024-09-10,190.4221649169922,194.66000366210938,196.42999267578125,193.1199951171875,194.6999969482422,808611
2024-09-11,187.80050659179688,191.97999572753906,196.9199981689453,190.5,195.0,568454
2024-09-12,187.78094482421875,191.9600067138672,193.8300018310547,190.39999389648438,193.61000061035156,451915
2024-09-13,186.7929229736328,190.9499969482422,192.9499969482422,190.6999969482422,192.5500030517578,777020
2024-09-16,185.30601501464844,189.42999267578125,192.60000610351562,189.0,192.39999389648438,858647
2024-09-17,188.88633728027344,193.08999633789062,194.77999877929688,186.0,191.0,1631556
2024-09-18,186.61685180664062,190.77000427246094,194.88999938964844,189.60000610351562,192.8000030517578,992335
2024-09-19,187.12551879882812,191.2899932861328,193.6699981689453,188.33999633789062,191.0,1380032
2024-09-20,185.3157958984375,189.44000244140625,193.1999969482422,189.0,192.89999389648438,1196032
2024-09-23,186.0103302001953,190.14999389648438,191.08999633789062,187.3000030517578,189.9199981689453,1496262
2024-09-24,183.57455444335938,187.66000366210938,191.83999633789062,187.02000427246094,191.83999633789062,760656
2024-09-25,182.25393676757812,186.30999755859375,189.35000610351562,182.22999572753906,188.75,1330117
2024-09-26,181.74525451660156,185.7899932861328,187.89999389648438,183.7100067138672,185.0,935670
2024-09-27,182.86044311523438,186.92999267578125,190.0,182.39999389648438,186.25,2015326
2024-09-30,180.64964294433594,184.6699981689453,187.86000061035156,183.25,187.86000061035156,821419
2024-10-01,181.7257080078125,185.77000427246094,192.64999389648438,185.0500030517578,186.0500030517578,2997709
2024-10-03,178.39971923828125,182.3699951171875,186.27000427246094,181.10000610351562,184.99000549316406,837134
2024-10-04,180.74746704101562,184.77000427246094,185.60000610351562,179.9499969482422,183.7899932861328,2317834
2024-10-07,180.52247619628906,184.5399932861328,187.49000549316406,180.4499969482422,185.99000549316406,1395977
2024-10-08,180.78659057617188,184.80999755859375,186.10000610351562,183.80999755859375,185.0,560822
2024-10-09,180.78659057617188,184.80999755859375,187.69000244140625,184.05999755859375,185.75,917366
2024-10-10,178.1453857421875,182.11000061035156,186.8300018310547,181.7899932861328,184.80999755859375,608427
2024-10-11,180.28770446777344,184.3000030517578,185.44000244140625,182.4199981689453,183.0,431556
2024-10-14,178.66383361816406,182.63999938964844,185.3000030517578,182.00999450683594,184.6999969482422,482324
2024-10-15,176.92259216308594,180.86000061035156,183.08999633789062,180.24000549316406,182.63999938964844,771359
2024-10-16,175.12265014648438,179.02000427246094,182.38999938964844,177.75,180.80999755859375,1729264
2024-10-17,170.29019165039062,174.0800018310547,181.10000610351562,173.0,179.6199951171875,729810
2024-10-18,171.0923309326172,174.89999389648438,175.74000549316406,171.0,174.3000030517578,536050
2024-10-21,170.64236450195312,174.44000244140625,177.3000030517578,172.75,175.89999389648438,793168
2024-10-22,165.760986328125,169.4499969482422,175.27999877929688,167.5399932861328,174.60000610351562,947773
2024-10-23,164.17626953125,167.8300018310547,171.10000610351562,164.6300048828125,169.64999389648438,678379
2024-10-24,163.2762908935547,166.91000366210938,169.11000061035156,165.25999450683594,167.8300018310547,625084
2024-10-25,156.98626708984375,160.47999572753906,167.08999633789062,158.61000061035156,166.91000366210938,1221689
2024-10-28,164.90992736816406,168.5800018310547,169.3800048828125,160.1699981689453,161.72999572753906,1360096
2024-10-29,162.9925994873047,166.6199951171875,169.3000030517578,163.25,169.3000030517578,776957
2024-10-30,178.791015625,182.77000427246094,185.8000030517578,169.11000061035156,171.5,17871228
2024-10-31,190.2265167236328,194.4600067138672,196.0,182.77000427246094,182.77000427246094,16212913
2024-11-01,189.0624237060547,193.27000427246094,197.9499969482422,190.0,196.0,781770
2024-11-04,184.953857421875,189.07000732421875,200.0,186.30999755859375,190.0,4759554
2024-11-05,192.84817504882812,197.13999938964844,198.82000732421875,187.0800018310547,187.75,10456547
2024-11-06,193.46446228027344,197.77000427246094,199.5500030517578,194.50999450683594,199.0,3043670
2024-11-07,192.38839721679688,196.6699981689453,202.72999572753906,194.3699951171875,198.63999938964844,2305662
2024-11-08,186.7048797607422,190.86000061035156,197.22000122070312,189.75999450683594,197.10000610351562,1175713
2024-11-11,187.23312377929688,191.39999389648438,194.6999969482422,186.6999969482422,189.86000061035156,1008712
2024-11-12,185.7853546142578,189.9199981689453,193.8300018310547,188.8000030517578,192.14999389648438,1195825
2024-11-13,182.12677001953125,186.17999267578125,187.8000030517578,182.36000061035156,187.0500030517578,1351488
2024-11-14,189.1602325439453,193.3699951171875,198.0,186.14999389648438,186.17999267578125,6865328
2024-11-18,187.06683349609375,191.22999572753906,194.88999938964844,189.86000061035156,193.0,1142125
2024-11-19,189.65914916992188,193.8800048828125,196.99000549316406,190.52999877929688,192.85000610351562,1174413
2024-11-21,187.08639526367188,191.25,195.0,190.5399932861328,195.0,786816
2024-11-22,190.45150756835938,194.69000244140625,198.64999389648438,191.25,191.33999633789062,2767633
2024-11-25,187.06683349609375,191.22999572753906,198.22999572753906,190.0,197.0800018310547,1171730
2024-11-26,193.65032958984375,197.9600067138672,198.75,191.0,191.0,3154319
2024-11-27,193.61119079589844,197.9199981689453,200.0,195.17999267578125,200.0,1333735
2024-11-28,191.7623291015625,196.02999877929688,198.8800048828125,195.16000366210938,196.11000061035156,812396
2024-11-29,193.32749938964844,197.6300048828125,198.5,192.86000061035156,196.83999633789062,772381
2024-12-02,197.12303161621094,201.50999450683594,204.39999389648438,196.50999450683594,197.60000610351562,2827385
2024-12-03,200.65443420410156,205.1199951171875,206.25,199.52000427246094,202.5,2352448
2024-12-04,201.94570922851562,206.44000244140625,208.0,202.66000366210938,206.14999389648438,2853098
2024-12-05,201.94570922851562,206.44000244140625,207.6999969482422,203.0,206.44000244140625,1337758
2024-12-06,203.1978302001953,207.72000122070312,208.44000244140625,202.58999633789062,206.9499969482422,1509778
2024-12-09,202.9630584716797,207.47999572753906,209.0,204.57000732421875,208.22999572753906,1251670
2024-12-10,201.8870086669922,206.3800048828125,212.39999389648438,205.14999389648438,208.8000030517578,3617003
2024-12-11,209.302001953125,213.9600067138672,214.5,206.75999450683594,207.8000030517578,2937986
2024-12-12,205.13473510742188,209.6999969482422,215.89999389648438,209.25,215.60000610351562,1461313
2024-12-13,206.10317993164062,210.69000244140625,212.0,206.63999938964844,209.0,1425817
2024-12-16,209.76174926757812,214.42999267578125,214.89999389648438,210.7100067138672,211.4499969482422,989662
2024-12-17,204.8412628173828,209.39999389648438,215.1699981689453,208.52000427246094,215.0,866298
2024-12-18,203.20761108398438,207.72999572753906,210.39999389648438,206.41000366210938,210.0,526024
2024-12-19,203.20761108398438,207.72999572753906,209.75,203.0,204.0,1179468
2024-12-20,201.20223999023438,205.67999267578125,211.0,203.61000061035156,207.72999572753906,1271954
2024-12-23,201.43702697753906,205.9199981689453,208.6199951171875,204.10000610351562,205.85000610351562,1010380
2024-12-24,204.1858367919922,208.72999572753906,210.33999633789062,205.05999755859375,207.0,843533
2024-12-26,202.51307678222656,207.02000427246094,209.6300048828125,206.00999450683594,208.0,719348
2024-12-27,198.0327911376953,202.44000244140625,208.64999389648438,201.5500030517578,207.27999877929688,459964
2024-12-30,183.8386688232422,187.92999267578125,205.89999389648438,185.0,202.44000244140625,3817445
2024-12-31,195.71438598632812,200.07000732421875,212.5,186.4499969482422,187.89999389648438,26803418
2025-01-01,195.38177490234375,199.72999572753906,200.89999389648438,195.75,198.6999969482422,1513415
2025-01-02,197.0349884033203,201.4199981689453,208.0,198.50999450683594,199.72999572753906,4084504
2025-01-03,197.269775390625,201.66000366210938,204.5,200.2100067138672,201.0,1076255
2025-01-06,191.01889038085938,195.27000427246094,202.97000122070312,194.22999572753906,201.5,1625266
2025-01-07,200.91856384277344,205.38999938964844,207.0,195.5,196.0,2095906
2025-01-08,197.88604736328125,202.2899932861328,210.60000610351562,200.64999389648438,206.6699981689453,2078247
2025-01-09,198.8251495361328,203.25,205.72000122070312,202.0,202.50999450683594,837927
2025-01-10,199.65664672851562,204.10000610351562,207.0,200.7100067138672,203.39999389648438,2245115
2025-01-13,200.3120574951172,204.77000427246094,208.67999267578125,200.05999755859375,202.5,3787570
2025-01-14,197.38714599609375,201.77999877929688,211.19000244140625,198.5800018310547,207.89999389648438,2900497
2025-01-15,202.22938537597656,206.72999572753906,208.8000030517578,202.0,202.08999633789062,2772982
2025-01-16,211.6693115234375,216.3800048828125,218.0,206.6199951171875,207.4499969482422,4856747
2025-01-17,204.61627197265625,209.1699981689453,217.4499969482422,207.5,217.39999389648438,2516317
2025-01-20,217.19630432128906,222.02999877929688,224.99000549316406,209.6300048828125,210.0,15594383
2025-01-21,214.17356872558594,218.94000244140625,229.0,217.2100067138672,223.0,4697410
2025-01-22,213.7529296875,218.50999450683594,230.89999389648438,216.64999389648438,220.0,31223172
2025-01-23,223.2515411376953,228.22000122070312,229.6999969482422,214.66000366210938,218.0,8412507
2025-01-24,218.41908264160156,223.27999877929688,228.8000030517578,221.1999969482422,227.8000030517578,3270137
2025-01-27,219.37774658203125,224.25999450683594,229.39999389648438,218.32000732421875,223.27999877929688,6707852
2025-01-28,198.48275756835938,202.89999389648438,224.0,201.0,222.97999572753906,7077048
2025-01-29,201.76962280273438,206.25999450683594,209.39999389648438,199.1999969482422,202.39999389648438,2765858
2025-01-30,207.00314331054688,211.61000061035156,215.0,204.5800018310547,206.60000610351562,1591574
2025-01-31,201.74026489257812,206.22999572753906,212.0500030517578,205.10000610351562,210.8000030517578,1615470
2025-02-01,199.57838439941406,204.02000427246094,209.25,202.5,204.66000366210938,736712
2025-02-03,199.16754150390625,203.60000610351562,209.1999969482422,200.80999755859375,203.1999969482422,1399099
2025-02-04,198.0425567626953,202.4499969482422,208.5,201.66000366210938,205.3000030517578,865398
2025-02-05,209.6737060546875,214.33999633789062,216.8000030517578,203.41000366210938,204.5500030517578,2346092
2025-02-06,223.0363311767578,228.0,231.6999969482422,213.00999450683594,224.0,25182216
2025-02-07,226.75360107421875,231.8000030517578,232.8000030517578,224.5,225.0,10665612
2025-02-10,236.6924285888672,241.9600067138672,244.8000030517578,229.39999389648438,233.0,34316102
2025-02-11,226.4503631591797,231.49000549316406,242.3699951171875,228.42999267578125,242.0,9036327
2025-02-12,224.05368041992188,229.0399932861328,230.61000061035156,222.5,227.5,5462453
2025-02-13,239.2260284423828,244.5500030517578,248.0,226.60000610351562,228.10000610351562,28447016
2025-02-14,239.92056274414062,245.25999450683594,247.69000244140625,238.6999969482422,247.0,11046406
2025-02-17,237.62173461914062,242.91000366210938,255.75999450683594,233.66000366210938,241.8000030517578,14350711
2025-02-18,222.84068298339844,227.8000030517578,243.1999969482422,225.5500030517578,242.8800048828125,5487500
2025-02-19,242.65960693359375,248.05999755859375,251.22999572753906,225.55999755859375,226.7100067138672,13274935
2025-02-20,244.02914428710938,249.4600067138672,250.77999877929688,242.5500030517578,245.0,7096771
2025-02-21,246.0345001220703,251.50999450683594,263.8900146484375,248.0,249.0,11923672
2025-02-24,244.80194091796875,250.25,256.8800048828125,246.35000610351562,248.77000427246094,6585491
2025-02-25,243.44219970703125,248.86000061035156,254.58999633789062,244.14999389648438,248.89999389648438,4002531
2025-02-27,245.56495666503906,251.02999877929688,254.0,243.10000610351562,249.35000610351562,4038717
2025-02-28,219.4364471435547,224.32000732421875,250.38999938964844,222.10000610351562,249.47999572753906,9842512
2025-03-03,227.16445922851562,232.22000122070312,235.0,222.55999755859375,227.61000061035156,6216719
2025-03-04,223.5645751953125,228.5399932861328,233.5,225.5399932861328,230.0,3040169
2025-03-05,241.6129150390625,246.99000549316406,252.24000549316406,229.00999450683594,229.75,21229458
2025-03-06,241.93572998046875,247.32000732421875,252.77999877929688,242.7899932861328,247.0,5686370
2025-03-07,245.64321899414062,251.11000061035156,256.989990234375,248.41000366210938,249.24000549316406,6068734
2025-03-10,239.5390625,244.8699951171875,254.89999389648438,242.5,252.0,2620220
2025-03-11,231.78170776367188,236.94000244140625,242.4199981689453,234.5,242.39999389648438,2903635
2025-03-12,229.3263397216797,234.42999267578125,241.60000610351562,228.64999389648438,239.39999389648438,3714005
2025-03-13,219.71035766601562,224.60000610351562,236.63999938964844,223.6199951171875,235.5800018310547,3448246
2025-03-17,220.6787872314453,225.58999633789062,228.1999969482422,223.14999389648438,226.5,3777112
2025-03-18,220.6787872314453,225.58999633789062,225.58999633789062,225.58999633789062,225.58999633789062,0
2025-03-19,221.74505615234375,226.67999267578125,229.39999389648438,223.19000244140625,228.5,3251893
2025-03-20,222.49830627441406,227.4499969482422,234.89999389648438,224.0500030517578,229.1999969482422,3962208
2025-03-21,244.73345947265625,250.17999267578125,257.5,229.05999755859375,229.8699951171875,39693276
2025-03-24,237.6315155029297,242.9199981689453,253.75,242.0,251.39999389648438,4240725
2025-03-25,238.65866088867188,243.97000122070312,248.36000061035156,238.35000610351562,244.8000030517578,3636699
2025-03-26,233.01426696777344,238.1999969482422,244.8000030517578,236.2100067138672,242.47000122070312,3604046
2025-03-27,238.2771453857422,243.5800018310547,255.5,237.0500030517578,239.35000610351562,6096655
