date_,adj close_mrf.ns,close_mrf.ns,high_mrf.ns,low_mrf.ns,open_mrf.ns,volume_mrf.ns
2025-07-08,144721.640625,144945.0,145555.0,142210.0,143005.0,4391
2025-07-09,150482.765625,150715.0,151900.0,144000.0,144945.0,24541
2025-07-10,148051.515625,148280.0,150700.0,147000.0,150100.0,9580
2025-07-11,148011.578125,148240.0,148880.0,146200.0,148280.0,7148
2025-07-14,148615.640625,148845.0,150600.0,147005.0,148240.0,11768
2025-07-15,150552.65625,150785.0,151300.0,148270.0,149530.0,9826
2025-07-16,152235.0625,152470.0,153000.0,150200.0,150200.0,7865
2025-07-17,150303.03125,150535.0,152470.0,150005.0,152100.0,6478
2025-07-18,148057.078125,148060.0,151500.0,147500.0,150535.0,8078
2025-07-21,148402.078125,148405.0,149000.0,146550.0,148400.0,6592
2025-07-22,148167.078125,148170.0,150900.0,147860.0,148500.0,6764
2025-07-23,149912.046875,149915.0,150300.0,148600.0,148600.0,3588
2025-07-24,150877.015625,150880.0,152190.0,149900.0,149915.0,7838
2025-07-25,149207.0625,149210.0,151250.0,148425.0,150800.0,4591
2025-07-28,147802.078125,147805.0,150770.0,147205.0,149500.0,4668
2025-07-29,149352.046875,149355.0,150220.0,148015.0,148300.0,4513
2025-07-30,150022.046875,150025.0,150290.0,148600.0,149960.0,3136
2025-07-31,147842.078125,147845.0,149495.0,147200.0,149050.0,6737
2025-08-01,145902.125,145905.0,149180.0,145050.0,148400.0,6369
2025-08-04,144282.15625,144285.0,147195.0,143995.0,145900.0,6882
2025-08-05,145842.125,145845.0,146280.0,144200.0,144600.0,3962
2025-08-06,146382.109375,146385.0,147385.0,145700.0,147000.0,4222
2025-08-07,144262.15625,144265.0,146130.0,143500.0,145500.0,4325
2025-08-08,142712.1875,142715.0,144700.0,142000.0,144700.0,2851
2025-08-11,142167.1875,142170.0,143485.0,141095.0,142850.0,2920
2025-08-12,140532.234375,140535.0,142695.0,137215.0,142170.0,11861
2025-08-13,138837.265625,138840.0,141700.0,138100.0,141700.0,4360
2025-08-14,138472.265625,138475.0,139750.0,137900.0,139000.0,4133
2025-08-18,144512.15625,144515.0,145250.0,138755.0,139100.0,12991
2025-08-19,146532.109375,146535.0,148825.0,143250.0,144500.0,18003
2025-08-20,148787.0625,148790.0,149200.0,145860.0,146500.0,6421
2025-08-21,148122.078125,148125.0,150000.0,147465.0,149530.0,5446
2025-08-22,147502.09375,147505.0,148750.0,147000.0,148750.0,3011
2025-08-25,146742.109375,146745.0,148200.0,146205.0,148200.0,4631
2025-08-26,142377.1875,142380.0,147020.0,141600.0,146500.0,8941
2025-08-28,142272.1875,142275.0,143490.0,141200.0,142700.0,6106
2025-08-29,140952.21875,140955.0,142605.0,139900.0,142000.0,7056
2025-09-01,144832.140625,144835.0,145500.0,140955.0,141100.0,6252
2025-09-02,153881.96875,153885.0,155000.0,144185.0,145200.0,32632
2025-09-03,150547.03125,150550.0,154200.0,150250.0,153885.0,8962
2025-09-04,149652.046875,149655.0,155000.0,149200.0,152550.0,12184
2025-09-05,148097.078125,148100.0,150505.0,147700.0,150390.0,4806
2025-09-08,147072.09375,147075.0,149595.0,146600.0,148840.0,8159
2025-09-09,149312.046875,149315.0,149770.0,146700.0,148050.0,4638
2025-09-10,145252.140625,145255.0,150535.0,145000.0,149400.0,10906
2025-09-11,146477.109375,146480.0,147200.0,145330.0,145890.0,7349
2025-09-12,146567.109375,146570.0,148400.0,146085.0,146500.0,6578
2025-09-15,147397.09375,147400.0,148890.0,146885.0,147300.0,4443
2025-09-16,150887.015625,150890.0,152200.0,147800.0,148050.0,13098
2025-09-17,150227.03125,150230.0,152355.0,149600.0,151200.0,6242
2025-09-18,149047.0625,149050.0,151500.0,148800.0,150980.0,4567
2025-09-19,149702.046875,149705.0,151250.0,148010.0,149650.0,11008
2025-09-22,152846.984375,152850.0,154195.0,149125.0,150000.0,10863
2025-09-23,155931.921875,155935.0,156400.0,152995.0,153000.0,12421
2025-09-24,153741.96875,153745.0,155885.0,153030.0,155400.0,5737
2025-09-25,150432.03125,150435.0,153710.0,150000.0,153710.0,5811
2025-09-26,148542.0625,148545.0,151360.0,148000.0,150890.0,5719
2025-09-29,145882.125,145885.0,149820.0,145070.0,149820.0,9306
2025-09-30,145817.125,145820.0,148305.0,145420.0,147285.0,7375
2025-10-01,148737.0625,148740.0,149995.0,145800.0,146600.0,8100
2025-10-03,153191.984375,153195.0,154500.0,147405.0,148740.0,11930
2025-10-06,152347.0,152350.0,153195.0,150860.0,153190.0,4800
2025-10-07,153716.96875,153720.0,154300.0,151110.0,152350.0,7514
2025-10-08,155206.9375,155210.0,160150.0,152500.0,153720.0,15979
2025-10-09,156351.921875,156355.0,157525.0,155215.0,156100.0,6422
2025-10-10,155391.9375,155395.0,157340.0,153355.0,156400.0,8693
2025-10-13,156881.90625,156885.0,157200.0,154600.0,154600.0,4616
2025-10-14,157691.890625,157695.0,158700.0,156355.0,156550.0,7557
2025-10-15,155306.9375,155310.0,157770.0,155000.0,157695.0,5500
2025-10-16,155251.9375,155255.0,156990.0,154705.0,156100.0,4769
2025-10-17,155936.921875,155940.0,156450.0,155115.0,156100.0,3587
2025-10-20,161691.8125,161695.0,163400.0,156535.0,156780.0,15860
2025-10-21,161676.8125,161680.0,162750.0,160215.0,161100.0,2188
2025-10-23,162291.796875,162295.0,163000.0,160285.0,161980.0,6570
2025-10-24,160186.84375,160190.0,163600.0,159400.0,161055.0,7853
2025-10-27,159331.859375,159335.0,161690.0,159090.0,160190.0,4430
2025-10-28,158191.875,158195.0,162065.0,157900.0,160200.0,7325
2025-10-29,159896.84375,159900.0,160100.0,158400.0,160000.0,3671
2025-10-30,158131.875,158135.0,160560.0,157700.0,160100.0,4107
2025-10-31,157511.890625,157515.0,159105.0,157250.0,159000.0,3835
2025-11-03,158356.875,158360.0,159640.0,157800.0,157800.0,3088
2025-11-04,157911.890625,157915.0,159495.0,157550.0,159150.0,3650
2025-11-05,157911.890625,157915.0,157915.0,157915.0,157915.0,0
2025-11-06,157251.890625,157255.0,159440.0,156805.0,158955.0,3826
2025-11-07,158761.875,158765.0,159300.0,155665.0,157885.0,3830
2025-11-10,157821.890625,157825.0,159505.0,157320.0,159500.0,3056
2025-11-11,158161.875,158165.0,158695.0,157220.0,158620.0,2691
2025-11-12,157771.890625,157775.0,159320.0,157300.0,158365.0,3575
2025-11-13,158311.875,158315.0,159300.0,158000.0,158300.0,3192
2025-11-14,157396.890625,157400.0,159700.0,156220.0,158475.0,14236
2025-11-17,157131.90625,157135.0,158990.0,156750.0,158500.0,4449
2025-11-18,155206.9375,155210.0,157510.0,154650.0,157500.0,6029
2025-11-19,153351.96875,153355.0,155655.0,153100.0,155600.0,4529
2025-11-20,151947.0,151950.0,154500.0,151505.0,153500.0,5220
2025-11-21,152435.0,152435.0,154750.0,152000.0,152500.0,7022
2025-11-24,155455.0,155455.0,157450.0,151810.0,153000.0,13719
2025-11-25,154780.0,154780.0,155200.0,153655.0,155000.0,3067
2025-11-26,154490.0,154490.0,155700.0,153515.0,155200.0,3665
2025-11-27,153750.0,153750.0,155000.0,153405.0,155000.0,2344
2025-11-28,152420.0,152420.0,153905.0,152000.0,153750.0,3564
2025-12-01,152420.0,152420.0,153000.0,151600.0,152500.0,3132
2025-12-02,154505.0,154505.0,155695.0,152445.0,152445.0,7318
2025-12-03,152040.0,152040.0,154665.0,151750.0,154500.0,3887
2025-12-04,153625.0,153625.0,153995.0,151735.0,153000.0,3170
2025-12-05,153210.0,153210.0,154300.0,152800.0,153650.0,2243
2025-12-08,153500.0,153500.0,155000.0,152240.0,153300.0,2444
2025-12-09,152345.0,152345.0,153490.0,151600.0,153490.0,3580
2025-12-10,151675.0,151675.0,153135.0,151000.0,152820.0,3400
2025-12-11,153560.0,153560.0,153950.0,150300.0,152300.0,3905
2025-12-12,152550.0,152550.0,153700.0,152000.0,153610.0,2546
2025-12-15,153155.0,153155.0,153400.0,151160.0,152550.0,2843
2025-12-16,152655.0,152655.0,153355.0,152400.0,152500.0,1967
2025-12-17,151755.0,151755.0,153295.0,151120.0,152700.0,2903
2025-12-18,152260.0,152260.0,153000.0,151330.0,153000.0,4410
2025-12-19,153580.0,153580.0,155385.0,152260.0,153000.0,8953
2025-12-22,153900.0,153900.0,154260.0,153400.0,153930.0,2771
2025-12-23,153360.0,153360.0,154880.0,153025.0,154880.0,2988
2025-12-24,151435.0,151435.0,153885.0,151025.0,153400.0,4115
2025-12-26,150205.0,150205.0,152295.0,150000.0,152200.0,3539
2025-12-29,148760.0,148760.0,151000.0,148000.0,151000.0,6672
2025-12-30,151090.0,151090.0,155205.0,148170.0,148800.0,8688
2025-12-31,152855.0,152855.0,153460.0,151500.0,151505.0,6063
2026-01-01,151535.0,151535.0,153115.0,151220.0,152500.0,2867
2026-01-02,150685.0,150685.0,151960.0,150470.0,151600.0,3834
2026-01-05,150405.0,150405.0,151765.0,149700.0,150750.0,4627
2026-01-06,150195.0,150195.0,151585.0,149625.0,151585.0,3349
2026-01-07,150135.0,150135.0,150600.0,149550.0,150205.0,3436
2026-01-08,148720.0,148720.0,150255.0,148100.0,150250.0,4338
2026-01-09,147095.0,147095.0,149725.0,146520.0,148500.0,4120
2026-01-12,148735.0,148735.0,149500.0,145340.0,147795.0,4581
2026-01-13,147710.0,147710.0,149745.0,147115.0,149395.0,3618
2026-01-14,145665.0,145665.0,148005.0,145305.0,148000.0,5287
2026-01-16,142840.0,142840.0,145665.0,142535.0,145600.0,8096
