date_,adj close_mrf.ns,close_mrf.ns,high_mrf.ns,low_mrf.ns,open_mrf.ns,volume_mrf.ns
2024-06-14,125203.46875,125580.703125,126326.0,125387.0,126079.0,5958
2024-06-18,125470.1640625,125848.203125,126329.953125,125580.703125,125580.703125,3439
2024-06-19,124573.4140625,124948.75,126197.953125,124750.0,125900.0,3973
2024-06-20,125921.7421875,126301.1484375,126700.0,124615.3515625,125200.0,6497
2024-06-21,124912.9375,125289.296875,127100.0,125000.0,126300.0,7878
2024-06-24,124869.0703125,125245.296875,126344.3984375,124500.0,125694.0,9053
2024-06-25,126573.484375,126954.8515625,127770.0,125460.296875,126000.0,6690
2024-06-26,125549.171875,125927.453125,127480.0,125800.5,127480.0,5775
2024-06-27,124834.875,125211.0,126154.453125,124800.046875,125927.453125,6984
2024-06-28,129070.2578125,129459.1484375,130837.3984375,125399.953125,125511.0,21408
2024-07-01,129278.4375,129667.953125,130500.0,127701.5,129600.5,11010
2024-07-02,128300.53125,128687.1015625,129959.953125,128125.1015625,129770.0,6210
2024-07-03,128540.6015625,128927.8984375,129325.046875,128000.0,129222.5,6825
2024-07-04,128131.78125,128517.8515625,129150.0,127830.046875,128975.0,4989
2024-07-05,128563.6796875,128951.046875,130650.0,128200.0,128500.0,7882
2024-07-08,128384.2734375,128771.1015625,131230.5,128058.953125,129174.0,20120
2024-07-09,130955.96875,131350.546875,131649.953125,128759.796875,129500.0,7879
2024-07-10,130479.3125,130872.453125,131999.0,128200.0,131999.0,7283
2024-07-11,130213.5625,130605.8984375,131332.953125,130280.0,130401.0,3872
2024-07-12,129301.3125,129690.8984375,130999.953125,129221.1484375,130610.0,4312
2024-07-15,130867.5390625,131261.84375,134350.0,130220.0,130220.0,16952
2024-07-16,132781.5,133181.59375,133480.0,131400.0,131850.0,8534
2024-07-18,131903.421875,132300.84375,133174.84375,130786.0,132701.09375,5679
2024-07-19,127738.6640625,128123.546875,132250.0,127500.0,132250.0,18338
2024-07-22,130581.0625,130974.5,131560.0,126600.1484375,128123.546875,19170
2024-07-23,131608.171875,132004.703125,133736.046875,126225.6015625,130501.0,18946
2024-07-24,136860.28125,137272.65625,137876.0,130955.546875,131470.15625,22893
2024-07-25,137370.90625,137590.09375,139995.0,134500.15625,134500.15625,17629
2024-07-26,138649.125,138870.34375,139322.953125,136206.046875,137890.0,13182
2024-07-29,139032.75,139254.59375,140478.296875,138500.0,138880.5,12647
2024-07-30,139715.578125,139938.5,140500.0,139254.59375,139260.0,7514
2024-07-31,142022.453125,142249.046875,142497.84375,139950.0,139950.0,11737
2024-08-01,140042.71875,140266.15625,143849.90625,139600.0,142461.5,8618
2024-08-02,138139.9375,138360.34375,140650.0,138001.0,140265.0,6267
2024-08-05,136251.203125,136468.59375,137900.0,135275.0,136800.0,9577
2024-08-06,135457.171875,135673.296875,139000.0,135300.0,136025.0,7917
2024-08-07,134391.078125,134605.5,138673.296875,134206.046875,137500.0,6772
2024-08-08,140167.921875,140391.546875,142500.0,132000.0,134500.0,39876
2024-08-09,136693.59375,136911.703125,141249.84375,135400.0,140391.546875,17910
2024-08-12,137066.796875,137285.5,138500.0,134500.0,137100.0,15138
2024-08-13,137268.9375,137487.953125,138500.0,137020.0,138299.953125,4734
2024-08-14,135753.859375,135970.453125,138149.953125,135522.84375,137105.0,6578
2024-08-16,135870.40625,136087.203125,137678.296875,134622.046875,137250.0,9943
2024-08-19,134708.8125,134923.75,136999.25,134500.5,136280.0,9128
2024-08-20,135656.609375,135873.046875,136218.703125,135051.0,135600.0,4051
2024-08-21,137611.78125,137831.34375,138000.0,135300.0,135300.0,6885
2024-08-22,139392.140625,139614.546875,139898.0,137437.796875,137437.796875,5436
2024-08-23,138298.9375,138519.59375,140500.0,138231.34375,139500.0,5657
2024-08-26,139102.5,139324.453125,140500.0,138361.15625,139999.546875,9279
2024-08-27,138586.46875,138807.59375,139849.953125,138448.90625,139360.0,4576
2024-08-28,136638.28125,136856.296875,139500.0,136486.34375,139500.0,6441
2024-08-29,134206.96875,134421.09375,137312.84375,133390.0,137000.0,10344
2024-08-30,134618.65625,134833.453125,135490.0,134400.0,135400.0,10322
2024-09-02,133981.46875,134195.25,136078.703125,134000.0,135450.0,6841
2024-09-03,134204.875,134419.0,134798.0,134040.0,134750.0,4691
2024-09-04,135111.328125,135326.90625,135459.796875,134055.453125,134398.0,4118
2024-09-05,135800.421875,136017.09375,136666.0,135500.0,136250.0,3971
2024-09-06,134046.875,134260.75,136700.0,134042.453125,136350.0,3820
2024-09-09,133765.875,133979.296875,135000.0,132600.0,135000.0,6107
2024-09-10,135543.15625,135759.40625,136359.90625,134255.65625,134850.0,5084
2024-09-11,135130.34375,135345.953125,136650.0,135141.796875,136220.0,5167
2024-09-12,135745.671875,135962.25,136476.09375,135500.0,135798.0,3413
2024-09-13,137135.140625,137353.953125,137599.953125,135800.046875,136400.0,4948
2024-09-16,136209.671875,136427.0,138509.0,136100.0,137800.0,5576
2024-09-17,135003.8125,135219.203125,137264.34375,135052.953125,137050.0,2915
2024-09-18,134028.84375,134242.703125,135690.0,133300.0,135690.0,4978
2024-09-19,136130.390625,136347.59375,136850.0,134122.953125,134700.0,7839
2024-09-20,135717.875,135934.40625,136818.296875,135100.046875,136500.0,13578
2024-09-23,137016.1875,137234.796875,137500.0,136050.0,136050.0,5664
2024-09-24,137593.46875,137813.0,137999.953125,136750.0,137210.0,5250
2024-09-25,138934.5,139156.15625,139855.65625,137300.15625,137348.0,8665
2024-09-26,138630.96875,138852.15625,139500.0,137697.046875,139250.0,8335
2024-09-27,140749.34375,140973.90625,142383.90625,138377.0,138700.0,12240
2024-09-30,138293.0,138513.65625,141884.84375,138200.046875,141000.0,6269
2024-10-01,140039.46875,140262.90625,140447.09375,138950.203125,139600.0,3931
2024-10-03,135887.515625,136104.34375,139894.5,135924.40625,138000.0,7483
2024-10-04,133196.234375,133408.75,136782.796875,133000.0,136600.0,10223
2024-10-07,131028.78125,131237.84375,135500.0,130555.0,135377.0,7958
2024-10-08,131929.703125,132140.203125,132583.84375,130850.1015625,131600.0,5944
2024-10-09,132372.09375,132583.296875,133990.0,132450.84375,133800.0,4681
2024-10-10,132003.84375,132214.453125,133690.0,132000.0,133600.0,3208
2024-10-11,131987.0,132197.59375,132417.90625,131151.203125,132400.0,3353
2024-10-14,131703.15625,131913.296875,132900.0,131251.203125,132197.59375,5429
2024-10-15,130818.53125,131027.25,132499.953125,130850.0,131914.0,6023
2024-10-16,130285.921875,130493.796875,131278.09375,129530.046875,131000.25,5437
2024-10-17,129604.9609375,129811.75,130949.8984375,129400.0,130421.0,3163
2024-10-18,129238.4453125,129444.6484375,129950.0,128618.0,129800.0,3964
2024-10-21,128038.671875,128242.953125,132000.0,128051.046875,130100.0,9788
2024-10-22,126205.875,126407.25,128990.0,126100.0,128990.0,5713
2024-10-23,125294.0390625,125493.953125,126755.0,124988.3984375,126100.0,6712
2024-10-24,123933.4609375,124131.203125,125999.8515625,123950.0,125600.0,5151
2024-10-25,122556.25,122751.796875,124862.296875,121875.046875,124131.203125,6300
2024-10-28,122894.875,123090.953125,124298.0,122819.296875,122900.0,5059
2024-10-29,122312.703125,122507.8515625,123400.0,120750.0,123399.0,5946
2024-10-30,121795.015625,121989.3515625,123163.3984375,121300.046875,122200.0,6372
2024-10-31,122329.2734375,122524.453125,122972.75,121503.0,122100.0,4359
2024-11-01,123133.828125,123330.296875,123499.453125,122500.0,122500.0,927
2024-11-04,120684.1875,120876.75,123830.296875,120500.0,123750.0,9772
2024-11-05,119339.734375,119530.1484375,121243.8984375,118000.0,120801.0,9899
2024-11-06,121419.8203125,121613.546875,121840.796875,119845.0,119845.0,6948
2024-11-07,120833.15625,121025.953125,122333.6484375,120231.1015625,121900.0,5330
2024-11-08,119164.171875,119354.296875,121249.453125,117401.046875,121000.0,15073
2024-11-11,122849.59375,123045.6015625,125154.046875,120050.0,120101.0,23062
2024-11-12,120731.515625,120924.1484375,124107.703125,120717.1015625,123700.0,8804
2024-11-13,120291.7734375,120483.703125,121659.953125,119925.296875,120900.0,7941
2024-11-14,120359.703125,120551.75,121901.0,120283.0,120400.0,5012
2024-11-18,120668.5625,120861.1015625,121174.6484375,119024.1484375,119088.1015625,6728
2024-11-19,122757.78125,122950.6015625,124194.546875,120570.8515625,120900.0,9833
2024-11-21,123316.203125,123509.8984375,124099.953125,121751.046875,123100.0,6696
2024-11-22,124401.6015625,124597.0,124742.796875,122538.1015625,123662.0,6464
2024-11-25,124297.1171875,124492.3515625,126200.0,124000.0,126000.0,14605
2024-11-26,123978.46875,124173.203125,125749.703125,124000.046875,124700.0,4556
2024-11-27,124338.90625,124534.203125,125299.953125,123110.25,124150.0,5246
2024-11-28,123468.421875,123662.3515625,124689.953125,123458.046875,124548.0,6135
2024-11-29,125054.8671875,125251.296875,125432.1015625,122702.6484375,123000.0,8271
2024-12-02,125162.7578125,125359.3515625,125440.8515625,124261.0,125100.0,5110
2024-12-03,125388.09375,125585.046875,125896.6015625,124894.5,125500.0,5200
2024-12-04,126642.4765625,126841.3984375,127200.0,125325.1015625,125800.0,7926
2024-12-05,130556.4296875,130761.5,131210.0,126566.046875,126900.0,13817
2024-12-06,130430.6796875,130635.546875,132200.0,130416.203125,130900.0,7588
2024-12-09,131944.15625,132151.40625,133172.5,130800.546875,131240.0,7413
2024-12-10,132250.515625,132458.25,133119.296875,131647.25,133100.0,6593
2024-12-11,132309.578125,132517.40625,132800.0,131851.25,132101.0,3350
2024-12-12,131665.59375,131872.40625,132781.75,131655.59375,132600.0,3243
2024-12-13,133026.296875,133235.25,133500.0,130900.046875,132000.0,5396
2024-12-16,132322.65625,132530.5,133442.796875,132300.0,133240.25,2755
2024-12-17,130771.203125,130976.6015625,132530.546875,130664.1015625,132530.5,4757
2024-12-18,130206.78125,130411.296875,131499.34375,130100.0,131000.0,3584
2024-12-19,129639.4765625,129843.1015625,130103.953125,128888.0,129000.0,3035
2024-12-20,127857.0703125,128057.8984375,130660.1015625,127556.1015625,129843.1015625,9524
2024-12-23,130141.4765625,130345.8984375,130500.0,128060.0,128060.0,4229
2024-12-24,130138.7890625,130343.203125,131180.0,129950.0,131180.0,2554
2024-12-26,130998.4375,131204.203125,131500.0,129890.0,129890.0,5181
2024-12-27,131347.484375,131553.796875,132674.953125,130930.0,131000.0,4886
2024-12-30,130936.078125,131141.75,131873.59375,129500.0,130955.0,10148
2024-12-31,130429.984375,130634.8515625,131400.0,129552.0,130990.0,3714
2025-01-01,129171.6171875,129374.5,130789.25,129000.0,130000.0,2343
2025-01-02,129009.15625,129211.796875,129839.046875,127800.0,129700.0,7133
2025-01-03,126164.328125,126362.5,129800.0,125125.75,129300.0,8718
2025-01-06,122677.2578125,122869.953125,126919.25,122310.0,126800.0,7675
2025-01-07,121032.0390625,121222.1484375,124230.0,120700.1015625,123450.0,8586
2025-01-08,119681.3125,119869.296875,121999.8515625,119001.0,121998.8984375,7672
2025-01-09,118699.203125,118885.6484375,120749.8515625,118740.203125,120390.0,5782
2025-01-10,116920.90625,117104.546875,119099.703125,117000.046875,118330.0,5619
2025-01-13,112826.578125,113003.796875,117000.0,112700.0,117000.0,9530
2025-01-14,114034.2890625,114213.3984375,114700.0,112652.1484375,113003.796875,8640
2025-01-15,114047.8671875,114227.0,115200.0,113754.5,115200.0,5385
2025-01-16,114284.09375,114463.6015625,115300.046875,114138.046875,114800.0,4528
2025-01-17,113769.953125,113948.6484375,114539.1484375,113301.1015625,114399.953125,3965
2025-01-20,113608.15625,113786.6015625,114044.25,112100.0,113948.6484375,5911
2025-01-21,111921.453125,112097.25,115294.796875,111912.046875,113790.0,6999
2025-01-22,111424.84375,111599.8515625,113003.3984375,110525.6015625,113000.0,5531
2025-01-23,111564.2578125,111739.5,112199.953125,110550.0,111400.0,7377
2025-01-24,111309.7109375,111484.546875,112667.796875,111011.453125,112000.0,4615
2025-01-27,111081.96875,111256.453125,111568.703125,110100.0,111479.0,4370
2025-01-28,112706.671875,112883.703125,113092.8515625,111076.953125,111076.953125,9345
2025-01-29,112158.78125,112334.953125,112800.3984375,111600.046875,112350.0,5682
2025-01-30,112445.875,112622.5,113500.0,112045.3984375,112394.953125,7858
2025-01-31,113454.296875,113632.5,114606.25,111800.0,111800.0,6999
2025-02-01,114004.3828125,114183.453125,114499.953125,112215.203125,113632.5,4218
2025-02-03,113614.8359375,113793.296875,114990.3515625,113400.0,114100.0,4291
2025-02-04,114754.453125,114934.703125,115007.3984375,113111.0,114000.0,5329
2025-02-05,114780.4609375,114960.75,115419.953125,114325.1015625,114933.0,5231
2025-02-06,113949.9140625,114128.8984375,115399.8984375,110000.0,115200.0,24120
2025-02-07,112698.078125,112875.1015625,115191.8984375,112300.203125,112450.0,9034
2025-02-10,110862.0703125,111036.203125,113393.3515625,110760.046875,113000.0,6609
2025-02-11,108545.9609375,108716.453125,111529.75,108419.25,111458.0,7514
2025-02-12,109222.59375,109394.1484375,110967.5,106335.0,108716.453125,11043
2025-02-13,109594.8515625,109767.0,110380.0,109039.5,110000.0,5402
2025-02-14,109306.15625,109474.8515625,110598.75,108520.6015625,109688.0,4673
2025-02-17,109814.5234375,109984.0,110371.3984375,108000.0,109200.0,5051
2025-02-18,108852.4609375,109020.453125,109999.953125,108700.0,109601.0,3139
2025-02-19,109401.8671875,109570.703125,109900.0,108269.1015625,108800.0,3428
2025-02-20,109769.296875,109938.703125,110400.0,108880.6015625,109750.0,3751
2025-02-21,109094.9296875,109263.296875,110371.0,108786.0,109900.0,5319
2025-02-24,108674.2890625,108842.0,109500.0,108149.0,109260.0,4368
2025-02-25,107038.765625,107203.953125,109244.953125,107000.0,108700.0,4923
2025-02-27,105560.484375,105723.3984375,107879.8515625,105250.453125,107399.0,8469
2025-02-28,105211.328125,105373.703125,105649.75,103824.1015625,105480.0,8766
2025-03-03,105008.1953125,105170.25,106190.8515625,104025.0,105500.0,4599
2025-03-04,102501.203125,102659.3984375,105170.25,102351.0,104900.0,13881
2025-03-05,105642.4609375,105805.5,105962.5,102124.046875,102345.6015625,6770
2025-03-06,107629.1875,107795.296875,108250.0,106500.046875,106995.5,5969
2025-03-07,107037.765625,107202.953125,108650.0,107001.5,107500.0,4698
2025-03-10,106486.2578125,106650.6015625,108197.953125,106174.75,107839.0,5348
2025-03-11,106370.1328125,106534.296875,106859.953125,105576.046875,106500.0,3772
2025-03-12,107098.96875,107264.25,107475.75,106309.0,107000.0,3589
2025-03-13,104879.7421875,105041.6015625,107264.25,104800.0,107264.25,9096
2025-03-17,105248.3671875,105410.796875,106440.703125,105200.0,105200.0,3890
2025-03-18,105248.3671875,105410.796875,105410.796875,105410.796875,105410.796875,0
2025-03-19,109753.4140625,109922.796875,110099.0,107999.703125,107999.703125,6057
2025-03-20,110936.6875,111107.8984375,111450.0,110161.1484375,110500.0,5687
2025-03-21,111877.484375,112050.1484375,112799.953125,111042.453125,111440.0,8367
2025-03-24,113845.09375,114020.796875,114300.0,112651.296875,112990.0,5731
2025-03-25,114088.4296875,114264.5,116000.0,113509.8515625,115925.0,8037
2025-03-26,114145.046875,114321.203125,115500.0,113900.1015625,114126.5,5979
2025-03-27,113089.515625,113264.046875,114200.0,112445.0,114003.0,10576
2025-03-28,112504.125,112677.75,114397.0,112084.3515625,113800.0,7320
2025-04-01,112862.8671875,113037.046875,114411.6484375,111900.0,112500.0,3593
2025-04-02,114959.9375,115137.3515625,115275.796875,112774.296875,113400.046875,5030
2025-04-03,114693.4453125,114870.453125,115000.0,113800.0,114500.0,3272
2025-04-04,113062.4609375,113236.953125,115000.0,112800.0,115000.0,4440
2025-04-07,110215.40625,110385.5,110821.5,108001.0,110000.0,7098
2025-04-08,112418.8984375,112592.3984375,113508.796875,111510.1015625,112000.0,4965
2025-04-09,112939.0,113113.296875,113397.3984375,111300.203125,112697.0,4967
2025-04-11,117363.2734375,117544.3984375,118749.953125,113300.0,113300.0,17890
2025-04-15,122715.609375,122905.0,123010.0,118200.0,119900.0,14655
2025-04-16,124298.171875,124490.0,124775.0,122885.0,122950.0,10139
2025-04-17,126280.109375,126475.0,126860.0,123990.0,124100.0,15654
2025-04-21,126604.609375,126800.0,128000.0,126495.0,127475.0,6676
2025-04-22,127458.2890625,127655.0,129115.0,126300.0,127200.0,9283
2025-04-23,127782.7890625,127980.0,129380.0,126650.0,129380.0,6770
2025-04-24,129719.796875,129920.0,130470.0,127555.0,128000.0,11841
2025-04-25,128456.7578125,128655.0,130700.0,127400.0,130500.0,7468
2025-04-28,130024.3359375,130225.0,130375.0,128495.0,128500.0,4740
2025-04-29,132600.359375,132805.0,133200.0,130700.0,130750.0,7993
2025-04-30,134297.734375,134505.0,135600.0,132000.0,132950.0,11000
2025-05-02,134786.984375,134995.0,135740.0,133900.0,134800.0,6669
2025-05-05,135910.25,136120.0,137845.0,135310.0,135310.0,7072
2025-05-06,134782.0,134990.0,137270.0,134500.0,136800.0,5771
2025-05-07,140203.625,140420.0,141500.0,131500.0,131500.0,27052
2025-05-08,138546.1875,138760.0,143275.0,138350.0,140750.0,15480
2025-05-09,137462.84375,137675.0,138295.0,135600.0,137415.0,9582
2025-05-12,139709.390625,139925.0,141095.0,139570.0,140400.0,5916
2025-05-13,140208.609375,140425.0,141070.0,139000.0,140100.0,6054
2025-05-14,140852.625,141070.0,141380.0,140425.0,140425.0,6640
2025-05-15,140922.515625,141140.0,141875.0,140865.0,141500.0,5969
2025-05-16,140048.859375,140265.0,142460.0,140000.0,141765.0,9730
2025-05-19,139929.046875,140145.0,140655.0,139410.0,139410.0,6621
2025-05-20,140023.890625,140240.0,141150.0,139485.0,140100.0,8983
2025-05-21,142065.75,142285.0,142500.0,140500.0,140800.0,7110
2025-05-22,142125.65625,142345.0,143140.0,141500.0,142400.0,5201
2025-05-23,143448.609375,143670.0,143955.0,141830.0,142250.0,5635
2025-05-26,146399.0625,146625.0,147435.0,143705.0,144000.0,15301
2025-05-27,143763.125,143985.0,146795.0,143620.0,146625.0,9952
2025-05-28,142564.984375,142785.0,144800.0,141555.0,144800.0,14908
2025-05-29,140687.875,140905.0,144430.0,140015.0,143100.0,14872
2025-05-30,138651.015625,138865.0,141845.0,137165.0,141690.0,13777
2025-06-02,140533.125,140750.0,141400.0,137010.0,138400.0,13350
2025-06-03,137867.234375,138080.0,141900.0,137450.0,140760.0,12154
2025-06-04,135895.265625,136105.0,139000.0,135800.0,138770.0,10461
2025-06-05,140143.71875,140360.0,140900.0,136535.0,136800.0,15753
2025-06-06,139315.0,139530.0,140700.0,138185.0,140700.0,6901
2025-06-09,138381.4375,138595.0,141335.0,138210.0,139540.0,6140
2025-06-10,137637.578125,137850.0,139400.0,136555.0,139400.0,9402
2025-06-11,136669.078125,136880.0,139450.0,136500.0,138000.0,5607
2025-06-12,136174.84375,136385.0,137770.0,135500.0,137430.0,8399
2025-06-13,137407.921875,137620.0,138000.0,135000.0,135795.0,5875
2025-06-16,135935.203125,136145.0,137445.0,135900.0,136800.0,4147
2025-06-17,136139.890625,136350.0,137030.0,136005.0,136300.0,2551
2025-06-18,137737.421875,137950.0,138500.0,136100.0,136100.0,4151
2025-06-19,137967.078125,138180.0,138650.0,137060.0,137750.0,3680
2025-06-20,134222.859375,134430.0,138875.0,132740.0,138510.0,24690
2025-06-23,135346.125,135555.0,135995.0,134400.0,134430.0,3479
2025-06-24,136399.5,136610.0,137125.0,135830.0,136500.0,4694
2025-06-25,139040.40625,139255.0,139595.0,136600.0,136910.0,5814
2025-06-26,142295.390625,142515.0,143000.0,138625.0,139305.0,11171
2025-06-27,142994.3125,143215.0,145700.0,141700.0,142600.0,20472
2025-06-30,142140.640625,142360.0,145100.0,141695.0,144000.0,6320
2025-07-01,142280.40625,142500.0,143695.0,141690.0,143000.0,5748
2025-07-02,144986.25,145210.0,145680.0,142800.0,142800.0,7394
2025-07-03,144696.6875,144920.0,148075.0,143720.0,145400.0,7751
2025-07-04,143743.15625,143965.0,146000.0,143500.0,145500.0,4175
2025-07-07,142914.453125,143135.0,144660.0,142200.0,144660.0,3844
