date_,adj close_lalpathlab.ns,close_lalpathlab.ns,high_lalpathlab.ns,low_lalpathlab.ns,open_lalpathlab.ns,volume_lalpathlab.ns
2024-01-16,1189.162353515625,1212.175048828125,1249.3499755859375,1210.5,1242.375,279696
2024-01-17,1195.6126708984375,1218.75,1220.9000244140625,1201.5,1212.175048828125,458518
2024-01-18,1204.5887451171875,1227.9000244140625,1230.050048828125,1190.824951171875,1218.75,259216
2024-01-19,1200.7386474609375,1223.9749755859375,1234.9749755859375,1219.0,1234.9749755859375,201172
2024-01-23,1162.9937744140625,1185.5,1209.0,1176.4000244140625,1204.0999755859375,222128
2024-01-24,1189.2850341796875,1212.300048828125,1216.7750244140625,1176.824951171875,1185.5250244140625,479050
2024-01-25,1177.4639892578125,1200.25,1231.9749755859375,1196.25,1222.0,510542
2024-01-29,1191.56591796875,1214.625,1229.4749755859375,1181.6500244140625,1199.9749755859375,338874
2024-01-30,1214.6197509765625,1238.125,1256.4749755859375,1214.625,1214.625,491420
2024-01-31,1234.8040771484375,1258.699951171875,1263.0,1237.5,1249.0,611036
2024-02-01,1226.0731201171875,1249.800048828125,1283.2750244140625,1235.050048828125,1253.25,985330
2024-02-02,1203.3382568359375,1226.625,1260.0,1218.0250244140625,1256.5250244140625,693072
2024-02-05,1187.641845703125,1210.625,1246.425048828125,1205.4000244140625,1226.625,1199052
2024-02-06,1232.6949462890625,1256.550048828125,1259.0,1201.9000244140625,1204.0,648422
2024-02-07,1226.9560546875,1250.699951171875,1257.9749755859375,1232.175048828125,1257.5,195086
2024-02-08,1186.0477294921875,1209.0,1253.949951171875,1203.7750244140625,1251.5250244140625,329232
2024-02-09,1202.6759033203125,1225.949951171875,1231.0250244140625,1202.949951171875,1219.9749755859375,236688
2024-02-12,1206.035888671875,1229.375,1252.5,1224.125,1239.0,238108
2024-02-13,1220.97119140625,1238.5250244140625,1242.3499755859375,1216.1500244140625,1222.5250244140625,154044
2024-02-14,1209.979248046875,1227.375,1247.5,1210.050048828125,1222.5999755859375,172184
2024-02-15,1199.8253173828125,1217.074951171875,1237.949951171875,1212.5,1230.0250244140625,216770
2024-02-16,1218.2850341796875,1235.800048828125,1264.0,1218.5,1218.5,772142
2024-02-19,1232.677978515625,1250.4000244140625,1264.0,1237.5250244140625,1247.0,550898
2024-02-20,1218.6298828125,1236.1500244140625,1262.074951171875,1222.0,1252.5,356824
2024-02-21,1197.2127685546875,1214.425048828125,1239.9749755859375,1208.75,1226.0,257106
2024-02-22,1204.828369140625,1222.1500244140625,1230.7249755859375,1206.5,1214.425048828125,247602
2024-02-23,1206.652099609375,1224.0,1239.3499755859375,1218.5999755859375,1225.0,174706
2024-02-26,1191.741455078125,1208.875,1223.9749755859375,1204.7249755859375,1220.0,192394
2024-02-27,1168.2542724609375,1185.050048828125,1218.9749755859375,1182.0,1205.050048828125,275790
2024-02-28,1140.133544921875,1156.5250244140625,1192.0,1150.0,1185.074951171875,245714
2024-02-29,1159.1845703125,1175.8499755859375,1180.125,1142.5,1150.0,514920
2024-03-01,1147.5518798828125,1164.050048828125,1184.25,1157.675048828125,1170.0,329854
2024-03-04,1121.50146484375,1137.625,1174.875,1134.9000244140625,1157.5,535100
2024-03-05,1103.01708984375,1118.875,1145.9749755859375,1111.0999755859375,1137.5,410738
2024-03-06,1082.5611572265625,1098.125,1129.4000244140625,1087.2750244140625,1118.875,402000
2024-03-07,1074.083251953125,1089.5250244140625,1109.1500244140625,1087.5,1108.074951171875,290562
2024-03-11,1056.239501953125,1071.425048828125,1095.875,1066.5,1090.0,392380
2024-03-12,1031.864990234375,1046.699951171875,1080.0,1044.0,1071.5250244140625,510078
2024-03-13,991.6925659179688,1005.9500122070312,1053.3499755859375,1000.0,1050.0,781282
2024-03-14,1011.1380615234375,1025.675048828125,1053.5,989.875,1005.5,1097514
2024-03-15,996.744873046875,1011.0750122070312,1032.5,1006.5999755859375,1030.0,364412
2024-03-18,991.470703125,1005.7249755859375,1017.4749755859375,1004.25,1011.4749755859375,775732
2024-03-19,991.273681640625,1005.5250244140625,1008.0499877929688,971.8499755859375,1004.5499877929688,968390
2024-03-20,1008.2052001953125,1022.7000122070312,1029.5,1007.4500122070312,1008.5250244140625,588842
2024-03-21,1023.6826171875,1038.4000244140625,1042.8499755859375,1021.3499755859375,1037.449951171875,544028
2024-03-22,1049.28955078125,1064.375,1066.3499755859375,1032.5999755859375,1057.5,621918
2024-03-26,1117.681396484375,1133.75,1137.199951171875,1073.0,1073.0,2185680
2024-03-27,1121.2548828125,1137.375,1142.7249755859375,1122.949951171875,1134.949951171875,764404
2024-03-28,1115.3892822265625,1131.425048828125,1154.0,1126.625,1130.5250244140625,1045056
2024-04-01,1127.8843994140625,1144.0999755859375,1155.0,1131.449951171875,1131.449951171875,1131892
2024-04-02,1122.9306640625,1139.074951171875,1151.5,1130.300048828125,1151.5,510188
2024-04-03,1129.5604248046875,1145.800048828125,1149.0,1128.5250244140625,1144.949951171875,223736
2024-04-04,1122.2159423828125,1138.3499755859375,1156.4749755859375,1131.0,1154.9749755859375,200806
2024-04-05,1125.96240234375,1142.1500244140625,1146.0999755859375,1126.2249755859375,1126.2249755859375,333656
2024-04-08,1129.166259765625,1145.4000244140625,1154.7249755859375,1131.2750244140625,1142.449951171875,275074
2024-04-09,1128.081787109375,1144.300048828125,1161.0,1140.2249755859375,1145.4000244140625,443846
2024-04-10,1135.820556640625,1152.1500244140625,1159.4000244140625,1135.125,1145.0,293056
2024-04-12,1162.4869384765625,1179.199951171875,1196.2249755859375,1154.9749755859375,1154.9749755859375,1333538
2024-04-15,1143.5838623046875,1160.0250244140625,1179.199951171875,1141.0,1169.9749755859375,415118
2024-04-16,1147.2069091796875,1163.699951171875,1169.5250244140625,1141.3499755859375,1150.0,461096
2024-04-18,1106.3935546875,1122.300048828125,1163.5,1117.5,1162.0,706820
2024-04-19,1088.9443359375,1104.5999755859375,1118.875,1082.9000244140625,1117.5,491428
2024-04-22,1115.2659912109375,1131.300048828125,1138.5,1113.25,1120.5,598976
2024-04-23,1108.7596435546875,1124.699951171875,1140.5,1120.3499755859375,1140.5,350668
2024-04-24,1147.9215087890625,1164.425048828125,1175.0,1124.699951171875,1124.699951171875,1082306
2024-04-25,1148.8087158203125,1165.324951171875,1171.5,1153.5250244140625,1167.5,233490
2024-04-26,1177.2498779296875,1194.175048828125,1199.9749755859375,1165.324951171875,1165.324951171875,533692
2024-04-29,1156.84326171875,1173.4749755859375,1215.425048828125,1165.050048828125,1200.0,851626
2024-04-30,1169.4124755859375,1186.2249755859375,1189.824951171875,1176.5999755859375,1183.4000244140625,395168
2024-05-02,1158.2232666015625,1174.875,1198.9749755859375,1171.5,1186.4749755859375,164282
2024-05-03,1142.7703857421875,1159.199951171875,1183.125,1145.5,1180.0,224274
2024-05-06,1153.2203369140625,1169.800048828125,1184.4749755859375,1151.0,1157.5,141722
2024-05-07,1144.8653564453125,1161.324951171875,1175.8499755859375,1146.5250244140625,1175.8499755859375,192334
2024-05-08,1148.11865234375,1164.625,1178.75,1151.0250244140625,1161.324951171875,206766
2024-05-09,1099.9610595703125,1115.7750244140625,1173.449951171875,1100.5999755859375,1172.0,381968
2024-05-10,1157.3114013671875,1173.949951171875,1202.5,1105.574951171875,1115.5,1780172
2024-05-13,1229.47412109375,1247.1500244140625,1270.0,1208.5,1208.5,3742758
2024-05-14,1228.1431884765625,1245.800048828125,1259.0,1221.5,1245.4000244140625,683176
2024-05-15,1219.31982421875,1236.8499755859375,1268.925048828125,1233.4749755859375,1250.425048828125,373152
2024-05-16,1243.0784912109375,1260.949951171875,1270.0,1237.5,1240.0,692908
2024-05-17,1256.5595703125,1274.625,1282.324951171875,1250.1500244140625,1262.5,566068
2024-05-21,1260.1085205078125,1278.2249755859375,1280.550048828125,1250.0,1267.875,711064
2024-05-22,1274.69873046875,1293.0250244140625,1303.199951171875,1263.1500244140625,1275.625,1017286
2024-05-23,1272.308349609375,1290.5999755859375,1293.0,1266.574951171875,1291.0,278582
2024-05-24,1294.4893798828125,1313.0999755859375,1317.5,1277.4749755859375,1277.5,792148
2024-05-27,1297.5208740234375,1316.175048828125,1324.0,1297.6500244140625,1313.675048828125,219546
2024-05-28,1290.052978515625,1308.5999755859375,1323.1500244140625,1300.0,1312.574951171875,211884
2024-05-29,1308.2169189453125,1327.0250244140625,1330.0,1285.800048828125,1301.5,332188
2024-05-30,1295.0562744140625,1313.675048828125,1327.0,1304.5250244140625,1327.0,302410
2024-05-31,1305.160888671875,1323.925048828125,1328.0,1308.824951171875,1323.7249755859375,431216
2024-06-03,1318.1243896484375,1337.074951171875,1340.9749755859375,1315.5,1332.0,254622
2024-06-04,1303.509765625,1322.25,1337.074951171875,1253.9749755859375,1337.074951171875,482340
2024-06-05,1367.7115478515625,1387.375,1400.3499755859375,1312.5,1312.5,763784
2024-06-06,1357.8287353515625,1377.3499755859375,1411.0,1352.7750244140625,1388.0999755859375,724680
2024-06-07,1379.3197021484375,1399.1500244140625,1401.699951171875,1371.449951171875,1397.5,432102
2024-06-10,1375.1209716796875,1391.9000244140625,1444.5,1385.550048828125,1415.0,750074
2024-06-11,1384.135986328125,1401.0250244140625,1411.300048828125,1385.0,1387.5,306898
2024-06-12,1359.33837890625,1375.925048828125,1410.9749755859375,1365.699951171875,1401.0250244140625,723286
2024-06-13,1372.082763671875,1388.824951171875,1421.324951171875,1376.050048828125,1394.949951171875,856434
2024-06-14,1358.5234375,1375.0999755859375,1399.949951171875,1358.300048828125,1395.324951171875,472944
2024-06-18,1345.5074462890625,1361.925048828125,1376.925048828125,1352.625,1366.8499755859375,463244
2024-06-19,1323.4266357421875,1339.574951171875,1368.0999755859375,1336.0,1360.0,299660
2024-06-20,1333.157958984375,1349.425048828125,1362.7249755859375,1325.1500244140625,1339.5,443212
2024-06-21,1320.6357421875,1336.75,1358.5,1330.5,1358.1500244140625,583398
2024-06-24,1328.6134033203125,1344.824951171875,1350.0,1315.7750244140625,1316.25,271198
2024-06-25,1343.0867919921875,1359.4749755859375,1385.574951171875,1343.5,1344.8499755859375,506814
2024-06-26,1356.79443359375,1373.3499755859375,1377.5,1351.050048828125,1355.5999755859375,240194
2024-06-27,1357.4119873046875,1373.9749755859375,1396.7249755859375,1365.300048828125,1376.0,356414
2024-06-28,1373.589599609375,1390.3499755859375,1418.0,1373.949951171875,1373.9749755859375,652038
2024-07-01,1394.7315673828125,1411.75,1434.0,1391.074951171875,1397.5,467714
2024-07-02,1373.4908447265625,1390.25,1424.0,1387.5,1422.175048828125,214498
2024-07-03,1393.521484375,1410.5250244140625,1425.0,1391.949951171875,1402.2249755859375,492008
2024-07-04,1435.8055419921875,1453.324951171875,1463.4749755859375,1411.050048828125,1418.7249755859375,850956
2024-07-05,1425.11083984375,1442.5,1467.0,1435.0,1463.425048828125,470176
2024-07-08,1435.681884765625,1453.199951171875,1469.550048828125,1434.0,1444.800048828125,724966
2024-07-09,1444.94384765625,1462.574951171875,1499.425048828125,1455.824951171875,1467.0,1248556
2024-07-10,1456.576904296875,1474.3499755859375,1480.5250244140625,1433.9000244140625,1466.75,757016
2024-07-11,1455.4163818359375,1473.175048828125,1485.1500244140625,1453.175048828125,1480.4749755859375,674696
2024-07-12,1457.6392822265625,1475.425048828125,1481.375,1463.050048828125,1473.175048828125,224948
2024-07-15,1480.36181640625,1498.425048828125,1527.5,1477.5,1487.5,849670
2024-07-16,1480.9298095703125,1499.0,1510.25,1477.675048828125,1502.5,616512
2024-07-18,1476.4593505859375,1494.4749755859375,1518.675048828125,1486.125,1494.0,699694
2024-07-19,1478.8800048828125,1496.925048828125,1509.9000244140625,1480.0250244140625,1495.0,888316
2024-07-22,1514.6929931640625,1533.175048828125,1545.0,1494.5250244140625,1495.699951171875,1401306
2024-07-23,1514.17431640625,1532.6500244140625,1547.5,1488.125,1534.9749755859375,639394
2024-07-24,1497.379150390625,1515.6500244140625,1528.175048828125,1498.0250244140625,1525.0,428376
2024-07-25,1491.1798095703125,1509.375,1523.824951171875,1482.074951171875,1514.0,319932
2024-07-26,1520.7193603515625,1539.2750244140625,1541.25,1486.050048828125,1487.5,161430
2024-07-29,1520.521728515625,1539.074951171875,1560.9000244140625,1535.4749755859375,1547.449951171875,157638
2024-07-30,1527.1409912109375,1545.7750244140625,1572.8499755859375,1534.0,1541.0999755859375,460136
2024-07-31,1526.6717529296875,1545.300048828125,1575.0,1535.0,1535.0,473230
2024-08-01,1530.8212890625,1549.5,1563.0,1535.300048828125,1553.0999755859375,285848
2024-08-02,1529.6356201171875,1548.300048828125,1563.75,1530.7249755859375,1543.5,187842
2024-08-05,1561.0277099609375,1580.074951171875,1592.5,1525.074951171875,1525.074951171875,1080060
2024-08-06,1565.02880859375,1584.125,1605.0,1555.4749755859375,1600.0,789988
2024-08-07,1617.562744140625,1637.300048828125,1680.0,1578.574951171875,1593.949951171875,1123804
2024-08-08,1573.969482421875,1593.175048828125,1639.4749755859375,1576.2249755859375,1636.5,1738932
2024-08-09,1586.467041015625,1605.824951171875,1632.5,1598.800048828125,1609.9749755859375,360476
2024-08-12,1594.09912109375,1613.550048828125,1625.0,1551.75,1593.199951171875,667034
