date_,adj close_lalpathlab.ns,close_lalpathlab.ns,high_lalpathlab.ns,low_lalpathlab.ns,open_lalpathlab.ns,volume_lalpathlab.ns
2024-08-13,1608.6712646484375,1628.300048828125,1653.199951171875,1597.0999755859375,1612.5,430402
2024-08-14,1584.5653076171875,1603.9000244140625,1632.4749755859375,1600.0,1628.300048828125,288740
2024-08-16,1630.47998046875,1650.375,1659.3499755859375,1605.0999755859375,1605.0999755859375,454020
2024-08-19,1635.493896484375,1655.449951171875,1669.4000244140625,1645.0,1655.0,173318
2024-08-20,1653.531982421875,1670.675048828125,1674.9749755859375,1645.125,1651.5,319226
2024-08-21,1628.169921875,1645.050048828125,1692.5,1642.5250244140625,1662.5250244140625,924184
2024-08-22,1636.2857666015625,1653.25,1664.4749755859375,1644.425048828125,1648.050048828125,461226
2024-08-23,1635.0238037109375,1651.9749755859375,1662.425048828125,1640.050048828125,1645.0,408616
2024-08-26,1643.04052734375,1660.074951171875,1667.4749755859375,1646.0250244140625,1651.0,563792
2024-08-27,1655.5609130859375,1672.7249755859375,1682.0,1655.4749755859375,1660.074951171875,406676
2024-08-28,1664.0972900390625,1681.3499755859375,1698.425048828125,1663.3499755859375,1677.5,324290
2024-08-29,1662.142578125,1679.375,1687.449951171875,1664.175048828125,1666.0250244140625,437590
2024-08-30,1691.166748046875,1708.699951171875,1729.699951171875,1674.75,1675.949951171875,524892
2024-09-02,1677.2362060546875,1694.625,1726.449951171875,1684.199951171875,1710.0,222526
2024-09-03,1669.5657958984375,1686.875,1717.5,1681.8499755859375,1695.0,275426
2024-09-04,1684.18896484375,1701.6500244140625,1707.324951171875,1677.5999755859375,1684.0,679758
2024-09-05,1684.7828369140625,1702.25,1719.2750244140625,1696.1500244140625,1712.5,368320
2024-09-06,1671.8916015625,1689.2249755859375,1724.75,1681.9749755859375,1712.0,275864
2024-09-09,1672.0152587890625,1689.3499755859375,1694.9749755859375,1675.574951171875,1685.0250244140625,214862
2024-09-10,1671.570068359375,1688.9000244140625,1716.0,1675.5250244140625,1689.0,247544
2024-09-11,1680.6507568359375,1698.074951171875,1704.75,1690.0999755859375,1690.0999755859375,148462
2024-09-12,1690.869873046875,1708.4000244140625,1718.050048828125,1702.550048828125,1704.8499755859375,370898
2024-09-13,1673.5494384765625,1690.9000244140625,1716.074951171875,1687.550048828125,1710.75,462910
2024-09-16,1654.299072265625,1671.449951171875,1703.0999755859375,1667.0,1690.9000244140625,293626
2024-09-17,1624.9036865234375,1641.75,1676.9749755859375,1638.7249755859375,1673.324951171875,148572
2024-09-18,1601.52099609375,1618.125,1642.949951171875,1605.0,1640.425048828125,208820
2024-09-19,1620.598388671875,1637.4000244140625,1647.9749755859375,1620.0,1622.4000244140625,228052
2024-09-20,1629.0606689453125,1645.949951171875,1657.9749755859375,1631.2249755859375,1652.5,363092
2024-09-23,1627.10595703125,1643.9749755859375,1655.449951171875,1634.25,1647.25,179470
2024-09-24,1657.787841796875,1674.9749755859375,1688.75,1640.8499755859375,1652.949951171875,673780
2024-09-25,1648.509033203125,1665.5999755859375,1696.824951171875,1658.324951171875,1685.0,171592
2024-09-26,1623.765625,1640.5999755859375,1669.8499755859375,1611.0999755859375,1665.0,348454
2024-09-27,1619.1385498046875,1635.925048828125,1651.699951171875,1622.5,1639.925048828125,507724
2024-09-30,1634.4051513671875,1651.3499755859375,1659.949951171875,1623.5,1623.5,201818
2024-10-01,1690.3006591796875,1707.824951171875,1710.75,1651.550048828125,1655.0,224240
2024-10-03,1692.1317138671875,1709.675048828125,1731.425048828125,1682.4749755859375,1707.425048828125,548844
2024-10-04,1729.7171630859375,1747.6500244140625,1762.5,1698.0,1719.0,1474390
2024-10-07,1712.149169921875,1729.9000244140625,1779.2249755859375,1687.5250244140625,1765.0,712590
2024-10-08,1767.8714599609375,1786.199951171875,1794.5999755859375,1712.5,1729.9749755859375,575130
2024-10-09,1784.2764892578125,1802.7750244140625,1810.75,1778.0,1787.5,305932
2024-10-10,1746.3199462890625,1764.425048828125,1826.9749755859375,1744.5999755859375,1817.0,323194
2024-10-11,1734.9874267578125,1752.9749755859375,1771.7249755859375,1745.324951171875,1764.425048828125,149244
2024-10-14,1692.55224609375,1710.0999755859375,1759.6500244140625,1696.125,1757.074951171875,212118
2024-10-15,1678.2755126953125,1695.675048828125,1716.425048828125,1683.4749755859375,1709.074951171875,170668
2024-10-16,1647.8408203125,1664.925048828125,1695.4000244140625,1644.074951171875,1692.4000244140625,416932
2024-10-17,1639.3538818359375,1656.3499755859375,1673.300048828125,1639.5,1664.9000244140625,567268
2024-10-18,1660.831298828125,1678.050048828125,1691.375,1656.050048828125,1658.4749755859375,425538
2024-10-21,1631.485595703125,1648.4000244140625,1705.949951171875,1640.0,1690.0,216424
2024-10-22,1637.96826171875,1654.949951171875,1672.6500244140625,1636.1500244140625,1657.0,347566
2024-10-23,1611.1463623046875,1627.8499755859375,1669.0,1620.5,1650.449951171875,329950
2024-10-24,1508.9063720703125,1524.550048828125,1688.0,1510.5250244140625,1659.4749755859375,2466024
2024-10-25,1552.7269287109375,1568.824951171875,1572.25,1522.75,1536.699951171875,647570
2024-10-28,1532.93212890625,1548.824951171875,1567.3499755859375,1527.0,1552.5,539226
2024-10-29,1511.94970703125,1527.625,1557.0,1511.375,1549.9749755859375,481028
2024-10-30,1506.605224609375,1522.2249755859375,1536.0,1517.6500244140625,1527.625,454036
2024-10-31,1540.5286865234375,1556.5,1565.0,1506.0250244140625,1527.5,798734
2024-11-01,1528.0577392578125,1543.9000244140625,1574.2249755859375,1531.949951171875,1558.0,39932
2024-11-04,1520.486328125,1536.25,1549.9749755859375,1527.5250244140625,1544.4000244140625,154230
2024-11-05,1522.66796875,1535.449951171875,1552.449951171875,1520.7249755859375,1532.5,203262
2024-11-06,1537.2703857421875,1550.175048828125,1557.199951171875,1534.050048828125,1536.4749755859375,158078
2024-11-07,1523.2135009765625,1536.0,1562.0,1525.0250244140625,1550.0,164830
2024-11-08,1517.362548828125,1530.0999755859375,1550.7249755859375,1522.5999755859375,1522.5999755859375,164880
2024-11-11,1492.347412109375,1504.875,1539.949951171875,1492.75,1522.699951171875,561832
2024-11-12,1502.3385009765625,1514.949951171875,1534.0,1505.625,1505.625,267682
2024-11-13,1466.2664794921875,1478.574951171875,1513.9749755859375,1471.0250244140625,1501.1500244140625,412992
2024-11-14,1465.89453125,1478.199951171875,1495.0,1464.0250244140625,1480.0,298466
2024-11-18,1471.522216796875,1483.875,1506.699951171875,1459.0,1478.7249755859375,272580
2024-11-19,1508.065673828125,1520.7249755859375,1536.5999755859375,1485.2249755859375,1485.7249755859375,426826
2024-11-21,1500.4544677734375,1513.050048828125,1525.949951171875,1505.550048828125,1510.5,130354
2024-11-22,1514.11474609375,1526.824951171875,1531.3499755859375,1507.0999755859375,1507.0999755859375,97866
2024-11-25,1532.68408203125,1545.550048828125,1551.0250244140625,1522.5999755859375,1542.800048828125,225830
2024-11-26,1536.080322265625,1548.9749755859375,1571.800048828125,1543.0999755859375,1546.074951171875,228718
2024-11-27,1503.3551025390625,1515.9749755859375,1553.2750244140625,1510.5999755859375,1548.9749755859375,182392
2024-11-28,1477.8939208984375,1490.300048828125,1521.4749755859375,1485.0,1515.9749755859375,173024
2024-11-29,1488.9510498046875,1501.449951171875,1507.0,1485.5,1490.300048828125,145092
2024-12-02,1496.5621337890625,1509.125,1514.0,1492.050048828125,1500.6500244140625,172316
2024-12-03,1474.075927734375,1486.449951171875,1510.824951171875,1483.050048828125,1509.625,279264
2024-12-04,1473.0594482421875,1485.425048828125,1496.550048828125,1475.5250244140625,1486.5,187726
2024-12-05,1480.3236083984375,1492.75,1500.0,1475.6500244140625,1485.425048828125,518610
2024-12-06,1521.2548828125,1534.0250244140625,1543.175048828125,1489.875,1491.5,629502
2024-12-09,1555.34375,1568.4000244140625,1573.449951171875,1513.175048828125,1536.925048828125,363204
2024-12-10,1569.946044921875,1583.125,1603.5,1570.5,1570.5,623940
2024-12-11,1563.5992431640625,1576.7249755859375,1589.5999755859375,1568.625,1585.125,216290
2024-12-12,1507.049072265625,1519.699951171875,1583.25,1515.5250244140625,1576.7249755859375,324726
2024-12-13,1488.5048828125,1501.0,1526.2249755859375,1493.9000244140625,1524.125,439878
2024-12-16,1476.8525390625,1489.25,1514.5250244140625,1477.5,1501.0,286464
2024-12-17,1500.85107421875,1513.449951171875,1521.050048828125,1487.375,1487.4000244140625,248524
2024-12-18,1506.825927734375,1519.4749755859375,1532.800048828125,1509.324951171875,1512.5,345884
2024-12-19,1498.66943359375,1511.25,1518.5,1497.300048828125,1505.4749755859375,128524
2024-12-20,1460.8619384765625,1473.125,1515.4000244140625,1467.5,1510.0,177060
2024-12-23,1460.8369140625,1473.0999755859375,1507.2249755859375,1400.125,1400.125,567540
2024-12-24,1449.90380859375,1462.074951171875,1479.9000244140625,1458.0,1476.875,91984
2024-12-26,1464.977294921875,1477.2750244140625,1485.0,1454.199951171875,1458.5,192690
2024-12-27,1462.0765380859375,1474.3499755859375,1496.25,1464.925048828125,1469.0,300698
2024-12-30,1465.15087890625,1477.449951171875,1507.199951171875,1465.5250244140625,1466.324951171875,1678882
2024-12-31,1487.7113037109375,1500.199951171875,1507.175048828125,1465.5250244140625,1468.0,173042
2025-01-01,1513.8172607421875,1526.5250244140625,1532.5,1490.925048828125,1495.625,358328
2025-01-02,1488.0089111328125,1500.5,1531.0999755859375,1488.5,1529.3499755859375,744248
2025-01-03,1460.0684814453125,1472.324951171875,1517.449951171875,1454.125,1501.0250244140625,666292
2025-01-06,1487.736328125,1500.2249755859375,1538.5250244140625,1475.0999755859375,1492.5,2603778
2025-01-07,1537.419189453125,1550.324951171875,1571.949951171875,1491.074951171875,1500.0250244140625,1038036
2025-01-08,1484.810791015625,1497.2750244140625,1555.5,1490.6500244140625,1550.3499755859375,305970
2025-01-09,1489.620361328125,1502.125,1506.25,1482.4000244140625,1504.75,192944
2025-01-10,1451.8870849609375,1464.074951171875,1501.7249755859375,1454.324951171875,1501.7249755859375,307982
2025-01-13,1419.97998046875,1431.9000244140625,1456.0,1425.0,1450.0250244140625,280780
2025-01-14,1389.8577880859375,1401.5250244140625,1436.0999755859375,1392.75,1431.0,726646
2025-01-15,1374.1893310546875,1385.7249755859375,1410.550048828125,1365.050048828125,1402.5,456440
2025-01-16,1395.0145263671875,1406.7249755859375,1409.800048828125,1377.9749755859375,1402.199951171875,262712
2025-01-17,1393.3287353515625,1405.0250244140625,1414.9749755859375,1396.5,1412.5,101800
2025-01-20,1398.51025390625,1410.25,1419.5250244140625,1396.5,1405.0250244140625,125274
2025-01-21,1385.519287109375,1397.1500244140625,1425.324951171875,1387.3499755859375,1407.875,259382
2025-01-22,1409.5921630859375,1421.425048828125,1425.0,1397.1500244140625,1404.199951171875,328576
2025-01-23,1426.8472900390625,1438.824951171875,1464.4749755859375,1430.800048828125,1435.0,502662
2025-01-24,1402.6505126953125,1414.425048828125,1434.300048828125,1405.4000244140625,1430.050048828125,591898
2025-01-27,1361.9173583984375,1373.3499755859375,1412.2249755859375,1369.925048828125,1412.2249755859375,232918
2025-01-28,1329.811767578125,1340.9749755859375,1380.9749755859375,1333.4749755859375,1375.050048828125,423532
2025-01-29,1368.0162353515625,1379.5,1393.449951171875,1338.550048828125,1338.5999755859375,578978
2025-01-30,1426.9466552734375,1438.925048828125,1445.9749755859375,1377.4749755859375,1379.5,1904936
2025-01-31,1414.6497802734375,1426.5250244140625,1467.5,1411.0250244140625,1444.0,465324
2025-02-01,1418.8892822265625,1430.800048828125,1446.949951171875,1397.5,1444.5,152432
2025-02-03,1396.8988037109375,1408.625,1429.0,1385.6500244140625,1425.0,278502
2025-02-04,1403.31982421875,1415.0999755859375,1430.75,1392.3499755859375,1427.5250244140625,298602
2025-02-05,1387.5684814453125,1396.25,1425.0250244140625,1392.0250244140625,1423.0,194994
2025-02-06,1394.052978515625,1402.7750244140625,1409.0,1380.0,1380.0,230960
2025-02-07,1397.158447265625,1405.9000244140625,1409.75,1385.0,1402.5,130266
2025-02-10,1377.77978515625,1386.4000244140625,1416.574951171875,1383.550048828125,1416.550048828125,145130
2025-02-11,1349.705322265625,1358.1500244140625,1386.0999755859375,1338.800048828125,1376.0,362132
2025-02-12,1328.388671875,1336.699951171875,1361.5,1321.5,1338.0,203870
2025-02-13,1303.59375,1311.75,1344.9749755859375,1307.5999755859375,1330.0,178694
2025-02-14,1302.00390625,1310.1500244140625,1331.1500244140625,1293.5250244140625,1311.75,201854
2025-02-17,1306.5751953125,1314.75,1318.5250244140625,1296.300048828125,1303.574951171875,395890
2025-02-18,1305.407470703125,1313.574951171875,1320.925048828125,1301.625,1314.75,101008
2025-02-19,1298.3021240234375,1306.425048828125,1314.8499755859375,1283.0999755859375,1300.0,202494
2025-02-20,1304.562744140625,1312.7249755859375,1320.0,1286.25,1305.949951171875,232254
2025-02-21,1291.66845703125,1299.75,1314.9749755859375,1273.0,1312.7249755859375,354404
2025-02-24,1286.8238525390625,1294.875,1312.449951171875,1288.925048828125,1296.0,419306
2025-02-25,1197.557373046875,1205.050048828125,1308.425048828125,1191.5250244140625,1294.875,1655332
2025-02-27,1171.942626953125,1179.2750244140625,1217.4749755859375,1151.1500244140625,1199.5,1757204
2025-02-28,1148.0419921875,1155.2249755859375,1179.175048828125,1150.0,1175.949951171875,253896
2025-03-03,1167.5450439453125,1174.8499755859375,1177.5,1146.7750244140625,1154.449951171875,313404
2025-03-04,1185.9300537109375,1193.3499755859375,1199.949951171875,1155.375,1162.5,373130
2025-03-05,1206.103759765625,1213.6500244140625,1217.4000244140625,1184.7750244140625,1190.9749755859375,712416
2025-03-06,1251.3704833984375,1259.199951171875,1262.5,1211.5,1225.4749755859375,277216
2025-03-07,1238.873779296875,1246.625,1266.699951171875,1241.5,1250.0,154760
2025-03-10,1293.879638671875,1301.9749755859375,1314.0,1246.0999755859375,1255.925048828125,800266
2025-03-11,1256.289794921875,1264.1500244140625,1300.7249755859375,1253.5,1279.324951171875,405496
2025-03-12,1253.780517578125,1261.625,1275.7249755859375,1247.2750244140625,1255.5,133736
2025-03-13,1254.6749267578125,1262.5250244140625,1268.7249755859375,1246.875,1251.0,110926
2025-03-17,1263.6934814453125,1271.5999755859375,1291.0,1262.5250244140625,1262.5250244140625,244258
2025-03-18,1263.6934814453125,1271.5999755859375,1271.5999755859375,1271.5999755859375,1271.5999755859375,0
2025-03-19,1271.94189453125,1279.9000244140625,1289.9749755859375,1260.5250244140625,1260.5250244140625,274884
2025-03-20,1251.2960205078125,1259.125,1295.5,1255.5250244140625,1295.5,115676
