date_,adj close_cipla.ns,close_cipla.ns,high_cipla.ns,low_cipla.ns,open_cipla.ns,volume_cipla.ns
2024-01-16,1277.750732421875,1302.3499755859375,1314.4000244140625,1298.25,1313.1500244140625,1030845
2024-01-17,1269.5584716796875,1294.0,1312.9000244140625,1282.0999755859375,1299.3499755859375,2073596
2024-01-18,1297.9617919921875,1322.949951171875,1327.199951171875,1267.9000244140625,1285.050048828125,1723297
2024-01-19,1302.8671875,1327.949951171875,1330.949951171875,1316.5999755859375,1330.949951171875,1135846
2024-01-23,1382.386474609375,1409.0,1425.0,1368.699951171875,1385.0,7556815
2024-01-24,1390.5787353515625,1417.3499755859375,1423.050048828125,1394.8499755859375,1409.0,1808713
2024-01-25,1343.7796630859375,1369.6500244140625,1413.449951171875,1353.5,1413.3499755859375,1801468
2024-01-29,1311.59912109375,1336.8499755859375,1365.0,1325.300048828125,1365.0,2480508
2024-01-30,1292.22216796875,1317.0999755859375,1352.0,1314.1500244140625,1345.0,1908926
2024-01-31,1325.48193359375,1351.0,1352.9000244140625,1312.0,1317.0999755859375,1723379
2024-02-01,1361.439697265625,1387.6500244140625,1394.8499755859375,1352.050048828125,1359.699951171875,2784507
2024-02-02,1366.34521484375,1392.6500244140625,1404.699951171875,1385.0,1387.0,1161705
2024-02-05,1406.816162109375,1433.9000244140625,1447.0,1394.300048828125,1400.6500244140625,2369316
2024-02-06,1398.525634765625,1425.449951171875,1445.9000244140625,1412.550048828125,1444.8499755859375,979752
2024-02-07,1411.574462890625,1438.75,1444.5,1420.8499755859375,1436.0,890299
2024-02-08,1393.374755859375,1420.199951171875,1457.699951171875,1417.6500244140625,1448.0,1447767
2024-02-09,1412.5555419921875,1439.75,1447.550048828125,1417.050048828125,1428.0999755859375,1215784
2024-02-12,1407.6500244140625,1434.75,1452.75,1425.0,1440.0,453460
2024-02-13,1430.215576171875,1457.75,1463.550048828125,1430.0,1439.0,981536
2024-02-14,1398.4276123046875,1425.3499755859375,1454.800048828125,1410.449951171875,1454.800048828125,1113254
2024-02-15,1395.484130859375,1422.3499755859375,1437.949951171875,1412.0,1425.3499755859375,1402161
2024-02-16,1413.487548828125,1440.699951171875,1449.0,1425.9000244140625,1430.0,857301
2024-02-19,1442.5775146484375,1470.3499755859375,1473.5999755859375,1438.949951171875,1444.949951171875,888909
2024-02-20,1424.2308349609375,1451.6500244140625,1479.0,1436.0,1475.0,1550412
2024-02-21,1419.9630126953125,1447.300048828125,1462.5,1433.449951171875,1452.0,1074054
2024-02-22,1425.8497314453125,1453.300048828125,1456.0,1420.550048828125,1455.550048828125,1582836
2024-02-23,1438.7021484375,1466.4000244140625,1482.3499755859375,1449.75,1456.1500244140625,1308103
2024-02-26,1442.0870361328125,1469.8499755859375,1481.199951171875,1461.550048828125,1473.5,898290
2024-02-27,1459.3544921875,1487.449951171875,1491.0,1469.699951171875,1473.449951171875,1231196
2024-02-28,1449.1019287109375,1477.0,1493.949951171875,1470.0,1491.449951171875,1083605
2024-02-29,1452.388671875,1480.3499755859375,1490.0,1451.4000244140625,1475.949951171875,4923680
2024-03-01,1443.1171875,1470.9000244140625,1494.0,1460.0,1494.0,1982189
2024-03-04,1443.705810546875,1471.5,1495.300048828125,1469.75,1483.0,1147249
2024-03-05,1445.6190185546875,1473.449951171875,1479.699951171875,1452.800048828125,1465.1500244140625,1306046
2024-03-06,1457.1961669921875,1485.25,1489.9000244140625,1448.1500244140625,1476.0,1158132
2024-03-07,1455.1358642578125,1483.1500244140625,1490.449951171875,1475.5,1485.25,1569074
2024-03-11,1475.690185546875,1504.0999755859375,1519.0,1488.550048828125,1493.0,2183994
2024-03-12,1438.064453125,1465.75,1514.0,1460.0,1512.0,1855916
2024-03-13,1443.4605712890625,1471.25,1479.0,1449.0,1470.0,1720173
2024-03-14,1468.380859375,1496.6500244140625,1501.449951171875,1454.3499755859375,1467.0999755859375,1748907
2024-03-15,1459.943359375,1488.050048828125,1496.199951171875,1466.050048828125,1494.800048828125,1537072
2024-03-18,1460.335693359375,1488.449951171875,1495.8499755859375,1471.0,1489.0,996530
2024-03-19,1408.58203125,1435.699951171875,1486.800048828125,1431.0999755859375,1482.550048828125,1647925
2024-03-20,1390.627685546875,1417.4000244140625,1444.9000244140625,1415.5999755859375,1435.800048828125,1728210
2024-03-21,1421.33642578125,1448.699951171875,1455.0999755859375,1420.199951171875,1427.0,1699939
2024-03-22,1453.2716064453125,1481.25,1489.5999755859375,1451.050048828125,1453.0,1746930
2024-03-26,1444.441650390625,1472.25,1481.25,1460.0,1473.0,1635695
2024-03-27,1435.709716796875,1463.3499755859375,1496.0,1458.0,1484.0,1642266
2024-03-28,1468.675048828125,1496.949951171875,1514.199951171875,1461.1500244140625,1472.0,2110407
2024-04-01,1470.343017578125,1498.6500244140625,1510.0,1493.800048828125,1510.0,563831
2024-04-02,1461.267822265625,1489.4000244140625,1502.9000244140625,1483.300048828125,1502.9000244140625,614238
2024-04-03,1443.705810546875,1471.5,1501.550048828125,1467.0,1493.3499755859375,1465540
2024-04-04,1431.9815673828125,1459.550048828125,1481.199951171875,1445.0999755859375,1479.0,1474799
2024-04-05,1422.0233154296875,1449.4000244140625,1474.0,1437.5,1439.0,1211684
2024-04-08,1434.82666015625,1462.449951171875,1472.8499755859375,1449.4000244140625,1457.1500244140625,1039235
2024-04-09,1422.9063720703125,1450.300048828125,1470.0,1447.0999755859375,1467.75,1225255
2024-04-10,1396.0728759765625,1422.949951171875,1455.300048828125,1406.0,1453.1500244140625,2493253
2024-04-12,1370.4168701171875,1396.800048828125,1424.8499755859375,1388.0,1423.0,2190583
2024-04-15,1355.3077392578125,1381.4000244140625,1399.0,1375.550048828125,1389.949951171875,1125072
2024-04-16,1349.2247314453125,1375.199951171875,1391.949951171875,1371.550048828125,1385.0,1433760
2024-04-18,1321.851806640625,1347.300048828125,1383.6500244140625,1342.4000244140625,1376.0,2974196
2024-04-19,1320.3310546875,1345.75,1357.699951171875,1335.0,1347.0,1173025
2024-04-22,1329.2591552734375,1354.8499755859375,1361.949951171875,1348.0,1350.25,974434
2024-04-23,1321.2630615234375,1346.699951171875,1369.75,1344.5,1369.75,1031497
2024-04-24,1371.7904052734375,1398.199951171875,1401.9000244140625,1352.199951171875,1353.449951171875,4415480
2024-04-25,1379.6392822265625,1406.199951171875,1410.449951171875,1384.0999755859375,1407.0,2027213
2024-04-26,1382.5335693359375,1409.1500244140625,1417.199951171875,1401.25,1413.0999755859375,695034
2024-04-29,1381.4052734375,1408.0,1420.0999755859375,1392.4000244140625,1419.0,1082487
2024-04-30,1373.556396484375,1400.0,1418.949951171875,1395.050048828125,1415.050048828125,1327606
2024-05-02,1393.227783203125,1420.050048828125,1426.0,1398.1500244140625,1400.0,1540210
2024-05-03,1397.8388671875,1424.75,1434.0,1415.199951171875,1428.0,804513
2024-05-06,1396.514404296875,1423.4000244140625,1431.8499755859375,1405.050048828125,1431.0,929301
2024-05-07,1360.998046875,1387.199951171875,1428.8499755859375,1377.75,1423.4000244140625,1085239
2024-05-08,1358.594482421875,1384.75,1398.1500244140625,1375.050048828125,1375.050048828125,1497782
2024-05-09,1333.1346435546875,1358.800048828125,1392.199951171875,1353.0,1387.8499755859375,1152636
2024-05-10,1314.2481689453125,1339.550048828125,1396.9000244140625,1317.25,1371.3499755859375,5080539
2024-05-13,1387.9296875,1414.6500244140625,1425.949951171875,1369.550048828125,1371.0,7910590
2024-05-14,1331.7119140625,1357.3499755859375,1410.0,1350.0999755859375,1410.0,3721994
2024-05-15,1380.1297607421875,1406.699951171875,1428.449951171875,1386.699951171875,1395.0,7893092
2024-05-16,1394.2578125,1421.0999755859375,1425.9000244140625,1387.300048828125,1409.0,3226214
2024-05-17,1372.6243896484375,1399.050048828125,1419.9000244140625,1396.4000244140625,1417.0999755859375,3443452
2024-05-21,1415.057373046875,1442.300048828125,1445.949951171875,1396.4000244140625,1410.0,2939271
2024-05-22,1454.3018798828125,1482.300048828125,1494.800048828125,1437.25,1450.949951171875,4216347
2024-05-23,1461.0224609375,1489.1500244140625,1504.550048828125,1462.699951171875,1482.0,4389470
2024-05-24,1458.3734130859375,1486.449951171875,1493.9000244140625,1479.050048828125,1489.1500244140625,758326
2024-05-27,1450.720947265625,1478.6500244140625,1492.550048828125,1475.199951171875,1491.0,1393334
2024-05-28,1451.505615234375,1479.449951171875,1494.75,1475.199951171875,1482.949951171875,784496
2024-05-29,1465.33935546875,1493.550048828125,1497.5999755859375,1472.5999755859375,1475.25,1607691
2024-05-30,1438.8983154296875,1466.5999755859375,1496.550048828125,1454.0,1495.050048828125,1732140
2024-05-31,1419.8648681640625,1447.199951171875,1472.699951171875,1440.0,1466.949951171875,3270743
2024-06-03,1424.9176025390625,1452.3499755859375,1483.0,1446.050048828125,1482.0,1335614
2024-06-04,1434.9249267578125,1462.550048828125,1476.949951171875,1418.550048828125,1460.0,2049577
2024-06-05,1468.675048828125,1496.949951171875,1514.0,1466.8499755859375,1490.0,1834280
2024-06-06,1449.1019287109375,1477.0,1501.0,1464.0,1500.0,1605122
2024-06-07,1468.969482421875,1497.25,1503.4000244140625,1479.300048828125,1484.0,1591055
2024-06-10,1505.2706298828125,1534.25,1540.8499755859375,1502.0,1506.9000244140625,2751606
2024-06-11,1501.34619140625,1530.25,1546.449951171875,1527.0,1545.0,1699446
2024-06-12,1511.8441162109375,1540.949951171875,1549.0,1532.0,1542.449951171875,1578793
2024-06-13,1515.376220703125,1544.550048828125,1551.0,1520.4000244140625,1550.0,1525789
2024-06-14,1535.1944580078125,1564.75,1567.0,1535.800048828125,1545.0,1845043
2024-06-18,1545.0546875,1574.800048828125,1576.949951171875,1563.5999755859375,1570.0,2068897
2024-06-19,1530.3380126953125,1559.800048828125,1582.0,1553.4000244140625,1577.4000244140625,1881544
2024-06-20,1515.67041015625,1544.8499755859375,1559.1500244140625,1540.0,1558.0,1705002
2024-06-21,1512.4327392578125,1541.550048828125,1562.9000244140625,1533.5,1549.9000244140625,2613883
2024-06-24,1475.9844970703125,1504.4000244140625,1528.0,1495.050048828125,1528.0,1283529
2024-06-25,1471.3731689453125,1499.699951171875,1517.800048828125,1495.5,1511.5999755859375,1199626
2024-06-26,1451.162353515625,1479.0999755859375,1507.199951171875,1475.0,1503.699951171875,1930909
2024-06-27,1452.9283447265625,1480.9000244140625,1486.199951171875,1465.300048828125,1481.0,2792582
2024-06-28,1452.8302001953125,1480.800048828125,1492.199951171875,1476.050048828125,1486.300048828125,2087765
2024-07-01,1451.162353515625,1479.0999755859375,1493.699951171875,1472.199951171875,1484.949951171875,1313651
2024-07-02,1460.531982421875,1488.6500244140625,1492.75,1479.25,1480.0,1191962
2024-07-03,1455.7244873046875,1483.75,1500.0,1474.5999755859375,1494.0,1061247
2024-07-04,1452.7811279296875,1480.75,1488.949951171875,1467.0,1477.75,1498413
2024-07-05,1481.380615234375,1509.9000244140625,1516.0,1486.0,1487.0,2188675
2024-07-08,1458.962158203125,1487.050048828125,1524.6500244140625,1483.199951171875,1516.0,1524489
2024-07-09,1483.489990234375,1512.050048828125,1515.0,1487.300048828125,1496.9000244140625,1791406
2024-07-10,1484.6181640625,1513.199951171875,1517.25,1492.25,1512.0999755859375,671042
2024-07-11,1477.55419921875,1506.0,1519.0,1495.0,1517.0,1314312
2024-07-12,1483.489990234375,1512.050048828125,1515.0,1502.4000244140625,1506.050048828125,1192685
2024-07-15,1488.5426025390625,1517.199951171875,1531.949951171875,1513.25,1516.5999755859375,1825510
2024-07-16,1481.8712158203125,1510.4000244140625,1524.449951171875,1503.0999755859375,1517.199951171875,963199
2024-07-18,1478.1920166015625,1506.6500244140625,1513.0,1485.5999755859375,1497.0,2169744
2024-07-19,1457.44140625,1485.5,1506.0,1480.199951171875,1501.5999755859375,868261
2024-07-22,1461.8564453125,1490.0,1507.050048828125,1470.6500244140625,1475.050048828125,1328847
2024-07-23,1469.6072998046875,1497.9000244140625,1504.0,1475.1500244140625,1490.0,1241630
2024-07-24,1475.1014404296875,1503.5,1511.300048828125,1485.0,1495.3499755859375,2266300
2024-07-25,1471.7166748046875,1500.050048828125,1508.699951171875,1489.800048828125,1498.0,2200932
2024-07-26,1545.2508544921875,1575.0,1600.0,1501.0,1504.75,4687416
2024-07-29,1524.5985107421875,1553.949951171875,1589.0,1528.800048828125,1588.0,3983153
2024-07-30,1500.021728515625,1528.9000244140625,1564.050048828125,1526.0,1554.0,2988651
2024-07-31,1515.130859375,1544.300048828125,1548.550048828125,1523.550048828125,1530.0999755859375,1645138
