date_,adj close_siemens.ns,close_siemens.ns,high_siemens.ns,low_siemens.ns,open_siemens.ns,volume_siemens.ns
2024-08-22,4127.36083984375,4141.89794921875,4182.13671875,4126.6357421875,4182.13671875,276213
2024-08-23,4107.53125,4121.99853515625,4172.36279296875,4114.8662109375,4141.89794921875,216093
2024-08-26,4119.755859375,4134.2666015625,4147.50341796875,4105.0634765625,4147.50341796875,255325
2024-08-27,4099.75146484375,4114.19140625,4166.87451171875,4108.99658203125,4155.95654296875,307347
2024-08-28,4066.17578125,4080.49755859375,4129.54150390625,4073.923095703125,4119.26904296875,343891
2024-08-29,4018.123046875,4032.275634765625,4082.11181640625,3994.67822265625,4067.935791015625,628365
2024-08-30,4032.04443359375,4046.24609375,4072.572998046875,4025.026123046875,4047.948486328125,1198532
2024-09-02,3965.654052734375,3979.621826171875,4076.71142578125,3969.31982421875,4066.585693359375,452717
2024-09-03,3959.336669921875,3973.2822265625,4011.525146484375,3953.441650390625,3995.118408203125,592777
2024-09-04,3953.4873046875,3967.412109375,4000.196044921875,3939.353515625,3973.2822265625,359134
2024-09-05,3911.0205078125,3924.7958984375,3991.6259765625,3920.011962890625,3985.7265625,370346
2024-09-06,3868.992919921875,3882.6201171875,3932.896484375,3874.78369140625,3898.8505859375,471099
2024-09-09,3836.177734375,3849.689453125,3902.93017578125,3817.11083984375,3880.066650390625,491146
2024-09-10,3850.596435546875,3864.158935546875,3900.611572265625,3837.156982421875,3874.196533203125,393031
2024-09-11,3856.328857421875,3869.91162109375,3935.626220703125,3852.947265625,3872.8759765625,424370
2024-09-12,3892.419677734375,3906.12939453125,3911.7353515625,3863.48388671875,3902.225830078125,263114
2024-09-13,3925.08837890625,3938.913330078125,3962.24658203125,3912.968017578125,3921.156494140625,294560
2024-09-16,3926.580078125,3940.41015625,3976.921630859375,3937.592529296875,3950.506591796875,122874
2024-09-17,3956.470458984375,3970.40576171875,3976.921630859375,3928.347412109375,3947.571533203125,168805
2024-09-18,3942.666015625,3956.552734375,3992.682373046875,3936.41845703125,3991.596435546875,200604
2024-09-19,3934.096435546875,3947.953125,4017.27783203125,3818.431640625,3976.921630859375,616978
2024-09-20,3996.74365234375,4010.82080078125,4027.814453125,3940.14599609375,3963.33251953125,992735
2024-09-23,4058.542236328125,4072.837158203125,4085.487060546875,4015.66357421875,4033.860595703125,367189
2024-09-24,4150.55322265625,4165.17236328125,4182.07763671875,4067.906494140625,4072.837158203125,662603
2024-09-25,4198.10888671875,4212.8955078125,4239.8681640625,4153.021484375,4171.80517578125,895767
2024-09-26,4139.76123046875,4154.34228515625,4248.6142578125,4103.18505859375,4232.26611328125,466136
2024-09-27,4267.2490234375,4282.27880859375,4299.18408203125,4129.54150390625,4154.34228515625,918736
2024-09-30,4240.80908203125,4255.74609375,4296.77734375,4214.1279296875,4281.86767578125,564906
2024-10-01,4393.88818359375,4409.3642578125,4431.84619140625,4258.12353515625,4270.3037109375,880290
2024-10-03,4297.197265625,4312.3330078125,4413.06201171875,4288.03125,4374.14404296875,412768
2024-10-04,4238.96728515625,4253.8974609375,4325.3349609375,4215.830078125,4311.51123046875,473491
2024-10-07,4093.49267578125,4107.91064453125,4307.373046875,4094.967041015625,4288.5302734375,441247
2024-10-08,4312.259765625,4327.4482421875,4343.76708984375,4082.728271484375,4114.8662109375,568002
2024-10-09,4490.69580078125,4506.5126953125,4545.19580078125,4323.1923828125,4329.12109375,900194
2024-10-10,4496.28125,4512.1181640625,4543.2880859375,4456.0009765625,4519.89599609375,372795
2024-10-11,4533.220703125,4549.1875,4566.82666015625,4436.5419921875,4514.02587890625,376068
2024-10-14,4518.88916015625,4534.8056640625,4569.791015625,4504.63427734375,4566.85595703125,275138
2024-10-15,4603.5009765625,4619.71533203125,4625.61474609375,4522.09716796875,4581.82470703125,597918
2024-10-16,4671.5,4687.9541015625,4772.2470703125,4611.49755859375,4619.71533203125,1656751
2024-10-17,4514.3564453125,4530.2568359375,4695.99609375,4490.72216796875,4687.9541015625,662574
2024-10-18,4564.28076171875,4580.35693359375,4610.64599609375,4440.65087890625,4531.69482421875,467830
2024-10-21,4376.28125,4391.6953125,4621.7109375,4375.5234375,4602.076171875,385957
2024-10-22,4234.19970703125,4249.11328125,4391.6953125,4232.76513671875,4391.6953125,791353
2024-10-23,4019.731689453125,4033.889892578125,4271.3896484375,4021.504150390625,4248.7021484375,812625
2024-10-24,4005.663818359375,4019.7724609375,4092.531005859375,3942.28857421875,4049.70947265625,788358
2024-10-25,3963.8115234375,3977.772705078125,4049.034423828125,3907.15673828125,4038.556396484375,536329
2024-10-28,3949.12939453125,3963.0390625,4031.04296875,3929.961669921875,3989.5126953125,468112
2024-10-29,4040.526123046875,4054.757568359375,4061.8603515625,3915.28662109375,3985.7265625,428213
2024-10-30,4053.657958984375,4067.935791015625,4116.509765625,4003.923583984375,4060.275390625,333351
2024-10-31,4080.71142578125,4095.08447265625,4113.7802734375,4056.16650390625,4056.16650390625,290668
2024-11-01,4064.80126953125,4079.1181640625,4114.25,4036.413818359375,4095.11376953125,30219
2024-11-04,4067.667236328125,4081.994384765625,4113.046875,3981.73486328125,4113.046875,485353
2024-11-05,4069.802490234375,4084.136962890625,4107.822265625,4003.483154296875,4079.67578125,447964
2024-11-06,4124.1728515625,4138.69873046875,4173.56640625,4072.98388671875,4108.4091796875,429473
2024-11-07,4137.5380859375,4152.111328125,4197.60400390625,4083.19775390625,4179.4365234375,344857
2024-11-08,4196.55859375,4211.33984375,4242.47998046875,4114.57275390625,4160.65234375,549978
2024-11-11,4121.51123046875,4136.02783203125,4214.65625,4128.95458984375,4205.880859375,369477
2024-11-12,3977.26513671875,3991.273681640625,4166.37548828125,3978.095458984375,4144.18701171875,380642
2024-11-13,3921.754150390625,3935.5673828125,4006.271484375,3900.640869140625,3991.332275390625,365720
2024-11-14,3940.64794921875,3954.527587890625,3972.724365234375,3866.12548828125,3935.24462890625,433749
2024-11-18,3884.11328125,3897.7939453125,4012.933837890625,3881.29931640625,4006.271484375,240947
2024-11-19,3887.30126953125,3900.9931640625,3984.43505859375,3891.54248046875,3922.91748046875,377552
2024-11-21,3884.961669921875,3898.645263671875,3939.940673828125,3845.69775390625,3900.905029296875,368778
2024-11-22,4006.482666015625,4020.59423828125,4094.321533203125,3902.95947265625,3912.02880859375,595041
2024-11-25,4298.42626953125,4313.56591796875,4341.888671875,4092.208251953125,4098.4306640625,2501112
2024-11-26,4236.42236328125,4251.34375,4349.75439453125,4243.97705078125,4343.208984375,459152
2024-11-27,4350.076171875,4365.39794921875,4474.66796875,4328.5634765625,4401.9091796875,2317671
2024-11-28,4340.2490234375,4355.5361328125,4460.2275390625,4342.21142578125,4393.63232421875,1252452
2024-11-29,4422.6376953125,4438.21484375,4480.56689453125,4358.50048828125,4367.86328125,984620
2024-12-02,4424.0126953125,4439.5947265625,4489.3720703125,4393.720703125,4446.52099609375,705697
2024-12-03,4522.16552734375,4538.09326171875,4548.6591796875,4456.23583984375,4472.93603515625,791356
2024-12-04,4532.81103515625,4548.7763671875,4664.64990234375,4533.162109375,4566.85595703125,946992
2024-12-05,4558.109375,4574.1640625,4607.94580078125,4534.57080078125,4578.59619140625,494198
2024-12-06,4555.27294921875,4571.3173828125,4636.1220703125,4550.478515625,4578.59619140625,401598
2024-12-09,4587.12255859375,4603.279296875,4659.22021484375,4541.615234375,4571.3173828125,515642
2024-12-10,4615.404296875,4631.66064453125,4637.2958984375,4570.49560546875,4613.81591796875,436346
2024-12-11,4604.056640625,4620.27294921875,4650.2099609375,4602.076171875,4631.66064453125,293787
2024-12-12,4630.52490234375,4646.83447265625,4672.51611328125,4596.2060546875,4624.3525390625,328359
2024-12-13,4612.158203125,4628.40283203125,4666.55810546875,4573.87060546875,4646.10107421875,226593
2024-12-16,4661.3515625,4677.76953125,4717.0986328125,4628.25634765625,4640.3779296875,416262
2024-12-17,4557.056640625,4573.107421875,4694.5869140625,4563.9208984375,4666.939453125,420090
2024-12-18,4484.72900390625,4500.52490234375,4627.6689453125,4478.80615234375,4593.24169921875,405462
2024-12-19,4464.34423828125,4480.068359375,4501.40576171875,4396.6552734375,4431.84619140625,304535
2024-12-20,4017.888916015625,4032.040771484375,4527.732421875,4004.39306640625,4522.8310546875,2836225
2024-12-23,3989.724365234375,4003.77685546875,4056.049072265625,3899.14404296875,4026.845947265625,1516757
2024-12-24,3892.7119140625,3906.4228515625,4003.189697265625,3862.486083984375,3997.466552734375,1368181
2024-12-26,3922.339111328125,3936.154296875,3956.37646484375,3898.8798828125,3909.41650390625,489065
2024-12-27,3829.011962890625,3842.49853515625,3971.051513671875,3828.557373046875,3932.926025390625,456623
2024-12-30,3763.26513671875,3776.52001953125,3930.548583984375,3751.073486328125,3862.45654296875,2050470
2024-12-31,3823.19189453125,3836.657958984375,3878.452392578125,3773.84912109375,3796.624755859375,742898
2025-01-01,3881.159423828125,3894.82958984375,3905.60107421875,3817.169677734375,3844.8466796875,396985
2025-01-02,3918.21533203125,3932.01611328125,3941.642822265625,3853.651611328125,3932.3095703125,667361
2025-01-03,3866.27294921875,3879.890625,3956.37646484375,3872.053955078125,3944.636474609375,504796
2025-01-06,3786.4287109375,3799.76513671875,3893.831787109375,3771.76513671875,3891.102294921875,489305
2025-01-07,3791.663818359375,3805.018798828125,3843.144287109375,3771.5009765625,3811.15283203125,528092
2025-01-08,3683.15771484375,3696.13037109375,3811.827880859375,3659.70703125,3800.263916015625,915457
2025-01-09,3650.1962890625,3663.052978515625,3766.130126953125,3643.82861328125,3696.511962890625,581738
2025-01-10,3570.93701171875,3583.514404296875,3671.447021484375,3561.325927734375,3656.947998046875,644503
2025-01-13,3394.577880859375,3406.5341796875,3568.634033203125,3392.85693359375,3568.399169921875,562484
2025-01-14,3429.76171875,3441.842041015625,3463.23828125,3386.31201171875,3413.989013671875,577767
2025-01-15,3397.619384765625,3409.58642578125,3473.099853515625,3402.8359375,3460.362060546875,506588
2025-01-16,3515.513916015625,3527.896240234375,3547.648681640625,3443.368408203125,3447.712158203125,585101
2025-01-17,3616.82568359375,3629.564697265625,3645.266845703125,3488.5673828125,3527.866943359375,612114
2025-01-20,3589.450439453125,3602.093017578125,3648.935546875,3588.327880859375,3633.52685546875,152373
2025-01-21,3464.946044921875,3477.150146484375,3615.916748046875,3470.722412109375,3604.763916015625,352632
2025-01-22,3425.667236328125,3437.733154296875,3510.1689453125,3392.85693359375,3498.458251953125,403985
2025-01-23,3549.323486328125,3561.824951171875,3600.06787109375,3450.8818359375,3451.527587890625,409453
2025-01-24,3439.26708984375,3451.380859375,3561.325927734375,3424.67236328125,3551.346923828125,421077
2025-01-27,3385.248046875,3397.17138671875,3439.81689453125,3334.156982421875,3439.81689453125,333867
2025-01-28,3324.999267578125,3336.71044921875,3501.745361328125,3287.197021484375,3482.638671875,594390
2025-01-29,3407.0078125,3419.0078125,3431.011962890625,3321.2431640625,3340.027099609375,285380
2025-01-30,3448.475341796875,3448.475341796875,3488.508544921875,3400.34130859375,3428.6640625,502913
2025-01-31,3565.05322265625,3565.05322265625,3580.69677734375,3447.741455078125,3475.036865234375,698148
2025-02-01,3374.2197265625,3374.2197265625,3607.69873046875,3316.547119140625,3597.1328125,866946
2025-02-03,3067.6005859375,3067.6005859375,3386.987060546875,3042.036865234375,3376.421142578125,2949638
2025-02-04,3181.860107421875,3181.860107421875,3190.34228515625,3080.4853515625,3108.162353515625,1902872
2025-02-05,3275.750732421875,3275.750732421875,3308.3291015625,3191.7216796875,3205.868408203125,938038
2025-02-06,3311.26416015625,3311.26416015625,3350.4169921875,3276.631103515625,3310.677001953125,698995
2025-02-07,3231.7255859375,3231.7255859375,3345.89697265625,3197.97314453125,3338.85302734375,674714
2025-02-10,3140.007080078125,3140.007080078125,3256.966552734375,3130.49755859375,3231.46142578125,576213
2025-02-11,3055.244384765625,3055.244384765625,3158.05712890625,3020.552734375,3146.3466796875,854281
2025-02-12,3051.8984375,3051.8984375,3108.103515625,2939.1064453125,3052.397216796875,1379042
2025-02-13,2996.779052734375,2996.779052734375,3109.512451171875,2946.1796875,2993.697265625,1841280
2025-02-14,2929.62646484375,2929.62646484375,3027.567138671875,2903.680908203125,2999.5673828125,561232
2025-02-17,2852.406494140625,2852.406494140625,2924.28466796875,2811.228515625,2903.857177734375,1358038
2025-02-18,2843.219970703125,2843.219970703125,2898.808837890625,2789.80322265625,2881.433837890625,875987
2025-02-19,2908.523681640625,2908.523681640625,2927.953369140625,2801.572509765625,2823.467529296875,1130801
2025-02-20,2950.20068359375,2950.20068359375,2957.21533203125,2872.2470703125,2904.473388671875,749470
2025-02-21,2888.829833984375,2888.829833984375,2969.89453125,2850.5283203125,2940.867431640625,779092
2025-02-24,2860.389892578125,2860.389892578125,2874.536376953125,2800.8974609375,2874.477783203125,957130
2025-02-25,2839.7568359375,2839.7568359375,2895.43359375,2824.93505859375,2868.07958984375,490647
2025-02-27,2751.06103515625,2751.06103515625,2857.36669921875,2734.625244140625,2841.576416015625,641615
2025-02-28,2713.9921875,2713.9921875,2764.767578125,2689.044677734375,2729.547607421875,919544
2025-03-03,2839.140380859375,2839.140380859375,2853.404541015625,2680.23974609375,2717.7783203125,810733
2025-03-04,2895.022705078125,2895.022705078125,2916.91796875,2782.113525390625,2782.113525390625,992217
2025-03-05,2985.332763671875,2985.332763671875,3012.451904296875,2895.022705078125,2895.022705078125,1248047
2025-03-06,3029.093505859375,3029.093505859375,3092.4599609375,2985.362060546875,3020.1123046875,1446016
