date_,adj close_siemens.ns,close_siemens.ns,high_siemens.ns,low_siemens.ns,open_siemens.ns,volume_siemens.ns
2024-01-16,2390.77197265625,2408.72314453125,2465.39794921875,2399.00830078125,2451.48583984375,321412
2024-01-17,2392.723388671875,2410.689453125,2425.980712890625,2364.58056640625,2402.001953125,302708
2024-01-18,2354.852783203125,2372.534423828125,2410.0732421875,2327.452880859375,2406.697998046875,319526
2024-01-19,2412.940673828125,2431.058349609375,2436.634765625,2384.920166015625,2395.544921875,189988
2024-01-23,2379.381591796875,2397.247314453125,2426.421142578125,2359.738037109375,2400.827880859375,817128
2024-01-24,2446.44140625,2464.810791015625,2472.44189453125,2380.869873046875,2394.9580078125,373434
2024-01-25,2450.170166015625,2468.567626953125,2477.783447265625,2430.177978515625,2473.58642578125,279327
2024-01-29,2508.520263671875,2527.355712890625,2535.221435546875,2463.25537109375,2467.745849609375,784343
2024-01-30,2423.724853515625,2432.26171875,2544.642822265625,2409.163330078125,2535.250732421875,832629
2024-01-31,2421.88232421875,2430.41259765625,2472.940673828125,2398.685302734375,2415.5029296875,834154
2024-02-01,2400.970947265625,2409.427490234375,2494.3662109375,2365.28515625,2442.5048828125,1086532
2024-02-02,2434.692626953125,2443.26806640625,2518.198486328125,2413.800537109375,2421.372802734375,921748
2024-02-05,2426.298583984375,2434.844482421875,2494.747802734375,2420.756591796875,2450.722900390625,523729
2024-02-06,2466.54248046875,2475.22998046875,2494.747802734375,2427.272216796875,2447.67041015625,268988
2024-02-07,2485.52392578125,2494.2783203125,2518.198486328125,2443.121337890625,2518.198486328125,389046
2024-02-08,2472.27490234375,2480.982666015625,2544.642822265625,2474.202880859375,2505.313720703125,400136
2024-02-09,2501.0830078125,2509.892333984375,2524.80224609375,2439.51123046875,2483.418701171875,393964
2024-02-12,2467.478271484375,2476.169189453125,2558.906982421875,2467.745849609375,2509.892333984375,529370
2024-02-13,2522.9599609375,2531.84619140625,2641.38037109375,2417.263916015625,2475.9638671875,1263116
2024-02-14,2561.682861328125,2570.70556640625,2610.9736328125,2512.005615234375,2512.034912109375,893019
2024-02-15,2542.58447265625,2551.5400390625,2586.290283203125,2537.5693359375,2582.7978515625,173558
2024-02-16,2572.943115234375,2582.00537109375,2593.099609375,2545.81689453125,2562.3408203125,241361
2024-02-19,2583.442626953125,2592.5419921875,2611.560791015625,2568.122802734375,2583.35546875,184575
2024-02-20,2594.64404296875,2603.782958984375,2615.082763671875,2587.2294921875,2603.3427734375,222584
2024-02-21,2597.3349609375,2606.483154296875,2664.302734375,2592.218994140625,2609.212646484375,371688
2024-02-22,2662.935791015625,2672.315185546875,2692.566650390625,2593.36376953125,2612.147705078125,403586
2024-02-23,2653.57666015625,2662.923095703125,2695.6484375,2652.415771484375,2686.696533203125,264221
2024-02-26,2670.686279296875,2680.093017578125,2697.2626953125,2638.562744140625,2670.84765625,304792
2024-02-27,2682.121826171875,2691.56884765625,2727.4931640625,2678.478759765625,2680.0341796875,389099
2024-02-28,2677.14990234375,2686.579345703125,2734.625244140625,2663.979736328125,2708.38623046875,299446
2024-02-29,2737.076904296875,2746.71728515625,2770.6376953125,2646.81005859375,2689.220703125,600743
2024-03-01,2749.653076171875,2759.337890625,2761.74462890625,2725.761474609375,2758.897705078125,199138
2024-03-04,2742.897216796875,2752.55810546875,2781.23291015625,2742.5791015625,2776.536865234375,209615
2024-03-05,2766.850341796875,2776.595703125,2793.912109375,2751.354736328125,2769.698486328125,163935
2024-03-06,2754.215576171875,2763.91650390625,2785.3125,2717.8662109375,2785.3125,294519
2024-03-07,2730.87646484375,2740.4951171875,2784.138671875,2732.9228515625,2776.507568359375,244233
2024-03-11,2767.259765625,2777.006591796875,2918.796142578125,2741.28759765625,2741.28759765625,1918967
2024-03-12,2797.442626953125,2807.295654296875,2838.11328125,2758.897705078125,2785.3125,697414
2024-03-13,2720.02587890625,2729.606201171875,2843.425537109375,2708.29833984375,2808.70458984375,645685
2024-03-14,2779.2802734375,2789.0693359375,2810.6708984375,2688.310791015625,2730.105224609375,412460
2024-03-15,2790.920654296875,2800.750732421875,2829.689697265625,2748.390380859375,2798.8134765625,390562
2024-03-18,2827.830078125,2837.790283203125,2849.882568359375,2785.8408203125,2802.893310546875,292720
2024-03-19,2714.0302734375,2723.589599609375,2846.683349609375,2701.753173828125,2841.07763671875,633503
2024-03-20,2754.800537109375,2764.50341796875,2793.207763671875,2678.09716796875,2740.5244140625,305029
2024-03-21,2890.974365234375,2901.156982421875,2907.995361328125,2783.287353515625,2788.24755859375,786406
2024-03-22,2919.75341796875,2930.037353515625,2933.353759765625,2855.547119140625,2896.871826171875,479451
2024-03-26,2982.400390625,2992.905029296875,3000.271728515625,2917.387451171875,2930.037353515625,728012
2024-03-27,3093.538818359375,3104.434814453125,3146.317138671875,3003.9404296875,3011.307373046875,1348237
2024-03-28,3143.49267578125,3154.564697265625,3172.732177734375,3073.82275390625,3104.434814453125,678687
2024-04-01,3195.46435546875,3206.719482421875,3245.37353515625,3157.382080078125,3157.382080078125,631767
2024-04-02,3262.118408203125,3273.608154296875,3286.610107421875,3201.72998046875,3213.792724609375,449484
2024-04-03,3302.1572265625,3313.7880859375,3329.69580078125,3234.9541015625,3234.9541015625,581683
2024-04-04,3291.482177734375,3303.075439453125,3386.987060546875,3290.132080078125,3314.228515625,623656
2024-04-05,3295.693603515625,3307.3017578125,3341.46533203125,3250.949951171875,3312.32080078125,413155
2024-04-08,3315.435546875,3327.113037109375,3367.880126953125,3308.3291015625,3332.983154296875,398799
2024-04-09,3278.73046875,3290.27880859375,3355.171630859375,3277.687744140625,3348.83203125,249533
2024-04-10,3265.598876953125,3277.100830078125,3306.538818359375,3257.87646484375,3306.538818359375,310376
2024-04-12,3262.46923828125,3273.960205078125,3340.085693359375,3257.84716796875,3277.100830078125,342661
2024-04-15,3182.566650390625,3193.776123046875,3298.93701171875,3181.5078125,3238.006591796875,371170
2024-04-16,3235.796142578125,3247.193115234375,3267.09228515625,3178.7490234375,3190.34228515625,455424
2024-04-18,3263.697509765625,3275.19287109375,3313.025146484375,3228.23291015625,3248.455078125,855476
2024-04-19,3269.517822265625,3281.03369140625,3314.05224609375,3217.226806640625,3272.258056640625,815322
2024-04-22,3374.163330078125,3386.0478515625,3425.14208984375,3286.610107421875,3288.341796875,840690
2024-04-23,3331.638427734375,3343.373046875,3412.16943359375,3337.062744140625,3404.596923828125,311349
2024-04-24,3315.9912109375,3327.670654296875,3377.62451171875,3320.568115234375,3362.920166015625,453462
2024-04-25,3351.4384765625,3363.242919921875,3384.63916015625,3306.568115234375,3328.287109375,354724
2024-04-26,3362.52294921875,3374.366455078125,3409.410400390625,3344.635009765625,3375.2177734375,261911
2024-04-29,3378.9892578125,3390.890625,3421.44384765625,3366.119140625,3377.71240234375,252127
2024-04-30,3417.03955078125,3429.074951171875,3476.7392578125,3398.78564453125,3415.632568359375,639090
2024-05-02,3434.470458984375,3446.5673828125,3507.586181640625,3428.076904296875,3429.074951171875,426724
2024-05-03,3467.548828125,3479.76220703125,3491.472900390625,3443.54443359375,3469.1376953125,231533
2024-05-06,3572.604248046875,3585.1875,3637.048828125,3497.900634765625,3498.516845703125,1312335
2024-05-07,3564.970703125,3577.527099609375,3667.396728515625,3540.781005859375,3606.52490234375,716801
2024-05-08,3688.041748046875,3701.03173828125,3719.815673828125,3535.0869140625,3591.96728515625,926467
2024-05-09,3585.79443359375,3598.42431640625,3718.641845703125,3589.413818359375,3709.249755859375,639174
2024-05-10,3607.992919921875,3620.700927734375,3644.268798828125,3562.23583984375,3618.93994140625,731118
2024-05-13,3872.356201171875,3885.995361328125,3912.9384765625,3650.28564453125,3658.532958984375,2284971
2024-05-14,3895.95849609375,3909.6806640625,3933.923828125,3805.22412109375,3909.768798828125,1145060
2024-05-15,4164.35791015625,4179.025390625,4249.87646484375,4065.558349609375,4120.736328125,4758520
2024-05-16,4120.22412109375,4134.736328125,4255.1884765625,4105.474609375,4179.025390625,2086652
2024-05-17,4202.9931640625,4217.796875,4244.00634765625,4134.88330078125,4150.08642578125,1152696
2024-05-21,4260.84375,4275.85107421875,4312.68505859375,4224.7529296875,4243.2431640625,1137886
2024-05-22,4187.75537109375,4202.50537109375,4305.05419921875,4187.712890625,4305.05419921875,794072
2024-05-23,4311.96728515625,4327.15478515625,4336.28271484375,4206.5263671875,4220.5263671875,610893
2024-05-24,4260.2880859375,4275.29345703125,4311.51123046875,4249.87646484375,4311.51123046875,319901
2024-05-27,4220.42431640625,4235.28955078125,4297.98095703125,4208.140625,4275.32275390625,677613
2024-05-28,4174.88671875,4189.59130859375,4270.42138671875,4163.00048828125,4246.64794921875,516690
2024-05-29,4104.4013671875,4118.85791015625,4199.71728515625,4108.99658203125,4167.6376953125,794675
2024-05-30,4085.595703125,4099.98583984375,4138.34619140625,4073.42431640625,4111.34423828125,474891
2024-05-31,4075.827392578125,4090.18310546875,4145.44921875,4063.23974609375,4134.2373046875,1576340
2024-06-03,4254.84814453125,4269.83447265625,4311.45263671875,4190.06103515625,4255.74609375,1132539
2024-06-04,3727.3203125,3740.44873046875,4296.83642578125,3415.867431640625,4296.83642578125,2110529
2024-06-05,3818.600341796875,3832.050048828125,3885.9365234375,3602.50390625,3885.9072265625,1252949
2024-06-06,3974.0478515625,3988.045166015625,4014.13720703125,3871.291015625,3874.167236328125,716019
2024-06-07,4021.515625,4035.68017578125,4047.919189453125,3936.41845703125,3991.6259765625,448288
2024-06-10,4010.6650390625,4024.791259765625,4082.3173828125,4006.271484375,4044.397216796875,440649
2024-06-11,4036.69482421875,4050.912841796875,4129.13037109375,4039.260986328125,4062.09521484375,706063
2024-06-12,4132.771484375,4147.32763671875,4187.625,4060.8037109375,4061.420166015625,875733
2024-06-13,4326.5615234375,4341.80029296875,4383.71240234375,4163.17626953125,4185.30615234375,1481464
2024-06-14,4556.79345703125,4572.84326171875,4644.9560546875,4353.12939453125,4363.46044921875,2241455
2024-06-18,4520.32275390625,4536.244140625,4602.6630859375,4497.0322265625,4593.24169921875,564554
2024-06-19,4409.27197265625,4424.80224609375,4584.4658203125,4411.30126953125,4558.63818359375,592516
2024-06-20,4401.60888671875,4417.1123046875,4432.90283203125,4361.435546875,4425.97607421875,531785
2024-06-21,4349.78369140625,4365.1044921875,4461.1962890625,4344.236328125,4436.89453125,427448
2024-06-24,4441.9990234375,4457.64453125,4486.1142578125,4315.4443359375,4357.94287109375,521276
2024-06-25,4422.140625,4437.71630859375,4548.6591796875,4424.5380859375,4475.63623046875,840898
2024-06-26,4443.841796875,4459.49365234375,4499.35107421875,4405.48974609375,4447.6953125,373441
2024-06-27,4581.361328125,4597.49755859375,4657.43017578125,4426.03466796875,4452.42041015625,2112969
2024-06-28,4506.66455078125,4522.53759765625,4609.47216796875,4478.83544921875,4609.47216796875,769128
2024-07-01,4604.37841796875,4620.595703125,4631.42578125,4523.4765625,4534.92333984375,582119
2024-07-02,4546.2939453125,4562.306640625,4637.2958984375,4491.19189453125,4620.27294921875,521048
2024-07-03,4564.31005859375,4580.38623046875,4645.484375,4552.18115234375,4574.48681640625,475455
2024-07-04,4601.658203125,4617.8662109375,4666.0,4545.4013671875,4580.38623046875,482014
2024-07-05,4612.56787109375,4628.81396484375,4677.623046875,4587.40087890625,4618.51220703125,528860
2024-07-08,4528.21923828125,4544.16845703125,4657.7236328125,4511.12060546875,4657.40087890625,399489
2024-07-09,4541.40966796875,4557.4052734375,4592.68408203125,4534.6298828125,4555.1162109375,310552
2024-07-10,4589.8134765625,4605.9794921875,4616.10546875,4461.1962890625,4578.59619140625,559951
2024-07-11,4548.4873046875,4564.5078125,4657.166015625,4556.11376953125,4657.166015625,362284
2024-07-12,4453.4638671875,4469.14990234375,4593.27099609375,4461.69482421875,4583.2919921875,726216
2024-07-15,4468.818359375,4484.55859375,4501.845703125,4433.1376953125,4469.14990234375,425054
2024-07-16,4368.67724609375,4384.064453125,4512.79345703125,4369.6240234375,4496.416015625,581874
2024-07-18,4165.46923828125,4180.140625,4389.90478515625,4141.310546875,4384.064453125,1477140
2024-07-19,4006.95068359375,4021.06396484375,4197.04638671875,4006.271484375,4182.8115234375,1158232
2024-07-22,4108.11572265625,4122.58544921875,4131.30224609375,3927.055908203125,3927.055908203125,636262
2024-07-23,3970.976806640625,3984.96337890625,4170.484375,3894.74169921875,4132.41748046875,1096685
2024-07-24,3960.68212890625,3974.63232421875,4086.6904296875,3938.7666015625,4003.072265625,761424
2024-07-25,3999.2001953125,4013.2861328125,4079.646484375,3915.961669921875,3954.615478515625,583872
2024-07-26,4046.2001953125,4060.45166015625,4095.58349609375,4015.10595703125,4038.90869140625,600579
2024-07-29,4150.93359375,4165.5537109375,4173.91845703125,4078.0615234375,4089.9189453125,636993
2024-07-30,4106.9462890625,4121.41162109375,4201.68359375,4101.6884765625,4167.6962890625,672423
2024-07-31,4172.31298828125,4187.0087890625,4214.65625,4062.036376953125,4152.9921875,793082
2024-08-01,4111.4208984375,4125.90185546875,4205.20556640625,4078.32568359375,4195.8427734375,914883
2024-08-02,4022.33447265625,4036.501953125,4098.98828125,3991.6259765625,4050.29638671875,756140
2024-08-05,3915.99267578125,3929.785400390625,3997.466552734375,3876.632568359375,3919.63037109375,851269
2024-08-06,3855.86083984375,3869.44189453125,4011.90673828125,3854.0625,3929.785400390625,417249
2024-08-07,3992.64892578125,4006.711669921875,4032.6865234375,3854.82568359375,3931.72265625,628182
2024-08-08,3959.45361328125,3973.3994140625,4020.330078125,3908.418701171875,3968.116455078125,809522
2024-08-09,4029.93896484375,4044.133056640625,4059.248291015625,3974.602783203125,4020.946533203125,1236449
2024-08-12,4048.3349609375,4062.593994140625,4138.34619140625,3971.051513671875,3991.596435546875,1745187
2024-08-13,4076.5,4090.858154296875,4134.82421875,4020.975830078125,4054.464111328125,891985
2024-08-14,4118.00146484375,4132.505859375,4145.74267578125,4013.60888671875,4092.35498046875,574165
2024-08-16,4204.95263671875,4219.76318359375,4259.70849609375,4145.88916015625,4161.826171875,681733
2024-08-19,4154.384765625,4169.01708984375,4252.22412109375,4160.1533203125,4252.22412109375,401085
2024-08-20,4143.73828125,4158.33349609375,4198.22021484375,4111.5791015625,4198.22021484375,299998
2024-08-21,4143.15380859375,4157.74658203125,4184.8369140625,4127.8388671875,4158.33349609375,252134
