date_,adj close_ltim.ns,close_ltim.ns,high_ltim.ns,low_ltim.ns,open_ltim.ns,volume_ltim.ns
2024-04-04,4812.58154296875,4935.2001953125,4967.64990234375,4866.10009765625,4901.9501953125,791246
2024-04-05,4805.07275390625,4927.5,4945.0,4893.0,4945.0,340663
2024-04-08,4775.72021484375,4897.39990234375,4956.0,4883.0,4940.0,376850
2024-04-09,4771.0888671875,4892.64990234375,4973.10009765625,4880.0,4936.0,330892
2024-04-10,4796.14990234375,4918.35009765625,4927.0498046875,4875.35009765625,4918.75,271550
2024-04-12,4767.431640625,4888.89990234375,4953.0,4880.0498046875,4916.0,218620
2024-04-15,4695.513671875,4815.14990234375,4891.4501953125,4800.2998046875,4855.0,335329
2024-04-16,4546.99853515625,4662.85009765625,4786.9501953125,4650.0498046875,4786.9501953125,1337626
2024-04-18,4580.4462890625,4697.14990234375,4756.85009765625,4677.0,4722.89990234375,638832
2024-04-19,4544.7548828125,4660.5498046875,4672.60009765625,4596.35009765625,4650.0,375613
2024-04-22,4560.0166015625,4676.2001953125,4700.0,4633.0,4699.0,270101
2024-04-23,4606.04345703125,4723.39990234375,4741.2998046875,4680.10009765625,4680.10009765625,298146
2024-04-24,4609.35888671875,4726.7998046875,4754.25,4709.60009765625,4740.0498046875,489912
2024-04-25,4519.54736328125,4634.7001953125,4687.75,4591.5,4659.9501953125,1495381
2024-04-26,4669.0869140625,4788.0498046875,4823.5498046875,4639.7001953125,4640.5,757962
2024-04-29,4626.08349609375,4743.9501953125,4809.9501953125,4715.2001953125,4801.10009765625,338991
2024-04-30,4589.4658203125,4706.39990234375,4778.60009765625,4699.9501953125,4750.0,362707
2024-05-02,4576.1064453125,4692.7001953125,4748.4501953125,4675.5498046875,4714.9501953125,423233
2024-05-03,4536.369140625,4651.9501953125,4723.75,4640.5498046875,4705.0498046875,399976
2024-05-06,4587.07666015625,4703.9501953125,4739.0,4660.0,4675.0,232694
2024-05-07,4582.63916015625,4699.39990234375,4729.0,4652.0,4710.0498046875,283096
2024-05-08,4596.68212890625,4713.7998046875,4728.85009765625,4675.64990234375,4725.0,249942
2024-05-09,4542.2685546875,4658.0,4727.7001953125,4627.5498046875,4717.0,576158
2024-05-10,4493.16943359375,4607.64990234375,4649.9501953125,4565.60009765625,4649.9501953125,315816
2024-05-13,4479.41943359375,4593.5498046875,4628.89990234375,4565.5,4607.7998046875,242264
2024-05-14,4519.693359375,4634.85009765625,4670.0498046875,4589.9501953125,4599.85009765625,156781
2024-05-15,4533.78466796875,4649.2998046875,4675.9501953125,4633.0,4648.9501953125,246664
2024-05-16,4652.65576171875,4771.2001953125,4785.89990234375,4665.9501953125,4665.9501953125,612681
2024-05-17,4645.92724609375,4764.2998046875,4790.0,4725.0,4785.0,383213
2024-05-21,4613.2109375,4730.75,4780.5,4711.0,4750.0,380590
2024-05-22,4657.0927734375,4775.75,4805.0,4722.5,4740.0,276807
2024-05-23,4711.26318359375,4831.2998046875,4848.9501953125,4780.0,4780.0,491869
2024-05-24,4719.50244140625,4839.75,4860.0,4821.5,4843.0,233454
2024-05-27,4770.50341796875,4892.0498046875,4915.2001953125,4826.7001953125,4849.9501953125,429985
2024-05-28,4764.55517578125,4885.9501953125,4933.4501953125,4855.2001953125,4915.0,321798
2024-05-29,4759.53271484375,4880.7998046875,4892.89990234375,4830.0498046875,4885.0,209717
2024-05-30,4654.5576171875,4773.14990234375,4870.7001953125,4748.0,4849.9501953125,393085
2024-05-31,4585.07763671875,4701.89990234375,4775.64990234375,4680.0,4769.89990234375,965092
2024-06-03,4533.88232421875,4649.39990234375,4825.0,4639.7998046875,4825.0,448138
2024-06-04,4515.59814453125,4630.64990234375,4675.9501953125,4513.5498046875,4649.5,683878
2024-06-05,4572.35205078125,4688.85009765625,4774.0,4630.64990234375,4634.9501953125,457063
2024-06-06,4680.98388671875,4800.25,4819.0,4703.0,4740.0,622901
2024-06-07,4853.5380859375,4977.2001953125,5007.9501953125,4820.0,4825.0,1002806
2024-06-10,4781.6201171875,4903.4501953125,4978.7998046875,4865.0,4977.25,428520
2024-06-11,4781.71728515625,4903.5498046875,4946.35009765625,4890.2998046875,4924.75,268670
2024-06-12,4828.08642578125,4951.10009765625,5024.0,4936.0498046875,4960.64990234375,705428
2024-06-13,4921.79833984375,5047.2001953125,5092.14990234375,4971.0498046875,4996.0498046875,739500
2024-06-14,4907.51220703125,5032.5498046875,5070.2001953125,4995.25,5047.2001953125,278048
2024-06-18,4963.14501953125,5089.60009765625,5132.0,5046.0498046875,5056.0,697624
2024-06-19,4938.794921875,5019.85009765625,5075.85009765625,4970.5,5072.0,351127
2024-06-20,4970.86865234375,5052.4501953125,5071.0,5000.0,5030.0,333475
2024-06-21,5042.68994140625,5125.4501953125,5273.85009765625,5110.60009765625,5200.0,1417846
2024-06-24,5028.66943359375,5111.2001953125,5149.9501953125,5060.0,5100.0,258477
2024-06-25,5041.11572265625,5123.85009765625,5135.0,5070.4501953125,5111.25,179424
2024-06-26,5093.89892578125,5177.5,5190.0,5136.10009765625,5155.0,401368
2024-06-27,5290.22705078125,5377.0498046875,5389.9501953125,5125.0,5181.0,1326532
2024-06-28,5298.09814453125,5385.0498046875,5450.0,5315.0,5377.0,413940
2024-07-01,5359.53955078125,5447.5,5550.0,5352.14990234375,5372.4501953125,1092209
2024-07-02,5385.611328125,5474.0,5543.0,5405.0,5450.0498046875,502427
2024-07-03,5378.13427734375,5466.39990234375,5503.39990234375,5435.2998046875,5489.89990234375,251028
2024-07-04,5371.34619140625,5459.5,5520.0,5445.0,5479.7998046875,255625
2024-07-05,5334.15625,5421.7001953125,5493.2001953125,5398.75,5459.0,213468
2024-07-08,5302.67333984375,5389.7001953125,5459.64990234375,5347.25,5421.7001953125,198972
2024-07-09,5290.3251953125,5377.14990234375,5428.7001953125,5334.85009765625,5405.5,241090
2024-07-10,5289.439453125,5376.25,5426.9501953125,5320.35009765625,5400.0,300436
2024-07-11,5320.28369140625,5407.60009765625,5424.64990234375,5338.0,5393.0,266246
2024-07-12,5482.66845703125,5572.64990234375,5659.7001953125,5470.10009765625,5521.25,1174862
2024-07-15,5389.6943359375,5478.14990234375,5642.0,5460.5498046875,5612.0,322248
2024-07-16,5472.53515625,5562.35009765625,5577.7998046875,5438.2998046875,5490.10009765625,339480
2024-07-18,5663.94384765625,5756.89990234375,5778.0,5605.0,5605.0,2592299
2024-07-19,5669.69921875,5762.75,5879.14990234375,5732.2998046875,5781.0,961356
2024-07-22,5626.01611328125,5718.35009765625,5780.0498046875,5661.0498046875,5733.0,271458
2024-07-23,5596.74658203125,5688.60009765625,5760.0,5547.5498046875,5747.0,319279
2024-07-24,5573.67529296875,5665.14990234375,5715.0,5651.7998046875,5694.0,144400
2024-07-25,5507.5107421875,5597.89990234375,5638.9501953125,5561.0,5610.0,273149
2024-07-26,5694.98486328125,5788.4501953125,5811.89990234375,5585.0498046875,5599.85009765625,497275
2024-07-29,5693.1640625,5786.60009765625,5858.7001953125,5750.0,5811.9501953125,199536
2024-07-30,5580.90625,5672.5,5797.0,5651.35009765625,5786.60009765625,368957
2024-07-31,5566.7880859375,5658.14990234375,5709.39990234375,5636.5,5665.0,410606
2024-08-01,5587.20361328125,5678.89990234375,5767.35009765625,5626.0,5689.0,472017
2024-08-02,5420.931640625,5509.89990234375,5667.9501953125,5480.0,5585.0,425166
2024-08-05,5303.06640625,5390.10009765625,5405.0,5257.0498046875,5258.0,733853
2024-08-06,5372.57568359375,5460.75,5528.0,5371.0,5371.0,393965
2024-08-07,5477.60205078125,5567.5,5587.0,5503.60009765625,5524.0,260682
2024-08-08,5252.1025390625,5338.2998046875,5547.0,5320.85009765625,5547.0,496812
2024-08-09,5286.78369140625,5373.5498046875,5483.0,5365.7001953125,5440.0,325943
2024-08-12,5313.2490234375,5400.4501953125,5435.5,5319.85009765625,5373.5498046875,204264
2024-08-13,5297.95068359375,5384.89990234375,5405.89990234375,5302.7998046875,5346.60009765625,223672
2024-08-14,5339.91162109375,5427.5498046875,5439.9501953125,5367.0,5395.0,241696
2024-08-16,5473.912109375,5563.75,5600.0,5486.9501953125,5529.60009765625,445477
2024-08-19,5584.44873046875,5676.10009765625,5710.5,5567.9501953125,5567.9501953125,281113
2024-08-20,5615.63623046875,5707.7998046875,5752.0,5665.5,5680.0,326477
2024-08-21,5621.19580078125,5713.4501953125,5731.0,5658.39990234375,5685.10009765625,247285
2024-08-22,5612.29150390625,5704.39990234375,5769.0,5657.4501953125,5734.9501953125,223201
2024-08-23,5550.50537109375,5641.60009765625,5703.0,5620.0,5691.0,252213
2024-08-26,5647.267578125,5739.9501953125,5754.7001953125,5649.75,5660.0,333622
2024-08-27,5658.68017578125,5751.5498046875,5799.0,5706.0498046875,5715.0,269054
2024-08-28,6028.6083984375,6127.5498046875,6198.89990234375,5770.0,5775.0,3580339
2024-08-29,6033.08544921875,6132.10009765625,6150.0,6055.0498046875,6114.0,613085
2024-08-30,6056.64794921875,6156.0498046875,6173.0498046875,6069.0,6152.10009765625,1700749
2024-09-02,6054.1396484375,6153.5,6201.0,6102.0,6102.0,343399
2024-09-03,6046.4658203125,6145.7001953125,6179.0,6085.0,6097.0,406722
2024-09-04,5973.1689453125,6071.2001953125,6088.14990234375,5989.75,6005.0,482013
2024-09-05,6050.00732421875,6149.2998046875,6200.0,6078.0,6089.7998046875,636255
2024-09-06,6065.84765625,6165.39990234375,6317.9501953125,6146.9501953125,6205.0,1157210
2024-09-09,6047.3515625,6146.60009765625,6198.9501953125,6105.0,6135.0,361840
2024-09-10,6240.9248046875,6343.35009765625,6400.0,6177.2998046875,6205.64990234375,929755
2024-09-11,6197.58544921875,6299.2998046875,6365.0,6275.0,6332.0,331331
2024-09-12,6289.13330078125,6392.35009765625,6410.0,6278.35009765625,6301.0,426550
2024-09-13,6312.59765625,6416.2001953125,6447.25,6340.0,6370.0,278354
2024-09-16,6319.73095703125,6423.4501953125,6453.0,6391.10009765625,6446.0,161324
2024-09-17,6351.50927734375,6455.75,6514.4501953125,6396.5498046875,6409.7001953125,367663
2024-09-18,6263.50341796875,6366.2998046875,6399.0,6232.0,6399.0,757933
2024-09-19,6274.1787109375,6377.14990234375,6574.9501953125,6344.14990234375,6440.0,753347
2024-09-20,6270.19384765625,6373.10009765625,6451.0,6336.35009765625,6336.35009765625,393050
2024-09-23,6223.953125,6326.10009765625,6410.0,6286.64990234375,6400.0,278381
2024-09-24,6241.66259765625,6344.10009765625,6355.0,6205.2001953125,6326.0,627620
2024-09-25,6004.01220703125,6102.5498046875,6344.10009765625,6090.5498046875,6344.10009765625,617659
2024-09-26,6064.51953125,6164.0498046875,6196.0,6103.10009765625,6134.9501953125,535600
2024-09-27,6037.0205078125,6136.10009765625,6359.0,6105.0498046875,6220.0,5261322
2024-09-30,6143.52294921875,6244.35009765625,6273.2998046875,6023.0,6100.0,685928
2024-10-01,6172.15283203125,6273.4501953125,6285.9501953125,6189.0,6244.35009765625,526014
2024-10-03,6083.99951171875,6183.85009765625,6305.0,6152.5,6199.9501953125,297603
2024-10-04,6015.3759765625,6114.10009765625,6264.64990234375,6100.0,6200.9501953125,330589
2024-10-07,6153.95166015625,6254.9501953125,6296.0,6150.0,6169.89990234375,608166
2024-10-08,6273.833984375,6376.7998046875,6388.0,6185.0498046875,6289.5,386713
2024-10-09,6336.5546875,6440.5498046875,6487.0,6365.25,6394.0,485153
2024-10-10,6243.58056640625,6346.0498046875,6488.0,6320.0498046875,6486.0,200473
2024-10-11,6307.43310546875,6410.9501953125,6458.64990234375,6340.0,6340.0,383832
2024-10-14,6344.42529296875,6448.5498046875,6485.85009765625,6369.39990234375,6412.0,208260
2024-10-15,6356.4775390625,6460.7998046875,6551.7001953125,6440.0498046875,6490.7001953125,597153
2024-10-16,6256.66552734375,6359.35009765625,6470.0,6340.0,6460.0,155322
2024-10-17,6291.19970703125,6394.4501953125,6425.0,6312.7001953125,6388.89990234375,310484
2024-10-18,5894.95263671875,5991.7001953125,6380.0,5960.0,6380.0,1019092
2024-10-21,5847.13671875,5943.10009765625,6068.5498046875,5922.25,6029.0,307418
2024-10-22,5781.76025390625,5876.64990234375,5996.7998046875,5860.0,5968.9501953125,201412
2024-10-23,5839.216796875,5935.0498046875,6028.75,5861.39990234375,5876.0,379455
2024-10-24,5873.947265625,5970.35009765625,5994.2998046875,5917.0,5942.4501953125,179275
2024-10-25,5827.40234375,5903.2001953125,5982.60009765625,5827.5,5970.2998046875,191734
2024-10-28,5814.17431640625,5889.7998046875,5962.0498046875,5825.60009765625,5909.7998046875,132878
2024-10-29,5777.10693359375,5852.25,5946.9501953125,5805.4501953125,5924.7998046875,114850
2024-10-30,5720.73974609375,5795.14990234375,5879.7998046875,5780.25,5842.0,130223
2024-10-31,5637.5224609375,5710.85009765625,5858.9501953125,5621.2001953125,5796.0,492437
2024-11-01,5658.00634765625,5731.60009765625,5760.64990234375,5701.0498046875,5702.0,23678
2024-11-04,5663.48486328125,5737.14990234375,5751.75,5572.64990234375,5700.0,198497
2024-11-05,5646.40673828125,5719.85009765625,5785.10009765625,5685.0,5735.0,163042
2024-11-06,5913.23583984375,5990.14990234375,5999.9501953125,5761.5498046875,5789.0,517708
2024-11-07,5810.42333984375,5886.0,6002.5498046875,5820.0498046875,6000.0,206546
2024-11-08,5850.84814453125,5926.9501953125,5993.0,5889.2001953125,5899.0,169926
2024-11-11,5897.8857421875,5974.60009765625,6025.0,5858.89990234375,5890.0,146972
2024-11-12,5927.94482421875,6005.0498046875,6037.0,5964.7998046875,6007.0,289914
2024-11-13,5871.18310546875,5947.5498046875,6009.7001953125,5914.14990234375,6005.0498046875,181293
2024-11-14,5917.6787109375,5994.64990234375,6011.0,5920.0498046875,5947.0498046875,143974
2024-11-18,5766.49462890625,5841.5,5984.9501953125,5711.5,5955.0,276072
2024-11-19,5810.37451171875,5885.9501953125,5965.0,5832.5,5841.5,218021
2024-11-21,5854.89453125,5931.0498046875,5946.5498046875,5848.35009765625,5880.0498046875,132376
2024-11-22,6054.94287109375,6133.7001953125,6148.25,5931.0498046875,5979.89990234375,301184
2024-11-25,6036.72998046875,6115.25,6196.7998046875,6089.14990234375,6150.0,532812
2024-11-26,6147.19287109375,6227.14990234375,6264.39990234375,6123.75,6148.9501953125,241508
2024-11-27,6181.2998046875,6261.7001953125,6301.5498046875,6190.0498046875,6227.9501953125,234693
2024-11-28,6080.65869140625,6159.75,6273.89990234375,6085.5498046875,6269.89990234375,304005
2024-11-29,6093.1455078125,6172.39990234375,6250.0,6130.0,6130.0,148132
2024-12-02,6133.5703125,6213.35009765625,6235.39990234375,6130.2001953125,6172.39990234375,114428
2024-12-03,6087.8154296875,6167.0,6286.10009765625,6125.75,6223.0,295648
2024-12-04,6141.61572265625,6221.5,6249.0,6152.4501953125,6200.0,160443
2024-12-05,6265.65185546875,6347.14990234375,6360.0,6240.2001953125,6255.0,259179
2024-12-06,6296.99462890625,6378.89990234375,6398.85009765625,6330.9501953125,6346.0,205466
2024-12-09,6307.01416015625,6389.0498046875,6438.0,6330.0,6378.89990234375,159761
2024-12-10,6494.8212890625,6579.2998046875,6624.0,6400.2998046875,6400.35009765625,738557
2024-12-11,6513.87353515625,6598.60009765625,6642.64990234375,6540.7998046875,6634.60009765625,381763
2024-12-12,6582.03662109375,6667.64990234375,6734.39990234375,6601.0498046875,6619.9501953125,495471
2024-12-13,6628.23583984375,6714.4501953125,6738.0,6640.25,6650.0,338031
2024-12-16,6651.92822265625,6738.4501953125,6767.9501953125,6697.5,6700.0,269421
2024-12-17,6610.96142578125,6696.9501953125,6759.89990234375,6650.2998046875,6738.4501953125,228608
2024-12-18,6489.638671875,6574.0498046875,6735.89990234375,6556.0498046875,6699.7998046875,179125
2024-12-19,6140.72705078125,6220.60009765625,6370.0,6205.5498046875,6370.0,734279
2024-12-20,5749.515625,5824.2998046875,6288.0,5801.0,6288.0,1118998
2024-12-23,5656.87109375,5730.4501953125,5895.0,5707.0,5877.89990234375,373162
2024-12-24,5652.18212890625,5725.7001953125,5788.0,5702.0,5764.0,196609
2024-12-26,5678.48974609375,5752.35009765625,5773.9501953125,5650.7001953125,5730.0,380345
2024-12-27,5605.09423828125,5678.0,5819.9501953125,5671.2001953125,5769.0,341033
2024-12-30,5571.037109375,5643.5,5707.9501953125,5602.0,5680.4501953125,908239
2024-12-31,5514.1767578125,5585.89990234375,5620.0,5510.0,5620.0,299147
2025-01-01,5600.50390625,5673.35009765625,5682.89990234375,5602.75,5625.5498046875,150254
2025-01-02,5679.18017578125,5753.0498046875,5771.35009765625,5645.0498046875,5660.0,371309
2025-01-03,5659.78271484375,5733.39990234375,5780.0,5700.0,5780.0,285435
2025-01-06,5657.75927734375,5731.35009765625,5889.0,5708.39990234375,5843.9501953125,394865
2025-01-07,5683.03076171875,5756.9501953125,5840.0,5738.0498046875,5784.7998046875,152237
2025-01-08,5806.32666015625,5881.85009765625,5900.0,5661.5,5750.0,254792
2025-01-09,5765.705078125,5840.7001953125,5902.2998046875,5811.10009765625,5897.89990234375,211300
2025-01-10,6045.76220703125,6124.39990234375,6152.7998046875,5882.0,5882.0,1095351
2025-01-13,5953.31494140625,6030.75,6157.9501953125,6005.0,6094.0,453385
2025-01-14,5678.044921875,5751.89990234375,6042.89990234375,5723.75,6030.75,469510
2025-01-15,5762.59521484375,5837.5498046875,5905.4501953125,5691.0,5766.0,315806
2025-01-16,5902.03173828125,5978.7998046875,6031.5498046875,5855.5498046875,5877.4501953125,507014
2025-01-17,5814.66796875,5890.2998046875,5980.0,5770.0,5855.0,766633
2025-01-20,5750.5029296875,5825.2998046875,5898.75,5790.7001953125,5885.0,173144
2025-01-21,5684.4619140625,5758.39990234375,5881.89990234375,5740.9501953125,5821.0,157604
2025-01-22,5774.78662109375,5849.89990234375,5873.10009765625,5692.0,5745.0498046875,203767
2025-01-23,5924.9833984375,6002.0498046875,6059.7001953125,5821.0,5821.0,283420
2025-01-24,5921.13330078125,5998.14990234375,6047.9501953125,5961.60009765625,6023.60009765625,219285
2025-01-27,5612.69580078125,5685.7001953125,5928.10009765625,5620.0,5855.5498046875,418147
2025-01-28,5592.65576171875,5665.39990234375,5728.5,5610.0,5650.0,262239
2025-01-29,5807.21533203125,5882.75,5940.0,5674.9501953125,5674.9501953125,248653
2025-01-30,5765.2607421875,5840.25,5923.89990234375,5816.4501953125,5913.0498046875,178832
2025-01-31,5838.2119140625,5914.14990234375,5955.0,5823.25,5865.0,225354
2025-02-01,5830.462890625,5906.2998046875,5948.85009765625,5863.14990234375,5914.14990234375,104183
2025-02-03,5716.29736328125,5790.64990234375,5869.7998046875,5733.4501953125,5850.0,315896
2025-02-04,5826.46484375,5902.25,5917.64990234375,5819.9501953125,5832.25,251536
2025-02-05,5947.3427734375,6024.7001953125,6096.9501953125,5870.14990234375,5900.0,372380
2025-02-06,5868.517578125,5944.85009765625,6084.9501953125,5906.35009765625,6050.7001953125,82706
2025-02-07,5880.1171875,5956.60009765625,5997.0,5883.14990234375,5974.89990234375,96121
2025-02-10,5723.45458984375,5797.89990234375,6000.0,5775.0,5966.0,107380
2025-02-11,5604.79833984375,5677.7001953125,5816.9501953125,5651.0,5765.0,173609
2025-02-12,5632.2412109375,5705.5,5713.10009765625,5607.0498046875,5678.0,181440
2025-02-13,5529.52734375,5601.4501953125,5744.9501953125,5580.0,5675.0498046875,240957
2025-02-14,5440.8310546875,5511.60009765625,5657.0498046875,5476.0498046875,5632.0,325701
2025-02-17,5402.33203125,5472.60009765625,5524.60009765625,5412.14990234375,5485.0498046875,334769
2025-02-18,5595.81494140625,5668.60009765625,5685.0,5476.0,5501.25,368623
2025-02-19,5399.86328125,5470.10009765625,5657.0,5460.0,5657.0,300572
2025-02-20,5325.974609375,5395.25,5449.89990234375,5355.0498046875,5439.0,319665
2025-02-21,5230.46728515625,5298.5,5422.39990234375,5267.0,5385.10009765625,186213
2025-02-24,4982.640625,5047.4501953125,5283.0,4940.0,5235.0,1199262
2025-02-25,4899.47265625,4963.2001953125,5061.9501953125,4927.0,5034.4501953125,486917
2025-02-27,4815.958984375,4878.60009765625,4980.0,4862.0,4951.0,243046
2025-02-28,4606.0390625,4665.9501953125,4849.0,4650.4501953125,4825.0,562521
2025-03-03,4772.12890625,4834.2001953125,4853.64990234375,4631.0498046875,4667.89990234375,460970
2025-03-04,4624.8447265625,4685.0,4781.0,4640.0,4714.0,456566
2025-03-05,4712.2080078125,4773.5,4814.64990234375,4669.0,4669.0,437483
2025-03-06,4761.17138671875,4823.10009765625,4847.0,4783.4501953125,4804.0498046875,331678
2025-03-07,4661.3203125,4721.9501953125,4814.0498046875,4697.35009765625,4814.0498046875,324150
2025-03-10,4610.974609375,4670.9501953125,4780.0,4662.7001953125,4732.9501953125,253711
2025-03-11,4594.6865234375,4654.4501953125,4678.0,4522.0,4600.0,241860
2025-03-12,4428.30078125,4485.89990234375,4669.10009765625,4466.0,4621.0,582088
2025-03-13,4409.6923828125,4467.0498046875,4578.0,4437.4501953125,4511.0,483273
2025-03-17,4303.81982421875,4359.7998046875,4445.0,4239.0,4428.2001953125,1122866
2025-03-18,4303.81982421875,4359.7998046875,4359.7998046875,4359.7998046875,4359.7998046875,0
2025-03-19,4309.3974609375,4365.4501953125,4459.0,4326.0,4459.0,596998
2025-03-20,4364.3818359375,4421.14990234375,4515.0,4385.7001953125,4433.60009765625,867249
2025-03-21,4462.20947265625,4520.25,4532.7001953125,4259.7998046875,4350.0,748890
2025-03-24,4561.07373046875,4620.39990234375,4643.39990234375,4504.0,4559.0,465723
2025-03-25,4547.25341796875,4606.39990234375,4677.0498046875,4560.35009765625,4677.0498046875,646427
2025-03-26,4560.43212890625,4619.75,4658.9501953125,4581.2001953125,4625.0,359284
2025-03-27,4596.1181640625,4655.89990234375,4679.0,4559.5498046875,4587.0498046875,390826
2025-03-28,4433.68115234375,4491.35009765625,4626.39990234375,4475.0,4540.0498046875,447846
2025-04-01,4369.7626953125,4426.60009765625,4483.4501953125,4375.0,4474.60009765625,230709
2025-04-02,4442.12109375,4499.89990234375,4508.9501953125,4396.60009765625,4449.75,269265
2025-04-03,4286.19970703125,4341.9501953125,4450.0,4303.5,4391.0,505177
2025-04-04,4083.140625,4136.25,4346.0,4101.0,4310.0,661108
2025-04-07,4005.055908203125,4057.14990234375,4100.0,3802.0,3900.0,433019
2025-04-08,4122.23193359375,4175.85009765625,4237.4501953125,4062.800048828125,4170.4501953125,390791
2025-04-09,4055.10498046875,4107.85009765625,4171.60009765625,4024.75,4114.75,564545
2025-04-11,4186.34765625,4240.7998046875,4253.25,4167.0498046875,4236.35009765625,473127
2025-04-15,4262.16162109375,4317.60009765625,4328.0,4240.7998046875,4326.0,344488
2025-04-16,4221.39208984375,4276.2998046875,4329.5,4255.0,4308.10009765625,254885
2025-04-17,4138.07568359375,4191.89990234375,4231.5,4040.10009765625,4150.0,783069
2025-04-21,4242.22119140625,4297.39990234375,4350.0,4200.0,4210.0,556193
