date_,adj close_balramchin.ns,close_balramchin.ns,high_balramchin.ns,low_balramchin.ns,open_balramchin.ns,volume_balramchin.ns
2024-04-18,363.7493591308594,368.6499938964844,378.29998779296875,366.75,373.8999938964844,1078069
2024-04-19,360.7892150878906,365.6499938964844,367.0,363.0,366.0,837182
2024-04-22,369.5216064453125,374.5,380.5,368.0,369.54998779296875,2260096
2024-04-23,374.0111083984375,379.04998779296875,383.25,372.20001220703125,377.5,1566160
2024-04-24,382.8914489746094,388.04998779296875,390.95001220703125,378.0,379.95001220703125,2055296
2024-04-25,382.8914489746094,388.04998779296875,392.5,386.0,389.3999938964844,1672782
2024-04-26,385.6048889160156,390.79998779296875,395.6000061035156,385.0,387.5,1891408
2024-04-29,396.3600158691406,401.70001220703125,409.5,392.0,392.5,7475591
2024-04-30,390.2917175292969,395.54998779296875,405.5,394.5,404.8500061035156,1780188
2024-05-02,390.4891052246094,395.75,399.3999938964844,393.1000061035156,397.3999938964844,694932
2024-05-03,386.394287109375,391.6000061035156,402.0,387.1000061035156,397.0,1377181
2024-05-06,380.5233459472656,385.6499938964844,393.8999938964844,382.70001220703125,393.0,826271
2024-05-07,371.9883728027344,377.0,387.54998779296875,375.3500061035156,386.3999938964844,833608
2024-05-08,375.8858337402344,380.95001220703125,383.0,374.0,377.0,420317
2024-05-09,366.7587890625,371.70001220703125,382.3500061035156,370.25,381.54998779296875,703063
2024-05-10,369.37359619140625,374.3500061035156,376.25,368.6000061035156,373.0,427239
2024-05-13,367.54815673828125,372.5,374.79998779296875,367.0,374.45001220703125,453068
2024-05-14,373.56707763671875,378.6000061035156,380.0,372.6499938964844,373.5,574513
2024-05-15,372.2350158691406,377.25,381.5,376.25,376.8999938964844,291824
2024-05-16,373.61639404296875,378.6499938964844,381.79998779296875,377.04998779296875,379.8999938964844,474872
2024-05-17,379.0926513671875,384.20001220703125,385.3999938964844,379.0,380.0,589139
2024-05-21,372.6790466308594,377.70001220703125,382.0,375.6000061035156,381.20001220703125,500762
2024-05-22,371.4949951171875,376.5,381.29998779296875,374.29998779296875,380.0,504163
2024-05-23,372.0870361328125,377.1000061035156,379.75,375.0,377.0,621609
2024-05-24,383.2861633300781,388.45001220703125,392.0,377.1000061035156,377.1000061035156,1547922
2024-05-27,375.14581298828125,380.20001220703125,392.6000061035156,379.25,392.04998779296875,1893228
2024-05-28,375.8858337402344,380.95001220703125,384.8500061035156,377.3500061035156,381.79998779296875,577218
2024-05-29,378.5499267578125,383.6499938964844,385.0,377.20001220703125,380.8500061035156,908231
2024-05-30,372.58038330078125,377.6000061035156,383.79998779296875,375.25,382.95001220703125,1429978
2024-05-31,373.22174072265625,378.25,383.79998779296875,375.95001220703125,378.45001220703125,1436154
2024-06-03,385.9009094238281,391.1000061035156,394.95001220703125,382.25,387.0,2137006
2024-06-04,359.2598571777344,364.1000061035156,389.95001220703125,352.0,388.04998779296875,2372167
2024-06-05,385.65423583984375,390.8500061035156,392.0,362.0,365.5,2163762
2024-06-06,381.21405029296875,386.3500061035156,394.0,385.25,390.8999938964844,1003097
2024-06-07,395.0772705078125,400.3999938964844,407.3999938964844,386.75,390.8999938964844,4873537
2024-06-10,391.5251159667969,396.79998779296875,400.8999938964844,393.3500061035156,400.0,1660100
2024-06-11,400.0108337402344,405.3999938964844,407.0,396.25,398.0,3035231
2024-06-12,413.9726867675781,419.54998779296875,421.25,408.0,409.1000061035156,7960740
2024-06-13,433.3121337890625,439.1499938964844,441.3999938964844,420.0,426.0,10570550
2024-06-14,424.48114013671875,430.20001220703125,445.8999938964844,427.0,443.5,7418060
2024-06-18,423.3464050292969,429.04998779296875,432.54998779296875,424.0,431.0,2046007
2024-06-19,434.98956298828125,440.8500061035156,444.3999938964844,422.20001220703125,431.25,6371818
2024-06-20,435.8775939941406,441.75,447.3500061035156,437.0,442.0,2805846
2024-06-21,437.5056457519531,443.3999938964844,455.8500061035156,436.25,442.0,4808428
2024-06-24,436.8149719238281,442.70001220703125,448.0,440.0,445.0,2080011
2024-06-25,434.8415832519531,440.70001220703125,448.3500061035156,440.04998779296875,445.45001220703125,2330181
2024-06-26,424.2344665527344,429.95001220703125,440.6000061035156,427.0,440.6000061035156,3781687
2024-06-27,423.19842529296875,428.8999938964844,433.20001220703125,423.45001220703125,430.8999938964844,1292205
2024-06-28,423.98779296875,429.70001220703125,437.3500061035156,427.04998779296875,427.04998779296875,1531934
2024-07-01,428.427978515625,434.20001220703125,438.29998779296875,432.1499938964844,435.0,940144
2024-07-02,429.8586730957031,435.6499938964844,443.8999938964844,427.0,435.0,1586222
2024-07-03,423.24774169921875,428.95001220703125,440.04998779296875,426.6499938964844,440.0,1130106
2024-07-04,421.91571044921875,427.6000061035156,435.0,426.8500061035156,430.04998779296875,1002901
2024-07-05,420.9289855957031,426.6000061035156,433.04998779296875,423.45001220703125,428.04998779296875,964581
2024-07-08,418.11688232421875,423.75,431.70001220703125,422.0,426.25,1102223
2024-07-09,425.5171813964844,431.25,441.6000061035156,424.0,424.70001220703125,3646938
2024-07-10,430.7467041015625,436.54998779296875,437.3999938964844,424.3999938964844,431.0,2652951
2024-07-11,439.13372802734375,445.04998779296875,447.79998779296875,436.29998779296875,436.29998779296875,3848797
2024-07-12,434.4962158203125,440.3500061035156,451.8999938964844,439.04998779296875,449.0,2588771
2024-07-15,438.5910339355469,444.5,447.29998779296875,440.0,441.0,1362173
2024-07-16,444.21527099609375,450.20001220703125,460.0,445.5,445.8500061035156,5234024
2024-07-18,443.721923828125,449.70001220703125,453.95001220703125,446.79998779296875,449.5,1469762
2024-07-19,435.68023681640625,441.54998779296875,451.3500061035156,438.0,450.3999938964844,1458707
2024-07-22,438.5910339355469,444.5,449.25,434.3999938964844,437.0,1709359
2024-07-23,438.0976867675781,444.0,449.29998779296875,426.1000061035156,446.6499938964844,1730145
2024-07-24,446.53399658203125,452.54998779296875,456.95001220703125,441.95001220703125,442.0,1902600
2024-07-25,441.3537902832031,447.29998779296875,461.3500061035156,444.75,447.0,2354865
2024-07-26,455.1676940917969,461.29998779296875,465.0,445.5,445.5,2054033
2024-07-29,463.94940185546875,470.20001220703125,474.79998779296875,463.0,465.1000061035156,2880173
2024-07-30,474.0137939453125,480.3999938964844,485.95001220703125,468.20001220703125,470.0,2619945
2024-07-31,474.45782470703125,480.8500061035156,493.8999938964844,473.5,480.8999938964844,4076105
2024-08-01,477.9112854003906,484.3500061035156,489.8500061035156,474.29998779296875,484.0,2385649
2024-08-02,475.2965393066406,481.70001220703125,491.6499938964844,475.3500061035156,482.95001220703125,2985921
2024-08-05,467.4028625488281,473.70001220703125,481.04998779296875,468.04998779296875,478.0,2859168
2024-08-06,462.2226867675781,468.45001220703125,485.1499938964844,467.0,475.0,2988487
2024-08-07,485.60760498046875,492.1499938964844,493.79998779296875,471.8999938964844,474.8999938964844,2510690
2024-08-08,482.35150146484375,488.8500061035156,499.75,486.79998779296875,494.75,1713901
2024-08-09,484.472900390625,491.0,498.0,488.25,491.0,1085532
2024-08-12,488.56768798828125,495.1499938964844,505.8999938964844,485.0,490.0,3884937
2024-08-13,504.6017150878906,511.3999938964844,523.0,495.5,505.0,9403901
2024-08-14,495.8200378417969,502.5,522.0,501.45001220703125,514.9000244140625,3023146
2024-08-16,515.6034545898438,522.5499877929688,525.9000244140625,502.1000061035156,511.0,3515856
2024-08-19,524.9278564453125,532.0,544.5499877929688,525.9000244140625,527.5,3876323
2024-08-20,563.2613525390625,570.8499755859375,578.2000122070312,535.0,535.0,8331451
2024-08-21,552.60498046875,560.0499877929688,570.9500122070312,555.0999755859375,570.9500122070312,2837632
2024-08-22,571.4511108398438,579.1500244140625,585.4000244140625,557.0,563.0,3314048
2024-08-23,556.8971557617188,564.4000244140625,582.0,558.5,582.0,3003771
2024-08-26,556.6011352539062,564.0999755859375,577.0,559.5,564.4000244140625,1370915
2024-08-27,561.9786987304688,569.5499877929688,574.5,555.1500244140625,561.0,2337943
2024-08-28,579.5914306640625,587.4000244140625,590.9500122070312,569.4000244140625,570.0,4874097
2024-08-29,571.105712890625,578.7999877929688,588.6500244140625,566.4500122070312,582.2000122070312,3749834
2024-08-30,590.69189453125,598.6500244140625,625.0,595.0499877929688,597.1500244140625,15537762
2024-09-02,583.982177734375,591.8499755859375,600.0,587.2999877929688,598.0,1903408
2024-09-03,579.8380737304688,587.6500244140625,594.0499877929688,584.5,591.8499755859375,771606
2024-09-04,579.29541015625,587.0999755859375,605.3499755859375,579.25,583.2999877929688,2474848
2024-09-05,579.0486450195312,586.8499755859375,597.9500122070312,584.5999755859375,589.8499755859375,737719
2024-09-06,560.4985961914062,568.0499877929688,589.0,565.0,586.5,1679958
2024-09-09,548.164794921875,555.5499877929688,578.4000244140625,552.7999877929688,565.0,1466566
2024-09-10,554.9237060546875,562.4000244140625,567.0,557.3499755859375,559.2000122070312,792290
2024-09-11,544.2179565429688,551.5499877929688,564.2000122070312,546.0999755859375,562.2999877929688,709680
2024-09-12,565.1361083984375,572.75,576.0,555.0,557.0,2197509
2024-09-13,549.8915405273438,557.2999877929688,574.0,556.0,572.4500122070312,947306
2024-09-16,561.1893310546875,568.75,575.4000244140625,562.5,565.3499755859375,1537588
2024-09-17,562.5213623046875,570.0999755859375,571.7999877929688,562.5499877929688,566.0,668955
2024-09-18,565.6295166015625,573.25,581.0,568.0,570.75,1732747
2024-09-19,575.7432250976562,583.5,592.7999877929688,568.7999877929688,580.7000122070312,3323595
2024-09-20,586.301025390625,594.2000122070312,606.7999877929688,583.1500244140625,593.0,4735432
2024-09-23,587.4850463867188,595.4000244140625,602.0,586.25,594.0,2188697
2024-09-24,601.644287109375,609.75,612.5,595.0999755859375,598.9500122070312,1989664
2024-09-25,599.8682250976562,607.9500122070312,616.5999755859375,601.7000122070312,611.75,1630339
2024-09-26,604.6044311523438,612.75,614.75,602.6500244140625,613.0,1929927
2024-09-27,646.0953979492188,654.7999877929688,664.8499755859375,620.0,630.0499877929688,12964554
2024-09-30,640.2738647460938,648.9000244140625,659.7000122070312,641.0,648.0,2647979
2024-10-01,671.5031127929688,680.5499877929688,688.5499877929688,642.0,645.0,5927802
2024-10-03,659.8599243164062,668.75,691.7999877929688,665.7000122070312,676.9500122070312,4083979
2024-10-04,651.9169921875,660.7000122070312,675.9500122070312,653.2000122070312,668.4000244140625,2726975
2024-10-07,619.503662109375,627.8499755859375,668.4500122070312,625.3499755859375,662.0,2432098
2024-10-08,644.6646118164062,653.3499755859375,657.5499877929688,623.0999755859375,627.7999877929688,1408010
2024-10-09,644.4673461914062,653.1500244140625,661.5999755859375,650.5999755859375,657.4000244140625,842805
2024-10-10,646.243408203125,654.9500122070312,660.75,648.9000244140625,657.7000122070312,638371
2024-10-11,640.0271606445312,648.6500244140625,656.7000122070312,645.4500122070312,655.0,478884
2024-10-14,644.6646118164062,653.3499755859375,657.75,644.0999755859375,648.0999755859375,453666
2024-10-15,657.590576171875,666.4500122070312,674.0,648.7999877929688,653.4000244140625,1071463
2024-10-16,640.4218139648438,649.0499877929688,665.0,633.7000122070312,660.8499755859375,1812014
2024-10-17,630.1600952148438,638.6500244140625,654.0499877929688,635.7000122070312,646.0999755859375,3037476
2024-10-18,629.7654418945312,638.25,646.2999877929688,632.0,636.0,1023335
2024-10-21,624.486572265625,632.9000244140625,648.9500122070312,624.5,644.4000244140625,1394687
2024-10-22,594.9346923828125,602.9500122070312,632.9000244140625,601.5,632.9000244140625,1282869
2024-10-23,605.6404418945312,613.7999877929688,619.9000244140625,593.0999755859375,598.0,1141929
2024-10-24,605.4430541992188,613.5999755859375,621.5499877929688,608.7999877929688,611.0,606722
2024-10-25,599.177490234375,607.25,619.4000244140625,598.9000244140625,613.5999755859375,780587
2024-10-28,619.7503051757812,628.0999755859375,631.2000122070312,605.75,607.25,986628
2024-10-29,634.2549438476562,642.7999877929688,646.1500244140625,622.8499755859375,629.5499877929688,1135687
2024-10-30,650.7822875976562,659.5499877929688,666.0,638.0499877929688,640.0,1420890
2024-10-31,619.454345703125,627.7999877929688,664.9500122070312,611.5999755859375,661.0,3026129
2024-11-01,620.1450805664062,628.5,633.5499877929688,626.0,626.9500122070312,245706
2024-11-04,601.2495727539062,609.3499755859375,625.7999877929688,606.2000122070312,625.5999755859375,591317
2024-11-05,602.236328125,610.3499755859375,624.9000244140625,601.5499877929688,604.0,998580
2024-11-06,599.8682250976562,607.9500122070312,616.4500122070312,605.5,610.5,469329
2024-11-07,591.0372314453125,599.0,612.9500122070312,594.3499755859375,607.0,464837
2024-11-08,585.3636474609375,593.25,599.0999755859375,574.5,597.75,1217407
2024-11-11,566.2708740234375,573.9000244140625,593.25,561.0999755859375,587.0999755859375,1820748
2024-11-12,559.4132690429688,566.9500122070312,580.5,563.4000244140625,575.0499877929688,644966
2024-11-13,540.3204956054688,547.5999755859375,564.2000122070312,544.75,560.0,680638
2024-11-14,532.2295532226562,539.4000244140625,555.7000122070312,535.5499877929688,551.9500122070312,995557
2024-11-18,518.3169555664062,525.2999877929688,542.0,517.0499877929688,539.4000244140625,980309
2024-11-19,519.8463134765625,526.8499755859375,539.8499755859375,524.3499755859375,532.0,530731
2024-11-21,501.9375915527344,508.70001220703125,528.75,507.0,526.0,466169
2024-11-22,508.745849609375,515.5999755859375,522.0,505.95001220703125,506.0,393719
2024-11-25,532.0691528320312,536.0999755859375,543.9500122070312,520.25,522.0999755859375,1226641
2024-11-26,559.1639404296875,563.4000244140625,568.2999877929688,532.8499755859375,536.0999755859375,1044370
2024-11-27,562.7864990234375,567.0499877929688,583.5999755859375,564.5,565.0,1242287
2024-11-28,556.8811645507812,561.0999755859375,571.9500122070312,550.3499755859375,566.0,778827
2024-11-29,580.7007446289062,585.0999755859375,588.0,560.75,561.6500244140625,1219806
2024-12-02,587.3999633789062,591.8499755859375,594.5499877929688,576.0,581.0999755859375,537387
2024-12-03,604.1233520507812,608.7000122070312,613.4000244140625,585.7000122070312,587.7000122070312,1124018
2024-12-04,586.7549438476562,591.2000122070312,603.7999877929688,580.0,603.7999877929688,1973824
2024-12-05,581.4947509765625,585.9000244140625,596.4000244140625,583.0499877929688,587.2000122070312,546794
2024-12-06,579.5594482421875,583.9500122070312,593.7999877929688,578.0,585.9500122070312,689329
2024-12-09,571.520263671875,575.8499755859375,588.4000244140625,568.75,584.0,683540
2024-12-10,580.8496704101562,585.25,587.0,575.8499755859375,577.9500122070312,461196
2024-12-11,582.8842163085938,587.2999877929688,592.6500244140625,582.0499877929688,585.25,395750
2024-12-12,584.670654296875,589.0999755859375,591.5,579.0999755859375,588.9500122070312,361195
2024-12-13,580.99853515625,585.4000244140625,587.5,576.25,583.8499755859375,282179
2024-12-16,584.0255737304688,588.4500122070312,591.5,584.4000244140625,585.0,323218
2024-12-17,583.5293579101562,587.9500122070312,593.9000244140625,585.4000244140625,588.0,356601
2024-12-18,575.7880249023438,580.1500244140625,589.0,570.0999755859375,587.7999877929688,822372
2024-12-19,569.98193359375,574.2999877929688,594.4000244140625,566.0,570.9000244140625,775894
2024-12-20,534.7489013671875,538.7999877929688,575.5499877929688,529.9500122070312,572.0,788813
2024-12-23,520.2586669921875,524.2000122070312,542.7999877929688,521.5,541.9500122070312,504286
2024-12-24,519.2661743164062,523.2000122070312,535.0,521.0999755859375,526.0499877929688,347231
2024-12-26,515.9413452148438,519.8499755859375,528.5999755859375,515.5999755859375,523.4000244140625,298034
2024-12-27,516.189453125,520.0999755859375,524.9500122070312,516.2000122070312,521.0,188875
2024-12-30,513.311279296875,517.2000122070312,529.75,513.0499877929688,520.0999755859375,495641
2024-12-31,525.8165283203125,529.7999877929688,532.0,513.2999877929688,517.0,540380
2025-01-01,541.150390625,545.25,547.1500244140625,526.0,526.0,574613
2025-01-02,523.03759765625,527.0,547.9000244140625,523.2999877929688,545.2999877929688,550465
2025-01-03,517.8270874023438,521.75,531.7000122070312,520.0499877929688,528.9500122070312,271184
2025-01-06,501.6992492675781,505.5,524.5,502.75,524.0,390098
2025-01-07,505.61956787109375,509.45001220703125,511.5,494.04998779296875,508.0,615085
2025-01-08,498.1263122558594,501.8999938964844,524.0,499.54998779296875,507.1000061035156,466825
2025-01-09,492.121826171875,495.8500061035156,506.0,494.1000061035156,499.5,225330
2025-01-10,486.5639343261719,490.25,496.04998779296875,482.0,495.0,490891
2025-01-13,461.1067810058594,464.6000061035156,485.0,457.20001220703125,485.0,761767
2025-01-14,493.26318359375,497.0,503.0,466.70001220703125,467.0,818796
2025-01-15,488.30078125,492.0,503.54998779296875,485.0,497.04998779296875,689579
2025-01-16,486.01806640625,489.70001220703125,516.6500244140625,486.20001220703125,514.0999755859375,1182080
2025-01-17,492.3203125,496.04998779296875,497.95001220703125,484.75,488.95001220703125,379894
2025-01-20,498.2751770019531,502.04998779296875,518.7999877929688,498.0,506.5,1386258
2025-01-21,503.6842346191406,507.5,513.0,501.6000061035156,507.0,939428
2025-01-22,484.92633056640625,488.6000061035156,508.0,481.45001220703125,508.0,416199
2025-01-23,480.9067687988281,484.54998779296875,494.79998779296875,482.5,491.20001220703125,225707
2025-01-24,473.3143005371094,476.8999938964844,488.70001220703125,473.29998779296875,487.0,500026
2025-01-27,472.52032470703125,476.1000061035156,482.6499938964844,464.20001220703125,472.6499938964844,511288
2025-01-28,475.7955017089844,479.3999938964844,483.0,458.0,475.04998779296875,424210
2025-01-29,492.121826171875,495.8500061035156,505.29998779296875,475.25,475.25,1484773
2025-01-30,466.6646728515625,470.20001220703125,498.8999938964844,467.04998779296875,498.8999938964844,1087722
2025-01-31,483.68572998046875,487.3500061035156,488.95001220703125,471.0,472.25,348057
2025-02-01,478.574462890625,482.20001220703125,492.95001220703125,473.79998779296875,492.95001220703125,368913
2025-02-03,461.35491943359375,464.8500061035156,480.0,462.45001220703125,474.0,367417
2025-02-04,465.8210754394531,469.3500061035156,472.6499938964844,462.0,470.0,354540
2025-02-05,465.8210754394531,469.3500061035156,477.1499938964844,465.6499938964844,469.79998779296875,510257
2025-02-06,471.57745361328125,475.1499938964844,476.04998779296875,468.1499938964844,470.5,314944
2025-02-07,450.4376220703125,453.8500061035156,475.3500061035156,447.0,473.1000061035156,1162962
2025-02-10,455.5985107421875,459.04998779296875,463.0,452.29998779296875,463.0,497696
2025-02-11,441.3067626953125,444.6499938964844,461.8500061035156,441.75,459.04998779296875,729502
2025-02-12,436.8902587890625,440.20001220703125,447.8999938964844,425.45001220703125,447.8999938964844,1361365
2025-02-13,433.81353759765625,437.1000061035156,444.75,433.3500061035156,440.20001220703125,574661
2025-02-14,426.0225830078125,429.25,439.3999938964844,424.6000061035156,437.95001220703125,254443
2025-02-17,439.7684326171875,443.1000061035156,444.95001220703125,419.04998779296875,428.0,391426
2025-02-18,427.61053466796875,430.8500061035156,443.04998779296875,424.25,440.70001220703125,418985
2025-02-19,443.44061279296875,446.79998779296875,449.5,429.54998779296875,430.8500061035156,296685
2025-02-20,474.05865478515625,477.6499938964844,485.79998779296875,443.8500061035156,445.0,974363
2025-02-21,476.688720703125,480.29998779296875,484.8999938964844,468.5,472.54998779296875,528337
2025-02-24,465.8706970214844,469.3999938964844,483.0,466.8500061035156,477.0,269567
2025-02-25,448.30377197265625,451.70001220703125,473.0,448.0,468.0,246164
2025-02-27,443.63909912109375,447.0,457.0,430.70001220703125,451.1000061035156,371517
2025-02-28,440.9097900390625,444.25,446.6499938964844,433.70001220703125,440.29998779296875,306639
2025-03-03,441.90228271484375,445.25,454.75,430.20001220703125,450.0,342248
2025-03-04,437.5849609375,440.8999938964844,451.0,435.5,435.5,348242
2025-03-05,445.92181396484375,449.29998779296875,451.70001220703125,436.54998779296875,436.54998779296875,223839
2025-03-06,455.4000244140625,458.8500061035156,467.29998779296875,452.0,452.0,197588
2025-03-07,462.0,465.5,470.0,458.20001220703125,461.0,344572
2025-03-10,449.74285888671875,453.1499938964844,471.3500061035156,450.20001220703125,465.0,278504
2025-03-11,447.2120361328125,450.6000061035156,458.20001220703125,442.75,448.0,258594
2025-03-12,483.28875732421875,486.95001220703125,497.1499938964844,453.0,453.0,2551655
2025-03-13,469.3940124511719,472.95001220703125,479.75,470.6000061035156,478.1000061035156,891102
2025-03-17,473.4135437011719,477.0,479.75,465.25,473.04998779296875,311555
2025-03-18,473.4135437011719,477.0,477.0,477.0,477.0,0
2025-03-19,535.8406372070312,539.9000244140625,560.0,512.9500122070312,513.0,4438308
2025-03-20,536.98193359375,541.0499877929688,547.25,530.2000122070312,537.0999755859375,518385
2025-03-21,530.630126953125,534.6500244140625,544.75,532.0,536.5,403062
2025-03-24,530.7293090820312,534.75,543.0,530.2999877929688,536.0,365996
2025-03-25,534.0541381835938,538.0999755859375,545.7999877929688,522.5499877929688,539.0,418965
2025-03-26,525.7173461914062,529.7000122070312,535.0,513.6500244140625,534.1500244140625,790127
2025-03-27,531.6721801757812,535.7000122070312,542.0,521.8499755859375,522.25,566209
2025-03-28,543.3834838867188,547.5,552.0,532.0,535.7000122070312,670593
2025-04-01,552.762451171875,556.9500122070312,560.0,545.0499877929688,552.0,673541
2025-04-02,551.22412109375,555.4000244140625,570.0,550.0,556.9500122070312,762902
2025-04-03,563.7789306640625,568.0499877929688,571.5,547.5499877929688,548.0,397124
2025-04-04,547.800048828125,551.9500122070312,563.6500244140625,545.5,561.8499755859375,309762
2025-04-07,532.0691528320312,536.0999755859375,543.0,510.8999938964844,529.75,316163
2025-04-08,523.03759765625,527.0,556.0,524.0,551.75,480329
2025-04-09,516.7353515625,520.6500244140625,529.7000122070312,511.54998779296875,525.0,397712
2025-04-11,525.9158325195312,529.9000244140625,538.5,515.4000244140625,531.0999755859375,697592
2025-04-15,547.0556640625,551.2000122070312,555.2000122070312,531.25,538.2999877929688,613031
2025-04-16,560.5534057617188,564.7999877929688,567.7999877929688,555.0,555.0,533554
2025-04-17,550.0330810546875,554.2000122070312,564.5,552.2000122070312,564.1500244140625,189478
2025-04-21,561.7940063476562,566.0499877929688,568.4500122070312,550.0999755859375,555.2000122070312,396801
2025-04-22,587.15185546875,591.5999755859375,595.0999755859375,570.5999755859375,571.5,1312676
2025-04-23,585.3157958984375,589.75,596.4500122070312,573.3499755859375,595.0999755859375,485205
2025-04-24,596.084228515625,600.5999755859375,603.9000244140625,583.0,585.0,668872
