date_,adj close_iifl.ns,close_iifl.ns,high_iifl.ns,low_iifl.ns,open_iifl.ns,volume_iifl.ns
2024-02-21,602.4500122070312,602.4500122070312,611.5,598.9500122070312,602.0,291746
2024-02-22,599.0999755859375,599.0999755859375,607.0499877929688,595.7999877929688,602.9000244140625,274188
2024-02-23,601.0,601.0,604.3499755859375,597.7999877929688,599.7999877929688,194800
2024-02-26,609.25,609.25,612.2000122070312,599.9000244140625,600.8499755859375,317796
2024-02-27,607.9000244140625,607.9000244140625,619.7000122070312,600.0999755859375,614.0,752295
2024-02-28,581.25,581.25,611.2999877929688,568.75,610.2999877929688,2055656
2024-02-29,590.3499755859375,590.3499755859375,603.0,575.9500122070312,580.0,907392
2024-03-01,622.2999877929688,622.2999877929688,624.5,588.4000244140625,593.8499755859375,1410926
2024-03-04,597.1500244140625,597.1500244140625,620.2999877929688,595.0,617.25,416912
2024-03-05,477.75,477.75,477.75,477.75,477.75,499833
2024-03-06,382.20001220703125,382.20001220703125,382.20001220703125,382.20001220703125,382.20001220703125,8449805
2024-03-07,420.25,420.25,420.3999938964844,392.54998779296875,393.0,16327216
2024-03-11,390.20001220703125,390.20001220703125,423.3999938964844,381.1000061035156,423.3999938964844,4483701
2024-03-12,397.25,397.25,405.0,380.1000061035156,392.70001220703125,2382734
2024-03-13,384.1499938964844,384.1499938964844,404.8999938964844,375.5,400.0,1619141
2024-03-14,370.54998779296875,370.54998779296875,389.70001220703125,365.0,380.0,2034852
2024-03-15,367.70001220703125,367.70001220703125,376.79998779296875,360.0,369.1000061035156,1217784
2024-03-18,367.8500061035156,367.8500061035156,377.79998779296875,364.6000061035156,365.0,867504
2024-03-19,359.45001220703125,359.45001220703125,372.3500061035156,359.0,370.0,1090231
2024-03-20,336.54998779296875,336.54998779296875,361.6000061035156,335.29998779296875,360.0,2748658
2024-03-21,336.29998779296875,336.29998779296875,348.79998779296875,329.95001220703125,340.0,3365695
2024-03-22,334.25,334.25,347.70001220703125,333.0,339.70001220703125,2037443
2024-03-26,321.3999938964844,321.3999938964844,332.1000061035156,316.1000061035156,331.29998779296875,3659848
2024-03-27,351.95001220703125,351.95001220703125,353.5,313.25,326.0,8199702
2024-03-28,340.1000061035156,340.1000061035156,368.5,337.70001220703125,357.95001220703125,5256072
2024-04-01,345.45001220703125,345.45001220703125,356.3500061035156,342.20001220703125,346.5,2150228
2024-04-02,349.6499938964844,349.6499938964844,352.1499938964844,342.75,349.0,1640142
2024-04-03,351.70001220703125,351.70001220703125,356.20001220703125,347.20001220703125,351.95001220703125,3068232
2024-04-04,355.1000061035156,355.1000061035156,364.0,350.25,357.25,2468444
2024-04-05,401.25,401.25,411.0,355.25,358.75,15834428
2024-04-08,424.8500061035156,424.8500061035156,440.0,400.25,405.0,11996177
2024-04-09,443.79998779296875,443.79998779296875,449.3999938964844,426.54998779296875,426.6000061035156,9201496
2024-04-10,436.1499938964844,436.1499938964844,445.0,431.3999938964844,444.75,3889771
2024-04-12,420.45001220703125,420.45001220703125,446.04998779296875,418.0,436.1499938964844,2132904
2024-04-15,418.8507080078125,418.8507080078125,423.5132141113281,383.68743896484375,391.50689697265625,3442743
2024-04-16,409.9627380371094,409.9627380371094,423.5132141113281,407.0000915527344,418.99639892578125,1239624
2024-04-18,407.6314697265625,407.6314697265625,421.1333923339844,406.0773010253906,414.7709655761719,1290885
2024-04-19,394.46954345703125,394.46954345703125,405.057373046875,389.9041442871094,403.1632080078125,1039796
2024-04-22,408.3599853515625,408.3599853515625,416.22802734375,397.2864990234375,397.2864990234375,1559767
2024-04-23,410.20001220703125,410.20001220703125,413.70001220703125,406.0,408.8999938964844,945619
2024-04-24,410.54998779296875,410.54998779296875,415.79998779296875,408.5,410.1000061035156,715669
2024-04-25,418.1499938964844,418.1499938964844,422.70001220703125,408.0,412.8500061035156,1158973
2024-04-26,414.95001220703125,414.95001220703125,424.95001220703125,413.1000061035156,421.70001220703125,728719
2024-04-29,412.54998779296875,412.54998779296875,419.5,410.0,417.3999938964844,531739
2024-04-30,406.0,406.0,415.3999938964844,405.25,415.0,856411
2024-05-02,397.79998779296875,397.79998779296875,408.20001220703125,395.0,406.0,1016594
2024-05-03,401.3500061035156,401.3500061035156,405.1000061035156,397.0,401.6000061035156,786316
2024-05-06,381.0,381.0,404.20001220703125,366.54998779296875,404.20001220703125,1466809
2024-05-07,389.0,389.0,418.70001220703125,382.0,385.8999938964844,8986943
2024-05-08,389.75,389.75,393.29998779296875,382.6000061035156,390.6000061035156,877079
2024-05-09,376.3999938964844,376.3999938964844,395.0,372.0,390.8999938964844,693624
2024-05-10,399.79998779296875,399.79998779296875,403.5,368.25,378.20001220703125,4039230
2024-05-13,396.1499938964844,396.1499938964844,402.0,385.3500061035156,401.79998779296875,821713
2024-05-14,400.8500061035156,400.8500061035156,406.8500061035156,392.0,397.8999938964844,926983
2024-05-15,395.79998779296875,395.79998779296875,405.3999938964844,394.25,401.8500061035156,522687
2024-05-16,393.70001220703125,393.70001220703125,400.95001220703125,392.79998779296875,398.45001220703125,517029
2024-05-17,399.70001220703125,399.70001220703125,405.0,396.6000061035156,400.0,697514
2024-05-21,398.04998779296875,398.04998779296875,404.95001220703125,395.6499938964844,401.5,565591
2024-05-22,399.70001220703125,399.70001220703125,406.75,396.95001220703125,401.0,438093
2024-05-23,397.29998779296875,397.29998779296875,402.75,394.8999938964844,397.70001220703125,619985
2024-05-24,393.3999938964844,393.3999938964844,402.3999938964844,392.20001220703125,394.3500061035156,646612
2024-05-27,398.6000061035156,398.6000061035156,399.8999938964844,393.1499938964844,394.3500061035156,694409
2024-05-28,399.1499938964844,399.1499938964844,412.70001220703125,397.04998779296875,399.8999938964844,2322950
2024-05-29,411.1499938964844,411.1499938964844,414.5,398.6499938964844,405.1000061035156,2008347
2024-05-30,406.1000061035156,406.1000061035156,411.8999938964844,403.20001220703125,410.0,855350
2024-05-31,399.25,399.25,410.95001220703125,396.0,408.8999938964844,1217981
2024-06-03,400.79998779296875,400.79998779296875,410.95001220703125,393.0,410.1499938964844,1255708
2024-06-04,382.6000061035156,382.6000061035156,400.0,340.79998779296875,400.0,1639192
2024-06-05,402.3999938964844,402.3999938964844,406.8500061035156,378.20001220703125,394.95001220703125,2035176
2024-06-06,414.20001220703125,414.20001220703125,416.0,406.3999938964844,410.3999938964844,1258376
2024-06-07,470.5,470.5,478.1499938964844,415.20001220703125,417.3999938964844,15354824
2024-06-10,489.95001220703125,489.95001220703125,499.0,469.0,474.8999938964844,9279988
2024-06-11,472.1000061035156,472.1000061035156,498.95001220703125,470.0,486.54998779296875,6135846
2024-06-12,473.1499938964844,473.1499938964844,482.8999938964844,470.3999938964844,474.0,2498832
2024-06-13,472.3500061035156,472.3500061035156,479.0,470.6499938964844,479.0,1328694
2024-06-14,470.6499938964844,470.6499938964844,481.95001220703125,465.3999938964844,475.8999938964844,1928172
2024-06-18,481.75,481.75,508.3500061035156,467.5,468.0,8975120
2024-06-19,473.20001220703125,473.20001220703125,487.3999938964844,470.20001220703125,484.8999938964844,1710522
2024-06-20,475.95001220703125,475.95001220703125,486.0,472.8999938964844,474.0,1911142
2024-06-21,475.54998779296875,475.54998779296875,479.75,469.04998779296875,479.75,1336123
2024-06-24,470.6499938964844,470.6499938964844,477.45001220703125,470.0,475.54998779296875,806484
2024-06-25,460.1000061035156,460.1000061035156,475.0,456.95001220703125,472.8500061035156,787412
2024-06-26,493.54998779296875,493.54998779296875,497.29998779296875,459.0,460.1000061035156,9003056
2024-06-27,479.8500061035156,479.8500061035156,504.8500061035156,474.25,495.0,7012432
2024-06-28,517.5999755859375,517.5999755859375,521.4000244140625,481.95001220703125,484.79998779296875,8205316
2024-07-01,510.8500061035156,510.8500061035156,520.4000244140625,502.0,514.0,3870621
2024-07-02,519.7000122070312,519.7000122070312,533.0,506.5,515.75,5680686
2024-07-03,523.9500122070312,523.9500122070312,535.5999755859375,514.0999755859375,524.5,3723212
2024-07-04,520.5,520.5,531.0,516.8499755859375,530.0,1811008
2024-07-05,523.0999755859375,523.0999755859375,528.3499755859375,514.7999877929688,524.4500122070312,1560730
2024-07-08,511.6000061035156,511.6000061035156,526.0,507.20001220703125,523.0,1667183
2024-07-09,501.29998779296875,501.29998779296875,516.0,498.1000061035156,511.0,1993076
2024-07-10,483.20001220703125,483.20001220703125,504.0,475.0,504.0,1928365
2024-07-11,498.3500061035156,498.3500061035156,508.8999938964844,485.95001220703125,486.0,3142404
2024-07-12,490.75,490.75,507.8999938964844,487.0,503.45001220703125,1568123
2024-07-15,487.5,487.5,498.54998779296875,480.8999938964844,494.3500061035156,1337928
2024-07-16,484.54998779296875,484.54998779296875,491.95001220703125,482.0,489.0,634059
2024-07-18,471.95001220703125,471.95001220703125,488.0,470.25,485.0,895300
2024-07-19,465.29998779296875,465.29998779296875,480.29998779296875,460.95001220703125,476.1000061035156,1344044
2024-07-22,465.54998779296875,465.54998779296875,472.0,455.75,458.20001220703125,627917
2024-07-23,450.3500061035156,450.3500061035156,474.95001220703125,406.04998779296875,468.8999938964844,1924163
2024-07-24,464.3999938964844,464.3999938964844,467.8500061035156,448.8999938964844,454.0,1019692
2024-07-25,453.0,453.0,458.95001220703125,449.1000061035156,457.45001220703125,710600
2024-07-26,451.1499938964844,451.1499938964844,458.95001220703125,449.0,454.75,687218
2024-07-29,445.3500061035156,445.3500061035156,462.3999938964844,443.20001220703125,456.0,1079688
2024-07-30,438.45001220703125,438.45001220703125,449.8999938964844,436.6000061035156,447.1499938964844,1198165
2024-07-31,442.04998779296875,442.04998779296875,448.0,432.0,442.6000061035156,1473582
2024-08-01,456.79998779296875,456.79998779296875,479.29998779296875,444.0,444.6000061035156,5350111
2024-08-02,450.54998779296875,450.54998779296875,469.79998779296875,448.1000061035156,454.8999938964844,1875542
2024-08-05,424.8999938964844,424.8999938964844,436.45001220703125,420.20001220703125,431.1499938964844,1649972
2024-08-06,430.8500061035156,430.8500061035156,436.75,421.79998779296875,430.75,1018619
2024-08-07,440.54998779296875,440.54998779296875,442.1000061035156,420.20001220703125,424.0,1620329
2024-08-08,429.45001220703125,429.45001220703125,439.3999938964844,428.0,438.79998779296875,712558
2024-08-09,423.0,423.0,437.0,421.25,437.0,611941
2024-08-12,419.1499938964844,419.1499938964844,422.3999938964844,400.20001220703125,412.0,1393528
2024-08-13,405.6499938964844,405.6499938964844,421.95001220703125,402.1000061035156,419.3500061035156,686267
2024-08-14,401.29998779296875,401.29998779296875,411.1499938964844,396.75,409.0,678700
2024-08-16,404.95001220703125,404.95001220703125,410.0,401.3500061035156,402.6499938964844,554839
2024-08-19,454.04998779296875,454.04998779296875,460.0,407.54998779296875,407.54998779296875,8139843
2024-08-20,459.8999938964844,459.8999938964844,468.45001220703125,452.25,458.0,3134460
2024-08-21,464.54998779296875,464.54998779296875,472.0,452.3999938964844,454.95001220703125,1602004
2024-08-22,467.75,467.75,469.6499938964844,459.0,465.04998779296875,966882
2024-08-23,458.70001220703125,458.70001220703125,469.3999938964844,457.1000061035156,468.8999938964844,1011981
2024-08-26,460.1000061035156,460.1000061035156,478.0,455.1499938964844,459.0,1547227
2024-08-27,462.8500061035156,462.8500061035156,466.5,459.04998779296875,461.95001220703125,468928
2024-08-28,455.75,455.75,464.95001220703125,453.54998779296875,464.95001220703125,653104
2024-08-29,450.8999938964844,450.8999938964844,460.0,444.04998779296875,455.0,747396
2024-08-30,456.29998779296875,456.29998779296875,464.3999938964844,449.04998779296875,452.20001220703125,1464585
2024-09-02,457.70001220703125,457.70001220703125,462.20001220703125,444.45001220703125,459.0,1423079
2024-09-03,470.1000061035156,470.1000061035156,472.1499938964844,456.3999938964844,458.0,1747259
2024-09-04,460.79998779296875,460.79998779296875,474.29998779296875,456.6000061035156,463.95001220703125,1306514
2024-09-05,468.8999938964844,468.8999938964844,474.70001220703125,458.8999938964844,462.20001220703125,1705335
2024-09-06,466.54998779296875,466.54998779296875,487.8500061035156,464.3500061035156,475.0,4209772
2024-09-09,467.0,467.0,471.29998779296875,450.75,469.6000061035156,1321810
2024-09-10,470.25,470.25,476.70001220703125,465.04998779296875,471.0,1126303
2024-09-11,467.8999938964844,467.8999938964844,478.0,464.1000061035156,473.04998779296875,1737098
2024-09-12,486.5,486.5,491.0,464.0,474.45001220703125,4009688
2024-09-13,521.4500122070312,521.4500122070312,530.0,475.75,480.1000061035156,11547446
2024-09-16,506.6499938964844,506.6499938964844,522.7000122070312,505.0,520.0,2973049
2024-09-17,515.7000122070312,515.7000122070312,520.4500122070312,495.8500061035156,511.8999938964844,6346918
2024-09-18,528.8499755859375,528.8499755859375,531.9000244140625,512.5499877929688,519.7999877929688,6530828
2024-09-19,495.95001220703125,495.95001220703125,533.9000244140625,482.0,531.0,12187663
2024-09-20,530.3499755859375,530.3499755859375,560.5999755859375,525.0999755859375,549.0,45196738
2024-09-23,511.20001220703125,511.20001220703125,533.9000244140625,507.04998779296875,533.5,6294026
2024-09-24,513.8499755859375,513.8499755859375,522.0,508.45001220703125,515.1500244140625,5613717
2024-09-25,499.1499938964844,499.1499938964844,518.7000122070312,497.0,516.0,3572716
2024-09-26,489.0,489.0,501.25,487.29998779296875,500.0,2518815
2024-09-27,477.79998779296875,477.79998779296875,496.45001220703125,476.20001220703125,491.04998779296875,1676690
2024-09-30,462.79998779296875,462.79998779296875,478.20001220703125,459.0,475.1499938964844,3314720
2024-10-01,467.25,467.25,482.5,463.25,464.3999938964844,4041328
2024-10-03,455.6499938964844,455.6499938964844,464.8999938964844,450.0,450.0,2190100
2024-10-04,461.0,461.0,471.45001220703125,448.25,457.0,3040817
2024-10-07,436.5,436.5,462.3999938964844,430.8500061035156,461.0,2256648
2024-10-08,458.54998779296875,458.54998779296875,461.0,432.54998779296875,439.54998779296875,2081498
2024-10-09,453.5,453.5,462.0,445.79998779296875,460.0,2112071
2024-10-10,454.6000061035156,454.6000061035156,473.75,453.0,455.0,2488652
2024-10-11,469.54998779296875,469.54998779296875,472.8500061035156,461.75,461.79998779296875,3271397
2024-10-14,471.45001220703125,471.45001220703125,477.25,463.20001220703125,471.8500061035156,1556716
2024-10-15,477.3500061035156,477.3500061035156,479.0,466.95001220703125,470.70001220703125,1002232
2024-10-16,468.95001220703125,468.95001220703125,482.3999938964844,466.79998779296875,482.3999938964844,1180361
2024-10-17,460.0,460.0,471.0,455.54998779296875,471.0,826643
2024-10-18,450.45001220703125,450.45001220703125,457.1499938964844,444.75,456.0,1282269
2024-10-21,436.6499938964844,436.6499938964844,457.20001220703125,433.8999938964844,452.3500061035156,1346254
2024-10-22,417.95001220703125,417.95001220703125,438.3500061035156,413.75,438.0,1518145
2024-10-23,420.04998779296875,420.04998779296875,425.6000061035156,415.5,418.95001220703125,1382706
2024-10-24,407.1499938964844,407.1499938964844,428.8500061035156,391.25,406.6000061035156,11982378
2024-10-25,397.45001220703125,397.45001220703125,412.3999938964844,395.20001220703125,403.54998779296875,2754288
2024-10-28,408.0,408.0,412.95001220703125,397.45001220703125,401.95001220703125,1686566
2024-10-29,423.8999938964844,423.8999938964844,427.0,401.5,406.95001220703125,1999115
2024-10-30,421.54998779296875,421.54998779296875,427.20001220703125,418.1000061035156,420.1000061035156,1189414
2024-10-31,436.79998779296875,436.79998779296875,439.0,418.1499938964844,420.0,1589964
2024-11-01,453.3500061035156,453.3500061035156,456.29998779296875,437.8999938964844,438.0,1240926
2024-11-04,448.3500061035156,448.3500061035156,463.25,441.1000061035156,460.8999938964844,1970771
2024-11-05,448.25,448.25,452.0,442.0,448.3500061035156,1004024
2024-11-06,457.04998779296875,457.04998779296875,475.29998779296875,450.6499938964844,451.0,4209037
2024-11-07,454.0,454.0,465.70001220703125,448.20001220703125,459.6000061035156,1814293
2024-11-08,442.8999938964844,442.8999938964844,455.5,440.8500061035156,453.95001220703125,944994
2024-11-11,441.3500061035156,441.3500061035156,448.45001220703125,439.1499938964844,442.8999938964844,873044
2024-11-12,433.1000061035156,433.1000061035156,444.6499938964844,430.04998779296875,442.45001220703125,464898
2024-11-13,420.25,420.25,434.8500061035156,417.0,433.70001220703125,769829
2024-11-14,422.1499938964844,422.1499938964844,431.8500061035156,420.04998779296875,425.0,669924
2024-11-18,417.6000061035156,417.6000061035156,423.3500061035156,413.45001220703125,422.1499938964844,645666
2024-11-19,416.29998779296875,416.29998779296875,428.8500061035156,413.54998779296875,418.0,955715
2024-11-21,408.20001220703125,408.20001220703125,414.8500061035156,404.0,414.0,692490
2024-11-22,408.5,408.5,411.54998779296875,403.1000061035156,409.95001220703125,1059196
2024-11-25,413.45001220703125,413.45001220703125,420.79998779296875,410.8999938964844,419.0,772873
2024-11-26,411.3999938964844,411.3999938964844,416.0,409.3500061035156,412.04998779296875,567011
2024-11-27,420.25,420.25,423.70001220703125,409.3999938964844,412.1000061035156,999828
2024-11-28,421.45001220703125,421.45001220703125,434.29998779296875,418.6000061035156,425.0,1560609
2024-11-29,420.3999938964844,420.3999938964844,430.8500061035156,413.79998779296875,422.1000061035156,1682631
2024-12-02,428.95001220703125,428.95001220703125,433.0,416.1000061035156,420.3999938964844,1233051
2024-12-03,433.79998779296875,433.79998779296875,435.45001220703125,426.3500061035156,429.5,1279240
2024-12-04,437.79998779296875,437.79998779296875,449.8999938964844,431.6499938964844,435.5,2465664
2024-12-05,434.75,434.75,441.6000061035156,433.0,440.0,1015092
2024-12-06,434.6000061035156,434.6000061035156,442.79998779296875,431.0,434.0,1091183
2024-12-09,432.6000061035156,432.6000061035156,435.8500061035156,429.1499938964844,430.54998779296875,1205072
2024-12-10,442.75,442.75,448.1000061035156,431.6499938964844,433.04998779296875,4837569
2024-12-11,445.1000061035156,445.1000061035156,454.3999938964844,441.70001220703125,446.45001220703125,2785013
2024-12-12,433.54998779296875,433.54998779296875,449.04998779296875,432.1499938964844,448.1499938964844,1666617
2024-12-13,436.1499938964844,436.1499938964844,439.8999938964844,415.3999938964844,433.0,3510631
2024-12-16,426.8999938964844,426.8999938964844,438.3500061035156,425.8500061035156,438.3500061035156,1323055
2024-12-17,416.3999938964844,416.3999938964844,428.6499938964844,415.20001220703125,427.54998779296875,3477904
2024-12-18,426.6499938964844,426.6499938964844,438.0,413.25,419.0,5131747
2024-12-19,419.6499938964844,419.6499938964844,432.54998779296875,418.5,419.79998779296875,1992524
2024-12-20,407.25,407.25,423.54998779296875,405.0,421.70001220703125,1650941
2024-12-23,408.1000061035156,408.1000061035156,412.75,401.6499938964844,410.95001220703125,900146
2024-12-24,414.6000061035156,414.6000061035156,419.70001220703125,405.8999938964844,409.0,833667
2024-12-26,409.8500061035156,409.8500061035156,416.54998779296875,408.5,415.79998779296875,519804
2024-12-27,412.20001220703125,412.20001220703125,414.45001220703125,409.6000061035156,411.54998779296875,449390
2024-12-30,413.0,413.0,419.29998779296875,407.0,412.20001220703125,1101826
2024-12-31,413.5,413.5,417.29998779296875,407.45001220703125,413.0,737726
2025-01-01,418.25,418.25,424.29998779296875,413.5,413.54998779296875,883758
2025-01-02,431.5,431.5,433.29998779296875,417.29998779296875,419.0,1865742
2025-01-03,421.0,421.0,440.45001220703125,420.20001220703125,432.79998779296875,2528480
2025-01-06,404.45001220703125,404.45001220703125,424.8500061035156,401.29998779296875,422.20001220703125,1617044
2025-01-07,421.3999938964844,421.3999938964844,423.20001220703125,405.95001220703125,405.95001220703125,1124136
2025-01-08,434.6000061035156,434.6000061035156,438.0,416.3500061035156,423.45001220703125,3163396
2025-01-09,429.29998779296875,429.29998779296875,436.5,424.3500061035156,433.5,1604937
2025-01-10,415.3500061035156,415.3500061035156,429.0,412.3500061035156,429.0,1417314
2025-01-13,392.6000061035156,392.6000061035156,418.79998779296875,390.29998779296875,418.79998779296875,1864788
2025-01-14,402.04998779296875,402.04998779296875,407.0,396.0,396.0,990163
2025-01-15,393.25,393.25,407.8999938964844,391.0,404.0,1304816
2025-01-16,399.04998779296875,399.04998779296875,404.8500061035156,397.6000061035156,401.0,857057
2025-01-17,399.1499938964844,399.1499938964844,401.6499938964844,391.5,400.0,797333
2025-01-20,402.0,402.0,405.04998779296875,394.0,400.95001220703125,518822
2025-01-21,391.0,391.0,405.54998779296875,389.54998779296875,404.0,826878
2025-01-22,385.5,385.5,393.0,377.75,392.95001220703125,777577
2025-01-23,386.45001220703125,386.45001220703125,392.3500061035156,382.29998779296875,387.95001220703125,475665
2025-01-24,375.8999938964844,375.8999938964844,389.75,373.04998779296875,389.75,711169
2025-01-27,357.8500061035156,357.8500061035156,374.8500061035156,352.3500061035156,374.8500061035156,1434599
2025-01-28,350.04998779296875,350.04998779296875,362.0,326.0,360.0,7159597
2025-01-29,347.8999938964844,347.8999938964844,356.79998779296875,341.1000061035156,349.95001220703125,2092312
2025-01-30,353.3999938964844,353.3999938964844,363.1000061035156,347.04998779296875,347.1000061035156,940434
2025-01-31,356.45001220703125,356.45001220703125,359.70001220703125,352.29998779296875,353.04998779296875,722155
2025-02-01,357.8999938964844,357.8999938964844,362.79998779296875,348.5,360.54998779296875,743428
2025-02-03,346.5,346.5,352.95001220703125,341.3999938964844,350.75,737611
2025-02-04,352.20001220703125,352.20001220703125,355.79998779296875,341.25,353.75,1512332
2025-02-05,361.8999938964844,361.8999938964844,370.0,353.29998779296875,353.54998779296875,1170502
2025-02-06,359.5,359.5,365.70001220703125,357.5,364.0,687535
2025-02-07,364.6000061035156,364.6000061035156,372.6000061035156,358.29998779296875,361.5,1173057
2025-02-10,356.8500061035156,356.8500061035156,368.0,355.54998779296875,368.0,653498
2025-02-11,343.95001220703125,343.95001220703125,360.0,340.1499938964844,358.6000061035156,1002620
2025-02-12,335.6499938964844,335.6499938964844,346.75,332.6499938964844,346.75,1301676
2025-02-13,331.5,331.5,344.70001220703125,325.20001220703125,330.1000061035156,2080147
2025-02-14,314.3500061035156,314.3500061035156,335.04998779296875,306.25,335.0,2095575
2025-02-17,314.5,314.5,319.6000061035156,306.1000061035156,314.3500061035156,1280327
2025-02-18,305.5,305.5,316.70001220703125,299.1499938964844,316.1000061035156,857068
2025-02-19,314.1499938964844,314.1499938964844,318.54998779296875,301.5,305.5,1036610
2025-02-20,318.3999938964844,318.3999938964844,322.8500061035156,311.75,313.79998779296875,1279397
2025-02-21,319.5,319.5,326.5,312.1499938964844,318.3999938964844,1207289
2025-02-24,310.95001220703125,310.95001220703125,319.3999938964844,309.6499938964844,316.8999938964844,611008
2025-02-25,312.5,312.5,318.1000061035156,309.5,311.3999938964844,654948
2025-02-27,316.8999938964844,316.8999938964844,320.70001220703125,311.8500061035156,315.0,1758622
2025-02-28,301.8999938964844,301.8999938964844,321.29998779296875,299.6000061035156,314.3999938964844,6341698
2025-03-03,291.8500061035156,291.8500061035156,307.75,281.5,304.8999938964844,2835507
2025-03-04,283.6000061035156,283.6000061035156,295.6499938964844,279.79998779296875,281.0,2425753
2025-03-05,313.70001220703125,313.70001220703125,316.54998779296875,282.3500061035156,282.3500061035156,12897568
2025-03-06,325.8500061035156,325.8500061035156,327.70001220703125,314.8500061035156,317.0,7086847
2025-03-07,322.1000061035156,322.1000061035156,326.04998779296875,315.6499938964844,325.20001220703125,2477763
2025-03-10,313.70001220703125,313.70001220703125,326.79998779296875,311.3500061035156,322.75,1680074
2025-03-11,311.95001220703125,311.95001220703125,316.0,301.79998779296875,309.70001220703125,2992291
2025-03-12,313.1000061035156,313.1000061035156,321.29998779296875,309.04998779296875,310.0,1814735
2025-03-13,313.25,313.25,314.79998779296875,310.1000061035156,314.0,984259
2025-03-17,307.45001220703125,307.45001220703125,318.3999938964844,306.5,310.0,1604633
2025-03-18,307.45001220703125,307.45001220703125,307.45001220703125,307.45001220703125,307.45001220703125,0
2025-03-19,330.54998779296875,330.54998779296875,334.29998779296875,325.20001220703125,325.95001220703125,2508701
2025-03-20,326.75,326.75,334.8999938964844,323.79998779296875,330.70001220703125,1574862
2025-03-21,340.0,340.0,342.0,326.8500061035156,327.29998779296875,2731680
2025-03-24,337.0,337.0,344.5,336.1000061035156,341.5,2314078
2025-03-25,328.25,328.25,341.45001220703125,327.0,341.45001220703125,1836395
2025-03-26,328.3999938964844,328.3999938964844,335.0,325.6000061035156,328.25,2228902
2025-03-27,336.8999938964844,336.8999938964844,339.45001220703125,322.95001220703125,328.3999938964844,3028573
2025-03-28,327.6499938964844,327.6499938964844,341.1000061035156,322.20001220703125,338.70001220703125,1604971
2025-04-01,324.8999938964844,324.8999938964844,332.0,321.70001220703125,325.79998779296875,1884984
2025-04-02,335.75,335.75,336.6499938964844,321.25,325.0,1126463
2025-04-03,350.45001220703125,350.45001220703125,352.45001220703125,331.25,331.25,3319651
2025-04-04,340.25,340.25,352.45001220703125,331.0,351.0,2756717
2025-04-07,327.1499938964844,327.1499938964844,329.70001220703125,310.0,311.25,2415856
2025-04-08,333.54998779296875,333.54998779296875,337.6499938964844,324.6499938964844,332.0,966394
2025-04-09,325.1000061035156,325.1000061035156,333.0,306.0,328.8999938964844,5538403
2025-04-11,323.75,323.75,330.5,315.54998779296875,325.1499938964844,2181346
2025-04-15,332.3999938964844,332.3999938964844,334.79998779296875,325.3999938964844,325.3999938964844,1088019
2025-04-16,333.1000061035156,333.1000061035156,337.5,330.0,334.5,868851
2025-04-17,334.3999938964844,334.3999938964844,340.45001220703125,329.70001220703125,333.45001220703125,1095405
2025-04-21,347.3500061035156,347.3500061035156,349.70001220703125,334.8500061035156,335.0,2063203
2025-04-22,367.20001220703125,367.20001220703125,375.0,343.79998779296875,350.0,7949601
2025-04-23,380.1499938964844,380.1499938964844,383.20001220703125,358.1499938964844,372.0,3755823
