date_,adj close_colpal.ns,close_colpal.ns,high_colpal.ns,low_colpal.ns,open_colpal.ns,volume_colpal.ns
2024-03-04,2469.21533203125,2577.14990234375,2585.39990234375,2524.89990234375,2525.0,177073
2024-03-05,2437.11865234375,2543.64990234375,2583.0,2521.550048828125,2580.0,175510
2024-03-06,2448.568115234375,2555.60009765625,2563.39990234375,2505.0,2543.64990234375,106519
2024-03-07,2470.70068359375,2578.699951171875,2599.0,2525.199951171875,2548.85009765625,235648
2024-03-11,2497.671875,2606.85009765625,2624.89990234375,2578.699951171875,2600.0,222989
2024-03-12,2493.74365234375,2602.75,2623.800048828125,2582.10009765625,2607.0,136343
2024-03-13,2464.664306640625,2572.39990234375,2660.0,2538.0,2608.949951171875,499489
2024-03-14,2574.84814453125,2687.39990234375,2698.64990234375,2531.64990234375,2566.949951171875,603002
2024-03-15,2614.27490234375,2728.550048828125,2747.14990234375,2673.199951171875,2688.0,934404
2024-03-18,2619.448486328125,2733.949951171875,2743.0,2714.14990234375,2728.550048828125,208326
2024-03-19,2502.989501953125,2612.39990234375,2729.949951171875,2601.449951171875,2718.550048828125,333069
2024-03-20,2553.003173828125,2664.60009765625,2685.0,2612.0,2627.800048828125,313081
2024-03-21,2566.943603515625,2679.14990234375,2706.449951171875,2650.0,2670.0,215114
2024-03-22,2594.63330078125,2708.050048828125,2715.0,2674.0,2685.050048828125,210480
2024-03-26,2630.514892578125,2745.5,2759.5,2679.0,2686.0,356729
2024-03-27,2547.44580078125,2658.800048828125,2754.0,2650.0,2753.0,341735
2024-03-28,2596.837158203125,2710.35009765625,2738.800048828125,2630.14990234375,2678.0,780788
2024-04-01,2602.44189453125,2716.199951171875,2736.0,2679.0,2726.60009765625,550701
2024-04-02,2666.06103515625,2782.60009765625,2806.699951171875,2709.10009765625,2716.199951171875,762504
2024-04-03,2682.971923828125,2800.25,2814.89990234375,2754.0,2782.0,253142
2024-04-04,2593.62744140625,2707.0,2815.89990234375,2695.35009765625,2811.64990234375,502282
2024-04-05,2615.041259765625,2729.35009765625,2741.64990234375,2707.0,2726.699951171875,304332
2024-04-08,2583.90234375,2696.85009765625,2747.39990234375,2685.0,2742.0,316430
2024-04-09,2512.474853515625,2622.300048828125,2700.0,2615.050048828125,2700.0,598732
2024-04-10,2544.427978515625,2655.64990234375,2677.050048828125,2603.35009765625,2625.0,998348
2024-04-12,2550.416015625,2661.89990234375,2694.89990234375,2647.0,2660.0,460825
2024-04-15,2561.338623046875,2673.300048828125,2685.949951171875,2585.64990234375,2661.89990234375,736760
2024-04-16,2588.59716796875,2701.75,2721.85009765625,2651.050048828125,2669.89990234375,402360
2024-04-18,2555.97314453125,2667.699951171875,2719.75,2653.10009765625,2702.0,243323
2024-04-19,2538.678955078125,2649.64990234375,2663.949951171875,2628.10009765625,2650.0,244143
2024-04-22,2545.9609375,2657.25,2669.75,2640.39990234375,2655.0,249401
2024-04-23,2577.57861328125,2690.25,2710.0,2655.25,2657.25,366331
2024-04-24,2632.91015625,2748.0,2755.0,2675.050048828125,2680.0,375717
2024-04-25,2682.39697265625,2799.64990234375,2812.0,2737.35009765625,2753.0,708101
2024-04-26,2735.572509765625,2855.14990234375,2867.449951171875,2777.89990234375,2777.89990234375,296695
2024-04-29,2705.53564453125,2823.800048828125,2873.699951171875,2813.0,2863.0,197280
2024-04-30,2706.541748046875,2824.85009765625,2862.300048828125,2755.0,2823.75,628421
2024-05-02,2694.038330078125,2811.800048828125,2863.75,2785.39990234375,2807.39990234375,269458
2024-05-03,2681.917724609375,2799.14990234375,2838.0,2779.0,2815.0,282927
2024-05-06,2738.542724609375,2858.25,2870.5,2795.050048828125,2803.39990234375,278606
2024-05-07,2742.710693359375,2862.60009765625,2960.89990234375,2829.199951171875,2876.949951171875,868743
2024-05-08,2706.44580078125,2824.75,2865.39990234375,2801.14990234375,2851.10009765625,530022
2024-05-09,2650.060302734375,2765.89990234375,2841.050048828125,2757.0,2834.949951171875,262171
2024-05-10,2682.8759765625,2800.14990234375,2830.949951171875,2767.0,2775.0,361775
2024-05-13,2739.596923828125,2859.35009765625,2871.199951171875,2777.050048828125,2801.0,393882
2024-05-14,2701.8466796875,2819.949951171875,2888.449951171875,2800.0,2867.89990234375,326009
2024-05-15,2560.619873046875,2672.550048828125,2850.800048828125,2665.050048828125,2825.0,1253241
2024-05-16,2573.79443359375,2686.300048828125,2700.0,2639.10009765625,2700.0,653681
2024-05-17,2569.674072265625,2682.0,2703.550048828125,2662.0,2699.5,330676
2024-05-21,2597.9384765625,2711.5,2721.0,2660.10009765625,2691.699951171875,445172
2024-05-22,2628.137451171875,2706.60009765625,2737.85009765625,2675.0,2690.0,563903
2024-05-23,2638.9638671875,2717.75,2727.0,2692.85009765625,2719.0,225881
2024-05-24,2605.998046875,2683.800048828125,2725.0,2674.39990234375,2720.0,194900
2024-05-27,2590.073486328125,2667.39990234375,2703.64990234375,2660.10009765625,2685.0,458991
2024-05-28,2624.447509765625,2702.800048828125,2712.0,2670.0,2670.0,242430
2024-05-29,2611.630126953125,2689.60009765625,2703.0,2661.60009765625,2698.0,182777
2024-05-30,2568.66259765625,2645.35009765625,2699.10009765625,2635.10009765625,2663.050048828125,311328
2024-05-31,2580.315185546875,2657.35009765625,2672.89990234375,2625.0,2663.85009765625,854937
2024-06-03,2609.2509765625,2687.14990234375,2713.949951171875,2660.39990234375,2701.050048828125,383418
2024-06-04,2728.296875,2809.75,2819.0,2670.699951171875,2711.050048828125,1058943
2024-06-05,2874.239990234375,2960.050048828125,3069.050048828125,2811.0,2811.0,1085390
2024-06-06,2866.32568359375,2951.89990234375,2970.0,2866.449951171875,2970.0,433141
2024-06-07,2877.589599609375,2963.5,2972.949951171875,2896.5,2922.64990234375,582549
2024-06-10,2858.849365234375,2944.199951171875,2973.699951171875,2931.89990234375,2952.0,157056
2024-06-11,2865.888916015625,2951.449951171875,3012.699951171875,2937.35009765625,2960.0,314112
2024-06-12,2869.82177734375,2955.5,2970.35009765625,2933.35009765625,2970.0,238350
2024-06-13,2851.0810546875,2936.199951171875,2966.449951171875,2904.0,2920.0,204635
2024-06-14,2867.005859375,2952.60009765625,2974.39990234375,2936.199951171875,2953.0,251796
2024-06-18,2860.3056640625,2945.699951171875,2979.0,2929.0,2972.10009765625,371522
2024-06-19,2812.337890625,2896.300048828125,2964.85009765625,2885.89990234375,2960.0,185905
2024-06-20,2772.81787109375,2855.60009765625,2890.0,2826.14990234375,2889.10009765625,357825
2024-06-21,2744.318603515625,2826.25,2874.64990234375,2820.0,2860.0,424887
2024-06-24,2750.630126953125,2832.75,2849.699951171875,2815.0,2826.25,316253
2024-06-25,2749.076171875,2831.14990234375,2842.949951171875,2808.300048828125,2840.0,363459
2024-06-26,2720.67431640625,2801.89990234375,2840.0,2785.5,2831.14990234375,327423
2024-06-27,2758.398193359375,2840.75,2879.050048828125,2802.0,2821.10009765625,1760608
2024-06-28,2760.728759765625,2843.14990234375,2878.949951171875,2828.050048828125,2869.25,287367
2024-07-01,2778.498291015625,2861.449951171875,2894.0,2832.199951171875,2840.0,329680
2024-07-02,2787.72265625,2870.949951171875,2888.0,2850.0,2888.0,227260
2024-07-03,2795.1025390625,2878.550048828125,2892.800048828125,2853.199951171875,2876.89990234375,263965
2024-07-04,2801.510986328125,2885.14990234375,2907.5,2871.60009765625,2894.25,168128
2024-07-05,2826.126220703125,2910.5,2915.89990234375,2866.25,2885.0,163914
2024-07-08,2860.9853515625,2946.39990234375,2964.949951171875,2906.449951171875,2920.5,284372
2024-07-09,2908.710693359375,2995.550048828125,3020.0,2941.050048828125,2966.5,449208
2024-07-10,2952.357421875,3040.5,3059.800048828125,2970.050048828125,2995.550048828125,596178
2024-07-11,2919.68310546875,3006.85009765625,3058.199951171875,2983.0,3058.10009765625,331899
2024-07-12,2946.82275390625,3034.800048828125,3056.949951171875,2982.0,3005.39990234375,320270
2024-07-15,3007.510986328125,3097.300048828125,3104.60009765625,3013.10009765625,3035.10009765625,470616
2024-07-16,3037.17529296875,3127.85009765625,3155.0,3081.39990234375,3085.10009765625,579305
2024-07-18,3030.912353515625,3121.39990234375,3140.0,3099.14990234375,3120.0,241159
2024-07-19,3030.475341796875,3120.949951171875,3148.949951171875,3085.199951171875,3125.0,306702
2024-07-22,3047.07958984375,3138.050048828125,3171.449951171875,3105.0,3120.949951171875,329720
2024-07-23,3076.98681640625,3168.85009765625,3205.0,3082.10009765625,3138.050048828125,498686
2024-07-24,3050.478271484375,3141.550048828125,3189.39990234375,3099.050048828125,3170.0,310915
2024-07-25,3061.06201171875,3152.449951171875,3200.0,3091.550048828125,3111.35009765625,223604
2024-07-26,3073.4423828125,3165.199951171875,3188.0,3132.14990234375,3146.0,578921
2024-07-29,3116.944091796875,3210.0,3271.949951171875,3170.449951171875,3180.0,811215
2024-07-30,3268.95556640625,3366.550048828125,3424.949951171875,3250.050048828125,3300.0,3004331
2024-07-31,3313.18505859375,3412.10009765625,3420.0,3370.64990234375,3384.949951171875,676136
2024-08-01,3276.383544921875,3374.199951171875,3408.949951171875,3350.39990234375,3350.39990234375,653964
2024-08-02,3267.887451171875,3365.449951171875,3413.949951171875,3345.300048828125,3365.0,335100
2024-08-05,3270.509033203125,3368.14990234375,3401.10009765625,3302.0,3302.0,445007
2024-08-06,3292.356689453125,3390.64990234375,3429.949951171875,3355.10009765625,3364.0,428845
2024-08-07,3348.772705078125,3448.75,3454.800048828125,3406.0,3410.0,717365
2024-08-08,3366.736083984375,3467.25,3485.85009765625,3442.10009765625,3466.0,450828
2024-08-09,3352.316650390625,3452.39990234375,3490.199951171875,3441.800048828125,3476.10009765625,149732
2024-08-12,3359.59912109375,3459.89990234375,3493.64990234375,3432.5,3432.5,301676
2024-08-13,3357.123291015625,3457.35009765625,3489.39990234375,3445.699951171875,3460.39990234375,257752
2024-08-14,3367.949951171875,3468.5,3482.60009765625,3430.199951171875,3465.949951171875,471227
2024-08-16,3432.18212890625,3534.64990234375,3540.85009765625,3471.0,3471.0,414583
2024-08-19,3444.222900390625,3547.050048828125,3570.0,3533.0,3541.699951171875,336203
2024-08-20,3454.07861328125,3557.199951171875,3577.64990234375,3530.10009765625,3554.39990234375,222338
2024-08-21,3470.877197265625,3574.5,3600.0,3547.550048828125,3557.199951171875,795440
2024-08-22,3500.638427734375,3605.14990234375,3614.85009765625,3575.64990234375,3597.5,420818
2024-08-23,3429.074951171875,3531.449951171875,3623.89990234375,3524.60009765625,3605.14990234375,457890
2024-08-26,3491.123046875,3595.35009765625,3601.25,3512.050048828125,3512.050048828125,313122
2024-08-27,3437.765625,3540.39990234375,3620.699951171875,3531.300048828125,3598.0,453276
2024-08-28,3490.39453125,3594.60009765625,3605.89990234375,3523.0,3542.300048828125,200695
2024-08-29,3502.580810546875,3607.14990234375,3638.0,3550.050048828125,3594.0,723322
2024-08-30,3534.818359375,3640.35009765625,3694.89990234375,3615.199951171875,3630.60009765625,766656
2024-09-02,3524.33154296875,3629.550048828125,3664.449951171875,3607.050048828125,3664.449951171875,121966
2024-09-03,3530.01171875,3635.39990234375,3675.5,3625.75,3629.550048828125,279293
2024-09-04,3564.968017578125,3671.39990234375,3682.300048828125,3615.85009765625,3629.60009765625,463430
2024-09-05,3553.024658203125,3659.10009765625,3677.35009765625,3645.699951171875,3674.0,572579
2024-09-06,3548.6552734375,3654.60009765625,3708.949951171875,3642.199951171875,3644.89990234375,470722
2024-09-09,3575.066650390625,3681.800048828125,3707.0,3654.64990234375,3656.0,333069
2024-09-10,3564.3369140625,3670.75,3702.89990234375,3661.300048828125,3682.0,222381
2024-09-11,3547.78125,3653.699951171875,3686.300048828125,3645.050048828125,3670.800048828125,291888
2024-09-12,3537.3427734375,3642.949951171875,3675.35009765625,3632.25,3661.0,503928
2024-09-13,3519.67041015625,3624.75,3672.0,3582.050048828125,3672.0,255447
2024-09-16,3557.92822265625,3664.14990234375,3691.64990234375,3615.10009765625,3634.949951171875,330887
2024-09-17,3543.751708984375,3649.550048828125,3709.949951171875,3621.300048828125,3669.89990234375,454110
2024-09-18,3529.42919921875,3634.800048828125,3667.64990234375,3597.25,3655.64990234375,145497
2024-09-19,3495.78369140625,3600.14990234375,3651.5,3586.10009765625,3646.5,436216
2024-09-20,3554.141357421875,3660.25,3686.550048828125,3581.75,3610.0,1169327
2024-09-23,3574.6298828125,3681.35009765625,3730.949951171875,3651.550048828125,3661.949951171875,632913
2024-09-24,3575.163818359375,3681.89990234375,3704.64990234375,3636.050048828125,3670.0,756725
2024-09-25,3570.30859375,3676.89990234375,3706.0,3610.0,3684.949951171875,310534
2024-09-26,3591.185302734375,3698.39990234375,3705.89990234375,3651.449951171875,3675.949951171875,428178
2024-09-27,3654.93212890625,3764.050048828125,3840.949951171875,3669.10009765625,3700.0,3400300
2024-09-30,3694.209716796875,3804.5,3890.0,3763.0,3780.0,989665
2024-10-01,3709.406005859375,3820.14990234375,3829.699951171875,3753.39990234375,3803.10009765625,473188
2024-10-03,3726.835693359375,3838.10009765625,3873.25,3762.199951171875,3791.85009765625,527905
2024-10-04,3631.6279296875,3740.050048828125,3840.0,3725.050048828125,3840.0,399655
2024-10-07,3588.126708984375,3695.25,3764.550048828125,3671.449951171875,3764.550048828125,314481
2024-10-08,3635.365966796875,3743.89990234375,3750.0,3672.050048828125,3695.25,334258
2024-10-09,3605.167724609375,3712.800048828125,3774.949951171875,3702.35009765625,3760.0,193656
2024-10-10,3535.837890625,3641.39990234375,3752.85009765625,3636.050048828125,3737.14990234375,184794
2024-10-11,3582.68896484375,3689.64990234375,3695.0,3633.25,3659.89990234375,133862
2024-10-14,3420.3359375,3522.449951171875,3700.0,3500.0,3700.0,754939
2024-10-15,3390.8173828125,3492.050048828125,3548.800048828125,3465.0,3523.0,442217
2024-10-16,3394.9443359375,3496.300048828125,3507.0,3430.0,3460.0,427908
2024-10-17,3272.548095703125,3370.25,3502.550048828125,3354.050048828125,3496.300048828125,694550
2024-10-18,3297.503173828125,3395.949951171875,3433.85009765625,3349.0,3370.25,254765
2024-10-21,3241.135986328125,3337.89990234375,3414.699951171875,3321.050048828125,3395.949951171875,212268
2024-10-22,3243.2724609375,3340.10009765625,3397.35009765625,3307.0,3344.0,303928
2024-10-23,3234.533447265625,3331.10009765625,3350.75,3305.0,3338.550048828125,340586
2024-10-24,3119.5654296875,3212.699951171875,3359.949951171875,3186.60009765625,3345.0,1143823
2024-10-25,2992.848876953125,3082.199951171875,3240.0,3056.0,3240.0,1485834
2024-10-28,3014.84228515625,3104.85009765625,3150.800048828125,3066.60009765625,3112.0,456926
2024-10-29,3003.821044921875,3093.5,3121.14990234375,3048.39990234375,3119.949951171875,375437
2024-10-30,3001.5390625,3091.14990234375,3139.449951171875,3066.75,3093.0,478504
2024-10-31,2973.7197265625,3062.5,3111.10009765625,3042.35009765625,3098.699951171875,649666
2024-11-01,2977.118408203125,3066.0,3096.60009765625,3058.89990234375,3079.949951171875,37917
2024-11-04,2920.942626953125,2984.60009765625,3047.0,2960.199951171875,3043.0,726774
2024-11-05,2918.055419921875,2981.64990234375,3002.449951171875,2948.14990234375,2983.10009765625,271785
2024-11-06,2910.51953125,2973.949951171875,3014.449951171875,2956.800048828125,2999.35009765625,456289
2024-11-07,2849.842041015625,2911.949951171875,2992.0,2905.0,2992.0,381696
2024-11-08,2809.66748046875,2870.89990234375,2919.0,2863.39990234375,2915.0,482003
2024-11-11,2811.380126953125,2872.64990234375,2892.5,2839.800048828125,2870.050048828125,495888
2024-11-12,2729.80810546875,2789.300048828125,2877.64990234375,2780.10009765625,2872.64990234375,478409
2024-11-13,2703.970947265625,2762.89990234375,2799.89990234375,2750.0,2780.0,356627
2024-11-14,2651.171630859375,2708.949951171875,2777.64990234375,2701.550048828125,2762.89990234375,540593
2024-11-18,2691.1015625,2749.75,2777.39990234375,2710.0,2727.0,448709
2024-11-19,2675.197998046875,2733.5,2785.14990234375,2720.199951171875,2767.60009765625,264874
2024-11-21,2632.91943359375,2690.300048828125,2738.0,2669.35009765625,2738.0,513165
2024-11-22,2667.515380859375,2725.64990234375,2733.89990234375,2668.85009765625,2690.949951171875,414212
2024-11-25,2774.0927734375,2834.550048828125,2848.39990234375,2743.800048828125,2760.35009765625,1200200
2024-11-26,2889.625244140625,2952.60009765625,2965.449951171875,2835.0,2835.0,1262659
2024-11-27,2953.189697265625,3017.550048828125,3025.0,2925.60009765625,2960.0,663285
2024-11-28,2937.139404296875,3001.14990234375,3115.0,2994.0,3043.85009765625,1068510
2024-11-29,2828.115478515625,2889.75,2999.0,2880.14990234375,2970.0,771701
2024-12-02,2825.864501953125,2887.449951171875,2892.5,2853.39990234375,2890.0,383513
2024-12-03,2834.476806640625,2896.25,2902.60009765625,2866.300048828125,2897.5,276052
2024-12-04,2853.56103515625,2915.75,2925.800048828125,2844.050048828125,2902.0,905210
2024-12-05,2851.84814453125,2914.0,2957.0,2870.10009765625,2942.89990234375,709778
2024-12-06,2825.228271484375,2886.800048828125,2927.550048828125,2873.800048828125,2914.5,276158
2024-12-09,2744.43896484375,2804.25,2886.800048828125,2777.5,2886.800048828125,834357
2024-12-10,2788.43017578125,2849.199951171875,2863.0,2800.050048828125,2812.0,376930
2024-12-11,2831.834716796875,2893.550048828125,2905.0,2839.699951171875,2856.0,428322
2024-12-12,2782.216064453125,2842.85009765625,2918.89990234375,2834.39990234375,2870.14990234375,495742
2024-12-13,2811.72265625,2873.0,2892.0,2832.0,2840.10009765625,371174
2024-12-16,2771.49951171875,2831.89990234375,2889.75,2825.0,2879.699951171875,213874
2024-12-17,2715.177001953125,2774.35009765625,2831.35009765625,2770.0,2830.10009765625,357057
2024-12-18,2717.232177734375,2776.449951171875,2791.949951171875,2752.0,2768.0,185022
2024-12-19,2721.3916015625,2780.699951171875,2788.300048828125,2742.5,2756.75,184038
2024-12-20,2692.17822265625,2750.85009765625,2791.64990234375,2740.0,2780.949951171875,397828
2024-12-23,2668.54296875,2726.699951171875,2760.0,2705.5,2752.35009765625,280672
2024-12-24,2673.828125,2732.10009765625,2759.0,2716.0,2727.10009765625,218913
2024-12-26,2661.203125,2719.199951171875,2739.64990234375,2710.0,2732.10009765625,151732
2024-12-27,2668.29833984375,2726.449951171875,2749.0,2719.0,2729.199951171875,113287
2024-12-30,2701.279541015625,2760.14990234375,2811.0,2693.0,2726.25,912250
2024-12-31,2623.47509765625,2680.64990234375,2750.0,2674.75,2750.0,531777
2025-01-01,2644.076416015625,2701.699951171875,2722.39990234375,2676.949951171875,2693.75,396200
2025-01-02,2721.293701171875,2780.60009765625,2786.25,2692.89990234375,2705.949951171875,454180
2025-01-03,2761.076416015625,2821.25,2833.5,2781.14990234375,2819.800048828125,669806
2025-01-06,2694.72265625,2753.449951171875,2832.949951171875,2729.0,2829.0,640269
2025-01-07,2686.89306640625,2745.449951171875,2788.0,2737.550048828125,2753.449951171875,485008
2025-01-08,2730.24853515625,2789.75,2803.449951171875,2723.199951171875,2745.449951171875,493094
2025-01-09,2828.947509765625,2890.60009765625,2939.5,2776.60009765625,2798.949951171875,1892039
2025-01-10,2770.324951171875,2830.699951171875,2880.0,2810.949951171875,2879.050048828125,498339
2025-01-13,2693.3525390625,2752.050048828125,2835.60009765625,2745.199951171875,2830.0,236490
2025-01-14,2655.428955078125,2713.300048828125,2799.89990234375,2690.5,2752.949951171875,299770
2025-01-15,2607.914306640625,2664.75,2719.949951171875,2626.449951171875,2719.85009765625,709371
2025-01-16,2595.974853515625,2652.550048828125,2694.699951171875,2610.14990234375,2684.699951171875,306605
2025-01-17,2626.411376953125,2683.64990234375,2709.64990234375,2636.300048828125,2653.0,360893
2025-01-20,2650.8291015625,2708.60009765625,2715.0,2658.39990234375,2683.64990234375,235484
2025-01-21,2673.583251953125,2731.85009765625,2761.449951171875,2708.60009765625,2709.0,385694
2025-01-22,2712.436767578125,2771.550048828125,2782.64990234375,2741.949951171875,2754.0,672025
2025-01-23,2680.53173828125,2738.949951171875,2799.0,2714.5,2782.0,484671
2025-01-24,2693.20556640625,2751.89990234375,2766.0,2696.10009765625,2740.39990234375,390318
2025-01-27,2650.8291015625,2708.60009765625,2767.949951171875,2696.449951171875,2751.89990234375,227365
2025-01-28,2622.251953125,2679.39990234375,2726.25,2663.5,2705.050048828125,502503
2025-01-29,2673.632080078125,2731.89990234375,2764.35009765625,2630.449951171875,2650.0,838694
2025-01-30,2712.19189453125,2771.300048828125,2784.550048828125,2720.0,2731.89990234375,511147
2025-01-31,2761.3701171875,2821.550048828125,2860.0,2745.0,2781.300048828125,401316
2025-02-01,2836.77685546875,2898.60009765625,2975.0,2794.0,2840.64990234375,588468
2025-02-03,2704.55810546875,2763.5,2899.949951171875,2750.0,2899.949951171875,842245
2025-02-04,2660.860595703125,2718.85009765625,2777.89990234375,2707.050048828125,2777.89990234375,406002
2025-02-05,2645.837890625,2703.5,2744.85009765625,2698.699951171875,2718.85009765625,280698
2025-02-06,2609.23583984375,2666.10009765625,2713.949951171875,2661.0,2703.5,265587
2025-02-07,2556.485107421875,2612.199951171875,2683.35009765625,2605.0,2671.699951171875,397504
2025-02-10,2523.993408203125,2579.0,2628.85009765625,2551.550048828125,2613.64990234375,495150
2025-02-11,2496.10107421875,2550.5,2585.0,2520.60009765625,2579.14990234375,326576
2025-02-12,2475.451171875,2529.39990234375,2567.60009765625,2508.75,2550.5,313612
2025-02-13,2422.55419921875,2475.35009765625,2537.89990234375,2470.0,2525.0,299852
2025-02-14,2429.502685546875,2482.449951171875,2507.0,2471.0,2486.0,433026
2025-02-17,2409.88037109375,2462.39990234375,2484.10009765625,2436.949951171875,2471.0,357753
2025-02-18,2397.744873046875,2450.0,2476.949951171875,2411.0,2476.949951171875,374090
2025-02-19,2407.971923828125,2460.449951171875,2476.949951171875,2432.75,2446.0,573419
2025-02-20,2428.91552734375,2481.85009765625,2491.550048828125,2436.449951171875,2459.0,281363
2025-02-21,2406.308349609375,2458.75,2492.0,2441.0,2487.60009765625,401690
2025-02-24,2423.2880859375,2476.10009765625,2495.0,2424.0,2435.0,443566
2025-02-25,2466.251708984375,2520.0,2535.0,2462.14990234375,2466.89990234375,376793
2025-02-27,2443.791259765625,2497.050048828125,2545.800048828125,2474.199951171875,2493.0,813793
2025-02-28,2412.033447265625,2464.60009765625,2489.949951171875,2450.050048828125,2486.75,1038405
2025-03-03,2382.0859375,2434.0,2476.949951171875,2379.199951171875,2464.60009765625,411814
2025-03-04,2339.171142578125,2390.14990234375,2406.14990234375,2361.0,2391.0,775523
2025-03-05,2358.25537109375,2409.64990234375,2431.75,2388.050048828125,2390.0,645068
2025-03-06,2399.800048828125,2452.10009765625,2457.800048828125,2413.35009765625,2426.35009765625,371337
2025-03-07,2421.379638671875,2474.14990234375,2486.050048828125,2423.449951171875,2435.0,286553
2025-03-10,2388.3984375,2440.449951171875,2524.949951171875,2430.0,2490.0,468995
2025-03-11,2405.965576171875,2458.39990234375,2475.699951171875,2415.0,2430.050048828125,294333
2025-03-12,2380.6181640625,2432.5,2478.89990234375,2409.60009765625,2475.39990234375,259045
2025-03-13,2360.26171875,2411.699951171875,2452.5,2400.0,2449.949951171875,454119
2025-03-17,2332.663330078125,2383.5,2427.35009765625,2351.0,2415.0,465223
2025-03-18,2332.663330078125,2383.5,2383.5,2383.5,2383.5,0
2025-03-19,2362.36572265625,2413.85009765625,2437.85009765625,2376.800048828125,2435.0,423270
2025-03-20,2366.720947265625,2418.300048828125,2444.0,2412.550048828125,2420.0,208116
2025-03-21,2349.887939453125,2401.10009765625,2426.5,2385.0,2418.300048828125,1030473
2025-03-24,2374.55029296875,2426.300048828125,2438.449951171875,2392.64990234375,2416.699951171875,464577
2025-03-25,2327.671875,2378.39990234375,2414.949951171875,2341.39990234375,2375.25,1354361
2025-03-26,2341.81396484375,2392.85009765625,2405.0,2362.199951171875,2389.449951171875,508577
2025-03-27,2343.23291015625,2394.300048828125,2409.0,2356.0,2390.35009765625,803990
2025-03-28,2338.82861328125,2389.800048828125,2442.0,2370.10009765625,2409.85009765625,713552
2025-04-01,2300.366943359375,2350.5,2411.699951171875,2346.800048828125,2389.800048828125,330923
2025-04-02,2314.16650390625,2364.60009765625,2370.050048828125,2325.800048828125,2350.0,349700
2025-04-03,2358.451416015625,2409.85009765625,2413.85009765625,2340.0,2360.0,345546
2025-04-04,2371.663330078125,2423.35009765625,2444.800048828125,2390.85009765625,2400.0,349346
2025-04-07,2337.311767578125,2388.25,2402.699951171875,2311.5,2318.050048828125,647807
2025-04-08,2387.860107421875,2439.89990234375,2450.0,2400.0,2404.85009765625,319178
2025-04-09,2454.605712890625,2508.10009765625,2519.0,2442.949951171875,2450.10009765625,589111
2025-04-11,2438.50634765625,2491.64990234375,2523.949951171875,2471.39990234375,2509.25,528021
