date_,adj close_heromotoco.ns,close_heromotoco.ns,high_heromotoco.ns,low_heromotoco.ns,open_heromotoco.ns,volume_heromotoco.ns
2024-04-22,4113.50390625,4311.89990234375,4335.0,4206.89990234375,4239.85009765625,619635
2024-04-23,4145.12841796875,4345.0498046875,4368.89990234375,4286.89990234375,4338.0,547228
2024-04-24,4191.20654296875,4393.35009765625,4405.35009765625,4335.10009765625,4360.0,658601
2024-04-25,4291.3271484375,4498.2998046875,4515.0,4366.89990234375,4401.0,1103462
2024-04-26,4284.935546875,4491.60009765625,4540.7998046875,4466.4501953125,4510.25,497777
2024-04-29,4252.595703125,4457.7001953125,4530.0,4445.60009765625,4530.0,590104
2024-04-30,4334.01806640625,4543.0498046875,4588.2001953125,4465.0,4465.0,828084
2024-05-02,4351.619140625,4561.5,4625.0,4551.2998046875,4625.0,808478
2024-05-03,4343.27197265625,4552.75,4579.9501953125,4516.85009765625,4577.5,347594
2024-05-06,4302.25048828125,4509.75,4582.7001953125,4465.5,4571.9501953125,241049
2024-05-07,4270.7685546875,4476.75,4534.4501953125,4432.2001953125,4528.9501953125,456294
2024-05-08,4401.60791015625,4613.89990234375,4662.0,4414.64990234375,4492.64990234375,1313834
2024-05-09,4545.66064453125,4764.89990234375,4922.0,4633.85009765625,4655.0,3589872
2024-05-10,4652.984375,4877.39990234375,4954.35009765625,4774.7998046875,4788.60009765625,1520297
2024-05-13,4660.75927734375,4885.5498046875,4909.9501953125,4730.60009765625,4908.0,624906
2024-05-14,4811.39453125,5043.4501953125,5051.0,4905.0498046875,4914.89990234375,1335266
2024-05-15,4824.60693359375,5057.2998046875,5103.0,5020.75,5058.0,882851
2024-05-16,4904.7900390625,5141.35009765625,5154.9501953125,5041.7001953125,5064.9501953125,1296732
2024-05-17,4855.03955078125,5089.2001953125,5168.60009765625,5072.85009765625,5135.0,609690
2024-05-21,4821.31591796875,5053.85009765625,5122.7998046875,5029.25,5075.0,480490
2024-05-22,4766.080078125,4995.9501953125,5067.9501953125,4965.0,5050.0,422368
2024-05-23,4908.46240234375,5145.2001953125,5155.4501953125,4963.0498046875,5000.0,644911
2024-05-24,4882.80029296875,5118.2998046875,5198.14990234375,5080.0498046875,5105.10009765625,458258
2024-05-27,4849.98291015625,5083.89990234375,5128.7998046875,5050.0,5126.0,380940
2024-05-28,4945.4296875,5183.9501953125,5225.0,5045.0,5084.9501953125,727224
2024-05-29,4907.07958984375,5143.75,5202.14990234375,5106.0498046875,5171.0498046875,409279
2024-05-30,4899.68603515625,5136.0,5186.9501953125,5094.7001953125,5129.0,457454
2024-05-31,4884.0400390625,5119.60009765625,5189.9501953125,5003.5,5175.0,1905070
2024-06-03,4923.15380859375,5160.60009765625,5314.0,5154.60009765625,5280.0,962485
2024-06-04,5066.34814453125,5310.7001953125,5349.0,4920.25,5165.0,1945233
2024-06-05,5398.14501953125,5658.5,5775.2001953125,5315.0,5315.0,2058534
2024-06-06,5279.61181640625,5534.25,5735.4501953125,5472.35009765625,5655.10009765625,1498100
2024-06-07,5325.02197265625,5581.85009765625,5637.39990234375,5538.0,5583.89990234375,637134
2024-06-10,5458.9140625,5722.2001953125,5785.0,5581.0498046875,5585.0,1018162
2024-06-11,5520.35107421875,5786.60009765625,5846.39990234375,5705.0,5730.0,1015127
2024-06-12,5523.78564453125,5790.2001953125,5859.0,5776.60009765625,5800.0,668529
2024-06-13,5548.3984375,5816.0,5840.0,5731.0,5820.2001953125,547596
2024-06-14,5537.1416015625,5804.2001953125,5864.75,5761.60009765625,5823.0,573273
2024-06-18,5490.06201171875,5754.85009765625,5894.5498046875,5736.7001953125,5824.0,527069
2024-06-19,5387.84228515625,5647.7001953125,5779.7998046875,5625.0,5774.7998046875,447054
2024-06-20,5251.32666015625,5504.60009765625,5669.0,5496.0,5669.0,840321
2024-06-21,5201.14599609375,5452.0,5615.0,5432.0,5481.0,669719
2024-06-24,5270.26318359375,5524.4501953125,5534.0,5390.0,5390.0,464982
2024-06-25,5256.4775390625,5510.0,5579.85009765625,5473.4501953125,5565.89990234375,1118588
2024-06-26,5202.1005859375,5453.0,5544.0,5428.0,5529.0,384494
2024-06-27,5232.81884765625,5485.2001953125,5510.0,5421.0,5459.89990234375,874237
2024-06-28,5322.87548828125,5579.60009765625,5605.25,5452.10009765625,5500.0,539635
2024-07-01,5345.29443359375,5603.10009765625,5728.2998046875,5585.0,5595.0,1018344
2024-07-02,5310.95068359375,5567.10009765625,5674.0,5500.0,5670.0,689851
2024-07-03,5323.01806640625,5579.75,5627.9501953125,5553.0498046875,5599.89990234375,329072
2024-07-04,5302.603515625,5558.35009765625,5603.9501953125,5530.60009765625,5594.0,676316
2024-07-05,5302.31640625,5558.0498046875,5597.0,5382.60009765625,5558.35009765625,613329
2024-07-08,5248.75,5501.89990234375,5630.0,5487.5498046875,5565.64990234375,478557
2024-07-09,5331.98583984375,5589.14990234375,5599.4501953125,5505.0498046875,5525.0498046875,570084
2024-07-10,5255.28515625,5508.75,5650.0,5470.60009765625,5595.0,354244
2024-07-11,5271.97998046875,5526.25,5560.5,5503.0,5530.0,491353
2024-07-12,5291.68017578125,5546.89990234375,5600.0,5505.14990234375,5533.89990234375,265681
2024-07-15,5348.39453125,5606.35009765625,5639.0,5528.60009765625,5547.0,249438
2024-07-16,5321.4443359375,5578.10009765625,5659.0,5562.0,5617.0,336316
2024-07-18,5249.03662109375,5502.2001953125,5578.0,5417.10009765625,5545.5,841644
2024-07-19,5177.96484375,5427.7001953125,5527.75,5371.0,5519.9501953125,370397
2024-07-22,5211.783203125,5463.14990234375,5490.0,5390.0,5422.0,415035
2024-07-23,5259.86376953125,5513.5498046875,5659.85009765625,5329.7001953125,5485.0,908996
2024-07-24,5168.47216796875,5417.75,5513.0,5405.0,5513.0,723617
2024-07-25,5154.591796875,5403.2001953125,5450.2998046875,5353.0,5401.0,438831
2024-07-26,5226.80859375,5478.89990234375,5546.2001953125,5397.35009765625,5410.0,517306
2024-07-29,5174.7685546875,5424.35009765625,5532.64990234375,5397.2998046875,5505.25,418301
2024-07-30,5193.80078125,5444.2998046875,5548.0,5410.60009765625,5455.0,412385
2024-07-31,5235.91943359375,5488.4501953125,5536.14990234375,5405.2001953125,5452.89990234375,870466
2024-08-01,5162.30712890625,5371.85009765625,5487.4501953125,5325.39990234375,5487.4501953125,868140
2024-08-02,5068.46630859375,5274.2001953125,5374.10009765625,5236.4501953125,5325.0,402666
2024-08-05,4981.68896484375,5183.89990234375,5247.0,5123.0,5180.0498046875,439371
2024-08-06,4971.982421875,5173.7998046875,5255.10009765625,5158.0,5200.25,552856
2024-08-07,5036.70556640625,5241.14990234375,5314.75,5223.2001953125,5230.0,515480
2024-08-08,4957.6640625,5158.89990234375,5252.0,5146.89990234375,5235.0,243559
2024-08-09,5004.080078125,5207.2001953125,5246.64990234375,5190.75,5204.9501953125,333635
2024-08-12,5104.64794921875,5311.85009765625,5325.0,5185.0,5214.7998046875,569618
2024-08-13,5040.8857421875,5245.5,5407.2998046875,5216.0,5350.0,1042924
2024-08-14,4874.58642578125,5072.4501953125,5297.60009765625,4991.0,5280.0,2185163
2024-08-16,4928.0654296875,5128.10009765625,5138.9501953125,5020.0498046875,5120.0,679493
2024-08-19,4986.49365234375,5188.89990234375,5224.0,5107.5498046875,5149.0,714915
2024-08-20,5039.82861328125,5244.39990234375,5350.0,5190.0,5199.0,962948
2024-08-21,5078.55712890625,5284.7001953125,5305.2001953125,5215.0,5244.39990234375,612911
2024-08-22,5122.0419921875,5329.9501953125,5383.0,5263.4501953125,5285.0,761731
2024-08-23,5174.84814453125,5384.89990234375,5443.7998046875,5315.0,5330.0,757678
2024-08-26,5135.30322265625,5343.75,5425.0,5327.0,5410.0,553070
2024-08-27,5147.60400390625,5356.5498046875,5396.9501953125,5326.0,5354.0,672259
2024-08-28,5104.21533203125,5311.39990234375,5383.2001953125,5266.0,5365.0,688591
2024-08-29,5164.853515625,5374.5,5387.2998046875,5290.89990234375,5300.0,516725
2024-08-30,5242.59814453125,5455.39990234375,5518.0,5385.85009765625,5400.0,1569946
2024-09-02,5360.60791015625,5578.2001953125,5629.0498046875,5517.0,5535.0,1054947
2024-09-03,5426.244140625,5646.5,5699.0,5549.89990234375,5602.0,805935
2024-09-04,5462.04052734375,5683.75,5689.2998046875,5605.0,5605.0,532554
2024-09-05,5510.52294921875,5734.2001953125,5799.0,5650.0,5690.0,817503
2024-09-06,5519.70068359375,5743.75,5770.2998046875,5649.7001953125,5720.0,683920
2024-09-09,5521.18994140625,5745.2998046875,5770.35009765625,5686.14990234375,5743.7998046875,469914
2024-09-10,5448.5390625,5669.7001953125,5864.14990234375,5658.25,5797.0,775935
2024-09-11,5433.8837890625,5654.4501953125,5708.7001953125,5602.35009765625,5698.0,592210
2024-09-12,5576.783203125,5803.14990234375,5818.0,5655.0,5700.0,855863
2024-09-13,5569.72021484375,5795.7998046875,5847.10009765625,5770.0,5826.89990234375,332581
2024-09-16,5554.0078125,5779.4501953125,5822.5,5727.0,5780.0,333195
2024-09-17,5728.66796875,5961.2001953125,5984.9501953125,5763.60009765625,5800.0,1250736
2024-09-18,5732.07958984375,5964.75,6145.9501953125,5928.10009765625,5985.2998046875,1446956
2024-09-19,5771.7685546875,6006.0498046875,6060.0,5980.10009765625,6000.0,532623
2024-09-20,5778.6875,6013.25,6092.0,5985.75,6048.75,993542
2024-09-23,5949.07177734375,6190.5498046875,6210.0,6004.2998046875,6050.0,887240
2024-09-24,5887.32763671875,6126.2998046875,6246.25,6110.2998046875,6191.0,631130
2024-09-25,5850.81005859375,6088.2998046875,6168.39990234375,6033.85009765625,6144.0,341785
2024-09-26,5815.39794921875,6051.4501953125,6065.0,5904.10009765625,6005.60009765625,1255943
2024-09-27,5724.96826171875,5957.35009765625,6089.2998046875,5940.5,6068.10009765625,718197
2024-09-30,5489.5732421875,5712.39990234375,5890.0,5690.5,5890.0,1346723
2024-10-01,5525.802734375,5750.10009765625,5794.0,5665.0,5712.39990234375,742940
2024-10-03,5441.85986328125,5662.75,5733.35009765625,5622.0,5733.35009765625,1219791
2024-10-04,5305.4951171875,5520.85009765625,5649.9501953125,5484.0,5647.0498046875,943922
2024-10-07,5286.94775390625,5501.5498046875,5608.4501953125,5436.10009765625,5569.9501953125,682783
2024-10-08,5314.14404296875,5529.85009765625,5545.0,5411.0,5462.0,473756
2024-10-09,5337.9287109375,5554.60009765625,5588.0,5530.0,5541.0498046875,439340
2024-10-10,5243.27099609375,5456.10009765625,5594.9501953125,5445.0,5588.0,579335
2024-10-11,5262.6826171875,5476.2998046875,5488.35009765625,5440.0,5460.5,303034
2024-10-14,5338.6494140625,5555.35009765625,5575.0,5499.85009765625,5504.0,407147
2024-10-15,5290.8876953125,5505.64990234375,5587.64990234375,5464.0,5565.0,302887
2024-10-16,5187.62939453125,5398.2001953125,5519.0,5387.0,5505.64990234375,504211
2024-10-17,5013.93017578125,5217.4501953125,5363.0498046875,5100.0,5363.0498046875,1947589
2024-10-18,5012.72900390625,5216.2001953125,5288.64990234375,5146.0498046875,5217.4501953125,427617
2024-10-21,5037.7626953125,5242.25,5253.85009765625,5085.0498046875,5216.2001953125,740720
2024-10-22,4973.90478515625,5175.7998046875,5274.39990234375,5155.0,5263.0,531833
2024-10-23,4944.97900390625,5145.7001953125,5280.0,5120.5498046875,5175.7998046875,411524
2024-10-24,4914.13134765625,5113.60009765625,5231.2001953125,5093.60009765625,5160.0498046875,349453
2024-10-25,4779.3037109375,4973.2998046875,5144.7001953125,4875.0,5120.0,709797
2024-10-28,4735.57861328125,4927.7998046875,5015.85009765625,4896.0498046875,4973.2998046875,419927
2024-10-29,4600.70361328125,4787.4501953125,4959.9501953125,4745.0,4927.85009765625,953917
2024-10-30,4717.80029296875,4909.2998046875,5037.5,4740.10009765625,4745.0,1039340
2024-10-31,4794.91943359375,4989.5498046875,5027.5,4919.9501953125,4937.0,897452
2024-11-01,4824.66259765625,5020.5,5043.0,5010.14990234375,5039.7001953125,49631
2024-11-04,4618.57763671875,4806.0498046875,5127.5,4726.5,5127.5,1676556
2024-11-05,4632.65625,4820.7001953125,4878.2998046875,4760.89990234375,4818.0,673746
2024-11-06,4701.94384765625,4892.7998046875,4920.0,4841.0,4858.0,602657
2024-11-07,4628.1396484375,4816.0,4916.9501953125,4788.0498046875,4916.9501953125,373373
2024-11-08,4582.876953125,4768.89990234375,4832.0,4735.9501953125,4830.0,333494
2024-11-11,4571.92138671875,4757.5,4786.14990234375,4717.5498046875,4763.0,424955
2024-11-12,4539.9208984375,4724.2001953125,4796.2001953125,4702.7998046875,4757.5,310558
2024-11-13,4343.3017578125,4519.60009765625,4696.75,4492.0,4691.64990234375,1304908
2024-11-14,4424.4091796875,4604.0,4630.0,4467.0,4519.60009765625,889483
2024-11-18,4548.37744140625,4733.0,4839.9501953125,4714.10009765625,4834.14990234375,1783519
2024-11-19,4589.50732421875,4775.7998046875,4853.9501953125,4734.5,4759.9501953125,704072
2024-11-21,4581.8681640625,4767.85009765625,4820.0,4741.2001953125,4799.9501953125,572418
2024-11-22,4607.09423828125,4794.10009765625,4808.39990234375,4742.0,4778.39990234375,394712
2024-11-25,4668.7890625,4858.2998046875,4908.64990234375,4815.0,4850.0,1174601
2024-11-26,4649.95458984375,4838.7001953125,4881.25,4801.0498046875,4860.0,384827
2024-11-27,4681.234375,4871.25,4893.39990234375,4810.60009765625,4842.0,296689
2024-11-28,4596.9072265625,4783.5,4909.9501953125,4760.10009765625,4894.0,778790
2024-11-29,4575.9580078125,4761.7001953125,4804.4501953125,4732.10009765625,4798.7998046875,462448
2024-12-02,4563.224609375,4748.4501953125,4779.0,4694.60009765625,4733.5,510429
2024-12-03,4513.78125,4697.0,4784.0,4690.0,4750.0,664696
2024-12-04,4455.0166015625,4635.85009765625,4725.0,4615.5,4705.0498046875,586762
2024-12-05,4463.18505859375,4644.35009765625,4678.0498046875,4588.39990234375,4656.0,796988
2024-12-06,4449.0107421875,4629.60009765625,4720.0,4615.0,4656.9501953125,733835
2024-12-09,4416.673828125,4595.9501953125,4659.60009765625,4590.0,4638.9501953125,329145
2024-12-10,4409.3212890625,4588.2998046875,4614.9501953125,4561.7001953125,4600.0,384707
2024-12-11,4469.0478515625,4650.4501953125,4654.35009765625,4586.25,4586.25,571443
2024-12-12,4379.00244140625,4556.75,4660.14990234375,4542.0,4650.4501953125,821540
2024-12-13,4396.97314453125,4575.4501953125,4583.0,4500.0,4556.75,552194
2024-12-16,4361.9443359375,4539.0,4590.0,4515.7001953125,4590.0,835965
2024-12-17,4242.8779296875,4415.10009765625,4558.5498046875,4395.60009765625,4513.2998046875,778939
2024-12-18,4218.228515625,4389.4501953125,4429.89990234375,4372.2001953125,4398.4501953125,738092
2024-12-19,4235.0458984375,4406.9501953125,4458.10009765625,4325.0,4329.5498046875,691740
2024-12-20,4170.6591796875,4339.9501953125,4461.5498046875,4325.0,4406.9501953125,800108
2024-12-23,4105.93603515625,4272.60009765625,4375.5,4258.35009765625,4365.0,931177
2024-12-24,4092.962890625,4259.10009765625,4315.0,4250.0,4272.60009765625,561434
2024-12-26,4108.24267578125,4275.0,4307.85009765625,4255.60009765625,4270.0,375676
2024-12-27,4072.637939453125,4237.9501953125,4348.64990234375,4228.5498046875,4280.5,744900
2024-12-30,4024.252197265625,4187.60009765625,4274.0,4168.25,4252.75,1819173
2024-12-31,3998.30517578125,4160.60009765625,4217.4501953125,4150.0,4162.39990234375,492605
2025-01-01,4021.128662109375,4184.35009765625,4197.0,4130.0,4174.7998046875,329310
2025-01-02,4143.31884765625,4311.5,4322.14990234375,4146.0,4185.0,1062633
2025-01-03,4077.587158203125,4243.10009765625,4299.7998046875,4162.4501953125,4265.4501953125,1269643
2025-01-06,4038.858642578125,4202.7998046875,4300.0,4187.75,4259.0,813031
2025-01-07,3999.698486328125,4162.0498046875,4224.85009765625,4155.2998046875,4200.10009765625,396158
2025-01-08,3976.682861328125,4138.10009765625,4197.0,4100.0,4197.0,438731
2025-01-09,3979.7099609375,4141.25,4164.39990234375,4112.35009765625,4149.35009765625,340998
2025-01-10,3961.403076171875,4122.2001953125,4164.0,4086.39990234375,4145.0,355269
2025-01-13,3885.9169921875,4043.64990234375,4121.9501953125,3997.5,4100.0,801718
2025-01-14,3942.615478515625,4102.64990234375,4134.25,4057.75,4067.0,242769
2025-01-15,3951.5048828125,4111.89990234375,4157.2001953125,4083.14990234375,4123.2001953125,281045
2025-01-16,3915.179443359375,4074.10009765625,4175.0,4057.949951171875,4170.0,349664
2025-01-17,3938.14697265625,4098.0,4125.0,4050.0,4076.0,211342
2025-01-20,3932.477294921875,4092.10009765625,4117.5,4045.550048828125,4117.5,254936
2025-01-21,3867.802490234375,4024.800048828125,4119.0,4010.0,4092.89990234375,287082
2025-01-22,3897.496826171875,4055.699951171875,4072.0,4027.0,4027.0,272889
2025-01-23,3940.405517578125,4100.35009765625,4115.0,4025.0,4055.699951171875,282745
2025-01-24,3893.84521484375,4051.89990234375,4125.0,4041.10009765625,4105.0498046875,216273
2025-01-27,3859.29736328125,4015.949951171875,4074.800048828125,4000.0,4045.0,328160
2025-01-28,3869.2919921875,4026.35009765625,4062.300048828125,4000.0,4020.0,444089
2025-01-29,3913.59375,4072.449951171875,4114.7998046875,4033.050048828125,4036.0,479893
2025-01-30,4014.833984375,4177.7998046875,4187.0,4060.050048828125,4079.199951171875,807120
2025-01-31,4169.89013671875,4339.14990234375,4372.7998046875,4176.0,4188.0,1056018
2025-02-01,4230.4326171875,4402.14990234375,4522.9501953125,4236.0498046875,4330.0,1141242
2025-02-03,4119.43798828125,4286.64990234375,4430.0,4228.2001953125,4420.0,846135
2025-02-04,4071.8212890625,4237.10009765625,4350.0,4220.0,4324.0,554233
2025-02-05,4103.822265625,4270.39990234375,4290.0,4212.60009765625,4238.0,408928
2025-02-06,4065.045654296875,4230.0498046875,4334.64990234375,4216.89990234375,4289.0,576470
2025-02-07,4107.90625,4274.64990234375,4319.9501953125,4215.60009765625,4319.9501953125,1344288
2025-02-10,4032.7568359375,4196.4501953125,4320.9501953125,4170.10009765625,4306.2998046875,779450
2025-02-11,3926.182861328125,4085.550048828125,4239.0,4071.0,4200.0,593081
2025-02-12,3955.932861328125,4015.75,4066.60009765625,3955.050048828125,4007.0,619474
2025-02-13,3897.61474609375,3956.550048828125,4025.10009765625,3945.10009765625,4005.0,557075
2025-02-14,3804.8671875,3862.39990234375,3981.10009765625,3850.0,3960.050048828125,475952
2025-02-17,3818.707763671875,3876.449951171875,3886.14990234375,3757.64990234375,3845.050048828125,913565
2025-02-18,3783.29345703125,3840.5,3891.89990234375,3810.0,3880.0,482022
2025-02-19,3821.36767578125,3879.14990234375,3898.89990234375,3815.0,3840.89990234375,453662
2025-02-20,3850.87158203125,3909.10009765625,3938.0,3855.5,3864.5,438563
2025-02-21,3795.213134765625,3852.60009765625,3916.85009765625,3828.64990234375,3900.0,426337
2025-02-24,3826.98291015625,3884.85009765625,3891.10009765625,3800.10009765625,3839.85009765625,272543
2025-02-25,3771.225830078125,3828.25,3883.300048828125,3817.10009765625,3877.0,661184
2025-02-27,3703.54931640625,3759.550048828125,3810.300048828125,3725.25,3808.14990234375,877741
2025-02-28,3626.267822265625,3681.10009765625,3746.949951171875,3662.14990234375,3745.60009765625,995134
2025-03-03,3576.667724609375,3630.75,3715.0,3617.0,3644.050048828125,691809
2025-03-04,3462.494140625,3514.85009765625,3639.89990234375,3495.0,3625.0,946922
2025-03-05,3535.29345703125,3588.75,3609.60009765625,3513.5,3515.0,611959
2025-03-06,3594.399658203125,3648.75,3658.0,3582.699951171875,3629.5,654829
2025-03-07,3598.09375,3652.5,3733.699951171875,3625.0,3664.0,621576
2025-03-10,3529.4814453125,3582.85009765625,3665.75,3575.699951171875,3653.0,675889
2025-03-11,3596.271240234375,3650.64990234375,3663.5,3552.75,3579.0,618870
2025-03-12,3556.47314453125,3610.25,3669.449951171875,3597.0,3650.64990234375,385877
2025-03-13,3476.5810546875,3529.14990234375,3625.550048828125,3524.35009765625,3625.0,359751
2025-03-17,3441.068115234375,3493.10009765625,3549.0,3461.60009765625,3486.0,673556
2025-03-18,3441.068115234375,3493.10009765625,3493.10009765625,3493.10009765625,3493.10009765625,0
2025-03-19,3484.314208984375,3537.0,3588.85009765625,3514.14990234375,3585.0,674188
2025-03-20,3543.568115234375,3597.14990234375,3634.0,3561.25,3579.0,771668
2025-03-21,3574.94384765625,3629.0,3711.89990234375,3611.75,3629.0,1195882
2025-03-24,3572.333251953125,3626.35009765625,3687.35009765625,3582.85009765625,3658.0,663262
2025-03-25,3573.909423828125,3627.949951171875,3675.699951171875,3615.0,3652.5,544164
2025-03-26,3591.641357421875,3645.949951171875,3669.300048828125,3605.39990234375,3650.0,755658
2025-03-27,3715.863037109375,3772.050048828125,3789.0,3610.35009765625,3634.0,1525094
2025-03-28,3667.494384765625,3722.949951171875,3808.75,3707.35009765625,3779.0,509889
2025-04-01,3706.011962890625,3762.050048828125,3816.60009765625,3707.35009765625,3707.35009765625,506307
2025-04-02,3727.585693359375,3783.949951171875,3789.800048828125,3732.89990234375,3770.0,321687
2025-04-03,3697.441650390625,3753.35009765625,3807.10009765625,3735.64990234375,3780.0,339509
2025-04-04,3604.69384765625,3659.199951171875,3744.949951171875,3632.550048828125,3744.949951171875,330498
2025-04-07,3474.364501953125,3526.89990234375,3545.0,3344.0,3478.949951171875,605866
2025-04-08,3520.91064453125,3574.14990234375,3622.89990234375,3510.25,3600.0,450859
2025-04-09,3557.11328125,3610.89990234375,3678.75,3538.0,3590.0,584571
2025-04-11,3611.392578125,3666.0,3704.10009765625,3620.449951171875,3620.449951171875,436704
2025-04-15,3747.238525390625,3803.89990234375,3816.0,3686.5,3749.0,604277
2025-04-16,3725.566162109375,3781.89990234375,3816.60009765625,3742.0,3809.0,491227
2025-04-17,3715.61669921875,3771.800048828125,3797.60009765625,3664.300048828125,3781.89990234375,970749
2025-04-21,3858.65380859375,3917.0,3932.5,3756.0,3794.0,1031160
2025-04-22,3776.496337890625,3833.60009765625,3902.89990234375,3821.199951171875,3901.0,927543
