date_,adj close_ltf.ns,close_ltf.ns,high_ltf.ns,low_ltf.ns,open_ltf.ns,volume_ltf.ns
2024-03-05,166.7164306640625,171.75,175.4499969482422,171.1999969482422,174.0,2910890
2024-03-06,154.53424072265625,159.1999969482422,171.5,155.0,170.0,23795170
2024-03-07,157.05804443359375,161.8000030517578,165.35000610351562,160.35000610351562,160.60000610351562,7600890
2024-03-11,152.93260192871094,157.5500030517578,163.0,156.6999969482422,163.0,3814963
2024-03-12,150.99122619628906,155.5500030517578,158.39999389648438,154.10000610351562,156.89999389648438,3621317
2024-03-13,143.27423095703125,147.60000610351562,157.6999969482422,146.35000610351562,156.5,7266982
2024-03-14,144.8273162841797,149.1999969482422,150.6999969482422,144.60000610351562,147.0,5554571
2024-03-15,146.4774932861328,150.89999389648438,152.35000610351562,147.60000610351562,150.14999389648438,4208728
2024-03-18,143.66249084472656,148.0,151.89999389648438,146.85000610351562,151.6999969482422,5672848
2024-03-19,142.78887939453125,147.10000610351562,151.60000610351562,146.5,150.0,4552169
2024-03-20,144.6331787109375,149.0,149.89999389648438,144.75,148.5500030517578,3425260
2024-03-21,151.42803955078125,156.0,157.0,150.3000030517578,150.3000030517578,7424642
2024-03-22,150.45733642578125,155.0,156.10000610351562,154.10000610351562,155.9499969482422,4140139
2024-03-26,151.9133758544922,156.5,157.89999389648438,154.5,155.0,2617801
2024-03-27,154.34011840820312,159.0,160.89999389648438,156.75,156.75,4988003
2024-03-28,153.61209106445312,158.25,161.10000610351562,157.6999969482422,159.4499969482422,3011465
2024-04-01,157.98020935058594,162.75,163.3000030517578,158.9499969482422,159.0,6595976
2024-04-02,161.96005249023438,166.85000610351562,167.8000030517578,162.8000030517578,163.8000030517578,6532917
2024-04-03,165.163330078125,170.14999389648438,170.9499969482422,166.35000610351562,167.6999969482422,6428941
2024-04-04,167.10470581054688,172.14999389648438,175.0,170.60000610351562,174.0500030517578,12657686
2024-04-05,164.87213134765625,169.85000610351562,171.8000030517578,168.25,171.8000030517578,3668629
2024-04-08,163.90142822265625,168.85000610351562,171.8000030517578,168.5,171.0,2213839
2024-04-09,161.76589965820312,166.64999389648438,169.9499969482422,165.60000610351562,169.0,3596130
2024-04-10,164.09556579589844,169.0500030517578,169.85000610351562,166.3000030517578,166.9499969482422,2597748
2024-04-12,162.39686584472656,167.3000030517578,171.35000610351562,166.64999389648438,168.39999389648438,4717134
2024-04-15,160.8922882080078,165.75,166.75,160.75,163.5,5710326
2024-04-16,156.8153839111328,161.5500030517578,165.4499969482422,160.1999969482422,164.4499969482422,4608165
2024-04-18,156.57269287109375,161.3000030517578,165.6999969482422,160.5500030517578,162.14999389648438,3932551
2024-04-19,156.2329559326172,160.9499969482422,161.9499969482422,156.4499969482422,160.0,6833098
2024-04-22,158.95089721679688,163.75,164.9499969482422,160.6999969482422,161.64999389648438,3010775
2024-04-23,162.9307403564453,167.85000610351562,168.60000610351562,163.0500030517578,163.75,3303800
2024-04-24,161.91151428222656,166.8000030517578,169.5,165.89999389648438,168.5,2610949
2024-04-25,162.83367919921875,167.75,168.3000030517578,165.0500030517578,166.0,5033663
2024-04-26,158.9994354248047,163.8000030517578,169.5,161.10000610351562,167.35000610351562,6578217
2024-04-29,163.8529052734375,168.8000030517578,172.14999389648438,161.4499969482422,163.8000030517578,12524749
2024-04-30,161.76589965820312,166.64999389648438,170.85000610351562,166.0,170.0,4080553
2024-05-02,164.77505493164062,169.75,170.25,166.39999389648438,167.39999389648438,4336832
2024-05-03,162.83367919921875,167.75,171.39999389648438,165.8000030517578,170.4499969482422,4561558
2024-05-06,158.1258087158203,162.89999389648438,169.0,162.3000030517578,168.89999389648438,4415585
2024-05-07,156.2329559326172,160.9499969482422,164.25,160.0500030517578,163.14999389648438,3936687
2024-05-08,156.9609832763672,161.6999969482422,163.4499969482422,160.3000030517578,160.9499969482422,2488886
2024-05-09,152.447265625,157.0500030517578,162.60000610351562,156.3000030517578,162.0,3820801
2024-05-10,150.65147399902344,155.1999969482422,159.6999969482422,153.4499969482422,157.0500030517578,4513527
2024-05-13,152.59286499023438,157.1999969482422,158.0,150.75,155.89999389648438,9010412
2024-05-14,152.7869873046875,157.39999389648438,158.0500030517578,155.39999389648438,157.1999969482422,2714284
2024-05-15,153.80621337890625,158.4499969482422,162.6999969482422,157.25,158.5,2976208
2024-05-16,154.09742736816406,158.75,159.89999389648438,156.64999389648438,159.5,1772521
2024-05-17,155.9902801513672,160.6999969482422,161.14999389648438,157.60000610351562,159.0500030517578,2954770
2024-05-21,154.19451904296875,158.85000610351562,160.5,158.1999969482422,160.5,1944712
2024-05-22,151.7677764892578,156.35000610351562,159.9499969482422,155.64999389648438,158.39999389648438,2453852
2024-05-23,154.48570251464844,159.14999389648438,160.0,155.6999969482422,157.35000610351562,7632301
2024-05-24,153.12673950195312,157.75,159.4499969482422,157.14999389648438,159.10000610351562,2161520
2024-05-27,153.5635528564453,158.1999969482422,159.0,156.3000030517578,158.85000610351562,2337095
2024-05-28,152.20457458496094,156.8000030517578,159.1999969482422,155.0500030517578,158.1999969482422,2025656
2024-05-29,153.02967834472656,157.64999389648438,159.0,155.8000030517578,156.8000030517578,1738865
2024-05-30,148.66156005859375,153.14999389648438,157.64999389648438,152.25,157.64999389648438,6928838
2024-05-31,148.46742248535156,152.9499969482422,156.75,152.35000610351562,154.0,7196801
2024-06-03,155.01959228515625,159.6999969482422,160.1999969482422,156.25,157.0,5183145
2024-06-04,144.97293090820312,149.35000610351562,160.0,144.60000610351562,160.0,12468536
2024-06-05,152.2531280517578,156.85000610351562,157.89999389648438,148.0,151.39999389648438,5258202
2024-06-06,154.38864135742188,159.0500030517578,162.0,156.5,157.5500030517578,6006701
2024-06-07,163.51315307617188,168.4499969482422,169.85000610351562,158.0500030517578,160.10000610351562,14435252
2024-06-10,160.50401306152344,165.35000610351562,171.6999969482422,164.5,171.6999969482422,8596119
2024-06-11,160.06719970703125,164.89999389648438,169.2899932861328,164.60000610351562,168.64999389648438,6986709
2024-06-12,165.6195526123047,170.6199951171875,171.67999267578125,165.2100067138672,165.8000030517578,13051066
2024-06-13,170.71568298339844,175.8699951171875,179.17999267578125,175.0,175.10000610351562,47333091
2024-06-14,176.5398406982422,181.8699951171875,183.75999450683594,176.7100067138672,178.0,37292621
2024-06-18,176.83511352539062,179.6699981689453,182.14999389648438,179.08999633789062,180.99000549316406,17532848
2024-06-19,173.42971801757812,176.2100067138672,181.44000244140625,174.0399932861328,181.44000244140625,15781172
2024-06-20,180.75230407714844,183.64999389648438,184.0,175.2100067138672,176.2100067138672,17882695
2024-06-21,180.1519317626953,183.0399932861328,186.6999969482422,181.61000061035156,184.89999389648438,21084054
2024-06-24,177.66184997558594,180.50999450683594,184.0,177.5,184.0,12574066
2024-06-25,182.5829620361328,185.50999450683594,186.32000732421875,179.0,180.85000610351562,14289052
2024-06-26,178.84292602539062,181.7100067138672,187.8000030517578,181.1999969482422,186.0,12469345
2024-06-27,176.43157958984375,179.25999450683594,184.17999267578125,178.67999267578125,181.75,16858870
2024-06-28,178.3114471435547,181.1699981689453,182.88999938964844,180.0,182.0,9520773
2024-07-01,187.10055541992188,190.10000610351562,191.64999389648438,182.9600067138672,183.64999389648438,24853967
2024-07-02,184.27581787109375,187.22999572753906,194.25,186.4499969482422,192.3000030517578,15387882
2024-07-03,185.72262573242188,188.6999969482422,191.0,186.61000061035156,188.8000030517578,10137481
2024-07-04,185.2797393798828,188.25,194.1999969482422,187.83999633789062,194.0,13615915
2024-07-05,186.91354370117188,189.91000366210938,190.5500030517578,184.85000610351562,188.0,7736157
2024-07-08,183.04554748535156,185.97999572753906,190.5800018310547,185.1699981689453,190.00999450683594,4460806
2024-07-09,181.10662841796875,184.00999450683594,187.1300048828125,183.25999450683594,186.5,4773194
2024-07-10,177.60279846191406,180.4499969482422,183.99000549316406,177.75999450683594,183.99000549316406,6401087
2024-07-11,176.42173767089844,179.25,182.52000427246094,179.0,180.4499969482422,7184501
2024-07-12,179.38424682617188,182.25999450683594,185.0,179.32000732421875,180.1999969482422,8336170
2024-07-15,182.9176025390625,185.85000610351562,186.25,180.32000732421875,184.25,7480546
2024-07-16,181.44126892089844,184.35000610351562,186.4499969482422,182.25,186.4499969482422,12008675
2024-07-18,181.65780639648438,184.57000732421875,189.9499969482422,182.72999572753906,189.89999389648438,37665072
2024-07-19,173.17379760742188,175.9499969482422,185.44000244140625,175.0,185.44000244140625,13685366
2024-07-22,170.98883056640625,173.72999572753906,175.8000030517578,170.5,173.05999755859375,7917914
2024-07-23,171.7565155029297,174.50999450683594,175.49000549316406,165.0,175.49000549316406,9608735
2024-07-24,171.99273681640625,174.75,177.3699951171875,173.75999450683594,175.39999389648438,4458422
2024-07-25,170.98883056640625,173.72999572753906,175.0,169.83999633789062,174.0,5458213
2024-07-26,177.62249755859375,180.47000122070312,180.89999389648438,174.1699981689453,174.89999389648438,7455371
2024-07-29,176.7071533203125,179.5399932861328,182.13999938964844,178.9199981689453,181.69000244140625,3768421
2024-07-30,177.18943786621094,180.02999877929688,182.47000122070312,178.9600067138672,180.0,4003069
2024-07-31,177.0516357421875,179.88999938964844,181.47999572753906,179.47000122070312,180.5,2073303
2024-08-01,173.7151336669922,176.5,182.05999755859375,176.0,181.89999389648438,3547911
2024-08-02,174.33518981933594,177.1300048828125,179.10000610351562,172.16000366210938,175.35000610351562,9004437
2024-08-05,165.87088012695312,168.52999877929688,173.99000549316406,167.27999877929688,173.99000549316406,7380500
2024-08-06,164.5913848876953,167.22999572753906,174.39999389648438,166.61000061035156,170.0,4182278
2024-08-07,166.83541870117188,169.50999450683594,171.8000030517578,166.6999969482422,171.6999969482422,4659477
2024-08-08,163.03631591796875,165.64999389648438,169.91000366210938,165.10000610351562,169.60000610351562,3909508
2024-08-09,163.57763671875,166.1999969482422,168.8000030517578,165.52999877929688,167.99000549316406,2882514
2024-08-12,165.36892700195312,168.02000427246094,168.75,164.00999450683594,166.0,3999022
2024-08-13,159.77854919433594,162.33999633789062,168.10000610351562,162.02000427246094,168.00999450683594,4198056
2024-08-14,157.92822265625,160.4600067138672,162.77999877929688,159.8699951171875,162.58999633789062,3173840
2024-08-16,161.69776916503906,164.2899932861328,164.85000610351562,159.5,160.0,4338449
2024-08-19,162.39657592773438,165.0,166.10000610351562,163.61000061035156,164.97999572753906,3904977
2024-08-20,164.71934509277344,167.36000061035156,168.3800048828125,164.14999389648438,165.89999389648438,4346921
2024-08-21,165.55593872070312,168.2100067138672,168.5399932861328,166.22000122070312,167.89999389648438,3058802
2024-08-22,166.25473022460938,168.9199981689453,171.89999389648438,168.0,169.0,5161326
2024-08-23,164.97523498535156,167.6199951171875,169.5500030517578,167.27999877929688,169.5,3414990
2024-08-26,166.3531494140625,169.02000427246094,169.44000244140625,166.88999938964844,167.6199951171875,4452610
2024-08-27,168.34127807617188,171.0399932861328,172.0,168.64999389648438,169.0,4638048
2024-08-28,167.82948303222656,170.52000427246094,173.6999969482422,170.25,173.69000244140625,7706210
2024-08-29,167.7015380859375,170.38999938964844,171.94000244140625,168.1199951171875,171.2899932861328,3063823
2024-08-30,166.6877899169922,169.36000061035156,171.9499969482422,169.07000732421875,171.1999969482422,3415918
2024-09-02,168.16412353515625,170.86000061035156,171.35000610351562,168.8300018310547,169.0399932861328,4999370
2024-09-03,169.68966674804688,172.41000366210938,173.89999389648438,170.8300018310547,171.25,6769138
2024-09-04,166.3433074951172,169.00999450683594,172.10000610351562,168.5,171.10000610351562,3288369
2024-09-05,167.8590087890625,170.5500030517578,171.8000030517578,169.27000427246094,169.99000549316406,5362951
2024-09-06,162.62294006347656,165.22999572753906,170.75999450683594,164.77000427246094,170.60000610351562,5578591
2024-09-09,163.6170196533203,166.24000549316406,166.72999572753906,163.3300018310547,165.4199981689453,3379647
2024-09-10,168.98101806640625,171.69000244140625,173.24000549316406,166.6999969482422,167.94000244140625,9893480
2024-09-11,163.62686157226562,166.25,172.99000549316406,165.66000366210938,172.89999389648438,5613656
2024-09-12,171.60890197753906,174.36000061035156,174.94000244140625,167.9499969482422,168.0,15036376
2024-09-13,175.10289001464844,177.91000366210938,179.3699951171875,174.52000427246094,175.39999389648438,13689402
2024-09-16,172.455322265625,175.22000122070312,179.0,174.5800018310547,179.0,5726945
2024-09-17,173.0753936767578,175.85000610351562,177.22000122070312,174.5,175.49000549316406,3562118
2024-09-18,174.21707153320312,177.00999450683594,178.47999572753906,174.6999969482422,175.0,6682772
2024-09-19,175.19146728515625,178.0,181.64999389648438,172.30999755859375,178.5,15235214
2024-09-20,178.44923400878906,181.30999755859375,182.25,177.72999572753906,178.8300018310547,10622489
2024-09-23,181.6085968017578,184.52000427246094,185.38999938964844,178.82000732421875,183.0,13735342
2024-09-24,180.988525390625,183.88999938964844,187.19000244140625,183.5,185.69000244140625,8839860
2024-09-25,184.44314575195312,187.39999389648438,189.1699981689453,182.80999755859375,184.0,14292747
2024-09-26,183.87229919433594,186.82000732421875,187.39999389648438,182.6999969482422,187.39999389648438,11507289
2024-09-27,184.9352569580078,187.89999389648438,189.2899932861328,185.50999450683594,186.55999755859375,7610386
2024-09-30,182.88807678222656,185.82000732421875,187.86000061035156,185.08999633789062,187.0,4833939
2024-10-01,185.1517791748047,188.1199951171875,189.4499969482422,185.11000061035156,187.08999633789062,7122957
2024-10-03,178.37049865722656,181.22999572753906,186.5,180.0,185.0,11643302
2024-10-04,172.19943237304688,174.9600067138672,181.94000244140625,173.91000366210938,181.25,9226512
2024-10-07,165.8413543701172,168.5,177.3300018310547,167.2899932861328,176.22999572753906,7477478
2024-10-08,169.2762908935547,171.99000549316406,173.1699981689453,167.6999969482422,168.0,5510412
2024-10-09,166.74684143066406,169.4199981689453,176.75,168.6999969482422,173.5,9490521
2024-10-10,164.8374481201172,167.47999572753906,171.4499969482422,167.1999969482422,170.75,4274505
2024-10-11,161.17613220214844,163.75999450683594,168.32000732421875,163.25,167.5,11614006
2024-10-14,162.71153259277344,165.32000732421875,167.10000610351562,163.85000610351562,164.5800018310547,11581312
2024-10-15,165.39845275878906,168.0500030517578,168.60000610351562,165.14999389648438,166.0500030517578,10759297
2024-10-16,164.1977081298828,166.8300018310547,167.58999633789062,166.10000610351562,167.25,7751067
2024-10-17,163.78433227539062,166.41000366210938,167.7899932861328,163.75,167.0,8675146
2024-10-18,164.0106964111328,166.63999938964844,168.14999389648438,161.83999633789062,166.0,11045604
2024-10-21,155.3298797607422,157.82000732421875,168.88999938964844,156.6999969482422,168.0,15051766
2024-10-22,144.23768615722656,146.5500030517578,159.19000244140625,145.05999755859375,158.08999633789062,24010034
2024-10-23,147.79074096679688,150.16000366210938,151.9600067138672,146.1999969482422,146.7100067138672,13909496
2024-10-24,142.3775177001953,144.66000366210938,151.2899932861328,144.17999267578125,150.4499969482422,20052904
2024-10-25,138.06661987304688,140.27999877929688,145.5500030517578,137.66000366210938,145.0500030517578,12615138
2024-10-28,139.98585510253906,142.22999572753906,148.0,141.0,141.1999969482422,13047525
2024-10-29,141.6787109375,143.9499969482422,144.94000244140625,139.0,142.5,11464868
2024-10-30,144.1786346435547,146.49000549316406,148.3000030517578,143.0,144.5,12345747
2024-10-31,143.6963653564453,146.0,148.39999389648438,144.39999389648438,147.8000030517578,13296222
2024-11-01,146.2750244140625,148.6199951171875,149.5,146.6999969482422,146.88999938964844,2638735
2024-11-04,140.50747680664062,142.75999450683594,148.9499969482422,142.4499969482422,148.9499969482422,9179542
2024-11-05,143.0959930419922,145.38999938964844,146.39999389648438,141.16000366210938,142.75999450683594,8972012
2024-11-06,145.23175048828125,147.55999755859375,148.75,145.80999755859375,146.19000244140625,7223997
2024-11-07,141.87554931640625,144.14999389648438,148.19000244140625,143.8000030517578,148.0,5804643
2024-11-08,137.89930725097656,140.11000061035156,144.60000610351562,139.8000030517578,144.60000610351562,7009217
2024-11-11,137.94851684570312,140.16000366210938,142.4199981689453,137.75,140.0,7981196
2024-11-12,136.38360595703125,138.57000732421875,141.61000061035156,138.1300048828125,141.10000610351562,4140867
2024-11-13,133.7655792236328,135.91000366210938,138.5500030517578,134.10000610351562,137.61000061035156,12440862
2024-11-14,135.34031677246094,137.50999450683594,138.60000610351562,135.4600067138672,135.89999389648438,5267955
2024-11-18,136.501708984375,138.69000244140625,140.5,135.38999938964844,136.55999755859375,5629198
2024-11-19,137.505615234375,139.7100067138672,142.49000549316406,138.69000244140625,139.25,5892083
2024-11-21,135.5666961669922,137.74000549316406,139.0,135.5,138.75999450683594,3921181
2024-11-22,137.34814453125,139.5500030517578,140.44000244140625,137.10000610351562,137.64999389648438,3846622
2024-11-25,138.71620178222656,140.94000244140625,144.3000030517578,140.5,142.5,5493643
2024-11-26,138.38157653808594,140.60000610351562,141.94000244140625,139.5,141.0,5960047
2024-11-27,138.53904724121094,140.75999450683594,142.1300048828125,139.50999450683594,142.0,8204446
2024-11-28,142.04287719726562,144.32000732421875,145.25,139.8000030517578,140.4499969482422,18898040
2024-11-29,140.22206115722656,142.47000122070312,144.94000244140625,141.22000122070312,144.74000549316406,4590422
2024-12-02,141.4523468017578,143.72000122070312,144.10000610351562,141.61000061035156,142.14999389648438,4022418
2024-12-03,143.32235717773438,145.6199951171875,146.08999633789062,143.64999389648438,143.72000122070312,3813710
2024-12-04,145.80259704589844,148.13999938964844,148.5,145.00999450683594,145.00999450683594,6845087
2024-12-05,146.06834411621094,148.41000366210938,149.14999389648438,146.94000244140625,148.19000244140625,4729816
2024-12-06,146.46202087402344,148.80999755859375,149.22999572753906,146.58999633789062,148.41000366210938,6810891
2024-12-09,145.89117431640625,148.22999572753906,150.33999633789062,147.60000610351562,148.5,3736158
2024-12-10,146.79666137695312,149.14999389648438,151.9499969482422,148.0,148.1999969482422,5635147
2024-12-11,147.70216369628906,150.07000732421875,150.69000244140625,148.30999755859375,148.30999755859375,4351059
2024-12-12,145.27113342285156,147.60000610351562,150.77000427246094,147.11000061035156,150.07000732421875,3625503
2024-12-13,144.29673767089844,146.61000061035156,147.24000549316406,142.2100067138672,146.50999450683594,5363914
2024-12-16,144.97586059570312,147.3000030517578,148.89999389648438,145.86000061035156,146.5,2233073
2024-12-17,139.6610565185547,141.89999389648438,147.2899932861328,141.14999389648438,147.2899932861328,7552894
2024-12-18,138.79495239257812,141.02000427246094,142.4499969482422,139.33999633789062,142.0,10516827
2024-12-19,139.20831298828125,141.44000244140625,141.8000030517578,137.58999633789062,139.0,12193131
2024-12-20,134.32656860351562,136.47999572753906,141.69000244140625,135.5,141.42999267578125,8487963
2024-12-23,134.55294799804688,136.7100067138672,139.0,136.3000030517578,138.0,3940701
2024-12-24,136.4623260498047,138.64999389648438,139.38999938964844,136.61000061035156,137.0,5656854
2024-12-26,134.66122436523438,136.82000732421875,139.88999938964844,135.6999969482422,139.00999450683594,9220873
2024-12-27,135.79307556152344,137.97000122070312,139.69000244140625,136.5800018310547,137.13999938964844,4118706
2024-12-30,134.1494140625,136.3000030517578,138.3800048828125,136.0,138.0,2117941
2024-12-31,133.489990234375,135.6300048828125,136.19000244140625,134.64999389648438,136.0,3059127
2025-01-01,135.5863800048828,137.75999450683594,138.25999450683594,135.60000610351562,135.6999969482422,3531622
2025-01-02,140.5960693359375,142.85000610351562,143.27000427246094,137.64999389648438,137.64999389648438,11377083
2025-01-03,141.1767578125,143.44000244140625,144.22000122070312,141.64999389648438,142.85000610351562,4873760
2025-01-06,136.20643615722656,138.38999938964844,143.80999755859375,136.6199951171875,143.44000244140625,6736370
2025-01-07,137.1611328125,139.36000061035156,141.24000549316406,137.50999450683594,139.0,3978224
2025-01-08,141.13739013671875,143.39999389648438,145.8699951171875,137.4499969482422,139.36000061035156,15163307
2025-01-09,140.4484405517578,142.6999969482422,144.39999389648438,140.8300018310547,141.92999267578125,5446905
2025-01-10,137.0823974609375,139.27999877929688,142.5,137.10000610351562,142.5,5763292
2025-01-13,128.8247833251953,130.88999938964844,136.75,129.1999969482422,134.1199951171875,10154047
2025-01-14,131.61996459960938,133.72999572753906,135.10000610351562,131.69000244140625,132.0,4953900
2025-01-15,137.8599395751953,140.07000732421875,142.35000610351562,132.4499969482422,134.80999755859375,7978664
2025-01-16,140.0842742919922,142.3300018310547,142.94000244140625,140.00999450683594,140.07000732421875,3599390
2025-01-17,140.77322387695312,143.02999877929688,144.24000549316406,140.38999938964844,141.00999450683594,2655923
2025-01-20,142.1905059814453,144.47000122070312,145.49000549316406,141.3300018310547,143.0,5040472
2025-01-21,143.76527404785156,146.07000732421875,147.57000732421875,140.0,141.30999755859375,14675861
2025-01-22,137.1709747314453,139.3699951171875,145.94000244140625,138.0,145.92999267578125,4565681
2025-01-23,137.72213745117188,139.92999267578125,142.0,138.5,140.0,3738977
2025-01-24,137.47607421875,139.67999267578125,142.30999755859375,137.86000061035156,140.7100067138672,3499150
2025-01-27,139.31658935546875,141.5500030517578,142.14999389648438,134.1999969482422,139.61000061035156,5793676
2025-01-28,139.63153076171875,141.8699951171875,144.22999572753906,137.0,142.58999633789062,8541590
2025-01-29,143.85385131835938,146.16000366210938,147.3699951171875,141.58999633789062,141.8699951171875,6916017
2025-01-30,142.0920867919922,144.3699951171875,147.8300018310547,143.60000610351562,146.1999969482422,5076567
2025-01-31,143.1747283935547,145.47000122070312,146.6999969482422,143.63999938964844,144.35000610351562,2405356
2025-02-01,143.66683959960938,145.97000122070312,147.60000610351562,142.64999389648438,146.9499969482422,2414221
2025-02-03,147.2001953125,149.55999755859375,150.08999633789062,141.94000244140625,145.0,5940050
2025-02-04,149.6312255859375,152.02999877929688,152.94000244140625,148.7899932861328,150.0,7423889
2025-02-05,150.44813537597656,152.86000061035156,154.88999938964844,151.6199951171875,152.64999389648438,5683005
2025-02-06,148.38125610351562,150.75999450683594,153.89999389648438,150.11000061035156,152.86000061035156,2402830
2025-02-07,146.85572814941406,149.2100067138672,152.8000030517578,148.1199951171875,150.75999450683594,4555447
2025-02-10,145.27113342285156,147.60000610351562,152.2100067138672,147.10000610351562,151.0,4108200
2025-02-11,138.7457275390625,140.97000122070312,147.75999450683594,138.2100067138672,147.50999450683594,5929128
2025-02-12,138.509521484375,140.72999572753906,142.3300018310547,135.83999633789062,140.0,4685117
2025-02-13,138.11582946777344,140.3300018310547,143.33999633789062,139.6699981689453,140.00999450683594,3651705
2025-02-14,134.79901123046875,136.9600067138672,142.44000244140625,135.0,142.22000122070312,4972113
2025-02-17,133.8935089111328,136.0399932861328,137.77999877929688,132.9600067138672,136.94000244140625,2865874
2025-02-18,130.19284057617188,132.27999877929688,136.74000549316406,131.25,136.74000549316406,3180448
2025-02-19,133.11598205566406,135.25,135.5,131.0500030517578,132.44000244140625,2723336
2025-02-20,135.44857788085938,137.6199951171875,138.10000610351562,133.1999969482422,134.6999969482422,2608003
2025-02-21,133.59825134277344,135.74000549316406,139.4499969482422,134.89999389648438,137.5500030517578,2884321
2025-02-24,132.1317596435547,134.25,136.14999389648438,132.3000030517578,134.99000549316406,2323761
2025-02-25,131.38375854492188,133.49000549316406,136.0,132.64999389648438,134.10000610351562,2797955
2025-02-27,137.28909301757812,139.49000549316406,142.17999267578125,136.60000610351562,136.60000610351562,14821236
2025-02-28,132.60418701171875,134.72999572753906,138.22999572753906,133.11000061035156,138.0,3681827
2025-03-03,136.0686492919922,138.25,138.8699951171875,132.5800018310547,135.19000244140625,5170767
2025-03-04,136.688720703125,138.8800048828125,139.38999938964844,134.1300048828125,136.9499969482422,3938622
2025-03-05,137.4957733154297,139.6999969482422,140.86000061035156,137.7899932861328,138.5,3715864
2025-03-06,138.86383056640625,141.08999633789062,143.77999877929688,140.1999969482422,141.5,2855777
2025-03-07,139.47406005859375,141.7100067138672,143.1999969482422,140.85000610351562,141.10000610351562,3148608
2025-03-10,137.62371826171875,139.8300018310547,145.3000030517578,139.44000244140625,141.89999389648438,4843292
2025-03-11,138.77525329589844,141.0,142.11000061035156,137.1999969482422,139.0,2549192
2025-03-12,138.03709411621094,140.25,142.64999389648438,136.80999755859375,142.0,3329109
2025-03-13,136.45249938964844,138.63999938964844,141.16000366210938,138.0,141.0,1973510
2025-03-17,137.95835876464844,140.1699981689453,141.4499969482422,138.63999938964844,138.99000549316406,3085080
2025-03-18,137.95835876464844,140.1699981689453,140.1699981689453,140.1699981689453,140.1699981689453,0
2025-03-19,143.99163818359375,146.3000030517578,147.0,142.39999389648438,142.99000549316406,4720534
2025-03-20,147.34783935546875,149.7100067138672,150.5,146.89999389648438,147.58999633789062,7231854
2025-03-21,152.6429443359375,155.08999633789062,156.0500030517578,148.52000427246094,149.6999969482422,8697338
