date_,adj close_rvnl.ns,close_rvnl.ns,high_rvnl.ns,low_rvnl.ns,open_rvnl.ns,volume_rvnl.ns
2024-06-28,412.8271789550781,416.6000061035156,424.3999938964844,410.6000061035156,418.0,23134009
2024-07-01,411.2416687011719,415.0,421.29998779296875,413.5,417.0,10190705
2024-07-02,407.27789306640625,411.0,417.04998779296875,404.29998779296875,415.8500061035156,11365895
2024-07-03,413.17401123046875,416.95001220703125,421.20001220703125,415.0,415.6000061035156,12879072
2024-07-04,414.9576721191406,418.75,430.95001220703125,417.25,419.0,20654664
2024-07-05,486.6029052734375,491.04998779296875,498.5,424.54998779296875,424.95001220703125,152345942
2024-07-08,560.7750854492188,565.9000244140625,578.9500122070312,508.0,508.0,178360632
2024-07-09,537.834716796875,542.75,619.0,534.1500244140625,587.0,156242236
2024-07-10,604.4261474609375,609.9500122070312,618.4000244140625,557.75,560.0,211547060
2024-07-11,624.2945556640625,630.0,643.7999877929688,606.0,634.9500122070312,95328327
2024-07-12,621.073974609375,626.75,645.0,610.1500244140625,628.0,56153729
2024-07-15,620.330810546875,626.0,647.0,622.25,637.0,29639356
2024-07-16,614.5337524414062,620.1500244140625,631.7999877929688,605.0,625.0,29931644
2024-07-18,580.8416748046875,586.1500244140625,626.0,582.6500244140625,612.0,35159677
2024-07-19,608.1917114257812,613.75,637.9000244140625,570.2999877929688,582.3499755859375,73240329
2024-07-22,618.4479370117188,624.0999755859375,630.7000122070312,598.4500122070312,615.0,34133877
2024-07-23,584.9540405273438,590.2999877929688,639.0,561.7000122070312,634.7999877929688,57366312
2024-07-24,588.372802734375,593.75,607.0,583.0,591.1500244140625,18166209
2024-07-25,570.486328125,575.7000122070312,595.8499755859375,573.5999755859375,590.0,17201205
2024-07-26,547.3477783203125,552.3499755859375,583.5,550.0499877929688,576.5,21601968
2024-07-29,600.8091430664062,606.2999877929688,607.5499877929688,555.5499877929688,557.5,48942004
2024-07-30,608.8853759765625,614.4500122070312,626.7999877929688,611.0,614.7000122070312,26215668
2024-07-31,596.0526733398438,601.5,615.7000122070312,598.0,614.0,11846077
2024-08-01,590.1069946289062,595.5,607.0,591.0,605.25,9507451
2024-08-02,584.4586181640625,589.7999877929688,593.75,579.0,580.0,11185800
2024-08-05,545.811767578125,550.7999877929688,575.0,544.3499755859375,559.7999877929688,21657722
2024-08-06,541.1047973632812,546.0499877929688,575.0,542.3499755859375,563.5999755859375,13085001
2024-08-07,560.6759643554688,565.7999877929688,568.9500122070312,545.7999877929688,565.2999877929688,13370669
2024-08-08,533.5736694335938,538.4500122070312,583.0,531.4000244140625,565.0499877929688,30489387
2024-08-09,513.45751953125,518.1500244140625,538.0,514.0,538.0,23773689
2024-08-12,570.6348876953125,575.8499755859375,583.0,522.4000244140625,524.0,61951226
2024-08-13,564.2929077148438,569.4500122070312,601.9000244140625,565.0,581.7000122070312,42007554
2024-08-14,549.0819091796875,554.0999755859375,575.0,550.1500244140625,572.0,19122889
2024-08-16,565.4821166992188,570.6500244140625,581.9000244140625,561.0999755859375,561.0999755859375,21355519
2024-08-19,568.3062744140625,573.5,590.0,571.0,581.7999877929688,16785488
2024-08-20,556.6130981445312,561.7000122070312,575.7999877929688,560.0,575.0,9499106
2024-08-21,558.7931518554688,563.9000244140625,572.75,553.0,560.0,10316563
2024-08-22,565.5811157226562,570.75,576.75,567.0,571.0,10606181
2024-08-23,567.5134887695312,572.7000122070312,594.5,568.6500244140625,570.75,26306003
2024-08-26,571.9727783203125,577.2000122070312,585.6500244140625,575.5,577.5,11254234
2024-08-27,570.8826293945312,576.0999755859375,587.0,572.0,579.7999877929688,13076800
2024-08-28,572.9636840820312,578.2000122070312,596.5,577.3499755859375,579.7999877929688,22101243
2024-08-29,574.5491333007812,579.7999877929688,584.75,572.5999755859375,583.5,13756438
2024-08-30,601.8992309570312,607.4000244140625,615.0,580.6500244140625,584.0,121690785
2024-09-02,595.75537109375,601.2000122070312,619.5,593.5999755859375,610.5,22525336
2024-09-03,595.061767578125,600.5,606.4000244140625,597.0,604.0,9558037
2024-09-04,587.3323974609375,592.7000122070312,600.7000122070312,590.6500244140625,598.0,7537912
2024-09-05,576.58056640625,581.8499755859375,596.7999877929688,580.2000122070312,595.5,7030270
2024-09-06,564.3919677734375,569.5499877929688,584.7999877929688,565.4500122070312,582.2000122070312,9015277
2024-09-09,557.80224609375,562.9000244140625,572.25,553.3499755859375,569.5499877929688,8885002
2024-09-10,560.2796020507812,565.4000244140625,578.7999877929688,563.2000122070312,569.9000244140625,7591740
2024-09-11,551.6583862304688,556.7000122070312,567.7999877929688,555.2999877929688,567.7999877929688,4565818
2024-09-12,547.0009155273438,552.0,561.9000244140625,545.0999755859375,559.7999877929688,6327534
2024-09-13,550.2710571289062,555.2999877929688,562.9000244140625,547.9000244140625,552.5,6911510
2024-09-16,540.3616333007812,545.2999877929688,554.3499755859375,542.5999755859375,550.0,4885521
2024-09-17,525.7451782226562,530.5499877929688,542.7999877929688,530.0,541.0,6414408
2024-09-18,523.8128662109375,528.5999755859375,538.3499755859375,527.0,528.0499877929688,5345676
2024-09-19,505.57952880859375,510.20001220703125,535.6500244140625,501.20001220703125,530.5,13094055
2024-09-20,539.3211059570312,544.25,549.0,505.79998779296875,512.5,25018038
2024-09-23,531.273193359375,534.0499877929688,544.4000244140625,529.0,544.25,4782927
2024-09-24,523.5137939453125,526.25,530.0,522.0499877929688,530.0,4043522
2024-09-25,523.414306640625,526.1500244140625,532.2999877929688,516.0,521.0,4430623
2024-09-26,519.1365966796875,521.8499755859375,529.5,517.5,526.0999755859375,4399204
2024-09-27,523.6132202148438,526.3499755859375,531.0,522.5999755859375,523.7000122070312,4343344
2024-09-30,528.686767578125,531.4500122070312,535.0,516.3499755859375,521.5,4486451
2024-10-01,521.9718627929688,524.7000122070312,533.5,523.0,530.5,2945750
2024-10-03,506.8508605957031,509.5,518.4500122070312,507.0,510.95001220703125,3394155
2024-10-04,490.8345642089844,493.3999938964844,510.79998779296875,483.6499938964844,507.0,6487238
2024-10-07,449.3514099121094,451.70001220703125,498.0,442.29998779296875,490.3999938964844,13067372
2024-10-08,484.517578125,487.04998779296875,494.8500061035156,426.45001220703125,443.1499938964844,19576332
2024-10-09,478.3498229980469,480.8500061035156,500.75,475.0,494.0,7833917
2024-10-10,478.0513610839844,480.54998779296875,485.8500061035156,475.20001220703125,482.20001220703125,3384210
2024-10-11,472.92816162109375,475.3999938964844,487.3500061035156,472.0,475.0,4345765
2024-10-14,468.05364990234375,470.5,478.8999938964844,467.25,476.0,2873914
2024-10-15,471.7344055175781,474.20001220703125,477.0,466.6499938964844,470.95001220703125,2779345
2024-10-16,477.1063232421875,479.6000061035156,487.25,470.70001220703125,472.95001220703125,4889153
2024-10-17,487.0543212890625,489.6000061035156,514.6500244140625,485.0,489.04998779296875,19634045
2024-10-18,474.8182678222656,477.29998779296875,486.5,470.1000061035156,483.79998779296875,4706252
2024-10-21,463.2288513183594,465.6499938964844,482.95001220703125,463.0,477.29998779296875,2924934
2024-10-22,440.24896240234375,442.54998779296875,463.75,440.0,460.04998779296875,4776339
2024-10-23,439.8510437011719,442.1499938964844,452.95001220703125,421.1000061035156,439.95001220703125,7676464
2024-10-24,439.652099609375,441.95001220703125,449.8999938964844,435.6499938964844,444.3999938964844,3737733
2024-10-25,417.5675048828125,419.75,445.6000061035156,414.1000061035156,442.1000061035156,5291153
2024-10-28,430.05224609375,432.29998779296875,436.5,408.1499938964844,418.8500061035156,6738378
2024-10-29,436.6179504394531,438.8999938964844,442.0,427.54998779296875,432.29998779296875,3962720
2024-10-30,462.930419921875,465.3500061035156,479.04998779296875,436.04998779296875,440.0,14783053
2024-10-31,469.34686279296875,471.79998779296875,479.70001220703125,461.54998779296875,467.0,6608995
2024-11-01,468.5013122558594,470.95001220703125,476.95001220703125,468.0,471.0,1408627
2024-11-04,443.8800048828125,446.20001220703125,469.29998779296875,443.5,469.29998779296875,5262254
2024-11-05,448.5555419921875,450.8999938964844,457.0,441.3500061035156,452.04998779296875,7278500
2024-11-06,467.2080383300781,469.6499938964844,472.5,460.5,466.0,6251705
2024-11-07,475.36541748046875,477.8500061035156,486.70001220703125,473.29998779296875,475.0,8328110
2024-11-08,445.62091064453125,447.95001220703125,457.3999938964844,443.29998779296875,444.0,8178730
2024-11-11,434.2801513671875,436.54998779296875,446.0,429.20001220703125,445.0,4899446
2024-11-12,435.4241943359375,437.70001220703125,450.8500061035156,432.0,444.0,3668960
2024-11-13,417.6669921875,419.8500061035156,451.8500061035156,418.0,432.25,5236303
2024-11-14,417.3188171386719,419.5,428.45001220703125,416.1000061035156,419.54998779296875,3814197
2024-11-18,414.0359802246094,416.20001220703125,427.8500061035156,409.5,418.6499938964844,4451811
2024-11-19,429.9030456542969,432.1499938964844,435.04998779296875,419.5,420.5,5166306
2024-11-21,419.6565856933594,421.8500061035156,431.79998779296875,420.0,427.70001220703125,3599338
2024-11-22,418.01519775390625,420.20001220703125,424.1499938964844,416.70001220703125,421.8500061035156,2708144
2024-11-25,435.8221130371094,438.1000061035156,462.8999938964844,434.0,451.54998779296875,12098123
2024-11-26,431.743408203125,434.0,443.8999938964844,432.20001220703125,440.29998779296875,3718972
2024-11-27,437.1153259277344,439.3999938964844,446.79998779296875,431.5,435.0,5527098
2024-11-28,441.0447998046875,443.3500061035156,450.79998779296875,440.04998779296875,441.75,4500271
2024-11-29,433.58380126953125,435.8500061035156,444.54998779296875,434.0,444.3500061035156,3572568
2024-12-02,434.7775573730469,437.04998779296875,447.1000061035156,435.04998779296875,437.5,4210283
2024-12-03,435.4739074707031,437.75,444.5,436.1499938964844,437.54998779296875,3199416
2024-12-04,438.9557189941406,441.25,451.6000061035156,439.0,442.45001220703125,5016587
2024-12-05,440.9453125,443.25,445.0,438.5,442.70001220703125,2835893
2024-12-06,462.2838134765625,464.70001220703125,468.0,441.0,443.0,11669884
2024-12-09,468.1033630371094,470.54998779296875,474.6499938964844,463.04998779296875,465.70001220703125,5838413
2024-12-10,456.21551513671875,458.6000061035156,470.29998779296875,455.54998779296875,470.0,3950300
2024-12-11,471.7841491699219,474.25,482.5,455.6499938964844,455.6499938964844,11348824
2024-12-12,469.0484313964844,471.5,479.0,466.5,474.0,4205765
2024-12-13,463.5273132324219,465.95001220703125,471.3999938964844,456.25,468.6499938964844,3244183
2024-12-16,467.4567565917969,469.8999938964844,476.0,466.79998779296875,467.8999938964844,2797117
2024-12-17,465.86505126953125,468.29998779296875,482.0,465.25,472.5,4245937
2024-12-18,455.0715026855469,457.45001220703125,466.8999938964844,453.75,466.8500061035156,2378913
2024-12-19,446.1182861328125,448.45001220703125,450.0,438.0,438.5,2481062
2024-12-20,430.997314453125,433.25,453.6000061035156,430.04998779296875,451.54998779296875,2977111
2024-12-23,427.3663024902344,429.6000061035156,442.0,425.6000061035156,437.70001220703125,2428886
2024-12-24,426.3217468261719,428.54998779296875,434.8999938964844,426.6499938964844,430.0,1588615
2024-12-26,425.4761962890625,427.70001220703125,432.8999938964844,425.25,429.75,1428368
2024-12-27,423.33734130859375,425.54998779296875,432.5,424.1000061035156,427.70001220703125,1604621
2024-12-30,406.1770324707031,408.29998779296875,429.5,404.3999938964844,425.0,3813743
2024-12-31,420.502197265625,422.70001220703125,439.70001220703125,413.3500061035156,414.0,12688227
2025-01-01,425.8741149902344,428.1000061035156,432.6499938964844,421.3999938964844,425.6499938964844,2926296
2025-01-02,427.3165588378906,429.54998779296875,432.70001220703125,424.25,430.1499938964844,2481062
2025-01-03,429.8533020019531,432.1000061035156,439.5,430.0,430.3999938964844,2543156
2025-01-06,408.3158874511719,410.45001220703125,434.79998779296875,408.3999938964844,434.6000061035156,4405141
2025-01-07,413.9862365722656,416.1499938964844,418.95001220703125,411.0,411.0,2593957
2025-01-08,415.229736328125,417.3999938964844,423.70001220703125,412.54998779296875,420.0,2899992
2025-01-09,408.1666259765625,410.29998779296875,418.8999938964844,409.0,416.0,1712306
2025-01-10,391.2550354003906,393.29998779296875,407.5,391.0,405.0,4129451
2025-01-13,356.0888671875,357.95001220703125,383.8500061035156,355.5,381.95001220703125,8523323
2025-01-14,374.79107666015625,376.75,378.95001220703125,360.6000061035156,360.95001220703125,6050286
2025-01-15,369.96630859375,371.8999938964844,387.0,370.54998779296875,380.1000061035156,3567908
2025-01-16,409.0122375488281,411.1499938964844,415.29998779296875,385.8500061035156,391.8500061035156,23382354
2025-01-17,424.18292236328125,426.3999938964844,437.79998779296875,407.0,410.0,24210278
2025-01-20,429.35589599609375,431.6000061035156,437.45001220703125,416.1000061035156,429.20001220703125,9464708
2025-01-21,417.0203857421875,419.20001220703125,435.70001220703125,416.75,433.0,7758398
2025-01-22,405.87860107421875,408.0,423.0,398.6499938964844,420.5,5563380
2025-01-23,416.2742919921875,418.45001220703125,426.8999938964844,405.54998779296875,408.0,6083832
2025-01-24,407.9676818847656,410.1000061035156,423.0,408.6000061035156,419.95001220703125,3895985
2025-01-27,398.7657775878906,400.8500061035156,405.25,390.20001220703125,400.1000061035156,5467340
2025-01-28,405.5304260253906,407.6499938964844,414.0,385.20001220703125,407.0,8736571
2025-01-29,425.4264221191406,427.6499938964844,430.95001220703125,408.04998779296875,410.0,7673095
2025-01-30,434.6283264160156,436.8999938964844,444.5,429.25,433.0,10326411
2025-01-31,473.8234558105469,476.29998779296875,481.5,436.25,440.8500061035156,23858116
2025-02-01,431.2957458496094,433.54998779296875,501.79998779296875,428.20001220703125,485.0,46000882
2025-02-03,405.03302001953125,407.1499938964844,419.8999938964844,398.0,415.1499938964844,22386317
2025-02-04,398.0196838378906,400.1000061035156,421.29998779296875,394.70001220703125,416.0,15907300
2025-02-05,404.18743896484375,406.29998779296875,416.29998779296875,404.0,411.6000061035156,10360639
2025-02-06,400.954345703125,403.04998779296875,411.70001220703125,401.70001220703125,406.3999938964844,4336358
2025-02-07,392.9959411621094,395.04998779296875,403.0,393.75,401.0,4897511
2025-02-10,379.4666748046875,381.45001220703125,399.1000061035156,378.6499938964844,395.1000061035156,6239370
2025-02-11,367.57879638671875,369.5,385.75,367.0,383.0,5917977
2025-02-12,369.71759033203125,371.6499938964844,377.1499938964844,342.0,367.95001220703125,14383719
2025-02-13,377.32781982421875,379.29998779296875,387.3999938964844,366.04998779296875,375.0,9279991
2025-02-14,358.0286865234375,359.8999938964844,381.95001220703125,357.0,380.0,6918593
2025-02-17,340.66943359375,342.45001220703125,354.79998779296875,332.54998779296875,340.0,13437460
2025-02-18,331.61676025390625,333.3500061035156,343.25,325.1499938964844,342.45001220703125,8430180
2025-02-19,374.89056396484375,376.8500061035156,384.25,329.29998779296875,332.0,55921698
2025-02-20,379.5661315917969,381.54998779296875,384.25,361.70001220703125,371.3999938964844,27929863
2025-02-21,369.7673645019531,371.70001220703125,393.0,367.1000061035156,377.1499938964844,20755098
2025-02-24,362.256591796875,364.1499938964844,369.3999938964844,359.1000061035156,364.95001220703125,10785069
2025-02-25,361.6099853515625,363.5,370.8999938964844,360.70001220703125,363.1499938964844,7546931
2025-02-27,348.22991943359375,350.04998779296875,364.70001220703125,347.3999938964844,363.04998779296875,5933298
2025-02-28,330.67169189453125,332.3999938964844,350.1499938964844,328.0,343.95001220703125,12212186
2025-03-03,321.9174499511719,323.6000061035156,342.0,310.29998779296875,333.45001220703125,16542018
2025-03-04,324.4541931152344,326.1499938964844,339.29998779296875,318.04998779296875,319.45001220703125,15287648
2025-03-05,334.5016784667969,336.25,351.3999938964844,330.29998779296875,333.3999938964844,28399265
2025-03-06,335.7948913574219,337.54998779296875,346.5,333.5,341.0,12571655
2025-03-07,339.724365234375,341.5,350.6499938964844,335.0,340.0,18401980
2025-03-10,333.95452880859375,335.70001220703125,349.0,333.95001220703125,343.0,6498796
2025-03-11,328.9307861328125,330.6499938964844,333.45001220703125,322.04998779296875,326.04998779296875,8033534
2025-03-12,331.5669860839844,333.29998779296875,342.0,329.0,340.0,8658207
2025-03-13,327.6375427246094,329.3500061035156,336.3500061035156,327.54998779296875,336.0,5491120
2025-03-17,326.74224853515625,328.45001220703125,334.20001220703125,325.3500061035156,330.5,5347960
2025-03-18,326.74224853515625,328.45001220703125,328.45001220703125,328.45001220703125,328.45001220703125,0
2025-03-19,351.8111877441406,353.6499938964844,361.95001220703125,334.0,334.6000061035156,22821539
2025-03-20,356.0390930175781,357.8999938964844,366.75,351.5,357.5,13396119
2025-03-21,359.4711608886719,361.3500061035156,374.0,352.54998779296875,360.20001220703125,17632927
2025-03-24,369.61810302734375,371.54998779296875,379.75,364.6499938964844,365.0,15714495
2025-03-25,368.42437744140625,370.3500061035156,383.95001220703125,365.45001220703125,379.0,12419010
2025-03-26,360.3167419433594,362.20001220703125,371.79998779296875,360.25,371.70001220703125,6826431
2025-03-27,352.8059997558594,354.6499938964844,362.5,353.29998779296875,354.0,7997212
2025-03-28,350.02056884765625,351.8500061035156,367.20001220703125,350.5,356.95001220703125,7134693
2025-04-01,348.2796630859375,350.1000061035156,356.0,346.6000061035156,351.45001220703125,5049493
2025-04-02,356.6856994628906,358.54998779296875,359.95001220703125,342.0,350.6000061035156,7026372
2025-04-03,357.8794860839844,359.75,365.0,351.0,351.0,6036464
2025-04-04,348.4786071777344,350.29998779296875,360.70001220703125,344.1499938964844,357.95001220703125,5639050
2025-04-07,334.2032470703125,335.95001220703125,340.0,305.0,305.0,8638161
2025-04-08,342.5595703125,344.3500061035156,348.95001220703125,338.79998779296875,347.8500061035156,4587642
2025-04-09,335.8943786621094,337.6499938964844,347.0,336.04998779296875,343.8500061035156,3740535
2025-04-11,344.4993896484375,346.29998779296875,348.3500061035156,340.20001220703125,345.0,5038895
2025-04-15,358.92401123046875,360.79998779296875,362.0,350.04998779296875,351.0,6028677
2025-04-16,365.1415100097656,367.04998779296875,369.70001220703125,359.1499938964844,362.0,6672237
