date_,adj close_rvnl.ns,close_rvnl.ns,high_rvnl.ns,low_rvnl.ns,open_rvnl.ns,volume_rvnl.ns
2024-01-16,221.52548217773438,223.5500030517578,231.9499969482422,219.0,225.0,68897751
2024-01-17,238.22286987304688,240.39999389648438,245.89999389648438,216.0500030517578,223.39999389648438,114133165
2024-01-18,241.39390563964844,243.60000610351562,251.39999389648438,227.0500030517578,247.60000610351562,105611386
2024-01-19,288.61236572265625,291.25,292.29998779296875,245.0,245.75,178930889
2024-01-23,286.1349792480469,288.75,345.5,288.3500061035156,332.0,80917623
2024-01-24,296.1435241699219,298.8500061035156,305.54998779296875,265.1499938964844,288.75,53922343
2024-01-25,299.2154846191406,301.95001220703125,309.79998779296875,298.1000061035156,300.0,27527924
2024-01-29,296.3417053222656,299.04998779296875,308.70001220703125,293.29998779296875,305.75,17198256
2024-01-30,293.5671081542969,296.25,304.20001220703125,288.6000061035156,300.79998779296875,16994531
2024-01-31,305.4584045410156,308.25,309.54998779296875,295.3999938964844,297.6499938964844,21529178
2024-02-01,294.8553161621094,297.54998779296875,318.8999938964844,294.6000061035156,312.0,34481062
2024-02-02,291.8824768066406,294.54998779296875,302.0,287.1000061035156,300.25,17179265
2024-02-05,278.8020324707031,281.3500061035156,294.95001220703125,278.0,294.95001220703125,15716341
2024-02-06,282.6171569824219,285.20001220703125,288.29998779296875,267.20001220703125,281.5,17061913
2024-02-07,278.3065490722656,280.8500061035156,291.29998779296875,280.1000061035156,289.04998779296875,9794286
2024-02-08,279.14886474609375,281.70001220703125,289.8999938964844,279.25,282.3500061035156,9231980
2024-02-09,256.90216064453125,259.25,272.8500061035156,250.5,258.0,35310986
2024-02-12,227.52069091796875,229.60000610351562,258.70001220703125,226.14999389648438,258.70001220703125,32239387
2024-02-13,243.47486877441406,245.6999969482422,256.3999938964844,223.5,228.5,52120543
2024-02-14,246.5963592529297,248.85000610351562,253.14999389648438,236.0,241.0,22348631
2024-02-15,257.0508117675781,259.3999938964844,262.79998779296875,248.1999969482422,250.14999389648438,18846018
2024-02-16,249.42054748535156,251.6999969482422,259.75,250.75,259.0,10975697
2024-02-19,263.8387756347656,266.25,281.29998779296875,254.0,254.3000030517578,51506679
2024-02-20,264.8297119140625,267.25,269.25,261.1499938964844,267.6000061035156,15398431
2024-02-21,257.9921875,260.3500061035156,273.6000061035156,259.04998779296875,268.6000061035156,13483046
2024-02-22,258.983154296875,261.3500061035156,263.29998779296875,253.5,261.8999938964844,12248384
2024-02-23,262.2037048339844,264.6000061035156,271.8999938964844,263.0,264.0,14200106
2024-02-26,264.5324401855469,266.95001220703125,272.8500061035156,263.6000061035156,266.54998779296875,14614169
2024-02-27,264.4828796386719,266.8999938964844,276.95001220703125,265.5,268.3999938964844,18452082
2024-02-28,256.6544189453125,259.0,270.3999938964844,257.0,268.3500061035156,10945242
2024-02-29,242.0380096435547,244.25,260.29998779296875,240.85000610351562,260.29998779296875,31125179
2024-03-01,243.97035217285156,246.1999969482422,249.3000030517578,244.5500030517578,245.39999389648438,10474862
2024-03-04,240.35340881347656,242.5500030517578,250.75,241.0500030517578,250.75,12608680
2024-03-05,239.065185546875,241.25,248.1999969482422,238.14999389648438,242.5500030517578,8990938
2024-03-06,235.39869689941406,237.5500030517578,242.4499969482422,232.0500030517578,241.8000030517578,9329415
2024-03-07,235.79505920410156,237.9499969482422,241.9499969482422,236.1999969482422,238.4499969482422,6393948
2024-03-11,243.22714233398438,245.4499969482422,258.0,244.0500030517578,252.3000030517578,25948260
2024-03-12,241.24525451660156,243.4499969482422,252.4499969482422,239.25,250.0,19693167
2024-03-13,220.58407592773438,222.60000610351562,245.60000610351562,219.5500030517578,245.0,26257106
2024-03-14,241.2947998046875,243.5,248.4499969482422,213.0500030517578,222.60000610351562,38958684
2024-03-15,243.32623291015625,245.5500030517578,248.8000030517578,232.3000030517578,242.4499969482422,28212318
2024-03-18,242.1866455078125,244.39999389648438,253.0,243.10000610351562,249.5500030517578,13484133
2024-03-19,243.22714233398438,245.4499969482422,247.8000030517578,240.39999389648438,242.9499969482422,9884197
2024-03-20,237.03375244140625,239.1999969482422,248.3000030517578,237.5,248.0,11717711
2024-03-21,242.28575134277344,244.5,249.39999389648438,243.89999389648438,247.0,14067406
2024-03-22,247.58731079101562,249.85000610351562,253.0,243.0,244.6999969482422,14803746
2024-03-26,258.09130859375,260.45001220703125,267.8500061035156,252.5500030517578,254.0,43345234
2024-03-27,253.6815948486328,256.0,266.29998779296875,254.39999389648438,262.6000061035156,16973630
2024-03-28,250.6096649169922,252.89999389648438,258.8500061035156,251.35000610351562,258.6499938964844,11074200
2024-04-01,259.3795471191406,261.75,265.70001220703125,259.75,261.0,13309346
2024-04-02,262.0055236816406,264.3999938964844,266.79998779296875,258.54998779296875,261.0,13027421
2024-04-03,262.6496276855469,265.04998779296875,270.6000061035156,261.8500061035156,263.3999938964844,13266979
2024-04-04,261.5596008300781,263.95001220703125,268.70001220703125,261.45001220703125,266.45001220703125,7680571
2024-04-05,261.708251953125,264.1000061035156,267.6000061035156,259.04998779296875,262.3999938964844,12817238
2024-04-08,261.8073425292969,264.20001220703125,270.70001220703125,262.6000061035156,266.3500061035156,8897347
2024-04-09,259.7263488769531,262.1000061035156,265.6000061035156,260.70001220703125,265.29998779296875,5674854
2024-04-10,257.79400634765625,260.1499938964844,263.1000061035156,259.25,262.20001220703125,4863470
2024-04-12,257.84356689453125,260.20001220703125,261.79998779296875,256.5,259.0,6856810
2024-04-15,248.72686767578125,251.0,256.1000061035156,245.0,247.0,14211279
2024-04-16,255.56439208984375,257.8999938964844,261.0,248.25,249.85000610351562,9732040
2024-04-18,257.5462951660156,259.8999938964844,262.0,257.20001220703125,259.29998779296875,8129109
2024-04-19,256.10943603515625,258.45001220703125,262.3999938964844,251.8000030517578,253.64999389648438,9991595
2024-04-22,261.7577819824219,264.1499938964844,265.0,260.6499938964844,261.75,8530666
2024-04-23,274.8382568359375,277.3500061035156,280.0,264.1499938964844,265.95001220703125,33985045
2024-04-24,281.6757507324219,284.25,286.20001220703125,278.95001220703125,281.0,30147590
2024-04-25,284.54949951171875,287.1499938964844,292.8500061035156,285.8500061035156,288.0,21646420
2024-04-26,287.2745666503906,289.8999938964844,295.0,282.25,288.0,24631495
2024-04-29,286.1845397949219,288.79998779296875,296.29998779296875,286.70001220703125,291.79998779296875,14426490
2024-04-30,283.8062744140625,286.3999938964844,293.5,285.45001220703125,291.8999938964844,9939575
2024-05-02,286.2341003417969,288.8500061035156,291.8500061035156,284.79998779296875,288.0,9181814
2024-05-03,281.5271301269531,284.1000061035156,290.5,281.6000061035156,290.0,9283077
2024-05-06,273.7977294921875,276.29998779296875,285.79998779296875,271.0,285.79998779296875,10882535
2024-05-07,264.433349609375,266.8500061035156,276.75,264.3999938964844,275.8999938964844,8819227
2024-05-08,267.5052795410156,269.95001220703125,272.3500061035156,261.0,265.20001220703125,6891941
2024-05-09,258.68585205078125,261.04998779296875,274.6000061035156,259.0,271.0,7979566
2024-05-10,258.68585205078125,261.04998779296875,263.3500061035156,251.89999389648438,261.04998779296875,10034497
2024-05-13,253.43386840820312,255.75,261.95001220703125,249.85000610351562,261.95001220703125,8125328
2024-05-14,271.46905517578125,273.95001220703125,276.0,260.0,260.0,20789907
2024-05-15,273.1040954589844,275.6000061035156,278.0,271.3999938964844,275.8500061035156,8877920
2024-05-16,277.71197509765625,280.25,284.1499938964844,275.8999938964844,277.20001220703125,13251603
2024-05-17,288.1664123535156,290.79998779296875,293.5,280.5,282.0,29599889
2024-05-21,338.6549987792969,341.75,345.8999938964844,301.0,303.29998779296875,110366536
2024-05-22,338.3081970214844,341.3999938964844,358.95001220703125,331.3500061035156,343.0,67735859
2024-05-23,368.8788146972656,372.25,374.6000061035156,341.5,343.1000061035156,89059520
2024-05-24,367.1446533203125,370.5,381.0,365.8500061035156,374.0,46086621
2024-05-27,373.5857849121094,377.0,399.8999938964844,374.20001220703125,375.75,78610946
2024-05-28,370.1670227050781,373.54998779296875,389.3999938964844,366.0,379.0,38874332
2024-05-29,372.34710693359375,375.75,378.3999938964844,363.0,372.29998779296875,27912678
2024-05-30,379.333251953125,382.79998779296875,384.75,374.04998779296875,375.75,32178655
2024-05-31,378.24322509765625,381.70001220703125,387.3999938964844,366.8999938964844,385.5,30897722
2024-06-03,400.8862609863281,404.54998779296875,425.0,384.0,425.0,63511113
2024-06-04,348.3167419433594,351.5,400.0,323.6499938964844,400.0,88280882
2024-06-05,350.10040283203125,353.29998779296875,375.0,312.25,355.95001220703125,59070407
2024-06-06,365.3114013671875,368.6499938964844,383.75,365.04998779296875,369.79998779296875,43194252
2024-06-07,371.1579895019531,374.54998779296875,382.0,370.3999938964844,374.0,27249200
2024-06-10,370.5634460449219,373.95001220703125,386.79998779296875,369.1000061035156,383.6499938964844,22561822
2024-06-11,385.87347412109375,389.3999938964844,392.45001220703125,379.0,381.5,43435702
2024-06-12,388.5490417480469,392.1000061035156,396.8999938964844,389.0,390.0,18984502
2024-06-13,386.61669921875,390.1499938964844,395.75,385.79998779296875,394.3999938964844,15383097
2024-06-14,386.666259765625,390.20001220703125,393.5,386.54998779296875,391.25,12323860
2024-06-18,392.5128173828125,396.1000061035156,405.0,395.0,397.0,28638590
2024-06-19,387.3598937988281,390.8999938964844,397.29998779296875,382.79998779296875,397.25,13915164
2024-06-20,383.7925109863281,387.29998779296875,392.29998779296875,383.1000061035156,388.0,11437105
2024-06-21,406.0392150878906,409.75,417.3999938964844,384.0,385.6000061035156,75448395
2024-06-24,412.8271789550781,416.6000061035156,431.79998779296875,405.25,410.0,41934345
2024-06-25,403.4627380371094,407.1499938964844,424.45001220703125,405.3999938964844,420.0,20335982
2024-06-26,405.39508056640625,409.1000061035156,414.0,401.3500061035156,408.0,13277791
2024-06-27,410.201171875,413.95001220703125,420.8500061035156,406.6499938964844,414.0,20947231
