date_,adj close_deepakfert.ns,close_deepakfert.ns,high_deepakfert.ns,low_deepakfert.ns,open_deepakfert.ns,volume_deepakfert.ns
2024-02-19,487.04107666015625,494.45001220703125,501.6000061035156,493.6000061035156,501.1499938964844,574941
2024-02-20,506.8398742675781,514.5499877929688,546.7000122070312,508.0,517.2999877929688,11983014
2024-02-21,514.2275390625,522.0499877929688,527.4000244140625,514.5499877929688,515.2000122070312,1849768
2024-02-22,509.647216796875,517.4000244140625,524.5,511.0,523.0,697173
2024-02-23,512.4545288085938,520.25,525.0,517.0,520.0,447992
2024-02-26,503.44158935546875,511.1000061035156,523.1500244140625,510.0,523.1500244140625,509004
2024-02-27,507.23388671875,514.9500122070312,518.0,510.5,510.95001220703125,305971
2024-02-28,507.28314208984375,515.0,518.0499877929688,511.6000061035156,515.4000244140625,476682
2024-02-29,498.1717529296875,505.75,517.5,502.79998779296875,514.75,359325
2024-03-01,501.0282897949219,508.6499938964844,513.1500244140625,507.04998779296875,509.20001220703125,263710
2024-03-04,498.270263671875,505.8500061035156,514.7999877929688,504.95001220703125,514.0,231711
2024-03-05,514.1290283203125,521.9500122070312,528.7999877929688,505.0,505.79998779296875,982834
2024-03-06,500.88055419921875,508.5,521.9000244140625,502.0,521.9000244140625,657064
2024-03-07,505.6578369140625,513.3499755859375,520.2999877929688,505.6000061035156,505.6000061035156,463380
2024-03-11,496.0539855957031,503.6000061035156,516.6500244140625,501.0,515.0,317165
2024-03-12,485.56353759765625,492.95001220703125,504.8500061035156,488.3999938964844,504.1499938964844,524968
2024-03-13,453.05804443359375,459.95001220703125,497.8999938964844,450.0,496.95001220703125,935743
2024-03-14,465.4692077636719,472.54998779296875,476.1000061035156,456.6499938964844,461.0,547384
2024-03-15,483.10101318359375,490.45001220703125,495.5,466.1000061035156,471.95001220703125,752131
2024-03-18,479.7519226074219,487.04998779296875,493.29998779296875,483.0,488.95001220703125,405657
2024-03-19,478.8161926269531,486.1000061035156,493.0,482.29998779296875,489.8999938964844,409350
2024-03-20,476.4521484375,483.70001220703125,491.25,478.04998779296875,487.79998779296875,396470
2024-03-21,474.9746398925781,482.20001220703125,492.29998779296875,480.0,484.0,576453
2024-03-22,476.9446716308594,484.20001220703125,495.5,482.04998779296875,483.79998779296875,540826
2024-03-26,482.510009765625,489.8500061035156,494.70001220703125,483.25,486.0,815126
2024-03-27,479.4071960449219,486.70001220703125,498.95001220703125,483.25,492.45001220703125,729281
2024-03-28,496.5464782714844,504.1000061035156,514.9000244140625,492.45001220703125,493.0,1512219
2024-04-01,514.3260498046875,522.1500244140625,527.0,511.8999938964844,513.0,1011116
2024-04-02,522.3538818359375,530.2999877929688,532.0,518.0,518.0999755859375,722159
2024-04-03,548.30908203125,556.6500244140625,560.75,523.8499755859375,528.0499877929688,1992282
2024-04-04,570.3241577148438,579.0,580.25,550.5,560.0,1535148
2024-04-05,554.9579467773438,563.4000244140625,580.0,561.2000122070312,578.5999755859375,1045238
2024-04-08,546.7822875976562,555.0999755859375,575.0,552.4000244140625,565.0,433203
2024-04-09,533.5831298828125,541.7000122070312,574.9000244140625,540.0,557.7999877929688,877078
2024-04-10,554.4161376953125,562.8499755859375,570.4500122070312,538.0,542.9500122070312,846552
2024-04-12,542.8914794921875,551.1500244140625,565.0,550.0,562.8499755859375,306135
2024-04-15,530.2832641601562,538.3499755859375,545.6500244140625,524.0499877929688,535.0,466769
2024-04-16,537.2276611328125,545.4000244140625,552.3499755859375,526.2000122070312,526.2000122070312,348682
2024-04-18,538.902099609375,547.0999755859375,555.2999877929688,542.2000122070312,549.9000244140625,370465
2024-04-19,540.8721313476562,549.0999755859375,555.7999877929688,530.2999877929688,536.5999755859375,647185
2024-04-22,545.0092163085938,553.2999877929688,559.9500122070312,548.0,550.0,287712
2024-04-23,545.7972412109375,554.0999755859375,558.0999755859375,551.0,555.5,345943
2024-04-24,599.2836303710938,608.4000244140625,629.7999877929688,555.8499755859375,557.6500244140625,3354288
2024-04-25,608.6412963867188,617.9000244140625,621.9000244140625,596.0,605.8499755859375,1874520
2024-04-26,611.7932739257812,621.0999755859375,634.5,610.2000122070312,613.1500244140625,1677976
2024-04-29,590.960205078125,599.9500122070312,629.9000244140625,598.0,623.2999877929688,1145157
2024-04-30,596.0330200195312,605.0999755859375,614.5999755859375,596.2000122070312,600.0499877929688,836906
2024-05-02,581.7996215820312,590.6500244140625,606.5,585.25,606.5,564306
2024-05-03,576.0864868164062,584.8499755859375,607.4500122070312,581.2999877929688,594.9500122070312,784396
2024-05-06,569.9794311523438,578.6500244140625,593.0,570.8499755859375,590.0,371807
2024-05-07,547.0778198242188,555.4000244140625,581.0999755859375,552.5,578.6500244140625,505426
2024-05-08,546.8807983398438,555.2000122070312,561.4000244140625,535.5,558.2000122070312,329147
2024-05-09,531.6622924804688,539.75,557.9500122070312,537.0999755859375,555.9500122070312,304191
2024-05-10,523.73291015625,531.7000122070312,543.4000244140625,524.3499755859375,539.75,385806
2024-05-13,515.7542114257812,523.5999755859375,536.5999755859375,511.0,533.0499877929688,859054
2024-05-14,522.1076049804688,530.0499877929688,533.9500122070312,523.0499877929688,523.5999755859375,393603
2024-05-15,544.4674682617188,552.75,567.4000244140625,533.0,533.0,1151307
2024-05-16,548.99853515625,557.3499755859375,559.4500122070312,551.0,554.9500122070312,228073
2024-05-17,548.5060424804688,556.8499755859375,563.4500122070312,555.1500244140625,559.7000122070312,154975
2024-05-21,543.0391845703125,551.2999877929688,558.9000244140625,542.0499877929688,555.9500122070312,418417
2024-05-22,546.9300537109375,555.25,559.7999877929688,544.0499877929688,553.9000244140625,492028
2024-05-23,540.9214477539062,549.1500244140625,559.5,546.0,557.0,181337
2024-05-24,551.1655883789062,559.5499877929688,570.0,547.0499877929688,548.5,607737
2024-05-27,546.0435180664062,554.3499755859375,565.0,551.4500122070312,559.7999877929688,345204
2024-05-28,537.7693481445312,545.9500122070312,556.6500244140625,541.5999755859375,555.4000244140625,264067
2024-05-29,561.3605346679688,569.9000244140625,578.0,536.4000244140625,539.8499755859375,1519647
2024-05-30,550.0820922851562,558.4500122070312,575.0,556.2000122070312,575.0,1068061
2024-05-31,558.2084350585938,566.7000122070312,582.9500122070312,559.2000122070312,559.2000122070312,2130087
2024-06-03,556.4846801757812,564.9500122070312,577.0,563.2999877929688,576.75,616265
2024-06-04,519.5958862304688,527.5,563.9500122070312,503.29998779296875,563.9500122070312,777522
2024-06-05,548.0134887695312,556.3499755859375,559.4500122070312,526.0,533.0,481707
2024-06-06,566.3840942382812,575.0,578.2999877929688,556.0999755859375,557.0,1571857
2024-06-07,570.1271362304688,578.7999877929688,584.25,571.7999877929688,575.0499877929688,764285
2024-06-10,591.9945068359375,601.0,608.7999877929688,581.5999755859375,589.5,2522505
2024-06-11,598.298583984375,607.4000244140625,612.0999755859375,598.0,602.9500122070312,917136
2024-06-12,591.6497802734375,600.6500244140625,613.2999877929688,598.5,609.0,676137
2024-06-13,590.615478515625,599.5999755859375,603.5999755859375,594.0,601.2999877929688,744419
2024-06-14,584.705322265625,593.5999755859375,609.7999877929688,579.2999877929688,589.0499877929688,928612
2024-06-18,610.2665405273438,619.5499877929688,623.5999755859375,593.5999755859375,599.9000244140625,1850265
2024-06-19,635.8276977539062,645.5,662.9000244140625,628.25,630.0,6281630
2024-06-20,717.2392578125,728.1500244140625,750.0,637.0,651.7999877929688,21619784
2024-06-21,675.6715698242188,685.9500122070312,732.6500244140625,680.25,723.0,5005746
2024-06-24,667.8899536132812,678.0499877929688,695.9000244140625,647.4000244140625,662.0,1982798
2024-06-25,663.7529296875,673.8499755859375,704.7999877929688,664.0999755859375,679.7999877929688,2531168
2024-06-26,690.7915649414062,701.2999877929688,713.75,667.25,672.0,2255229
2024-06-27,649.1746215820312,659.0499877929688,700.0,648.0,700.0,2248574
2024-06-28,667.0526733398438,677.2000122070312,683.5499877929688,650.5999755859375,661.2999877929688,1913770
2024-07-01,676.21337890625,686.5,696.0,677.2000122070312,681.0,1124250
2024-07-02,704.6803588867188,715.4000244140625,722.4000244140625,688.3499755859375,690.7999877929688,3546245
2024-07-03,730.1921997070312,741.2999877929688,759.4000244140625,711.4000244140625,719.9000244140625,4740250
2024-07-04,738.6140747070312,749.8499755859375,767.0,727.5,745.1500244140625,2883919
2024-07-05,746.3464965820312,757.7000122070312,780.0,747.3499755859375,770.0,3077723
2024-07-08,759.1516723632812,770.7000122070312,774.9500122070312,747.5499877929688,759.9000244140625,1633742
2024-07-09,769.494384765625,781.2000122070312,796.4000244140625,772.2000122070312,775.5,2505661
2024-07-10,749.2030029296875,760.5999755859375,779.0,730.0499877929688,779.0,2031462
2024-07-11,743.1944580078125,754.5,774.2000122070312,750.0999755859375,767.0,766514
2024-07-12,761.9097290039062,773.5,794.4000244140625,754.25,757.1500244140625,2027521
2024-07-15,770.0360717773438,781.75,795.0,760.0499877929688,775.7999877929688,1079297
2024-07-16,757.9696655273438,769.5,804.0,765.1500244140625,784.0,1619920
2024-07-18,744.9181518554688,756.25,773.2999877929688,745.0,772.0,863908
2024-07-19,741.4706420898438,752.75,764.4000244140625,743.7000122070312,756.25,950516
2024-07-22,764.7169799804688,776.3499755859375,792.0,733.7999877929688,744.8499755859375,1708118
2024-07-23,771.6614379882812,783.4000244140625,790.7000122070312,731.0,776.3499755859375,2463504
2024-07-24,829.5311279296875,842.1500244140625,847.4500122070312,793.5,795.0,6200066
2024-07-25,835.1456298828125,847.8499755859375,851.0,826.0499877929688,838.0,1400878
2024-07-26,849.3298950195312,862.25,881.9000244140625,847.0499877929688,847.8499755859375,2556235
2024-07-29,905.4757690429688,919.25,932.5,865.3499755859375,868.0,3384717
2024-07-30,954.2340698242188,968.75,981.9000244140625,910.1500244140625,925.0,3234466
2024-07-31,916.064697265625,930.0,993.2999877929688,920.75,968.75,5475632
2024-08-01,920.64501953125,934.6500244140625,974.9000244140625,927.3499755859375,943.0,2720591
2024-08-02,947.2897338867188,961.7000122070312,978.7999877929688,922.5,922.5,3153233
2024-08-05,916.8526611328125,930.7999877929688,956.0,908.3499755859375,931.0,2769300
2024-08-06,934.4352416992188,948.6500244140625,1013.0,938.5,938.5,4402434
2024-08-07,997.3284912109375,1012.5,1018.9500122070312,953.7999877929688,964.9500122070312,2800442
2024-08-08,968.9600830078125,983.7000122070312,1036.0999755859375,975.25,1025.0,1982316
2024-08-09,979.9429321289062,994.8499755859375,1014.0,981.0999755859375,1000.0,1254211
2024-08-12,998.70751953125,1013.9000244140625,1029.0,981.0999755859375,994.7999877929688,1569610
2024-08-13,939.31103515625,953.5999755859375,1019.0,950.0,1016.0499877929688,1254708
2024-08-14,945.1719360351562,959.5499877929688,974.0,944.0499877929688,960.0,1497511
2024-08-16,936.208251953125,950.4500122070312,971.75,945.0,965.75,638704
2024-08-19,941.2318725585938,955.5499877929688,970.5,938.7000122070312,953.0,760183
2024-08-20,945.3196411132812,959.7000122070312,971.9500122070312,942.0,961.5,507820
2024-08-21,1036.236572265625,1052.0,1081.300048828125,964.0,966.1500244140625,6115519
2024-08-22,1046.0867919921875,1062.0,1083.4000244140625,1039.699951171875,1059.800048828125,2216460
2024-08-23,1052.63720703125,1068.6500244140625,1075.0,1038.5,1064.699951171875,1019518
2024-08-26,1069.7271728515625,1086.0,1124.0,1065.300048828125,1079.3499755859375,1925756
2024-08-27,1059.0888671875,1075.199951171875,1113.9000244140625,1070.0999755859375,1086.0,1312502
2024-08-28,1053.7205810546875,1069.75,1089.0,1062.050048828125,1077.0,562772
2024-08-29,1027.6671142578125,1043.300048828125,1098.8499755859375,1036.3499755859375,1069.75,1001883
2024-08-30,1030.425048828125,1046.0999755859375,1074.5,1036.300048828125,1047.0,1008184
2024-09-02,1055.7891845703125,1071.8499755859375,1094.800048828125,1049.0999755859375,1050.4000244140625,1282770
2024-09-03,1046.0589599609375,1053.550048828125,1089.0,1042.0,1071.0,827092
2024-09-04,1084.4837646484375,1092.25,1119.9000244140625,1042.550048828125,1053.9000244140625,2932878
2024-09-05,1063.8812255859375,1071.5,1108.0,1060.0999755859375,1103.199951171875,1206128
2024-09-06,1043.477294921875,1050.949951171875,1074.300048828125,1040.0,1074.300048828125,680784
2024-09-09,1054.697021484375,1062.25,1075.800048828125,1005.7000122070312,1034.9000244140625,1387918
2024-09-10,1060.753662109375,1068.3499755859375,1086.4000244140625,1060.0,1075.0,426862
2024-09-11,1016.5700073242188,1023.8499755859375,1067.75,1012.2000122070312,1067.0,798437
2024-09-12,1002.3220825195312,1009.5,1045.3499755859375,999.0,1031.0999755859375,715672
2024-09-13,993.6839599609375,1000.7999877929688,1023.4500122070312,992.3499755859375,1005.0,594560
2024-09-16,966.5284423828125,973.4500122070312,995.9500122070312,968.0,992.2000122070312,851702
2024-09-17,951.4861450195312,958.2999877929688,987.9500122070312,955.5499877929688,968.0,464704
2024-09-18,1011.7048950195312,1018.9500122070312,1036.550048828125,958.2999877929688,958.2999877929688,1954151
2024-09-19,973.9254760742188,980.9000244140625,1026.4000244140625,960.0,1025.9000244140625,1605314
2024-09-20,964.9397583007812,971.8499755859375,994.9500122070312,966.5,985.6500244140625,449981
2024-09-23,1026.796875,1034.1500244140625,1046.550048828125,975.0,977.0,2285748
2024-09-24,1065.96630859375,1073.5999755859375,1090.4000244140625,1024.0,1037.0,1265040
2024-09-25,1055.2431640625,1062.800048828125,1083.949951171875,1052.6500244140625,1074.0,776918
2024-09-26,1063.6827392578125,1071.300048828125,1098.0,1046.050048828125,1065.800048828125,778974
2024-09-27,1058.1224365234375,1065.699951171875,1088.1500244140625,1052.8499755859375,1069.199951171875,625214
2024-09-30,1059.1650390625,1066.75,1085.5999755859375,1062.0,1067.0,575150
2024-10-01,1102.504638671875,1110.4000244140625,1134.199951171875,1070.0,1074.0,3008033
2024-10-03,1117.7454833984375,1125.75,1163.8499755859375,1066.0,1098.8499755859375,2562257
2024-10-04,1080.3631591796875,1088.0999755859375,1127.0999755859375,1077.3499755859375,1125.75,1301423
2024-10-07,1040.54833984375,1048.0,1093.800048828125,1001.0,1085.550048828125,1648165
2024-10-08,1063.037353515625,1070.6500244140625,1080.0,1032.199951171875,1042.0,794504
2024-10-09,1072.122314453125,1079.800048828125,1090.300048828125,1069.4000244140625,1073.699951171875,485101
2024-10-10,1059.8599853515625,1067.449951171875,1117.3499755859375,1033.0,1082.0,1682475
2024-10-11,1050.67578125,1058.199951171875,1078.0,1048.300048828125,1065.0,401430
2024-10-14,1028.931640625,1036.300048828125,1064.25,1029.5999755859375,1058.199951171875,337157
2024-10-15,1038.9100341796875,1046.3499755859375,1059.5999755859375,1038.0,1039.0,281731
2024-10-16,1053.6048583984375,1061.1500244140625,1067.800048828125,1038.050048828125,1050.0,313422
2024-10-17,1027.0450439453125,1034.4000244140625,1065.449951171875,1026.4000244140625,1064.699951171875,361979
2024-10-18,1012.548828125,1019.7999877929688,1032.4000244140625,1000.9000244140625,1030.050048828125,379314
2024-10-21,983.5564575195312,990.5999755859375,1031.5,985.0,1020.5,365915
2024-10-22,953.2236938476562,960.0499877929688,1020.25,954.5999755859375,999.0,449358
2024-10-23,1110.7952880859375,1118.75,1134.0,956.0999755859375,971.2000122070312,5555984
2024-10-24,1117.497314453125,1125.5,1142.8499755859375,1073.199951171875,1082.4000244140625,2333348
2024-10-25,1125.638916015625,1133.699951171875,1171.0,1060.050048828125,1116.0,1738877
2024-10-28,1121.1708984375,1129.199951171875,1178.8499755859375,1111.25,1154.0,1799972
2024-10-29,1223.1903076171875,1231.949951171875,1333.0,1115.3499755859375,1135.0,3566513
2024-10-30,1206.1126708984375,1214.75,1335.949951171875,1196.8499755859375,1325.0,4282182
2024-10-31,1242.5516357421875,1251.449951171875,1263.0,1187.199951171875,1203.0,843698
2024-11-01,1239.37451171875,1248.25,1274.0,1236.5,1258.0,155621
2024-11-04,1268.5157470703125,1277.5999755859375,1290.0,1190.0,1245.0,1278206
2024-11-05,1312.053955078125,1321.449951171875,1350.0,1250.0,1250.0,1764773
2024-11-06,1381.7548828125,1391.6500244140625,1403.949951171875,1310.050048828125,1321.5999755859375,1263313
2024-11-07,1336.6279296875,1346.199951171875,1397.0,1337.0,1397.0,587799
2024-11-08,1320.8907470703125,1330.3499755859375,1379.8499755859375,1325.0,1346.0,578496
2024-11-11,1271.9908447265625,1281.0999755859375,1341.949951171875,1274.6500244140625,1337.699951171875,762785
2024-11-12,1292.64306640625,1301.9000244140625,1363.949951171875,1284.449951171875,1291.949951171875,1087053
2024-11-13,1228.552001953125,1237.3499755859375,1313.4000244140625,1225.0,1301.0,954537
2024-11-14,1273.331298828125,1282.449951171875,1324.949951171875,1250.0,1251.9000244140625,1627537
2024-11-18,1269.6575927734375,1278.75,1342.949951171875,1272.4000244140625,1283.0,1165133
2024-11-19,1263.501708984375,1272.550048828125,1357.949951171875,1266.0,1289.0,1629865
2024-11-21,1270.40234375,1279.5,1288.300048828125,1255.550048828125,1284.0,604380
2024-11-22,1267.22509765625,1276.300048828125,1293.800048828125,1245.0,1280.0,418700
2024-11-25,1285.69287109375,1294.9000244140625,1324.949951171875,1282.199951171875,1302.699951171875,614862
2024-11-26,1296.86279296875,1306.1500244140625,1348.0,1297.0,1307.4000244140625,1129963
2024-11-27,1329.1317138671875,1338.6500244140625,1350.949951171875,1294.5999755859375,1319.0,1284954
2024-11-28,1343.0322265625,1352.6500244140625,1373.949951171875,1322.050048828125,1340.0,1489946
2024-11-29,1365.173583984375,1374.949951171875,1387.0,1326.25,1356.949951171875,989429
2024-12-02,1358.521240234375,1368.25,1388.0,1351.8499755859375,1372.050048828125,638361
2024-12-03,1348.989501953125,1358.6500244140625,1424.8499755859375,1346.4000244140625,1373.800048828125,2150315
2024-12-04,1338.3656005859375,1347.949951171875,1381.75,1342.699951171875,1367.5,638041
2024-12-05,1369.1451416015625,1378.949951171875,1393.800048828125,1354.0,1354.9000244140625,923422
2024-12-06,1413.7259521484375,1423.8499755859375,1431.25,1363.050048828125,1384.9000244140625,1197996
2024-12-09,1371.7266845703125,1381.550048828125,1443.0999755859375,1372.550048828125,1435.0,969146
2024-12-10,1370.53515625,1380.3499755859375,1408.949951171875,1361.699951171875,1384.800048828125,826016
2024-12-11,1349.5355224609375,1359.199951171875,1389.550048828125,1350.0,1380.0,426794
2024-12-12,1319.25244140625,1328.699951171875,1366.5,1325.0,1364.0,632276
2024-12-13,1321.883544921875,1331.3499755859375,1340.449951171875,1282.0,1319.550048828125,836525
2024-12-16,1278.09716796875,1287.25,1331.3499755859375,1280.1500244140625,1331.3499755859375,569850
2024-12-17,1277.8489990234375,1287.0,1328.1500244140625,1271.0,1297.0,710791
2024-12-18,1192.9569091796875,1201.5,1295.0,1178.5999755859375,1295.0,1999544
2024-12-19,1179.652099609375,1188.0999755859375,1246.5999755859375,1176.6500244140625,1190.0,1782047
2024-12-20,1137.9508056640625,1146.0999755859375,1204.3499755859375,1137.0,1196.4000244140625,1137730
2024-12-23,1158.8511962890625,1167.1500244140625,1182.300048828125,1109.9000244140625,1133.949951171875,1234448
2024-12-24,1193.205078125,1201.75,1207.4000244140625,1160.199951171875,1174.6500244140625,615613
2024-12-26,1182.233642578125,1190.699951171875,1214.699951171875,1150.0,1202.0,555855
2024-12-27,1157.014404296875,1165.300048828125,1201.6500244140625,1135.800048828125,1197.0,1062460
2024-12-30,1183.8719482421875,1192.3499755859375,1202.75,1158.9000244140625,1165.949951171875,855446
2024-12-31,1187.9427490234375,1196.449951171875,1209.199951171875,1166.199951171875,1190.0,481317
2025-01-01,1209.786376953125,1218.449951171875,1227.800048828125,1185.5,1199.0,530412
2025-01-02,1209.5380859375,1218.199951171875,1228.25,1203.050048828125,1224.4000244140625,344868
2025-01-03,1194.644775390625,1203.199951171875,1245.0,1197.25,1220.25,945816
2025-01-06,1147.3336181640625,1155.550048828125,1204.0,1143.300048828125,1203.0,685818
2025-01-07,1177.864990234375,1186.300048828125,1205.0,1159.800048828125,1160.0,719994
2025-01-08,1152.6951904296875,1160.949951171875,1195.75,1152.0,1189.449951171875,339407
2025-01-09,1170.8154296875,1179.199951171875,1242.0,1161.050048828125,1162.0,1813706
2025-01-10,1137.255859375,1145.4000244140625,1182.0,1127.449951171875,1179.0,622596
2025-01-13,1063.8812255859375,1071.5,1135.9000244140625,1063.75,1135.9000244140625,732569
2025-01-14,1123.45458984375,1131.5,1135.8499755859375,1069.0,1071.5,582750
2025-01-15,1131.5963134765625,1139.699951171875,1150.050048828125,1120.75,1130.0,371073
2025-01-16,1176.9217529296875,1185.3499755859375,1200.0,1146.0999755859375,1148.0,604218
2025-01-17,1198.1695556640625,1206.75,1223.800048828125,1167.4000244140625,1188.199951171875,1245761
2025-01-20,1167.5885009765625,1175.949951171875,1222.75,1171.5,1207.0,362313
2025-01-21,1165.3544921875,1173.699951171875,1195.699951171875,1144.050048828125,1178.199951171875,465455
2025-01-22,1148.822998046875,1157.050048828125,1174.0,1114.8499755859375,1171.300048828125,610861
2025-01-23,1171.1630859375,1179.550048828125,1223.800048828125,1153.699951171875,1157.0,610144
2025-01-24,1160.290771484375,1168.5999755859375,1194.0,1154.0,1179.550048828125,406085
2025-01-27,1119.433349609375,1127.449951171875,1177.0,1115.0,1164.949951171875,533903
2025-01-28,1110.74560546875,1118.699951171875,1142.0,1070.5,1100.0,848062
2025-01-29,1287.3310546875,1296.550048828125,1315.0,1124.9000244140625,1129.0,6560210
2025-01-30,1112.9300537109375,1120.9000244140625,1285.0,1110.550048828125,1285.0,6284521
2025-01-31,1127.773681640625,1135.8499755859375,1157.5,1121.0,1138.0,1934832
2025-02-01,1126.582275390625,1134.6500244140625,1176.0,1124.0,1141.300048828125,760564
2025-02-03,1127.37646484375,1135.449951171875,1155.75,1116.0999755859375,1127.050048828125,603744
2025-02-04,1107.6676025390625,1115.5999755859375,1149.800048828125,1102.1500244140625,1144.9000244140625,482262
2025-02-05,1122.26318359375,1130.300048828125,1146.4000244140625,1119.0,1120.0,356715
2025-02-06,1158.6029052734375,1166.9000244140625,1175.0,1134.5,1139.0,634181
2025-02-07,1166.6453857421875,1175.0,1197.3499755859375,1157.5,1166.9000244140625,473148
2025-02-10,1121.419189453125,1129.449951171875,1180.0,1115.0,1174.949951171875,585166
2025-02-11,1072.718017578125,1080.4000244140625,1139.0,1071.8499755859375,1129.449951171875,508230
2025-02-12,1042.68310546875,1050.1500244140625,1105.949951171875,1019.0,1087.0,1421954
2025-02-13,1060.50537109375,1068.0999755859375,1108.0,1050.1500244140625,1050.1500244140625,402845
2025-02-14,995.3222045898438,1002.4500122070312,1078.6500244140625,994.0,1073.949951171875,1811218
2025-02-17,978.740966796875,985.75,995.0,942.3499755859375,942.3499755859375,948511
2025-02-18,958.6845703125,965.5499877929688,1010.0,938.9000244140625,985.75,722268
2025-02-19,1026.8961181640625,1034.25,1043.5999755859375,959.9000244140625,964.9500122070312,710600
2025-02-20,1057.725341796875,1065.300048828125,1073.800048828125,1019.5499877929688,1036.0999755859375,419564
2025-02-21,1061.9947509765625,1069.5999755859375,1098.050048828125,1057.0,1070.0,578715
2025-02-24,1049.03759765625,1056.550048828125,1080.0,1021.0,1055.1500244140625,396796
2025-02-25,1055.7396240234375,1063.300048828125,1093.0,1044.8499755859375,1058.0,340659
2025-02-27,1022.4281005859375,1029.75,1062.0,998.8499755859375,1062.0,500348
2025-02-28,946.372802734375,953.1500244140625,999.0,935.2999877929688,961.0,1229607
2025-03-03,921.0540771484375,927.6500244140625,969.7000122070312,888.9000244140625,953.1500244140625,1090566
2025-03-04,968.8616943359375,975.7999877929688,999.8499755859375,900.0,924.0,861120
2025-03-05,1039.95263671875,1047.4000244140625,1060.1500244140625,975.7999877929688,975.7999877929688,816747
2025-03-06,1071.2286376953125,1078.9000244140625,1084.0,1052.050048828125,1055.0,385698
2025-03-07,1108.2137451171875,1116.1500244140625,1129.0,1072.0999755859375,1077.050048828125,597067
2025-03-10,1089.348876953125,1097.1500244140625,1151.550048828125,1082.0,1123.800048828125,365317
2025-03-11,1107.4691162109375,1115.4000244140625,1122.800048828125,1066.199951171875,1090.0,338637
2025-03-12,1134.4757080078125,1142.5999755859375,1162.8499755859375,1109.1500244140625,1116.199951171875,517504
2025-03-13,1110.1995849609375,1118.1500244140625,1156.1500244140625,1109.449951171875,1149.800048828125,252660
2025-03-17,1100.9161376953125,1108.800048828125,1136.8499755859375,1104.0,1120.0,153546
2025-03-18,1100.9161376953125,1108.800048828125,1108.800048828125,1108.800048828125,1108.800048828125,0
2025-03-19,1085.6256103515625,1093.4000244140625,1114.5,1090.0,1113.75,281947
2025-03-20,1105.0364990234375,1112.949951171875,1140.0,1096.050048828125,1102.949951171875,556646
2025-03-21,1134.922607421875,1143.050048828125,1148.0,1108.75,1117.300048828125,397689
2025-03-24,1117.5965576171875,1125.5999755859375,1173.0,1117.050048828125,1150.0,1061008
2025-03-25,1130.255859375,1138.3499755859375,1152.0,1127.0,1133.699951171875,225975
2025-03-26,1107.9158935546875,1115.8499755859375,1173.0,1104.550048828125,1143.949951171875,538116
2025-03-27,1132.6885986328125,1140.800048828125,1148.0,1108.1500244140625,1110.0,285550
2025-03-28,1108.263427734375,1116.199951171875,1155.0,1102.6500244140625,1140.800048828125,268644
2025-04-01,1094.11474609375,1101.949951171875,1119.3499755859375,1093.050048828125,1113.75,197870
2025-04-02,1152.9930419921875,1161.25,1175.5999755859375,1090.4000244140625,1112.9000244140625,596128
2025-04-03,1147.879638671875,1156.0999755859375,1168.9000244140625,1133.0,1141.0,276305
2025-04-04,1128.5679931640625,1136.6500244140625,1164.9000244140625,1112.199951171875,1156.949951171875,237565
2025-04-07,1086.66796875,1094.449951171875,1100.0,976.0,988.75,639783
