date_,adj close_cyient.ns,close_cyient.ns,high_cyient.ns,low_cyient.ns,open_cyient.ns,volume_cyient.ns
2024-01-16,2189.010498046875,2278.89990234375,2319.699951171875,2260.0,2299.0,203029
2024-01-17,2183.007080078125,2272.64990234375,2300.0,2226.199951171875,2260.0,328023
2024-01-18,2113.702880859375,2200.5,2285.0,2145.0,2265.050048828125,283946
2024-01-19,2126.238037109375,2213.550048828125,2259.0,2156.0,2227.800048828125,262233
2024-01-23,2036.3782958984375,2120.0,2289.5,2101.0,2283.949951171875,368986
2024-01-24,1963.23193359375,2043.8499755859375,2130.89990234375,1916.3499755859375,2130.85009765625,656335
2024-01-25,1939.9864501953125,2019.6500244140625,2075.550048828125,1952.9000244140625,2052.0,405839
2024-01-29,1927.3070068359375,2006.449951171875,2083.10009765625,1872.4000244140625,1872.4000244140625,1043453
2024-01-30,1951.6572265625,2031.800048828125,2041.0,1968.1500244140625,2000.0,364766
2024-01-31,1895.945068359375,1973.800048828125,2029.0999755859375,1940.449951171875,2029.050048828125,832347
2024-02-01,1862.6617431640625,1939.1500244140625,1969.199951171875,1898.949951171875,1947.3499755859375,839413
2024-02-02,2026.5325927734375,2109.75,2157.10009765625,1905.0,1905.0,898369
2024-02-05,2083.87744140625,2169.449951171875,2183.0,2064.0,2115.0,400600
2024-02-06,2114.85546875,2201.699951171875,2218.449951171875,2152.5,2189.89990234375,335519
2024-02-07,2163.027587890625,2251.85009765625,2264.89990234375,2201.699951171875,2205.14990234375,325982
2024-02-08,2105.10595703125,2191.550048828125,2264.89990234375,2152.0,2260.0,300105
2024-02-09,2105.7783203125,2192.25,2200.0,2133.0,2179.949951171875,127568
2024-02-12,2081.620361328125,2167.10009765625,2212.699951171875,2142.25,2192.25,128095
2024-02-13,2048.096923828125,2132.199951171875,2151.0,2078.800048828125,2142.0,231272
2024-02-14,2029.7025146484375,2113.050048828125,2129.199951171875,2071.89990234375,2100.050048828125,91468
2024-02-15,2016.7349853515625,2099.550048828125,2119.39990234375,2080.85009765625,2119.35009765625,377070
2024-02-16,1971.444580078125,2052.39990234375,2119.5,2023.4000244140625,2101.0,532256
2024-02-19,1989.6951904296875,2071.39990234375,2094.35009765625,2011.9000244140625,2050.0,283912
2024-02-20,1934.9434814453125,2014.4000244140625,2089.14990234375,2005.0,2053.0,159750
2024-02-21,1886.9156494140625,1964.4000244140625,2031.5,1954.6500244140625,2020.0,346969
2024-02-22,1970.14794921875,2051.050048828125,2066.949951171875,1936.0,1969.9000244140625,350071
2024-02-23,2000.981689453125,2083.14990234375,2099.85009765625,2033.0,2080.0,156829
2024-02-26,2003.3831787109375,2085.64990234375,2098.949951171875,2042.199951171875,2087.949951171875,146339
2024-02-27,1973.4617919921875,2054.5,2093.25,2041.9000244140625,2083.0,100427
2024-02-28,1948.2470703125,2028.25,2066.64990234375,2011.5,2066.449951171875,405664
2024-02-29,1945.5096435546875,2025.4000244140625,2041.9000244140625,2010.050048828125,2015.050048828125,216829
2024-03-01,1955.211181640625,2035.5,2044.5999755859375,2018.6500244140625,2030.0,317499
2024-03-04,1936.5284423828125,2016.050048828125,2020.199951171875,1989.949951171875,1995.050048828125,112124
2024-03-05,1879.0390625,1956.199951171875,2024.949951171875,1946.0,2016.949951171875,129282
2024-03-06,1890.805908203125,1968.449951171875,2000.949951171875,1910.0,1956.1500244140625,155122
2024-03-07,1909.3446044921875,1987.75,1995.0,1944.0,1982.0,133707
2024-03-11,1865.83154296875,1942.449951171875,1986.9000244140625,1922.5,1986.8499755859375,134268
2024-03-12,1886.2913818359375,1963.75,2008.0,1935.800048828125,1959.949951171875,347046
2024-03-13,1822.17431640625,1897.0,1979.9000244140625,1810.0999755859375,1973.9000244140625,388213
2024-03-14,1869.0013427734375,1945.75,1977.949951171875,1909.0,1909.0,279534
2024-03-15,1907.8558349609375,1986.199951171875,2030.0,1932.050048828125,1943.050048828125,346736
2024-03-18,1916.6448974609375,1995.3499755859375,2008.5,1964.4000244140625,1985.800048828125,116815
2024-03-19,1897.1456298828125,1975.050048828125,1999.0,1944.5,1996.0999755859375,182333
2024-03-20,1920.871337890625,1999.75,2053.64990234375,1965.0,2010.25,513291
2024-03-21,1908.4322509765625,1986.800048828125,2019.1500244140625,1969.050048828125,2019.1500244140625,906767
2024-03-22,1885.571044921875,1963.0,2005.8499755859375,1942.050048828125,1962.050048828125,187131
2024-03-26,1864.967041015625,1941.550048828125,2018.050048828125,1912.300048828125,1940.0,658108
2024-03-27,1866.2156982421875,1942.8499755859375,1961.0,1920.0,1957.0,207002
2024-03-28,1917.6053466796875,1996.3499755859375,2025.0,1960.0,1975.0,346848
2024-04-01,1927.499267578125,2006.6500244140625,2029.949951171875,1980.0999755859375,2015.800048828125,527039
2024-04-02,1929.8526611328125,2009.0999755859375,2019.449951171875,2001.1500244140625,2006.9000244140625,109075
2024-04-03,1985.5648193359375,2067.10009765625,2105.25,2001.5999755859375,2009.800048828125,674179
2024-04-04,2078.883056640625,2164.25,2190.0,2071.199951171875,2087.0,635394
2024-04-05,2078.930908203125,2164.300048828125,2189.89990234375,2130.10009765625,2187.800048828125,434220
2024-04-08,2019.7125244140625,2102.64990234375,2184.949951171875,2085.0,2184.949951171875,332299
2024-04-09,1997.7159423828125,2079.75,2136.949951171875,2066.0,2120.0,192322
2024-04-10,2018.4639892578125,2101.35009765625,2125.699951171875,2052.0,2060.0,297576
2024-04-12,2006.5528564453125,2088.949951171875,2124.0,2070.050048828125,2124.0,215293
2024-04-15,1990.1275634765625,2071.85009765625,2077.5,2020.0,2031.0,241184
2024-04-16,1959.00537109375,2039.449951171875,2105.35009765625,2030.0,2041.1500244140625,295333
2024-04-18,1933.550537109375,2012.949951171875,2059.39990234375,1994.4000244140625,2044.949951171875,345271
2024-04-19,1893.783935546875,1971.550048828125,2015.0,1965.0,2014.949951171875,280548
2024-04-22,1861.8931884765625,1938.3499755859375,2022.3499755859375,1928.050048828125,1970.0,367059
2024-04-23,1828.8499755859375,1903.949951171875,2018.0,1899.0,1949.449951171875,891531
2024-04-24,1816.5069580078125,1891.0999755859375,1958.949951171875,1879.050048828125,1934.800048828125,553415
2024-04-25,1839.4161376953125,1914.949951171875,1919.949951171875,1900.0,1902.0,355238
2024-04-26,1811.416015625,1885.800048828125,1959.949951171875,1868.050048828125,1940.0,2045872
2024-04-29,1769.0555419921875,1841.699951171875,1915.0,1830.0,1915.0,615253
2024-04-30,1735.2440185546875,1806.5,1858.6500244140625,1797.5,1849.0,664768
2024-05-02,1727.3675537109375,1798.300048828125,1830.0,1784.699951171875,1815.0,1007029
2024-05-03,1727.415283203125,1798.3499755859375,1822.0,1780.0,1818.800048828125,483754
2024-05-06,1698.6947021484375,1768.449951171875,1818.0,1765.6500244140625,1815.0,336328
2024-05-07,1723.3809814453125,1794.1500244140625,1805.25,1751.0,1769.5999755859375,559778
2024-05-08,1721.8443603515625,1792.550048828125,1833.9000244140625,1776.0,1799.199951171875,922476
2024-05-09,1684.958984375,1754.1500244140625,1829.949951171875,1750.0,1791.0,258705
2024-05-10,1653.740966796875,1721.6500244140625,1755.0,1707.1500244140625,1755.0,586949
2024-05-13,1633.9053955078125,1701.0,1729.949951171875,1676.0,1729.949951171875,255398
2024-05-14,1628.2861328125,1695.1500244140625,1715.0,1686.9000244140625,1715.0,151180
2024-05-15,1684.1424560546875,1753.300048828125,1766.8499755859375,1695.1500244140625,1704.4000244140625,429934
2024-05-16,1694.7564697265625,1764.3499755859375,1799.0,1746.050048828125,1770.1500244140625,402647
2024-05-17,1703.5455322265625,1773.5,1788.449951171875,1760.0999755859375,1776.0,284629
2024-05-21,1687.9366455078125,1757.25,1791.3499755859375,1754.0,1778.0,135594
2024-05-22,1688.9931640625,1758.3499755859375,1770.949951171875,1737.0,1760.0,116452
2024-05-23,1705.514892578125,1775.550048828125,1778.949951171875,1760.449951171875,1766.800048828125,111102
2024-05-24,1681.3087158203125,1750.3499755859375,1788.5999755859375,1740.0,1753.050048828125,148888
2024-05-27,1736.876953125,1808.199951171875,1820.0,1756.300048828125,1762.550048828125,691894
2024-05-28,1727.271240234375,1798.199951171875,1815.449951171875,1772.0,1808.199951171875,588518
2024-05-29,1674.2967529296875,1743.050048828125,1787.0,1739.949951171875,1786.8499755859375,252426
2024-05-30,1664.35498046875,1732.699951171875,1755.0,1722.0,1742.0,166525
2024-05-31,1666.3240966796875,1734.75,1743.949951171875,1718.0,1731.6500244140625,154467
