date_,adj close_cyient.ns,close_cyient.ns,high_cyient.ns,low_cyient.ns,open_cyient.ns,volume_cyient.ns
2024-06-03,1662.433837890625,1730.699951171875,1815.9000244140625,1725.300048828125,1800.0,284491
2024-06-04,1635.2982177734375,1702.449951171875,1747.8499755859375,1671.050048828125,1731.8499755859375,353524
2024-06-05,1724.293701171875,1795.0999755859375,1800.0,1680.0,1739.9000244140625,332351
2024-06-06,1731.93017578125,1803.050048828125,1833.800048828125,1780.0,1810.0,416368
2024-06-07,1848.8778076171875,1924.800048828125,1936.0,1809.1500244140625,1813.0,1136557
2024-06-10,1812.8568115234375,1887.300048828125,1928.0,1867.199951171875,1924.5,453596
2024-06-11,1790.23583984375,1863.75,1900.0,1851.050048828125,1900.0,244394
2024-06-12,1809.975341796875,1884.300048828125,1901.8499755859375,1866.0,1866.0,199264
2024-06-13,1831.1075439453125,1906.300048828125,1914.9000244140625,1888.0,1914.9000244140625,186253
2024-06-14,1815.1142578125,1889.6500244140625,1914.9000244140625,1882.550048828125,1914.9000244140625,167754
2024-06-18,1844.8914794921875,1920.6500244140625,1933.0,1892.050048828125,1914.4000244140625,313460
2024-06-19,1817.083251953125,1891.699951171875,1933.0,1884.0999755859375,1921.0,265804
2024-06-20,1796.7196044921875,1870.5,1903.949951171875,1867.0,1892.550048828125,180064
2024-06-21,1814.5655517578125,1870.9000244140625,1923.800048828125,1865.9000244140625,1884.75,730119
2024-06-24,1816.2628173828125,1872.6500244140625,1898.949951171875,1849.0,1870.0,303665
2024-06-25,1810.2010498046875,1866.4000244140625,1904.3499755859375,1862.0,1889.9000244140625,169316
2024-06-26,1777.61279296875,1832.800048828125,1884.3499755859375,1828.0,1880.0,221615
2024-06-27,1789.8818359375,1845.449951171875,1876.0,1820.0,1850.449951171875,372132
2024-06-28,1781.686279296875,1837.0,1906.949951171875,1829.0999755859375,1845.0,545791
2024-07-01,1787.55419921875,1843.050048828125,1874.699951171875,1826.5,1855.0,710543
2024-07-02,1790.0758056640625,1845.6500244140625,1896.0,1836.050048828125,1860.0,572579
2024-07-03,1775.77001953125,1830.9000244140625,1863.3499755859375,1802.5,1852.5,519872
2024-07-04,1772.8603515625,1827.9000244140625,1849.800048828125,1810.0,1849.75,1295955
2024-07-05,1738.5748291015625,1792.550048828125,1829.199951171875,1783.800048828125,1825.0,532787
2024-07-08,1738.9625244140625,1792.949951171875,1809.4000244140625,1776.9000244140625,1809.0,277154
2024-07-09,1742.6968994140625,1796.800048828125,1817.949951171875,1789.0,1798.0,487807
2024-07-10,1737.895751953125,1791.8499755859375,1815.0,1776.0,1796.800048828125,269022
2024-07-11,1720.0013427734375,1773.4000244140625,1801.3499755859375,1763.25,1799.0,320771
2024-07-12,1782.65625,1838.0,1905.0,1789.0,1796.0,1530369
2024-07-15,1803.36328125,1859.3499755859375,1929.050048828125,1845.9000244140625,1890.0,1071137
2024-07-16,1786.584228515625,1842.050048828125,1878.4000244140625,1827.550048828125,1878.4000244140625,349027
2024-07-18,1794.1492919921875,1849.8499755859375,1859.0,1802.0,1840.0,661739
2024-07-19,1776.2550048828125,1831.4000244140625,1940.0,1825.0,1870.0,2392018
2024-07-22,1822.47021484375,1879.050048828125,1890.0,1822.5999755859375,1829.0,527193
2024-07-23,1800.502197265625,1856.4000244140625,1905.0,1818.4000244140625,1905.0,655748
2024-07-24,1828.968505859375,1885.75,1894.5999755859375,1845.550048828125,1856.0,224272
2024-07-25,1837.1639404296875,1894.199951171875,1904.9000244140625,1861.25,1880.0,251942
2024-07-26,1736.0045166015625,1789.9000244140625,1797.5,1723.9000244140625,1785.0,3360819
2024-07-29,1693.620361328125,1746.199951171875,1795.0,1738.0,1789.9000244140625,1230242
2024-07-30,1706.6654052734375,1759.6500244140625,1769.9000244140625,1741.0,1759.0,385293
2024-07-31,1703.9012451171875,1756.800048828125,1766.800048828125,1741.1500244140625,1759.800048828125,520484
2024-08-01,1711.61181640625,1764.75,1782.0,1751.199951171875,1760.0,777410
2024-08-02,1716.7037353515625,1770.0,1776.0,1750.699951171875,1763.800048828125,311067
2024-08-05,1651.769775390625,1703.050048828125,1731.050048828125,1655.0,1700.0,683387
2024-08-06,1645.513916015625,1696.5999755859375,1742.9000244140625,1678.550048828125,1706.699951171875,636684
2024-08-07,1650.9451904296875,1702.199951171875,1733.9000244140625,1686.0,1724.8499755859375,181001
2024-08-08,1639.79150390625,1690.699951171875,1722.699951171875,1682.5,1702.199951171875,394204
2024-08-09,1629.07421875,1679.6500244140625,1715.0,1657.8499755859375,1701.0999755859375,262334
2024-08-12,1614.9139404296875,1665.050048828125,1689.699951171875,1660.0,1675.0,180624
2024-08-13,1618.890380859375,1669.1500244140625,1677.0,1651.5,1672.0,215190
2024-08-14,1682.66064453125,1734.9000244140625,1751.1500244140625,1674.0,1674.0,639966
2024-08-16,1731.4945068359375,1785.25,1790.699951171875,1748.050048828125,1750.550048828125,382336
2024-08-19,1766.119384765625,1820.949951171875,1829.0,1780.050048828125,1780.550048828125,346411
2024-08-20,1876.54150390625,1934.800048828125,1944.449951171875,1824.0,1830.4000244140625,1676227
2024-08-21,1951.61083984375,2012.199951171875,2049.949951171875,1952.550048828125,1974.0,2388750
2024-08-22,1901.8070068359375,1960.8499755859375,2012.0,1942.5,2012.0,555358
2024-08-23,1900.3521728515625,1959.3499755859375,1974.9000244140625,1943.050048828125,1960.8499755859375,213429
2024-08-26,1939.53564453125,1999.75,2034.8499755859375,1971.1500244140625,1999.0,451361
2024-08-27,1940.8936767578125,2001.1500244140625,2017.0,1983.699951171875,2015.0999755859375,181900
2024-08-28,1952.095703125,2012.699951171875,2032.0,1962.0999755859375,2014.949951171875,378866
2024-08-29,1949.864990234375,2010.4000244140625,2030.949951171875,1991.550048828125,2025.0,266645
2024-08-30,1917.7132568359375,1977.25,2026.9000244140625,1965.0,2022.949951171875,230685
2024-09-02,1925.3267822265625,1985.0999755859375,2013.050048828125,1968.0,1985.0,422837
2024-09-03,1941.0875244140625,2001.3499755859375,2015.0,1989.0,2003.0,196791
2024-09-04,1929.1580810546875,1989.050048828125,2019.0,1925.0,1990.0,278360
2024-09-05,1935.8017578125,1995.9000244140625,2009.949951171875,1979.75,1993.0,229321
2024-09-06,1948.798095703125,2009.300048828125,2056.5,1990.199951171875,2000.0,473988
2024-09-09,1900.7401123046875,1959.75,2008.949951171875,1946.0,2008.949951171875,208629
2024-09-10,1959.0791015625,2019.9000244140625,2041.5,1973.9000244140625,1982.550048828125,650633
2024-09-11,2017.2723388671875,2079.89990234375,2115.0,2011.699951171875,2039.25,982838
2024-09-12,2054.613037109375,2118.39990234375,2136.5,2069.14990234375,2100.0,429986
2024-09-13,2069.35546875,2133.60009765625,2139.89990234375,2060.5,2125.0,324678
2024-09-16,2085.891845703125,2150.64990234375,2156.800048828125,2103.050048828125,2148.699951171875,215575
2024-09-17,2069.597900390625,2133.85009765625,2157.449951171875,2104.10009765625,2150.64990234375,365792
2024-09-18,1997.195556640625,2059.199951171875,2135.0,2016.949951171875,2125.0,307017
2024-09-19,1986.769287109375,2048.449951171875,2092.449951171875,2008.9000244140625,2064.35009765625,348878
2024-09-20,1993.801025390625,2055.699951171875,2101.0,2020.0999755859375,2045.0,183598
2024-09-23,1987.884765625,2049.60009765625,2084.300048828125,2017.0,2069.75,388121
2024-09-24,1931.922119140625,1991.9000244140625,2062.35009765625,1981.199951171875,2035.6500244140625,359140
2024-09-25,1940.8936767578125,2001.1500244140625,2011.449951171875,1984.5,1998.449951171875,97951
2024-09-26,1910.87548828125,1970.199951171875,2074.550048828125,1960.1500244140625,2011.699951171875,653148
2024-09-27,1844.58349609375,1901.8499755859375,1992.5999755859375,1891.1500244140625,1979.0999755859375,555849
2024-09-30,1824.1190185546875,1880.75,1914.0,1831.5,1905.0,375692
2024-10-01,1856.6588134765625,1914.300048828125,1927.5999755859375,1866.0,1866.050048828125,248319
2024-10-03,1822.8096923828125,1879.4000244140625,1936.0,1871.050048828125,1914.0,319150
2024-10-04,1827.3680419921875,1884.0999755859375,1909.949951171875,1848.050048828125,1870.0,181085
2024-10-07,1786.0506591796875,1841.5,1896.699951171875,1815.75,1884.8499755859375,224376
2024-10-08,1776.982421875,1832.1500244140625,1844.699951171875,1806.050048828125,1829.0,191800
2024-10-09,1808.9886474609375,1865.1500244140625,1898.949951171875,1836.25,1836.25,177281
2024-10-10,1804.042236328125,1860.050048828125,1911.949951171875,1828.800048828125,1873.0,151957
2024-10-11,1795.4586181640625,1851.199951171875,1879.050048828125,1841.5,1861.050048828125,60044
2024-10-14,1791.724609375,1847.3499755859375,1869.5999755859375,1835.050048828125,1852.050048828125,210242
2024-10-15,1824.4583740234375,1881.0999755859375,1893.949951171875,1848.0,1848.0,256296
2024-10-16,1789.4937744140625,1845.050048828125,1881.0999755859375,1840.75,1881.0999755859375,109254
2024-10-17,1802.8782958984375,1858.8499755859375,1878.949951171875,1842.0,1854.0,266810
2024-10-18,1775.575927734375,1830.699951171875,1856.0,1807.050048828125,1848.75,256135
2024-10-21,1737.1199951171875,1791.050048828125,1844.949951171875,1783.0,1839.949951171875,219980
2024-10-22,1653.1273193359375,1704.449951171875,1802.050048828125,1701.0,1802.050048828125,202072
2024-10-23,1670.827880859375,1722.699951171875,1759.0,1695.0999755859375,1704.449951171875,258999
2024-10-24,1724.0263671875,1777.550048828125,1809.699951171875,1730.0,1730.0,386865
2024-10-25,1743.95751953125,1798.0999755859375,1900.0,1764.75,1859.949951171875,2126024
2024-10-28,1715.830810546875,1769.0999755859375,1809.6500244140625,1752.800048828125,1799.949951171875,242808
2024-10-29,1731.251953125,1785.0,1809.0,1757.0,1780.0,267888
2024-10-30,1775.673095703125,1830.800048828125,1838.0,1782.0,1795.0,107888
2024-10-31,1780.473876953125,1835.75,1859.949951171875,1814.25,1833.75,180217
2024-11-01,1788.96044921875,1844.5,1850.449951171875,1831.050048828125,1850.0,16726
2024-11-04,1785.517333984375,1840.949951171875,1862.199951171875,1810.1500244140625,1860.0,119964
2024-11-05,1815.680908203125,1872.050048828125,1879.949951171875,1825.199951171875,1840.949951171875,241524
2024-11-06,1864.4881591796875,1910.050048828125,1927.75,1850.25,1873.0,453590
2024-11-07,1876.0067138671875,1921.8499755859375,1930.449951171875,1890.0999755859375,1923.699951171875,144144
2024-11-08,1842.8665771484375,1887.9000244140625,1929.3499755859375,1875.1500244140625,1921.8499755859375,186149
2024-11-11,1819.63427734375,1864.0999755859375,1905.0,1854.0,1900.0,119106
2024-11-12,1777.3671875,1820.800048828125,1882.050048828125,1812.3499755859375,1882.050048828125,174524
2024-11-13,1752.572998046875,1795.4000244140625,1838.4000244140625,1791.0,1817.800048828125,152479
2024-11-14,1758.6251220703125,1801.5999755859375,1825.0,1786.1500244140625,1794.0,130458
2024-11-18,1734.4654541015625,1776.8499755859375,1805.949951171875,1742.8499755859375,1780.0,186966
2024-11-19,1769.9483642578125,1813.199951171875,1823.949951171875,1783.6500244140625,1793.699951171875,163087
2024-11-21,1735.7344970703125,1778.1500244140625,1820.0,1758.050048828125,1814.800048828125,292468
2024-11-22,1759.503662109375,1802.5,1810.0,1784.5999755859375,1795.0,111002
2024-11-25,1802.5516357421875,1846.5999755859375,1860.0,1825.550048828125,1845.0,540486
2024-11-26,1824.12451171875,1868.699951171875,1912.25,1850.050048828125,1855.0,394646
2024-11-27,1844.96533203125,1890.050048828125,1901.0,1861.949951171875,1875.0,204668
2024-11-28,1813.4844970703125,1857.800048828125,1899.0,1849.0,1899.0,156569
2024-11-29,1809.23828125,1853.449951171875,1869.0,1843.25,1851.0,173616
2024-12-02,1825.3935546875,1870.0,1900.0,1848.699951171875,1853.0,226422
2024-12-03,1831.8360595703125,1876.5999755859375,1898.0,1869.6500244140625,1879.9000244140625,292687
2024-12-04,1888.891845703125,1935.050048828125,1971.699951171875,1877.949951171875,1877.949951171875,1085620
2024-12-05,1907.1947021484375,1953.800048828125,1970.75,1945.449951171875,1954.300048828125,423543
2024-12-06,1950.7794189453125,1998.449951171875,2001.800048828125,1942.8499755859375,1955.0,435755
2024-12-09,1954.391357421875,2002.1500244140625,2034.0,1991.199951171875,1998.1500244140625,422470
2024-12-10,2016.5230712890625,2065.800048828125,2075.0,2000.0,2000.0,623143
2024-12-11,2036.97314453125,2086.75,2112.0,2025.5,2080.0,805662
2024-12-12,2039.8038330078125,2089.64990234375,2103.0,2070.0,2086.0,259367
2024-12-13,2030.6282958984375,2080.25,2102.60009765625,2065.300048828125,2089.64990234375,304689
2024-12-16,2027.2117919921875,2076.75,2106.699951171875,2069.699951171875,2091.14990234375,201315
2024-12-17,2013.7896728515625,2063.0,2086.5,2056.550048828125,2080.050048828125,141958
2024-12-18,2003.491455078125,2052.449951171875,2075.0,2047.949951171875,2064.10009765625,213272
2024-12-19,1969.3751220703125,2017.5,2033.75,1982.550048828125,1995.0,245568
2024-12-20,1878.495849609375,1924.4000244140625,2042.25,1918.1500244140625,2020.699951171875,225664
2024-12-23,1849.7484130859375,1894.949951171875,1947.300048828125,1886.5999755859375,1934.3499755859375,151301
2024-12-24,1856.923095703125,1902.300048828125,1960.0,1887.6500244140625,1896.0,236574
2024-12-26,1882.3516845703125,1928.3499755859375,1948.949951171875,1878.550048828125,1911.9000244140625,202173
2024-12-27,1884.7432861328125,1930.800048828125,1944.0,1911.75,1938.5,156590
2024-12-30,1804.943359375,1849.050048828125,1938.800048828125,1839.0999755859375,1938.800048828125,828194
2024-12-31,1793.522216796875,1837.3499755859375,1849.25,1790.25,1844.9000244140625,551669
2025-01-01,1762.0904541015625,1805.1500244140625,1849.199951171875,1799.199951171875,1844.4000244140625,335107
2025-01-02,1755.1109619140625,1798.0,1832.4000244140625,1794.550048828125,1808.0,388573
2025-01-03,1734.4654541015625,1776.8499755859375,1808.0,1771.0,1798.0,401847
2025-01-06,1706.3525390625,1748.050048828125,1789.25,1739.5999755859375,1776.8499755859375,448016
2025-01-07,1789.276123046875,1833.0,1837.699951171875,1749.1500244140625,1751.0,494389
2025-01-08,1756.233642578125,1799.1500244140625,1826.949951171875,1765.550048828125,1825.0,337269
2025-01-09,1751.01123046875,1793.800048828125,1845.0,1780.0,1813.800048828125,304015
2025-01-10,1699.177734375,1740.699951171875,1811.25,1735.0,1785.199951171875,237399
2025-01-13,1641.9755859375,1682.0999755859375,1752.699951171875,1670.0,1740.6500244140625,415017
2025-01-14,1672.5777587890625,1713.449951171875,1722.6500244140625,1668.699951171875,1675.0999755859375,309726
2025-01-15,1676.0919189453125,1717.050048828125,1749.5,1703.6500244140625,1727.0,253873
2025-01-16,1723.7767333984375,1765.9000244140625,1778.0,1721.6500244140625,1721.6500244140625,335824
2025-01-17,1713.3807373046875,1755.25,1770.0,1703.4000244140625,1765.9000244140625,485549
2025-01-20,1697.3232421875,1738.800048828125,1781.3499755859375,1732.0,1740.0,327731
2025-01-21,1691.6614990234375,1733.0,1759.25,1720.0,1743.800048828125,201800
2025-01-22,1667.941162109375,1708.699951171875,1742.9000244140625,1685.199951171875,1721.25,371011
2025-01-23,1713.3807373046875,1755.25,1807.0,1694.0,1702.0,737847
2025-01-24,1312.8192138671875,1344.9000244140625,1621.0999755859375,1328.8499755859375,1621.0999755859375,14806000
2025-01-27,1318.480712890625,1350.699951171875,1404.800048828125,1298.1500244140625,1320.0,8055032
2025-01-28,1285.8287353515625,1317.25,1382.25,1295.3499755859375,1360.9000244140625,1668507
2025-01-29,1332.7813720703125,1365.3499755859375,1378.0,1308.050048828125,1321.0,1191830
2025-01-30,1330.048095703125,1362.550048828125,1389.0,1342.699951171875,1360.0,996895
2025-01-31,1419.755859375,1454.449951171875,1471.5,1370.300048828125,1373.0,2709381
2025-02-01,1420.09765625,1454.800048828125,1477.0,1420.0,1457.0,488886
2025-02-03,1395.74267578125,1429.8499755859375,1462.6500244140625,1408.0,1442.449951171875,579606
2025-02-04,1410.677734375,1445.1500244140625,1455.6500244140625,1415.0999755859375,1437.449951171875,1132378
2025-02-05,1473.5416259765625,1509.550048828125,1521.0,1445.199951171875,1445.199951171875,884518
2025-02-06,1460.998046875,1496.699951171875,1512.8499755859375,1488.5999755859375,1512.0,350003
2025-02-07,1487.988525390625,1524.3499755859375,1529.0,1483.9000244140625,1499.0,322877
2025-02-10,1464.0728759765625,1499.8499755859375,1519.949951171875,1490.0,1508.0,359936
2025-02-11,1420.8297119140625,1455.550048828125,1496.0,1446.0999755859375,1486.0,468864
2025-02-12,1398.817626953125,1433.0,1469.4000244140625,1409.0,1467.300048828125,872782
2025-02-13,1414.4359130859375,1449.0,1487.550048828125,1433.0,1433.0,311147
2025-02-14,1385.2979736328125,1419.1500244140625,1468.0,1407.9000244140625,1462.949951171875,726905
2025-02-17,1404.96728515625,1439.300048828125,1445.4000244140625,1388.699951171875,1400.0,437129
2025-02-18,1434.9349365234375,1470.0,1475.0,1423.1500244140625,1443.9000244140625,304729
2025-02-19,1441.2799072265625,1476.5,1486.8499755859375,1442.050048828125,1469.9000244140625,733972
2025-02-20,1417.9013671875,1452.550048828125,1537.050048828125,1445.0,1501.0,1630554
2025-02-21,1332.293212890625,1364.8499755859375,1445.300048828125,1352.050048828125,1445.0,1921791
2025-02-24,1321.5068359375,1353.800048828125,1377.449951171875,1338.0,1363.949951171875,759726
2025-02-25,1302.2767333984375,1334.0999755859375,1355.0,1325.0,1354.949951171875,350221
2025-02-27,1276.79931640625,1308.0,1341.550048828125,1297.199951171875,1334.0,613325
2025-02-28,1236.9237060546875,1267.1500244140625,1297.0,1250.0,1288.25,880907
2025-03-03,1200.513427734375,1229.8499755859375,1279.0,1213.199951171875,1267.1500244140625,431681
2025-03-04,1182.6011962890625,1211.5,1253.800048828125,1198.800048828125,1220.0,459012
2025-03-05,1239.3153076171875,1269.5999755859375,1278.5,1211.5,1220.0,444112
2025-03-06,1244.7330322265625,1275.1500244140625,1306.949951171875,1270.4000244140625,1275.0,738935
2025-03-07,1239.3153076171875,1269.5999755859375,1281.8499755859375,1250.0,1275.1500244140625,598886
2025-03-10,1229.9931640625,1260.050048828125,1279.75,1251.0,1269.0,630323
2025-03-11,1214.0819091796875,1243.75,1258.949951171875,1228.800048828125,1238.0,221952
2025-03-12,1182.89404296875,1211.800048828125,1250.0,1188.5,1246.949951171875,471488
2025-03-13,1163.907958984375,1192.3499755859375,1216.0,1190.1500244140625,1209.75,238536
2025-03-17,1174.6455078125,1203.3499755859375,1221.25,1185.0,1200.0,525665
2025-03-18,1174.6455078125,1203.3499755859375,1203.3499755859375,1203.3499755859375,1203.3499755859375,0
2025-03-19,1223.8433837890625,1253.75,1264.0999755859375,1201.0,1230.949951171875,426337
2025-03-20,1252.6396484375,1283.25,1299.949951171875,1260.0,1262.0,453526
2025-03-21,1285.340576171875,1316.75,1345.5,1268.0,1270.5,588923
2025-03-24,1289.4892578125,1321.0,1341.800048828125,1313.0,1321.0999755859375,394487
2025-03-25,1270.405517578125,1301.449951171875,1339.9000244140625,1285.300048828125,1338.0,337887
2025-03-26,1249.22314453125,1279.75,1308.5999755859375,1271.5,1304.9000244140625,286536
2025-03-27,1250.1993408203125,1280.75,1291.0,1260.300048828125,1275.75,668755
2025-03-28,1234.7274169921875,1264.9000244140625,1311.449951171875,1259.449951171875,1285.0,360331
2025-04-01,1205.6871337890625,1235.1500244140625,1276.8499755859375,1230.0,1264.9000244140625,855696
