date_,adj close_pcbl.ns,close_pcbl.ns,high_pcbl.ns,low_pcbl.ns,open_pcbl.ns,volume_pcbl.ns
2024-12-26,444.1478271484375,458.5,464.5,455.5,457.45001220703125,1428029
2024-12-27,448.16790771484375,462.6499938964844,464.8999938964844,455.54998779296875,458.79998779296875,1429133
2024-12-30,422.933349609375,436.6000061035156,465.75,433.29998779296875,462.8500061035156,4432111
2024-12-31,435.9139099121094,450.0,452.0,433.6499938964844,436.79998779296875,1886868
2025-01-01,444.1962585449219,458.54998779296875,460.0,447.1499938964844,450.3999938964844,1187917
2025-01-02,454.1253967285156,468.79998779296875,471.0,454.3500061035156,459.79998779296875,2173298
2025-01-03,448.2164001464844,462.70001220703125,471.29998779296875,461.0,469.70001220703125,1133610
2025-01-06,419.0585632324219,432.6000061035156,464.29998779296875,428.3999938964844,463.8999938964844,2508794
2025-01-07,424.1442565917969,437.8500061035156,452.20001220703125,435.0,435.79998779296875,3282549
2025-01-08,405.15777587890625,418.25,441.95001220703125,416.79998779296875,440.6000061035156,3205315
2025-01-09,385.0572814941406,397.5,423.25,396.04998779296875,417.5,3650214
2025-01-10,378.8576354980469,391.1000061035156,400.79998779296875,383.0,398.3999938964844,3756255
2025-01-13,340.83624267578125,351.8500061035156,378.8999938964844,346.6000061035156,375.0,12985020
2025-01-14,351.8309631347656,363.20001220703125,364.70001220703125,347.1000061035156,351.3999938964844,4327039
2025-01-15,349.7482604980469,361.04998779296875,373.0,356.20001220703125,365.54998779296875,2430193
2025-01-16,360.42120361328125,366.3999938964844,374.3999938964844,362.5,365.0,1935234
2025-01-17,352.5025634765625,358.3500061035156,366.25,355.04998779296875,365.6000061035156,1876885
2025-01-20,360.0277404785156,366.0,369.0,354.20001220703125,360.0,1662234
2025-01-21,362.73284912109375,368.75,377.20001220703125,363.1000061035156,367.29998779296875,2314825
2025-01-22,356.5848388671875,362.5,370.0,354.0,369.0,1921460
2025-01-23,369.8153991699219,375.95001220703125,378.5,360.0,362.5,1757682
2025-01-24,360.6179504394531,366.6000061035156,386.95001220703125,364.8500061035156,378.0,2629829
2025-01-27,346.99395751953125,352.75,363.95001220703125,340.45001220703125,363.95001220703125,2396073
2025-01-28,345.9118957519531,351.6499938964844,356.8500061035156,331.0,353.6499938964844,3141769
2025-01-29,357.56854248046875,363.5,370.29998779296875,349.45001220703125,354.0,1956727
2025-01-30,357.716064453125,363.6499938964844,373.5,358.70001220703125,365.1000061035156,2060662
2025-01-31,373.7501220703125,379.95001220703125,383.29998779296875,362.6000061035156,367.0,1661104
2025-02-01,382.947509765625,389.29998779296875,394.79998779296875,368.8500061035156,375.0,1938481
2025-02-03,396.86663818359375,403.45001220703125,407.70001220703125,375.1000061035156,380.0,3013805
2025-02-04,401.1456298828125,407.79998779296875,422.8999938964844,404.1000061035156,419.0,6559431
2025-02-05,408.4249267578125,415.20001220703125,417.0,405.75,405.79998779296875,1262760
2025-02-06,407.5395812988281,414.29998779296875,426.70001220703125,411.1000061035156,418.25,1614045
2025-02-07,404.1459045410156,410.8500061035156,418.45001220703125,408.20001220703125,413.5,1202994
2025-02-10,388.406982421875,394.8500061035156,413.1000061035156,392.75,410.25,1117177
2025-02-11,366.5692138671875,372.6499938964844,394.8999938964844,365.6000061035156,394.8500061035156,2033359
2025-02-12,371.1433410644531,377.29998779296875,383.6499938964844,355.29998779296875,372.04998779296875,2723190
2025-02-13,378.963623046875,385.25,388.6499938964844,372.8999938964844,378.04998779296875,1277476
2025-02-14,360.17529296875,366.1499938964844,388.54998779296875,353.5,387.8500061035156,2266664
2025-02-17,364.1592102050781,370.20001220703125,377.70001220703125,353.75,365.0,2256989
2025-02-18,366.0773620605469,372.1499938964844,378.95001220703125,365.79998779296875,377.0,2529075
2025-02-19,379.75054931640625,386.04998779296875,391.3500061035156,365.1499938964844,368.3500061035156,2053200
2025-02-20,383.7344970703125,390.1000061035156,391.8999938964844,379.95001220703125,380.8999938964844,1542420
2025-02-21,389.88250732421875,396.3500061035156,399.3999938964844,386.6000061035156,390.1000061035156,1683675
2025-02-24,377.5864562988281,383.8500061035156,388.79998779296875,377.54998779296875,387.8500061035156,1493965
2025-02-25,380.2915954589844,386.6000061035156,389.70001220703125,381.8999938964844,383.0,845512
2025-02-27,368.04473876953125,374.1499938964844,386.6000061035156,366.3999938964844,386.6000061035156,1239390
2025-02-28,352.15826416015625,358.0,371.0,354.6499938964844,370.0,1989205
2025-03-03,351.61724853515625,357.45001220703125,364.25,337.5,360.0,2373993
2025-03-04,358.60137939453125,364.54998779296875,367.45001220703125,346.3500061035156,349.25,1952266
2025-03-05,374.53704833984375,380.75,381.6499938964844,364.0,364.0,1509632
2025-03-06,379.4554748535156,385.75,392.79998779296875,382.3500061035156,382.95001220703125,1170349
2025-03-07,384.7181701660156,391.1000061035156,394.0,383.75,384.0,1455927
2025-03-10,377.6356506347656,383.8999938964844,397.5,378.75,392.95001220703125,1241979
2025-03-11,373.6517333984375,379.8500061035156,383.5,372.79998779296875,378.6499938964844,1162829
2025-03-12,375.22564697265625,381.45001220703125,386.54998779296875,371.04998779296875,384.29998779296875,1021228
2025-03-13,366.618408203125,372.70001220703125,384.45001220703125,371.0,382.5,1009233
2025-03-17,368.2414855957031,374.3500061035156,378.8500061035156,368.1000061035156,372.70001220703125,895807
2025-03-18,368.2414855957031,374.3500061035156,374.3500061035156,374.3500061035156,374.3500061035156,0
2025-03-19,383.8328552246094,390.20001220703125,392.6000061035156,383.0,383.0,1282510
2025-03-20,387.7183837890625,394.1499938964844,401.45001220703125,385.95001220703125,393.95001220703125,1849210
2025-03-21,416.14678955078125,423.04998779296875,428.8999938964844,391.29998779296875,395.0,8485350
2025-03-24,423.77032470703125,430.79998779296875,436.95001220703125,427.29998779296875,431.0,1929923
2025-03-25,412.0153503417969,418.8500061035156,439.0,416.0,434.0,2965770
2025-03-26,412.6055603027344,419.45001220703125,433.0,416.5,421.20001220703125,2223406
2025-03-27,414.6712646484375,421.54998779296875,424.70001220703125,412.6499938964844,416.5,1408360
2025-03-28,416.4419250488281,423.3500061035156,429.04998779296875,421.0,424.0,1010057
2025-04-01,416.9829406738281,423.8999938964844,427.0,415.5,421.0,937453
