date_,adj close_hindcopper.ns,close_hindcopper.ns,high_hindcopper.ns,low_hindcopper.ns,open_hindcopper.ns,volume_hindcopper.ns
2025-02-03,231.30718994140625,232.5,235.8300018310547,229.11000061035156,235.5,3505306
2025-02-04,237.24656677246094,238.47000122070312,243.38999938964844,235.0,235.0,2960287
2025-02-05,243.37496948242188,244.6300048828125,247.72000122070312,239.58999633789062,241.0,3383221
2025-02-06,239.44522094726562,240.67999267578125,250.4199981689453,239.0,250.0,3808700
2025-02-07,242.88748168945312,244.13999938964844,246.60000610351562,237.8300018310547,241.0,3358716
2025-02-10,235.5652313232422,236.77999877929688,244.00999450683594,236.0,244.0,2713797
2025-02-11,229.0388946533203,230.22000122070312,241.99000549316406,228.0,235.0,4457384
2025-02-12,223.47756958007812,224.6300048828125,230.0,218.0500030517578,227.0,3871617
2025-02-13,224.73110961914062,225.88999938964844,232.6999969482422,222.8000030517578,225.2899932861328,2538091
2025-02-14,213.3995361328125,214.5,231.44000244140625,211.83999633789062,228.5,4885450
2025-02-17,214.22528076171875,215.3300018310547,216.4499969482422,207.0,213.0,3946024
2025-02-18,212.30517578125,213.39999389648438,215.2899932861328,206.66000366210938,214.0,3934677
2025-02-19,216.9910125732422,218.11000061035156,221.7899932861328,208.0,209.9499969482422,3251275
2025-02-20,223.31838989257812,224.47000122070312,226.0,215.0,216.00999450683594,2810575
2025-02-21,221.37840270996094,222.52000427246094,230.33999633789062,221.39999389648438,223.10000610351562,2934136
2025-02-24,217.79685974121094,218.9199981689453,222.19000244140625,216.58999633789062,221.0,2033486
2025-02-25,216.36424255371094,217.47999572753906,221.0,215.10000610351562,218.0,2899712
2025-02-27,211.5789337158203,212.6699981689453,218.0,211.10000610351562,217.10000610351562,3054042
2025-02-28,201.2820281982422,202.32000732421875,211.14999389648438,201.10000610351562,210.0,5523833
2025-03-03,202.35647583007812,203.39999389648438,205.99000549316406,195.39999389648438,202.32000732421875,4365180
2025-03-04,201.3019256591797,202.33999633789062,206.1999969482422,198.4600067138672,200.25,3098415
2025-03-05,216.29461669921875,217.41000366210938,219.22000122070312,202.85000610351562,203.0,5470566
2025-03-06,222.31358337402344,223.4600067138672,227.39999389648438,220.0,221.0,7207193
2025-03-07,222.7015838623047,223.85000610351562,232.14999389648438,222.25,223.4600067138672,9363253
2025-03-10,216.35430908203125,217.47000122070312,224.9499969482422,216.1999969482422,221.77999877929688,3544871
2025-03-11,217.77696228027344,218.89999389648438,219.89999389648438,212.19000244140625,215.0,3727401
2025-03-12,218.25450134277344,219.3800048828125,223.24000549316406,215.02000427246094,219.5,2985759
2025-03-13,214.69287109375,215.8000030517578,224.1999969482422,215.0,221.0,3799566
2025-03-17,214.48394775390625,215.58999633789062,218.39999389648438,213.30999755859375,216.8000030517578,2275087
2025-03-18,214.48394775390625,215.58999633789062,215.58999633789062,215.58999633789062,215.58999633789062,0
2025-03-19,221.74649047851562,222.88999938964844,228.33999633789062,222.0,223.92999267578125,5665335
2025-03-20,230.600830078125,231.7899932861328,236.77000427246094,223.75,226.0,11757926
2025-03-21,228.73048400878906,229.91000366210938,237.8000030517578,228.75,232.19000244140625,8388685
2025-03-24,236.27159118652344,237.49000549316406,240.14999389648438,231.2100067138672,233.0,10962536
2025-03-25,227.7654571533203,228.94000244140625,240.75,227.35000610351562,239.64999389648438,8585717
2025-03-26,224.35304260253906,225.50999450683594,237.3000030517578,224.35000610351562,230.89999389648438,12107248
2025-03-27,222.30361938476562,223.4499969482422,225.5,220.0,224.35000610351562,10971510
2025-03-28,219.65725708007812,220.7899932861328,229.19000244140625,218.63999938964844,224.35000610351562,10375701
2025-04-01,220.87100219726562,222.00999450683594,223.69000244140625,216.10000610351562,219.99000549316406,4871263
2025-04-02,225.38772583007812,226.5500030517578,228.19000244140625,216.4499969482422,224.4199981689453,6568554
