date_,adj close_pghh.ns,close_pghh.ns,high_pghh.ns,low_pghh.ns,open_pghh.ns,volume_pghh.ns
2025-01-22,14505.806640625,14693.4501953125,14840.25,14640.650390625,14840.25,1500
2025-01-23,14293.6015625,14478.5,14810.25,14379.0,14693.0,7858
2025-01-24,14431.912109375,14618.599609375,14687.5,14425.0,14574.0,2741
2025-01-27,13864.9462890625,14044.2998046875,14546.150390625,14000.0,14410.0,4430
2025-01-28,13975.9609375,14156.75,14198.9501953125,13917.0,14044.2998046875,3809
2025-01-29,14227.3583984375,14411.400390625,14430.0,14054.0498046875,14229.0,2028
2025-01-30,14217.7822265625,14401.7001953125,14493.900390625,14334.7998046875,14411.400390625,6003
2025-01-31,14315.4189453125,14500.599609375,14550.0,14301.150390625,14429.900390625,1657
2025-02-01,14474.0673828125,14661.2998046875,14750.0498046875,14444.0498046875,14500.599609375,1804
2025-02-03,14424.3115234375,14610.900390625,14800.0,14511.099609375,14800.0,5545
2025-02-04,14300.0673828125,14485.0498046875,14655.099609375,14352.099609375,14655.099609375,52400
2025-02-05,14362.21484375,14548.0,14600.849609375,14488.7001953125,14570.0,1414
2025-02-06,14260.1337890625,14444.599609375,14647.4501953125,14395.0,14566.0,1211
2025-02-07,14291.578125,14476.4501953125,14624.9501953125,14380.0,14444.599609375,2038
2025-02-10,13970.728515625,14151.4501953125,14517.5,14000.0,14476.4501953125,3512
2025-02-11,13755.4638671875,13933.400390625,14184.7001953125,13841.0,14178.0,34237
2025-02-12,13622.58203125,13798.7998046875,14184.849609375,13659.9501953125,14099.9501953125,12347
2025-02-13,13741.8388671875,13919.599609375,14106.0,13750.0,13798.7998046875,7208
2025-02-14,13681.470703125,13858.4501953125,13936.0498046875,13702.2998046875,13843.0,1987
2025-02-17,13598.345703125,13774.25,13849.599609375,13661.0,13731.0,2429
2025-02-18,13781.328125,13959.599609375,14041.650390625,13660.0498046875,13800.0,4229
2025-02-19,13826.0,14004.849609375,14070.0,13737.0498046875,13882.7998046875,5162
2025-02-20,13918.0419921875,13987.349609375,14199.9501953125,13840.0498046875,13990.0,7059
2025-02-21,13649.5791015625,13717.5498046875,13972.5,13655.0,13910.150390625,3530
2025-02-24,13572.4130859375,13640.0,13885.650390625,13456.0,13700.0,5189
2025-02-25,13529.875,13597.25,13748.5498046875,13400.0,13560.0,6307
2025-02-27,13656.9921875,13725.0,13750.0,13555.599609375,13644.0,8163
2025-02-28,13474.7998046875,13541.900390625,13789.0,13411.5498046875,13725.0,4193
2025-03-03,13405.6435546875,13472.400390625,13556.7001953125,13327.099609375,13431.0498046875,7855
2025-03-04,13379.3740234375,13446.0,13649.25,13289.5498046875,13599.849609375,8840
2025-03-05,13489.7255859375,13556.900390625,13697.7001953125,13377.400390625,13400.0,14025
2025-03-06,13420.9169921875,13487.75,13600.0,13461.7001953125,13556.900390625,5943
2025-03-07,13435.3955078125,13502.2998046875,13554.9501953125,13390.0,13487.75,4446
2025-03-10,13330.318359375,13396.7001953125,13639.900390625,13360.4501953125,13598.900390625,4350
2025-03-11,13124.443359375,13189.7998046875,13444.400390625,13150.0,13162.0,5443
2025-03-12,13392.4599609375,13459.150390625,13519.849609375,13203.650390625,13349.349609375,4783
2025-03-13,13327.880859375,13394.25,13550.0,13224.0498046875,13450.0,7655
2025-03-17,13435.9931640625,13502.900390625,13645.0,13366.2001953125,13480.349609375,9897
2025-03-18,13435.9931640625,13502.900390625,13502.900390625,13502.900390625,13502.900390625,0
2025-03-19,13444.798828125,13511.75,13617.900390625,13450.0,13600.0,5060
2025-03-20,13409.7724609375,13476.5498046875,13694.5498046875,13458.0,13555.0,4857
2025-03-21,13791.1240234375,13859.7998046875,13959.75,13440.5,13579.9501953125,18430
2025-03-24,13842.81640625,13911.75,14000.0,13755.650390625,13859.7998046875,6281
2025-03-25,13847.0947265625,13916.0498046875,14275.0,13862.849609375,14003.900390625,11442
2025-03-26,13906.9970703125,13976.25,14092.4501953125,13920.0,13955.0498046875,4553
2025-03-27,12726.5751953125,12789.9501953125,14103.4501953125,12105.599609375,14039.9501953125,95056
2025-03-28,13533.2587890625,13600.650390625,13800.0,12999.9501953125,12999.9501953125,25862
2025-04-01,13520.1728515625,13587.5,13900.0,13451.2998046875,13601.0,9731
2025-04-02,13631.2705078125,13699.150390625,13750.0,13531.5498046875,13590.0,3550
2025-04-03,13537.736328125,13605.150390625,13699.150390625,13500.0,13682.0,3494
2025-04-04,13914.1123046875,13983.400390625,14098.900390625,13572.2998046875,13605.150390625,22289
2025-04-07,13596.890625,13664.599609375,13725.900390625,13200.0,13671.0,15251
2025-04-08,13789.3330078125,13858.0,13962.400390625,13600.0,13600.0,5179
2025-04-09,13728.0380859375,13796.400390625,13888.5498046875,13601.2001953125,13858.0,10224
2025-04-11,13619.37890625,13687.2001953125,14034.2001953125,13579.5498046875,14022.5,5506
2025-04-15,14034.1142578125,14104.0,14174.0,13829.0,13994.0,7422
2025-04-16,13959.4853515625,14029.0,14100.0,13951.0,14100.0,2771
2025-04-17,14083.8662109375,14154.0,14190.0,13874.0,14100.0,3819
2025-04-21,14063.96484375,14134.0,14300.0,14022.0,14300.0,5295
2025-04-22,14129.638671875,14200.0,14233.0,13932.0,14130.0,9832
2025-04-23,14179.390625,14250.0,14379.0,14040.0,14209.0,13654
2025-04-24,14325.662109375,14397.0,14436.0,14112.0,14220.0,15879
2025-04-25,14150.5341796875,14221.0,14427.0,14054.0,14427.0,11930
2025-04-28,14211.2314453125,14282.0,14376.0,14054.0,14221.0,7580
2025-04-29,14288.845703125,14360.0,14408.0,14201.0,14282.0,15363
2025-04-30,14172.4248046875,14243.0,14360.0,14062.0,14360.0,9209
2025-05-02,14074.9111328125,14145.0,14314.0,13931.0,14314.0,6951
2025-05-05,14128.6435546875,14199.0,14274.0,13951.0,14250.0,11329
2025-05-06,14092.8212890625,14163.0,14275.0,14001.0,14275.0,7150
