date_,adj close_astrazen.ns,close_astrazen.ns,high_astrazen.ns,low_astrazen.ns,open_astrazen.ns,volume_astrazen.ns
2024-12-26,6359.1142578125,6380.85009765625,6468.10009765625,6325.0,6420.0,6461
2024-12-27,6336.93994140625,6358.60009765625,6423.5,6315.14990234375,6380.85009765625,3221
2024-12-30,7312.20654296875,7337.2001953125,7594.0,6312.75,6358.60009765625,745484
2024-12-31,7280.265625,7305.14990234375,7557.5,7015.85009765625,7200.7001953125,196128
2025-01-01,7171.337890625,7195.85009765625,7391.64990234375,7150.10009765625,7225.0,25064
2025-01-02,7110.19677734375,7134.5,7271.2998046875,7103.0498046875,7248.64990234375,11614
2025-01-03,7097.19140625,7121.4501953125,7234.0,7018.0498046875,7158.0,11433
2025-01-06,7250.61669921875,7275.39990234375,7398.0,6902.35009765625,7233.0,25594
2025-01-07,7064.154296875,7088.2998046875,7388.2998046875,6899.0,7362.0498046875,26441
2025-01-08,6858.65673828125,6882.10009765625,7119.0,6855.5498046875,7119.0,8364
2025-01-09,7064.85205078125,7089.0,7529.0,6905.0,6947.0,175034
2025-01-10,6883.82080078125,6907.35009765625,7067.2998046875,6840.0,7067.2998046875,20927
2025-01-13,7039.83740234375,7063.89990234375,7200.0,6750.0498046875,6750.0498046875,153130
2025-01-14,7009.142578125,7033.10009765625,7134.0,6886.0,6930.0,20237
2025-01-15,6712.95458984375,6735.89990234375,7333.0,6700.10009765625,7120.0,61394
2025-01-16,6762.3857421875,6785.5,6849.85009765625,6745.0,6746.2998046875,9384
2025-01-17,6896.7265625,6920.2998046875,7052.0,6730.0,6859.0,30298
2025-01-20,6921.0439453125,6944.7001953125,6987.39990234375,6786.64990234375,6865.64990234375,11172
2025-01-21,6729.19970703125,6752.2001953125,6969.85009765625,6697.0498046875,6940.0,6076
2025-01-22,6932.65380859375,6956.35009765625,7099.89990234375,6619.5,6838.0,24801
2025-01-23,7051.59765625,7075.7001953125,7182.9501953125,6868.89990234375,6901.0498046875,24265
2025-01-24,6904.99853515625,6928.60009765625,7094.89990234375,6851.2998046875,7007.0,14048
2025-01-27,6995.5888671875,7019.5,7064.4501953125,6720.0,6928.60009765625,30570
2025-01-28,7025.98486328125,7050.0,7146.5498046875,6820.0,6900.0,15017
2025-01-29,7180.4072265625,7204.9501953125,7238.9501953125,6950.10009765625,7100.0,22236
2025-01-30,7238.0595703125,7262.7998046875,7444.0,7085.0498046875,7234.89990234375,26701
2025-01-31,7210.45458984375,7235.10009765625,7295.0,7100.0,7160.0,10165
2025-02-01,7385.05712890625,7410.2998046875,7545.0,7057.0,7235.10009765625,21729
2025-02-03,7436.630859375,7462.0498046875,7633.0,7239.0,7350.0498046875,19326
2025-02-04,7459.5029296875,7485.0,7560.0,7390.0,7441.4501953125,8511
2025-02-05,7505.994140625,7531.64990234375,7595.85009765625,7470.0,7538.14990234375,6822
2025-02-06,7573.11474609375,7599.0,7726.10009765625,7499.85009765625,7500.0,19590
2025-02-07,7585.9208984375,7611.85009765625,7669.75,7499.85009765625,7620.0,5989
2025-02-10,7521.2919921875,7547.0,7660.0,7433.7998046875,7660.0,11870
2025-02-11,7422.4296875,7447.7998046875,7610.0,7380.0,7579.89990234375,8126
2025-02-12,7472.8076171875,7498.35009765625,7690.0,7406.89990234375,7648.0,63990
2025-02-13,7369.859375,7395.0498046875,7525.75,7349.4501953125,7449.0,11121
2025-02-14,7079.4521484375,7103.64990234375,7415.14990234375,7070.0,7400.0,16344
2025-02-17,6983.87890625,7007.75,7477.0,6921.14990234375,7104.2998046875,34127
2025-02-18,6953.5322265625,6977.2998046875,7110.10009765625,6689.2001953125,7084.89990234375,48880
2025-02-19,6939.4306640625,6963.14990234375,7023.85009765625,6849.0,6900.5,9626
2025-02-20,6952.03759765625,6975.7998046875,7119.85009765625,6902.0,6931.0,7673
2025-02-21,6846.89697265625,6870.2998046875,7022.60009765625,6808.14990234375,6978.7001953125,6305
2025-02-24,6870.96484375,6894.4501953125,7014.85009765625,6719.10009765625,6820.0,17982
2025-02-25,6895.72998046875,6919.2998046875,6959.75,6818.64990234375,6818.64990234375,5971
2025-02-27,6866.978515625,6890.4501953125,6975.9501953125,6779.2998046875,6919.2998046875,5930
2025-02-28,6675.83154296875,6698.64990234375,6949.0,6670.0,6949.0,9484
2025-03-03,6834.83837890625,6858.2001953125,6890.35009765625,6620.10009765625,6783.0,13811
2025-03-04,7281.36181640625,7306.25,7397.0,6730.0498046875,6868.25,102327
2025-03-05,7314.44921875,7339.4501953125,7467.7001953125,7180.7998046875,7180.7998046875,17518
2025-03-06,7441.21533203125,7466.64990234375,7510.39990234375,7301.5,7340.2001953125,11189
2025-03-07,7442.71044921875,7468.14990234375,7532.9501953125,7414.5,7466.64990234375,8340
2025-03-10,7599.6240234375,7625.60009765625,7710.0,7505.0,7505.0,36549
2025-03-11,7780.7548828125,7807.35009765625,7990.0,7511.7001953125,7590.0,148293
2025-03-12,7680.59765625,7706.85009765625,7957.14990234375,7675.7001953125,7807.35009765625,36217
2025-03-13,7649.40380859375,7675.5498046875,7970.60009765625,7584.0,7710.0,59650
2025-03-17,7686.12841796875,7712.39990234375,7866.7001953125,7637.0,7698.89990234375,22683
2025-03-18,7686.12841796875,7712.39990234375,7712.39990234375,7712.39990234375,7712.39990234375,0
2025-03-19,7874.58447265625,7901.5,8043.7001953125,7875.0,8043.7001953125,20642
2025-03-20,8355.0419921875,8383.599609375,8877.0,7950.7001953125,7979.9501953125,344055
2025-03-21,8481.80859375,8510.7998046875,8699.0,8221.9501953125,8390.0,74886
2025-03-24,8451.5625,8480.4501953125,9059.0498046875,8405.150390625,8615.0498046875,184658
2025-03-25,8387.6796875,8416.349609375,8575.0,8368.599609375,8498.0,40766
2025-03-26,8357.9326171875,8386.5,8478.599609375,8239.5498046875,8478.599609375,25081
2025-03-27,8465.7138671875,8494.650390625,8640.0,8312.4501953125,8326.0,32086
2025-03-28,8578.3291015625,8607.650390625,8759.0,8430.2998046875,8510.0,30396
2025-04-01,8463.720703125,8492.650390625,8748.5,8463.25,8602.0,22139
2025-04-02,8066.9267578125,8094.5,8518.0,8052.64990234375,8452.650390625,41527
2025-04-03,8041.06494140625,8068.5498046875,8297.849609375,7681.0,8099.89990234375,77200
2025-04-04,7877.07568359375,7904.0,8199.849609375,7857.0498046875,8012.39990234375,28883
2025-04-07,7841.89599609375,7868.7001953125,8080.0,7201.14990234375,7351.0,29918
2025-04-08,8034.78662109375,8062.25,8148.25,7928.64990234375,7928.64990234375,31831
2025-04-09,7993.72705078125,8021.0498046875,8238.849609375,7952.39990234375,8046.7998046875,27254
2025-04-11,8428.5908203125,8457.400390625,8525.5,8142.75,8222.0,40634
2025-04-15,8843.2734375,8873.5,8940.0,8485.5,8525.0,80175
2025-04-16,8485.49609375,8514.5,9167.5,8424.0,8870.0,59344
2025-04-17,8716.2080078125,8746.0,8780.0,8505.0,8506.0,31889
2025-04-21,8697.7705078125,8727.5,8902.0,8700.0,8746.0,13476
2025-04-22,8940.939453125,8971.5,9088.0,8655.0,8791.0,24492
