date_,adj close_alkem.ns,close_alkem.ns,high_alkem.ns,low_alkem.ns,open_alkem.ns,volume_alkem.ns
2024-03-21,4746.36083984375,4795.9501953125,4835.0,4744.85009765625,4800.0,275225
2024-03-22,4740.2255859375,4789.75,4829.10009765625,4770.0498046875,4829.10009765625,138264
2024-03-26,4950.42919921875,5002.14990234375,5022.5,4650.0,4650.0,199779
2024-03-27,4952.4580078125,5004.2001953125,5059.10009765625,4962.0498046875,5049.35009765625,89989
2024-03-28,4890.90087890625,4942.0,5009.9501953125,4820.0498046875,4935.0,427458
2024-04-01,4957.25732421875,5009.0498046875,5044.89990234375,4930.14990234375,4930.14990234375,69589
2024-04-02,4904.11279296875,4955.35009765625,5024.89990234375,4911.60009765625,5009.0,116184
2024-04-03,4844.04052734375,4894.64990234375,4939.9501953125,4865.64990234375,4933.0,106320
2024-04-04,4815.78564453125,4866.10009765625,4915.0,4830.0,4915.0,175477
2024-04-05,4861.8544921875,4912.64990234375,5095.0,4880.25,4892.85009765625,384425
2024-04-08,4837.80615234375,4888.35009765625,4950.0,4845.2998046875,4919.9501953125,150686
2024-04-09,4832.115234375,4882.60009765625,4920.2001953125,4856.0498046875,4880.0,66122
2024-04-10,4774.6162109375,4824.5,4874.2001953125,4813.2001953125,4868.25,183779
2024-04-12,4686.23974609375,4735.2001953125,4870.0,4725.14990234375,4824.5,159343
2024-04-15,4666.8916015625,4715.64990234375,4755.0,4672.5,4725.0,164252
2024-04-16,4685.34814453125,4734.2998046875,4775.9501953125,4680.0,4700.0,119821
2024-04-18,4602.76123046875,4650.85009765625,4749.14990234375,4636.39990234375,4740.0,314802
2024-04-19,4568.6181640625,4616.35009765625,4644.9501953125,4567.0498046875,4625.0,94277
2024-04-22,4696.630859375,4745.7001953125,4756.0,4631.39990234375,4644.25,188465
2024-04-23,4655.7578125,4704.39990234375,4791.7998046875,4665.0,4759.7998046875,145622
2024-04-24,4672.13623046875,4720.9501953125,4759.64990234375,4691.0,4709.0,55269
2024-04-25,4817.31982421875,4867.64990234375,4879.0,4697.0,4714.0,150059
2024-04-26,4859.62744140625,4910.39990234375,4937.39990234375,4858.0,4868.0,160192
2024-04-29,4833.005859375,4883.5,5020.0,4861.7001953125,4909.10009765625,140520
2024-04-30,4783.0771484375,4833.0498046875,4949.0,4817.10009765625,4899.89990234375,91239
2024-05-02,4738.294921875,4787.7998046875,4845.7001953125,4739.5,4830.14990234375,216072
2024-05-03,4853.2939453125,4904.0,4930.0,4761.60009765625,4793.25,91122
2024-05-06,5095.71142578125,5148.9501953125,5158.0,4880.0,4906.0,471357
2024-05-07,5065.03173828125,5117.9501953125,5208.0,4990.5498046875,5154.89990234375,171010
2024-05-08,5110.50634765625,5163.89990234375,5181.10009765625,5040.14990234375,5124.5,228808
2024-05-09,5015.20263671875,5067.60009765625,5188.39990234375,5035.7001953125,5174.9501953125,215985
2024-05-10,5075.8681640625,5128.89990234375,5153.5,5050.7998046875,5054.4501953125,137328
2024-05-13,5156.5751953125,5210.4501953125,5250.0,5096.0,5150.0,105586
2024-05-14,5129.607421875,5183.2001953125,5255.9501953125,5081.0,5249.9501953125,290119
2024-05-15,5192.69775390625,5246.9501953125,5310.0,5191.10009765625,5208.0,221828
2024-05-16,5263.0625,5318.0498046875,5332.0,5148.10009765625,5235.0,284882
2024-05-17,5381.4755859375,5437.7001953125,5462.5,5270.2001953125,5345.0,228561
2024-05-21,5278.00634765625,5333.14990234375,5578.7998046875,5295.7998046875,5438.25,333419
2024-05-22,5249.4052734375,5304.25,5382.35009765625,5208.14990234375,5340.0,166810
2024-05-23,5399.833984375,5456.25,5488.0,5271.0,5320.0,175923
2024-05-24,5395.28076171875,5451.64990234375,5495.2998046875,5355.10009765625,5461.75,145147
2024-05-27,5282.11328125,5337.2998046875,5469.9501953125,5288.0,5469.9501953125,396052
2024-05-28,5258.90625,5313.85009765625,5340.0,5262.0498046875,5330.0498046875,216749
