date_,adj close_hfcl.ns,close_hfcl.ns,high_hfcl.ns,low_hfcl.ns,open_hfcl.ns,volume_hfcl.ns
2024-01-16,85.87044525146484,86.0999984741211,89.9000015258789,84.3499984741211,88.6500015258789,21200731
2024-01-17,83.77605438232422,84.0,86.6500015258789,83.0999984741211,84.75,14360146
2024-01-18,84.37445068359375,84.5999984741211,85.05000305175781,81.19999694824219,83.25,16519441
2024-01-19,88.31392669677734,88.55000305175781,90.94999694824219,83.80000305175781,85.0999984741211,32726022
2024-01-23,93.40032958984375,93.6500015258789,103.80000305175781,92.6500015258789,101.25,70934276
2024-01-24,105.36832427978516,105.6500015258789,107.19999694824219,93.0,94.25,142518213
2024-01-25,105.46806335449219,105.75,108.80000305175781,103.80000305175781,106.5999984741211,80094032
2024-01-29,102.9747314453125,103.25,108.0,101.6500015258789,106.4000015258789,27205254
2024-01-30,100.78060150146484,101.05000305175781,105.0,100.0999984741211,103.9000015258789,20236161
2024-01-31,102.82512664794922,103.0999984741211,104.69999694824219,101.0,101.0,15237495
2024-02-01,103.17418670654297,103.44999694824219,105.25,99.0,103.94999694824219,16705582
2024-02-02,96.54192352294922,96.80000305175781,102.0,96.0999984741211,99.6500015258789,27295902
2024-02-05,97.9880599975586,98.25,103.4000015258789,97.25,97.3499984741211,28710804
2024-02-06,103.22406005859375,103.5,104.3499984741211,98.0,98.8499984741211,49773379
2024-02-07,105.51792907714844,105.80000305175781,107.5999984741211,101.25,104.3499984741211,44856361
2024-02-08,106.76460266113281,107.05000305175781,112.44999694824219,105.19999694824219,107.0,77772611
2024-02-09,101.82779693603516,102.0999984741211,107.3499984741211,98.75,107.19999694824219,39678094
2024-02-12,93.79925537109375,94.05000305175781,102.69999694824219,92.9000015258789,102.55000305175781,26310702
2024-02-13,96.44218444824219,96.69999694824219,97.3499984741211,89.94999694824219,95.0,26819226
2024-02-14,99.28459167480469,99.55000305175781,100.6500015258789,94.25,95.0,17975536
2024-02-15,101.4288558959961,101.69999694824219,102.5,99.30000305175781,99.8499984741211,18419125
2024-02-16,100.13233184814453,100.4000015258789,103.05000305175781,99.1500015258789,102.0999984741211,12642154
2024-02-19,107.01393127441406,107.30000305175781,110.69999694824219,99.6500015258789,100.9000015258789,75541679
2024-02-20,110.5544662475586,110.8499984741211,113.30000305175781,107.5,107.80000305175781,85981341
2024-02-21,111.90086364746094,112.19999694824219,115.75,108.5,110.4000015258789,100721176
2024-02-22,114.84300994873047,115.1500015258789,116.44999694824219,109.4000015258789,112.80000305175781,71453350
2024-02-23,112.00060272216797,112.30000305175781,116.69999694824219,111.0999984741211,114.8499984741211,34300190
2024-02-26,114.79313659667969,115.0999984741211,117.4000015258789,110.0,112.0,38708823
2024-02-27,112.44940185546875,112.75,117.80000305175781,111.5999984741211,115.94999694824219,36197163
2024-02-28,104.57046508789062,104.8499984741211,113.5,104.05000305175781,112.94999694824219,36949265
2024-02-29,107.01393127441406,107.30000305175781,107.5999984741211,102.0999984741211,105.0,33571297
2024-03-01,108.11099243164062,108.4000015258789,112.19999694824219,107.4000015258789,107.94999694824219,28760836
2024-03-04,110.2552719116211,110.55000305175781,112.30000305175781,106.4000015258789,108.8499984741211,25112238
2024-03-05,107.81179809570312,108.0999984741211,112.0,107.1500015258789,109.9000015258789,26194032
2024-03-06,103.12432861328125,103.4000015258789,107.55000305175781,102.3499984741211,107.55000305175781,21374177
2024-03-07,102.27659606933594,102.55000305175781,105.1500015258789,102.0999984741211,104.0999984741211,13437190
2024-03-11,95.44485473632812,95.69999694824219,102.94999694824219,95.05000305175781,102.75,21874509
2024-03-12,92.40298461914062,92.6500015258789,96.94999694824219,91.80000305175781,96.0,28026862
2024-03-13,83.47684478759766,83.69999694824219,94.4000015258789,80.25,93.0,37865971
2024-03-14,90.4083251953125,90.6500015258789,91.44999694824219,82.30000305175781,82.30000305175781,30025156
2024-03-15,89.85978698730469,90.0999984741211,92.94999694824219,87.30000305175781,89.94999694824219,23353125
2024-03-18,89.85978698730469,90.0999984741211,92.30000305175781,88.25,90.0999984741211,16308070
2024-03-19,87.11711883544922,87.3499984741211,92.75,86.3499984741211,89.5,21191489
2024-03-20,87.21685028076172,87.44999694824219,89.5999984741211,85.30000305175781,88.19999694824219,14085001
2024-03-21,88.8624496459961,89.0999984741211,90.8499984741211,88.75,89.0,11615072
2024-03-22,91.85444641113281,92.0999984741211,93.25,89.0,89.0999984741211,18475914
2024-03-26,90.30858612060547,90.55000305175781,92.9000015258789,90.25,92.1500015258789,15077486
2024-03-27,92.70218658447266,92.94999694824219,94.30000305175781,90.75,90.75,29057965
2024-03-28,91.55525970458984,91.80000305175781,94.3499984741211,91.3499984741211,93.3499984741211,10339390
2024-04-01,98.33712768554688,98.5999984741211,99.30000305175781,92.30000305175781,92.55000305175781,21764045
2024-04-02,98.78592681884766,99.05000305175781,100.4000015258789,96.80000305175781,98.8499984741211,18144552
2024-04-03,98.33712768554688,98.5999984741211,100.3499984741211,98.05000305175781,98.44999694824219,12529712
2024-04-04,97.14032745361328,97.4000015258789,101.0,96.5999984741211,99.44999694824219,15807039
2024-04-05,98.78592681884766,99.05000305175781,99.5999984741211,96.80000305175781,97.5999984741211,10546347
2024-04-08,96.74139404296875,97.0,100.69999694824219,96.55000305175781,99.5999984741211,10689126
2024-04-09,96.791259765625,97.05000305175781,98.0,95.5999984741211,97.4000015258789,10072580
2024-04-10,96.24272918701172,96.5,97.44999694824219,95.30000305175781,97.3499984741211,8611155
2024-04-12,98.73605346679688,99.0,101.30000305175781,96.69999694824219,96.69999694824219,33874602
2024-04-15,94.39765930175781,94.6500015258789,96.9000015258789,92.5999984741211,95.94999694824219,17075845
2024-04-16,93.89899444580078,94.1500015258789,96.0999984741211,93.0999984741211,93.0999984741211,8760640
2024-04-18,92.05392456054688,92.30000305175781,95.5,91.5999984741211,94.69999694824219,11491860
2024-04-19,91.55525970458984,91.80000305175781,93.0,89.55000305175781,90.80000305175781,9279741
2024-04-22,94.84645080566406,95.0999984741211,96.5,92.0,93.44999694824219,12262973
2024-04-23,96.04325866699219,96.30000305175781,98.6500015258789,95.4000015258789,95.5999984741211,25074452
2024-04-24,96.09312438964844,96.3499984741211,97.94999694824219,96.0999984741211,96.94999694824219,7267210
2024-04-25,96.84112548828125,97.0999984741211,98.19999694824219,95.80000305175781,96.0,9088625
2024-04-26,95.54459381103516,95.80000305175781,97.6500015258789,95.55000305175781,97.25,8205604
2024-04-29,97.68885803222656,97.94999694824219,99.0,95.6500015258789,96.3499984741211,20542524
2024-04-30,100.23206329345703,100.5,103.80000305175781,98.0,98.3499984741211,55534187
2024-05-02,103.32379150390625,103.5999984741211,104.4000015258789,100.05000305175781,101.8499984741211,35446967
2024-05-03,100.331787109375,100.5999984741211,106.3499984741211,99.05000305175781,104.0999984741211,53454401
2024-05-06,97.73872375488281,98.0,102.5999984741211,97.3499984741211,101.25,22485869
2024-05-07,96.34245300292969,96.5999984741211,99.25,95.25,98.69999694824219,13778610
2024-05-08,96.39232635498047,96.6500015258789,97.75,95.44999694824219,96.0,11441340
2024-05-09,92.9515151977539,93.19999694824219,97.3499984741211,92.5,96.9000015258789,9654703
2024-05-10,93.45018768310547,93.69999694824219,94.19999694824219,90.55000305175781,93.94999694824219,9526574
2024-05-13,92.6523208618164,92.9000015258789,93.55000305175781,90.19999694824219,93.30000305175781,10232874
2024-05-14,96.09312438964844,96.3499984741211,96.6500015258789,93.30000305175781,93.55000305175781,9331913
2024-05-15,97.04059600830078,97.30000305175781,98.25,95.5,96.6500015258789,10791167
2024-05-16,95.6941909790039,95.94999694824219,97.75,95.5,97.0,7322639
2024-05-17,96.34245300292969,96.5999984741211,97.0,95.5999984741211,96.30000305175781,6063669
2024-05-21,100.28192901611328,100.55000305175781,103.0999984741211,100.0,101.75,14217727
2024-05-22,102.67552185058594,102.94999694824219,104.0999984741211,100.55000305175781,100.55000305175781,18068681
2024-05-23,100.28192901611328,100.55000305175781,103.0999984741211,100.05000305175781,102.9000015258789,8867002
2024-05-24,102.875,103.1500015258789,104.25,98.8499984741211,99.55000305175781,19124367
2024-05-27,105.76726531982422,106.05000305175781,108.80000305175781,103.5,103.55000305175781,53978252
2024-05-28,104.96939849853516,105.25,109.4000015258789,104.4000015258789,106.8499984741211,44478664
2024-05-29,104.07179260253906,104.3499984741211,106.6500015258789,103.6500015258789,104.8499984741211,13922300
2024-05-30,101.17952728271484,101.44999694824219,104.30000305175781,100.5,104.0,13135368
